date,quarterlyInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment
1997-04-30,456300000.0,45200000.0,1308500000.0,11900000.0,-668500000.0,744500000.0,0.3025,744500000.0,87900000.0,,34700000.0,,132500000.0,171000000.0,100000.0,-24700000.0,142500000.0,58000000.0,-118600000.0,127100000.0,135000000.0,,312347826.0,3735600000.0,100000.0,-85300000.0,,,1622000000.0,,38200000.0,,1065600000.0,0.0,,89800000.0,8300000.0,-7700000.0,165500000.0,0.0,-187800000.0,-14400000.0,,-600000.0,849900000.0,,8500000.0,1400700000.0,1495400000,1977000000.0,124400000,0.2875,,2113600000.0,1100400000.0,,23900000.0,0.0,212400000.0,,1238500000.0,,,,300300000.0,256900000.0,296859504.0,89800000,,2285100000.0,89800000.0,91400000.0,-53800000.0,,,,
1997-07-31,485600000.0,41900000.0,1502600000.0,39400000.0,-725100000.0,637600000.0,,637600000.0,87100000.0,,32300000.0,,137800000.0,216100000.0,0.0,-13900000.0,153600000.0,50900000.0,-184600000.0,167400000.0,149200000.0,,,3866000000.0,338500000.0,-117100000.0,,,1872300000.0,,46400000.0,,775700000.0,0.0,,107300000.0,92700000.0,-16900000.0,158100000.0,0.0,-270600000.0,-16500000.0,,26500000.0,944800000.0,,-17200000.0,1414200000.0,1483400000,2227700000.0,111700000,,,1993700000.0,1146500000.0,,25300000.0,0.0,180600000.0,,1233900000.0,,,,267700000.0,249500000.0,,107300000,,2369500000.0,107300000.0,91400000.0,-90100000.0,,,,
1997-10-31,498100000.0,35600000.0,1692000000.0,4900000.0,-725100000.0,460700000.0,0.2225,460700000.0,83900000.0,,141000000.0,,151500000.0,215000000.0,100000.0,76300000.0,167000000.0,100000.0,-175000000.0,-30900000.0,103100000.0,,310344828.0,4108900000.0,-100000.0,-163300000.0,,,2074000000.0,,46700000.0,,1177000000.0,624000000.0,,67500000.0,4400000.0,-12100000.0,146500000.0,0.0,-208700000.0,-15600000.0,,-149500000.0,973500000.0,,-205900000.0,1588400000.0,1480100000,2417100000.0,99800000,0.2175,,2034900000.0,1317900000.0,,32800000.0,100000.0,186500000.0,,1228800000.0,,,,270500000.0,251300000.0,303370787.0,67500000,,2430500000.0,67500000.0,104800000.0,-23100000.0,,,,
1998-01-31,483100000.0,39300000.0,1848000000.0,30000000.0,-725100000.0,313100000.0,0.32,313100000.0,85600000.0,,144100000.0,1100000.0,147200000.0,228100000.0,0.0,-14800000.0,137900000.0,900000.0,-293700000.0,67800000.0,134300000.0,,316666667.0,4071200000.0,0.0,-127000000.0,,,2214000000.0,,46900000.0,,1123300000.0,0.0,,95000000.0,-221400000.0,-22000000.0,155400000.0,0.0,-180000000.0,-15900000.0,,,1016800000.0,,-225900000.0,1529700000.0,1488600000,2573100000.0,107000000,0.3,,1857200000.0,1267400000.0,,31600000.0,0.0,176700000.0,,1234400000.0,,,,262300000.0,254200000.0,296875000.0,95000000,,2453500000.0,95000000.0,98800000.0,23100000.0,,,,
1998-04-30,531700000.0,57500000.0,2042300000.0,17500000.0,-725100000.0,796400000.0,0.3925,796400000.0,84600000.0,,61700000.0,,161700000.0,247700000.0,-100000.0,363500000.0,174700000.0,29900000.0,-59900000.0,354600000.0,175100000.0,,331267606.0,4839300000.0,0.0,472800000.0,,,2464700000.0,,53600000.0,,1331300000.0,0.0,,117600000.0,176600000.0,-27700000.0,214600000.0,0.0,-245300000.0,-17500000.0,,,1129500000.0,,294700000.0,1786400000.0,1720300000,2767400000.0,161000000,0.355,,2374600000.0,1393000000.0,,28200000.0,0.0,308800000.0,,1397600000.0,,,,393400000.0,322700000.0,299617834.0,117600000,,2941600000.0,117600000.0,109700000.0,-183100000.0,,,,
1998-07-31,724100000.0,30100000.0,2472600000.0,1500000.0,-884800000.0,674500000.0,,674500000.0,59300000.0,,199500000.0,,150800000.0,307300000.0,0.0,271100000.0,282100000.0,404700000.0,-614500000.0,75500000.0,84200000.0,,,5702600000.0,535000000.0,-89400000.0,,,3062000000.0,,55300000.0,,1181000000.0,0.0,,54100000.0,40700000.0,-40000000.0,140000000.0,0.0,-435900000.0,-14700000.0,,,1123100000.0,,-539000000.0,2307300000.0,1389300000,3357400000.0,84700000,,,2640600000.0,1915500000.0,,50000000.0,200000.0,332300000.0,,1153800000.0,,,,391800000.0,235500000.0,,54100000,,3271300000.0,54100000.0,95500000.0,183100000.0,,,,
1998-10-31,745700000.0,51200000.0,2596800000.0,5700000.0,-884800000.0,486100000.0,0.2875,486100000.0,59300000.0,,195900000.0,,200200000.0,316300000.0,-100000.0,38000000.0,311400000.0,100000.0,-201500000.0,-31600000.0,147000000.0,,354814815.0,6069900000.0,100000.0,-174500000.0,,,3224500000.0,,70500000.0,,1918000000.0,660600000.0,,95800000.0,-213600000.0,-22400000.0,216000000.0,0.0,-202700000.0,-17200000.0,,,1173000000.0,,-233100000.0,2568100000.0,1965300000,3481600000.0,145500000,0.27,,2845400000.0,2114000000.0,,59900000.0,0.0,394800000.0,,1619600000.0,,,,454100000.0,345700000.0,333217391.0,95800000,,3386000000.0,95800000.0,129700000.0,100000.0,,,,
1999-03-31,651000000.0,60000000.0,2996000000.0,17000000.0,-940000000.0,458000000.0,0.3275,458000000.0,45000000.0,,373000000.0,,232000000.0,284000000.0,0.0,47000000.0,297000000.0,,-222000000.0,125000000.0,169000000.0,,357377049.0,6263000000.0,0.0,-26000000.0,39000000.0,,3577000000.0,,84000000.0,,1884000000.0,484000000.0,,109000000.0,-74000000.0,-6000000.0,241000000.0,0.0,-189000000.0,-18000000.0,,,1294000000.0,,-97000000.0,2681000000.0,2231000000,3936000000.0,157000000,0.305,,2686000000.0,2257000000.0,,49000000.0,173000000.0,206000000.0,,1842000000.0,,,,424000000.0,389000000.0,332824427.0,109000000,,3461000000.0,109000000.0,148000000.0,0.0,,,,
1999-06-30,677000000.0,62000000.0,3081000000.0,2000000.0,-940000000.0,513000000.0,0.3475,513000000.0,39000000.0,,377000000.0,,230000000.0,279000000.0,0.0,23000000.0,289000000.0,,-216000000.0,220000000.0,178000000.0,,356923077.0,6385000000.0,0.0,55000000.0,47000000.0,,3649000000.0,,87000000.0,97000000.0,1916000000.0,0.0,1441000000.0,116000000.0,,-13000000.0,267000000.0,513000000.0,-182000000.0,-31000000.0,,,1383000000.0,,4000000.0,2744000000.0,2324000000,4021000000.0,180000000,0.325,,2736000000.0,2293000000.0,,49000000.0,0.0,412000000.0,,1914000000.0,,,,451000000.0,410000000.0,333812950.0,116000000,,3539000000.0,116000000.0,143000000.0,0.0,,,,
1999-09-30,721000000.0,44000000.0,3330000000.0,1000000.0,-940000000.0,551000000.0,0.23,551000000.0,103000000.0,,348000000.0,5000000.0,240000000.0,283000000.0,274000000.0,296000000.0,359000000.0,,-347000000.0,68000000.0,124000000.0,,359550562.0,6906000000.0,0.0,38000000.0,22000000.0,,3972000000.0,,90000000.0,118000000.0,1943000000.0,513000000.0,1441000000.0,80000000.0,,-9000000.0,222000000.0,551000000.0,-334000000.0,-20000000.0,,-99000000.0,1436000000.0,,-279000000.0,2850000000.0,2170000000,4270000000.0,132000000,0.2225,,2934000000.0,2291000000.0,,53000000.0,0.0,456000000.0,,1798000000.0,,,,559000000.0,372000000.0,347826087.0,80000000,,3950000000.0,80000000.0,150000000.0,0.0,,,,
1999-12-31,672000000.0,67000000.0,3543000000.0,-98000000.0,-1293000000.0,632000000.0,,632000000.0,233000000.0,,409000000.0,38000000.0,259000000.0,267000000.0,-307000000.0,34000000.0,272000000.0,,-88000000.0,337000000.0,211000000.0,,,7198000000.0,0.0,81000000.0,38000000.0,,4264000000.0,,101000000.0,85000000.0,1391000000.0,551000000.0,277000000.0,94000000.0,,-21000000.0,357000000.0,632000000.0,-282000000.0,-21000000.0,,82000000.0,1531000000.0,,249000000.0,3050000000.0,2634000000,4836000000.0,307000000,,56000000.0,2934000000.0,2271000000.0,,0.0,85000000.0,253000000.0,1584000000.0,2068000000.0,213000000.0,,89000000.0,779000000.0,566000000.0,,144000000,267000000.0,4024000000.0,125000000.0,166000000.0,-211000000.0,,,,
2000-03-31,662000000.0,85000000.0,3436000000.0,5000000.0,-1293000000.0,504000000.0,0.4275,504000000.0,181000000.0,,243000000.0,7000000.0,268000000.0,248000000.0,0.0,-192000000.0,364000000.0,1000000.0,-112000000.0,177000000.0,231000000.0,,372400000.0,7091000000.0,421000000.0,-128000000.0,21000000.0,,4048000000.0,,94000000.0,30000000.0,1571000000.0,632000000.0,1719000000.0,146000000.0,,-12000000.0,334000000.0,504000000.0,-103000000.0,-32000000.0,,-92000000.0,1446000000.0,,65000000.0,2956000000.0,2702000000,4729000000.0,240000000,0.3875,,3043000000.0,2235000000.0,,51000000.0,84000000.0,456000000.0,,2194000000.0,,,,721000000.0,508000000.0,314000000.0,146000000,,3895000000.0,146000000.0,174000000.0,0.0,,,,
2000-06-30,702000000.0,89000000.0,3391000000.0,40000000.0,-1293000000.0,550000000.0,0.5075,550000000.0,179000000.0,,278000000.0,5000000.0,244000000.0,231000000.0,0.0,-63000000.0,342000000.0,3000000.0,-141000000.0,115000000.0,259000000.0,,373600000.0,7069000000.0,418000000.0,46000000.0,140000000.0,,3964000000.0,,92000000.0,-16000000.0,1391000000.0,504000000.0,1719000000.0,165000000.0,,-3000000.0,324000000.0,550000000.0,-4000000.0,-29000000.0,,-130000000.0,1581000000.0,,-26000000.0,2792000000.0,2562000000,4684000000.0,232000000,0.455,,3105000000.0,2087000000.0,,63000000.0,80000000.0,446000000.0,,2086000000.0,,,,705000000.0,476000000.0,314000000.0,170000000,,3995000000.0,170000000.0,152000000.0,0.0,,,,
2000-09-30,687000000.0,103000000.0,3331000000.0,128000000.0,-1293000000.0,586000000.0,0.4775,586000000.0,199000000.0,,304000000.0,1000000.0,251000000.0,224000000.0,-2000000.0,-33000000.0,337000000.0,0.0,-163000000.0,61000000.0,265000000.0,,373600000.0,6991000000.0,395000000.0,36000000.0,198000000.0,0.0,3892000000.0,,92000000.0,-100000000.0,1297000000.0,550000000.0,1720000000.0,155000000.0,,-6000000.0,235000000.0,586000000.0,29000000.0,-30000000.0,,-157000000.0,1707000000.0,,-102000000.0,2661000000.0,2343000000,4624000000.0,143000000,0.4275,,3099000000.0,1996000000.0,,65000000.0,77000000.0,389000000.0,,1949000000.0,,,,665000000.0,394000000.0,314000000.0,162000000,,4049000000.0,162000000.0,159000000.0,0.0,,,,
2000-12-31,767000000.0,71000000.0,3589000000.0,-410000000.0,-1591000000.0,620000000.0,,620000000.0,224000000.0,,384000000.0,32000000.0,264000000.0,295000000.0,-39000000.0,48000000.0,205000000.0,0.0,-237000000.0,302000000.0,217000000.0,,,7408000000.0,0.0,34000000.0,-13000000.0,,4271000000.0,,114000000.0,-41000000.0,1314000000.0,586000000.0,277000000.0,94000000.0,,-7000000.0,516000000.0,620000000.0,-325000000.0,-32000000.0,,43000000.0,1789000000.0,,65000000.0,2850000000.0,2906000000,5180000000.0,607000000,,51000000.0,3137000000.0,2083000000.0,,0.0,84000000.0,268000000.0,1684000000.0,2035000000.0,119000000.0,,86000000.0,767000000.0,871000000.0,,146000000,295000000.0,4202000000.0,120000000.0,170000000.0,-68000000.0,,,,
2001-03-31,752000000.0,90000000.0,3455000000.0,3000000.0,-1591000000.0,750000000.0,0.43,750000000.0,222000000.0,,352000000.0,1000000.0,267000000.0,279000000.0,0.0,-55000000.0,388000000.0,,-102000000.0,287000000.0,237000000.0,,366000000.0,7387000000.0,415000000.0,130000000.0,24000000.0,,4122000000.0,,,-164000000.0,1321000000.0,620000000.0,1720000000.0,135000000.0,,-6000000.0,349000000.0,750000000.0,-84000000.0,-36000000.0,,18000000.0,1911000000.0,,185000000.0,2831000000.0,2863000000,5046000000.0,249000000,0.3925,,3265000000.0,2088000000.0,,68000000.0,80000000.0,441000000.0,1695000000.0,2347000000.0,,,,743000000.0,516000000.0,314000000.0,147000000,,4212000000.0,147000000.0,167000000.0,0.0,,,,
2001-06-30,772000000.0,80000000.0,3523000000.0,48000000.0,-1591000000.0,824000000.0,0.6275,824000000.0,255000000.0,,356000000.0,2000000.0,270000000.0,269000000.0,124000000.0,28000000.0,447000000.0,,-113000000.0,155000000.0,303000000.0,,368000000.0,7741000000.0,405000000.0,74000000.0,39000000.0,,4239000000.0,,,-130000000.0,1369000000.0,750000000.0,1732000000.0,197000000.0,,-15000000.0,358000000.0,824000000.0,-113000000.0,-36000000.0,,-121000000.0,2082000000.0,,42000000.0,2892000000.0,2817000000,5114000000.0,261000000,0.56,,3502000000.0,2130000000.0,,69000000.0,80000000.0,427000000.0,1837000000.0,2286000000.0,,,,762000000.0,531000000.0,314400000.0,209000000,,4440000000.0,209000000.0,177000000.0,-24000000.0,,,,
2001-09-30,701000000.0,51000000.0,3547000000.0,10000000.0,-1591000000.0,797000000.0,0.2625,797000000.0,251000000.0,,410000000.0,,256000000.0,,-21000000.0,-61000000.0,461000000.0,72000000.0,-108000000.0,161000000.0,167000000.0,,348800000.0,7811000000.0,60000000.0,-27000000.0,8000000.0,,4276000000.0,,,-157000000.0,1425000000.0,824000000.0,1945000000.0,93000000.0,,-15000000.0,260000000.0,797000000.0,-123000000.0,-16000000.0,,-71000000.0,2138000000.0,,53000000.0,2948000000.0,2517000000,5138000000.0,161000000,0.255,,3535000000.0,2229000000.0,,0.0,87000000.0,381000000.0,1966000000.0,2100000000.0,334000000.0,,,719000000.0,417000000.0,321200000.0,105000000,268000000.0,4382000000.0,105000000.0,161000000.0,0.0,,,,
2001-12-31,842000000.0,69000000.0,3595000000.0,-495000000.0,-1815000000.0,890000000.0,,890000000.0,276000000.0,,362000000.0,32000000.0,293000000.0,170000000.0,-21000000.0,-134000000.0,49000000.0,15000000.0,-202000000.0,426000000.0,197000000.0,,,7906000000.0,0.0,93000000.0,26000000.0,,4348000000.0,,,-158000000.0,1451000000.0,797000000.0,277000000.0,154000000.0,,-10000000.0,383000000.0,890000000.0,-194000000.0,-49000000.0,,180000000.0,2220000000.0,,224000000.0,2980000000.0,2829000000,5410000000.0,681000000,,62000000.0,3558000000.0,2261000000.0,,0.0,85000000.0,244000000.0,1752000000.0,1855000000.0,158000000.0,,88000000.0,719000000.0,974000000.0,,167000000,259000000.0,4485000000.0,119000000.0,180000000.0,0.0,,,,
2002-03-31,859000000.0,92000000.0,3608000000.0,4000000.0,-1815000000.0,1047000000.0,0.4325,1047000000.0,289000000.0,,309000000.0,1000000.0,279000000.0,,0.0,-85000000.0,380000000.0,17000000.0,-123000000.0,370000000.0,266000000.0,,362400000.0,8231000000.0,81000000.0,157000000.0,9000000.0,,4362000000.0,,,-167000000.0,1618000000.0,890000000.0,1976000000.0,153000000.0,,-12000000.0,362000000.0,1047000000.0,-127000000.0,-39000000.0,,80000000.0,2332000000.0,,247000000.0,3161000000.0,3121000000,5423000000.0,263000000,0.4125,,3869000000.0,2438000000.0,,0.0,88000000.0,346000000.0,1899000000.0,2579000000.0,430000000.0,,,723000000.0,542000000.0,333600000.0,153000000,258000000.0,4611000000.0,153000000.0,180000000.0,0.0,,,,
2002-06-30,900000000.0,98000000.0,3795000000.0,-130000000.0,,1383000000.0,0.41,1383000000.0,292000000.0,,286000000.0,,413000000.0,220000000.0,0.0,58000000.0,480000000.0,146000000.0,-151000000.0,442000000.0,257000000.0,,361111628.0,8885000000.0,63000000.0,336000000.0,7000000.0,,4608000000.0,,,7000000.0,1710000000.0,1047000000.0,2465000000.0,152000000.0,,9000000.0,394000000.0,1383000000.0,-198000000.0,-24000000.0,,139000000.0,2403000000.0,,291000000.0,3299000000.0,3273000000,3795000000.0,291000000,0.4075,,4277000000.0,2532000000.0,,0.0,186000000.0,246000000.0,1925000000.0,2569000000.0,473000000.0,,,767000000.0,704000000.0,361111628.0,159000000,,4937000000.0,159000000.0,192000000.0,-61000000.0,,,,
2002-09-30,935000000.0,60000000.0,3935000000.0,21000000.0,-1815000000.0,1165000000.0,0.3525,1165000000.0,289000000.0,,308000000.0,,280000000.0,217000000.0,0.0,38000000.0,429000000.0,64000000.0,-319000000.0,110000000.0,192000000.0,,362800000.0,9046000000.0,48000000.0,-216000000.0,8000000.0,10000000.0,4696000000.0,,,-80000000.0,1805000000.0,1383000000.0,2464000000.0,126000000.0,,1000000.0,293000000.0,1165000000.0,-335000000.0,-50000000.0,,-216000000.0,2498000000.0,,-209000000.0,3402000000.0,3027000000,5750000000.0,189000000,0.35,,4350000000.0,2647000000.0,,0.0,195000000.0,271000000.0,2168000000.0,2558000000.0,486000000.0,,,755000000.0,469000000.0,361200000.0,132000000,,4945000000.0,132000000.0,187000000.0,-25000000.0,,,,
2002-12-31,918000000.0,67000000.0,4415000000.0,-48000000.0,-2254000000.0,1227000000.0,,1227000000.0,325000000.0,,323000000.0,,359000000.0,290000000.0,-27000000.0,22000000.0,187000000.0,0.0,-305000000.0,538000000.0,234000000.0,,,10142000000.0,0.0,60000000.0,15000000.0,0.0,5773000000.0,,,22000000.0,2040000000.0,1165000000.0,277000000.0,91000000.0,56000000.0,1000000.0,331000000.0,1227000000.0,-519000000.0,-30000000.0,,245000000.0,2570000000.0,92000000.0,233000000.0,4011000000.0,3550000000,6669000000.0,196000000,,62000000.0,4369000000.0,2936000000.0,,0.0,186000000.0,366000000.0,2140000000.0,2995000000.0,199000000.0,,114000000.0,1075000000.0,555000000.0,,167000000,467000000.0,5421000000.0,110000000.0,221000000.0,-98000000.0,,,,
2003-03-31,1001000000.0,99000000.0,4530000000.0,4000000.0,-2254000000.0,1508000000.0,0.4125,1508000000.0,336000000.0,,325000000.0,,346000000.0,476000000.0,66000000.0,19000000.0,743000000.0,2000000.0,-129000000.0,385000000.0,261000000.0,,383200000.0,10806000000.0,42000000.0,281000000.0,6000000.0,,5929000000.0,,118000000.0,165000000.0,2243000000.0,1227000000.0,2767000000.0,158000000.0,-118000000.0,,403000000.0,1508000000.0,-156000000.0,-41000000.0,,55000000.0,2696000000.0,,256000000.0,4296000000.0,3766000000,6784000000.0,285000000,0.4125,,4877000000.0,3187000000.0,,0.0,285000000.0,488000000.0,2275000000.0,3135000000.0,577000000.0,,,1109000000.0,631000000.0,382400000.0,162000000,,5693000000.0,162000000.0,235000000.0,-33000000.0,,,,
2003-06-30,1045000000.0,103000000.0,4835000000.0,3000000.0,-2254000000.0,1484000000.0,0.44,1484000000.0,356000000.0,349000000.0,245000000.0,,548000000.0,489000000.0,-66000000.0,72000000.0,799000000.0,16000000.0,-210000000.0,61000000.0,277000000.0,,384000000.0,11521000000.0,18000000.0,-24000000.0,-2000000.0,,6299000000.0,,120000000.0,437000000.0,2348000000.0,1508000000.0,2770000000.0,168000000.0,120000000.0,,423000000.0,1484000000.0,-244000000.0,-30000000.0,,-529000000.0,2832000000.0,,-149000000.0,4520000000.0,3848000000,7089000000.0,303000000,0.44,,5222000000.0,3191000000.0,,0.0,297000000.0,676000000.0,2589000000.0,2997000000.0,231000000.0,,,1329000000.0,851000000.0,382800000.0,174000000,,6105000000.0,174000000.0,435000000.0,-43000000.0,,,,
2003-09-30,1099000000.0,74000000.0,2984000000.0,-3000000.0,-2254000000.0,1067000000.0,0.1125,1067000000.0,190000000.0,,353000000.0,,369000000.0,489000000.0,0.0,-13000000.0,442000000.0,33000000.0,-160000000.0,-91000000.0,196000000.0,,386000000.0,9151000000.0,3000000.0,-311000000.0,30000000.0,,4077000000.0,,131000000.0,397000000.0,2241000000.0,1484000000.0,1863000000.0,43000000.0,12000000.0,,347000000.0,1067000000.0,-190000000.0,-75000000.0,,-515000000.0,2291000000.0,,-251000000.0,3947000000.0,3566000000,5238000000.0,216000000,0.11,,5074000000.0,3179000000.0,,0.0,331000000.0,247000000.0,2784000000.0,2981000000.0,582000000.0,,,768000000.0,585000000.0,383600000.0,122000000,,4618000000.0,48000000.0,244000000.0,-41000000.0,,,,
2003-12-31,1116000000.0,107000000.0,3300000000.0,-11000000.0,-2628000000.0,1528000000.0,,1528000000.0,230000000.0,,333000000.0,,425000000.0,,-42000000.0,-76000000.0,461000000.0,7000000.0,-302000000.0,861000000.0,245000000.0,,,9816000000.0,19000000.0,461000000.0,,,4445000000.0,,136000000.0,600000000.0,2471000000.0,1067000000.0,1869000000.0,133000000.0,13000000.0,,394000000.0,1528000000.0,-412000000.0,-1000000.0,,907000000.0,2390000000.0,,559000000.0,4260000000.0,4623000000,5928000000.0,258000000,,,5371000000.0,3435000000.0,,0.0,287000000.0,308000000.0,2615000000.0,3940000000.0,612000000.0,,,825000000.0,683000000.0,,138000000,505000000.0,4930000000.0,138000000.0,281000000.0,-43000000.0,,,,
2004-03-31,1186000000.0,121000000.0,3303000000.0,6000000.0,-2628000000.0,1875000000.0,0.4625,1875000000.0,254000000.0,,339000000.0,,428000000.0,570000000.0,0.0,-58000000.0,413000000.0,12000000.0,-148000000.0,601000000.0,329000000.0,,388400000.0,10409000000.0,31000000.0,347000000.0,18000000.0,,4464000000.0,,135000000.0,536000000.0,2795000000.0,1528000000.0,1876000000.0,179000000.0,,,457000000.0,1875000000.0,-164000000.0,-44000000.0,,67000000.0,2530000000.0,,453000000.0,4755000000.0,5103000000,5931000000.0,322000000,0.46,,5945000000.0,3873000000.0,,0.0,311000000.0,278000000.0,2784000000.0,4353000000.0,708000000.0,,,882000000.0,750000000.0,386000000.0,184000000,,5012000000.0,184000000.0,293000000.0,-23000000.0,,,,
2004-06-30,1177000000.0,121000000.0,3366000000.0,3000000.0,-2628000000.0,1958000000.0,0.485,1958000000.0,258000000.0,,366000000.0,,438000000.0,590000000.0,10000000.0,-53000000.0,393000000.0,14000000.0,-172000000.0,362000000.0,314000000.0,,389600000.0,10583000000.0,13000000.0,83000000.0,,,4506000000.0,,140000000.0,548000000.0,2819000000.0,1875000000.0,1887000000.0,188000000.0,,,478000000.0,1958000000.0,-231000000.0,-48000000.0,,-186000000.0,2681000000.0,,190000000.0,4744000000.0,5113000000,5994000000.0,338000000,0.4825,,6077000000.0,3901000000.0,,0.0,319000000.0,229000000.0,2840000000.0,4337000000.0,703000000.0,,,843000000.0,776000000.0,387200000.0,193000000,,5187000000.0,193000000.0,298000000.0,-52000000.0,,,,
2004-09-30,1411000000.0,84000000.0,3740000000.0,1000000.0,-2628000000.0,1601000000.0,0.3875,1601000000.0,256000000.0,,231000000.0,,425000000.0,691000000.0,-10000000.0,-85000000.0,376000000.0,13000000.0,-211000000.0,245000000.0,233000000.0,,389600000.0,11266000000.0,26000000.0,-357000000.0,,,4954000000.0,,150000000.0,602000000.0,3130000000.0,1958000000.0,1610000000.0,132000000.0,,,383000000.0,1601000000.0,-560000000.0,-48000000.0,,-222000000.0,2794000000.0,,34000000.0,5521000000.0,4784000000,6368000000.0,233000000,0.3875,,6312000000.0,4184000000.0,,0.0,320000000.0,724000000.0,3166000000.0,4126000000.0,797000000.0,,,1337000000.0,658000000.0,387200000.0,137000000,,5079000000.0,137000000.0,281000000.0,40000000.0,,,,
2004-12-31,1376000000.0,72000000.0,3967000000.0,-32000000.0,-3374000000.0,1519000000.0,,1519000000.0,288000000.0,,220000000.0,,504000000.0,,-328000000.0,-59000000.0,252000000.0,12000000.0,-328000000.0,198000000.0,252000000.0,,,11609000000.0,0.0,-82000000.0,-2000000.0,0.0,5328000000.0,,173000000.0,806000000.0,3006000000.0,1601000000.0,0.0,195000000.0,,,455000000.0,1519000000.0,-319000000.0,-21000000.0,,246000000.0,2935000000.0,70000000.0,-130000000.0,5465000000.0,5653000000,7341000000.0,269000000,,36000000.0,6281000000.0,4061000000.0,,0.0,137000000.0,768000000.0,3276000000.0,4880000000.0,350000000.0,,139000000.0,1404000000.0,773000000.0,,244000000,747000000.0,5442000000.0,178000000.0,314000000.0,-46000000.0,,,,
2005-03-31,1340000000.0,71000000.0,3885000000.0,3000000.0,-3374000000.0,1462000000.0,0.4225,1462000000.0,294000000.0,,216000000.0,1000000.0,473000000.0,1032000000.0,0.0,-252000000.0,459000000.0,11000000.0,-124000000.0,524000000.0,254000000.0,,409600000.0,11713000000.0,0.0,-57000000.0,15000000.0,,5573000000.0,,168000000.0,721000000.0,3026000000.0,1519000000.0,0.0,171000000.0,-168000000.0,,420000000.0,1462000000.0,-292000000.0,-42000000.0,,162000000.0,3068000000.0,,400000000.0,5470000000.0,5718000000,7259000000.0,252000000,0.42,,6140000000.0,4123000000.0,,5000000.0,307000000.0,746000000.0,3224000000.0,4993000000.0,881000000.0,,,1347000000.0,725000000.0,406800000.0,172000000,,6111000000.0,172000000.0,305000000.0,-47000000.0,,,,
2005-06-30,1290000000.0,98000000.0,4049000000.0,-3000000.0,-3374000000.0,1294000000.0,0.5225,1294000000.0,367000000.0,,274000000.0,2000000.0,465000000.0,913000000.0,0.0,-34000000.0,446000000.0,3000000.0,-205000000.0,129000000.0,323000000.0,,439600000.0,11882000000.0,6000000.0,-168000000.0,,,5603000000.0,,173000000.0,621000000.0,3070000000.0,1462000000.0,0.0,183000000.0,-173000000.0,,501000000.0,1294000000.0,-217000000.0,-42000000.0,,-272000000.0,3251000000.0,,-76000000.0,5538000000.0,5858000000,7423000000.0,328000000,0.2625,,6279000000.0,4203000000.0,,0.0,299000000.0,669000000.0,3583000000.0,5065000000.0,853000000.0,,,1335000000.0,793000000.0,428800000.0,225000000,,6344000000.0,225000000.0,292000000.0,-22000000.0,,,,
