date,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyDilutedAverageShares
2012-12-31,10381000000.0,69000000.0,475000000.0,681000000.0,-407000000.0,436000000.0,-376000000.0,609000000.0,976000000.0,530000000.0,79000000.0,475000000.0,-181000000.0,28000000.0,375000000,2668000000,144000000.0,-257000000.0,2000000.0,-8337000000.0,198000000.0,-55000000.0,330000000.0,826000000.0,4258000000.0,33528000000.0,309000000.0,0.0,3695000000.0,,8441000000.0,11000000.0,0.0,25191000000.0,737000000,,-305000000.0,,149000000.0,4034000000.0,337000000.0,1146000000.0,21479000000.0,32804000000.0,36499000000.0,1111000000.0,11621000000.0,,293000000.0,287000000.0,-379000000.0,1654000000.0,1271000000.0,141000000.0,-33000000.0,475000000.0,-582000000.0,-1366000000.0,408000000.0,64000000.0,2424000000.0,305000000,299000000.0,25737000000.0,2146000000.0,900000000.0,143000000.0,-146000000.0,-1741000000.0,,,,,,,,
2013-03-31,10522000000.0,361000000.0,1471000000.0,134000000.0,-645000000.0,434000000.0,-377000000.0,571000000.0,874000000.0,475000000.0,79000000.0,1471000000.0,-531000000.0,15000000.0,363000000,2650000000,139000000.0,175000000.0,252000000.0,-8553000000.0,320000000.0,996000000.0,835000000.0,1153000000.0,5189000000.0,34011000000.0,352000000.0,,4123000000.0,,8466000000.0,178000000.0,-45000000.0,25458000000.0,785000000,,6000000.0,0.0,304000000.0,1886000000.0,217000000.0,1131000000.0,20744000000.0,33150000000.0,37273000000.0,1113000000.0,10680000000.0,,178000000.0,295000000.0,-141000000.0,45000000.0,2143000000.0,138000000.0,577000000.0,1471000000.0,-162000000.0,764000000.0,270000000.0,120000000.0,2471000000.0,178000000,180000000.0,25933000000.0,2294000000.0,914000000.0,142000000.0,-147000000.0,401000000.0,,,,,,,,
2013-06-30,10803000000.0,-18000000.0,954000000.0,266000000.0,-489000000.0,431000000.0,-219000000.0,650000000.0,959000000.0,1471000000.0,79000000.0,954000000.0,-599000000.0,7000000.0,598000000,2651000000,140000000.0,-384000000.0,-1000000.0,-8557000000.0,-316000000.0,-517000000.0,270000000.0,772000000.0,4725000000.0,33728000000.0,298000000.0,,3661000000.0,,8557000000.0,32000000.0,0.0,25171000000.0,683000000,,-5000000.0,0.0,-329000000.0,1725000000.0,235000000.0,1007000000.0,20668000000.0,33359000000.0,37020000000.0,1042000000.0,10530000000.0,,245000000.0,247000000.0,-189000000.0,1105000000.0,2050000000.0,138000000.0,2000000.0,954000000.0,-465000000.0,926000000.0,357000000.0,-167000000.0,2404000000.0,267000000,246000000.0,25393000000.0,2433000000.0,917000000.0,142000000.0,-155000000.0,328000000.0,,,,,,,,
2013-09-30,10929000000.0,187000000.0,1061000000.0,348000000.0,-310000000.0,428000000.0,-215000000.0,657000000.0,859000000.0,954000000.0,0.0,1061000000.0,-655000000.0,35000000.0,506000000,2551000000,145000000.0,-435000000.0,76000000.0,-8810000000.0,153000000.0,107000000.0,225000000.0,695000000.0,4530000000.0,33573000000.0,432000000.0,,3712000000.0,-16000000.0,8700000000.0,117000000.0,0.0,24763000000.0,855000000,,22000000.0,0.0,-430000000.0,1663000000.0,286000000.0,982000000.0,20617000000.0,33189000000.0,36901000000.0,1045000000.0,10478000000.0,,296000000.0,286000000.0,-184000000.0,1266000000.0,1963000000.0,137000000.0,-18000000.0,1061000000.0,-274000000.0,888000000.0,463000000.0,57000000.0,2545000000.0,323000000,301000000.0,25147000000.0,2586000000.0,949000000.0,155000000.0,-155000000.0,382000000.0,,,,,,,,
2013-12-31,11028000000.0,-13000000.0,904000000.0,185000000.0,-344000000.0,426000000.0,-228000000.0,764000000.0,1088000000.0,1061000000.0,0.0,904000000.0,-787000000.0,5000000.0,417000000,2705000000,155000000.0,-130000000.0,7000000.0,-8947000000.0,181000000.0,-157000000.0,454000000.0,598000000.0,4369000000.0,34407000000.0,348000000.0,,3997000000.0,-1000000.0,8827000000.0,39000000.0,-82000000.0,25460000000.0,779000000,,-10000000.0,0.0,-333000000.0,1912000000.0,376000000.0,1308000000.0,21025000000.0,33247000000.0,37244000000.0,1024000000.0,11253000000.0,,282000000.0,285000000.0,-183000000.0,1242000000.0,1692000000.0,146000000.0,-96000000.0,904000000.0,-788000000.0,793000000.0,287000000.0,70000000.0,2609000000.0,320000000,282000000.0,25394000000.0,2846000000.0,1166000000.0,154000000.0,-154000000.0,376000000.0,,,,,,,,
2014-03-31,11060000000.0,-23000000.0,844000000.0,195000000.0,-1138000000.0,423000000.0,-273000000.0,880000000.0,1062000000.0,904000000.0,0.0,844000000.0,-801000000.0,11000000.0,422000000,2795000000,158000000.0,347000000.0,95000000.0,-9011000000.0,-193000000.0,-60000000.0,904000000.0,757000000.0,3875000000.0,34463000000.0,387000000.0,,4224000000.0,-17000000.0,8912000000.0,127000000.0,-37000000.0,25452000000.0,809000000,,-24000000.0,0.0,103000000.0,1982000000.0,260000000.0,1230000000.0,21720000000.0,33260000000.0,37484000000.0,999000000.0,11700000000.0,,247000000.0,286000000.0,-210000000.0,1278000000.0,1181000000.0,136000000.0,6000000.0,844000000.0,-770000000.0,813000000.0,197000000.0,96000000.0,2689000000.0,266000000,247000000.0,25595000000.0,2999000000.0,1173000000.0,155000000.0,-154000000.0,391000000.0,,,,,,,,
2014-06-30,11214000000.0,9000000.0,789000000.0,155000000.0,-337000000.0,421000000.0,-273000000.0,970000000.0,1032000000.0,844000000.0,0.0,789000000.0,-712000000.0,17000000.0,435000000,2678000000,150000000.0,-430000000.0,10000000.0,-9214000000.0,665000000.0,-55000000.0,130000000.0,598000000.0,3882000000.0,35226000000.0,376000000.0,,4195000000.0,-7000000.0,9019000000.0,93000000.0,0.0,26012000000.0,802000000,,18000000.0,0.0,-582000000.0,1863000000.0,271000000.0,1051000000.0,22374000000.0,34112000000.0,38307000000.0,1000000000.0,12323000000.0,,269000000.0,288000000.0,-306000000.0,1161000000.0,1433000000.0,138000000.0,-39000000.0,789000000.0,-851000000.0,815000000.0,267000000.0,72000000.0,2865000000.0,292000000,270000000.0,26256000000.0,3050000000.0,1226000000.0,149000000.0,-148000000.0,380000000.0,,,,,,,,
2014-09-30,11353000000.0,-40000000.0,667000000.0,148000000.0,-370000000.0,418000000.0,-371000000.0,1067000000.0,1153000000.0,789000000.0,0.0,667000000.0,-807000000.0,15000000.0,515000000,2815000000,144000000.0,-62000000.0,26000000.0,-9420000000.0,100000000.0,-122000000.0,627000000.0,692000000.0,4292000000.0,35829000000.0,447000000.0,,4414000000.0,-249000000.0,9205000000.0,71000000.0,-1000000.0,26409000000.0,883000000,,38000000.0,0.0,-180000000.0,1904000000.0,345000000.0,1055000000.0,22533000000.0,34568000000.0,38982000000.0,951000000.0,12437000000.0,,348000000.0,292000000.0,11000000.0,1219000000.0,1497000000.0,144000000.0,-56000000.0,667000000.0,-845000000.0,911000000.0,472000000.0,68000000.0,2884000000.0,383000000,348000000.0,26825000000.0,3151000000.0,1290000000.0,149000000.0,-149000000.0,396000000.0,,,,,,,,
2014-12-31,11346000000.0,-93000000.0,570000000.0,103000000.0,-189000000.0,415000000.0,-497000000.0,1039000000.0,1353000000.0,667000000.0,0.0,570000000.0,-803000000.0,13000000.0,410000000,2747000000,144000000.0,-166000000.0,15000000.0,-9505000000.0,282000000.0,-97000000.0,500000000.0,704000000.0,5069000000.0,35407000000.0,314000000.0,,4184000000.0,-48000000.0,9339000000.0,9000000.0,0.0,25902000000.0,740000000,,76000000.0,0.0,-303000000.0,1940000000.0,373000000.0,1394000000.0,22563000000.0,35548000000.0,39732000000.0,931000000.0,12167000000.0,,297000000.0,290000000.0,-108000000.0,1274000000.0,2202000000.0,136000000.0,-126000000.0,570000000.0,-876000000.0,807000000.0,396000000.0,33000000.0,3979000000.0,321000000,297000000.0,27632000000.0,3040000000.0,590000000.0,153000000.0,-148000000.0,397000000.0,,,,,,,,
2015-03-31,11524000000.0,11000000.0,377000000.0,94000000.0,-654000000.0,412000000.0,-613000000.0,1072000000.0,1044000000.0,570000000.0,0.0,377000000.0,-780000000.0,17000000.0,654000000,2682000000,144000000.0,-10000000.0,131000000.0,-9665000000.0,-231000000.0,-193000000.0,811000000.0,717000000.0,3770000000.0,35901000000.0,606000000.0,,3656000000.0,-34000000.0,9603000000.0,163000000.0,-65000000.0,26236000000.0,1043000000,,-27000000.0,0.0,31000000.0,1618000000.0,238000000.0,1256000000.0,23500000000.0,35895000000.0,39551000000.0,903000000.0,13012000000.0,,437000000.0,303000000.0,-95000000.0,1309000000.0,1272000000.0,134000000.0,45000000.0,377000000.0,-770000000.0,1064000000.0,255000000.0,79000000.0,3922000000.0,458000000,437000000.0,27270000000.0,3054000000.0,705000000.0,155000000.0,-149000000.0,410000000.0,,,,,,,,
2015-06-30,11703000000.0,-7000000.0,636000000.0,127000000.0,-192000000.0,410000000.0,-596000000.0,1154000000.0,890000000.0,377000000.0,0.0,636000000.0,-686000000.0,14000000.0,399000000,2367000000,144000000.0,-188000000.0,72000000.0,-9830000000.0,281000000.0,259000000.0,408000000.0,653000000.0,4399000000.0,36523000000.0,396000000.0,,3506000000.0,-127000000.0,9724000000.0,98000000.0,-1000000.0,26693000000.0,842000000,,19000000.0,0.0,-278000000.0,1565000000.0,271000000.0,990000000.0,23132000000.0,36500000000.0,40006000000.0,885000000.0,12626000000.0,,295000000.0,307000000.0,-134000000.0,1275000000.0,2011000000.0,139000000.0,-13000000.0,636000000.0,-431000000.0,802000000.0,266000000.0,125000000.0,4074000000.0,320000000,296000000.0,27531000000.0,3051000000.0,691000000.0,150000000.0,-160000000.0,403000000.0,,,,,,,,
2015-09-30,11645000000.0,-32000000.0,697000000.0,210000000.0,-470000000.0,407000000.0,-761000000.0,991000000.0,1091000000.0,636000000.0,0.0,697000000.0,-761000000.0,10000000.0,362000000,2481000000,145000000.0,341000000.0,-24000000.0,-9966000000.0,-21000000.0,61000000.0,870000000.0,768000000.0,5118000000.0,37280000000.0,270000000.0,,3606000000.0,-22000000.0,9799000000.0,15000000.0,-8000000.0,27314000000.0,728000000,,36000000.0,0.0,109000000.0,1693000000.0,356000000.0,1024000000.0,23052000000.0,36960000000.0,40566000000.0,847000000.0,12527000000.0,,248000000.0,315000000.0,-178000000.0,1297000000.0,2265000000.0,143000000.0,-42000000.0,697000000.0,-778000000.0,788000000.0,416000000.0,44000000.0,3905000000.0,282000000,248000000.0,28170000000.0,3091000000.0,741000000.0,152000000.0,-160000000.0,426000000.0,,,,,,,,
2015-12-31,11829000000.0,-9000000.0,403000000.0,146000000.0,-538000000.0,404000000.0,-806000000.0,574000000.0,1275000000.0,697000000.0,0.0,403000000.0,-929000000.0,11000000.0,495000000,2701000000,149000000.0,45000000.0,60000000.0,-10161000000.0,-202000000.0,-294000000.0,816000000.0,641000000.0,4612000000.0,38200000000.0,432000000.0,,2891000000.0,-17000000.0,9994000000.0,65000000.0,0.0,28039000000.0,902000000,,47000000.0,0.0,-113000000.0,1772000000.0,423000000.0,1473000000.0,23959000000.0,38259000000.0,41150000000.0,819000000.0,13134000000.0,,369000000.0,325000000.0,-124000000.0,1356000000.0,1529000000.0,145000000.0,-28000000.0,403000000.0,-906000000.0,929000000.0,298000000.0,76000000.0,3968000000.0,388000000,369000000.0,28571000000.0,3189000000.0,781000000.0,153000000.0,-160000000.0,434000000.0,,,,,,,,
2016-03-31,11966000000.0,-5000000.0,376000000.0,93000000.0,-54000000.0,402000000.0,-821000000.0,529000000.0,1028000000.0,403000000.0,0.0,376000000.0,-971000000.0,15000000.0,565000000,2622000000,148000000.0,-189000000.0,112000000.0,-10108000000.0,364000000.0,-27000000.0,592000000.0,651000000.0,5132000000.0,38541000000.0,455000000.0,,2883000000.0,-30000000.0,10125000000.0,142000000.0,-54000000.0,28433000000.0,926000000,,2000000.0,0.0,-379000000.0,1618000000.0,259000000.0,1100000000.0,23979000000.0,38952000000.0,41835000000.0,849000000.0,12975000000.0,,319000000.0,328000000.0,-94000000.0,1373000000.0,2243000000.0,143000000.0,32000000.0,376000000.0,-989000000.0,1004000000.0,231000000.0,25000000.0,3809000000.0,330000000,319000000.0,29111000000.0,3254000000.0,845000000.0,147000000.0,-161000000.0,439000000.0,,,,,,,,
2016-06-30,11801000000.0,445000000.0,616000000.0,111000000.0,-932000000.0,399000000.0,-852000000.0,543000000.0,1140000000.0,376000000.0,0.0,616000000.0,-1035000000.0,14000000.0,-13000000,2156000000,152000000.0,82000000.0,-154000000.0,-10261000000.0,552000000.0,240000000.0,290000000.0,877000000.0,5680000000.0,39756000000.0,-112000000.0,,3341000000.0,-16000000.0,9952000000.0,-106000000.0,0.0,29495000000.0,344000000,,31000000.0,0.0,-745000000.0,1759000000.0,289000000.0,994000000.0,24632000000.0,39534000000.0,42875000000.0,786000000.0,13178000000.0,,16000000.0,314000000.0,-112000000.0,1709000000.0,2684000000.0,142000000.0,-18000000.0,616000000.0,-604000000.0,397000000.0,270000000.0,36000000.0,3370000000.0,27000000,17000000.0,30312000000.0,3103000000.0,824000000.0,150000000.0,-175000000.0,410000000.0,,,,,,,,
2016-09-30,12366000000.0,325000000.0,518000000.0,282000000.0,-312000000.0,397000000.0,-865000000.0,587000000.0,1173000000.0,616000000.0,0.0,518000000.0,-1081000000.0,11000000.0,457000000,2535000000,153000000.0,126000000.0,212000000.0,-10451000000.0,932000000.0,-98000000.0,809000000.0,833000000.0,6794000000.0,41938000000.0,982000000.0,,2924000000.0,-1166000000.0,10527000000.0,282000000.0,-1000000.0,31487000000.0,1446000000,,17000000.0,0.0,-272000000.0,1642000000.0,298000000.0,1062000000.0,25541000000.0,42602000000.0,45526000000.0,2150000000.0,13522000000.0,,622000000.0,328000000.0,-212000000.0,1663000000.0,3773000000.0,136000000.0,9000000.0,518000000.0,-1839000000.0,893000000.0,302000000.0,653000000.0,2908000000.0,719000000,622000000.0,32335000000.0,3360000000.0,727000000.0,153000000.0,-175000000.0,436000000.0,,,,,,,,
2016-12-31,12971000000.0,9000000.0,349000000.0,648000000.0,-759000000.0,548000000.0,-748000000.0,530000000.0,1476000000.0,518000000.0,0.0,349000000.0,-1127000000.0,11000000.0,590000000,2870000000,152000000.0,-150000000.0,47000000.0,-10693000000.0,665000000.0,-169000000.0,628000000.0,809000000.0,5927000000.0,43624000000.0,505000000.0,,3110000000.0,-370000000.0,10717000000.0,105000000.0,-1000000.0,32931000000.0,979000000,,13000000.0,0.0,-499000000.0,1827000000.0,409000000.0,1554000000.0,26618000000.0,44676000000.0,47786000000.0,2364000000.0,14429000000.0,,379000000.0,342000000.0,-616000000.0,141000000.0,2692000000.0,132000000.0,1596000000.0,349000000.0,-1454000000.0,1043000000.0,258000000.0,40000000.0,3123000000.0,409000000,379000000.0,32545000000.0,3773000000.0,825000000.0,158000000.0,-176000000.0,453000000.0,,,,,,,,
2017-03-31,13284000000.0,-1000000.0,290000000.0,357000000.0,-313000000.0,544000000.0,-696000000.0,467000000.0,969000000.0,349000000.0,0.0,290000000.0,-992000000.0,17000000.0,746000000,3031000000,145000000.0,47000000.0,268000000.0,-10912000000.0,-46000000.0,-59000000.0,1004000000.0,984000000.0,5812000000.0,44404000000.0,755000000.0,,2953000000.0,-5000000.0,10952000000.0,295000000.0,-14000000.0,33492000000.0,1284000000,,-22000000.0,0.0,12000000.0,1815000000.0,239000000.0,1267000000.0,26903000000.0,45331000000.0,48284000000.0,2380000000.0,14409000000.0,,441000000.0,360000000.0,-409000000.0,150000000.0,2893000000.0,169000000.0,-5000000.0,290000000.0,-1026000000.0,1216000000.0,210000000.0,170000000.0,3182000000.0,452000000,441000000.0,32715000000.0,4051000000.0,822000000.0,160000000.0,-176000000.0,470000000.0,,,,,,,,
2017-06-30,13352000000.0,-187000000.0,223000000.0,466000000.0,-693000000.0,541000000.0,-718000000.0,500000000.0,1054000000.0,290000000.0,0.0,223000000.0,-810000000.0,11000000.0,528000000,2533000000,146000000.0,106000000.0,143000000.0,-11143000000.0,90000000.0,-67000000.0,885000000.0,898000000.0,6063000000.0,45704000000.0,415000000.0,,2767000000.0,-178000000.0,11004000000.0,167000000.0,0.0,34561000000.0,942000000,,3000000.0,0.0,75000000.0,1536000000.0,314000000.0,1139000000.0,27708000000.0,46609000000.0,49376000000.0,2379000000.0,15000000000.0,,259000000.0,368000000.0,-511000000.0,196000000.0,3113000000.0,159000000.0,-29000000.0,223000000.0,-1041000000.0,997000000.0,239000000.0,38000000.0,3163000000.0,248000000,260000000.0,33771000000.0,4218000000.0,876000000.0,158000000.0,-193000000.0,469000000.0,,,,,,,,
2017-09-30,13285000000.0,-115000000.0,189000000.0,259000000.0,-823000000.0,537000000.0,-678000000.0,507000000.0,1190000000.0,223000000.0,0.0,189000000.0,-1078000000.0,9000000.0,467000000,2679000000,148000000.0,74000000.0,-109000000.0,-11341000000.0,337000000.0,-34000000.0,821000000.0,1019000000.0,7194000000.0,46725000000.0,15000000.0,,2878000000.0,-248000000.0,10855000000.0,-84000000.0,-1000000.0,35384000000.0,558000000,,39000000.0,0.0,-257000000.0,1720000000.0,334000000.0,1212000000.0,27433000000.0,47251000000.0,50129000000.0,2393000000.0,14803000000.0,,57000000.0,378000000.0,-162000000.0,245000000.0,3921000000.0,165000000.0,-86000000.0,189000000.0,-1193000000.0,959000000.0,296000000.0,-300000000.0,3169000000.0,102000000,57000000.0,34627000000.0,4118000000.0,967000000.0,149000000.0,-193000000.0,492000000.0,,,,,,,,
2017-12-31,12690000000.0,-213000000.0,288000000.0,232000000.0,-971000000.0,596000000.0,-626000000.0,760000000.0,1350000000.0,189000000.0,0.0,288000000.0,-1069000000.0,10000000.0,589000000,2964000000,150000000.0,-103000000.0,858000000.0,-11605000000.0,626000000.0,99000000.0,915000000.0,1111000000.0,6635000000.0,48108000000.0,400000000.0,,3341000000.0,-160000000.0,10147000000.0,898000000.0,0.0,36503000000.0,950000000,,129000000.0,0.0,-154000000.0,1880000000.0,439000000.0,1307000000.0,28679000000.0,47113000000.0,50454000000.0,2397000000.0,16445000000.0,,-501000000.0,384000000.0,-232000000.0,35000000.0,2967000000.0,166000000.0,178000000.0,364000000.0,-1440000000.0,1084000000.0,307000000.0,-43000000.0,3560000000.0,-451000000,-501000000.0,35314000000.0,2795000000.0,899000000.0,162000000.0,-194000000.0,495000000.0,,,,,,,,
2018-03-31,15864000000.0,-57000000.0,239000000.0,210000000.0,-193000000.0,596000000.0,-545000000.0,708000000.0,1205000000.0,364000000.0,1693000000.0,239000000.0,-1035000000.0,1278000000.0,697000000,2962000000,149000000.0,-38000000.0,229000000.0,-11832000000.0,9608000000.0,-57000000.0,966000000.0,1329000000.0,9109000000.0,48857000000.0,667000000.0,,3394000000.0,-9617000000.0,10260000000.0,289000000.0,-19000000.0,37025000000.0,1269000000,,46000000.0,,-69000000.0,1762000000.0,,1681000000.0,33071000000.0,57091000000.0,60485000000.0,2406000000.0,20863000000.0,,347000000.0,386000000.0,-210000000.0,19000000.0,5536000000.0,216000000.0,-85000000.0,307000000.0,-10632000000.0,1200000000.0,285000000.0,153000000.0,12783000000.0,358000000,375000000.0,42180000000.0,2680000000.0,1033000000.0,164000000.0,-194000000.0,503000000.0,,,,,,,,
2018-06-30,15846000000.0,-49000000.0,252000000.0,487000000.0,-1799000000.0,221000000.0,-601000000.0,824000000.0,1064000000.0,364000000.0,1693000000.0,252000000.0,-1834000000.0,2090000000.0,461000000,2564000000,148000000.0,27000000.0,-432000000.0,-11986000000.0,10154000000.0,-37000000.0,1673000000.0,1418000000.0,8602000000.0,46902000000.0,-1109000000.0,,4947000000.0,-9823000000.0,9455000000.0,-583000000.0,-20000000.0,34916000000.0,-123000000,33000000.0,45000000.0,,-161000000.0,1607000000.0,,1123000000.0,32941000000.0,54960000000.0,59907000000.0,2371000000.0,21278000000.0,,-561000000.0,749000000.0,-487000000.0,57000000.0,4816000000.0,237000000.0,42000000.0,327000000.0,-11817000000.0,957000000.0,288000000.0,-1355000000.0,13005000000.0,-530000000,-535000000.0,41543000000.0,2104000000.0,1085000000.0,175000000.0,-445000000.0,496000000.0,,,,,,,,
2018-09-30,16637000000.0,6000000.0,212000000.0,216000000.0,-1089000000.0,229000000.0,-612000000.0,633000000.0,1199000000.0,327000000.0,2259000000.0,212000000.0,-874000000.0,171000000.0,544000000,2940000000,146000000.0,245000000.0,112000000.0,-12236000000.0,-32000000.0,-39000000.0,962000000.0,1564000000.0,8491000000.0,47734000000.0,427000000.0,,5045000000.0,-98000000.0,9485000000.0,167000000.0,0.0,35498000000.0,1039000000,,-4000000.0,,88000000.0,1885000000.0,,1252000000.0,33003000000.0,55560000000.0,60605000000.0,2363000000.0,21335000000.0,,274000000.0,380000000.0,-216000000.0,102000000.0,4361000000.0,232000000.0,-88000000.0,288000000.0,-964000000.0,1055000000.0,345000000.0,92000000.0,13156000000.0,334000000,310000000.0,41494000000.0,2256000000.0,1130000000.0,172000000.0,-254000000.0,511000000.0,,,,,,,,
2018-12-31,17158000000.0,1570000000.0,190000000.0,187000000.0,-543000000.0,272000000.0,-764000000.0,454000000.0,1474000000.0,288000000.0,0.0,190000000.0,-969000000.0,11000000.0,701000000,3221000000,,-67000000.0,107000000.0,-12519000000.0,-1039000000.0,-42000000.0,856000000.0,1159000000.0,7523000000.0,49315000000.0,1061000000.0,,3645000000.0,-455000000.0,10104000000.0,223000000.0,-1000000.0,36796000000.0,1692000000,,176000000.0,,-113000000.0,2009000000.0,,1850000000.0,33867000000.0,56993000000.0,60638000000.0,2373000000.0,21611000000.0,,864000000.0,391000000.0,-187000000.0,131000000.0,3752000000.0,240000000.0,48000000.0,246000000.0,147000000.0,1212000000.0,296000000.0,572000000.0,12963000000.0,964000000,900000000.0,41390000000.0,2595000000.0,1284000000.0,,-268000000.0,511000000.0,,,,,,,,
2019-03-31,17366000000.0,334000000.0,78000000.0,225000000.0,-837000000.0,222000000.0,-817000000.0,410000000.0,989000000.0,246000000.0,2258000000.0,78000000.0,-783000000.0,11000000.0,658000000,2898000000,,-46000000.0,24000000.0,-12407000000.0,-336000000.0,-39000000.0,951000000.0,1952000000.0,8612000000.0,47717000000.0,501000000.0,,3262000000.0,-94000000.0,10337000000.0,42000000.0,-14000000.0,35310000000.0,1144000000,21000000.0,13000000.0,,168000000.0,1727000000.0,,1222000000.0,33536000000.0,58356000000.0,61618000000.0,1602000000.0,19738000000.0,,441000000.0,383000000.0,-225000000.0,174000000.0,4675000000.0,260000000.0,-29000000.0,207000000.0,-610000000.0,1171000000.0,189000000.0,83000000.0,13075000000.0,560000000,477000000.0,42148000000.0,2645000000.0,4612000000.0,,-268000000.0,513000000.0,,,,,,,,
2019-06-30,17460000000.0,897000000.0,168000000.0,497000000.0,-871000000.0,219000000.0,-848000000.0,535000000.0,1018000000.0,246000000.0,2258000000.0,168000000.0,-1651000000.0,20000000.0,429000000,2230000000,,60000000.0,-12000000.0,-12625000000.0,694000000.0,48000000.0,1704000000.0,1582000000.0,8177000000.0,48507000000.0,286000000.0,,2783000000.0,-1391000000.0,10425000000.0,47000000.0,-18000000.0,35882000000.0,1316000000,39000000.0,-4000000.0,,53000000.0,1300000000.0,,901000000.0,35116000000.0,59944000000.0,62727000000.0,1602000000.0,21199000000.0,,354000000.0,772000000.0,-497000000.0,225000000.0,4551000000.0,258000000.0,-68000000.0,294000000.0,-2267000000.0,930000000.0,214000000.0,88000000.0,14056000000.0,357000000,390000000.0,43293000000.0,2649000000.0,4755000000.0,,-555000000.0,501000000.0,,,,,,,,
2019-09-30,18640000000.0,-572000000.0,106000000.0,6000000.0,-792000000.0,216000000.0,-978000000.0,551000000.0,959000000.0,294000000.0,2258000000.0,106000000.0,-156000000.0,726000000.0,758000000,2758000000,,-680000000.0,0.0,-12619000000.0,1168000000.0,242000000.0,-537000000.0,2222000000.0,9498000000.0,48734000000.0,448000000.0,,3666000000.0,28000000.0,10966000000.0,61000000.0,9000000.0,36115000000.0,1129000000,-4000000.0,7000000.0,,-693000000.0,1471000000.0,,976000000.0,34536000000.0,60919000000.0,64585000000.0,1602000000.0,20995000000.0,,813000000.0,19000000.0,-6000000.0,281000000.0,5211000000.0,279000000.0,73000000.0,497000000.0,-562000000.0,1287000000.0,270000000.0,-57000000.0,14651000000.0,653000000,849000000.0,44034000000.0,2382000000.0,4731000000.0,,-18000000.0,529000000.0,,,,,,,,
