date,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable
1995-04-30,,68700000,,62400000.0,-17800000.0,310600000,60300000,739700000.0,33600000.0,182800000.0,285600000.0,530600000.0,,0.0,,697900000.0,,-26900000.0,,4100000.0,1600000.0,526900000.0,234200000.0,127800000.0,,545900000.0,-200000.0,,246800000.0,1700000.0,33700000.0,114100000.0,33700000,454100000.0,92900000.0,,,19300000.0,55500000.0,-27800000.0,5500000.0,,-278400000.0,-100000.0,9900000.0,114400000.0,73000000.0,700000.0,381900000.0,122500000.0,55500000.0,,20900000.0,13000000.0,,21800000.0,8800000.0,252200000.0,587700000.0,,,1285600000.0,-6900000.0,262500000.0,8400000.0,,49400000.0,11800000.0,62500000.0,62500000.0,,221300000.0,,,,,
1995-07-31,,68300000,,43300000.0,-14300000.0,352100000,57200000,740200000.0,32100000.0,214500000.0,283000000.0,544000000.0,,-17200000.0,,687300000.0,0.049067,-28600000.0,,-5700000.0,6400000.0,541900000.0,229400000.0,137600000.0,,543600000.0,-200000.0,,243700000.0,-9400000.0,32200000.0,146200000.0,32200000,457200000.0,92800000.0,0.049067,,23300000.0,55500000.0,-14100000.0,5500000.0,646837500.0,-286600000.0,-100000.0,-20400000.0,120700000.0,78900000.0,700000.0,391300000.0,157300000.0,52400000.0,,15400000.0,-19200000.0,,20200000.0,36800000.0,257400000.0,596500000.0,,646837500.0,1283800000.0,1300000.0,260200000.0,11100000.0,,62500000.0,11800000.0,43300000.0,43300000.0,,190700000.0,,,,,
1995-10-31,,101500000,,39200000.0,-14000000.0,441900000,90000000,802600000.0,53100000.0,260100000.0,309000000.0,557100000.0,,-17300000.0,,797500000.0,0.082133,-71600000.0,,-3000000.0,7000000.0,577700000.0,324900000.0,181800000.0,,597100000.0,0.0,,273300000.0,-23500000.0,53200000.0,158600000.0,53200000,493600000.0,92800000.0,0.082133,,18600000.0,56100000.0,-14000000.0,5200000.0,646837500.0,-294900000.0,100000.0,13000000.0,127500000.0,82000000.0,600000.0,414800000.0,170100000.0,85400000.0,,-3000000.0,-4000000.0,,32200000.0,11000000.0,262200000.0,602200000.0,,646837500.0,1399700000.0,-17000000.0,258000000.0,11500000.0,,43300000.0,11800000.0,39200000.0,39200000.0,,241900000.0,,,,,
1996-01-31,,77500000,,55293000.0,-22900000.0,384500000,65600000,738300000.0,38000000.0,228400000.0,288400000.0,576900000.0,,-18000000.0,,730000000.0,0.058667,50800000.0,,6400000.0,3500000.0,563300000.0,234100000.0,156100000.0,,598900000.0,-8500000.0,,220400000.0,4300000.0,38100000.0,150900000.0,38100000,449900000.0,98100000.0,0.058667,,19100000.0,56000000.0,-14400000.0,5200000.0,646837500.0,-300200000.0,0.0,-71800000.0,131400000.0,71900000.0,700000.0,421500000.0,162800000.0,61100000.0,,110800000.0,16000000.0,,23000000.0,31600000.0,276700000.0,607200000.0,,646837500.0,1337200000.0,96400000.0,258600000.0,11900000.0,,39200000.0,11800000.0,55300000.0,55300000.0,,200800000.0,,,,,
1996-04-30,,72795000,,54000000.0,-19800000.0,365495000,61295000,747000000.0,35900000.0,222995000.0,303000000.0,594000000.0,,-18500000.0,,768000000.0,,-15600000.0,,6300000.0,9100000.0,616000000.0,257000000.0,142500000.0,,634000000.0,-6300000.0,,211000000.0,-11400000.0,36500000.0,150200000.0,36500000,444000000.0,106000000.0,,,24000000.0,56000000.0,-16500000.0,4200000.0,,-313000000.0,0.0,-28800000.0,127000000.0,73000000.0,1000000.0,433000000.0,161700000.0,58000000.0,,47800000.0,-800000.0,,21500000.0,24000000.0,281000000.0,613000000.0,,,1381000000.0,31300000.0,259000000.0,11500000.0,,55293000.0,12000000.0,54000000.0,54000000.0,,223000000.0,,,,,
1996-07-31,,68000000,,23000000.0,-13000000.0,365000000,56000000,723000000.0,32000000.0,224000000.0,305000000.0,571000000.0,,-18000000.0,,739000000.0,0.050133,-17000000.0,,-4000000.0,2000000.0,630000000.0,246000000.0,141000000.0,,631000000.0,-1000000.0,,187000000.0,-7000000.0,32000000.0,156000000.0,32000000,418000000.0,103000000.0,0.050133,,31000000.0,56000000.0,-12000000.0,5000000.0,646875000.0,-287000000.0,0.0,-43000000.0,128000000.0,73000000.0,1000000.0,439000000.0,168000000.0,52000000.0,,25000000.0,-31000000.0,,20000000.0,53000000.0,284000000.0,615000000.0,,646875000.0,1354000000.0,13000000.0,258000000.0,12000000.0,,54000000.0,12000000.0,23000000.0,23000000.0,,196000000.0,,,,,
1996-10-31,,106200000,,30200000.0,-17600000.0,456300000,93400000,785500000.0,55300000.0,268200000.0,313500000.0,620400000.0,,-18100000.0,,852100000.0,0.085333,-81500000.0,,-400000.0,3800000.0,667600000.0,331500000.0,188100000.0,,688600000.0,-3200000.0,,238300000.0,-22200000.0,55400000.0,162000000.0,55400000,472000000.0,101400000.0,0.085333,,28700000.0,56700000.0,-14400000.0,4700000.0,646875000.0,-333000000.0,0.0,34500000.0,132300000.0,76100000.0,600000.0,461700000.0,174800000.0,89300000.0,,-9600000.0,7300000.0,,33900000.0,22500000.0,287400000.0,622000000.0,,646875000.0,1474100000.0,-24000000.0,258500000.0,12800000.0,,23000000.0,11800000.0,30200000.0,30200000.0,,234300000.0,,,,,
1997-01-31,,83300000,,60200000.0,-12900000.0,393200000,70700000,674000000.0,41500000.0,231700000.0,285100000.0,323600000.0,,-18800000.0,,742100000.0,0.064,93100000.0,,,-1500000.0,796500000.0,212200000.0,161500000.0,,692300000.0,-400000.0,,156200000.0,18800000.0,41600000.0,148600000.0,41600000,388900000.0,101800000.0,0.064,,26700000.0,6700000.0,-12500000.0,4000000.0,646875000.0,-33900000.0,-49000000.0,-101000000.0,130900000.0,77900000.0,400000.0,443000000.0,161000000.0,67100000.0,,143900000.0,30000000.0,,25500000.0,96200000.0,289700000.0,624200000.0,,646875000.0,1366300000.0,131400000.0,256600000.0,12600000.0,,30200000.0,11800000.0,60200000.0,60200000.0,,182200000.0,,,,,
1997-04-30,,79800000,,58000000.0,-19500000.0,369300000,67200000,698000000.0,39100000.0,229700000.0,399000000.0,638000000.0,,-18100000.0,,802000000.0,,-33600000.0,,,5700000.0,712000000.0,263000000.0,139600000.0,,730000000.0,-6400000.0,,63000000.0,-13600000.0,39700000.0,149900000.0,39700000,299000000.0,100000000.0,,,30000000.0,7000000.0,-16100000.0,4100000.0,,-346000000.0,49000000.0,-6500000.0,136000000.0,80000000.0,1400000.0,451000000.0,162500000.0,64500000.0,,23700000.0,-2300000.0,,24800000.0,183000000.0,292000000.0,626000000.0,,,1428000000.0,7600000.0,254000000.0,12600000.0,,60200000.0,12000000.0,58000000.0,58000000.0,,209000000.0,,,,,
1997-07-31,,71300000,,42100000.0,-9700000.0,371800000,58700000,661200000.0,34300000.0,230100000.0,359800000.0,326500000.0,,-18700000.0,,762600000.0,0.053333,19400000.0,,,4300000.0,746400000.0,223100000.0,141700000.0,,727500000.0,-500000.0,,63500000.0,-9000000.0,34400000.0,158800000.0,34400000,301400000.0,98000000.0,0.053333,,37000000.0,6700000.0,-9200000.0,3900000.0,646875000.0,-35600000.0,0.0,-72400000.0,139900000.0,83300000.0,700000.0,460400000.0,171400000.0,55500000.0,,66000000.0,-16100000.0,,21100000.0,157700000.0,290900000.0,626100000.0,,646875000.0,1388700000.0,56800000.0,251900000.0,12600000.0,,58200000.0,11800000.0,42100000.0,42100000.0,,195400000.0,,,,,
1997-10-31,,115000000,,50200000.0,-8300000.0,483100000,101700000,749700000.0,60800000.0,291400000.0,466600000.0,636600000.0,,-18800000.0,,921400000.0,0.093867,-79800000.0,,,3000000.0,769800000.0,331800000.0,191700000.0,,787900000.0,-6600000.0,,49800000.0,-47400000.0,60900000.0,176400000.0,60900000,283100000.0,90400000.0,0.093867,,32900000.0,162600000.0,-11600000.0,4000000.0,646875000.0,-355000000.0,0.0,22200000.0,142900000.0,84600000.0,600000.0,506500000.0,189700000.0,98300000.0,,-5800000.0,8100000.0,,37400000.0,34500000.0,281600000.0,616200000.0,,646875000.0,1537600000.0,-17400000.0,250000000.0,13300000.0,,42100000.0,11800000.0,50200000.0,50200000.0,,269500000.0,,,,,
1998-01-31,,88200000,,66100000.0,-10300000.0,418200000,75800000,645500000.0,45500000.0,263700000.0,356500000.0,627600000.0,,-19500000.0,,816800000.0,0.0704,49200000.0,,,3300000.0,758300000.0,222600000.0,154500000.0,,788100000.0,-200000.0,,49800000.0,5700000.0,45600000.0,175500000.0,45600000,289000000.0,93000000.0,0.0704,,27300000.0,104400000.0,-11100000.0,3300000.0,646584375.0,-346000000.0,-6000000.0,-83700000.0,146200000.0,87100000.0,1000000.0,500800000.0,187900000.0,73500000.0,,109900000.0,15900000.0,,27900000.0,50300000.0,281600000.0,616800000.0,,647081250.0,1433600000.0,98800000.0,248100000.0,12400000.0,,50200000.0,11800000.0,66100000.0,66100000.0,,201800000.0,,,,,
1998-04-30,,83500000,,78000000.0,-17700000.0,395900000,70800000,677000000.0,43500000.0,244800000.0,382000000.0,646000000.0,-11000000.0,-19000000.0,,869000000.0,,-9800000.0,,,8400000.0,821000000.0,265000000.0,151100000.0,,817000000.0,-7700000.0,,50000000.0,-1300000.0,44100000.0,161300000.0,44100000,295000000.0,95000000.0,,,24000000.0,114000000.0,-12100000.0,2800000.0,,-365000000.0,0.0,-20100000.0,150000000.0,94000000.0,700000.0,502000000.0,174000000.0,68700000.0,,49900000.0,12100000.0,,24600000.0,35000000.0,281000000.0,625000000.0,,,1494000000.0,37800000.0,250000000.0,12700000.0,,66100000.0,12000000.0,78000000.0,78000000.0,,233000000.0,,,,,
1998-07-31,,74000000,,93200000.0,-13800000.0,390100000,60100000,677500000.0,37100000.0,247100000.0,392900000.0,655100000.0,,-19400000.0,,866100000.0,0.0576,18300000.0,,,-5000000.0,820800000.0,236800000.0,143000000.0,,820100000.0,-4200000.0,,49800000.0,-12000000.0,37200000.0,173100000.0,37200000,284600000.0,90100000.0,0.0576,,22000000.0,104600000.0,-9700000.0,2500000.0,643931250.0,-375000000.0,0.0,-29400000.0,144700000.0,103500000.0,1000000.0,514100000.0,187000000.0,58600000.0,,58100000.0,14900000.0,,21400000.0,72600000.0,280100000.0,631500000.0,,644531250.0,1497600000.0,48400000.0,247900000.0,13900000.0,,78300000.0,11800000.0,93200000.0,93200000.0,,215700000.0,,,,,
1998-10-31,,121600000,,122700000.0,-15600000.0,505100000,107600000,796700000.0,67200000.0,310600000.0,530200000.0,665500000.0,,-19300000.0,,1036300000.0,0.103467,-91200000.0,,,-10500000.0,888200000.0,350900000.0,194500000.0,,874200000.0,-3900000.0,,41600000.0,-23500000.0,67300000.0,189000000.0,67300000,266500000.0,90700000.0,0.103467,,25100000.0,203100000.0,-12500000.0,3200000.0,643725000.0,-384000000.0,-15100000.0,64200000.0,134200000.0,107000000.0,1500000.0,537600000.0,203000000.0,105900000.0,,-19100000.0,29500000.0,,38600000.0,44400000.0,281500000.0,634600000.0,,644390625.0,1670900000.0,-31600000.0,246100000.0,14000000.0,,93200000.0,,122700000.0,122700000.0,,282700000.0,,,,,
1999-01-31,,91600000,,124400000.0,-13000000.0,459300000,78500000,661500000.0,49300000.0,278100000.0,400700000.0,674000000.0,-9300000.0,-20200000.0,,902800000.0,0.0768,69000000.0,,,-10500000.0,897200000.0,231200000.0,181200000.0,,873200000.0,-4600000.0,,41600000.0,13400000.0,49300000.0,186500000.0,49300000,260800000.0,95500000.0,0.0768,,23000000.0,127900000.0,-8600000.0,2500000.0,642750000.0,-394000000.0,0.0,-113000000.0,123700000.0,107600000.0,1700000.0,524200000.0,199600000.0,77700000.0,,127700000.0,1700000.0,,28400000.0,54100000.0,280000000.0,631900000.0,,643846875.0,1534700000.0,119100000.0,244300000.0,13100000.0,,122700000.0,,124400000.0,124400000.0,,218700000.0,,,,,
1999-04-30,,89800000,,171000000.0,-74600000.0,421500000,75800000,818000000.0,48200000.0,264200000.0,517000000.0,742000000.0,-600000.0,-20100000.0,,999000000.0,,-10100000.0,,,1000000.0,945000000.0,274000000.0,157300000.0,,917000000.0,-6300000.0,,53000000.0,14100000.0,48200000.0,174400000.0,48200000,301000000.0,111000000.0,,,29000000.0,244000000.0,-69200000.0,1800000.0,,-394000000.0,0.0,75200000.0,137000000.0,124000000.0,1800000.0,525000000.0,188400000.0,75800000.0,,46300000.0,46900000.0,,27600000.0,31000000.0,348000000.0,736000000.0,,,1735000000.0,-22900000.0,264000000.0,14000000.0,,124400000.0,,171000000.0,171000000.0,,242000000.0,,,,,
1999-07-31,,77600000,,180800000.0,-18200000.0,384500000,62200000,833000000.0,38400000.0,247400000.0,550800000.0,768200000.0,,-20200000.0,,1009100000.0,0.059733,32000000.0,,,-14200000.0,943300000.0,255800000.0,137100000.0,,915500000.0,-6400000.0,,55500000.0,-15900000.0,38400000.0,169800000.0,38400000,282200000.0,110400000.0,0.059733,,34500000.0,219900000.0,-12500000.0,3900000.0,642262500.0,-418000000.0,0.0,-42100000.0,116300000.0,124700000.0,0.0,538000000.0,185200000.0,60500000.0,,69900000.0,9600000.0,,22100000.0,76000000.0,350200000.0,739400000.0,,643125000.0,1748500000.0,57400000.0,264500000.0,15400000.0,,171200000.0,10300000.0,180800000.0,180800000.0,-8500000.0,254900000.0,,,,,
1999-10-31,,131400000,,114800000.0,-93700000.0,567200000,116500000,937100000.0,72900000.0,337400000.0,668300000.0,775500000.0,,-20200000.0,,1174700000.0,0.113067,-91900000.0,72400000.0,,-6100000.0,1016200000.0,405600000.0,229800000.0,,989000000.0,-2700000.0,,46600000.0,-12000000.0,72900000.0,206000000.0,72900000,268800000.0,112000000.0,0.113067,,31900000.0,290800000.0,-17900000.0,4200000.0,642281250.0,-418000000.0,0.0,41800000.0,110200000.0,131400000.0,0.0,550000000.0,220900000.0,114800000.0,,-14100000.0,-66000000.0,,41900000.0,35400000.0,357500000.0,751400000.0,,642965625.0,1926100000.0,-32000000.0,262500000.0,14900000.0,,180800000.0,10300000.0,187200000.0,114800000.0,-7900000.0,342100000.0,,,,,
2000-01-31,,101600000,9900000.0,121300000.0,-10500000.0,495200000,87100000,747300000.0,54800000.0,299100000.0,489500000.0,795800000.0,,-21300000.0,,991500000.0,0.085333,112800000.0,62500000.0,,-13600000.0,1028500000.0,252500000.0,196100000.0,,1000300000.0,-1900000.0,,47300000.0,28400000.0,54800000.0,197500000.0,54800000,257800000.0,113900000.0,0.085333,,33600000.0,160800000.0,-18500000.0,3400000.0,642187500.0,-432000000.0,0.0,-151600000.0,96600000.0,131900000.0,0.0,521600000.0,212000000.0,86300000.0,,168600000.0,6500000.0,,31500000.0,51600000.0,363800000.0,756100000.0,,643040625.0,1747600000.0,150100000.0,260400000.0,14500000.0,,114800000.0,10300000.0,183800000.0,121300000.0,-9000000.0,277100000.0,,,,,
2000-04-30,,99400000,,180000000.0,3400000.0,430200000,82200000,754000000.0,51900000.0,281000000.0,522000000.0,799000000.0,,-21300000.0,,1020000000.0,,-26900000.0,,,-17100000.0,1080000000.0,294000000.0,149200000.0,,1048000000.0,-8000000.0,,41000000.0,7500000.0,51900000.0,181600000.0,51900000,232000000.0,96000000.0,,,32000000.0,226000000.0,-29100000.0,3500000.0,,-423000000.0,0.0,38900000.0,95000000.0,136000000.0,0.0,514000000.0,198800000.0,81400000.0,,16600000.0,58900000.0,,29500000.0,16000000.0,376000000.0,782000000.0,,,1802000000.0,-12500000.0,270000000.0,17200000.0,,121300000.0,10000000.0,180000000.0,180000000.0,-12000000.0,280000000.0,,,,,
2000-07-31,,83800000,,188000000.0,-40100000.0,410400000,67900000,758100000.0,42600000.0,270900000.0,538800000.0,819200000.0,,-21300000.0,,998000000.0,0.066133,40800000.0,,,-13300000.0,1080400000.0,249900000.0,139500000.0,,1048700000.0,-19200000.0,,40200000.0,-20700000.0,42600000.0,187100000.0,42600000,219300000.0,97100000.0,0.066133,,25900000.0,214300000.0,-21000000.0,4000000.0,644153226.0,-434000000.0,0.0,-33400000.0,82000000.0,154900000.0,0.0,534200000.0,203000000.0,67000000.0,,81300000.0,7800000.0,,24400000.0,73500000.0,385200000.0,808800000.0,,644153226.0,1806800000.0,60300000.0,268700000.0,15900000.0,,180200000.0,10300000.0,188000000.0,188000000.0,-13000000.0,251000000.0,,,,,
2000-10-31,,145300000,,98500000.0,-112100000.0,574100000,128800000,874400000.0,80100000.0,356500000.0,672300000.0,443300000.0,,-21200000.0,,1086600000.0,0.1248,-88000000.0,,,-16200000.0,1160500000.0,386400000.0,217600000.0,,1121200000.0,-82900000.0,,40100000.0,-48600000.0,80100000.0,211200000.0,80100000,202100000.0,96200000.0,0.1248,,18200000.0,274600000.0,-29100000.0,4600000.0,641826923.0,-42500000.0,-3100000.0,35900000.0,65800000.0,241000000.0,0.0,583500000.0,227700000.0,125900000.0,,-13300000.0,-89500000.0,,45800000.0,58200000.0,400800000.0,909000000.0,,641826923.0,1995600000.0,-42400000.0,267200000.0,16500000.0,,188000000.0,10300000.0,98500000.0,98500000.0,-17500000.0,339500000.0,,,,,
2001-01-31,,106900000,,78500000.0,-36700000.0,495300000,90800000,719700000.0,56300000.0,306400000.0,524800000.0,836100000.0,0.0,-22500000.0,,920800000.0,0.087467,94800000.0,,,-5500000.0,1171500000.0,243700000.0,188900000.0,,1135700000.0,-12700000.0,,40200000.0,2900000.0,56300000.0,199500000.0,56300000,194900000.0,94400000.0,0.087467,,18000000.0,155500000.0,-24000000.0,4300000.0,643673780.0,-423000000.0,0.0,-141500000.0,60300000.0,256600000.0,0.0,580600000.0,215600000.0,88500000.0,,158200000.0,-20000000.0,,32200000.0,78400000.0,413100000.0,934600000.0,,643673780.0,1855400000.0,134200000.0,264900000.0,16100000.0,,98500000.0,10300000.0,78500000.0,78500000.0,-14300000.0,290900000.0,,,,,
2001-04-30,,155100000,,86000000.0,-23100000.0,444100000,139600000,752000000.0,54100000.0,272200000.0,538000000.0,865000000.0,100000.0,-22000000.0,,994000000.0,,-53600000.0,,,-5000000.0,1226000000.0,303000000.0,171900000.0,,1187000000.0,112800000.0,,40000000.0,3400000.0,54100000.0,181100000.0,54100000,214000000.0,112000000.0,,,28000000.0,204000000.0,-21900000.0,3100000.0,,-441000000.0,0.0,26000000.0,62000000.0,258000000.0,0.0,577000000.0,132600000.0,84700000.0,,4800000.0,7700000.0,,30600000.0,45000000.0,424000000.0,945000000.0,,,1939000000.0,-17100000.0,263000000.0,15500000.0,,78500000.0,10000000.0,86000000.0,86000000.0,-17000000.0,281000000.0,,,,,
2001-07-31,,74600000,,86400000.0,-20900000.0,418000000,61300000,765000000.0,39200000.0,247900000.0,550100000.0,865100000.0,-12700000.0,-22600000.0,,985800000.0,0.0608,-9700000.0,,,-7300000.0,1219700000.0,275500000.0,170100000.0,56900000.0,1170900000.0,-1000000.0,,40200000.0,-19500000.0,39200000.0,186600000.0,39200000,214900000.0,120600000.0,0.0608,,20900000.0,217700000.0,-19900000.0,2600000.0,644736842.0,-441000000.0,0.0,-22000000.0,54100000.0,275100000.0,0.0,603000000.0,186600000.0,59800000.0,,43200000.0,300000.0,,20600000.0,22500000.0,424100000.0,950100000.0,,644736842.0,1935900000.0,23300000.0,250900000.0,13300000.0,,86100000.0,10300000.0,86400000.0,86400000.0,-14700000.0,245000000.0,,,,,
2001-10-31,,137300000,,94100000.0,-19500000.0,575800000,124000000,841500000.0,80100000.0,329700000.0,644800000.0,872200000.0,0.0,-22500000.0,,1129000000.0,0.1248,-69600000.0,,,-10000000.0,1299700000.0,376400000.0,246100000.0,57500000.0,1251200000.0,-1100000.0,,40200000.0,-37500000.0,80100000.0,205700000.0,80100000,196700000.0,112400000.0,0.1248,,18000000.0,269000000.0,-18400000.0,2700000.0,641826923.0,-441000000.0,0.0,28800000.0,44100000.0,285100000.0,0.0,640500000.0,205700000.0,122200000.0,,-1600000.0,7700000.0,,42100000.0,0.0,431200000.0,963700000.0,,641826923.0,2092700000.0,-20000000.0,247400000.0,13300000.0,,86400000.0,10300000.0,94100000.0,94100000.0,-15100000.0,310300000.0,,,,,
2002-01-31,,102100000,,124800000.0,-15700000.0,503900000,88300000,680500000.0,57300000.0,282000000.0,494000000.0,870600000.0,0.0,-23900000.0,,966200000.0,0.0896,125000000.0,,,-11200000.0,1309000000.0,225500000.0,221900000.0,33900000.0,1259500000.0,-3300000.0,,40200000.0,48200000.0,57300000.0,193700000.0,57300000,186500000.0,113400000.0,0.0896,,23600000.0,162000000.0,-12400000.0,1500000.0,639508929.0,-441000000.0,0.0,-130900000.0,32900000.0,296800000.0,0.0,592300000.0,193700000.0,87500000.0,,177300000.0,30700000.0,,30200000.0,23900000.0,429600000.0,973800000.0,,639508929.0,1940000000.0,164900000.0,247400000.0,13800000.0,,94100000.0,10300000.0,124800000.0,124800000.0,-17400000.0,266200000.0,,,,,
2002-04-30,,94000000,,116000000.0,-19900000.0,460300000,79400000,705000000.0,51400000.0,273400000.0,495000000.0,907000000.0,-300000.0,-25000000.0,,1029000000.0,,-13700000.0,,,-14500000.0,1360000000.0,280000000.0,186900000.0,,1311000000.0,400000.0,,40000000.0,13800000.0,51400000.0,194000000.0,51400000,210000000.0,112000000.0,,,24000000.0,167000000.0,-20300000.0,1300000.0,,-470000000.0,0.0,-19900000.0,58000000.0,304000000.0,0.0,578000000.0,194000000.0,78400000.0,,31100000.0,-8700000.0,,27000000.0,32000000.0,437000000.0,987000000.0,,,2016000000.0,10800000.0,246000000.0,14600000.0,,124800000.0,10000000.0,116000000.0,116000000.0,-19000000.0,296000000.0,,,,,
2002-07-31,,69900000,,123800000.0,-16100000.0,424100000,56100000,724100000.0,36100000.0,247400000.0,534200000.0,908900000.0,,-23900000.0,,1034500000.0,0.056533,8600000.0,,,-19600000.0,1348100000.0,257200000.0,176700000.0,,1302500000.0,-1100000.0,,40200000.0,-24100000.0,36100000.0,191300000.0,36100000,189900000.0,113700000.0,0.056533,,51600000.0,174500000.0,-15000000.0,1600000.0,638561321.0,-470000000.0,0.0,-14600000.0,36000000.0,306700000.0,0.0,601900000.0,191300000.0,55100000.0,,38900000.0,8200000.0,2200000.0,19000000.0,88800000.0,438900000.0,992100000.0,,638561321.0,2026600000.0,23900000.0,246500000.0,13800000.0,,115600000.0,10300000.0,123800000.0,123800000.0,-18400000.0,270900000.0,,,,,
2002-10-31,,138400000,,136400000.0,-22300000.0,607100000,124500000,826600000.0,81100000.0,338800000.0,633400000.0,916300000.0,,,,1210800000.0,0.125867,-118600000.0,,,0.0,1429500000.0,404300000.0,268300000.0,,1388100000.0,-1100000.0,,40200000.0,-17400000.0,81100000.0,214300000.0,81100000,193200000.0,117000000.0,0.125867,,50200000.0,259200000.0,-21200000.0,1300000.0,644332627.0,-470000000.0,23900000.0,62300000.0,36000000.0,311100000.0,0.0,619900000.0,214300000.0,123800000.0,,-27400000.0,12600000.0,1600000.0,42700000.0,49200000.0,446300000.0,1003900000.0,,644332627.0,2214700000.0,-48600000.0,246500000.0,13900000.0,,123800000.0,10300000.0,136400000.0,136400000.0,-15800000.0,325000000.0,,,,,
2003-01-31,,120600000,,79600000.0,-94300000.0,549500000,106800000,732400000.0,70000000.0,308500000.0,533900000.0,924000000.0,,,,1040200000.0,0.1088,95600000.0,,,-9300000.0,1448100000.0,308100000.0,241000000.0,,1408800000.0,1800000.0,,40200000.0,30900000.0,70000000.0,207900000.0,70000000,198500000.0,120200000.0,0.1088,,57900000.0,155600000.0,-24300000.0,1300000.0,643382353.0,-470000000.0,-73500000.0,-129000000.0,38100000.0,224200000.0,6200000.0,594600000.0,201700000.0,106000000.0,,166500000.0,-56800000.0,200000.0,36000000.0,86500000.0,454000000.0,1101000000.0,,643382353.0,2141200000.0,142200000.0,422800000.0,13800000.0,,136400000.0,10300000.0,79600000.0,79600000.0,-14000000.0,291800000.0,,,,,
2003-04-30,,104100000,,72000000.0,-93300000.0,479300000,90600000,1424000000.0,57900000.0,287300000.0,548000000.0,988000000.0,,-25500000.0,,1068000000.0,,-28600000.0,,8300000.0,13900000.0,1506000000.0,325000000.0,192000000.0,44000000.0,840000000.0,-600000.0,,629000000.0,12600000.0,57900000.0,197800000.0,57900000,876000000.0,169000000.0,,,30000000.0,207000000.0,-66500000.0,3700000.0,,-482000000.0,-4000000.0,20300000.0,78000000.0,144000000.0,1100000.0,585000000.0,196700000.0,88200000.0,,65000000.0,-8000000.0,3000000.0,30300000.0,0.0,506000000.0,1196000000.0,,,2264000000.0,-1500000.0,546000000.0,13500000.0,,79600000.0,10000000.0,72000000.0,72000000.0,-83000000.0,297000000.0,,,,,
2003-07-31,,65200000,,71900000.0,-15700000.0,460800000,52100000,1446400000.0,31100000.0,272300000.0,574500000.0,991500000.0,,-22700000.0,,1077000000.0,0.0544,400000.0,,,-6000000.0,1491100000.0,304600000.0,188500000.0,48900000.0,834200000.0,-1200000.0,,629000000.0,-28700000.0,31100000.0,205900000.0,31100000,871900000.0,171100000.0,0.0544,,31200000.0,205200000.0,-14500000.0,5400000.0,571691176.0,-482000000.0,0.0,-23000000.0,71800000.0,144000000.0,-14300000.0,613300000.0,220200000.0,47100000.0,,38600000.0,-100000.0,3600000.0,16000000.0,22700000.0,509500000.0,1203600000.0,,571691176.0,2280600000.0,24100000.0,550100000.0,13100000.0,,72000000.0,10300000.0,71900000.0,71900000.0,-79500000.0,297700000.0,,,,,
