date,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments
1995-12-31,,82000000.0,-24800000.0,27300000.0,179800000.0,-8200000.0,-622100000.0,30400000.0,276000000.0,140800000.0,800000.0,,1600000.0,58500000.0,4700000.0,,7900000.0,20800000.0,2075400000.0,600000.0,73600000.0,,2255200000.0,,2876700000.0,,-23200000.0,,28100000.0,,36800000.0,312700000.0,,28100000.0,0.0,10400000.0,844300000,,-1600000.0,84100000,0.0,-27200000.0,47300000,,10000000.0,105800000.0,1835900000.0,1900000.0,621500000.0,,-8700000.0,468300000.0,2697500000.0,,-51400000.0,1400000.0,467900000.0,1040800000.0,-500000.0,,738500000.0,,,,1035600000.0,12900000,12900000.0,21700000.0,113400000.0,,1367600000.0,56000000.0,,,,,
1996-03-31,175384615.0,117300000.0,-31700000.0,25200000.0,169700000.0,24600000.0,-653500000.0,-63300000.0,272900000.0,164400000.0,2700000.0,,80200000.0,53300000.0,-11200000.0,,9800000.0,29700000.0,2078400000.0,700000.0,41900000.0,0.0975,2248100000.0,,2770300000.0,175384615.0,48500000.0,1700000.0,16900000.0,,34200000.0,309200000.0,,16900000.0,28100000.0,10400000.0,1067100000,,,86500000,0.0,-28000000.0,52300000,,17100000.0,105600000.0,1716000000.0,2000000.0,522200000.0,,-8500000.0,468400000.0,2731900000.0,,20100000.0,4000000.0,479300000.0,1054300000.0,-700000.0,,961500000.0,,,,919400000.0,19900000,19900000.0,19100000.0,32600000.0,,1247600000.0,55300000.0,0.0975,,,,
1996-06-30,176585366.0,88000000.0,-35700000.0,23700000.0,161300000.0,-8800000.0,-665600000.0,-82500000.0,274600000.0,165400000.0,1400000.0,,117900000.0,55900000.0,2300000.0,,11300000.0,32200000.0,2084100000.0,4200000.0,62500000.0,0.1025,2245400000.0,,2808200000.0,176585366.0,82200000.0,0.0,19200000.0,,33800000.0,379300000.0,,19200000.0,0.0,10400000.0,1152700000,,,88300000,0.0,-33300000.0,54500000,,18100000.0,110400000.0,1736000000.0,-1700000.0,562800000.0,,-8600000.0,529800000.0,2749700000.0,,62200000.0,2700000.0,491600000.0,1072200000.0,-1400000.0,,1042300000.0,,,,879400000.0,20900000,20900000.0,22100000.0,48700000.0,,1206200000.0,52200000.0,0.1025,,,,
1996-09-30,179130435.0,135300000.0,-22700000.0,22600000.0,188900000.0,-8900000.0,-687600000.0,30100000.0,282900000.0,203400000.0,3400000.0,,8400000.0,51000000.0,-5100000.0,,7700000.0,20800000.0,2081800000.0,200000.0,51500000.0,0.0575,2270700000.0,,2857700000.0,179130435.0,-14300000.0,100000.0,14100000.0,,31900000.0,378200000.0,,14100000.0,0.0,10400000.0,1123500000,,,72000000,0.0,-43500000.0,40100000,,10300000.0,91100000.0,1778700000.0,-12600000.0,587000000.0,,-8500000.0,565000000.0,2769400000.0,,-34800000.0,10800000.0,496200000.0,1079000000.0,-21100000.0,,1032400000.0,,,,878400000.0,13100000,13100000.0,19100000.0,72900000.0,,1213700000.0,52400000.0,0.0575,,,,
1996-12-31,,154300000.0,-38400000.0,23700000.0,167500000.0,-8700000.0,-708400000.0,-12100000.0,285100000.0,212100000.0,500000.0,,69300000.0,59800000.0,5800000.0,,12200000.0,31000000.0,2093900000.0,2100000.0,59600000.0,,2261400000.0,,3149600000.0,,30900000.0,-700000.0,19800000.0,,38500000.0,661300000.0,,19800000.0,0.0,4600000.0,1604300000,,,92600000,0.0,-51400000.0,54100000,,16000000.0,113900000.0,2063100000.0,6800000.0,888200000.0,,-8600000.0,875200000.0,2802300000.0,,2700000.0,2500000.0,506400000.0,1086500000.0,-12400000.0,,1490400000.0,,,,868300000.0,18800000,18800000.0,21300000.0,90200000.0,,1187900000.0,34500000.0,,,,,
1997-03-31,173793103.0,187700000.0,-39900000.0,23000000.0,164500000.0,26600000.0,-733100000.0,2200000.0,282600000.0,200700000.0,2400000.0,,34800000.0,54800000.0,-3800000.0,,8000000.0,23400000.0,2092300000.0,18300000.0,37400000.0,0.0725,2256800000.0,,2864600000.0,173793103.0,-5100000.0,,16100000.0,,34600000.0,418900000.0,,16100000.0,19800000.0,3500000.0,1537100000,,,78500000,0.0,-40700000.0,43900000,,12600000.0,98700000.0,1765600000.0,-3400000.0,607800000.0,-4600000.0,-8500000.0,644000000.0,2825400000.0,,-13100000.0,1300000.0,503800000.0,1099000000.0,-1000000.0,,1438400000.0,,,,804400000.0,15400000,15400000.0,20200000.0,46100000.0,,1121600000.0,34600000.0,0.0725,,,,
1997-06-30,205517241.0,119700000.0,-33600000.0,14200000.0,466000000.0,-26600000.0,-507100000.0,482100000.0,230800000.0,494500000.0,2100000.0,,-76700000.0,23800000.0,7000000.0,,16000000.0,43600000.0,1568800000.0,19200000.0,63300000.0,0.0725,2034800000.0,,2940400000.0,205517241.0,-110300000.0,,3200000.0,,13400000.0,455500000.0,,3200000.0,0.0,,1362600000,,,69200000,0.0,-398500000.0,55800000,,14900000.0,79600000.0,1696300000.0,-1100000.0,905600000.0,-4200000.0,-9000000.0,638500000.0,2075900000.0,,-100800000.0,8500000.0,511500000.0,1244100000.0,-364700000.0,,1283000000.0,,,,786800000.0,27600000,16700000.0,10400000.0,29000000.0,,1057800000.0,40200000.0,0.0725,,,,
1997-09-30,223913043.0,175000000.0,-381900000.0,12200000.0,113500000.0,-214600000.0,-524800000.0,-257200000.0,242800000.0,347300000.0,1500000.0,,296500000.0,39700000.0,18700000.0,,31400000.0,83400000.0,1558300000.0,21300000.0,53700000.0,0.225,1671800000.0,,2418700000.0,228888889.0,-85400000.0,,21900000.0,,22200000.0,432500000.0,,21900000.0,0.0,,1975700000,,,116400000,0.0,-20600000.0,94200000,,51500000.0,133900000.0,1268000000.0,,746900000.0,-1800000.0,-4500000.0,661200000.0,2083100000.0,,164400000.0,11100000.0,39800000.0,1150700000.0,361300000.0,,1841800000.0,,,,323500000.0,52000000,51500000.0,17500000.0,25300000.0,,606800000.0,40500000.0,0.23,,,,
1997-12-31,,122000000.0,333400000.0,6600000.0,111500000.0,-21200000.0,-540000000.0,48400000.0,256900000.0,369400000.0,2500000.0,,-33500000.0,11600000.0,-12000000.0,,6300000.0,18700000.0,1592500000.0,300000.0,61000000.0,,1704000000.0,,2493000000.0,,299900000.0,,9900000.0,,-5000000.0,414300000.0,,9900000.0,0.0,,1596100000,,,17700000,0.0,-26900000.0,22700000,,12400000.0,34300000.0,1334200000.0,,789000000.0,0.0,16600000.0,597300000.0,2132500000.0,,-58800000.0,11400000.0,47600000.0,1158800000.0,-361700000.0,,1561800000.0,,,,430200000.0,12400000,12400000.0,16600000.0,43400000.0,,736900000.0,49800000.0,,,,,
1998-03-31,214545455.0,175000000.0,-33200000.0,6800000.0,137200000.0,0.0,-557400000.0,17300000.0,269300000.0,334300000.0,-100000.0,,47300000.0,80600000.0,-100000.0,,-3400000.0,-9300000.0,1606800000.0,500000.0,50700000.0,-0.0275,1744000000.0,,2431200000.0,214545455.0,14100000.0,,9800000.0,,25600000.0,338800000.0,,9800000.0,9900000.0,,1362400000,,,23200000,0.0,-64800000.0,-2400000,,-5900000.0,78200000.0,1282900000.0,-100000.0,687200000.0,-200000.0,-4500000.0,564500000.0,2164200000.0,,,-7700000.0,37300000.0,1148300000.0,-31600000.0,,1284200000.0,,,,398300000.0,-5900000,-5900000.0,55000000.0,71300000.0,,718400000.0,50800000.0,-0.0275,,,,
1998-06-30,225352113.0,125000000.0,-35700000.0,7200000.0,135800000.0,0.0,-576200000.0,-45100000.0,280800000.0,312100000.0,500000.0,,95400000.0,48000000.0,-3300000.0,,17700000.0,57700000.0,1630200000.0,400000.0,39400000.0,0.175,1766000000.0,,2469700000.0,228571429.0,59700000.0,,6600000.0,,29400000.0,378500000.0,,6600000.0,0.0,,1448100000,,,93700000,0.0,-53500000.0,64300000,,40000000.0,112300000.0,1285500000.0,0.0,703700000.0,-1200000.0,-4500000.0,542900000.0,2206400000.0,,,10700000.0,72700000.0,1184200000.0,-18100000.0,,1335800000.0,,,,410000000.0,40000000,40000000.0,18600000.0,61000000.0,,742600000.0,51800000.0,0.1775,,,,
1998-09-30,215000000.0,107000000.0,-375400000.0,7200000.0,125600000.0,-100000.0,-595000000.0,253000000.0,263600000.0,430900000.0,-400000.0,,125400000.0,49300000.0,1700000.0,,1800000.0,6100000.0,1928400000.0,2600000.0,89200000.0,0.02,2054000000.0,,2803800000.0,215000000.0,-250000000.0,,8200000.0,,32500000.0,386300000.0,,8200000.0,0.0,,1338600000,,,46100000,0.0,-376800000.0,13600000,,4300000.0,62900000.0,1632100000.0,98200000.0,749800000.0,-15000000.0,-4500000.0,582500000.0,2523400000.0,,,5400000.0,72500000.0,1171700000.0,-1400000.0,,1275700000.0,,,,697700000.0,4300000,4300000.0,16800000.0,38100000.0,,1049600000.0,88300000.0,0.02,,,,
1998-12-31,,160000000.0,-56400000.0,11300000.0,126700000.0,200000.0,-612800000.0,176500000.0,210400000.0,316400000.0,600000.0,,-102300000.0,-29700000.0,3000000.0,,-51900000.0,-137600000.0,1959300000.0,3200000.0,54500000.0,,2086000000.0,,2725700000.0,,-158700000.0,,11200000.0,,-8800000.0,283200000.0,,11200000.0,0.0,,1390200000,,,-135700000,0.0,-71200000.0,-126900000,,-85700000.0,-156600000.0,1640400000.0,-104600000.0,639700000.0,-18100000.0,,497700000.0,2572100000.0,,,-40100000.0,-17600000.0,1085300000.0,-14500000.0,,1546800000.0,,,,822300000.0,-85700000,-85700000.0,-20900000.0,28600000.0,,1142700000.0,110000000.0,,,,,
1999-03-31,216000000.0,63000000.0,-38900000.0,12500000.0,146500000.0,0.0,-633700000.0,-77200000.0,262300000.0,299500000.0,-100000.0,,148400000.0,55000000.0,2100000.0,,-1300000.0,-4000000.0,1974800000.0,2600000.0,45600000.0,-0.0125,2121300000.0,,2814400000.0,216000000.0,109500000.0,,13300000.0,,36800000.0,405100000.0,,13300000.0,11200000.0,,1337100000,,,45400000,0.0,-69100000.0,8600000,,-2700000.0,63600000.0,1733800000.0,114000000.0,693100000.0,-600000.0,-4500000.0,513700000.0,2608500000.0,,,-1300000.0,-20300000.0,1080600000.0,-30200000.0,,1273500000.0,,,,846400000.0,-2700000,-2700000.0,18200000.0,83400000.0,,1220100000.0,111400000.0,-0.0125,,,,
1999-06-30,226666667.0,31000000.0,-19400000.0,14500000.0,159000000.0,0.0,-655600000.0,35100000.0,271600000.0,329600000.0,1100000.0,,-500000.0,48800000.0,-7500000.0,,-12100000.0,-34200000.0,1972900000.0,2100000.0,60200000.0,-0.0975,2131900000.0,,2870000000.0,226666667.0,-19900000.0,,5800000.0,,34300000.0,422000000.0,,5800000.0,0.0,,1824500000,,,13600000,0.0,-42100000.0,-20700000,,-22100000.0,28100000.0,1813900000.0,1400000.0,738100000.0,0.0,-4500000.0,513200000.0,2628500000.0,,,-12500000.0,-42400000.0,1056100000.0,-22700000.0,,1796400000.0,,,,916100000.0,-22100000,-22100000.0,14500000.0,100300000.0,,1300700000.0,113000000.0,-0.0975,,,,
1999-09-30,226000000.0,12000000.0,-18400000.0,15100000.0,153100000.0,100000.0,-678600000.0,-91600000.0,261300000.0,418700000.0,2500000.0,,117300000.0,51500000.0,2000000.0,,12200000.0,34800000.0,1983800000.0,1900000.0,79200000.0,0.1,2136900000.0,,2999100000.0,226000000.0,98900000.0,,7800000.0,,35100000.0,610800000.0,,7800000.0,0.0,600000.0,2161900000,,,82500000,7800000.0,-23700000.0,47400000,,22600000.0,98900000.0,1922800000.0,,862200000.0,-100000.0,-4500000.0,702000000.0,2662400000.0,,,5700000.0,-19800000.0,1076300000.0,-5300000.0,,2063000000.0,,,,845800000.0,22600000,22600000.0,16400000.0,83500000.0,,1220800000.0,113700000.0,0.1,,,,
1999-12-31,,,-23900000.0,13400000.0,165900000.0,-200000.0,-702200000.0,-80400000.0,275500000.0,303400000.0,3000000.0,,169900000.0,52200000.0,52300000.0,,7100000.0,23600000.0,1984500000.0,9000000.0,102100000.0,,2150400000.0,,2979300000.0,,146000000.0,,60100000.0,,32800000.0,616900000.0,,60100000.0,7800000.0,600000.0,2637700000,,,66700000,60100000.0,-37300000.0,33900000,,16500000.0,86100000.0,1894500000.0,,828900000.0,-12800000.0,-4400000.0,719000000.0,2686700000.0,,127000000.0,-1300000.0,-3300000.0,1084800000.0,-13400000.0,,2551600000.0,,,,785500000.0,16500000,16500000.0,19400000.0,92900000.0,,1175500000.0,114500000.0,,,,,
2000-03-31,223496000.0,126500000.0,-25229000.0,12760000.0,175659000.0,0.0,-726723000.0,-20789000.0,296628000.0,436197000.0,2647000.0,,11177000.0,52267000.0,-51578000.0,,16200000.0,46939000.0,1985184000.0,5912000.0,96213000.0,0.135,2160843000.0,,3121174000.0,228936000.0,-14052000.0,,8509000.0,,32598000.0,732561000.0,,8509000.0,60087000.0,563000.0,2928617000,,,89650000,8509000.0,-41966000.0,57052000,,30739000.0,109319000.0,2012470000.0,,960331000.0,-8732000.0,-4469000.0,955274000.0,2711907000.0,,-63089000.0,11200000.0,27408000.0,1108704000.0,-16737000.0,,2819298000.0,,,,645155000.0,30739000,30739000.0,19669000.0,112068000.0,,1057196000.0,115413000.0,0.1375,,,,
2000-06-30,224696000.0,185000000.0,-50783000.0,22473000.0,327298000.0,167193000.0,-743363000.0,904782000.0,307457000.0,492310000.0,271000.0,,82530000.0,62406000.0,1870000.0,,48400000.0,136080000.0,2619512000.0,170711000.0,168372000.0,0.3775,2946810000.0,,4212993000.0,232452000.0,31747000.0,,10379000.0,,39281000.0,731872000.0,,10379000.0,8509000.0,623000.0,3372502000,,,197673000,10379000.0,-985442000.0,158392000,,87680000.0,220798000.0,2692483000.0,,1266183000.0,-10441000.0,-4487000.0,1085244000.0,3362875000.0,,-68178000.0,31500000.0,110601000.0,1348010000.0,-44929000.0,,3151704000.0,,,,1173005000.0,87680000,87680000.0,23125000.0,111621000.0,,1607239000.0,126777000.0,0.39,,,,
2000-09-30,244744000.0,93000000.0,-55466000.0,21753000.0,318003000.0,-464000.0,-773650000.0,-205440000.0,342027000.0,495992000.0,-357000.0,,276238000.0,90742000.0,2606000.0,,71100000.0,198456000.0,2644236000.0,3468000.0,179325000.0,0.5025,2962239000.0,,4211187000.0,252968000.0,220772000.0,,12985000.0,,47841000.0,765946000.0,,12985000.0,10379000.0,623000.0,4248831000,,,271751000,12985000.0,-68192000.0,223910000,,127356000.0,314652000.0,2593400000.0,,1248948000.0,-30636000.0,-4869000.0,1038271000.0,3417886000.0,,36517000.0,56500000.0,233088000.0,1445287000.0,-12726000.0,,3934179000.0,,,,1092711000.0,127356000,127356000.0,42901000.0,88388000.0,,1555129000.0,120391000.0,0.52,,,,
2000-12-31,,27000000.0,-63411000.0,19259000.0,345957000.0,-166729000.0,-804437000.0,-131359000.0,406634000.0,539882000.0,-1564000.0,,231357000.0,97189000.0,1611000.0,,53400000.0,146745000.0,2676680000.0,170743000.0,205113000.0,,3022637000.0,,4307704000.0,,167946000.0,,14596000.0,,53336000.0,806879000.0,,14596000.0,12985000.0,623000.0,4121137000,,,224246000,14596000.0,-98387000.0,170910000,,93345000.0,268099000.0,2608149000.0,,1285067000.0,-14483000.0,-4867000.0,1038992000.0,3481117000.0,,98242000.0,3900000.0,321566000.0,1527055000.0,-34976000.0,,3853038000.0,,,,1042417000.0,93345000,93345000.0,43853000.0,144697000.0,,1569157000.0,120106000.0,,,,,
2001-03-31,244260000.0,,-68771000.0,18717000.0,418822000.0,0.0,-836236000.0,-29573000.0,468627000.0,581411000.0,-318000.0,,276833000.0,68169000.0,111143000.0,,78600000.0,214682000.0,2713547000.0,13861000.0,0.0,0.5325,3132369000.0,,4559622000.0,255444000.0,208062000.0,,125739000.0,,55195000.0,867624000.0,42665000.0,125739000.0,14596000.0,623000.0,3769288000,,,292254000,125739000.0,-136117000.0,237059000,,136082000.0,305228000.0,2854908000.0,,1427253000.0,-11360000.0,-4885000.0,1073742000.0,3549783000.0,,29297000.0,52700000.0,452763000.0,1704714000.0,-67346000.0,,3464060000.0,206118000.0,586647000.0,-41529000.0,1042124000.0,136082000,136082000.0,36370000.0,0.0,,1781166000.0,97915000.0,0.5575,,,,
2001-06-30,244532000.0,,-68973000.0,20535000.0,436822000.0,0.0,-869696000.0,-20115000.0,492872000.0,773376000.0,-743000.0,,236639000.0,87316000.0,-83280000.0,,164800000.0,439663000.0,3173370000.0,9236000.0,106942000.0,1.0575,3610192000.0,,5214215000.0,259772000.0,167666000.0,,42459000.0,,60802000.0,793658000.0,29720000.0,42459000.0,125739000.0,623000.0,4499108000,,,525085000,42459000.0,-299804000.0,464283000,,274863000.0,551599000.0,3263845000.0,,1604023000.0,-24238000.0,-4897000.0,1128096000.0,4043066000.0,,-128294000.0,55500000.0,722729000.0,1950370000.0,-155506000.0,,3947509000.0,227496000.0,676894000.0,-64799000.0,1041830000.0,274863000,274863000.0,53834000.0,0.0,,2135749000.0,142716000.0,1.125,,,,
2001-09-30,242900000.0,,-90833000.0,23877000.0,407710000.0,0.0,-905294000.0,-9337000.0,559341000.0,704173000.0,-307000.0,,186350000.0,73216000.0,48698000.0,,59800000.0,160813000.0,3251081000.0,4509000.0,96592000.0,0.395,3658791000.0,,5328715000.0,255512000.0,95517000.0,,91157000.0,,65927000.0,761468000.0,28827000.0,91157000.0,42459000.0,623000.0,3858734000,,,254267000,91157000.0,-128315000.0,188340000,,101013000.0,261556000.0,3287414000.0,,1669924000.0,-8990000.0,-4856000.0,1084281000.0,4156375000.0,,-46173000.0,65700000.0,818886000.0,2041301000.0,-37089000.0,,3597178000.0,226221000.0,780008000.0,69203000.0,1041536000.0,101013000,101013000.0,37619000.0,0.0,,2203133000.0,142926000.0,0.415,,,,
2001-12-31,,505661000.0,-164984000.0,25379000.0,426322000.0,0.0,-937386000.0,2710232000.0,1388123000.0,1453106000.0,-3245000.0,,205692000.0,74254000.0,178280000.0,,28100000.0,79695000.0,7260455000.0,50828000.0,2375458000.0,,10263952000.0,,14377096000.0,,40708000.0,,269437000.0,366702000.0,70430000.0,1374501000.0,18126000.0,269437000.0,91157000.0,1082000.0,2861209000,,,182091000,269437000.0,-2737644000.0,111661000,,51595000.0,185915000.0,10058925000.0,,4113144000.0,-112089000.0,-6060000.0,4730246000.0,8197841000.0,,-7672000.0,96800000.0,864421000.0,4202563000.0,-750711000.0,2210473000.0,2675294000.0,413902000.0,785605000.0,-29407000.0,2517398000.0,51595000,51595000.0,37392000.0,1303637000.0,,5328679000.0,762809000.0,,,,,
2002-03-31,420000000.0,2671200000.0,-193400000.0,54600000.0,523100000.0,0.0,-1018800000.0,191400000.0,1413100000.0,1466000000.0,-4700000.0,,-264800000.0,331100000.0,-36600000.0,,-23100000.0,-61700000.0,7326900000.0,38700000.0,0.0,-0.0925,10483100000.0,,14508900000.0,420000000.0,-458200000.0,,232800000.0,2633100000.0,114300000.0,1509700000.0,68400000.0,232800000.0,269400000.0,1100000.0,5122400000,,,114500000,232800000.0,36800000.0,200000,,-38600000.0,331300000.0,10143600000.0,,4025800000.0,-6700000.0,-2068900000.0,4734100000.0,8345700000.0,,-340600000.0,,815300000.0,4250100000.0,223500000.0,,4791100000.0,207300000.0,1012000000.0,,2574200000.0,-38600000,-38600000.0,216800000.0,1027400000.0,,5409500000.0,760800000.0,-0.0925,,,,
2002-06-30,423200000.0,799500000.0,-355500000.0,72300000.0,629300000.0,-2055300000.0,-1095300000.0,-649200000.0,1525700000.0,1451100000.0,2100000.0,,287500000.0,343900000.0,128100000.0,,7100000.0,18400000.0,7449800000.0,11300000.0,339100000.0,0.025,10904900000.0,,13991900000.0,442400000.0,-68000000.0,,360900000.0,366900000.0,112700000.0,1408000000.0,87500000.0,360900000.0,232800000.0,1100000.0,6552400000,,,212800000,360900000.0,485100000.0,100100000,,11300000.0,444000000.0,9629500000.0,,3087000000.0,-37300000.0,2041300000.0,2855600000.0,8545100000.0,,200100000.0,,816100000.0,4246400000.0,-84300000.0,2458900000.0,6108400000.0,309000000.0,939900000.0,,3857200000.0,11300000,11300000.0,231200000.0,0.0,,6773900000.0,728600000.0,0.0275,,,,
2002-09-30,423600000.0,266000000.0,-117600000.0,77900000.0,572100000.0,100000.0,-1160500000.0,40200000.0,1453400000.0,1466600000.0,6400000.0,,44900000.0,344300000.0,-41300000.0,,17700000.0,47500000.0,7404000000.0,21900000.0,0.0,0.0675,10948800000.0,,13957700000.0,436400000.0,-72700000.0,,319600000.0,2972700000.0,107900000.0,1445500000.0,8700000.0,319600000.0,360900000.0,1100000.0,7191700000,,,238200000,319600000.0,-124800000.0,130300000,,29800000.0,474600000.0,9633800000.0,,3008900000.0,-700000.0,-14200000.0,2332400000.0,8564500000.0,,-109200000.0,10400000.0,835300000.0,4208100000.0,948300000.0,,6717100000.0,332400000.0,1027300000.0,,4425600000.0,29800000,29800000.0,236400000.0,0.0,,7301400000.0,758900000.0,0.07,,,,
2002-12-31,,476700000.0,-144700000.0,80900000.0,595700000.0,-13700000.0,-1228900000.0,5200000.0,1301000000.0,1436100000.0,-2700000.0,,204700000.0,359400000.0,59300000.0,,56500000.0,145500000.0,7412000000.0,30100000.0,410800000.0,,10928800000.0,,14465200000.0,,60000000.0,,378900000.0,2921100000.0,114400000.0,1825000000.0,-1100000.0,378900000.0,319600000.0,1100000.0,8109700000,,,354700000,378900000.0,-148500000.0,240300000,,89000000.0,599700000.0,10040900000.0,,3536400000.0,-800000.0,-500000.0,3006700000.0,8640900000.0,,-11600000.0,36200000.0,913600000.0,4308300000.0,-928800000.0,,7510000000.0,294200000.0,1558200000.0,,4494100000.0,89000000,89000000.0,245000000.0,0.0,,7034200000.0,866600000.0,,,,,
2003-03-31,430800000.0,26300000.0,-127900000.0,75100000.0,683800000.0,-3600000.0,-1261200000.0,13200000.0,1340500000.0,1605300000.0,1800000.0,,167100000.0,363100000.0,362000000.0,,104500000.0,274900000.0,6968800000.0,481000000.0,463000000.0,0.3775,10450600000.0,,14641500000.0,451200000.0,39200000.0,,740900000.0,2798000000.0,117100000.0,2211300000.0,54500000.0,740900000.0,378900000.0,1100000.0,9693100000,,,475200000,740900000.0,185600000.0,358100000,,170400000.0,721200000.0,9841500000.0,-336100000.0,4190900000.0,-4300000.0,-10700000.0,3012000000.0,8230000000.0,,135000000.0,58200000.0,1073300000.0,4800000000.0,-21400000.0,,8971900000.0,311400000.0,1696200000.0,,4134100000.0,170400000,170400000.0,246000000.0,0.0,,6829500000.0,982400000.0,0.395,,,,
2003-06-30,457200000.0,41000000.0,-330600000.0,63200000.0,818000000.0,-200000000.0,-1353400000.0,79700000.0,1362200000.0,1692200000.0,3300000.0,,572600000.0,362800000.0,-43400000.0,,78600000.0,207000000.0,7288400000.0,8000000.0,379200000.0,0.27,10903700000.0,,14467900000.0,474800000.0,242000000.0,,697500000.0,2797300000.0,119700000.0,1826100000.0,136800000.0,697500000.0,740900000.0,1100000.0,8843800000,,,394100000,697500000.0,-391300000.0,274400000,,128400000.0,637200000.0,9471100000.0,233300000.0,3564200000.0,-15400000.0,-11500000.0,2598200000.0,8641800000.0,,64400000.0,49700000.0,1190200000.0,4996800000.0,305400000.0,,8206600000.0,322200000.0,1069300000.0,,4433900000.0,128400000,128400000.0,243100000.0,0.0,,6872900000.0,904300000.0,0.28,,,,
2003-09-30,467600000.0,24300000.0,-113300000.0,63100000.0,896000000.0,0.0,-1436700000.0,-84000000.0,1595200000.0,2092300000.0,9400000.0,,413000000.0,377500000.0,-387900000.0,,110800000.0,301900000.0,7795200000.0,-177200000.0,376000000.0,0.375,11486300000.0,,15248700000.0,510400000.0,299700000.0,,309600000.0,2795100000.0,125200000.0,2136100000.0,133300000.0,309600000.0,697500000.0,181300000.0,9922300000,,,482600000,309600000.0,-717000000.0,357400000,,189800000.0,734900000.0,9683300000.0,114900000.0,3762400000.0,-4500000.0,-12800000.0,2915700000.0,9231900000.0,,-135100000.0,117800000.0,1368500000.0,5565400000.0,-663200000.0,,9187400000.0,379300000.0,1183300000.0,,4341700000.0,191100000,191100000.0,252300000.0,0.0,,6767600000.0,830700000.0,0.405,,,,
2003-12-31,,,-404000000.0,86200000.0,929900000.0,-289300000.0,-1553000000.0,-144400000.0,1604600000.0,1913100000.0,56900000.0,,263700000.0,400100000.0,59600000.0,,71200000.0,202800000.0,8195100000.0,238400000.0,420500000.0,,11846900000.0,,15664200000.0,,-140300000.0,,369200000.0,2721900000.0,148500000.0,2288200000.0,169600000.0,369200000.0,309600000.0,201700000.0,9509400000,,,380600000,369200000.0,-408300000.0,232100000,,128600000.0,632200000.0,9929000000.0,-106700000.0,3817300000.0,-49000000.0,-15600000.0,3064300000.0,9748100000.0,,364900000.0,61500000.0,1482700000.0,5735200000.0,-489100000.0,,8877200000.0,355600000.0,1327700000.0,,4239100000.0,131600000,131600000.0,251600000.0,0.0,,6864700000.0,1015000000.0,,,,,
