date,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue
2011-06-30,,181000000,119000000,476000000,119000000,317000000,121000000,0.0,229000000,35000000.0,872000000,,-3000000,2308000000,627000000,1495000000,,,2952000000,357000000,,,,,2201000000,3151000000,2677000000,0,2800000000,-102000000.0,560000000.0,63000000,-279000000.0,159000000,6762000000,9225000000,119000000,0.0,-112000000.0,-6000000,14000000.0,7383000000,83000000.0,194000000,706000000,11000000.0,-10000000,2063000000,379000000,-1000000.0,2677000000,-278000000,13000000.0,2463000000,,205000000.0,-38000000,551000000,129000000,,3463000000,6425000000,531000000.0,128000000,474000000.0,0.0,3299000000,-1511000000,10000000.0,2245000000,,2859000000,-158000000,437000000,-5138000000,,
2011-09-30,0.33,170000000,140000000,-203000000,140000000,160000000,119000000,0.0,208000000,26000000.0,825000000,,-16000000,2262000000,651000000,1449000000,,,2924000000,313000000,433000000.0,,-78000000.0,182000000.0,2677000000,2900000000,2474000000,4019000000,2734000000,49000000.0,560000000.0,69000000,-254000000.0,-58000000,6307000000,8732000000,140000000,0.0,-128000000.0,-20000000,12000000.0,7479000000,301000000.0,236000000,639000000,0.0,-179000000,1674000000,403000000,14000000.0,2474000000,-149000000,12000000.0,2425000000,0.32,-298000000.0,47000000,549000000,152000000,,3039000000,5998000000,150000000.0,105000000,426000000.0,-34000000.0,3268000000,-1574000000,12000000.0,2190000000,421000000.0,2811000000,-218000000,-214000000,-5289000000,,
2011-12-31,1.32,141000000,563000000,-649000000,563000000,719000000,151000000,0.0,259000000,25000000.0,827000000,468000000.0,6000000,2185000000,656000000,1627000000,,,2925000000,402000000,439000000.0,576000000.0,-76000000.0,191000000.0,2474000000,2232000000,1825000000,4628000000,3771000000,-179000000.0,0.0,58000000,-55000000.0,576000000,5706000000,9171000000,563000000,0.0,-63000000.0,-13000000,,7672000000,74000000.0,608000000,522000000,-4000000.0,-41000000,1461000000,807000000,-562000000.0,1825000000,-694000000,14000000.0,3465000000,1.28,-202000000.0,134000000,1010000000,558000000,,2372000000,5400000000,563000000.0,141000000,407000000.0,-560000000.0,3334000000,-1150000000,-5000000.0,2210000000,427000000.0,3195000000,-143000000,-674000000,-5462000000,,
2012-03-31,2.57,134000000,1146000000,-187000000,1146000000,938000000,140000000,0.0,270000000,163000000.0,841000000,464000000.0,5000000,2809000000,720000000,2478000000,,,2862000000,430000000,463000000.0,541000000.0,-112000000.0,224000000.0,1825000000,2046000000,1638000000,4804000000,3696000000,-853000000.0,0.0,59000000,-73000000.0,802000000,6390000000,10064000000,1146000000,3000000.0,-981000000.0,-9000000,,7799000000,73000000.0,1211000000,808000000,-1000000.0,-436000000,2172000000,1442000000,564000000.0,1638000000,-122000000,12000000.0,3674000000,2.48,691000000.0,-14000000,1641000000,1159000000,0.0,3154000000,6368000000,1143000000.0,142000000,408000000.0,-76000000.0,3236000000,-1121000000,13000000.0,2179000000,446000000.0,4450000000,-136000000,-1003000000,-5620000000,,
2012-06-30,2.46,147000000,1013000000,69000000,1013000000,1445000000,138000000,0.0,269000000,130000000.0,909000000,463000000.0,9000000,2998000000,766000000,2319000000,,,2863000000,427000000,427000000.0,506000000.0,-106000000.0,217000000.0,1638000000,2118000000,1707000000,0,3796000000,159000000.0,0.0,55000000,-72000000.0,1306000000,6609000000,10106000000,1013000000,3000000.0,-1254000000.0,-9000000,,8020000000,68000000.0,1057000000,767000000,-23000000.0,232000000,2286000000,1285000000,-15000000.0,1707000000,-149000000,13000000.0,3497000000,2.37,-34000000.0,-68000000,1484000000,1013000000,0.0,3396000000,6310000000,-1861000000.0,140000000,411000000.0,0.0,3213000000,-1444000000,0.0,2284000000,411000000.0,4482000000,-139000000,-1227000000,-5736000000,,
2012-09-30,1.48,135000000,582000000,187000000,582000000,1132000000,152000000,0.0,268000000,157000000.0,845000000,475000000.0,29000000,2671000000,725000000,1684000000,,,2867000000,437000000,409000000.0,517000000.0,-127000000.0,212000000.0,1707000000,2370000000,1894000000,5124000000,3773000000,648000000.0,3000000.0,55000000,-74000000.0,869000000,5987000000,9522000000,582000000,-72000000.0,-639000000.0,17000000,,8101000000,110000000.0,624000000,234000000,-5000000.0,365000000,1808000000,867000000,-6000000.0,1894000000,-265000000,17000000.0,3483000000,1.42,-373000000.0,110000000,1061000000,600000000,-36000000.0,2753000000,5749000000,17000000.0,150000000,476000000.0,0.0,3234000000,-1658000000,18000000.0,2243000000,394000000.0,3732000000,-263000000,-681000000,-5858000000,,
2012-12-31,1.33,132000000,492000000,-511000000,492000000,844000000,140000000,0.0,277000000,11000000.0,800000000,476000000.0,-4000000,2676000000,668000000,1648000000,,,2815000000,436000000,379000000.0,480000000.0,-250000000.0,218000000.0,1894000000,1872000000,1383000000,5154000000,3725000000,35000000.0,3000000.0,55000000,-94000000.0,680000000,5817000000,8742000000,492000000,0.0,-871000000.0,18000000,,8241000000,78000000.0,556000000,487000000,-6000000.0,112000000,1685000000,574000000,-8000000.0,1383000000,-188000000,19000000.0,2925000000,1.3,-123000000.0,46000000,992000000,499000000,0.0,2643000000,5017000000,19000000.0,139000000,489000000.0,-58000000.0,3174000000,-2261000000,7000000.0,2228000000,369000000.0,3668000000,-164000000,-1168000000,-6013000000,,
2013-03-31,1.16,169000000,416000000,50000000,416000000,683000000,131000000,0.0,294000000,65000000.0,833000000,476000000.0,15000000,2578000000,635000000,1562000000,,,2474000000,482000000,369000000.0,442000000.0,-4000000.0,221000000.0,1383000000,1909000000,1433000000,5239000000,3756000000,86000000.0,4000000.0,53000000,-59000000.0,452000000,5431000000,8743000000,416000000,0.0,-102000000.0,7000000,,8389000000,39000000.0,466000000,471000000,-3000000.0,52000000,1698000000,704000000,-2000000.0,1433000000,-228000000,20000000.0,3312000000,1.13,34000000.0,-33000000,948000000,430000000,0.0,2601000000,4987000000,-4000000.0,168000000,476000000.0,-363000000.0,2830000000,-1947000000,14000000.0,2256000000,358000000.0,3526000000,-231000000,-404000000,-6133000000,,
2013-06-30,0.97,225000000,348000000,275000000,348000000,388000000,121000000,0.0,294000000,26000000.0,854000000,476000000.0,-98000000,2486000000,583000000,1670000000,,,2774000000,490000000,371000000.0,405000000.0,-137000000.0,222000000.0,1433000000,2188000000,1708000000,0,3831000000,-108000000.0,3000000.0,50000000,-124000000.0,260000000,5737000000,9243000000,348000000,1000000.0,-42000000.0,-13000000,,8544000000,107000000.0,449000000,484000000,-56000000.0,-255000000,1690000000,575000000,1000000.0,1708000000,-144000000,20000000.0,3506000000,0.94,-76000000.0,-21000000,939000000,303000000,0.0,2611000000,5412000000,11000000.0,176000000,480000000.0,-803000000.0,3126000000,-1778000000,-45000000.0,2269000000,359000000.0,3425000000,-128000000,31000000,-6275000000,,
2013-09-30,1.2,230000000,427000000,216000000,427000000,682000000,130000000,0.0,294000000,39000000.0,871000000,477000000.0,-1000000,2514000000,610000000,1618000000,,,2772000000,495000000,368000000.0,369000000.0,-135000000.0,228000000.0,1708000000,2413000000,1924000000,5352000000,3720000000,49000000.0,1000000.0,44000000,-87000000.0,521000000,5656000000,9345000000,427000000,-4000000.0,-182000000.0,-6000000,,8624000000,81000000.0,480000000,501000000,-1000000.0,-1000000,1683000000,712000000,-19000000.0,1924000000,-186000000,27000000.0,3689000000,1.16,47000000.0,-17000000,975000000,440000000,0.0,2514000000,5625000000,4000000.0,181000000,489000000.0,,3142000000,-1668000000,13000000.0,2187000000,357000000.0,3489000000,-161000000,-282000000,-6437000000,,
2013-12-31,1.27,202000000,428000000,369000000,428000000,856000000,122000000,0.0,312000000,22000000.0,948000000,477000000.0,30000000,2541000000,613000000,1615000000,,,3572000000,527000000,346000000.0,329000000.0,-142000000.0,229000000.0,1924000000,2339000000,2293000000,5404000000,3601000000,2000000.0,0.0,49000000,0.0,713000000,6395000000,8890000000,428000000,-1000000.0,-1520000000.0,-7000000,,8727000000,515000000.0,460000000,267000000,-14000000.0,213000000,1577000000,720000000,-9000000.0,2293000000,363000000,30000000.0,2495000000,1.24,-93000000.0,-77000000,987000000,442000000,0.0,2457000000,5289000000,4000000.0,190000000,46000000.0,,3938000000,-2902000000,14000000.0,2128000000,336000000.0,3528000000,-143000000,-850000000,-6599000000,,
2014-03-31,1.21,195000000,395000000,-34000000,395000000,443000000,121000000,0.0,297000000,37000000.0,846000000,477000000.0,-5000000,2447000000,605000000,1633000000,,,3514000000,513000000,338000000.0,304000000.0,-140000000.0,211000000.0,2293000000,2306000000,2259000000,5471000000,3508000000,-19000000.0,0.0,52000000,0.0,319000000,6021000000,8659000000,395000000,0.0,-184000000.0,-2000000,,8807000000,0.0,446000000,246000000,-2000000.0,-204000000,1345000000,653000000,-1000000.0,2259000000,-125000000,30000000.0,2638000000,1.17,-228000000.0,102000000,959000000,390000000,0.0,2162000000,5151000000,8000000.0,190000000,47000000.0,-64000000.0,3859000000,-2831000000,-5000000.0,2065000000,327000000.0,3406000000,-124000000,-351000000,-6742000000,,
2014-06-30,0.98,184000000,320000000,375000000,320000000,577000000,127000000,0.0,323000000,9000000.0,985000000,537000000.0,-81000000,2376000000,553000000,1729000000,,,3920000000,511000000,337000000.0,359000000.0,-140000000.0,211000000.0,2259000000,2654000000,2634000000,0,3715000000,-28000000.0,0.0,50000000,-1000000.0,446000000,6660000000,9492000000,320000000,0.0,-26000000.0,-2000000,,8979000000,45000000.0,414000000,279000000,-50000000.0,-9000000,1549000000,545000000,-5000000.0,2634000000,-374000000,31000000.0,2832000000,0.95,84000000.0,-28000000,925000000,284000000,-285000000.0,2398000000,5777000000,-2000000.0,161000000,20000000.0,-661000000.0,4262000000,-2677000000,-36000000.0,2136000000,326000000.0,3301000000,-131000000,172000000,-6843000000,,
2014-09-30,1.17,186000000,381000000,-444000000,381000000,602000000,199000000,0.0,342000000,39000000.0,1071000000,873000000.0,-17000000,2734000000,611000000,1909000000,,,3809000000,589000000,337000000.0,468000000.0,-140000000.0,218000000.0,2634000000,2201000000,2190000000,5580000000,4182000000,-179000000.0,,54000000,-5000000.0,430000000,6819000000,9765000000,381000000,-12000000.0,-183000000.0,-15000000,,9135000000,14000000.0,462000000,273000000,2000000.0,-53000000,1740000000,664000000,-6000000.0,2190000000,-619000000,42000000.0,2946000000,1.13,183000000.0,-49000000,1051000000,392000000,-450000000.0,2596000000,5583000000,-2000000.0,216000000,11000000.0,-124000000.0,4223000000,-2619000000,11000000.0,2156000000,327000000.0,3785000000,-172000000,-420000000,-6979000000,,
2014-12-31,2.84,208000000,933000000,1106000000,933000000,1443000000,186000000,0.0,341000000,10000000.0,1129000000,872000000.0,739000000,2669000000,811000000,1829000000,,,3932000000,591000000,336000000.0,449000000.0,-177000000.0,208000000.0,2190000000,3302000000,3296000000,5621000000,4182000000,80000000.0,,50000000,0.0,1228000000,7099000000,10814000000,933000000,0.0,-18000000.0,-25000000,,9263000000,9000000.0,436000000,245000000,-6000000.0,234000000,1736000000,1384000000,-28000000.0,3296000000,-234000000,31000000.0,3715000000,2.78,26000000.0,-58000000,1027000000,1126000000,0.0,2819000000,6632000000,4000000.0,218000000,6000000.0,-411000000.0,4280000000,-1881000000,193000000.0,2155000000,328000000.0,3696000000,-215000000,-98000000,-7108000000,,
2015-03-31,0.9,243000000,291000000,-692000000,291000000,374000000,185000000,0.0,346000000,42000000.0,1083000000,871000000.0,-6000000,2375000000,630000000,1769000000,,,3457000000,598000000,330000000.0,410000000.0,-176000000.0,203000000.0,3296000000,2610000000,2604000000,5696000000,4205000000,63000000.0,474000000.0,48000000,0.0,215000000,6845000000,10036000000,291000000,0.0,-706000000.0,-33000000,,9403000000,0.0,357000000,244000000,1000000.0,-143000000,1683000000,555000000,-56000000.0,2604000000,-215000000,33000000.0,3191000000,0.88,-60000000.0,46000000,955000000,304000000,0.0,3043000000,5831000000,-11000000.0,219000000,6000000.0,-1000000.0,3802000000,-2472000000,13000000.0,2182000000,323000000.0,3330000000,-159000000,-841000000,-7221000000,,
2015-06-30,0.44,259000000,138000000,-125000000,138000000,228000000,183000000,0.0,324000000,7000000.0,993000000,874000000.0,-13000000,2151000000,547000000,1735000000,,,4155000000,561000000,323000000.0,370000000.0,-171000000.0,212000000.0,2604000000,2485000000,2479000000,0,4277000000,34000000.0,0.0,55000000,0.0,27000000,6827000000,9845000000,138000000,0.0,-180000000.0,-30000000,,9630000000,0.0,215000000,226000000,5000000.0,-180000000,1540000000,416000000,-15000000.0,2479000000,-219000000,31000000.0,3018000000,0.43,-207000000.0,90000000,776000000,149000000,-3000000.0,2343000000,5568000000,0.0,203000000,6000000.0,-490000000.0,4484000000,-2686000000,11000000.0,2278000000,316000000.0,2927000000,-201000000,-136000000,-7352000000,,
2015-09-30,0.11,250000000,34000000,-564000000,34000000,824000000,172000000,0.0,328000000,40000000.0,1098000000,874000000.0,-68000000,2236000000,632000000,1522000000,,,4140000000,544000000,308000000.0,329000000.0,-163000000.0,208000000.0,2479000000,1921000000,1915000000,5803000000,4197000000,213000000.0,,47000000,0.0,615000000,7157000000,9079000000,34000000,-57000000.0,-983000000.0,-30000000,,9746000000,0.0,145000000,221000000,0.0,539000000,1890000000,286000000,0.0,1915000000,-209000000,33000000.0,1922000000,0.11,426000000.0,-105000000,689000000,31000000,0.0,2718000000,4882000000,10000000.0,182000000,6000000.0,-15000000.0,4439000000,-3851000000,-3000000.0,2247000000,302000000.0,2925000000,-209000000,-1178000000,-7499000000,,
2015-12-31,0.55,245000000,165000000,-657000000,165000000,382000000,165000000,0.0,304000000,1000000.0,1046000000,1238000000.0,-19000000,2245000000,605000000,1398000000,,,4140000000,495000000,301000000.0,535000000.0,-188000000.0,209000000.0,1915000000,1264000000,1258000000,5836000000,4865000000,171000000.0,,48000000,0.0,245000000,6975000000,8796000000,165000000,-1000000.0,-78000000.0,-32000000,,9845000000,0.0,246000000,223000000,0.0,-24000000,1759000000,437000000,0.0,1258000000,-771000000,32000000.0,1821000000,0.55,-169000000.0,73000000,741000000,180000000,-634000000.0,2539000000,3931000000,1000000.0,160000000,6000000.0,0.0,4436000000,-3983000000,15000000.0,2230000000,299000000.0,2986000000,-137000000,-266000000,-7615000000,,
2016-03-31,-0.07,260000000,-21000000,-65000000,-21000000,205000000,177000000,0.0,298000000,37000000.0,928000000,1238000000.0,8000000,2071000000,585000000,1250000000,,,4130000000,477000000,298000000.0,492000000.0,-188000000.0,198000000.0,1258000000,1199000000,1193000000,5903000000,4774000000,147000000.0,,47000000,0.0,110000000,6691000000,8374000000,-21000000,-1000000.0,-29000000.0,-28000000,,9808000000,0.0,47000000,223000000,1000000.0,-28000000,1504000000,85000000,10000000.0,1193000000,-85000000,30000000.0,1683000000,-0.07,-288000000.0,117000000,524000000,9000000,0.0,2259000000,3600000000,2000000.0,150000000,6000000.0,-7000000.0,4432000000,-4192000000,30000000.0,2165000000,298000000.0,2595000000,-95000000,-188000000,-7643000000,,
2016-06-30,0.23,258000000,70000000,-68000000,70000000,269000000,164000000,0.0,307000000,1000000.0,868000000,1237000000.0,-79000000,1992000000,548000000,1318000000,,,4130000000,479000000,300000000.0,448000000.0,-188000000.0,200000000.0,1193000000,1131000000,1125000000,0,4719000000,-67000000.0,,51000000,0.0,123000000,6659000000,8252000000,70000000,-1000000.0,0.0,-25000000,,9884000000,1000000.0,183000000,216000000,-3000000.0,-23000000,1517000000,305000000,-1000000.0,1125000000,-146000000,25000000.0,1593000000,0.23,7000000.0,60000000,662000000,54000000,0.0,2249000000,3533000000,-1000000.0,143000000,6000000.0,0.0,4410000000,-4311000000,-16000000.0,2160000000,299000000.0,2654000000,-146000000,-188000000,-7724000000,,
2016-09-30,0.56,216000000,167000000,364000000,167000000,592000000,155000000,0.0,315000000,35000000.0,914000000,1237000000.0,-81000000,1996000000,824000000,1307000000,,,4092000000,498000000,301000000.0,406000000.0,,200000000.0,1125000000,1494000000,1489000000,6004000000,4567000000,12000000.0,,50000000,,452000000,6971000000,8495000000,167000000,-23000000.0,-101000000.0,-24000000,,9898000000,1000000.0,303000000,213000000,1000000.0,191000000,1568000000,423000000,0.0,1489000000,-139000000,40000000.0,1524000000,0.55,101000000.0,-46000000,801000000,173000000,,2608000000,3928000000,-7000000.0,155000000,5000000.0,,4363000000,-4456000000,6000000.0,2093000000,299000000.0,2797000000,-140000000,-89000000,-7805000000,,
2016-12-31,1.0,194000000,297000000,224000000,297000000,655000000,143000000,0.0,305000000,12000000.0,1008000000,1237000000.0,-44000000,2003000000,796000000,1211000000,,,4093000000,488000000,298000000.0,364000000.0,,191000000.0,1489000000,1716000000,1716000000,6049000000,4421000000,98000000.0,,50000000,,559000000,7038000000,8561000000,297000000,-1000000.0,-147000000.0,-33000000,,9799000000,5000000.0,403000000,205000000,2000000.0,98000000,1631000000,551000000,-4000000.0,1720000000,-95000000,33000000.0,1523000000,1.0,69000000.0,-94000000,891000000,310000000,,2681000000,4140000000,25000000.0,155000000,0.0,,4357000000,-4493000000,13000000.0,2012000000,296000000.0,2894000000,-96000000,-324000000,-7787000000,,
2017-03-31,0.66,203000000,194000000,1311000000,194000000,426000000,142000000,0.0,324000000,36000000.0,1038000000,1237000000.0,-47000000,1858000000,795000000,1156000000,,,5073000000,502000000,300000000.0,323000000.0,-186000000.0,182000000.0,1720000000,3026000000,3026000000,6122000000,4279000000,55000000.0,158000000.0,60000000,,332000000,8131000000,9739000000,194000000,-1000000.0,0.0,-27000000,,9709000000,0.0,314000000,240000000,9000000.0,-21000000,1591000000,454000000,-9000000.0,3031000000,-103000000,37000000.0,1608000000,0.65,-46000000.0,-30000000,816000000,212000000,0.0,2789000000,5460000000,-1000000.0,150000000,0.0,-97000000.0,5342000000,-4487000000,18000000.0,1911000000,296000000.0,2674000000,-94000000,984000000,-7798000000,,
2017-06-30,0.39,224000000,114000000,-488000000,114000000,243000000,122000000,0.0,288000000,3000000.0,982000000,1238000000.0,-33000000,1740000000,763000000,1199000000,,,5021000000,456000000,297000000.0,281000000.0,-187000000.0,176000000.0,3031000000,2539000000,2539000000,0,4227000000,-43000000.0,,62000000,,139000000,7904000000,9268000000,114000000,-2000000.0,-212000000.0,-17000000,,9633000000,0.0,210000000,321000000,-9000000.0,-82000000,1626000000,358000000,19000000.0,2543000000,-122000000,27000000.0,1364000000,0.38,-3000000.0,56000000,666000000,120000000,0.0,2626000000,5041000000,3000000.0,149000000,0.0,-219000000.0,5278000000,-4771000000,6000000.0,1875000000,294000000.0,2406000000,-104000000,-617000000,-7758000000,,
2017-09-30,0.62,214000000,181000000,-254000000,181000000,237000000,120000000,0.0,263000000,29000000.0,1014000000,1237000000.0,-64000000,1896000000,769000000,1209000000,,,5002000000,430000000,292000000.0,255000000.0,-184000000.0,161000000.0,2543000000,2285000000,2285000000,6213000000,4132000000,-10000000.0,,61000000,,113000000,7714000000,8956000000,181000000,-20000000.0,-166000000.0,-13000000,,9529000000,0.0,306000000,316000000,-3000000.0,-135000000,1539000000,410000000,-8000000.0,2289000000,-132000000,32000000.0,1242000000,0.62,-30000000.0,-32000000,736000000,188000000,,2458000000,4824000000,1000000.0,145000000,,-22000000.0,5256000000,-4958000000,7000000.0,1817000000,290000000.0,2632000000,-124000000,-363000000,-7712000000,,
2017-12-31,0.55,216000000,159000000,271000000,159000000,850000000,123000000,0.0,250000000,6000000.0,1014000000,1238000000.0,-40000000,2037000000,571000000,1055000000,,,4316000000,411000000,291000000.0,222000000.0,-182000000.0,157000000.0,2289000000,2556000000,2556000000,6246000000,3840000000,155000000.0,560000000.0,61000000,,773000000,7689000000,8750000000,159000000,-1000000.0,-195000000.0,-11000000,,9422000000,0.0,466000000,285000000,207000000.0,298000000,1620000000,589000000,-3000000.0,2560000000,-78000000,27000000.0,1061000000,0.55,89000000.0,0,877000000,371000000,,3113000000,4910000000,2000000.0,142000000,,-130000000.0,4576000000,-5174000000,212000000.0,1762000000,288000000.0,2914000000,-77000000,-502000000,-7660000000,,
2018-03-31,1.33,205000000,381000000,370000000,381000000,558000000,139000000,,254000000,75000000.0,1002000000,1238000000.0,-9000000,1956000000,719000000,1076000000,,,4319000000,395000000,291000000.0,204000000.0,-179000000.0,143000000.0,2560000000,2926000000,2926000000,6347000000,3765000000,-21000000.0,503000000.0,60000000,,489000000,7648000000,9012000000,381000000,-1000000.0,0.0,-8000000,,9436000000,0.0,452000000,243000000,5000000.0,-3000000,1645000000,459000000,40000000.0,2930000000,-29000000,26000000.0,1364000000,1.31,15000000.0,12000000,847000000,393000000,,3055000000,5247000000,6000000.0,135000000,,-57000000.0,4593000000,-4975000000,12000000.0,1720000000,286000000.0,2803000000,-69000000,-162000000,-7716000000,,
2018-06-30,1.61,191000000,461000000,-1073000000,461000000,468000000,100000000,,259000000,3000000.0,1053000000,1237000000.0,6000000,1931000000,710000000,1184000000,,1275000000.0,4320000000,405000000,293000000.0,188000000.0,-181000000.0,137000000.0,2930000000,1853000000,1853000000,0,5100000000,-108000000.0,499000000.0,54000000,,372000000,7745000000,9410000000,461000000,-1000000.0,0.0,-16000000,,9525000000,0.0,499000000,220000000,-16000000.0,-121000000,1728000000,657000000,26000000.0,1857000000,-1349000000,27000000.0,1665000000,1.57,-9000000.0,-51000000,904000000,466000000,,3190000000,4310000000,-20000000.0,140000000,,-5000000.0,4555000000,-4696000000,5000000.0,1792000000,287000000.0,2835000000,-96000000,-184000000,-7733000000,,
2018-09-30,1.57,185000000,450000000,88000000,450000000,587000000,102000000,,266000000,32000000.0,1116000000,1237000000.0,-24000000,2078000000,546000000,1202000000,,1259000000.0,4322000000,387000000,292000000.0,169000000.0,-181000000.0,134000000.0,1857000000,1942000000,1942000000,6427000000,5055000000,-9000000.0,499000000.0,58000000,-5000000.0,410000000,7732000000,9578000000,450000000,-27000000.0,-150000000.0,-12000000,,9586000000,,526000000,263000000,2000000.0,1000000,1776000000,660000000,6000000.0,1945000000,-176000000,18000000.0,1846000000,1.54,119000000.0,-66000000,913000000,468000000,,3175000000,4523000000,-18000000.0,115000000,,0.0,4557000000,-4569000000,18000000.0,1789000000,287000000.0,2991000000,-177000000,-326000000,-7797000000,,
2018-12-31,1.35,188000000,384000000,-585000000,384000000,288000000,108000000,,246000000,3000000.0,1097000000,1237000000.0,9000000,1921000000,516000000,1058000000,,1300000000.0,4324000000,371000000,287000000.0,149000000.0,-180000000.0,138000000.0,1945000000,1357000000,1357000000,6457000000,5113000000,144000000.0,,56000000,-3000000.0,161000000,6855000000,8789000000,384000000,-3000000.0,-136000000.0,-21000000,,9689000000,,423000000,164000000,-1000000.0,-234000000,1442000000,592000000,0.0,1360000000,-54000000,27000000.0,1934000000,1.34,-359000000.0,19000000,794000000,398000000,,2300000000,3676000000,-26000000.0,120000000,,-499000000.0,4555000000,-4502000000,14000000.0,1823000000,285000000.0,2715000000,-127000000,-815000000,-7866000000,,
2019-03-31,0.69,187000000,195000000,31000000,195000000,438000000,122000000,,238000000,33000000.0,1001000000,1237000000.0,2000000,1712000000,691000000,897000000,,1318000000.0,4522000000,354000000,284000000.0,129000000.0,-178000000.0,135000000.0,1360000000,1388000000,1388000000,6518000000,5109000000,161000000.0,,55000000,-6000000.0,291000000,6907000000,8596000000,195000000,0.0,-327000000.0,-21000000,,9736000000,0.0,247000000,201000000,14000000.0,91000000,1310000000,405000000,21000000.0,1391000000,-129000000,28000000.0,1689000000,0.69,-126000000.0,96000000,601000000,215000000,,2146000000,3487000000,-24000000.0,110000000,,0.0,4761000000,-4808000000,20000000.0,1822000000,281000000.0,2313000000,-147000000,-276000000,-7914000000,,
2019-06-30,3.57,191000000,983000000,860000000,983000000,448000000,130000000,,241000000,1000000.0,970000000,1237000000.0,60000000,1747000000,643000000,989000000,,0.0,4253000000,355000000,278000000.0,111000000.0,-174000000.0,134000000.0,1391000000,2220000000,2220000000,0,4522000000,-92000000.0,,55000000,-4000000.0,297000000,6723000000,8885000000,983000000,-1000000.0,-350000000.0,-34000000,,9835000000,1246000000.0,269000000,184000000,-705000000.0,35000000,1420000000,352000000,117000000.0,2251000000,1205000000,26000000.0,2162000000,3.54,98000000.0,31000000,624000000,291000000,,2232000000,4363000000,-29000000.0,108000000,2000000.0,-320000000.0,4491000000,-4349000000,-692000000.0,1869000000,275000000.0,2371000000,-151000000,-795000000,-7966000000,,
2019-09-30,0.75,244000000,200000000,-465000000,200000000,456000000,178000000,,255000000,39000000.0,1041000000,1237000000.0,-48000000,1907000000,485000000,1065000000,,10000000.0,4140000000,381000000,270000000.0,97000000.0,-170000000.0,92000000.0,2251000000,1786000000,1784000000,6610000000,4707000000,-77000000.0,,55000000,-4000000.0,309000000,6968000000,8738000000,200000000,-37000000.0,-450000000.0,-40000000,,9994000000,,290000000,137000000,-12000000.0,106000000,1750000000,345000000,,1786000000,-151000000,26000000.0,1770000000,0.74,281000000.0,-65000000,671000000,198000000,,2549000000,4031000000,44000000.0,122000000,2000000.0,-645000000.0,4419000000,-4800000000,-2000000.0,1991000000,266000000.0,2578000000,-147000000,-765000000,-8003000000,,
