date,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest
2005-12-31,,4036000.0,,205392000.0,0.0,33495000,-38817000.0,,-23336000.0,1203480000,,484035000,0.0,180181000,252452000,266223000.0,146417000,,426076000,726457000,73727000,,72369000,90633000,944626000,13428000,,,40659000.0,-9678000.0,72271000,-43256000,,-8857000,-10873000.0,268656000,,-131665000.0,-24196000,21100000.0,1329000.0,79236000,,29680000,18900000.0,125029000.0,52100000.0,142015000.0,16204000,-350000,58941000,,3933000.0,58941000,,31000000.0,,502935000,58941000,-60176000,,,18362000,-22863000.0,226000.0,508231000,484035000,1145000.0,69558000,,-1098000,,729327000.0,1681656000,955199000,152145000,478176000
2006-03-31,-1000.0,2751000.0,,207958000.0,0.0,35297000,-40103000.0,0.25,-2637000.0,1328077000,,423192000,0.0,185247000,237976000,274192000.0,147555000,,429170000,781462000,76293000,,59185000,67983000,989305000,14506000,,134000.0,92219000.0,-8903000.0,52729000,35570000,,23140000,-1179000.0,259998000,186013000.0,-131665000.0,-60843000,,0.0,95341000,0.24,33660000,157073000.0,119681000.0,19612000.0,116418000.0,22022000,-708000,44679000,591593000.0,3954000.0,44679000,,,,580265000,44679000,-191754000,,178169000.0,15254000,-185137000.0,231000.0,484035000,423192000,438000.0,86438000,,14454000,,129196000.0,1776859000,995397000,167854000,448782000
2006-06-30,-1741000.0,33562000.0,,212979000.0,0.0,38252000,,0.25,2312000.0,1519466000,,344589000,-13448000.0,200170000,251346000,290097000.0,157798000,,450460000,862731000,81314000,,61516000,66347000,1035755000,15066000,,29690000.0,104307000.0,-12514000.0,51176000,126286000,,-16621000,-1253000.0,275468000,191500000.0,-131665000.0,-78603000,,0.0,60124000,0.24,38222000,276244000.0,122111000.0,22007000.0,136175000.0,24122000,111000,46450000,598892000.0,4817000.0,46450000,,,,620833000,46450000,-265013000,,183023000.0,15171000,-273078000.0,236000.0,423192000,344589000,73000.0,47610000,,-18124000,,128167000.0,1991933000,1129202000,287581000,472467000
2006-09-30,-900000.0,139802000.0,,218486000.0,0.0,38917000,,0.25,1145000.0,1474507000,,216539000,0.0,204776000,253673000,293212000.0,160984000,,453856000,701599000,86821000,,59974000,64800000,1082373000,13356000,,17057000.0,22501000.0,-14096000.0,48897000,-109369000,,-3886000,-6567000.0,277851000,188882000.0,-131665000.0,-128050000,,0.0,70125000,0.25,39432000,240598000.0,121727000.0,28484000.0,149343000.0,24178000,-1373000,46618000,636962000.0,5415000.0,46618000,,,,457137000,46618000,-88806000,,183008000.0,15903000,-166992000.0,237000.0,344589000,216539000,75000.0,56029000,,54212000,,136802000.0,1956847000,1255248000,352193000,482340000
2006-12-31,-3227000.0,209706000.0,,249014000.0,0.0,45217000,-91929000.0,,4180000.0,1464289000,,349054000,0.0,241084000,292626000,332770000.0,192675000,,535543000,811737000,92580000,,62406000,68797000,1006706000,17156000,,14048000.0,11629000.0,-16538000.0,51542000,-78927000,,21925000,4648000.0,321002000,,-156434000.0,132515000,,11892000.0,103126000,,44017000,152652000.0,145664000.0,24641000.0,204974000.0,28376000,424000,45250000,631690000.0,6619000.0,45250000,,,,501706000,45250000,108316000,,,17255000,-84358000.0,238000.0,216539000,349054000,341000.0,86588000,,1373000,,130462000.0,2024473000,1212736000,316410000,560184000
2007-03-31,-3920000.0,98533000.0,,256166000.0,0.0,46821000,,0.21,3410000.0,1565973000,,449571000,0.0,239243000,278674000,351452000.0,188552000,,585198000,939628000,99732000,,49569000,58271000,1031941000,11936000,,16267000.0,60075000.0,-18363000.0,39431000,54502000,,49028000,,308088000,184357000.0,-156434000.0,100517000,,20457000.0,122968000,0.2,46544000,200185000.0,166468000.0,36209000.0,168047000.0,29414000,-1013000,37633000,675774000.0,9709000.0,37633000,,,,649756000,37633000,-76953000,,179282000.0,18840000,-99848000.0,239000.0,349054000,449571000,224000.0,104605000,,2427000,,154858000.0,2187380000,1247752000,270952000,621407000
2007-06-30,2096000.0,86994000.0,,261566000.0,0.0,43884000,,0.3,3256000.0,1630996000,,495446000,0.0,247766000,302500000,369104000.0,196348000,,615108000,1030843000,105132000,,67242000,74614000,1085331000,13852000,,14337000.0,0.0,-17401000.0,54734000,0,,13183000,,334364000,185434000.0,-156434000.0,45875000,,24721000.0,102923000,0.29,47767000,234151000.0,177399000.0,36818000.0,177418000.0,31864000,105000,53390000,675427000.0,6791000.0,53390000,,,,729597000,53390000,-57048000,,179774000.0,19880000,-123944000.0,239000.0,449571000,495446000,98000.0,85522000,,0,,148346000.0,2282922000,1252079000,273727000,651926000
2007-09-30,-1182000.0,70506000.0,,271343000.0,0.0,41489000,,0.34,8064000.0,1652375000,,363457000,0.0,253941000,313925000,367227000.0,200669000,,621278000,1036130000,114909000,,73445000,80476000,1146026000,12750000,,17032000.0,-2810000.0,-22099000.0,59984000,-57126000,,-4092000,,349931000,186747000.0,-156434000.0,-131989000,,22532000.0,86123000,0.33,49332000,347530000.0,190030000.0,39223000.0,190536000.0,36006000,43000,60695000,675337000.0,6809000.0,60695000,,,,710987000,60695000,-160986000,,180189000.0,20492000,-203256000.0,241000.0,495446000,363457000,254000.0,64024000,,5684000,,143975000.0,2312876000,1276746000,294047000,660501000
2007-12-31,-3310000.0,203004000.0,,324992000.0,0.0,55586000,-199970000.0,,5751000.0,1838325000,,223749000,0.0,301178000,359236000,407305000.0,234069000,,654274000,934345000,134907000,,60652000,84043000,1208791000,-2113000,,27308000.0,61130000.0,-31306000.0,58058000,-129198000,,-80683000,70356000.0,399559000,,-190085000.0,-139708000,,0.0,112104000,,61460000,356085000.0,191383000.0,42094000.0,225861000.0,40323000,-9401000,62765000,888516000.0,9629000.0,62765000,,,,579834000,62765000,-122614000,,,25985000,-212366000.0,252000.0,363457000,223749000,161000.0,80798000,,9642000,,276315000.0,2534693000,1600348000,300610000,696368000
2008-03-31,-4842000.0,180340000.0,,341490000.0,0.0,46934000,-75176000.0,0.19,12166000.0,1849443000,,192133000,0.0,306312000,347196000,422910000.0,229082000,,659718000,774972000,151405000,,38762000,68576000,1243169000,4384000,,31090000.0,11813000.0,-58136000.0,40884000,-61725000,,11299000,48000.0,377034000,189987000.0,-190085000.0,-31616000,,0.0,106727000,0.18,71530000,238577000.0,189874000.0,38382000.0,186600000.0,29838000,-1791000,34378000,890184000.0,13805000.0,34378000,,,,430710000,34378000,-78463000,,185486000.0,27692000,-198528000.0,253000.0,223749000,192133000,55000.0,48591000,,1638000,,294419000.0,2547543000,1772571000,436563000,698100000
2008-06-30,1392000.0,154840000.0,,357018000.0,0.0,44225000,-74967000.0,0.19,6845000.0,1859171000,,147381000,0.0,316983000,345873000,436231000.0,237311000,,669962000,825878000,166933000,,35212000,60476000,1277818000,563000,,34756000.0,20198000.0,-35682000.0,28890000,-52014000,,-20569000,-6450000.0,391730000,188021000.0,-190085000.0,-44752000,,0.0,74584000,0.18,73965000,241454000.0,189506000.0,40713000.0,225277000.0,45857000,-1222000,34649000,889155000.0,12821000.0,34649000,,,,388835000,34649000,-67804000,,183595000.0,31586000,-186962000.0,254000.0,192133000,147381000,55000.0,38902000,,3162000,,282524000.0,2569846000,1743968000,405356000,710675000
2008-09-30,-28000.0,161240000.0,,366560000.0,0.0,41996000,-74952000.0,0.27,-34695000.0,1834487000,,218078000,0.0,308906000,356605000,441569000.0,230938000,,687916000,893075000,176475000,,50880000,78367000,1326967000,1731000,,29063000.0,5441000.0,-25709000.0,47699000,-68932000,,11033000,-6316000.0,398893000,185666000.0,-190085000.0,70697000,,0.0,114686000,0.26,72500000,242986000.0,204351000.0,40502000.0,220772000.0,42288000,-3992000,49149000,888240000.0,12654000.0,49149000,,,,461064000,49149000,22128000,,182228000.0,30668000,-113403000.0,255000.0,147381000,218078000,143000.0,88977000,,579000,,267388000.0,2562905000,1669830000,337727000,728418000
2008-12-31,1207000.0,186364000.0,,487345000.0,0.0,46672000,-31363000.0,,-15852000.0,1917865000,,326121000,-40418000.0,304880000,369141000,488695000.0,228917000,,730917000,940140000,254334000,,72069000,124247000,1387067000,11969000,,-94007000.0,6920000.0,-101937000.0,64261000,-24263000,44780000.0,41661000,5875000.0,415697000,,-233011000.0,108043000,744000.0,0.0,166110000,,70114000,249175000.0,195550000.0,45524000.0,231296000.0,46556000,1725000,60100000,904504000.0,11226000.0,60100000,275585000.0,,,575296000,60100000,-34483000,,,33760000,-93026000.0,256000.0,218078000,326121000,191000.0,64173000,,180000,,270222000.0,2694306000,1754166000,36585000,776441000
2009-03-31,-338000.0,76041000.0,,,0.0,40640000,-24998000.0,0.04,-23999000.0,1949527000,-6368000.0,269823000,0.0,298109000,323842000,491909000.0,222078000,,718507000,891055000,257352000,-1200000.0,6172000,40390000,1393994000,-755000,26262000.0,2609000.0,24100000.0,-23122000.0,25733000,-393000,43293000.0,10748000,,369058000,182373000.0,,-56298000,697000.0,0.0,81746000,0.04,71037000,286736000.0,185958000.0,43990000.0,198173000.0,45216000,-22152000,6927000,905109000.0,10038000.0,6927000,347415000.0,,,556559000,6927000,-137258000,,180347000.0,34094000,-188977000.0,258000.0,326121000,269823000,124000.0,58624000,,0,31474000.0,254740000.0,2712024000,1820969000,39749000,762497000
2009-06-30,184000.0,299640000.0,,,148530000.0,42586000,-39996000.0,0.23329,-5592000.0,2047838000,1145000.0,294210000,0.0,307005000,348767000,490276000.0,226682000,,719530000,952389000,254025000,-220000.0,44795000,46925000,1436513000,2276000,24846000.0,8792000.0,53101000.0,-18894000.0,41762000,15498000,47774000.0,-19079000,,392828000,184740000.0,,24387000,1126000.0,0.0,86443000,0.23,75160000,285465000.0,186668000.0,48900000.0,224184000.0,44061000,3033000,42519000,899618000.0,9864000.0,42519000,407669000.0,,,579675000,42519000,-77812000,,180347000.0,34143000,-358338000.0,260000.0,269823000,294210000,34000.0,67549000,,0,-25928000.0,242203000.0,2816268000,1863879000,60364000,768430000
2009-09-30,883000.0,0.0,,,144701000.0,47220000,-74996000.0,0.29229,,2126864000,1530000.0,300368000,0.0,299463000,355624000,495193000.0,225487000,,725534000,961265000,251174000,-700000.0,61725000,90247000,1489936000,8302000,27892000.0,56050000.0,51934000.0,-18076000.0,56161000,-19112000,60741000.0,15846000,,401042000,186334000.0,,6158000,835000.0,0.0,133874000,0.29,68865000,278299000.0,183121000.0,61576000.0,237897000.0,45418000,5564000,53423000,900294000.0,8793000.0,53423000,511701000.0,,,578667000,53423000,-107255000,,180960000.0,34086000,-88479000.0,263000.0,294210000,300368000,85000.0,115798000,,-95000,-12784000.0,228536000.0,2913974000,1952709000,61004000,787110000
2009-12-31,-128000.0,168328000.0,,511241000.0,0.0,57352000,-74954000.0,,-2060000.0,2188507000,8306000.0,261443000,0.0,317051000,398545000,555514000.0,244429000,,834364000,1039295000,247703000,-1218000.0,81200000,117637000,1578084000,-6948000,23418000.0,3676000.0,36863000.0,-19446000.0,81494000,-41530000,63336000.0,80137000,,451160000,,-263538000.0,-38925000,4940000.0,0.0,181913000,,66918000,338168000.0,221498000.0,68276000.0,304912000.0,52615000,-3627000,88148000,899819000.0,8664000.0,88148000,607646000.0,,,599611000,88148000,-180542000,,,36254000,-328206000.0,265000.0,300368000,261443000,183000.0,162467000,,-1678000,-67366000.0,213195000.0,3091147000,2051852000,45545000,902640000
2010-03-31,743000.0,3026000.0,,,165251000.0,54166000,-99993000.0,0.254536,-5675000.0,2334631000,-3328000.0,281847000,0.0,312998000,365573000,570743000.0,231139000,,833951000,1080925000,243094000,-9466000.0,56008000,86570000,1625433000,8659000,24927000.0,-430000.0,154930000.0,-18554000.0,52575000,65842000,65544000.0,37724000,,414272000,188842000.0,,20404000,4334000.0,0.0,143565000,0.25,77702000,391220000.0,209042000.0,69878000.0,242607000.0,48699000,3433000,47349000,912406000.0,7337000.0,47349000,717933000.0,,,673067000,47349000,-188563000,,186021000.0,33995000,-163569000.0,271000.0,261443000,281847000,56000.0,125011000,,-2676000,60112000.0,211154000.0,3238460000,2157535000,72948000,903829000
2010-06-30,-1005000.0,187084000.0,,,169250000.0,52583000,-99951000.0,0.2568,-10590000.0,2336016000,216000.0,344704000,-109979000.0,330725000,404878000,594939000.0,247406000,,884393000,1311653000,242979000,-761000.0,74693000,108313000,1672990000,27136000,28146000.0,3318000.0,29262000.0,-21753000.0,74153000,-67618000,91424000.0,-9962000,,458433000,189278000.0,,62857000,6757000.0,0.0,103219000,0.25,79543000,478321000.0,236871000.0,98181000.0,319378000.0,53555000,540000,47557000,912848000.0,7374000.0,47557000,585418000.0,,,823025000,47557000,27050000,,184018000.0,34160000,162569000.0,272000.0,281847000,344704000,85000.0,81466000,,-1462000,-80419000.0,197223000.0,3318590000,2006937000,68469000,982574000
2010-09-30,-666000.0,0.0,,,211183000.0,58472000,-124962000.0,0.467569,2494000.0,2501594000,30810000.0,398988000,-3500000.0,332871000,414435000,580739000.0,242138000,,889262000,1386648000,247208000,-10445000.0,87177000,116035000,1760769000,-602000,30833000.0,-2465000.0,126638000.0,-25676000.0,81564000,26561000,99434000.0,39563000,,472233000,191004000.0,,54284000,6697000.0,0.0,190181000,0.46,87399000,503191000.0,250051000.0,106131000.0,273286000.0,57798000,5613000,87779000,923463000.0,7349000.0,87779000,689211000.0,,,902179000,87779000,-164369000,,187735000.0,34471000,-128248000.0,276000.0,344704000,398988000,131000.0,164505000,,-99000,46109000.0,191079000.0,3496987000,2110339000,59378000,995393000
2010-12-31,-264000.0,222888000.0,,578807000.0,0.0,65842000,-108833000.0,,2023000.0,2552991000,6070000.0,396162000,-41060000.0,352961000,466356000,664332000.0,267946000,,1020012000,1470479000,250482000,162000.0,115942000,151660000,1855149000,22186000,19852000.0,2066000.0,42727000.0,-26108000.0,113395000,-51101000,114638000.0,77467000,,529724000,,-328325000.0,-2826000,8362000.0,0.0,179327000,,82003000,497643000.0,289838000.0,123000000.0,378395000.0,63368000,-813000,94380000,921100000.0,6980000.0,93756000,791854000.0,,,893805000,94380000,-131160000,,,35532000,-287042000.0,278000.0,398988000,396162000,186000.0,153219000,,-2061000,-104860000.0,178144000.0,3703600000,2233121000,47726000,1143012000
2011-03-31,-1050000.0,166523000.0,,,204730000.0,47610000,-108751000.0,0.391277,10934000.0,2618974000,-21456000.0,515340000,-1852000.0,352575000,433482000,678186000.0,266348000,-10926000.0,974062000,1431839000,261235000,-118440000.0,88455000,116756000,1928652000,15108000,17884000.0,72587000.0,42337000.0,-28367000.0,80907000,-61838000,110569000.0,32908000,-15502000.0,490888000,191500000.0,,119178000,48960000.0,0.0,159228000,0.38,82718000,414579000.0,248266000.0,159529000.0,297190000.0,57406000,7548000,73503000,1040548000.0,7513000.0,73347000,708906000.0,,,929919000,73503000,17864000,,187854000.0,35849000,-184771000.0,280000.0,396162000,515340000,,130861000,,15502000,85622000.0,198921000.0,3752565000,2320726000,111116000,1133591000
2011-06-30,-472000.0,-143139000.0,,,215401000.0,61056000,-103216000.0,0.435824,12919000.0,2663489000,12518000.0,430816000,-6370000.0,366304000,461894000,711627000.0,279055000,0.0,1038305000,1452556000,272685000,0.0,100678000,132446000,2010596000,19270000,20753000.0,-71937000.0,42789000.0,-38576000.0,95590000,-58867000,118178000.0,20317000,-21767000.0,530790000,191412000.0,,-84524000,49717000.0,0.0,162297000,0.43,83312000,467605000.0,265622000.0,167895000.0,338734000.0,68896000,5088000,81944000,1043014000.0,7332000.0,81408000,800649000.0,,,898421000,81944000,-188085000,,188021000.0,36856000,-507783000.0,281000.0,515340000,430816000,,123721000,,1560000,-41217000.0,188348000.0,3869689000,2417133000,112437000,1206200000
2011-09-30,82000.0,41460000.0,,,197096000.0,57490000,-125112000.0,0.494854,-5011000.0,2659925000,-3329000.0,312130000,-7596000.0,383934000,488613000,710379000.0,290571000,-635000.0,1050738000,1311641000,277951000,-191032000.0,102818000,147568000,2102772000,10642000,24954000.0,7121000.0,9701000.0,-35076000.0,104679000,-113447000,123287000.0,18181000,-2599000.0,565348000,189730000.0,,-118686000,48914000.0,0.0,188034000,0.49,88933000,462921000.0,282869000.0,172201000.0,339494000.0,76735000,-1861000,92176000,1150033000.0,7024000.0,92176000,765822000.0,,,775051000,92176000,-192244000,,186269000.0,42889000,-291448000.0,282000.0,430816000,312130000,,152958000,,2599000,-3211000.0,288778000.0,3882864000,2571223000,88639000,1222939000
2011-12-31,-1657000.0,83600000.0,,661608000.0,148842000.0,58034000,-101032000.0,0.584988,-11561000.0,2730490000,509000.0,333296000,-1061000.0,404392000,540206000,818642000.0,311114000,0.0,1179130000,1373030000,277429000,-145905000.0,138546000,179475000,2211471000,29847000,29318000.0,114000.0,30779000.0,-25350000.0,135814000,-58462000,141241000.0,2909000,-28020000.0,619366000,188588000.0,-384179000.0,21166000,48680000.0,0.0,169563000,0.58,88764000,406461000.0,77567000.0,189921000.0,484431000.0,79160000,2732000,108699000,1239120000.0,8507000.0,108699000,737844000.0,,,739757000,108699000,-88716000,,185814000.0,43661000,-393554000.0,283000.0,312130000,333296000,,144213000,,11791000,-136675000.0,343372000.0,4099541000,2726511000,128746000,1369051000
2012-03-31,-1334000.0,5559000.0,,,166841000.0,53939000,-114098000.0,0.36,-4421000.0,2777533000,-4513000.0,390881000,0.0,422402000,503152000,822048000.0,308313000,-2456000.0,1171861000,1423729000,278671000,-24033000.0,84550000,130297000,2279738000,16283000,30557000.0,-4107000.0,30260000.0,-23208000.0,80750000,-71697000,160836000.0,95315000,-14597000.0,589495000,188884000.0,,57585000,40888000.0,0.0,243070000,0.36,103622000,476200000.0,295874000.0,201724000.0,389807000.0,86343000,3800000,68267000,1266408000.0,9430000.0,68267000,741619000.0,,,867081000,68267000,-115108000,,188884000.0,49547000,-73426000.0,284000.0,333296000,390881000,,219862000,,14597000,88114000.0,327456000.0,4151118000,2727389000,113235000,1373585000
2012-06-30,2279000.0,398758000.0,,,173680000.0,61709000,-960000.0,0.492741,-21854000.0,2929982000,7668000.0,961840000,0.0,438660000,520852000,846172000.0,323438000,,1134153000,1875676000,283535000,-58345000.0,85545000,127990000,2371744000,-6461000,38262000.0,-2042000.0,31229000.0,-40039000.0,82192000,35420000,182191000.0,-9612000,-9382000.0,615210000,189279000.0,,570959000,82690000.0,0.0,167744000,0.49,110028000,335944000.0,226152000.0,264881000.0,404212000.0,94358000,3353000,92006000,1297879000.0,6659000.0,92006000,410369000.0,,54721000.0,1297784000,92006000,371253000,,186723000.0,45798000,70879000.0,285000.0,390881000,961840000,,127705000,,10432000,-17215000.0,353852000.0,4329016000,2453340000,107705000,1399034000
2012-09-30,-3108000.0,-324871000.0,,,0.0,68214000,-77417000.0,0.418494,-10133000.0,3036038000,-10206000.0,324127000,3450000.0,452939000,535354000,862795000.0,328388000,,1165874000,1319514000,295934000,-405969000.0,90898000,141125000,2449989000,12653000,40103000.0,-102534000.0,34307000.0,-38320000.0,82415000,-51722000,190358000.0,103759000,-7997000.0,641422000,189671000.0,,-637713000,29525000.0,0.0,180992000,0.41,114713000,358920000.0,234763000.0,287241000.0,456545000.0,106068000,8483000,78245000,1504373000.0,10961000.0,78245000,723205000.0,,67358000.0,683047000,78245000,-768312000,,186968000.0,58710000,-2602000.0,287000.0,961840000,324127000,,142672000,,7997000,-414000.0,575024000.0,4489153000,3169639000,67731000,1453115000
2012-12-31,139000.0,203725000.0,49346000.0,782753000.0,0.0,71116000,-78703000.0,0.611934,-7705000.0,3121777000,6625000.0,643609000,-1473000.0,477207000,622628000,965276000.0,345949000,0.0,1342873000,1707395000,303294000,1126000.0,149236000,206239000,2564018000,35207000,41018000.0,-7154000.0,12610000.0,-49151000.0,145421000,-61783000,232719000.0,85806000,-70791000.0,739996000,188662000.0,-479459000.0,319482000,35373000.0,0.0,226721000,0.6,122208000,285022000.0,256259000.0,298931000.0,630956000.0,117368000,3815000,114029000,1518219000.0,10723000.0,114029000,595313000.0,,30839000.0,928631000,114029000,154227000,,186342000.0,60818000,-246972000.0,287000.0,324127000,643609000,,177570000,,4310000,-178113000.0,556205000.0,4763581000,3056186000,66539000,1641804000
2013-03-31,-1140000.0,362883000.0,10907000.0,,0.0,61613000,-63618000.0,0.319204,-18240000.0,3194147000,-11312000.0,251465000,-1102000.0,501377000,557985000,986023000.0,360467000,0.0,1304450000,1301475000,302378000,-324049000.0,57804000,121144000,2623706000,-1884000,43556000.0,-1640000.0,25251000.0,-30533000.0,56608000,-11572000,245358000.0,99502000,-18189000.0,672899000,189011000.0,,-392144000,104384000.0,0.0,249479000,0.319204,130492000,406479000.0,245907000.0,349742000.0,450939000.0,114914000,1196000,59688000,1761824000.0,11229000.0,59688000,747004000.0,,,657944000,59688000,-629593000,,186990000.0,64536000,-273909000.0,289000.0,643609000,251465000,,218946000,,26795000,183892000.0,590689000.0,4848339000,3546864000,67034000,1654192000
2013-06-30,-2774000.0,1500000.0,14892000.0,,0.0,72613000,-39672000.0,0.345104,-16975000.0,3276189000,10890000.0,263153000,0.0,527256000,603144000,1007887000.0,384439000,0.0,1350622000,1371358000,311316000,0.0,77263000,141838000,2688167000,12802000,47857000.0,1047000.0,9708000.0,-40742000.0,75888000,-49134000,263476000.0,48673000,-21182000.0,730384000,188486000.0,,11688000,105724000.0,0.0,208902000,0.34,132299000,436997000.0,255230000.0,369200000.0,493671000.0,127240000,1375000,64461000,1762714000.0,13697000.0,64461000,819590000.0,,,700150000,64461000,-146711000,,186787000.0,65950000,-107469000.0,289000.0,251465000,263153000,,168160000,,-19170000,-45898000.0,558416000.0,4996011000,3624653000,61350000,1719822000
2013-09-30,826000.0,1311000.0,25472000.0,,0.0,68646000,-55298000.0,0.409819,-3222000.0,3400800000,-4527000.0,246473000,0.0,501431000,588798000,1002090000.0,363996000,0.0,1340595000,1328806000,337021000,-5294000.0,90805000,155523000,2764897000,14075000,45893000.0,-5805000.0,33611000.0,-62537000.0,87367000,-20249000,268086000.0,48525000,-11167000.0,712731000,188980000.0,,-16680000,114508000.0,0.0,222948000,0.409819,127049000,448196000.0,244387000.0,382594000.0,450395000.0,123933000,3438000,76730000,1766902000.0,11979000.0,76730000,961422000.0,,,694669000,76730000,-220455000,,187229000.0,68156000,-153935000.0,291000.0,263153000,246473000,,160411000,,1438000,44045000.0,533996000.0,5123989000,3795183000,65859000,1723189000
2013-12-31,-2503000.0,107106000.0,29322000.0,936264000.0,0.0,78452000,-249992000.0,0.756423,4951000.0,3319807000,8041000.0,280740000,0.0,504858000,665712000,1106474000.0,368014000,-2061000.0,1471854000,1563095000,338996000,-5538000.0,162018000,229712000,2903541000,23374000,46635000.0,1237000.0,5085000.0,-41230000.0,160854000,-254006000,305266000.0,-25151000,-1310000.0,802420000,186500000.0,-597268000.0,34267000,115322000.0,0.0,229694000,0.74,126498000,453976000.0,257606000.0,420588000.0,654821000.0,136708000,1164000,138644000,1768949000.0,14107000.0,138644000,855700000.0,,,734716000,138644000,58609000,,183289000.0,68858000,-1729000.0,291000.0,246473000,280740000,,188464000,,-7038000,-204990000.0,509595000.0,5212249000,3649154000,60496000,1892442000
2014-03-31,1117000.0,803000.0,8458000.0,,0.0,76661000,0.0,0.302963,4250000.0,3414017000,-1312000.0,298519000,0.0,534956000,616493000,1092577000.0,388884000,-3766000.0,1449536000,1538901000,336740000,-24154000.0,68755000,151568000,2959480000,12816000,40701000.0,-1524000.0,7958000.0,-31180000.0,81537000,4208000,318226000.0,124009000,-2474000.0,750819000,185681000.0,,17779000,87694000.0,0.0,287876000,0.3,133618000,530758000.0,271840000.0,405920000.0,510862000.0,134326000,-12782000,55939000,1783090000.0,12537000.0,55939000,998831000.0,,,829277000,55939000,-275011000,,184640000.0,70031000,-220480000.0,293000.0,280740000,298519000,,256696000,,16000,142974000.0,487771000.0,5269473000,3730572000,53361000,1855456000
2014-06-30,-2204000.0,18228000.0,5188000.0,,0.0,79621000,-1500998000.0,0.323031,1752000.0,2103897000,4055000.0,279402000,0.0,547374000,606304000,1110748000.0,396554000,0.0,1475595000,1541570000,339832000,-17188000.0,51028000,157694000,3012504000,-1996000,45290000.0,2012000.0,10137000.0,-45688000.0,58930000,-177509000,319244000.0,13007000,-9925000.0,781560000,170891000.0,,-19117000,73191000.0,0.0,203540000,0.31,140375000,540996000.0,280038000.0,1669724000.0,506409000.0,175256000,-7902000,53024000,1790035000.0,14206000.0,53024000,975676000.0,1277289000.0,,820398000,53024000,-45309000,,164145000.0,98764000,-661000.0,293000.0,298519000,279402000,6984000.0,157852000,,-204140000,3230000.0,445643000.0,5249216000,3707646000,65980000,3145319000
2014-09-30,-3255000.0,1123000.0,2497000.0,,0.0,85802000,-99988000.0,0.290582,-20499000.0,2096338000,4783000.0,242787000,0.0,561288000,623009000,1087459000.0,413455000,0.0,1462447000,1444710000,353720000,-2000000.0,48222000,126794000,3060036000,690000,42449000.0,10055000.0,20579000.0,-51286000.0,61721000,-82228000,316097000.0,6664000,-12715000.0,758994000,165713000.0,,-36615000,71503000.0,0.0,164134000,0.29,137877000,504436000.0,286689000.0,1672692000.0,465558000.0,135985000,-5359000,47532000,1782645000.0,16483000.0,47532000,1073232000.0,1285092000.0,,747223000,47532000,-115926000,,163575000.0,68021000,-63763000.0,294000.0,279402000,242787000,10551000.0,112848000,,-2819000,36338000.0,414751000.0,5231477000,3786767000,68398000,3135139000
