date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-07-31,,89800000.0,,345600000.0,0.0,0.1,824100000.0,,23100000.0,4634900000.0,145200000.0,-418600000.0,,28000000.0,2129000000.0,18900000.0,18900000.0,1200000.0,,10100000.0,-14100000.0,1089800000.0,,,247100000.0,4151700000,,-331700000.0,10500000.0,4379200000.0,342100000,3960600000.0,617300000.0,132700000.0,,,28600000.0,-500000.0,,-29600000.0,385300000,202700000.0,-84600000.0,2265800000.0,1735100000.0,2456500000.0,780900000.0,2129000000.0,,6642000000.0,212900000.0,4185500000.0,0.1,90700000.0,,43200000.0,,1937800000.0,135100000.0,16900000.0,1166200000.0,212900000,212900000.0,0.0,-287300000.0,25400000.0,2018100000.0,86600000.0,-22200000.0,4700000.0,,-23800000.0,2985500000.0,,,,
1995-10-31,,89500000.0,,284900000.0,0.0,0.09,843200000.0,,-3100000.0,4810400000.0,129500000.0,-461500000.0,,8100000.0,1950000000.0,49500000.0,49500000.0,300000.0,,10200000.0,-136500000.0,1145000000.0,6800000.0,,97700000.0,3997800000,,-263700000.0,179400000.0,4638500000.0,280300000,4177000000.0,669200000.0,109400000.0,,,19700000.0,5100000.0,,30400000.0,327200000,432600000.0,-166000000.0,2417500000.0,1822300000.0,2726800000.0,796300000.0,1950000000.0,,7136900000.0,175500000.0,4410100000.0,0.09,108500000.0,,46900000.0,,2254900000.0,143600000.0,3300000.0,1123500000.0,175500000,175500000.0,0.0,-247000000.0,32700000.0,2214000000.0,291400000.0,-195600000.0,4900000.0,,-23800000.0,2874300000.0,,,,
1996-01-31,,87200000.0,,308700000.0,0.0,,837000000.0,,9300000.0,4987800000.0,113000000.0,-507900000.0,,2300000.0,,53300000.0,53300000.0,300000.0,,29900000.0,-342700000.0,824800000.0,5600000.0,,-125400000.0,3751900000,,-335400000.0,420000000.0,4968900000.0,303300000,4461000000.0,589400000.0,123300000.0,,,5500000.0,,,3800000.0,355100000,873100000.0,-460800000.0,2579100000.0,1416500000.0,2672000000.0,785200000.0,,,7354000000.0,185400000.0,4682000000.0,,115800000.0,,51800000.0,,2289600000.0,133800000.0,19600000.0,1140300000.0,185400000,185400000.0,0.0,-290800000.0,37200000.0,2180300000.0,720100000.0,32000000.0,5900000.0,,-23800000.0,2611600000.0,,,,
1996-04-30,,87700000.0,,320700000.0,53300000.0,0.09,954000000.0,,40500000.0,5209800000.0,91300000.0,-553700000.0,,2200000.0,2166666667.0,48200000.0,48200000.0,2300000.0,,,377100000.0,1232000000.0,,,625000000.0,4362200000,,-279100000.0,-396900000.0,5220900000.0,318900000,4667200000.0,824300000.0,125700000.0,,,42500000.0,-100000.0,-200000.0,-5100000.0,371900000,476500000.0,345900000.0,2750200000.0,2058500000.0,2940400000.0,901000000.0,2166666667.0,,7829400000.0,195000000.0,4889000000.0,0.09,140800000.0,,53000000.0,,2535000000.0,134100000.0,6800000.0,1272900000.0,195000000,195000000.0,0.0,-233200000.0,37900000.0,2530300000.0,297800000.0,-348300000.0,4100000.0,,-23900000.0,3089300000.0,,,,
1996-07-31,,86400000.0,,444400000.0,0.0,0.13,1051300000.0,,-28900000.0,5468600000.0,61100000.0,-605900000.0,,2100000.0,2078461538.0,33200000.0,33200000.0,400000.0,,,-95100000.0,1229300000.0,,,236700000.0,5292900000,,-253300000.0,-39800000.0,5475100000.0,441900000,4869200000.0,744700000.0,174200000.0,,,13100000.0,,0.0,-14900000.0,498200000,465700000.0,-16600000.0,2991600000.0,1976100000.0,2916000000.0,995000000.0,2078461538.0,,7997600000.0,270200000.0,5081600000.0,0.13,147800000.0,,56300000.0,,2441800000.0,126000000.0,9100000.0,1493200000.0,270200000,270200000.0,0.0,-211800000.0,42500000.0,2516300000.0,275400000.0,12700000.0,2800000.0,,-28700000.0,3799700000.0,,,,
1996-10-31,,87300000.0,,364100000.0,0.0,0.11,1036400000.0,,1500000.0,5712000000.0,120800000.0,-659800000.0,,2500000.0,2012727273.0,716700000.0,716700000.0,2800000.0,,,-30400000.0,1356700000.0,13500000.0,,263800000.0,4921800000,,-342300000.0,940900000.0,5846700000.0,361000000,5186900000.0,763200000.0,142700000.0,,,37800000.0,,,683400000.0,420200000,1454800000.0,-78500000.0,3184200000.0,2122400000.0,3874000000.0,977200000.0,2012727273.0,,9381300000.0,221400000.0,5507300000.0,0.11,151600000.0,,59200000.0,,3577200000.0,233100000.0,-2700000.0,1397400000.0,221400000,221400000.0,0.0,-521400000.0,56000000.0,2657300000.0,1247200000.0,-138300000.0,5900000.0,,-28800000.0,3524400000.0,,,,
1997-01-31,,86500000.0,,405400000.0,0.0,,1091100000.0,,-7000000.0,5955200000.0,466700000.0,-712800000.0,,2500000.0,,146000000.0,146000000.0,10500000.0,,,-350300000.0,1089700000.0,10100000.0,,-25400000.0,4958500000,,-319700000.0,-4100000.0,6149800000.0,411700000,5437000000.0,749900000.0,154300000.0,,,11100000.0,,,-570700000.0,475500000,1446600000.0,-345100000.0,3406600000.0,1842100000.0,3709400000.0,1027300000.0,,,9341700000.0,251100000.0,5632300000.0,,134000000.0,-286500000.0,63800000.0,,3288700000.0,108800000.0,22300000.0,1502800000.0,251100000,251100000.0,0.0,-541200000.0,66000000.0,2708300000.0,1246600000.0,-51300000.0,12800000.0,,-28800000.0,3455700000.0,,,,
1997-04-30,,84200000.0,,423600000.0,146000000.0,0.12,1192600000.0,,4900000.0,6230200000.0,511800000.0,-784500000.0,,1800000.0,2156666667.0,614200000.0,614200000.0,10800000.0,,15900000.0,393600000.0,1792700000.0,700000.0,,720400000.0,5657300000,,-265900000.0,-16700000.0,6434900000.0,426600000,5650400000.0,936800000.0,164800000.0,,,46000000.0,-100000.0,-200000.0,468200000.0,494000000,1489600000.0,454500000.0,3639700000.0,2731300000.0,4724100000.0,1125200000.0,2156666667.0,,10548700000.0,258800000.0,5824600000.0,0.12,163800000.0,,67400000.0,,4220900000.0,90000000.0,2200000.0,1619200000.0,258800000,258800000.0,0.0,-235200000.0,66300000.0,3249200000.0,1259500000.0,-523900000.0,10000000.0,,-28900000.0,4038100000.0,,,,
1997-07-31,,83600000.0,,585800000.0,0.0,0.16,1280000000.0,,-61400000.0,6572900000.0,525500000.0,-851600000.0,,4500000.0,2236875000.0,473300000.0,473300000.0,10900000.0,,33500000.0,-213500000.0,1573800000.0,0.0,,211400000.0,6550200000,,-318900000.0,-20000000.0,6731600000.0,587500000,5880000000.0,905200000.0,227900000.0,,,18000000.0,200000.0,0.0,-140900000.0,654300000,1503000000.0,-107500000.0,3961100000.0,2483500000.0,4595400000.0,1213200000.0,2236875000.0,,10662200000.0,357900000.0,6066800000.0,0.16,174500000.0,,66800000.0,,3986500000.0,103200000.0,-700000.0,1867500000.0,357900000,357900000.0,0.0,-332300000.0,66300000.0,3196900000.0,1262200000.0,52300000.0,14300000.0,,-36400000.0,4682700000.0,,,,
1997-10-31,,81700000.0,,386100000.0,0.0,0.11,1409700000.0,,55500000.0,6814200000.0,365200000.0,-915200000.0,,7900000.0,2144545455.0,458200000.0,458200000.0,10000000.0,,262100000.0,-90800000.0,1758300000.0,0.0,,215600000.0,6217000000,,-400100000.0,23900000.0,7098000000.0,386900000,6182800000.0,994500000.0,150200000.0,,,41800000.0,0.0,,-15100000.0,457400000,1528500000.0,-184500000.0,4160500000.0,2760700000.0,4833600000.0,1339200000.0,2144545455.0,,11214100000.0,235900000.0,6380500000.0,0.11,176600000.0,,70500000.0,,4289200000.0,116000000.0,4000000.0,1796600000.0,235900000,235900000.0,0.0,-254600000.0,66300000.0,3477600000.0,1285600000.0,-284100000.0,12800000.0,,-36600000.0,4420400000.0,,,,
1998-01-31,,140000000.0,,502600000.0,0.0,,1165700000.0,,21000000.0,7098000000.0,130000000.0,-978000000.0,,8000000.0,,172000000.0,172000000.0,10300000.0,,287500000.0,-475300000.0,1358000000.0,-28700000.0,,-118400000.0,5731500000,,-496100000.0,-19200000.0,7487000000.0,615000000,6509000000.0,1090000000.0,195200000.0,,,16200000.0,,,-286200000.0,693300000,1559000000.0,-614500000.0,4430000000.0,2456000000.0,4460000000.0,1087400000.0,,,11229000000.0,307400000.0,6769000000.0,,178000000.0,-400000.0,78300000.0,,4015000000.0,120000000.0,4500000.0,1780700000.0,307400000,307400000.0,0.0,-148900000.0,78000000.0,3602000000.0,1303000000.0,-129300000.0,-97100000.0,,-37100000.0,3950800000.0,,,,
1998-04-30,,281000000.0,,556000000.0,172000000.0,0.15,1495000000.0,,-258000000.0,7474000000.0,152000000.0,-1055000000.0,,5000000.0,2246666667.0,578000000.0,578000000.0,11000000.0,,2000000.0,636000000.0,2071000000.0,,,1060000000.0,7123000000,,-424000000.0,15000000.0,7908000000.0,560000000,6853000000.0,1317000000.0,219000000.0,,,47000000.0,,,406000000.0,647000000,1607000000.0,636000000.0,4732000000.0,3393000000.0,5221000000.0,1408000000.0,2246666667.0,,12477000000.0,337000000.0,7256000000.0,0.15,215000000.0,-1000000.0,87000000.0,,5000000000.0,122000000.0,8000000.0,2055000000.0,337000000,337000000.0,0.0,-669000000.0,79000000.0,4009000000.0,1313000000.0,-404000000.0,7000000.0,,-36000000.0,5068000000.0,,,,
1998-07-31,,269000000.0,,769000000.0,0.0,0.21,1586000000.0,,-1000000.0,7905000000.0,150000000.0,-1135000000.0,,5000000.0,2223809524.0,654000000.0,654000000.0,10000000.0,,0.0,-14000000.0,1812000000.0,,,547000000.0,8139000000,,-467000000.0,-11000000.0,8348000000.0,770000000,7213000000.0,1256000000.0,302000000.0,,,37000000.0,,,76000000.0,863000000,1611000000.0,80000000.0,5154000000.0,3073000000.0,5013000000.0,1493000000.0,2223809524.0,,12593000000.0,467000000.0,7580000000.0,0.21,215000000.0,,93000000.0,,4684000000.0,98000000.0,-3000000.0,2356000000.0,467000000,467000000.0,0.0,-457000000.0,79000000.0,3786000000.0,1317000000.0,212000000.0,9000000.0,,-45000000.0,5783000000.0,,,,
1998-10-31,,263000000.0,,646000000.0,0.0,0.17,1629000000.0,,-3000000.0,8316000000.0,117000000.0,-1213000000.0,,10000000.0,2177777778.0,515000000.0,515000000.0,8000000.0,,1000000.0,-58000000.0,2144000000.0,,,430000000.0,7699000000,,-595000000.0,23000000.0,8917000000.0,645000000,7704000000.0,1232000000.0,254000000.0,,,66000000.0,,,-139000000.0,742000000,1617000000.0,-165000000.0,5502000000.0,3386000000.0,5248000000.0,1532000000.0,2305882353.0,,13324000000.0,392000000.0,8076000000.0,0.18,219000000.0,,97000000.0,,5003000000.0,109000000.0,2000000.0,2274000000.0,392000000,392000000.0,0.0,-591000000.0,79000000.0,4157000000.0,1319000000.0,-375000000.0,9000000.0,,-44000000.0,5425000000.0,,,,
1999-01-31,,268000000.0,,684000000.0,0.0,,1606000000.0,,264000000.0,8740000000.0,109000000.0,-1262000000.0,,14000000.0,,62000000.0,62000000.0,8000000.0,,1000000.0,-695000000.0,1586000000.0,,,-120000000.0,7258000000,,-834000000.0,221000000.0,9422000000.0,686000000,8160000000.0,1257000000.0,266000000.0,,,17000000.0,,,-453000000.0,782000000,1859000000.0,-954000000.0,5876000000.0,2857000000.0,4933000000.0,1510000000.0,,,13465000000.0,418000000.0,8532000000.0,,208000000.0,0.0,96000000.0,,4716000000.0,104000000.0,4000000.0,2292000000.0,418000000,418000000.0,0.0,-554000000.0,85000000.0,4293000000.0,1566000000.0,-131000000.0,6000000.0,,-43000000.0,4966000000.0,,,,
1999-04-30,,274000000.0,,805000000.0,62000000.0,0.21,1863000000.0,,-3000000.0,9329000000.0,150000000.0,-1342000000.0,,8000000.0,2216000000.0,604000000.0,604000000.0,8000000.0,,,754000000.0,2592000000.0,,,1303000000.0,8952000000,,-550000000.0,-228000000.0,9937000000.0,810000000,8595000000.0,1616000000.0,316000000.0,,,63000000.0,-47000000.0,,542000000.0,917000000,1642000000.0,753000000.0,6321000000.0,4216000000.0,6211000000.0,1756000000.0,2336000000.0,,15199000000.0,489000000.0,8988000000.0,0.22,238000000.0,,107000000.0,,5858000000.0,119000000.0,5000000.0,2673000000.0,489000000,489000000.0,604000000.0,-534000000.0,85000000.0,4955000000.0,1319000000.0,-654000000.0,0.0,,-44000000.0,6279000000.0,502000000.0,,,
1999-07-31,,273000000.0,,1117000000.0,604000000.0,0.29,2027000000.0,,-6000000.0,10020000000.0,152000000.0,-1438000000.0,,8000000.0,2222000000.0,518000000.0,518000000.0,8000000.0,,,-240000000.0,2419000000.0,,,567000000.0,10431000000,,-674000000.0,18000000.0,10554000000.0,1116000000,9116000000.0,1567000000.0,438000000.0,,,78000000.0,13000000.0,,-86000000.0,1230000000,1684000000.0,-107000000.0,6941000000.0,3994000000.0,6197000000.0,1913000000.0,2337000000.0,,15709000000.0,679000000.0,9512000000.0,0.31,261000000.0,,114000000.0,,5678000000.0,123000000.0,0.0,3143000000.0,679000000,679000000.0,518000000.0,-669000000.0,85000000.0,4982000000.0,1338000000.0,-22000000.0,0.0,,-59000000.0,7288000000.0,545000000.0,,,
1999-10-31,76000000.0,276000000.0,,943000000.0,518000000.0,0.25,2072000000.0,,-5000000.0,11766000000.0,160000000.0,-1538000000.0,,8000000.0,2234000000.0,976000000.0,946000000.0,8000000.0,,0.0,-220000000.0,2603000000.0,,-50000000.0,504000000.0,9877000000,,-598000000.0,537000000.0,11113000000.0,939000000,9575000000.0,1553000000.0,370000000.0,,30000000.0,98000000.0,,,428000000.0,1056000000,1096000000.0,-94000000.0,7455000000.0,4164000000.0,7058000000.0,1955000000.0,2340000000.0,,17037000000.0,573000000.0,9979000000.0,0.25,275000000.0,-28000000.0,117000000.0,,5260000000.0,128000000.0,2000000.0,3011000000.0,573000000,573000000.0,946000000.0,-613000000.0,86000000.0,5274000000.0,735000000.0,-287000000.0,0.0,,-60000000.0,6866000000.0,648000000.0,,,
2000-01-31,115000000.0,311000000.0,,939000000.0,946000000.0,,2118000000.0,,-11000000.0,12341000000.0,144000000.0,-1663000000.0,,29000000.0,,170000000.0,168000000.0,3000000.0,,28000000.0,-631000000.0,1993000000.0,,-34000000.0,72000000.0,9174000000,,-759000000.0,-46000000.0,11890000000.0,929000000,10227000000.0,1634000000.0,361000000.0,,2000000.0,28000000.0,,,-778000000.0,1054000000,1074000000.0,-687000000.0,7941000000.0,3656000000.0,6390000000.0,1993000000.0,,,17081000000.0,578000000.0,10691000000.0,,237000000.0,0.0,125000000.0,,4730000000.0,153000000.0,0.0,3047000000.0,578000000,578000000.0,168000000.0,-806000000.0,87000000.0,5489000000.0,750000000.0,-179000000.0,0.0,,-92000000.0,6127000000.0,587000000.0,,,
2000-04-30,116000000.0,,,1027000000.0,168000000.0,0.27,2257000000.0,,-21000000.0,13011000000.0,210000000.0,-1777000000.0,,30000000.0,2308000000.0,1210000000.0,1202000000.0,1000000.0,,,957000000.0,3464000000.0,,-53000000.0,1723000000.0,11112000000,,-673000000.0,-5000000.0,12508000000.0,1017000000,10731000000.0,740000000.0,398000000.0,,8000000.0,87000000.0,,,1034000000.0,1154000000,1100000000.0,1050000000.0,8478000000.0,5666000000.0,8564000000.0,2257000000.0,2354000000.0,309000000.0,19792000000.0,629000000.0,11228000000.0,0.27,258000000.0,-6000000.0,137000000.0,,6766000000.0,188000000.0,0.0,3274000000.0,629000000,629000000.0,1202000000.0,-686000000.0,87000000.0,6398000000.0,755000000.0,-914000000.0,0.0,1432000000.0,-92000000.0,7838000000.0,746000000.0,,,
2000-07-31,115000000.0,,,1369000000.0,1202000000.0,0.36,2380000000.0,,2000000.0,13886000000.0,229000000.0,-1905000000.0,,30000000.0,2314000000.0,944000000.0,940000000.0,8000000.0,,,-410000000.0,2957000000.0,,-53000000.0,573000000.0,12618000000,,-893000000.0,23000000.0,13357000000.0,1359000000,11452000000.0,562000000.0,531000000.0,,4000000.0,109000000.0,,,-262000000.0,1505000000,1108000000.0,-320000000.0,9222000000.0,5186000000.0,8237000000.0,2380000000.0,2352000000.0,308000000.0,20194000000.0,838000000.0,11957000000.0,0.36,254000000.0,-10000000.0,146000000.0,,6294000000.0,197000000.0,7000000.0,3739000000.0,838000000,838000000.0,940000000.0,-856000000.0,87000000.0,6286000000.0,767000000.0,111000000.0,0.0,1637000000.0,-93000000.0,8879000000.0,778000000.0,,,
2000-10-31,116000000.0,,,1062000000.0,940000000.0,0.28,2396000000.0,,-4000000.0,14455000000.0,206000000.0,-2030000000.0,,30000000.0,2317000000.0,300000000.0,284000000.0,5000000.0,,3000000.0,-307000000.0,2715000000.0,,-86000000.0,497000000.0,11545000000,,-1075000000.0,-61000000.0,14359000000.0,1054000000,12329000000.0,431000000.0,412000000.0,,16000000.0,22000000.0,,,-656000000.0,1208000000,1170000000.0,-578000000.0,9779000000.0,5089000000.0,7879000000.0,2396000000.0,2352000000.0,306000000.0,20726000000.0,650000000.0,12847000000.0,0.28,246000000.0,-15000000.0,154000000.0,,6259000000.0,212000000.0,0.0,3450000000.0,650000000,650000000.0,284000000.0,-1089000000.0,150000000.0,6464000000.0,774000000.0,-187000000.0,0.0,1913000000.0,-93000000.0,8095000000.0,909000000.0,,,
2001-01-31,116000000.0,,,759000000.0,284000000.0,,2459000000.0,,-9000000.0,15004000000.0,209000000.0,-2164000000.0,,4000000.0,,177000000.0,167000000.0,5000000.0,,13000000.0,-626000000.0,1976000000.0,,-73000000.0,3000000.0,10463000000,,-917000000.0,780000000.0,15232000000.0,759000000,13068000000.0,376000000.0,294000000.0,,10000000.0,133000000.0,,,-117000000.0,923000000,1985000000.0,-914000000.0,10151000000.0,4385000000.0,7777000000.0,2459000000.0,,314000000.0,21385000000.0,465000000.0,13608000000.0,,245000000.0,-8000000.0,164000000.0,,6370000000.0,226000000.0,0.0,3218000000.0,465000000,465000000.0,167000000.0,-899000000.0,195000000.0,6556000000.0,1545000000.0,-85000000.0,0.0,2029000000.0,-93000000.0,7245000000.0,835000000.0,,,
2001-04-30,116000000.0,,,1030000000.0,167000000.0,0.27,2628000000.0,,-2000000.0,15646000000.0,202000000.0,-2317000000.0,,29000000.0,2326000000.0,1373000000.0,1363000000.0,3000000.0,,8000000.0,1412000000.0,3627000000.0,,-117000000.0,2221000000.0,12200000000,,-816000000.0,-244000000.0,15978000000.0,1027000000,13661000000.0,737000000.0,398000000.0,,10000000.0,99000000.0,,,1196000000.0,1204000000,1733000000.0,1405000000.0,10691000000.0,6686000000.0,9854000000.0,2628000000.0,2347000000.0,307000000.0,24076000000.0,632000000.0,14222000000.0,0.27,270000000.0,-7000000.0,177000000.0,,8419000000.0,254000000.0,0.0,3655000000.0,632000000,632000000.0,1363000000.0,-778000000.0,195000000.0,7240000000.0,1268000000.0,-692000000.0,0.0,2293000000.0,-93000000.0,8545000000.0,1039000000.0,,,
2001-07-31,117000000.0,,,1504000000.0,1363000000.0,0.39,2830000000.0,,-62000000.0,16649000000.0,219000000.0,-2482000000.0,,39000000.0,2334000000.0,1292000000.0,1287000000.0,8000000.0,,7000000.0,-277000000.0,3126000000.0,,-118000000.0,836000000.0,14576000000,,-907000000.0,51000000.0,16912000000.0,1496000000,14430000000.0,591000000.0,580000000.0,,5000000.0,133000000.0,,,-76000000.0,1685000000,1758000000.0,-71000000.0,11521000000.0,6261000000.0,9682000000.0,2830000000.0,2355000000.0,326000000.0,24678000000.0,924000000.0,14996000000.0,0.4,284000000.0,-2000000.0,189000000.0,,8019000000.0,240000000.0,0.0,4326000000.0,924000000,924000000.0,1287000000.0,-960000000.0,203000000.0,7193000000.0,1271000000.0,65000000.0,0.0,2505000000.0,-94000000.0,10250000000.0,978000000.0,,,
2001-10-31,117000000.0,,,1267000000.0,1287000000.0,0.33,2753000000.0,,7000000.0,17360000000.0,197000000.0,-2594000000.0,,60000000.0,2337000000.0,1662000000.0,1654000000.0,7000000.0,,1000000.0,228000000.0,3314000000.0,,-179000000.0,1204000000.0,13289000000,,-831000000.0,-41000000.0,17544000000.0,1257000000,14950000000.0,526000000.0,489000000.0,,8000000.0,47000000.0,,,367000000.0,1455000000,1762000000.0,373000000.0,12206000000.0,6536000000.0,10172000000.0,2753000000.0,2352000000.0,318000000.0,25667000000.0,778000000.0,15495000000.0,0.33,310000000.0,-5000000.0,198000000.0,,8298000000.0,227000000.0,0.0,4010000000.0,778000000,778000000.0,1654000000.0,-795000000.0,194000000.0,7242000000.0,1258000000.0,-59000000.0,0.0,2636000000.0,-93000000.0,9279000000.0,1071000000.0,,,
2002-01-31,117000000.0,,,1156000000.0,1654000000.0,,3004000000.0,851000000.0,-20000000.0,18082000000.0,170000000.0,-2754000000.0,,5000000.0,,2546000000.0,2477000000.0,10000000.0,,9000000.0,792000000.0,3436000000.0,,-246000000.0,1702000000.0,13488000000,,-839000000.0,61000000.0,18129000000.0,1152000000,15375000000.0,559000000.0,446000000.0,,69000000.0,166000000.0,,,823000000.0,1352000000,1811000000.0,863000000.0,12799000000.0,6501000000.0,10361000000.0,3004000000.0,,419000000.0,26394000000.0,710000000.0,16033000000.0,,372000000.0,-71000000.0,200000000.0,,8312000000.0,239000000.0,0.0,4156000000.0,710000000,710000000.0,2477000000.0,-933000000.0,189000000.0,6725000000.0,1250000000.0,520000000.0,0.0,1650000000.0,-116000000.0,9332000000.0,920000000.0,,,
2002-04-30,117000000.0,,,1372000000.0,2477000000.0,0.36,2998000000.0,1024000000.0,7000000.0,19074000000.0,254000000.0,-2950000000.0,,5000000.0,2349000000.0,5175000000.0,4982000000.0,7000000.0,,68000000.0,2142000000.0,5567000000.0,,-156000000.0,3207000000.0,14282000000,,-639000000.0,-2000000.0,18718000000.0,1362000000,15768000000.0,1000000000.0,516000000.0,,193000000.0,117000000.0,,,2505000000.0,1571000000,1912000000.0,2568000000.0,13538000000.0,9423000000.0,13928000000.0,2998000000.0,2365000000.0,423000000.0,30409000000.0,856000000.0,16481000000.0,0.36,438000000.0,-193000000.0,209000000.0,,11335000000.0,290000000.0,0.0,4360000000.0,856000000,856000000.0,4982000000.0,-701000000.0,189000000.0,7417000000.0,1285000000.0,-693000000.0,0.0,1827000000.0,-118000000.0,9922000000.0,1082000000.0,,,
2002-07-31,118000000.0,,,1894000000.0,4982000000.0,0.5,3069000000.0,1152000000.0,68000000.0,20244000000.0,254000000.0,-3151000000.0,,6000000.0,2354000000.0,5925000000.0,5734000000.0,8000000.0,,190000000.0,10000000.0,5304000000.0,,-181000000.0,1417000000.0,16277000000,,-634000000.0,-3000000.0,19279000000.0,1877000000,16128000000.0,874000000.0,712000000.0,,191000000.0,109000000.0,,,752000000.0,2102000000,1921000000.0,783000000.0,14602000000.0,9315000000.0,14610000000.0,3069000000.0,2363000000.0,454000000.0,31480000000.0,1182000000.0,16870000000.0,0.5,423000000.0,-188000000.0,225000000.0,,11236000000.0,288000000.0,0.0,4946000000.0,1182000000,1182000000.0,5734000000.0,-657000000.0,189000000.0,7196000000.0,1309000000.0,222000000.0,0.0,1979000000.0,-117000000.0,11331000000.0,1235000000.0,,,
2002-10-31,118000000.0,,,1507000000.0,5734000000.0,0.4,3084000000.0,1142000000.0,-76000000.0,20119000000.0,239000000.0,-3369000000.0,,6000000.0,2337000000.0,3993000000.0,3980000000.0,10000000.0,,225000000.0,-1103000000.0,5435000000.0,,-181000000.0,68000000.0,14475000000,,-681000000.0,-1072000000.0,19973000000.0,1496000000,16604000000.0,491000000.0,567000000.0,,13000000.0,46000000.0,,,-1754000000.0,1727000000,2151000000.0,-613000000.0,15425000000.0,9077000000.0,13804000000.0,3084000000.0,2343000000.0,565000000.0,31347000000.0,940000000.0,17543000000.0,0.4,472000000.0,-137000000.0,231000000.0,,11228000000.0,374000000.0,0.0,4580000000.0,940000000,940000000.0,3980000000.0,-759000000.0,363000000.0,8314000000.0,1316000000.0,-1103000000.0,0.0,2003000000.0,-117000000.0,9895000000.0,1258000000.0,,,
2003-01-31,118000000.0,,,1099000000.0,3980000000.0,,3127000000.0,998000000.0,1000000.0,19802000000.0,254000000.0,-3565000000.0,,,,2253000000.0,2188000000.0,12000000.0,,23000000.0,-987000000.0,4560000000.0,,-145000000.0,110000000.0,13213000000,,-795000000.0,-1088000000.0,20733000000.0,1095000000,17168000000.0,534000000.0,413000000.0,,65000000.0,54000000.0,,-1000000000.0,-1792000000.0,1333000000,2174000000.0,-685000000.0,15971000000.0,8035000000.0,11917000000.0,3127000000.0,,575000000.0,30011000000.0,686000000.0,18094000000.0,,491000000.0,-65000000.0,238000000.0,,10209000000.0,351000000.0,0.0,4222000000.0,686000000,686000000.0,2188000000.0,-817000000.0,362000000.0,8338000000.0,1321000000.0,-18000000.0,0.0,1943000000.0,-140000000.0,8991000000.0,1072000000.0,,,
2003-04-30,118000000.0,,,1442000000.0,2188000000.0,0.39,3381000000.0,1284000000.0,0.0,20678000000.0,319000000.0,-3809000000.0,,,2292000000.0,4340000000.0,4264000000.0,18000000.0,,113000000.0,1616000000.0,6397000000.0,,-74000000.0,2771000000.0,15104000000,,-756000000.0,-130000000.0,21463000000.0,1448000000,17654000000.0,1128000000.0,535000000.0,,76000000.0,12000000.0,,,2076000000.0,1696000000,2144000000.0,2015000000.0,16740000000.0,10925000000.0,15309000000.0,3381000000.0,2297000000.0,585000000.0,33747000000.0,907000000.0,18438000000.0,0.4,461000000.0,-74000000.0,248000000.0,,13069000000.0,199000000.0,0.0,4829000000.0,907000000,907000000.0,4264000000.0,-575000000.0,362000000.0,9264000000.0,1321000000.0,-904000000.0,0.0,2116000000.0,-138000000.0,10275000000.0,1386000000.0,,,
