date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2013-03-31,35000000.0,35000000.0,-1379000000.0,288000000.0,,30909000000.0,789000000.0,248000000.0,0.0,4048000000.0,-904000000.0,-403000000.0,228000000.0,-124000000.0,,-19000000.0,-13753000000.0,1835000000.0,1052000000.0,-213000000.0,554000000.0,44662000000.0,,,-820000000.0,261000000.0,950000000.0,1974000000.0,73000000.0,,-52000000.0,-328000000.0,5148000000.0,6972000000.0,5961000000.0,1383000000,29216000000.0,148000000.0,-574000000.0,-25000000.0,930000000,3523000000,47116000000.0,495000000.0,41968000000.0,36188000000.0,521000000.0,501000000,1403000000.0,10868000000.0,2129000000.0,3128000000.0,62000000.0,1758000000.0,,-862000000.0,1394000000.0,87000000.0,35000000.0,-135000000.0,1039000000.0,495000000.0,4400000000.0,464000000.0,133000000.0,6070000000.0,17277000000.0,,,,,,,,,,
2013-06-30,190000000.0,190000000.0,-371000000.0,116000000.0,,31554000000.0,394000000.0,35000000.0,0.0,4039000000.0,-1046000000.0,439000000.0,203000000.0,216000000.0,,-31000000.0,-14013000000.0,2024000000.0,739000000.0,155000000.0,308000000.0,45567000000.0,,,-483000000.0,129000000.0,909000000.0,2429000000.0,71000000.0,,20000000.0,-330000000.0,5863000000.0,7377000000.0,5836000000.0,960000000,29989000000.0,-307000000.0,-311000000.0,19000000.0,548000000,2980000000,48426000000.0,202000000.0,42563000000.0,37366000000.0,657000000.0,278000000,1485000000.0,11003000000.0,1988000000.0,3125000000.0,26000000.0,1514000000.0,,-1023000000.0,992000000.0,49000000.0,190000000.0,-14000000.0,1154000000.0,202000000.0,4387000000.0,444000000.0,-143000000.0,6525000000.0,18043000000.0,,,,,,,,,,
2013-09-30,287000000.0,287000000.0,11000000.0,305000000.0,,31861000000.0,903000000.0,190000000.0,0.0,3277000000.0,-1028000000.0,-599000000.0,217000000.0,6000000.0,,-927000000.0,-14241000000.0,1976000000.0,1159000000.0,97000000.0,398000000.0,46102000000.0,,,-536000000.0,206000000.0,980000000.0,2196000000.0,62000000.0,,-47000000.0,-330000000.0,5210000000.0,6453000000.0,6079000000.0,1495000000,30793000000.0,131000000.0,-393000000.0,120000000.0,1034000000,3432000000,48488000000.0,569000000.0,43278000000.0,37246000000.0,616000000.0,598000000,1422000000.0,11242000000.0,1955000000.0,3087000000.0,560000000.0,1499000000.0,,-463000000.0,1477000000.0,86000000.0,287000000.0,5000000.0,1210000000.0,569000000.0,4876000000.0,443000000.0,-53000000.0,6735000000.0,18548000000.0,,,,,,,,,,
2013-12-31,316000000.0,316000000.0,-649000000.0,183000000.0,,32628000000.0,618000000.0,287000000.0,0.0,3446000000.0,-1126000000.0,656000000.0,229000000.0,-196000000.0,560000000.0,-36000000.0,-14341000000.0,610000000.0,483000000.0,29000000.0,216000000.0,46969000000.0,,,-324000000.0,136000000.0,1168000000.0,1771000000.0,72000000.0,,-50000000.0,-331000000.0,5940000000.0,6994000000.0,6183000000.0,1146000000,31460000000.0,-643000000.0,-215000000.0,-320000000.0,804000000,3185000000,50096000000.0,431000000.0,44156000000.0,38454000000.0,793000000.0,435000000,335000000.0,11642000000.0,1961000000.0,3086000000.0,-610000000.0,1695000000.0,609000000.0,-1110000000.0,1224000000.0,43000000.0,316000000.0,194000000.0,1176000000.0,431000000.0,5102000000.0,420000000.0,34000000.0,7114000000.0,19330000000.0,,,,,,,,,,
2014-03-31,228000000.0,228000000.0,-608000000.0,186000000.0,-47000000.0,33127000000.0,571000000.0,316000000.0,0.0,2888000000.0,-1120000000.0,78000000.0,237000000.0,-183000000.0,,-31000000.0,-14596000000.0,2127000000.0,753000000.0,-88000000.0,442000000.0,47723000000.0,,-125000000.0,-299000000.0,232000000.0,1143000000.0,2320000000.0,0.0,,-34000000.0,-353000000.0,5478000000.0,6351000000.0,6213000000.0,1186000000,32536000000.0,-367000000.0,-441000000.0,-49000000.0,768000000,3630000000,50586000000.0,379000000.0,45108000000.0,38887000000.0,1209000000.0,385000000,1577000000.0,11699000000.0,2387000000.0,3046000000.0,60000000.0,1805000000.0,,-919000000.0,1243000000.0,40000000.0,228000000.0,53000000.0,1013000000.0,379000000.0,5317000000.0,475000000.0,163000000.0,7293000000.0,20458000000.0,,,,,,,,,,
2014-06-30,419000000.0,419000000.0,-52000000.0,63000000.0,-11000000.0,33887000000.0,224000000.0,228000000.0,0.0,3945000000.0,-1269000000.0,764000000.0,227000000.0,336000000.0,,-11000000.0,-14811000000.0,2174000000.0,694000000.0,191000000.0,244000000.0,48698000000.0,,0.0,-317000000.0,69000000.0,852000000.0,2446000000.0,71000000.0,,266000000.0,-351000000.0,5561000000.0,7243000000.0,6023000000.0,821000000,32689000000.0,-575000000.0,-262000000.0,-172000000.0,394000000,2813000000,51499000000.0,159000000.0,45938000000.0,39932000000.0,1319000000.0,161000000,2020000000.0,11567000000.0,1977000000.0,3044000000.0,31000000.0,1476000000.0,,-1267000000.0,836000000.0,57000000.0,419000000.0,-311000000.0,1261000000.0,159000000.0,5458000000.0,442000000.0,-161000000.0,7237000000.0,20473000000.0,,,,,,,,,,
2014-09-30,218000000.0,218000000.0,-65000000.0,228000000.0,-8000000.0,34884000000.0,759000000.0,419000000.0,0.0,4220000000.0,-1353000000.0,183000000.0,231000000.0,147000000.0,,-16000000.0,-15048000000.0,2191000000.0,963000000.0,-201000000.0,838000000.0,49932000000.0,,0.0,-417000000.0,143000000.0,848000000.0,2511000000.0,67000000.0,,-6000000.0,-353000000.0,5446000000.0,7579000000.0,6202000000.0,1413000000,33127000000.0,-390000000.0,-859000000.0,-127000000.0,921000000,3050000000,52279000000.0,529000000.0,46833000000.0,40706000000.0,1530000000.0,531000000,2203000000.0,11573000000.0,1652000000.0,3044000000.0,35000000.0,1339000000.0,,-1347000000.0,1398000000.0,69000000.0,218000000.0,-33000000.0,1385000000.0,529000000.0,5477000000.0,477000000.0,-41000000.0,7226000000.0,20666000000.0,,,,,,,,,,
2014-12-31,318000000.0,318000000.0,-3668000000.0,-25000000.0,-140000000.0,36270000000.0,224000000.0,218000000.0,0.0,4150000000.0,-1603000000.0,719000000.0,498000000.0,-169000000.0,570000000.0,-67000000.0,-15136000000.0,669000000.0,1029000000.0,100000000.0,-289000000.0,51406000000.0,,-134000000.0,-416000000.0,5000000.0,952000000.0,1530000000.0,459000000.0,,440000000.0,-352000000.0,5615000000.0,7198000000.0,6095000000.0,1111000000,35172000000.0,-574000000.0,321000000.0,6000000.0,638000000,2943000000,54327000000.0,243000000.0,48712000000.0,42370000000.0,1003000000.0,249000000,464000000.0,11555000000.0,1865000000.0,3044000000.0,-82000000.0,1514000000.0,566000000.0,-1648000000.0,1078000000.0,84000000.0,318000000.0,89000000.0,1410000000.0,243000000.0,5561000000.0,440000000.0,-4000000.0,7444000000.0,21805000000.0,,,,,,,,,,
2015-03-31,275000000.0,275000000.0,-3000000.0,299000000.0,-495000000.0,37226000000.0,839000000.0,318000000.0,0.0,5022000000.0,-1014000000.0,325000000.0,223000000.0,-65000000.0,,-8000000.0,-15494000000.0,1322000000.0,1131000000.0,-43000000.0,337000000.0,52720000000.0,,-3000000.0,-409000000.0,277000000.0,945000000.0,2054000000.0,295000000.0,,-40000000.0,-381000000.0,5053000000.0,8021000000.0,6250000000.0,1476000000,34719000000.0,117000000.0,-304000000.0,10000000.0,1002000000,3409000000,55156000000.0,536000000.0,50103000000.0,42740000000.0,2025000000.0,540000000,1013000000.0,12011000000.0,1899000000.0,3294000000.0,-50000000.0,1589000000.0,,-1499000000.0,1510000000.0,60000000.0,275000000.0,-85000000.0,1227000000.0,536000000.0,5617000000.0,508000000.0,148000000.0,7577000000.0,21353000000.0,,,,,,,,,,
2015-06-30,271000000.0,271000000.0,-158000000.0,190000000.0,-232000000.0,38668000000.0,608000000.0,275000000.0,0.0,3932000000.0,-1356000000.0,552000000.0,221000000.0,279000000.0,,-36000000.0,-15780000000.0,1316000000.0,1029000000.0,-4000000.0,243000000.0,54448000000.0,,3000000.0,-386000000.0,122000000.0,842000000.0,1435000000.0,352000000.0,,22000000.0,-384000000.0,4452000000.0,6736000000.0,6278000000.0,1237000000,36351000000.0,-327000000.0,-249000000.0,60000000.0,773000000,2747000000,55942000000.0,413000000.0,51490000000.0,43087000000.0,1782000000.0,418000000,844000000.0,12422000000.0,1501000000.0,3294000000.0,8000000.0,1334000000.0,527000000.0,-1585000000.0,1246000000.0,56000000.0,271000000.0,-88000000.0,1260000000.0,413000000.0,5585000000.0,473000000.0,-101000000.0,7573000000.0,23054000000.0,,,,,,,,,,
2015-09-30,238000000.0,238000000.0,-734000000.0,305000000.0,-48000000.0,39781000000.0,904000000.0,271000000.0,0.0,4083000000.0,-1262000000.0,-60000000.0,230000000.0,15000000.0,,-73000000.0,-16067000000.0,1159000000.0,1293000000.0,-33000000.0,357000000.0,55848000000.0,,0.0,-501000000.0,304000000.0,705000000.0,1405000000.0,70000000.0,,17000000.0,-385000000.0,4123000000.0,6746000000.0,6487000000.0,1562000000,36577000000.0,31000000.0,-368000000.0,-3000000.0,1123000000,2971000000,56599000000.0,593000000.0,52476000000.0,43323000000.0,1784000000.0,599000000,469000000.0,12592000000.0,1360000000.0,3294000000.0,3000000.0,1289000000.0,553000000.0,-1266000000.0,1611000000.0,11000000.0,238000000.0,-49000000.0,1310000000.0,593000000.0,5624000000.0,488000000.0,-50000000.0,7551000000.0,23245000000.0,,,,,,,,,,
2015-12-31,607000000.0,607000000.0,-397000000.0,111000000.0,-140000000.0,41554000000.0,477000000.0,238000000.0,0.0,5335000000.0,-1943000000.0,1500000000.0,230000000.0,65000000.0,570000000.0,180000000.0,-16222000000.0,606000000.0,1022000000.0,369000000.0,403000000.0,57776000000.0,,0.0,-474000000.0,151000000.0,726000000.0,1544000000.0,69000000.0,,58000000.0,-386000000.0,4191000000.0,8120000000.0,6458000000.0,1126000000,37075000000.0,-921000000.0,-405000000.0,28000000.0,638000000,2556000000,58797000000.0,357000000.0,54606000000.0,45195000000.0,674000000.0,366000000,398000000.0,12664000000.0,1441000000.0,3294000000.0,-67000000.0,1200000000.0,515000000.0,-2153000000.0,1115000000.0,69000000.0,607000000.0,23000000.0,1348000000.0,357000000.0,5774000000.0,477000000.0,-23000000.0,7414000000.0,23616000000.0,,,,,,,,,,
2016-03-31,218000000.0,218000000.0,-1077000000.0,179000000.0,0.0,42623000000.0,710000000.0,607000000.0,0.0,4802000000.0,-1497000000.0,-56000000.0,226000000.0,40000000.0,,113000000.0,-16531000000.0,1069000000.0,1192000000.0,-389000000.0,368000000.0,59154000000.0,,,-463000000.0,131000000.0,670000000.0,1463000000.0,75000000.0,,-21000000.0,-417000000.0,3711000000.0,7518000000.0,6565000000.0,1360000000,37972000000.0,-305000000.0,-393000000.0,132000000.0,882000000,2921000000,59505000000.0,524000000.0,55794000000.0,45490000000.0,1980000000.0,531000000,704000000.0,12880000000.0,1524000000.0,3294000000.0,-3000000.0,1175000000.0,583000000.0,-1525000000.0,1397000000.0,54000000.0,218000000.0,-37000000.0,1304000000.0,524000000.0,5853000000.0,515000000.0,44000000.0,7536000000.0,24186000000.0,,,,,,,,,,
2016-06-30,377000000.0,377000000.0,-95000000.0,152000000.0,0.0,43682000000.0,614000000.0,218000000.0,0.0,4785000000.0,-1663000000.0,1533000000.0,239000000.0,42000000.0,,-3000000.0,-16808000000.0,1103000000.0,826000000.0,159000000.0,341000000.0,60490000000.0,,,-493000000.0,144000000.0,589000000.0,1331000000.0,1383000000.0,,-6000000.0,-432000000.0,4143000000.0,7266000000.0,6585000000.0,1282000000,38651000000.0,-837000000.0,-359000000.0,-163000000.0,781000000,2598000000,61369000000.0,452000000.0,57226000000.0,45917000000.0,1939000000.0,462000000,477000000.0,14252000000.0,1317000000.0,3294000000.0,-524000000.0,1140000000.0,561000000.0,-2200000000.0,1281000000.0,72000000.0,377000000.0,-55000000.0,1351000000.0,452000000.0,5980000000.0,500000000.0,-47000000.0,7666000000.0,24787000000.0,,,,,,,,,,
2016-09-30,251000000.0,251000000.0,-1310000000.0,230000000.0,-4393000000.0,48888000000.0,958000000.0,377000000.0,0.0,6028000000.0,-1376000000.0,3810000000.0,237000000.0,-63000000.0,,-63000000.0,-19394000000.0,1045000000.0,1368000000.0,-126000000.0,300000000.0,68282000000.0,,,-471000000.0,206000000.0,685000000.0,1514000000.0,621000000.0,,-51000000.0,-438000000.0,3799000000.0,9027000000.0,6837000000.0,1595000000,44380000000.0,-8000000.0,-313000000.0,18000000.0,1132000000,3132000000,69599000000.0,690000000.0,65800000000.0,53407000000.0,2248000000.0,728000000,493000000.0,14958000000.0,1455000000.0,6405000000.0,473000000.0,1259000000.0,800000000.0,-5304000000.0,1677000000.0,63000000.0,251000000.0,3000000.0,1516000000.0,690000000.0,6224000000.0,545000000.0,-7000000.0,8675000000.0,28707000000.0,,,,,,,,,,
2016-12-31,261000000.0,261000000.0,-1582000000.0,94000000.0,-28000000.0,49964000000.0,585000000.0,251000000.0,0.0,4864000000.0,-1549000000.0,943000000.0,295000000.0,-305000000.0,618000000.0,-72000000.0,-19592000000.0,487000000.0,741000000.0,10000000.0,413000000.0,69556000000.0,,,-799000000.0,32000000.0,1000000000.0,1453000000.0,1045000000.0,,167000000.0,-440000000.0,4248000000.0,8115000000.0,6854000000.0,1327000000,46655000000.0,-808000000.0,-439000000.0,-473000000.0,819000000,3082000000,71610000000.0,457000000.0,67362000000.0,54770000000.0,852000000.0,491000000,423000000.0,14605000000.0,1668000000.0,6399000000.0,-71000000.0,1523000000.0,798000000.0,-1674000000.0,1414000000.0,61000000.0,261000000.0,186000000.0,1524000000.0,457000000.0,6343000000.0,595000000.0,11000000.0,8602000000.0,30231000000.0,,,,,,,,,,
2017-03-31,486000000.0,486000000.0,-929000000.0,275000000.0,-240000000.0,50716000000.0,949000000.0,261000000.0,0.0,5018000000.0,-1435000000.0,559000000.0,292000000.0,136000000.0,,-67000000.0,-20012000000.0,2339000000.0,1360000000.0,225000000.0,756000000.0,70728000000.0,,,-735000000.0,250000000.0,724000000.0,1321000000.0,79000000.0,,-68000000.0,-474000000.0,4285000000.0,7842000000.0,7023000000.0,1789000000,47829000000.0,-75000000.0,-786000000.0,-44000000.0,1125000000,3384000000,72852000000.0,632000000.0,68567000000.0,55671000000.0,5091000000.0,674000000,776000000.0,14917000000.0,1601000000.0,6399000000.0,11000000.0,1361000000.0,779000000.0,-1694000000.0,1783000000.0,116000000.0,486000000.0,-140000000.0,1453000000.0,632000000.0,6674000000.0,658000000.0,61000000.0,8897000000.0,31096000000.0,,,,,,,,,,
2017-06-30,260000000.0,260000000.0,117000000.0,136000000.0,-292000000.0,51748000000.0,553000000.0,486000000.0,0.0,6883000000.0,-1313000000.0,404000000.0,308000000.0,171000000.0,,-95000000.0,-20415000000.0,2499000000.0,992000000.0,-226000000.0,363000000.0,72163000000.0,,,-682000000.0,156000000.0,695000000.0,1199000000.0,77000000.0,,12000000.0,-475000000.0,3911000000.0,9502000000.0,6938000000.0,1328000000,47195000000.0,-321000000.0,-370000000.0,-133000000.0,801000000,2813000000,73902000000.0,390000000.0,69991000000.0,56697000000.0,5138000000.0,417000000,787000000.0,14973000000.0,1377000000.0,6399000000.0,-10000000.0,1242000000.0,725000000.0,-1622000000.0,1436000000.0,60000000.0,260000000.0,-71000000.0,1469000000.0,390000000.0,6858000000.0,635000000.0,-40000000.0,9099000000.0,30155000000.0,,,,,,,,,,
2017-09-30,227000000.0,227000000.0,-1062000000.0,272000000.0,-154000000.0,52811000000.0,968000000.0,260000000.0,0.0,5848000000.0,-1374000000.0,212000000.0,305000000.0,-60000000.0,,-67000000.0,-20799000000.0,2582000000.0,1312000000.0,-33000000.0,377000000.0,73610000000.0,,,-628000000.0,246000000.0,757000000.0,1111000000.0,1077000000.0,,-23000000.0,-486000000.0,3994000000.0,8559000000.0,7119000000.0,1758000000,48330000000.0,-62000000.0,-399000000.0,-107000000.0,1200000000,3179000000,75391000000.0,665000000.0,71397000000.0,56889000000.0,5159000000.0,696000000,736000000.0,16280000000.0,1332000000.0,6405000000.0,-7000000.0,1292000000.0,843000000.0,-1557000000.0,1847000000.0,73000000.0,227000000.0,53000000.0,1527000000.0,665000000.0,7096000000.0,647000000.0,-55000000.0,9379000000.0,30886000000.0,,,,,,,,,,
2017-12-31,120000000.0,120000000.0,52000000.0,-850000000.0,-89000000.0,53758000000.0,620000000.0,227000000.0,0.0,6376000000.0,-1382000000.0,128000000.0,300000000.0,-350000000.0,685000000.0,-58000000.0,-21065000000.0,581000000.0,885000000.0,-107000000.0,335000000.0,74823000000.0,,,-659000000.0,-655000000.0,875000000.0,1537000000.0,87000000.0,,58000000.0,-496000000.0,4334000000.0,9636000000.0,7936000000.0,1404000000,47579000000.0,-497000000.0,-385000000.0,-475000000.0,1004000000,3210000000,76585000000.0,1449000000.0,72251000000.0,57215000000.0,863000000.0,1470000000,691000000.0,17142000000.0,1573000000.0,6405000000.0,103000000.0,1660000000.0,848000000.0,-1120000000.0,1637000000.0,-84000000.0,120000000.0,69000000.0,1477000000.0,1449000000.0,6964000000.0,633000000.0,49000000.0,4523000000.0,30948000000.0,,,,,,,,,,
2018-03-31,189000000.0,189000000.0,-1765000000.0,135000000.0,-94000000.0,54129000000.0,661000000.0,185000000.0,0.0,6316000000.0,-1103000000.0,100000000.0,314000000.0,47000000.0,,-72000000.0,-21503000000.0,2809000000.0,1232000000.0,149000000.0,419000000.0,75632000000.0,,,-1551000000.0,131000000.0,702000000.0,2321000000.0,581000000.0,,13000000.0,-544000000.0,4281000000.0,9339000000.0,8924000000.0,1473000000,47973000000.0,129000000.0,-453000000.0,-181000000.0,875000000,3466000000,77354000000.0,503000000.0,73073000000.0,57312000000.0,5157000000.0,526000000,974000000.0,17689000000.0,1894000000.0,6405000000.0,4000000.0,1615000000.0,,-1183000000.0,1572000000.0,100000000.0,334000000.0,-57000000.0,1367000000.0,503000000.0,7032000000.0,697000000.0,104000000.0,4719000000.0,31120000000.0,,,,,,,,,,
2018-06-30,190000000.0,190000000.0,-1628000000.0,88000000.0,-91000000.0,54604000000.0,566000000.0,334000000.0,0.0,5695000000.0,-943000000.0,-120000000.0,361000000.0,111000000.0,,-51000000.0,-21854000000.0,2853000000.0,1193000000.0,20000000.0,425000000.0,76458000000.0,,,-1538000000.0,98000000.0,660000000.0,2563000000.0,81000000.0,,155000000.0,-545000000.0,4610000000.0,8918000000.0,8820000000.0,1390000000,49121000000.0,250000000.0,-437000000.0,-72000000.0,742000000,3088000000,78075000000.0,449000000.0,73465000000.0,58039000000.0,5097000000.0,478000000,1348000000.0,18064000000.0,1717000000.0,6405000000.0,-7000000.0,1510000000.0,,-1053000000.0,1371000000.0,185000000.0,354000000.0,-94000000.0,1429000000.0,449000000.0,7208000000.0,629000000.0,-73000000.0,4844000000.0,32115000000.0,,,,,,,,,,
2018-09-30,310000000.0,310000000.0,-1574000000.0,262000000.0,-205000000.0,54185000000.0,1145000000.0,354000000.0,0.0,6036000000.0,-1065000000.0,-120000000.0,378000000.0,-29000000.0,,-75000000.0,-22005000000.0,2842000000.0,1286000000.0,33000000.0,457000000.0,76190000000.0,,,-1520000000.0,257000000.0,587000000.0,2589000000.0,75000000.0,,52000000.0,-546000000.0,5702000000.0,9212000000.0,9128000000.0,2123000000,49444000000.0,221000000.0,-474000000.0,-8000000.0,1150000000,3451000000,79082000000.0,854000000.0,73380000000.0,58656000000.0,5031000000.0,883000000,1237000000.0,18470000000.0,1598000000.0,6410000000.0,-2000000.0,1539000000.0,,-1133000000.0,1853000000.0,373000000.0,387000000.0,-16000000.0,1455000000.0,854000000.0,7627000000.0,703000000.0,-68000000.0,5079000000.0,32188000000.0,,,,,,,,,,
2018-12-31,268000000.0,268000000.0,-5129000000.0,95000000.0,-189000000.0,54560000000.0,757000000.0,387000000.0,0.0,4031000000.0,-1143000000.0,-2069000000.0,440000000.0,-239000000.0,670000000.0,-80000000.0,-22018000000.0,598000000.0,1062000000.0,4000000.0,503000000.0,76578000000.0,,,-1700000000.0,31000000.0,914000000.0,1866000000.0,1728000000.0,,-120000000.0,-550000000.0,5161000000.0,7647000000.0,9219000000.0,1710000000,48219000000.0,-81000000.0,-530000000.0,20000000.0,834000000,3361000000,77914000000.0,641000000.0,72753000000.0,55866000000.0,541000000.0,662000000,1130000000.0,20107000000.0,1853000000.0,6410000000.0,2425000000.0,1749000000.0,836000000.0,1011000000.0,1508000000.0,363000000.0,391000000.0,234000000.0,1418000000.0,641000000.0,6560000000.0,674000000.0,8000000.0,5116000000.0,31144000000.0,,,,,,,,,,
2019-03-31,422000000.0,422000000.0,-2330000000.0,114000000.0,-98000000.0,67053000000.0,-563000000.0,391000000.0,0.0,5492000000.0,-1002000000.0,-383000000.0,469000000.0,153000000.0,887000000.0,-72000000.0,-26918000000.0,2234000000.0,1171000000.0,236000000.0,506000000.0,93971000000.0,,,-1731000000.0,106000000.0,920000000.0,2407000000.0,247000000.0,,-124000000.0,-733000000.0,5975000000.0,9776000000.0,7806000000.0,640000000,62679000000.0,169000000.0,-494000000.0,-420000000.0,353000000,3858000000,100054000000.0,-680000000.0,94079000000.0,72455000000.0,3508000000.0,-677000000,1457000000.0,26909000000.0,2562000000.0,8960000000.0,536000000.0,2236000000.0,957000000.0,-552000000.0,1296000000.0,-447000000.0,627000000.0,-284000000.0,1657000000.0,-680000000.0,7370000000.0,943000000.0,53000000.0,6108000000.0,36861000000.0,,,,,,,,,,
2019-06-30,382000000.0,382000000.0,-1161000000.0,43000000.0,-186000000.0,67609000000.0,101000000.0,627000000.0,1596000000.0,4911000000.0,-1110000000.0,72000000.0,452000000.0,339000000.0,878000000.0,-24000000.0,-27732000000.0,903000000.0,1142000000.0,-67000000.0,376000000.0,95341000000.0,,,-1683000000.0,1000000.0,787000000.0,2682000000.0,1660000000.0,,424000000.0,-736000000.0,5727000000.0,9503000000.0,7124000000.0,1214000000,62938000000.0,32000000.0,-394000000.0,-121000000.0,461000000,3970000000,100822000000.0,54000000.0,95095000000.0,72441000000.0,1297000000.0,58000000,1525000000.0,27697000000.0,2564000000.0,8985000000.0,33000000.0,1908000000.0,1123000000.0,-1281000000.0,1406000000.0,92000000.0,560000000.0,-162000000.0,1724000000.0,54000000.0,7596000000.0,945000000.0,-67000000.0,6185000000.0,36648000000.0,,,,,,,,,,
2019-09-30,378000000.0,378000000.0,-5217000000.0,51000000.0,-86000000.0,68433000000.0,1036000000.0,560000000.0,1596000000.0,7244000000.0,-1295000000.0,-189000000.0,451000000.0,-138000000.0,773000000.0,-67000000.0,-28144000000.0,862000000.0,1396000000.0,-120000000.0,429000000.0,96577000000.0,,,-1777000000.0,5000000.0,791000000.0,2893000000.0,1477000000.0,,-38000000.0,-755000000.0,6269000000.0,12191000000.0,7336000000.0,2250000000,60211000000.0,101000000.0,-442000000.0,-205000000.0,1399000000,4269000000,102359000000.0,968000000.0,96090000000.0,72402000000.0,1467000000.0,985000000,1135000000.0,29286000000.0,1948000000.0,8986000000.0,67000000.0,1972000000.0,1263000000.0,-1327000000.0,2321000000.0,88000000.0,440000000.0,0.0,1800000000.0,975000000.0,7757000000.0,922000000.0,-92000000.0,6198000000.0,33635000000.0,,,,,,,,,,
