date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses
1995-03-31,,,1416000000.0,1180000000.0,681000000.0,2324000000.0,0.13,,10007000000.0,,0.0,126000000.0,-3412000000.0,639000000.0,2510000000.0,1290000000.0,7000000.0,,170000000.0,714000000.0,,-513000000.0,41000000.0,,294000000.0,6976000000.0,51000000.0,758000000.0,-793000000.0,3557000000,,9236000000.0,1267000000,527000000.0,5824000000.0,,962000000.0,,97000000.0,1220000000.0,110000000.0,-150000000.0,1577000000,310000000.0,7683000000.0,1627000000.0,-35000000.0,387000000.0,,3276000000.0,6824000000.0,14910000000.0,889000000.0,8086000000.0,0.13,821000000.0,-76000000.0,1948000000.0,,,2262000000.0,0.0,4903000000.0,889000000.0,889000000,-699000000.0,1324000000.0,1290000000.0,404000000.0,-155000000.0,402000000.0,156000000.0,1609000000.0,-25000000.0,6976000000.0,2340000000.0,961000000.0
1995-06-30,,,1399000000.0,1290000000.0,763000000.0,2395000000.0,0.13,,10667000000.0,,0.0,131000000.0,-3657000000.0,507000000.0,1988000000.0,1023000000.0,10000000.0,,-126000000.0,736000000.0,,-478000000.0,70000000.0,,316000000.0,7104000000.0,-634000000.0,800000000.0,-821000000.0,3894000000,,9977000000.0,1326000000,520000000.0,6320000000.0,,1034000000.0,,39000000.0,965000000.0,-267000000.0,-500000000.0,1638000000,312000000.0,8272000000.0,1433000000.0,-21000000.0,447000000.0,,3373000000.0,7004000000.0,15473000000.0,879000000.0,8469000000.0,0.13,600000000.0,-22000000.0,2089000000.0,,,2149000000.0,0.0,4806000000.0,879000000.0,879000000,-433000000.0,1527000000.0,1023000000.0,411000000.0,-203000000.0,422000000.0,83000000.0,1805000000.0,-25000000.0,7104000000.0,2884000000.0,1096000000.0
1995-09-30,,,1483000000.0,1023000000.0,774000000.0,2449000000.0,0.14,,11126000000.0,,0.0,162000000.0,-3980000000.0,927000000.0,1954000000.0,1327000000.0,7000000.0,,961000000.0,941000000.0,,-718000000.0,74000000.0,,334000000.0,7112000000.0,173000000.0,662000000.0,-956000000.0,4171000000,,10881000000.0,1389000000,552000000.0,6901000000.0,,1151000000.0,,111000000.0,627000000.0,304000000.0,-321000000.0,1761000000,372000000.0,8677000000.0,1714000000.0,-294000000.0,440000000.0,,4162000000.0,8024000000.0,17002000000.0,931000000.0,8978000000.0,0.14,854000000.0,0.0,2163000000.0,,,2077000000.0,0.0,5876000000.0,931000000.0,931000000,-531000000.0,2110000000.0,1327000000.0,401000000.0,-583000000.0,459000000.0,101000000.0,2008000000.0,-33000000.0,7112000000.0,3361000000.0,1143000000.0
1995-12-31,,,1340000000.0,1327000000.0,921000000.0,2583000000.0,,,12140000000.0,,0.0,111000000.0,-4321000000.0,346000000.0,2458000000.0,1463000000.0,5000000.0,,-13000000.0,864000000.0,,369000000.0,161000000.0,,352000000.0,,-646000000.0,1806000000.0,-980000000.0,4580000000,,11792000000.0,1270000000,473000000.0,7471000000.0,,1105000000.0,,30000000.0,995000000.0,136000000.0,-63000000.0,1655000000,385000000.0,9557000000.0,1745000000.0,826000000.0,569000000.0,,3619000000.0,8097000000.0,17504000000.0,867000000.0,9407000000.0,,725000000.0,-31000000.0,2191000000.0,,,1936000000.0,0.0,5364000000.0,867000000.0,867000000,-1024000000.0,2004000000.0,1463000000.0,400000000.0,106000000.0,620000000.0,-340000000.0,2389000000.0,-33000000.0,,3116000000.0,1304000000.0
1996-03-31,,,1376000000.0,1463000000.0,918000000.0,2646000000.0,0.13,,12901000000.0,,-11000000.0,151000000.0,-4671000000.0,426000000.0,3425000000.0,1955000000.0,5000000.0,,,761000000.0,,204000000.0,48000000.0,,401000000.0,7040000000.0,-76000000.0,1585000000.0,-832000000.0,4644000000,,12535000000.0,1305000000,482000000.0,7864000000.0,,1247000000.0,,111000000.0,1470000000.0,492000000.0,-234000000.0,1716000000,411000000.0,10255000000.0,1808000000.0,753000000.0,517000000.0,,3510000000.0,8632000000.0,18219000000.0,894000000.0,9587000000.0,0.14,734000000.0,-174000000.0,2223000000.0,,,1723000000.0,0.0,5318000000.0,894000000.0,894000000,-1017000000.0,1544000000.0,1955000000.0,398000000.0,460000000.0,676000000.0,76000000.0,2421000000.0,-33000000.0,7040000000.0,3101000000.0,1076000000.0
1996-06-30,,,1601000000.0,1955000000.0,956000000.0,2747000000.0,0.15,,13884000000.0,,11000000.0,114000000.0,-5074000000.0,241000000.0,4715000000.0,2809000000.0,3000000.0,,,756000000.0,,664000000.0,55000000.0,,438000000.0,7104000000.0,-294000000.0,2237000000.0,-772000000.0,4621000000,,13216000000.0,1515000000,560000000.0,8142000000.0,,1121000000.0,,59000000.0,1906000000.0,854000000.0,-135000000.0,1977000000,462000000.0,11137000000.0,1903000000.0,1465000000.0,518000000.0,,3513000000.0,9625000000.0,19300000000.0,1041000000.0,9675000000.0,0.16,750000000.0,-328000000.0,2471000000.0,,,1533000000.0,0.0,5416000000.0,1041000000.0,1041000000,-1089000000.0,1479000000.0,2809000000.0,399000000.0,65000000.0,754000000.0,89000000.0,2150000000.0,-33000000.0,7104000000.0,2900000000.0,1395000000.0
1996-09-30,,,2018000000.0,2809000000.0,1014000000.0,2830000000.0,0.19,,14964000000.0,,-40000000.0,107000000.0,-5363000000.0,409000000.0,5820000000.0,3513000000.0,6000000.0,,,790000000.0,,-252000000.0,55000000.0,,449000000.0,7080000000.0,-60000000.0,1664000000.0,-630000000.0,5142000000,,13621000000.0,1927000000,706000000.0,8258000000.0,,1145000000.0,35000000.0,111000000.0,2307000000.0,704000000.0,-598000000.0,2423000000,496000000.0,12134000000.0,2102000000.0,1034000000.0,565000000.0,,4006000000.0,11215000000.0,21072000000.0,1312000000.0,9857000000.0,0.2,547000000.0,-230000000.0,2941000000.0,,,1599000000.0,0.0,6108000000.0,1312000000.0,1312000000,-900000000.0,1370000000.0,3513000000.0,702000000.0,109000000.0,853000000.0,97000000.0,2201000000.0,-41000000.0,7080000000.0,3488000000.0,1662000000.0
1996-12-31,,,2939000000.0,3513000000.0,1242000000.0,2897000000.0,,,16872000000.0,,40000000.0,191000000.0,-5775000000.0,389000000.0,7907000000.0,4165000000.0,11000000.0,,,969000000.0,,674000000.0,21000000.0,,520000000.0,,-343000000.0,3257000000.0,-790000000.0,6440000000,,14262000000.0,2806000000,1029000000.0,8487000000.0,,1460000000.0,91000000.0,36000000.0,3742000000.0,652000000.0,-335000000.0,3325000000,519000000.0,13975000000.0,2000000000.0,2467000000.0,722000000.0,,4863000000.0,13684000000.0,23735000000.0,1910000000.0,10051000000.0,,275000000.0,-3951000000.0,4048000000.0,,,1564000000.0,0.0,6863000000.0,1910000000.0,1910000000,-2262000000.0,1293000000.0,4165000000.0,728000000.0,77000000.0,997000000.0,-262000000.0,2392000000.0,-41000000.0,,3723000000.0,2045000000.0
1997-03-31,,,3075000000.0,4165000000.0,1274000000.0,2996000000.0,0.28,,17108000000.0,,0.0,290000000.0,-6170000000.0,713000000.0,8353000000.0,3824000000.0,7000000.0,,1367000000.0,1044000000.0,,-389000000.0,33000000.0,,581000000.0,7200000000.0,-878000000.0,2222000000.0,-789000000.0,6448000000,,14902000000.0,2867000000,1092000000.0,8732000000.0,,1959000000.0,51000000.0,247000000.0,4529000000.0,-341000000.0,-1176000000.0,3388000000,521000000.0,14112000000.0,2493000000.0,1433000000.0,693000000.0,,5501000000.0,14581000000.0,25102000000.0,1983000000.0,10521000000.0,0.31,1017000000.0,-2263000000.0,4141000000.0,,,1789000000.0,0.0,7994000000.0,1983000000.0,1983000000,-1685000000.0,1373000000.0,3824000000.0,481000000.0,-80000000.0,995000000.0,215000000.0,2307000000.0,-41000000.0,7200000000.0,3984000000.0,1785000000.0
1997-06-30,,,2550000000.0,3824000000.0,1279000000.0,3001000000.0,0.23,,17406000000.0,,0.0,318000000.0,-6661000000.0,181000000.0,7887000000.0,4002000000.0,7000000.0,,1773000000.0,1022000000.0,,-260000000.0,48000000.0,,575000000.0,7188000000.0,-1420000000.0,1911000000.0,-969000000.0,5960000000,,15833000000.0,2338000000,905000000.0,9172000000.0,,1092000000.0,,98000000.0,3885000000.0,178000000.0,-945000000.0,2867000000,529000000.0,14405000000.0,3106000000.0,942000000.0,704000000.0,,4635000000.0,14189000000.0,25147000000.0,1645000000.0,10958000000.0,0.26,1566000000.0,-1117000000.0,3617000000.0,,,1786000000.0,0.0,7741000000.0,1645000000.0,1645000000,-313000000.0,1443000000.0,4002000000.0,468000000.0,-70000000.0,1072000000.0,0.0,2343000000.0,-41000000.0,7188000000.0,3950000000.0,2340000000.0
1997-09-30,,,2440000000.0,4002000000.0,1262000000.0,3389000000.0,0.22,,19946000000.0,,0.0,332000000.0,-7067000000.0,297000000.0,8774000000.0,4985000000.0,6000000.0,,2017000000.0,1197000000.0,,254000000.0,7000000.0,,586000000.0,7188000000.0,-90000000.0,2400000000.0,-1159000000.0,6155000000,,16812000000.0,2289000000,866000000.0,9745000000.0,,1328000000.0,,174000000.0,3789000000.0,983000000.0,-251000000.0,2848000000,559000000.0,16557000000.0,2091000000.0,1241000000.0,676000000.0,,5164000000.0,15140000000.0,27201000000.0,1574000000.0,12061000000.0,0.24,582000000.0,-2185000000.0,3551000000.0,,,2316000000.0,0.0,7255000000.0,1574000000.0,1574000000,-1327000000.0,1507000000.0,4985000000.0,386000000.0,-64000000.0,1123000000.0,0.0,2604000000.0,-49000000.0,7188000000.0,3921000000.0,2342000000.0
1997-12-31,,,2594000000.0,4985000000.0,1423000000.0,3311000000.0,,,19295000000.0,,0.0,324000000.0,-7461000000.0,322000000.0,9732000000.0,4102000000.0,7000000.0,,1709000000.0,1407000000.0,,1257000000.0,-82000000.0,,605000000.0,,-824000000.0,3475000000.0,-1584000000.0,6507000000,,18127000000.0,2393000000,851000000.0,10666000000.0,,1681000000.0,-106000000.0,126000000.0,5630000000.0,-883000000.0,-1000000000.0,2976000000,583000000.0,15984000000.0,3565000000.0,1891000000.0,818000000.0,,6020000000.0,15867000000.0,28880000000.0,1743000000.0,13013000000.0,,2041000000.0,-3659000000.0,3816000000.0,,,2347000000.0,0.0,9585000000.0,1743000000.0,1743000000,-3534000000.0,1697000000.0,4102000000.0,448000000.0,-190000000.0,1076000000.0,0.0,2691000000.0,-49000000.0,,3438000000.0,2610000000.0
1998-03-31,,,1981000000.0,4102000000.0,1306000000.0,4955000000.0,0.18,,21585000000.0,,0.0,350000000.0,-7876000000.0,365000000.0,10329000000.0,5073000000.0,7000000.0,,2461000000.0,1324000000.0,155000000.0,-63000000.0,36000000.0,,595000000.0,6564000000.0,34000000.0,2069000000.0,-1450000000.0,6001000000,,19013000000.0,1946000000,708000000.0,11137000000.0,,2035000000.0,,1819000000.0,5256000000.0,971000000.0,-1792000000.0,2576000000,630000000.0,16475000000.0,2790000000.0,619000000.0,711000000.0,,5854000000.0,16272000000.0,30229000000.0,1273000000.0,13957000000.0,0.2,1185000000.0,-2143000000.0,3252000000.0,,,2820000000.0,0.0,8644000000.0,1273000000.0,1273000000,-1132000000.0,1821000000.0,5073000000.0,441000000.0,-111000000.0,1164000000.0,-165000000.0,2749000000.0,-49000000.0,7100000000.0,3092000000.0,2130000000.0
1998-06-30,,,1750000000.0,5073000000.0,1294000000.0,4853000000.0,0.17,,21733000000.0,,0.0,465000000.0,-8300000000.0,242000000.0,7409000000.0,1887000000.0,8000000.0,,2302000000.0,1092000000.0,216000000.0,-1572000000.0,69000000.0,,623000000.0,6764000000.0,-1805000000.0,404000000.0,-1702000000.0,5927000000,,20303000000.0,1606000000,578000000.0,12003000000.0,,567000000.0,,87000000.0,5522000000.0,-3186000000.0,-1739000000.0,2280000000,674000000.0,16664000000.0,2431000000.0,-1298000000.0,671000000.0,,4254000000.0,13368000000.0,28418000000.0,1172000000.0,15050000000.0,0.18,711000000.0,-2385000000.0,2900000000.0,,,3047000000.0,0.0,6685000000.0,1172000000.0,1172000000,-1785000000.0,1703000000.0,1887000000.0,472000000.0,157000000.0,1248000000.0,0.0,3027000000.0,-51000000.0,7076000000.0,3126000000.0,2353000000.0
1998-09-30,,,2326000000.0,1887000000.0,1383000000.0,4775000000.0,0.23,,21799000000.0,,0.0,451000000.0,-8885000000.0,192000000.0,8419000000.0,2900000000.0,8000000.0,,2120000000.0,1205000000.0,182000000.0,639000000.0,-38000000.0,,617000000.0,6712000000.0,-1554000000.0,2988000000.0,-722000000.0,6731000000,,20748000000.0,2156000000,767000000.0,11863000000.0,,1269000000.0,,135000000.0,5519000000.0,1013000000.0,-1717000000.0,2890000000,734000000.0,16842000000.0,2333000000.0,2266000000.0,766000000.0,,5256000000.0,14713000000.0,29388000000.0,1559000000.0,14675000000.0,0.24,588000000.0,-1819000000.0,3539000000.0,,,2812000000.0,40000000.0,7589000000.0,1559000000.0,1559000000,-421000000.0,1578000000.0,2900000000.0,583000000.0,125000000.0,1162000000.0,0.0,3192000000.0,-50000000.0,7012000000.0,3636000000.0,2590000000.0
1998-12-31,,,3080000000.0,2900000000.0,1602000000.0,4822000000.0,,,23377000000.0,,0.0,438000000.0,-9459000000.0,159000000.0,7310000000.0,2038000000.0,11000000.0,,1999000000.0,1244000000.0,603000000.0,788000000.0,10000000.0,,674000000.0,,-1424000000.0,3730000000.0,-589000000.0,7614000000,,21068000000.0,2836000000,1016000000.0,11609000000.0,,1564000000.0,,126000000.0,5272000000.0,-862000000.0,-1537000000.0,3605000000,769000000.0,17952000000.0,2290000000.0,3141000000.0,928000000.0,,5804000000.0,13475000000.0,31471000000.0,2064000000.0,17996000000.0,,201000000.0,-4578000000.0,4438000000.0,,,6387000000.0,-40000000.0,8094000000.0,2064000000.0,2064000000,-3168000000.0,1582000000.0,2038000000.0,702000000.0,-4000000.0,1387000000.0,0.0,3176000000.0,-67000000.0,,3527000000.0,2837000000.0
1999-03-31,,,2984000000.0,2038000000.0,1554000000.0,5025000000.0,0.29,,24726000000.0,,0.0,187000000.0,-10028000000.0,182000000.0,10589000000.0,2503000000.0,9000000.0,,1702000000.0,1449000000.0,870000000.0,6000000.0,-81000000.0,,663000000.0,6648000000.0,-1107000000.0,2733000000.0,-807000000.0,7103000000,,21520000000.0,2637000000,985000000.0,11492000000.0,,2113000000.0,,207000000.0,8086000000.0,465000000.0,-1297000000.0,3429000000,792000000.0,18831000000.0,2151000000.0,1926000000.0,891000000.0,,6216000000.0,16449000000.0,33093000000.0,1999000000.0,16644000000.0,0.3,0.0,-2056000000.0,4191000000.0,,,5152000000.0,0.0,8367000000.0,1999000000.0,1999000000,-1161000000.0,1708000000.0,2503000000.0,699000000.0,-115000000.0,1452000000.0,200000000.0,2912000000.0,-67000000.0,6956000000.0,3319000000.0,2472000000.0
1999-06-30,,,2610000000.0,2503000000.0,1655000000.0,4819000000.0,0.26,,25472000000.0,,0.0,177000000.0,-10586000000.0,135000000.0,10609000000.0,3599000000.0,11000000.0,,3238000000.0,1354000000.0,1130000000.0,-1110000000.0,-58000000.0,,731000000.0,6620000000.0,-1569000000.0,1442000000.0,-766000000.0,6746000000,,21998000000.0,2320000000,861000000.0,11412000000.0,,1142000000.0,,79000000.0,7010000000.0,1096000000.0,-1501000000.0,3111000000,791000000.0,19523000000.0,2212000000.0,676000000.0,924000000.0,,5117000000.0,16473000000.0,32801000000.0,1749000000.0,16328000000.0,0.27,0.0,-1249000000.0,3975000000.0,,,4916000000.0,0.0,7329000000.0,1749000000.0,1749000000,1223000000.0,1763000000.0,3599000000.0,666000000.0,-55000000.0,1546000000.0,153000000.0,2771000000.0,-100000000.0,6892000000.0,3265000000.0,2486000000.0
1999-09-30,3114000000.0,,2372000000.0,3599000000.0,1913000000.0,7215000000.0,0.21,,29182000000.0,,0.0,191000000.0,-11264000000.0,164000000.0,11891000000.0,3512000000.0,8000000.0,,1716000000.0,1566000000.0,2059000000.0,1578000000.0,-77000000.0,,840000000.0,6650000000.0,-755000000.0,3735000000.0,-1889000000.0,7328000000,,22858000000.0,2389000000,914000000.0,11594000000.0,,1766000000.0,,227000000.0,8379000000.0,-87000000.0,-911000000.0,3314000000,925000000.0,19908000000.0,3367000000.0,1846000000.0,952000000.0,,6389000000.0,17916000000.0,38938000000.0,1458000000.0,21022000000.0,0.22,261000000.0,-2894000000.0,4302000000.0,,,6314000000.0,0.0,9756000000.0,1458000000.0,1458000000,-3067000000.0,1626000000.0,3512000000.0,884000000.0,187000000.0,2222000000.0,-161000000.0,3026000000.0,-99000000.0,6944000000.0,3494000000.0,2893000000.0
1999-12-31,4934000000.0,,3262000000.0,3512000000.0,2223000000.0,7316000000.0,,,32535000000.0,,-2979000000.0,180000000.0,-11842000000.0,230000000.0,11788000000.0,3695000000.0,8000000.0,,1331000000.0,1370000000.0,3791000000.0,467000000.0,-3000000.0,,877000000.0,,-797000000.0,3425000000.0,59000000.0,8212000000,,23557000000.0,2813000000,1154000000.0,11715000000.0,,2304000000.0,,50000000.0,8093000000.0,183000000.0,-903000000.0,3902000000,1089000000.0,21428000000.0,4215000000.0,3484000000.0,1105000000.0,,7099000000.0,17819000000.0,43849000000.0,2108000000.0,26030000000.0,,130000000.0,-856000000.0,5036000000.0,,,9381000000.0,0.0,11314000000.0,2108000000.0,2108000000,-2445000000.0,1478000000.0,3695000000.0,955000000.0,152000000.0,3130000000.0,295000000.0,3176000000.0,-100000000.0,,3700000000.0,3195000000.0
2000-03-31,5978000000.0,,3194000000.0,3695000000.0,2388000000.0,7748000000.0,0.39,,36103000000.0,,-293000000.0,268000000.0,-12240000000.0,373000000.0,11216000000.0,6204000000.0,12000000.0,,4900000000.0,1760000000.0,5084000000.0,-138000000.0,-115000000.0,,951000000.0,6682000000.0,-672000000.0,3281000000.0,-1074000000.0,7993000000,,24119000000.0,2616000000,498000000.0,11879000000.0,,2079000000.0,,331000000.0,5012000000.0,2509000000.0,-1000000000.0,3826000000,1210000000.0,23271000000.0,4618000000.0,2207000000.0,1124000000.0,,7090000000.0,17408000000.0,47811000000.0,2696000000.0,30403000000.0,0.41,0.0,-2227000000.0,5004000000.0,,,12546000000.0,0.0,11708000000.0,2696000000.0,2696000000,-100000000.0,1537000000.0,6204000000.0,868000000.0,-44000000.0,3750000000.0,384000000.0,2989000000.0,-100000000.0,6994000000.0,3678000000.0,2878000000.0
2000-06-30,6240000000.0,,4749000000.0,6204000000.0,2588000000.0,7941000000.0,0.45,,36620000000.0,,-40000000.0,245000000.0,-12578000000.0,385000000.0,13644000000.0,7308000000.0,9000000.0,,4255000000.0,1968000000.0,2976000000.0,909000000.0,27000000.0,,971000000.0,6710000000.0,-917000000.0,3156000000.0,-1252000000.0,8300000000,,24902000000.0,2429000000,1612000000.0,12324000000.0,,2349000000.0,,161000000.0,6336000000.0,1104000000.0,-1001000000.0,3587000000,1158000000.0,25703000000.0,3564000000.0,1904000000.0,1223000000.0,,8336000000.0,20550000000.0,48520000000.0,3137000000.0,27970000000.0,0.47,0.0,-3581000000.0,5017000000.0,,,9406000000.0,0.0,11900000000.0,3137000000.0,3137000000,-1135000000.0,1607000000.0,7308000000.0,870000000.0,-65000000.0,2694000000.0,2131000000.0,3283000000.0,-100000000.0,7005000000.0,4333000000.0,3634000000.0
2000-09-30,6163000000.0,,3823000000.0,7308000000.0,2718000000.0,8643000000.0,0.36,,37705000000.0,,-189000000.0,257000000.0,-12623000000.0,336000000.0,14007000000.0,6434000000.0,5000000.0,,4793000000.0,2360000000.0,1808000000.0,-29000000.0,-20000000.0,,977000000.0,6719000000.0,-944000000.0,3012000000.0,-1925000000.0,8731000000,,26037000000.0,2865000000,1314000000.0,13414000000.0,,2102000000.0,,245000000.0,7573000000.0,-874000000.0,-1005000000.0,4087000000,1222000000.0,27254000000.0,2783000000.0,1087000000.0,1321000000.0,,8525000000.0,21510000000.0,49013000000.0,2509000000.0,27503000000.0,0.37,0.0,-5442000000.0,5583000000.0,,,7926000000.0,0.0,11308000000.0,2509000000.0,2509000000,-2942000000.0,1936000000.0,6434000000.0,610000000.0,-328000000.0,2173000000.0,696000000.0,3148000000.0,-135000000.0,7007000000.0,4574000000.0,3727000000.0
2000-12-31,5941000000.0,,3375000000.0,6434000000.0,2878000000.0,8486000000.0,,,37322000000.0,,-458000000.0,236000000.0,-13240000000.0,378000000.0,13823000000.0,2976000000.0,9000000.0,,3176000000.0,2387000000.0,98000000.0,473000000.0,-22000000.0,,998000000.0,,-978000000.0,3378000000.0,-2423000000.0,8702000000,,28253000000.0,2594000000,1182000000.0,15013000000.0,,1967000000.0,,60000000.0,10847000000.0,-3458000000.0,-1001000000.0,3839000000,1245000000.0,28738000000.0,1973000000.0,955000000.0,1421000000.0,,8650000000.0,21150000000.0,47945000000.0,2193000000.0,26795000000.0,,0.0,-5938000000.0,5472000000.0,,,5841000000.0,0.0,10623000000.0,2193000000.0,2193000000,-5858000000.0,2241000000.0,2976000000.0,707000000.0,-294000000.0,1266000000.0,542000000.0,3230000000.0,-135000000.0,,4129000000.0,3918000000.0
2001-03-31,6071000000.0,,906000000.0,2976000000.0,2735000000.0,8712000000.0,0.07,648000000.0,36918000000.0,,-167000000.0,334000000.0,-14000000000.0,479000000.0,11603000000.0,2861000000.0,12000000.0,,5221000000.0,2369000000.0,-115000000.0,-899000000.0,-20000000.0,,995000000.0,6721000000.0,-750000000.0,1181000000.0,-2664000000.0,6677000000,,30774000000.0,717000000,421000000.0,16774000000.0,,862000000.0,,287000000.0,8742000000.0,-115000000.0,-1001000000.0,2236000000,1519000000.0,28321000000.0,1944000000.0,-1483000000.0,1155000000.0,,7387000000.0,18739000000.0,46249000000.0,485000000.0,27510000000.0,0.07,0.0,-2438000000.0,3452000000.0,,,4665000000.0,0.0,9331000000.0,485000000.0,485000000,-546000000.0,2652000000.0,2861000000.0,704000000.0,-374000000.0,1240000000.0,-32000000.0,3225000000.0,-134000000.0,6899000000.0,3432000000.0,3029000000.0
2001-06-30,6277000000.0,,346000000.0,2861000000.0,2687000000.0,9094000000.0,0.03,549000000.0,36738000000.0,,-82000000.0,280000000.0,-14786000000.0,411000000.0,10565000000.0,3205000000.0,13000000.0,,4356000000.0,2030000000.0,-297000000.0,220000000.0,-120000000.0,,919000000.0,6725000000.0,-827000000.0,2119000000.0,-2144000000.0,6334000000,,32614000000.0,340000000,150000000.0,17828000000.0,,869000000.0,,123000000.0,7360000000.0,344000000.0,,1984000000,1644000000.0,27941000000.0,2073000000.0,-25000000.0,1174000000.0,,6813000000.0,17305000000.0,45624000000.0,196000000.0,28319000000.0,0.03,0.0,-2697000000.0,3027000000.0,,,4214000000.0,0.0,8886000000.0,196000000.0,196000000,-948000000.0,2826000000.0,3205000000.0,928000000.0,-169000000.0,1145000000.0,-141000000.0,3307000000.0,-135000000.0,6889000000.0,2904000000.0,2954000000.0
2001-09-30,5602000000.0,,137000000.0,3205000000.0,2603000000.0,8965000000.0,0.02,507000000.0,35902000000.0,,-66000000.0,237000000.0,-15383000000.0,302000000.0,10217000000.0,4864000000.0,16000000.0,,2812000000.0,1792000000.0,-274000000.0,54000000.0,-113000000.0,,930000000.0,6718000000.0,-993000000.0,2059000000.0,-1365000000.0,6545000000,,33521000000.0,389000000,31000000.0,18138000000.0,,768000000.0,,243000000.0,5353000000.0,1659000000.0,,2052000000,1663000000.0,27211000000.0,2136000000.0,694000000.0,1064000000.0,,6193000000.0,16867000000.0,44231000000.0,106000000.0,27364000000.0,0.02,0.0,-788000000.0,2992000000.0,,,3624000000.0,0.0,8329000000.0,106000000.0,106000000,593000000.0,2351000000.0,4864000000.0,972000000.0,475000000.0,1164000000.0,-362000000.0,3553000000.0,-135000000.0,6876000000.0,3043000000.0,2824000000.0
2001-12-31,5127000000.0,,794000000.0,4864000000.0,2573000000.0,8833000000.0,,418000000.0,35830000000.0,,55000000.0,265000000.0,-16235000000.0,409000000.0,11550000000.0,7970000000.0,15000000.0,,3009000000.0,1769000000.0,-153000000.0,624000000.0,-266000000.0,,952000000.0,,-895000000.0,3295000000.0,-1136000000.0,6983000000,,34356000000.0,1008000000,290000000.0,18121000000.0,,988000000.0,,109000000.0,3580000000.0,3106000000.0,-1003000000.0,2651000000,1643000000.0,27150000000.0,1995000000.0,2159000000.0,1071000000.0,,6570000000.0,17633000000.0,44395000000.0,504000000.0,26762000000.0,,0.0,-1218000000.0,3581000000.0,,,3514000000.0,0.0,8565000000.0,504000000.0,504000000,706000000.0,2253000000.0,7970000000.0,1050000000.0,92000000.0,945000000.0,-294000000.0,3402000000.0,-134000000.0,,2607000000.0,2986000000.0
2002-03-31,4338000000.0,,1317000000.0,7970000000.0,2165000000.0,8828000000.0,0.14,572000000.0,35860000000.0,,-165000000.0,345000000.0,-16515000000.0,412000000.0,10848000000.0,6524000000.0,24000000.0,,1403000000.0,1925000000.0,-141000000.0,-877000000.0,-20000000.0,,982000000.0,6684000000.0,-853000000.0,1528000000.0,-1430000000.0,6781000000,,34829000000.0,1315000000,381000000.0,18314000000.0,,1017000000.0,,289000000.0,4324000000.0,-1446000000.0,-1005000000.0,2611000000,1296000000.0,27173000000.0,1924000000.0,98000000.0,1072000000.0,,6605000000.0,17489000000.0,44389000000.0,936000000.0,26900000000.0,0.14,0.0,-1929000000.0,3480000000.0,,,4248000000.0,0.0,8529000000.0,936000000.0,936000000,-2121000000.0,2480000000.0,6524000000.0,1064000000.0,-227000000.0,860000000.0,-53000000.0,3301000000.0,-134000000.0,6861000000.0,2883000000.0,2679000000.0
