date,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable
2000-09-30,,77245000.0,,,0.0,4096000.0,,375347000.0,0.0,,969563000.0,108553000,-10721000.0,217202000.0,72525000.0,-19122000.0,,115412000.0,5998000.0,,,108649000.0,375347000.0,,2263556000.0,37807000.0,468664000.0,,,38960000.0,99493000.0,1344403000.0,,-1858000.0,-60042000.0,101790000,1086675000,-38285000.0,72545000.0,0.0,-6619000.0,61686000,61686000,,0.0,2467000.0,,869473000.0,,,2160000.0,2191031000.0,,1344403000.0,72525000.0,72525000.0,-2475000.0,6763000.0,,79144000.0,701000.0,,4457000.0,,2694577000.0,61686000,115966000.0,431021000.0,0.0,276095000.0,1719750000.0,70687000.0,,,,,
2000-12-31,,76387000.0,,,0.0,-138780000.0,,371374000.0,,,1020172000.0,88887000,-2022000.0,190922000.0,79128000.0,-6565000.0,227442437.0,108625000.0,-154791000.0,,,102035000.0,371374000.0,,2470521000.0,28636000.0,515823000.0,,0.222228,38102000.0,76361000.0,1484967000.0,,-3179000.0,95497000.0,82297000,887663000,-38285000.0,-82329000.0,0.0,6603000.0,47725000,49861000,224368891.0,0.0,3450000.0,,696741000.0,,,-1898000.0,2391393000.0,,1484967000.0,79128000.0,79128000.0,-2702000.0,6590000.0,0.219225,72525000.0,703000.0,,4038000.0,,2884723000.0,49861000,115311000.0,414202000.0,0.0,260789000.0,1856341000.0,-85508000.0,,,,,
2001-03-31,,79131000.0,,,0.0,-202288000.0,,354729000.0,,,1072223000.0,96045000,0.0,193429000.0,126147000.0,-7131000.0,230953928.0,103931000.0,-134261000.0,,,103931000.0,354729000.0,,2659189000.0,30948000.0,396692000.0,,0.226672,40846000.0,82529000.0,1691723000.0,,-7177000.0,198310000.0,89498000,906836000,-38285000.0,-144160000.0,0.0,47019000.0,51581000,51581000,227557546.0,0.0,3874000.0,,713407000.0,113265000.0,,-4471000.0,2533042000.0,,1691723000.0,126147000.0,126147000.0,-3404000.0,6547000.0,0.223339,79128000.0,755000.0,,2498000.0,,3126974000.0,51581000,,467785000.0,0.0,313674000.0,2046452000.0,-151337000.0,,,,,
2001-06-30,,87409000.0,,,0.0,-133228000.0,,405730000.0,,,1139721000.0,124520000,52000.0,238174000.0,81403000.0,-59090000.0,231914427.0,121625000.0,-127587000.0,,,121625000.0,405730000.0,,2776113000.0,41282000.0,461716000.0,,0.303341,49124000.0,110085000.0,1781161000.0,,-11451000.0,70800000.0,116549000,1120981000,-38285000.0,-56454000.0,0.0,-44744000.0,68803000,68803000,226817406.0,0.0,2474000.0,,882807000.0,119851000.0,,-2800000.0,2715674000.0,,1781161000.0,60439000.0,60439000.0,-3779000.0,7971000.0,0.296674,126147000.0,757000.0,,3664000.0,,3334968000.0,68803000,,558855000.0,0.0,389880000.0,2186891000.0,-67905000.0,,,,,
2001-09-30,,107134000.0,,,0.0,125941000.0,,508749000.0,,,1250247000.0,175582000,-18000.0,312437000.0,239280000.0,-24467000.0,,151809000.0,83497000.0,,,151809000.0,508749000.0,,3043657000.0,52058000.0,544636000.0,,,53096000.0,138822000.0,1884330000.0,,-11561000.0,-45315000.0,160628000,1540034000,-54038000.0,227659000.0,0.0,157877000.0,86764000,86764000,,0.0,2605000.0,,1227597000.0,,,-17909000.0,2804377000.0,,1884330000.0,239280000.0,239280000.0,-3843000.0,14954000.0,,81403000.0,769000.0,,3898000.0,,3652190000.0,86764000,136223000.0,608533000.0,0.0,419214000.0,2393079000.0,216098000.0,,,,,
2001-12-31,500000.0,93378000.0,,,0.0,-246780000.0,,473466000.0,,,1323336000.0,102212000,0.0,228163000.0,31980000.0,-6536000.0,234338822.0,133540000.0,-171947000.0,,,133540000.0,2328151000.0,,3002160000.0,44057000.0,614219000.0,,0.316675,55093000.0,117485000.0,0.0,,-7036000.0,-35001000.0,94623000,1134968000,-38285000.0,-165763000.0,0.0,-207300000.0,73428000,73428000,231872098.0,0.0,3506000.0,,906805000.0,,,25394000.0,2980084000.0,,,22076000.0,22076000.0,-3845000.0,7589000.0,0.313341,239280000.0,771000.0,1854685000.0,2532000.0,,3660806000.0,73428000,136765000.0,658646000.0,0.0,466788000.0,2328151000.0,-172799000.0,,,,,
2002-03-31,,106821000.0,,-7460000.0,0.0,8051000.0,,639682000.0,,,2038731000.0,148519000,-152573000.0,305020000.0,189726000.0,-161262000.0,234338822.0,164412000.0,55901000.0,,,164412000.0,639682000.0,,4390860000.0,53359000.0,698519000.0,,0.230006,68536000.0,142290000.0,2896354000.0,,-8689000.0,214115000.0,140608000,1600065000,-38285000.0,104893000.0,0.0,157746000.0,88931000,88931000,231872098.0,0.0,7058000.0,,1295045000.0,564005000.0,,5244000.0,4201134000.0,,2896354000.0,189726000.0,189726000.0,-4631000.0,7911000.0,0.213339,31980000.0,1463000.0,,3562000.0,,5596654000.0,88931000,,1205794000.0,0.0,573253000.0,3536036000.0,96204000.0,,,,,
2002-06-30,,111623000.0,,-6963000.0,0.0,-287568000.0,,636072000.0,,,2139323000.0,180363000,-250000.0,366491000.0,55927000.0,-12769000.0,316230900.0,195240000.0,-195727000.0,,,195240000.0,636072000.0,,4437580000.0,63563000.0,795680000.0,,0.360009,73338000.0,169503000.0,2954963000.0,,-12430000.0,51486000.0,171251000,1808479000,-38285000.0,-172516000.0,0.0,-133799000.0,105940000,105940000,294270421.0,0.0,1816000.0,,1441988000.0,586390000.0,,872000.0,4381653000.0,,2954963000.0,55927000.0,55927000.0,-8842000.0,9112000.0,0.335008,189726000.0,1464000.0,,2620000.0,,5750728000.0,105940000,,1313148000.0,0.0,653420000.0,3591035000.0,-184946000.0,,,,,
2002-09-30,,143707000.0,,-4453000.0,0.0,-9637000.0,,848388000.0,,,2269863000.0,244492000,236000.0,449807000.0,104344000.0,-12526000.0,,221348000.0,67557000.0,,,221348000.0,848388000.0,,4447413000.0,81836000.0,923221000.0,,,71895000.0,218229000.0,2878331000.0,,-11663000.0,-81846000.0,228459000,2170397000,-71812000.0,142789000.0,0.0,48417000.0,136393000,136393000,,0.0,-12000.0,,1720590000.0,579230000.0,,-7427000.0,4343069000.0,,2878331000.0,104344000.0,104344000.0,-8789000.0,16033000.0,,55927000.0,1465000.0,,2803000.0,,6017527000.0,136393000,,1570114000.0,0.0,918989000.0,3726719000.0,131126000.0,,,,,
2002-12-31,,115342000.0,,-3847000.0,0.0,-163061000.0,,828001000.0,,,2374144000.0,185954000,0.0,376394000.0,194695000.0,-13229000.0,296998574.0,201188000.0,-231760000.0,,,201188000.0,828001000.0,,4775194000.0,67097000.0,1026259000.0,,0.38001,77057000.0,178925000.0,3037895000.0,,-13229000.0,144065000.0,175206000,1744934000,-38285000.0,-40485000.0,0.0,90351000.0,111828000,111828000,293038673.0,0.0,530000.0,,1368540000.0,578994000.0,,6133000.0,4580499000.0,,3037895000.0,194695000.0,194695000.0,-8790000.0,10748000.0,0.375009,104344000.0,1466000.0,,2414000.0,,6258592000.0,111828000,,1483398000.0,0.0,827347000.0,3865896000.0,-53714000.0,,,,,
2003-03-31,,148847000.0,,-3273000.0,0.0,-118640000.0,,817997000.0,,,2466036000.0,214217000,0.0,412142000.0,187478000.0,-8970000.0,296428589.0,209520000.0,-126474000.0,,,209520000.0,817997000.0,,4923657000.0,78351000.0,1143825000.0,,0.435011,77035000.0,206186000.0,3088877000.0,,-8970000.0,-19037000.0,202622000,1908547000,-71812000.0,20790000.0,0.0,-7217000.0,127835000,127835000,292646683.0,0.0,3130000.0,,1496405000.0,581230000.0,,5053000.0,4736179000.0,,3088877000.0,187478000.0,187478000.0,-10269000.0,11595000.0,0.430011,194695000.0,1469000.0,,1489000.0,,6398949000.0,127835000,,1475292000.0,0.0,817027000.0,3906874000.0,11820000.0,,,,,
2003-06-30,,147501000.0,,-2707000.0,0.0,-215564000.0,,930275000.0,0.0,,2835302000.0,265787000,0.0,485556000.0,296242000.0,-9046000.0,314944126.0,233315000.0,-187520000.0,,,233315000.0,930275000.0,,5293538000.0,95345000.0,1289222000.0,,0.535013,75689000.0,250910000.0,3081032000.0,,-9046000.0,164263000.0,252241000,2212387000,-71812000.0,-46453000.0,0.0,108764000.0,155565000,155565000,291984700.0,0.0,3985000.0,,1726831000.0,581230000.0,,2104000.0,4997296000.0,,3081032000.0,296242000.0,296242000.0,-10168000.0,13546000.0,0.495012,187478000.0,1571000.0,,3435000.0,,6916059000.0,155565000,,1622521000.0,0.0,965602000.0,4011307000.0,-55499000.0,,,,,
2003-09-30,,171875000.0,,-2163000.0,0.0,248768000.0,,1149093000.0,-29337000.0,,3031260000.0,386861000,0.0,648217000.0,582905000.0,-17423000.0,,271328000.0,59748000.0,,,271328000.0,1149093000.0,,5665200000.0,141414000.0,1509079000.0,,,81675000.0,372141000.0,2963123000.0,,-17423000.0,-185381000.0,376889000,2862232000,-90200000.0,489467000.0,0.0,286663000.0,230727000,230727000,,0.0,3916000.0,,2214015000.0,578900000.0,,506000.0,5082295000.0,,2963123000.0,582905000.0,582905000.0,-10870000.0,9972000.0,,296242000.0,1574000.0,,5254000.0,,7279377000.0,230727000,,1614177000.0,0.0,953602000.0,4112216000.0,472044000.0,,,,,
2003-12-31,,173097000.0,,-1620000.0,0.0,-349508000.0,,1077242000.0,,,3211688000.0,307931000,0.0,534206000.0,164160000.0,-11215000.0,473418164.0,238009000.0,-508057000.0,,,238009000.0,1077242000.0,,5753809000.0,116198000.0,1683858000.0,,0.40001,82897000.0,301812000.0,2734371000.0,,-11215000.0,-255370000.0,296197000,2204530000,-90200000.0,-152160000.0,0.0,-418745000.0,185614000,185614000,464558385.0,0.0,5167000.0,,1670324000.0,578900000.0,,7125000.0,5589649000.0,,2734371000.0,164160000.0,164160000.0,-10835000.0,11734000.0,0.39001,582905000.0,2352000.0,,1510000.0,,7169027000.0,185614000,,1415218000.0,0.0,753421000.0,3811613000.0,-163375000.0,,,,,
2004-03-31,,176583000.0,,-1079000.0,0.0,-510197000.0,,1057600000.0,,,3390203000.0,324403000,0.0,559092000.0,218693000.0,-13400000.0,316120096.0,248890000.0,-327207000.0,,,248890000.0,1057600000.0,,6054289000.0,118039000.0,1853670000.0,,0.607515,86383000.0,306596000.0,3147725000.0,,-13400000.0,375372000.0,310202000,2335263000,-90200000.0,-307439000.0,0.0,54533000.0,188557000,188557000,310409572.0,0.0,5225000.0,,1776171000.0,578900000.0,,610000.0,5835596000.0,,3147725000.0,218693000.0,218693000.0,-18745000.0,14201000.0,0.600015,164160000.0,2357000.0,,4216000.0,,7643697000.0,188557000,,1589408000.0,0.0,924125000.0,4205325000.0,-320839000.0,,,,,
2004-06-30,,179068000.0,,-539000.0,0.0,-368120000.0,,1190095000.0,,,3625045000.0,411502000,0.0,674522000.0,240093000.0,-14642000.0,316109430.0,276435000.0,-498786000.0,,,276435000.0,1190095000.0,,6623296000.0,157315000.0,2086322000.0,,0.81002,88868000.0,408611000.0,3318794000.0,,-14642000.0,139451000.0,398087000,2790396000,-90200000.0,-103409000.0,0.0,21400000.0,251296000,251296000,310734898.0,0.0,1134000.0,,2115874000.0,578900000.0,,12137000.0,6383203000.0,,3318794000.0,240093000.0,240093000.0,-18644000.0,13415000.0,0.79502,218693000.0,2358000.0,,1613000.0,,8202413000.0,251296000,,1579117000.0,0.0,911349000.0,4508889000.0,-118051000.0,,,,,
2004-09-30,,210000000.0,,,0.0,-225275000.0,,470700000.0,,,3960700000.0,575164000,0.0,875680000.0,518000000.0,-15943000.0,,316666000.0,-77050000.0,,,316666000.0,1358900000.0,,7085400000.0,216248000.0,2417300000.0,,,91900000.0,565881000.0,3499200000.0,,-15943000.0,153347000.0,559014000,3510611000,-118100000.0,140508000.0,0.0,277912000.0,349633000,349633000,,0.0,3874000.0,,2634931000.0,578900000.0,888200000.0,8828000.0,6567400000.0,,3499200000.0,518000000.0,518000000.0,-18676000.0,16150000.0,,240093000.0,2400000.0,,1961000.0,,8985200000.0,349633000,,1899800000.0,0.0,1229000000.0,4858100000.0,124565000.0,,,,,
2004-12-31,,210300000.0,,,0.0,-815100000.0,,419300000.0,,,4190100000.0,397600000,0.0,673000000.0,357000000.0,-14100000.0,317058740.0,290400000.0,-841600000.0,,,290400000.0,1374100000.0,,7850300000.0,150800000.0,2639500000.0,,0.772519,92200000.0,391800000.0,3926800000.0,,-14100000.0,412200000.0,382600000,2520100000,-118100000.0,-559100000.0,0.0,-161000000.0,241000000,241000000,311325550.0,37300000.0,6200000.0,,1847100000.0,,917500000.0,11600000.0,7493300000.0,,3926800000.0,357000000.0,357000000.0,-18700000.0,15000000.0,0.757519,518000000.0,2400000.0,,2400000.0,,9698700000.0,241000000,578900000.0,1848400000.0,0.0,1177300000.0,5300900000.0,-573200000.0,,,,,
2005-03-31,,212100000.0,,,0.0,-462900000.0,,731600000.0,,,4469400000.0,482300000,0.0,769300000.0,572800000.0,-14700000.0,319565217.0,300900000.0,-436900000.0,,,300900000.0,1517200000.0,,8499500000.0,184000000.0,2912100000.0,,0.94,94000000.0,478000000.0,4340600000.0,,-14700000.0,385500000.0,468400000,2876700000,-118100000.0,-155000000.0,0.0,215800000.0,294000000,294000000,312765957.0,10400000.0,6500000.0,,2107400000.0,,775200000.0,12200000.0,7926700000.0,,4340600000.0,572800000.0,572800000.0,-21500000.0,13900000.0,0.92,357000000.0,3100000.0,,2600000.0,,10540500000.0,294000000,578900000.0,2041000000.0,0.0,1368100000.0,5857800000.0,-169700000.0,,,,,
2005-06-30,,215900000.0,,,0.0,-771900000.0,,739400000.0,,,4820300000.0,612400000,0.0,939500000.0,171800000.0,-15900000.0,317692308.0,340500000.0,-725300000.0,,,340500000.0,1668700000.0,,8794200000.0,232700000.0,3255700000.0,,1.19,97800000.0,604400000.0,4363100000.0,,-15900000.0,1700000.0,599000000,3370200000,-118100000.0,-386800000.0,0.0,-401000000.0,371700000,371700000,312352941.0,0.0,8800000.0,,2430700000.0,,929300000.0,9500000.0,8622400000.0,,4363100000.0,171800000.0,171800000.0,-28100000.0,13400000.0,1.17,572800000.0,3200000.0,,4100000.0,,11044500000.0,371700000,578900000.0,2250300000.0,0.0,1573600000.0,6031800000.0,-402700000.0,,,,,
2005-09-30,,248500000.0,,,0.0,-98400000.0,,844700000.0,,,5360400000.0,914100000,0.0,1341700000.0,1149800000.0,-23500000.0,,442400000.0,148600000.0,,,442400000.0,2041600000.0,,9636600000.0,340600000.0,3791300000.0,,,107200000.0,904400000.0,4909600000.0,,-23500000.0,521300000.0,899300000,5096800000,-141300000.0,480200000.0,0.0,978000000.0,563800000,563800000,,0.0,3300000.0,,3755100000.0,,1196900000.0,17200000.0,8486800000.0,,4909600000.0,1149800000.0,1149800000.0,-28200000.0,14800000.0,,171800000.0,3200000.0,,12100000.0,,12514800000.0,563800000,578900000.0,2878200000.0,0.0,2192100000.0,6951200000.0,456700000.0,,,,,
2005-12-31,,254200000.0,,,0.0,-1336200000.0,,785800000.0,-36800000.0,,5612900000.0,507500000,0.0,866700000.0,225200000.0,-18400000.0,317600000.0,373000000.0,-1578500000.0,,,373000000.0,1909700000.0,,10299300000.0,190000000.0,4073200000.0,,0.99,112900000.0,500100000.0,5114700000.0,,-18400000.0,106400000.0,493700000,2903100000,-141300000.0,-1012600000.0,0.0,-924600000.0,310100000,310100000,312900000.0,0.0,4900000.0,,2036400000.0,,1123900000.0,19100000.0,10074100000.0,,5114700000.0,225200000.0,225200000.0,-28200000.0,13800000.0,0.98,1149800000.0,3200000.0,,12700000.0,,12813300000.0,310100000,578900000.0,2514000000.0,2800000.0,1822200000.0,7024400000.0,-1031000000.0,,,,,
2006-03-31,,256500000.0,,,0.0,-681500000.0,,839900000.0,0.0,,5944000000.0,583300000,0.0,982700000.0,278200000.0,-16700000.0,317837838.0,414300000.0,-776400000.0,,,414300000.0,1865300000.0,,11130600000.0,216200000.0,4394800000.0,,1.13,115200000.0,569000000.0,5523700000.0,,-16700000.0,372800000.0,568400000,3597600000,-141300000.0,-303100000.0,0.0,53000000.0,352800000,352800000,312212389.0,0.0,1500000.0,,2614900000.0,578900000.0,1025400000.0,19000000.0,10852400000.0,,5523700000.0,278200000.0,278200000.0,-31200000.0,14900000.0,1.11,225200000.0,3200000.0,,18400000.0,,13511000000.0,352800000,,2380400000.0,2300000.0,1686300000.0,7389000000.0,-319800000.0,,,,,
2006-06-30,,272000000.0,,,0.0,-1056800000.0,,981800000.0,0.0,,6214100000.0,480800000,0.0,872400000.0,160100000.0,-31100000.0,314838710.0,407200000.0,-1182900000.0,,,407200000.0,1986000000.0,,12165500000.0,179400000.0,4656300000.0,,0.94,130700000.0,472200000.0,6214000000.0,,-31100000.0,661400000.0,465200000,3667800000,-141300000.0,-748400000.0,0.0,-118100000.0,292800000,292800000,311489362.0,0.0,2100000.0,,2795400000.0,578900000.0,1004200000.0,15700000.0,12005400000.0,,6214000000.0,160100000.0,160100000.0,-31200000.0,15600000.0,0.93,278200000.0,3200000.0,,8700000.0,,14559700000.0,292800000,,2394200000.0,3100000.0,1684600000.0,8200000000.0,-779500000.0,,,,,
2006-09-30,,272700000.0,,,0.0,302000000.0,,1041100000.0,0.0,,6452900000.0,464400000,0.0,911300000.0,587600000.0,-17100000.0,,464300000.0,428800000.0,,286800000.0,464300000.0,3375800000.0,,12179000000.0,168100000.0,4887000000.0,,,131400000.0,445800000.0,4886900000.0,,-17100000.0,-428700000.0,447000000,4882800000,-141300000.0,873300000.0,0.0,427500000.0,277700000,277700000,,0.0,3900000.0,,3971500000.0,578900000.0,1143000000.0,14100000.0,11343100000.0,,4886900000.0,587600000.0,587600000.0,-47000000.0,17400000.0,,160100000.0,3200000.0,1191700000.0,15300000.0,,14820700000.0,277700000,,2641700000.0,-247100000.0,1931400000.0,8262700000.0,856200000.0,,,,,
2006-12-31,,268700000.0,,,0.0,90200000.0,,833500000.0,,,6524800000.0,177800000,0.0,500800000.0,139800000.0,-11200000.0,313428571.0,340300000.0,-59100000.0,,78300000.0,340300000.0,2388500000.0,,11482400000.0,67200000.0,4949700000.0,,0.35,127400000.0,176900000.0,4644900000.0,,-11200000.0,-732100000.0,160500000,2868000000,-141300000.0,295500000.0,0.0,-447800000.0,109700000,109700000,313428571.0,0.0,3300000.0,,2367200000.0,578900000.0,1051000000.0,16400000.0,11342600000.0,,4644900000.0,139800000.0,139800000.0,-47000000.0,17300000.0,0.35,587600000.0,3200000.0,504000000.0,,,13668700000.0,109700000,,2186300000.0,250700000.0,1480000000.0,7033400000.0,284300000.0,,,,,
2007-03-31,,266400000.0,,,0.0,26500000.0,,806700000.0,,,6539500000.0,97100000,0.0,413400000.0,218600000.0,-13100000.0,323125000.0,334400000.0,54900000.0,,82000000.0,334400000.0,2275300000.0,,11996400000.0,31700000.0,4954300000.0,,0.16,125100000.0,83400000.0,4592400000.0,,-13100000.0,-86400000.0,79000000,2658100000,-141300000.0,178300000.0,0.0,78800000.0,51700000,51700000,323125000.0,0.0,4400000.0,,2244700000.0,578900000.0,960500000.0,11200000.0,11209200000.0,,4592400000.0,218600000.0,218600000.0,-47100000.0,18100000.0,0.16,139800000.0,3200000.0,508100000.0,6800000.0,,13510500000.0,51700000,,1514100000.0,2200000.0,810100000.0,6867700000.0,165200000.0,,,,,
2007-06-30,,259200000.0,,,0.0,-48100000.0,,832400000.0,,,5677700000.0,-664000000,0.0,-378300000.0,60800000.0,-8400000.0,314427481.0,303500000.0,-176700000.0,,1277200000.0,303500000.0,3098200000.0,,10648100000.0,-287600000.0,4083500000.0,,-2.62,117900000.0,-1111400000.0,3633000000.0,,-8400000.0,-222800000.0,-681800000,2598100000,-141300000.0,73400000.0,0.0,-157800000.0,-823800000,-823800000,314427481.0,0.0,2300000.0,,2976400000.0,153300000.0,982000000.0,-425500000.0,10587300000.0,,3633000000.0,60800000.0,60800000.0,-47100000.0,17800000.0,-2.62,218600000.0,3200000.0,1283800000.0,4100000.0,,12494000000.0,-823800000,,1845900000.0,22300000.0,838800000.0,6731200000.0,65000000.0,,,,,
2007-09-30,,251500000.0,,,0.0,599200000.0,-127100000.0,590900000.0,,,5586900000.0,-33400000,0.0,265900000.0,269600000.0,-7100000.0,,317100000.0,918500000.0,,380700000.0,317100000.0,1912000000.0,,9613100000.0,-50000000.0,3986100000.0,,,110200000.0,-100200000.0,3989000000.0,,-7100000.0,-592400000.0,-51200000,3172400000,-141300000.0,808300000.0,0.0,208800000.0,-50200000,-50200000,,0.0,2700000.0,,2906500000.0,95300000.0,933300000.0,-84400000.0,9343500000.0,,3989000000.0,269600000.0,269600000.0,-47200000.0,17800000.0,,60800000.0,3200000.0,387800000.0,3100000.0,,11556300000.0,-50200000,,1943200000.0,-17000000.0,873900000.0,5901000000.0,801200000.0,,,,,
2007-12-31,,241200000.0,,,0.0,498200000.0,-76200000.0,374700000.0,,,5414100000.0,-190500000,0.0,36600000.0,129100000.0,-4100000.0,314146341.0,243600000.0,475900000.0,,248000000.0,243600000.0,1330500000.0,,8715400000.0,-74100000.0,3810000000.0,,-0.41,99900000.0,-202900000.0,3618300000.0,,-4100000.0,-694100000.0,-207000000,1742600000,-141300000.0,557700000.0,0.0,-140500000.0,-128800000,-128800000,314146341.0,0.0,400000.0,,1706000000.0,95300000.0,849900000.0,1700000.0,8586300000.0,,3618300000.0,129100000.0,129100000.0,-47300000.0,16500000.0,-0.41,269600000.0,3200000.0,105900000.0,1300000.0,,10401000000.0,-128800000,,1685600000.0,200000.0,550400000.0,4948800000.0,553600000.0,,,,,
2008-03-31,,230200000.0,,,0.0,1591700000.0,394500000.0,309600000.0,,,4072800000.0,-860900000,0.0,-645900000.0,560900000.0,-2700000.0,315362319.0,231100000.0,603600000.0,,-244300000.0,231100000.0,4848100000.0,,7626300000.0,421000000.0,2457100000.0,,-4.14,88900000.0,-884600000.0,0.0,,-2700000.0,-17800000.0,-877000000,1656900000,-141300000.0,452300000.0,0.0,431800000.0,-1305600000,-1305600000,315362319.0,0.0,,,2302800000.0,95300000.0,793700000.0,1800000.0,7065400000.0,,,560900000.0,560900000.0,-47200000.0,16100000.0,-4.14,129100000.0,3200000.0,3744800000.0,12000000.0,,8955200000.0,-1305600000,,1328900000.0,1800000.0,599200000.0,4848100000.0,449600000.0,,,,,
2008-06-30,,220200000.0,,,0.0,-667700000.0,26800000.0,302400000.0,,,3657800000.0,-355100000,0.0,-152100000.0,851200000.0,-2300000.0,316904762.0,217800000.0,430500000.0,,1415800000.0,217800000.0,4687700000.0,,7247900000.0,20200000.0,2034100000.0,,-1.26,78900000.0,-379100000.0,86500000.0,,-2300000.0,-97800000.0,-369900000,1464200000,-141300000.0,390400000.0,86500000.0,290300000.0,-399300000,-399300000,316904762.0,0.0,,,1616300000.0,95300000.0,803700000.0,900000.0,6396700000.0,,,851200000.0,851200000.0,-23700000.0,14800000.0,-1.26,560900000.0,3200000.0,3581600000.0,12300000.0,,8464500000.0,-399300000,,1216600000.0,700000.0,523700000.0,4774200000.0,388100000.0,,,,,
2008-09-30,,222400000.0,,,0.0,-199400000.0,305200000.0,281500000.0,,,2834300000.0,-1060700000,0.0,-874300000.0,1387300000.0,2500000.0,,199400000.0,629700000.0,,1160500000.0,199400000.0,4844800000.0,,6070500000.0,-365400000.0,1210500000.0,,,65900000.0,-1165200000.0,0.0,,2500000.0,54100000.0,-1073700000,1782400000,-156500000.0,479500000.0,0.0,536100000.0,-799800000,-799800000,,0.0,300000.0,,2656700000.0,15900000.0,814900000.0,-77300000.0,4683200000.0,,,1387300000.0,1387300000.0,-23800000.0,13000000.0,,851200000.0,3200000.0,3748400000.0,17100000.0,,7709600000.0,-799800000,,1639100000.0,-2700000.0,1343800000.0,4844800000.0,482000000.0,,,,,
2008-12-31,,212000000.0,,,0.0,817000000.0,,182600000.0,,,2762900000.0,-40600000,0.0,101400000.0,1913100000.0,-2500000.0,313000000.0,150200000.0,174500000.0,,55000000.0,150200000.0,4382700000.0,,6339200000.0,1300000.0,1136000000.0,,-0.2,70700000.0,-61300000.0,0.0,,-2500000.0,-289300000.0,-48800000,918000000,-141300000.0,817600000.0,0.0,525800000.0,-62600000,-62600000,313000000.0,55900000.0,,,816600000.0,15900000.0,738800000.0,10500000.0,4426100000.0,,,1913100000.0,1913100000.0,-11900000.0,8200000.0,-0.2,1387300000.0,3200000.0,3405400000.0,26300000.0,,7174900000.0,-62600000,,835700000.0,100000.0,535600000.0,4382700000.0,815100000.0,,,,,
2009-03-31,,,,,0.0,212200000.0,,194100000.0,,,2647300000.0,-69500000,0.0,57700000.0,1515200000.0,-2000000.0,316800000.0,139700000.0,201700000.0,,55600000.0,144100000.0,948000000.0,,5737700000.0,5600000.0,1015600000.0,,-0.34,66600000.0,-103000000.0,2867600000.0,,-2000000.0,-556900000.0,-82000000,778000000,,161000000.0,0.0,-397900000.0,-108600000,-108600000,316800000.0,0.0,,,720300000.0,15900000.0,709500000.0,0.0,4168000000.0,201100000.0,2867600000.0,1515200000.0,1515200000.0,-11900000.0,10100000.0,-0.34,1913100000.0,3200000.0,44400000.0,23400000.0,,6477700000.0,-108600000,,740000000.0,1400000.0,55300000.0,3815600000.0,159000000.0,,,,,
