date,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyGoodwill
1984-03-31,,,,,600000.0,,,,,,,0.9,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.9,,,,,,,2200000,,,,,,,,,,,,,,,,,,,,,,2200000,2200000,,725600.0,,,,
1984-06-30,,,,,300000.0,,,,,,,0.4,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.4,,,,,,,2100000,,,,,,,,,,,,,,,,,,,,,,2100000,2100000,,725600.0,,,,
1984-09-30,,,,,300000.0,,,,,,,0.4,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.4,,,,,,,1800000,,,,,,,,,,,,,,,,,,,,,,1800000,1800000,,725600.0,,,,
1996-09-30,34600000.0,-500000.0,-13200000.0,1900000.0,1900000.0,,18500000.0,0.0,,,14800000.0,0.9,,33700000.0,149800000.0,,5000000.0,,33200000.0,33200000.0,-2600000.0,3700000.0,2111111.0,0.0,7100000.0,24600000.0,-3700000.0,1000000.0,,580000000.0,1900000.0,365200000.0,-100000.0,56000000.0,231600000.0,-9500000.0,17100000.0,,,396600000.0,0.9,4100000.0,,-3700000.0,117600000.0,-700000.0,348400000.0,1000000,-15200000.0,6800000.0,-9600000.0,0.0,9500000.0,-1000000.0,,,5800000.0,47200000.0,,214800000.0,-600000.0,-70800000.0,,309200000.0,184400000.0,1300000.0,,-3100000.0,-9000000.0,-2700000,21600000,-87400000.0,2111111.0,,,,
1996-12-31,12500000.0,9400000.0,10300000.0,300000.0,300000.0,,15200000.0,0.0,,,30200000.0,,,32000000.0,190000000.0,,4000000.0,,43500000.0,43500000.0,-2600000.0,4200000.0,,0.0,7100000.0,12100000.0,-30300000.0,1100000.0,,580300000.0,300000.0,369100000.0,0.0,56600000.0,234100000.0,-16300000.0,41100000.0,,,401500000.0,,4300000.0,,7700000.0,124100000.0,0.0,346200000.0,1600000,21500000.0,-400000.0,4000000.0,0.0,2200000.0,1700000.0,-100000.0,,-2000000.0,31600000.0,,211200000.0,0.0,-70500000.0,,312500000.0,202500000.0,300000.0,,-3100000.0,-25700000.0,-2600000,29800000,-89000000.0,,,,,
1997-03-31,9300000.0,-400000.0,14200000.0,-1700000.0,-1700000.0,,19000000.0,,,,21500000.0,-0.8,,35900000.0,189700000.0,,7800000.0,,57600000.0,57600000.0,-2600000.0,7000000.0,2189100.0,43500000.0,7100000.0,8000000.0,-8400000.0,2300000.0,,572800000.0,-4300000.0,373200000.0,-300000.0,57900000.0,230900000.0,-9200000.0,34900000.0,,,409800000.0,-0.8,4900000.0,,-5500000.0,97600000.0,,341900000.0,-300000,-300000.0,3000000.0,17400000.0,0.0,10300000.0,-4800000.0,,,3300000.0,31900000.0,,199600000.0,,-72200000.0,,315300000.0,199000000.0,,,-2900000.0,-8800000.0,-7300000,24500000,-94500000.0,2189100.0,,,,
1997-06-30,8800000.0,7300000.0,2600000.0,-300000.0,-300000.0,,23900000.0,,,,31500000.0,-0.1,,36000000.0,191600000.0,,9800000.0,,60300000.0,60300000.0,-2700000.0,6500000.0,2189100.0,0.0,7100000.0,8900000.0,-46400000.0,2100000.0,,578800000.0,-2900000.0,393500000.0,-100000.0,14700000.0,240100000.0,-300000.0,65800000.0,,,482400000.0,-0.1,6900000.0,,-500000.0,77800000.0,,338700000.0,-1400000,-13500000.0,2200000.0,-1700000.0,0.0,10100000.0,1600000.0,,,3600000.0,39700000.0,,185300000.0,,-72500000.0,,378800000.0,200400000.0,,,-2800000.0,-7600000.0,-7900000,33700000,-103600000.0,2189100.0,,,,
1997-09-30,4438000.0,2704000.0,-16066000.0,-6268000.0,-6268000.0,,8817000.0,,,10354000.0,43069000.0,-2.9,15466000.0,32827000.0,185899000.0,,-2385000.0,3138000.0,44189000.0,44189000.0,-2599000.0,11114000.0,2189100.0,0.0,30028000.0,8898000.0,-38425000.0,1982000.0,,560113000.0,-8903000.0,394400000.0,-514000.0,16901000.0,231006000.0,-4952000.0,22563000.0,,,488594000.0,-2.9,4350000.0,-14477000.0,-136000.0,78343000.0,,329107000.0,3985000,11705000.0,-4441000.0,-10950000.0,44189000.0,2688000.0,2715000.0,,,2688000.0,37531000.0,,165713000.0,,-78724000.0,,377499000.0,193475000.0,-6268000.0,,-7920000.0,-7656000.0,-7129000,38628000,-111095000.0,2189100.0,,,,
1997-12-31,152153000.0,7619000.0,70015000.0,-5818000.0,-5818000.0,,7300000.0,,,11103000.0,40940000.0,,20529000.0,35927000.0,145999000.0,,-2325000.0,2720000.0,114204000.0,114204000.0,-2633000.0,11017000.0,,44189000.0,30028000.0,4649000.0,-87286000.0,3990000.0,,661422000.0,-8450000.0,401351000.0,688000.0,20902000.0,339333000.0,-412000.0,81718000.0,,,500023000.0,,5983000.0,-13045000.0,361000.0,98437000.0,,322089000.0,8431000,58000.0,1340000.0,-28542000.0,114204000.0,3926000.0,-2771000.0,,,3926000.0,38461000.0,,260071000.0,-240000.0,-84542000.0,,380449000.0,300872000.0,-6058000.0,,90938000.0,-8031000.0,-2586000,42280000,-119574000.0,,,,,
1998-03-31,16554000.0,-10352000.0,25039000.0,-57961000.0,-57961000.0,,7300000.0,,,9197000.0,21540000.0,-27.7,17237000.0,44608000.0,288590000.0,,-109012000.0,,139243000.0,139243000.0,-2633000.0,8854000.0,2189900.0,114204000.0,30036000.0,3857000.0,-12877000.0,3815000.0,,599937000.0,-60594000.0,347069000.0,-311000.0,86293000.0,338237000.0,-15699000.0,49294000.0,,,377162000.0,-27.7,4699000.0,-12913000.0,-14992000.0,59820000.0,,261700000.0,5616000,-334000.0,-374000.0,38335000.0,139243000.0,2864000.0,-11109000.0,54506000.0,,2864000.0,33093000.0,,252868000.0,-9000.0,-142502000.0,,260776000.0,305144000.0,-57970000.0,,-2944000.0,-5347000.0,-3238000,21166000,-116386000.0,2189900.0,,,,
1998-06-30,8434000.0,1377000.0,5754000.0,-5166000.0,-5166000.0,,7300000.0,,,8934000.0,32507000.0,-3.6,20462000.0,42328000.0,288590000.0,,-2557000.0,,144997000.0,144997000.0,-2633000.0,7874000.0,2189900.0,139243000.0,30036000.0,381000.0,-7469000.0,3653000.0,,582901000.0,-7799000.0,345617000.0,-123000.0,82169000.0,329113000.0,-5497000.0,25329000.0,,,373268000.0,-3.6,3946000.0,-13027000.0,-3057000.0,41025000.0,,253788000.0,4482000,-311000.0,-251000.0,10743000.0,144997000.0,3141000.0,2279000.0,0.0,,3141000.0,32089000.0,,237284000.0,428000.0,-147667000.0,,263448000.0,297024000.0,-4738000.0,,-6366000.0,-6874000.0,-3392000,32256000,-109820000.0,2189900.0,,,,
1998-09-30,11542000.0,-1426000.0,-4038000.0,-21000.0,-6366000.0,,3745000.0,,,9002000.0,25665000.0,0.0,22259000.0,44334000.0,261719000.0,,-2261000.0,,140959000.0,140959000.0,-2633000.0,6744000.0,2189900.0,144997000.0,30036000.0,302000.0,-1448000.0,3219000.0,,554280000.0,-2654000.0,346395000.0,-274000.0,80437000.0,303450000.0,-8371000.0,27548000.0,,,380687000.0,0.0,3883000.0,-13330000.0,-3196000.0,13590000.0,,250830000.0,1710000,-143000.0,-1775000.0,19864000.0,140959000.0,3259000.0,-2005000.0,-6345000.0,,3259000.0,30189000.0,,207885000.0,79000.0,-147689000.0,,265958000.0,273261000.0,-6287000.0,,-22476000.0,-6945000.0,-5034000,23890000,-114729000.0,2189900.0,,,,
2001-03-31,24020000.0,-5971000.0,10241000.0,-8068000.0,-11249000.0,,9465000.0,,14375000.0,8892000.0,20215000.0,-2.2,9730000.0,53938000.0,199154000.0,,-217000.0,,45468000.0,59843000.0,,2817000.0,3730800.0,35227000.0,39900000.0,909000.0,-1255000.0,3744000.0,,259077000.0,-8068000.0,136404000.0,-296000.0,6781000.0,247392000.0,-7948000.0,5266000.0,,,264829000.0,-2.2,4114000.0,243000.0,651000.0,0.0,,11685000.0,-4470000,-259000.0,-2193000.0,16508000.0,45468000.0,5094000.0,1041000.0,,,2277000.0,24218000.0,,122673000.0,1000.0,-403000000.0,,129623000.0,223174000.0,-11248000.0,,-296000.0,-1977000.0,-7287000,18022000,-135206000.0,3730800.0,,,,
2001-06-30,22588000.0,-9994000.0,-12411000.0,-3637000.0,-9428000.0,,0.0,,14873000.0,5783000.0,20273000.0,-0.8,15287000.0,52339000.0,164084000.0,,-856000.0,,33057000.0,47930000.0,,2549000.0,4310000.0,45468000.0,44159000.0,23871000.0,-468000.0,3638000.0,,241678000.0,-3637000.0,135626000.0,-75000.0,6417000.0,228312000.0,-11902000.0,337000.0,,,266534000.0,-0.8,2482000.0,539000.0,-3895000.0,0.0,,13366000.0,-2385000,-303000.0,-222000.0,-2342000.0,33057000.0,4712000.0,1599000.0,,,2163000.0,41640000.0,,106052000.0,0.0,-406637000.0,,129209000.0,186672000.0,-9428000.0,,-75000.0,-1908000.0,-4934000,20051000,-137325000.0,4310000.0,,,,
2001-09-30,21921000.0,-9782000.0,-13245000.0,26934000.0,-12311000.0,,7113000.0,,15241000.0,6290000.0,18778000.0,6.2,9050000.0,51706000.0,122828000.0,,-1909000.0,,19812000.0,35053000.0,,2678000.0,4363900.0,33057000.0,45378000.0,23171000.0,468000.0,3466000.0,,228369000.0,26934000.0,135320000.0,-1805000.0,7447000.0,186147000.0,-11150000.0,0.0,,,267372000.0,6.2,2064000.0,907000.0,-633000.0,0.0,,42222000.0,-5115000,-5000.0,-2554000.0,-905000.0,19812000.0,5239000.0,186000.0,,,2561000.0,41398000.0,,93049000.0,-15000.0,-379703000.0,,127873000.0,144749000.0,-12326000.0,,-2558000.0,-1368000.0,-7793000,16224000,-139499000.0,4363900.0,,,,
2001-12-31,19558000.0,-4149000.0,-5098000.0,-18296000.0,-18296000.0,,2058000.0,,14656000.0,5902000.0,19929000.0,,12765000.0,46286000.0,122319000.0,,-15726000.0,,14714000.0,29370000.0,,3303000.0,,19812000.0,49278000.0,23171000.0,-1000.0,3744000.0,,210380000.0,-18296000.0,128822000.0,-330000.0,8903000.0,183592000.0,-5852000.0,592000.0,,,262633000.0,,3721000.0,649000.0,2786000.0,0.0,,26788000.0,-2173000,359000.0,-460000.0,-629000.0,14714000.0,5016000.0,1790000.0,,,1713000.0,41715000.0,,81558000.0,8000.0,-397999000.0,,119919000.0,141877000.0,-18288000.0,,-320000.0,-1703000.0,-5476000,19469000,-142714000.0,,,,,
2002-03-31,19808000.0,-5519000.0,-6007000.0,-11896000.0,-11896000.0,,1956000.0,,13493000.0,7081000.0,19464000.0,-2.3,11255000.0,46289000.0,116590000.0,,-1045000.0,,8707000.0,22200000.0,,1878000.0,5238900.0,14714000.0,57847000.0,19767000.0,,4401000.0,,199506000.0,-11896000.0,123936000.0,-61000.0,5644000.0,174226000.0,-7073000.0,1264000.0,,,266408000.0,-2.3,4850000.0,749000.0,2479000.0,0.0,,25280000.0,-4572000,-137000.0,-2467000.0,-427000.0,8707000.0,3983000.0,2722000.0,811000.0,,2105000.0,37828000.0,,75570000.0,,-409895000.0,,118292000.0,136398000.0,-11896000.0,,-61000.0,-1554000.0,-6450000,16997000,-148116000.0,5238900.0,,,,
2002-06-30,19359000.0,97000.0,3248000.0,-10855000.0,-10855000.0,,0.0,,763000.0,6217000.0,18205000.0,-1.6,14265000.0,47636000.0,121482000.0,,-3335000.0,,11955000.0,12718000.0,,3533000.0,6765400.0,8707000.0,80090000.0,,,5447000.0,,202672000.0,-10855000.0,136101000.0,-54000.0,19713000.0,160743000.0,-3080000.0,2420000.0,,,268714000.0,-1.6,5637000.0,172000.0,214000.0,0.0,,41929000.0,1460000,115000.0,3924000.0,-1418000.0,11955000.0,5997000.0,-1348000.0,,,2464000.0,19902000.0,,66571000.0,,-420750000.0,,116388000.0,140841000.0,-10855000.0,,4569000.0,-3177000.0,-2073000,22129000,-152326000.0,6765400.0,,,,
2002-09-30,19820000.0,-2273000.0,-4738000.0,-12339000.0,-12339000.0,,942000.0,,199000.0,8116000.0,25952000.0,-1.4,12996000.0,35692000.0,101246000.0,,-1464000.0,,7217000.0,7416000.0,,2719000.0,8774200.0,11955000.0,100346000.0,,-8900000.0,7583000.0,,192811000.0,-12339000.0,141587000.0,904000.0,25266000.0,140243000.0,-5473000.0,9116000.0,,,269967000.0,-1.4,5239000.0,-402000.0,2818000.0,0.0,,52568000.0,-573000,-452000.0,582000.0,-3177000.0,7217000.0,3874000.0,4914000.0,,,1155000.0,19177000.0,,51224000.0,,-433090000.0,,116321000.0,121066000.0,-12339000.0,,712000.0,-3200000.0,-3292000,26534000,-153646000.0,8774200.0,,,,
2002-12-31,22914000.0,-789000.0,1876000.0,-47587000.0,-47587000.0,,926000.0,,518000.0,7185000.0,25689000.0,,11538000.0,14846000.0,66797000.0,,-79868000.0,,9093000.0,9611000.0,,5381000.0,,7217000.0,119653000.0,17653000.0,-30449000.0,4517000.0,,173088000.0,-47587000.0,130364000.0,-13927000.0,103701000.0,125790000.0,-3174000.0,28070000.0,,,76194000.0,,5962000.0,-821000.0,2839000.0,11082000.0,,47298000.0,-21890000,-41000.0,3140000.0,-953000.0,9093000.0,30411000.0,1023000.0,,,3082000.0,36079000.0,,42724000.0,,-479207000.0,,26663000.0,89711000.0,-46117000.0,,3618000.0,-2385000.0,-27271000,28829000,-49531000.0,,,,,
2003-03-31,29161000.0,-1346000.0,10195000.0,-31190000.0,-28884000.0,,1002000.0,,20550000.0,8345000.0,19342000.0,-2.3,9248000.0,14970000.0,43796000.0,,-56838000.0,,19288000.0,39838000.0,,5019000.0,13350300.0,9093000.0,141181000.0,45475000.0,-40750000.0,2007000.0,,211497000.0,-31190000.0,135859000.0,-279000.0,108614000.0,134268000.0,-4610000.0,19720000.0,,,77700000.0,-2.3,5586000.0,-1118000.0,-6932000.0,12485000.0,,77229000.0,4235000,-50000.0,9659000.0,-24344000.0,19288000.0,10443000.0,-2694000.0,,,3055000.0,61311000.0,,75638000.0,-7000.0,-510397000.0,,27245000.0,72957000.0,-28891000.0,,35885000.0,-3264000.0,-784000,29001000,-50455000.0,13350300.0,,,,
2003-06-30,29006000.0,-2991000.0,239000.0,-4445000.0,-4445000.0,,1174000.0,,301000.0,9309000.0,20140000.0,-0.3,8640000.0,15365000.0,44009000.0,,-1497000.0,,19527000.0,19828000.0,,4679000.0,14388800.0,19288000.0,151074000.0,22377000.0,-32203000.0,2015000.0,,195813000.0,-4445000.0,137265000.0,216000.0,84798000.0,110751000.0,-7438000.0,51790000.0,,,189728000.0,-0.3,5545000.0,-1218000.0,-3797000.0,14046000.0,,85062000.0,315000,-37000.0,6074000.0,15103000.0,19527000.0,10438000.0,-2543000.0,,,2409000.0,37736000.0,,58548000.0,0.0,-514842000.0,,52467000.0,73015000.0,-4445000.0,,-11873000.0,-4447000.0,-4364000,26214000,-137261000.0,14388800.0,,,,
2003-09-30,29507000.0,-198000.0,67398000.0,-17871000.0,-17871000.0,,1201000.0,75998000.0,7282000.0,10747000.0,20466000.0,-1.0,9793000.0,14668000.0,13808000.0,,-14140000.0,,86925000.0,94207000.0,,3257000.0,18310200.0,19527000.0,211012000.0,11141000.0,-9303000.0,6703000.0,,268678000.0,-17871000.0,133374000.0,-32000.0,76347000.0,72305000.0,-7589000.0,8618000.0,,,197049000.0,-1.0,6855000.0,-1140000.0,1202000.0,15682000.0,,196373000.0,460000,312000.0,3235000.0,-7764000.0,86925000.0,6032000.0,613000.0,,,2776000.0,28990000.0,,135304000.0,0.0,-532713000.0,,57027000.0,43315000.0,-17871000.0,,75360000.0,-7391000.0,-2797000,23701000,-140022000.0,18310200.0,,,,
2003-12-31,29966000.0,-591000.0,-24508000.0,-14084000.0,-13528000.0,,1278000.0,13312000.0,19265000.0,9979000.0,24439000.0,,11043000.0,12535000.0,9563000.0,,24128000.0,,62417000.0,81682000.0,,3672000.0,,86925000.0,214195000.0,2367000.0,-17526000.0,2125000.0,,258276000.0,-14084000.0,136692000.0,-6470000.0,102014000.0,61989000.0,-5403000.0,6040000.0,,,87546000.0,,7772000.0,-1377000.0,438000.0,17388000.0,,196287000.0,-58710000,-421000.0,4102000.0,-16349000.0,62417000.0,66484000.0,1398000.0,,,4023000.0,22460000.0,,121584000.0,0.0,-546241000.0,,34678000.0,39529000.0,-13528000.0,,-7568000.0,-4812000.0,-62382000,28541000,-52868000.0,,,,,
2004-03-31,28174000.0,-8075000.0,110897000.0,-3032000.0,-3032000.0,,1044000.0,,61462000.0,13090000.0,20508000.0,-0.1,9990000.0,13408000.0,180000000.0,,-756000.0,,173314000.0,234776000.0,,4846000.0,21314200.0,62417000.0,214233000.0,2727000.0,-52107000.0,1585000.0,,421379000.0,-3032000.0,144681000.0,-6052000.0,111339000.0,228302000.0,-9555000.0,9590000.0,-793000.0,,82281000.0,-0.1,6367000.0,-1585000.0,-11251000.0,15424000.0,,193077000.0,1814000,215000.0,7763000.0,-43782000.0,173314000.0,10795000.0,-4650000.0,,,3608000.0,20128000.0,,276698000.0,,-549273000.0,,33342000.0,208174000.0,-3032000.0,,162754000.0,-1480000.0,-3032000,28271000,-48939000.0,21314200.0,,,,
2004-06-30,28617000.0,963000.0,-8455000.0,-5414000.0,-5414000.0,,715000.0,,62000000.0,10169000.0,23444000.0,-0.3,12136000.0,15419000.0,180000000.0,,-588000.0,,164859000.0,226859000.0,,4773000.0,21324900.0,173314000.0,214320000.0,,-6735000.0,657000.0,,419108000.0,-5414000.0,147455000.0,-1452000.0,49617000.0,229390000.0,-683000.0,3120000.0,0.0,,243997000.0,-0.3,7922000.0,-2237000.0,-2038000.0,17104000.0,,189718000.0,604000,22000.0,3670000.0,-5239000.0,164859000.0,7839000.0,-4898000.0,,,3066000.0,20773000.0,,271653000.0,,-552117000.0,,97838000.0,208617000.0,-5414000.0,,-4179000.0,-1646000.0,-4169000,27114000,-146159000.0,21324900.0,,,,
2004-09-30,29002000.0,-6950000.0,1197000.0,-18080000.0,-18080000.0,,824000.0,,52335000.0,6892000.0,25401000.0,-0.8,17672000.0,18378000.0,180000000.0,,-30050000.0,,166056000.0,218391000.0,,4862000.0,21326100.0,164859000.0,214320000.0,,-1108000.0,662000.0,,412379000.0,-18080000.0,146448000.0,1424000.0,49974000.0,240087000.0,-9682000.0,10522000.0,0.0,,247002000.0,-0.8,12589000.0,-1903000.0,6970000.0,18577000.0,,172292000.0,2600000,41000.0,5866000.0,6723000.0,166056000.0,8128000.0,-7406000.0,,,3266000.0,31085000.0,,265931000.0,,-570198000.0,,96474000.0,209002000.0,-18080000.0,,1424000.0,-2732000.0,-2262000,31267000,-150528000.0,21326100.0,,,,
2004-12-31,30173000.0,-4519000.0,107023000.0,7381000.0,8289000.0,,1041000.0,,48993000.0,10634000.0,10438000.0,,12606000.0,32685000.0,180000000.0,,13736000.0,,273079000.0,322072000.0,,7391000.0,,166056000.0,241028000.0,114000.0,-3669000.0,574000.0,,525777000.0,7381000.0,154067000.0,-1567000.0,53879000.0,232323000.0,-9175000.0,6632000.0,,,252610000.0,,8389000.0,-2285000.0,-13736000.0,0.0,,293454000.0,11627000,-125000.0,35628000.0,-1489000.0,273079000.0,31392000.0,156000.0,,,27073000.0,22150000.0,,371710000.0,,-561908000.0,,98377000.0,210173000.0,2504000.0,,113031000.0,-4656000.0,4236000,46066000,-154233000.0,,,,,
2005-03-31,30713000.0,-2463000.0,-11803000.0,-1770000.0,-1770000.0,,802000.0,,52921000.0,12199000.0,24377000.0,-0.1,11470000.0,31268000.0,180002000.0,,-3200000.0,,261278000.0,314199000.0,,5473000.0,23998500.0,273081000.0,241076000.0,83000.0,-10546000.0,570000.0,,521732000.0,-1770000.0,158792000.0,-80000.0,106672000.0,230214000.0,-6640000.0,6015000.0,-569000.0,,208574000.0,-0.1,7144000.0,-2286000.0,-6217000.0,0.0,679000.0,291518000.0,6553000,17000.0,13772000.0,-8691000.0,261278000.0,12692000.0,-3353000.0,,,8031000.0,19499000.0,,362940000.0,679000.0,-563682000.0,,50220000.0,210715000.0,-1091000.0,,-649000.0,-4177000.0,1080000,38149000,-158354000.0,23998500.0,,,,
2005-06-30,31288000.0,-9179000.0,-27996000.0,-1701000.0,-1701000.0,,484000.0,,46977000.0,22768000.0,22719000.0,-0.1,11409000.0,31989000.0,180000000.0,,-336000.0,,233280000.0,280257000.0,,5373000.0,24002800.0,261278000.0,241121000.0,,-12294000.0,562000.0,,525610000.0,-1701000.0,185549000.0,-76000.0,132101000.0,235072000.0,-31836000.0,16097000.0,17000.0,,212897000.0,-0.1,11891000.0,-2165000.0,-13110000.0,0.0,-560000.0,290538000.0,4423000,96000.0,15838000.0,-18758000.0,233280000.0,16788000.0,-5612000.0,,,11915000.0,23784000.0,,340061000.0,-147000.0,-565379000.0,,50542000.0,211288000.0,-1848000.0,,-59000.0,-22657000.0,-950000,38557000,-162355000.0,24002800.0,,,,
2005-09-30,32592000.0,3867000.0,-17218000.0,3453000.0,3453000.0,,460000.0,,41418000.0,23575000.0,30478000.0,0.1,14266000.0,31583000.0,180000000.0,,-79000.0,,216062000.0,257480000.0,,5342000.0,24168300.0,233280000.0,250884000.0,,-11579000.0,737000.0,,569445000.0,3453000.0,251001000.0,-160000.0,71626000.0,239058000.0,-54453000.0,13095000.0,,,340885000.0,0.1,11740000.0,-2030000.0,-4261000.0,0.0,-174000.0,330387000.0,9892000,-18000.0,13621000.0,-56822000.0,216062000.0,9071000.0,-1063000.0,,,4233000.0,26466000.0,,318444000.0,281000.0,-561927000.0,,176247000.0,212592000.0,3734000.0,,35737000.0,-58320000.0,4550000,44099000,-164638000.0,24247700.0,,,,
2005-12-31,39372000.0,14450000.0,-1436000.0,11016000.0,10569000.0,,503000.0,1096000.0,25726000.0,30022000.0,24011000.0,,15452000.0,40763000.0,180000000.0,,-2172000.0,,214626000.0,240352000.0,,7027000.0,,216062000.0,250961000.0,,-11238000.0,616000.0,,594816000.0,11016000.0,275811000.0,-1567000.0,60911000.0,253263000.0,-17223000.0,27089000.0,,,385230000.0,,17936000.0,-1838000.0,-2519000.0,0.0,1684000.0,341553000.0,11310000,199000.0,27521000.0,-15623000.0,214626000.0,23238000.0,1437000.0,,,16725000.0,33891000.0,,319005000.0,670000.0,-551357000.0,,213977000.0,219372000.0,11239000.0,,-263000.0,-31673000.0,4283000,51532000,-171253000.0,,,,,
2006-03-31,28587000.0,17164000.0,133035000.0,14338000.0,13726000.0,,14532000.0,154560000.0,26690000.0,23038000.0,22067000.0,0.5,11937000.0,12986000.0,180000000.0,,0.0,,347651000.0,374341000.0,,6318000.0,25248500.0,214616000.0,278869000.0,,-11381000.0,521000.0,,749569000.0,14338000.0,286518000.0,-8341000.0,61401000.0,247482000.0,-10642000.0,10316000.0,-739000.0,,393786000.0,0.6,12426000.0,-1834000.0,-342000.0,43620000.0,-2073000.0,502087000.0,17697000,-241000.0,22787000.0,-30106000.0,347651000.0,11408000.0,-4590000.0,-645000.0,,5090000.0,38895000.0,,463051000.0,-347000.0,-537369000.0,,222280000.0,208587000.0,13379000.0,,145480000.0,-27806000.0,11379000,44854000,-171506000.0,27738300.0,,,,
2006-06-30,27955000.0,32032000.0,25741000.0,32648000.0,20132000.0,,11315000.0,0.0,19896000.0,28597000.0,23521000.0,1.1,7754000.0,13394000.0,180000000.0,,-938000.0,,373392000.0,393288000.0,,6989000.0,27747400.0,347651000.0,278994000.0,,1498000.0,367000.0,,794083000.0,32648000.0,319619000.0,8267000.0,66177000.0,256793000.0,6354000.0,3300000.0,-7649000.0,,428359000.0,1.2,24324000.0,-97000.0,-1182000.0,28740000.0,-1058000.0,537290000.0,25992000,-202000.0,30520000.0,8642000.0,373392000.0,11517000.0,-4355000.0,1633000.0,,4528000.0,48838000.0,,474464000.0,2829000.0,-504722000.0,,251150000.0,207955000.0,22961000.0,,-71000.0,-25678000.0,19003000,54041000,-177209000.0,30218800.0,,,,
2006-09-30,27481000.0,20809000.0,-19341000.0,18351000.0,18378000.0,,20129000.0,0.0,11180000.0,27207000.0,24487000.0,0.6,6874000.0,17143000.0,180000000.0,,-1748000.0,,354051000.0,365231000.0,,6536000.0,27754300.0,373392000.0,279064000.0,,-7558000.0,232000.0,,816738000.0,18351000.0,367707000.0,-8162000.0,69240000.0,259796000.0,-28212000.0,15465000.0,,,478583000.0,0.7,25312000.0,323000.0,-2714000.0,28205000.0,-816000.0,556942000.0,22074000,34000.0,26119000.0,-38918000.0,354051000.0,10581000.0,-5345000.0,-8230000.0,,4045000.0,52315000.0,,449031000.0,1673000.0,-486372000.0,,296577000.0,207481000.0,20051000.0,,-151000.0,-49021000.0,15538000,50606000,-182006000.0,30217200.0,,,,
2006-12-31,30117000.0,21225000.0,76341000.0,23150000.0,23184000.0,,4460000.0,0.0,70373000.0,43233000.0,31776000.0,,31740000.0,47643000.0,180000000.0,,-2044000.0,,270672000.0,341045000.0,,7256000.0,,354051000.0,279054000.0,,-300302000.0,104000.0,,849626000.0,23150000.0,408029000.0,-1447000.0,67929000.0,268632000.0,-24268000.0,401211000.0,,,525951000.0,,22315000.0,553000.0,-9011000.0,0.0,1045000.0,580994000.0,29916000,81000.0,35296000.0,55497000.0,270672000.0,12636000.0,-1265000.0,-2128000.0,,5707000.0,58515000.0,,441597000.0,4071000.0,-463221000.0,,337556000.0,210117000.0,27255000.0,,-381000.0,-45493000.0,22660000,67072000,-188395000.0,,,,,
