date,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyEbitda,quarterlyBasicEPS,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyInventory,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable
2007-09-30,1533000000,396000000,,,0.0,53700000,0.0,,-184000000.0,,,1000000.0,157000000,157000000,85000000,-286000000,88000000,,457000000.0,19000000,3391000000.0,,877400000,82000000,-36000000,-1941000000.0,0.0,-239000000,-3000000.0,78000000,119000000,0.68,1450000000,25800000,657000000,1000000.0,75000000.0,,,46000000,735700000,843000000,1992000000,556000000,960000000,432000000.0,191000000,61700000.0,2952000000,51100000,31000000,,-1000000.0,10000000.0,,0.66,380000000,77000000.0,51100000,51100000,141700000,8000000,1399000000,108000000,117000000,535000000,-13000000,-36000000,157000000,389000000.0,-8000000.0,,,,,,
2007-12-31,1605000000,157000000,,,0.0,62100000,0.0,,-115000000.0,,,1000000.0,175000000,175000000,130000000,-23000000,80600000,,382000000.0,23000000,3644000000.0,,894700000,109000000,-72000000,-2144000000.0,0.0,18000000,-45000000.0,71400000,112600000,,1500000000,24200000,694000000,3000000.0,,,,37000000,752000000,803000000,2014000000,674000000,1089000000,426000000.0,151000000,64900000.0,3103000000,46300000,32000000,,1000000.0,17200000.0,,,427000000,,46300000,46300000,142700000,-1200000,1477000000,87000000,133000000,519000000,-47000000,-69000000,175000000,460000000.0,-9000000.0,134000000.0,,,,,
2008-03-31,1739000000,175000000,,,0.0,66500000,0.0,,-42000000.0,,,1000000.0,190000000,190000000,91000000,-54000000,106700000,,531000000.0,8000000,3675000000.0,,991000000,116000000,-48000000,-2144000000.0,0.0,15000000,-1000000.0,99400000,138700000,0.87,1531000000,33300000,750000000,2000000.0,74100000.0,,,68000000,817800000,844000000,2029000000,650000000,1225000000,412000000.0,159000000,67500000.0,3254000000,64300000,32000000,,0.0,7300000.0,,0.85,428000000,75600000.0,64300000,64300000,173200000,1000000,1494000000,85000000,172000000,513000000,-3000000,-48000000,190000000,576000000.0,-10000000.0,,,,,,
2008-06-30,1898000000,190000000,,,5000000.0,70800000,0.0,,50000000.0,,,1000000.0,292000000,292000000,122000000,37000000,115800000,,631000000.0,29000000,3710000000.0,,1028500000,117000000,-57000000,-2144000000.0,0.0,102000000,0.0,108900000,148800000,0.92,1566000000,38000000,808000000,9000000.0,74400000.0,,,60000000,841900000,808000000,2089000000,865000000,1503000000,405000000.0,157000000,73400000.0,3592000000,68400000,33000000,,3000000.0,6900000.0,,0.9,526000000,76200000.0,68400000,68400000,186600000,2600000,1673000000,117000000,137000000,514000000,-101000000,-52000000,292000000,654000000.0,-10000000.0,,,,,,
2008-09-30,1577000000,292000000,,,-2000000.0,56000000,0.0,,-359000000.0,,,1000000.0,116000000,116000000,223000000,100000000,147800000,,604000000.0,-330000000,3645000000.0,,1084200000,-217000000,-55000000,-2144000000.0,0.0,-176000000,0.0,138200000,180800000,1.18,1501000000,48200000,885000000,0.0,74700000.0,,,-272000000,880400000,783000000,1956000000,828000000,1252000000,374000000.0,152000000,66800000.0,3208000000,88100000,33000000,,0.0,9600000.0,,1.15,493000000,76300000.0,88100000,88100000,203800000,10800000,1611000000,81000000,126000000,505000000,1000000,-57000000,116000000,575000000.0,-11000000.0,,,,,,
2008-12-31,1384000000,116000000,,8000000.0,-231000000.0,77600000,0.0,,-594000000.0,,,1000000.0,107000000,107000000,206000000,147000000,63700000,,528000000.0,-165000000,3517000000.0,,900400000,-95000000,-68000000,-2070000000.0,0.0,-9000000,0.0,58600000,107700000,,1447000000,10500000,920000000,0.0,,,,-163000000,759100000,942000000,1910000000,859000000,1297000000,351000000.0,152000000,67200000.0,3207000000,46200000,30000000,,2000000.0,19100000.0,7000000.0,,454000000,,46200000,54200000,141300000,-5400000,1801000000,93000000,105000000,660000000,12000000,-62000000,107000000,627000000.0,-11000000.0,125000000.0,,,,,
2009-03-31,1366000000,107000000,,,0.0,53900000,0.0,-100000000.0,-625000000.0,-3000000.0,,1000000.0,91000000,91000000,156000000,-56000000,39100000,,545000000.0,17000000,,,831100000,78000000,-36000000,,0.0,-16000000,-3000000.0,27800000,69100000,0.22,1424000000,9400000,927000000,0.0,74800000.0,,14000000.0,42000000,738100000,935000000,1863000000,701000000,1160000000,,163000000,54700000.0,3023000000,16800000,30000000,,0.0,11300000.0,7000000.0,0.22,426000000,75400000.0,16800000,18400000,93000000,0,1636000000,85000000,101000000,665000000,18000000,-36000000,91000000,534000000.0,-12000000.0,,,,,,
2009-06-30,1404000000,91000000,,,-1000000.0,59700000,0.0,-17000000.0,-490000000.0,-29000000.0,,1000000.0,175000000,175000000,168000000,-19000000,51800000,,575000000.0,79000000,,,911600000,133000000,-30000000,,0.0,84000000,0.0,-84000000,-41200000,-1.13,1494000000,-900000,831000000,1000000.0,74800000.0,,104000000.0,103000000,800100000,914000000,1843000000,743000000,1240000000,,157000000,59700000.0,3083000000,-84800000,32000000,,0.0,10800000.0,9000000.0,-1.13,440000000,74800000.0,-84800000,-83100000,111500000,-125000000,1657000000,95000000,99000000,652000000,6000000,-31000000,175000000,529000000.0,-11000000.0,,,,,,
2009-09-30,1554000000,175000000,,,-3000000.0,65500000,0.0,-160000000.0,-385000000.0,-1000000.0,,1000000.0,161000000,161000000,162000000,-139000000,87800000,,551000000.0,58000000,,,970600000,157000000,-32000000,,0.0,-14000000,0.0,78500000,120800000,0.7,1543000000,24500000,874000000,1000000.0,74900000.0,,12000000.0,125000000,817300000,801000000,1896000000,713000000,1193000000,,138000000,65900000.0,3089000000,52800000,33000000,,1000000.0,9300000.0,9000000.0,0.7,401000000,75700000.0,52800000,54000000,153300000,400000,1514000000,95000000,109000000,533000000,52000000,-35000000,161000000,557000000.0,-11000000.0,,,,,,
2009-12-31,1681000000,161000000,,7000000.0,5000000.0,62900000,0.0,-63000000.0,-308000000.0,30000000.0,,1000000.0,175000000,175000000,136000000,-161000000,99300000,,319000000.0,103000000,3858000000.0,,958600000,218000000,-48000000,-2294000000.0,0.0,14000000,0.0,92700000,129300000,,1564000000,35000000,919000000,2000000.0,,,11000000.0,170000000,796400000,683000000,1907000000,565000000,1045000000,238000000.0,142000000,65400000.0,2952000000,56200000,35000000,,0.0,1600000.0,10000000.0,,394000000,,56200000,57700000,162200000,-6000000,1248000000,85000000,111000000,408000000,6000000,-43000000,175000000,440000000.0,-11000000.0,101000000.0,,,,,
2010-03-31,1715000000,175000000,,,0.0,71000000,0.0,-97000000.0,-333000000.0,-33000000.0,,1000000.0,321000000,321000000,120000000,109000000,71800000,,481000000.0,-27000000,,,937200000,57000000,-21000000,,0.0,146000000,0.0,67100000,106800000,0.58,1553000000,22200000,952000000,6000000.0,75300000.0,,4000000.0,36000000,794400000,806000000,1893000000,605000000,1256000000,,150000000,,3149000000,43400000,35000000,,1000000.0,4700000.0,10000000.0,0.57,399000000,76400000.0,43400000,44900000,142800000,-1300000,1411000000,84000000,111000000,538000000,-4000000,-21000000,321000000,480000000.0,-12000000.0,,,,,,
2010-06-30,1743000000,321000000,,,0.0,69200000,0.0,-62000000.0,-332000000.0,5000000.0,,1000000.0,326000000,326000000,100000000,-85000000,94600000,,476000000.0,38000000,,,1003000000,128000000,-35000000,,0.0,5000000,-5000000.0,69700000,111500000,0.49,1515000000,30900000,979000000,1000000.0,75500000.0,,16000000.0,93000000,839200000,764000000,1852000000,576000000,1254000000,,148000000,69200000.0,3106000000,36800000,35000000,,-15000000.0,6800000.0,11000000.0,0.48,399000000,76600000.0,36800000,38800000,163800000,-18100000,1340000000,81000000,111000000,499000000,-6000000,-35000000,326000000,472000000.0,-11000000.0,,,,,,
2010-09-30,1860000000,326000000,,,-1000000.0,79800000,0.0,84000000.0,-249000000.0,3000000.0,,1000000.0,1587000000,1587000000,70000000,1150000000,91800000,,500000000.0,55000000,,,1019500000,140000000,-34000000,,0.0,1261000000,0.0,58400000,123600000,0.49,1551000000,19600000,1005000000,4000000.0,75600000.0,,11000000.0,106000000,847900000,1971000000,1909000000,570000000,2516000000,,140000000,79800000.0,4425000000,36900000,35000000,,-14000000.0,30200000.0,11000000.0,0.48,419000000,76700000.0,36900000,38800000,171600000,-3200000,2541000000,99000000,120000000,1705000000,-7000000,-35000000,1587000000,478000000.0,-12000000.0,,,,,,
2010-12-31,1976000000,1587000000,,364000000.0,-1268000000.0,142700000,0.0,-2000000.0,-190000000.0,-20000000.0,,1000000.0,302000000,302000000,88000000,-19000000,103100000,,535000000.0,-21000000,4565000000.0,,1407200000,69000000,-69000000,-2442000000.0,0.0,-1285000000,0.0,79800000,156100000,,2123000000,26400000,1046000000,11000000.0,,,-10000000.0,0,1161400000,2178000000,3318000000,891000000,1753000000,635000000.0,240000000,152700000.0,5071000000,51800000,50000000,,-1000000.0,26300000.0,12000000.0,,678000000,,51800000,53400000,245800000,-3000000,3069000000,113000000,249000000,1681000000,-34000000,-1337000000,302000000,735000000.0,-10000000.0,256000000.0,,,,,
2011-03-31,2177000000,302000000,,362000000.0,0.0,70800000,0.0,-54000000.0,-145000000.0,-78000000.0,,1000000.0,267000000,267000000,115000000,-24000000,227400000,,780000000.0,-183000000,,,1459500000,22000000,-33000000,,0.0,-35000000,,200800000,276400000,2.01,2127000000,45300000,1189000000,7000000.0,76400000.0,,156000000.0,-11000000,1161300000,2143000000,3318000000,915000000,1943000000,640000000.0,247000000,131000000.0,5261000000,153600000,49000000,,1000000.0,26600000.0,10000000.0,1.97,789000000,78100000.0,153600000,155500000,298200000,0,3058000000,115000000,249000000,1640000000,-104000000,-33000000,267000000,844000000.0,-12000000.0,,,,,,
2011-06-30,2279000000,267000000,,361000000.0,-15000000.0,134400000,0.0,10000000.0,-117000000.0,30000000.0,,1000000.0,273000000,273000000,115000000,-4000000,137400000,,723000000.0,-77000000,,,1584600000,80000000,-56000000,,0.0,6000000,,115900000,191400000,1.03,2158000000,34900000,1256000000,6000000.0,76800000.0,,-134000000.0,24000000,1312800000,2160000000,3338000000,848000000,1976000000,623000000.0,250000000,137300000.0,5314000000,79300000,54000000,,1000000.0,19000000.0,10000000.0,1.01,861000000,78600000.0,79300000,81000000,271800000,-2500000,3008000000,122000000,249000000,1653000000,-65000000,-71000000,273000000,801000000.0,-12000000.0,,,,,,
2011-09-30,2071000000,273000000,0.0,351000000.0,-1000000.0,129800000,0.0,31000000.0,-361000000.0,-35000000.0,,1000000.0,279000000,279000000,122000000,45000000,146100000,,712000000.0,-78000000,,,1627700000,45000000,-69000000,,0.0,6000000,-45000000.0,129700000,195400000,1.15,2102000000,40200000,1332000000,2000000.0,76500000.0,,-19000000.0,-24000000,1351800000,2212000000,3230000000,834000000,1914000000,581000000.0,214000000,131200000.0,5144000000,87700000,53000000,,0.0,12700000.0,9000000.0,1.12,780000000,78100000.0,87700000,89500000,275900000,-3700000,3046000000,129000000,236000000,1751000000,10000000,-70000000,279000000,780000000.0,-13000000.0,,,,,,
2011-12-31,2104000000,279000000,0.0,347000000.0,3000000.0,110000000,0.0,-9000000.0,-413000000.0,-51000000.0,,1000000.0,401000000,401000000,148000000,69000000,170000000,,529000000.0,4000000,4710000000.0,36000000.0,1547200000,153000000,-105000000,-2554000000.0,0.0,122000000,0.0,146600000,224300000,,2156000000,49600000,1412000000,3000000.0,,,9000000.0,48000000,1267200000,2258000000,3215000000,926000000,2102000000,562000000.0,63000000,143300000.0,5317000000,95300000,55000000,,4000000.0,22700000.0,10000000.0,,769000000,,95300000,97000000,280000000,-5700000,3184000000,121000000,199000000,1801000000,10000000,-99000000,401000000,837000000.0,-13000000.0,82000000.0,,,,,
2012-03-31,2208000000,401000000,,344000000.0,0.0,131100000,0.0,-49000000.0,-401000000.0,-22000000.0,,1000000.0,335000000,335000000,141000000,-40000000,164800000,,753000000.0,-154000000,,,1658000000,29000000,-59000000,,0.0,-66000000,,141500000,218800000,1.23,2181000000,45800000,1491000000,8000000.0,76400000.0,,33000000.0,-30000000,1362100000,2252000000,3242000000,894000000,2140000000,566000000.0,254000000,136200000.0,5382000000,94200000,54000000,,1000000.0,19500000.0,10000000.0,1.21,819000000,78000000.0,94200000,95700000,295900000,-3800000,3146000000,121000000,208000000,1779000000,-42000000,-59000000,335000000,885000000.0,-17000000.0,,,,,,
2012-06-30,2259000000,335000000,,338000000.0,0.0,128700000,0.0,-82000000.0,-435000000.0,-26000000.0,,1000000.0,440000000,440000000,63000000,-106000000,166500000,,734000000.0,107000000,,,1635000000,289000000,-69000000,,0.0,105000000,,135700000,219500000,1.42,2129000000,25000000,1585000000,5000000.0,76600000.0,,13000000.0,220000000,1339800000,2234000000,3182000000,808000000,2147000000,557000000.0,244000000,131500000.0,5329000000,109100000,53000000,,0.0,,10000000.0,1.4,779000000,77900000.0,109100000,110700000,295200000,-13600000,3042000000,117000000,201000000,1776000000,25000000,-69000000,440000000,843000000.0,-16000000.0,,,,,,
2012-09-30,2441000000,440000000,0.0,336000000.0,-18000000.0,134800000,0.0,-368000000.0,-353000000.0,72000000.0,,1000000.0,532000000,513000000,45000000,-84000000,178400000,,736000000.0,75000000,,,1679000000,245000000,-74000000,,0.0,73000000,0.0,152800000,222800000,1.47,2147000000,38900000,1677000000,5000000.0,76500000.0,19000000.0,-3000000.0,171000000,1365800000,2165000000,3194000000,781000000,2221000000,559000000.0,216000000,137100000.0,5415000000,112700000,54000000,,-2000000.0,16000000.0,10000000.0,1.45,792000000,77800000.0,112700000,113900000,313200000,-9600000,2946000000,123000000,205000000,1728000000,-10000000,-92000000,513000000,846000000.0,-16000000.0,,,,,,
2012-12-31,2437000000,513000000,0.0,329000000.0,0.0,146300000,0.0,37000000.0,-475000000.0,-2000000.0,,1000000.0,628000000,609000000,76000000,33000000,187400000,,590000000.0,5000000,4908000000.0,25000000.0,1979800000,169000000,-111000000,-2715000000.0,0.0,96000000,-2000000.0,171000000,245400000,1.45,2193000000,57300000,1769000000,16000000.0,76900000.0,19000000.0,-10000000.0,58000000,1646100000,2200000000,3232000000,933000000,2360000000,557000000.0,81000000,151100000.0,5592000000,112000000,50000000,0.0,7000000.0,24400000.0,10000000.0,1.42,834000000,78500000.0,112000000,113700000,333700000,-2000000,3133000000,122000000,160000000,1724000000,-42000000,-102000000,609000000,814000000.0,-20000000.0,97000000.0,,,,,
2013-03-31,2486000000,609000000,,321000000.0,2000000.0,130500000,0.0,-6000000.0,-517000000.0,-75000000.0,19000000.0,1000000.0,526000000,526000000,87000000,-3000000,175100000,,790000000.0,-222000000,4918000000.0,,1662400000,-30000000,-66000000,-2741000000.0,0.0,-83000000,,158300000,224100000,1.43,2177000000,46300000,1850000000,8000000.0,77400000.0,0.0,31000000.0,-96000000,1356800000,2201000000,3199000000,879000000,2388000000,553000000.0,312000000,135500000.0,5587000000,110800000,49000000,,0.0,,10000000.0,1.41,908000000,78800000.0,110800000,112000000,305600000,-16800000,3080000000,119000000,165000000,1724000000,-80000000,-45000000,526000000,859000000.0,-22000000.0,,,,,,
2013-06-30,2458000000,526000000,,316000000.0,0.0,135900000,0.0,3000000.0,-615000000.0,-14000000.0,0.0,1000000.0,569000000,569000000,91000000,-20000000,140100000,,717000000.0,-40000000,4859000000.0,,1715400000,142000000,-66000000,-2728000000.0,0.0,43000000,,123800000,189100000,1.22,2131000000,27100000,1916000000,3000000.0,77600000.0,0.0,36000000.0,76000000,1439400000,2186000000,3122000000,810000000,2354000000,542000000.0,304000000,138500000.0,5476000000,95100000,49000000,,0.0,,11000000.0,1.2,856000000,78900000.0,95100000,96700000,276000000,-16300000,2996000000,105000000,163000000,1719000000,32000000,-66000000,569000000,828000000.0,-30000000.0,,,,,,
2013-09-30,2460000000,569000000,,315000000.0,0.0,121900000,0.0,-47000000.0,-618000000.0,3000000.0,0.0,1000000.0,618000000,618000000,44000000,-132000000,136900000,,730000000.0,111000000,4917000000.0,,1695800000,250000000,-70000000,-2773000000.0,0.0,49000000,-55000000.0,119000000,183900000,1.12,2144000000,30700000,1972000000,1000000.0,77300000.0,0.0,4000000.0,180000000,1437000000,2185000000,3137000000,776000000,2307000000,542000000.0,296000000,125000000.0,5444000000,86300000,47000000,,1000000.0,,11000000.0,1.1,748000000,78600000.0,86300000,88300000,258800000,0,2961000000,108000000,168000000,1721000000,109000000,-70000000,618000000,829000000.0,-30000000.0,,,,,,
2013-12-31,2404000000,618000000,,311000000.0,0.0,129600000,0.0,-3000000.0,-583000000.0,17000000.0,0.0,1000000.0,574000000,574000000,93000000,-198000000,160900000,,458000000.0,94000000,4932000000.0,14000000.0,1579300000,257000000,-96000000,-2776000000.0,0.0,-44000000,-172000000.0,145800000,217900000,1.37,2156000000,39900000,2045000000,2000000.0,75600000.0,0.0,-22000000.0,161000000,1288800000,2111000000,3146000000,820000000,2214000000,535000000.0,54000000,134900000.0,5360000000,103800000,49000000,,4000000.0,,11000000.0,1.35,723000000,76900000.0,103800000,105900000,290500000,0,2931000000,118000000,207000000,1717000000,15000000,-93000000,574000000,832000000.0,-30000000.0,116000000.0,,,,,
2014-03-31,2463000000,574000000,,308000000.0,0.0,127500000,0.0,-46000000.0,-575000000.0,-8000000.0,0.0,1000000.0,560000000,560000000,61000000,-68000000,122300000,,658000000.0,-23000000,4937000000.0,,1435000000,121000000,-59000000,-2801000000.0,0.0,-14000000,,105700000,170300000,0.97,2136000000,30500000,2086000000,,74600000.0,,21000000.0,62000000,1185200000,2093000000,3114000000,719000000,2187000000,530000000.0,168000000,132400000.0,5301000000,72600000,48000000,0.0,0.0,,10000000.0,0.96,757000000,75800000.0,72600000,75200000,249800000,0,2812000000,116000000,207000000,1718000000,-35000000,-59000000,560000000,813000000.0,-33000000.0,,,,,,
2014-06-30,2564000000,560000000,,305000000.0,0.0,133300000,0.0,-15000000.0,-562000000.0,-28000000.0,0.0,1000000.0,592000000,592000000,55000000,-26000000,162600000,,684000000.0,-63000000,5022000000.0,,1568200000,108000000,-57000000,-2868000000.0,0.0,32000000,,145400000,212600000,1.37,2154000000,40800000,2157000000,,74900000.0,,16000000.0,51000000,1272300000,2101000000,3125000000,739000000,2306000000,532000000.0,173000000,137200000.0,5431000000,102600000,50000000,0.0,3000000.0,,4000000.0,1.35,784000000,76000000.0,102600000,104600000,295900000,0,2840000000,118000000,213000000,1715000000,-20000000,-57000000,592000000,861000000.0,-32000000.0,,,,,,
2014-09-30,2203000000,592000000,,297000000.0,0.0,119500000,0.0,-57000000.0,-719000000.0,17000000.0,11000000.0,1000000.0,565000000,565000000,29000000,-176000000,178100000,,734000000.0,49000000,4931000000.0,,1544800000,233000000,-71000000,-2836000000.0,0.0,-27000000,,163000000,227100000,1.62,2095000000,42600000,2245000000,,73000000.0,,15000000.0,162000000,1247200000,2262000000,3040000000,763000000,2216000000,520000000.0,172000000,129100000.0,5256000000,118600000,49000000,-1000000.0,2000000.0,15100000.0,5000000.0,1.6,722000000,74300000.0,118600000,120400000,297600000,-5500000,3025000000,113000000,202000000,1888000000,40000000,-61000000,565000000,831000000.0,-32000000.0,,,,,,
2014-12-31,2177000000,565000000,,290000000.0,0.0,128800000,0.0,-95000000.0,-782000000.0,4000000.0,0.0,1000000.0,614000000,580000000,23000000,-118000000,142900000,,430000000.0,121000000,4886000000.0,36000000.0,1450200000,269000000,-89000000,-2813000000.0,0.0,15000000,0.0,105900000,177900000,0.85,2073000000,43100000,2275000000,3000000.0,72000000.0,34000000.0,15000000.0,180000000,1178500000,2163000000,2947000000,721000000,2144000000,478000000.0,53000000,126400000.0,5091000000,61200000,48000000,-33000000.0,1000000.0,24000000.0,5000000.0,0.83,699000000,73400000.0,61200000,62800000,271700000,-32800000,2884000000,97000000,180000000,1804000000,9000000,-117000000,580000000,762000000.0,-31000000.0,91000000.0,,,,,
2015-03-31,2083000000,580000000,-332000000.0,398000000.0,0.0,130800000,0.0,-38000000.0,-925000000.0,-28000000.0,,1000000.0,609000000,573000000,22000000,346000000,149900000,,662000000.0,-90000000,4849000000.0,,1410000000,69000000,-58000000,-2759000000.0,0.0,-7000000,-21000000.0,125500000,196900000,1.17,2090000000,39800000,2329000000,,71600000.0,36000000.0,26000000.0,11000000,1129300000,2622000000,3193000000,684000000,2226000000,573000000.0,211000000,132000000.0,5419000000,83700000,47000000,-3000000.0,2000000.0,,,1.15,740000000,72700000.0,83700000,85700000,280700000,-10400000,3306000000,128000000,203000000,2208000000,-14000000,-393000000,573000000,795000000.0,-32000000.0,,,,,,
2015-06-30,2198000000,573000000,0.0,402000000.0,0.0,146100000,0.0,-66000000.0,-887000000.0,17000000.0,,1000000.0,677000000,657000000,49000000,-45000000,172500000,,615000000.0,-14000000,4890000000.0,,1535600000,179000000,-70000000,-2808000000.0,0.0,84000000,,156200000,221500000,1.49,2082000000,47300000,2405000000,,71600000.0,20000000.0,35000000.0,109000000,1217000000,2577000000,3194000000,664000000,2276000000,585000000.0,212000000,144300000.0,5470000000,106700000,49000000,,2000000.0,,,1.47,736000000,72700000.0,106700000,108900000,318600000,-32600000,3241000000,121000000,202000000,2163000000,4000000,-53000000,657000000,795000000.0,-31000000.0,,,,,,
2015-09-30,2114000000,657000000,-102000000.0,417000000.0,0.0,141100000,0.0,-454000000.0,-1053000000.0,-29000000.0,10000000.0,1000000.0,731000000,722000000,24000000,28000000,188800000,,646000000.0,38000000,4739000000.0,,1524000000,233000000,-65000000,-2737000000.0,0.0,65000000,,161200000,237800000,1.51,2002000000,51200000,2481000000,,71600000.0,9000000.0,26000000.0,168000000,1194100000,2627000000,3152000000,670000000,2292000000,601000000.0,203000000,139200000.0,5444000000,107900000,49000000,,2000000.0,,,1.48,718000000,72900000.0,107900000,110000000,329900000,-13800000,3297000000,128000000,181000000,2243000000,31000000,-157000000,722000000,779000000.0,-31000000.0,,,,,,
2015-12-31,2144000000,722000000,0.0,410000000.0,35000000.0,139000000,0.0,-808000000.0,-1102000000.0,11000000.0,3000000.0,1000000.0,440000000,434000000,19000000,-445000000,173800000,,423000000.0,42000000,4631000000.0,46000000.0,1488400000,205000000,-87000000,-2642000000.0,0.0,-288000000,-1000000.0,156200000,205800000,,1989000000,48700000,2552000000,3000000.0,,6000000.0,23000000.0,118000000,1175600000,2152000000,3124000000,742000000,1950000000,601000000.0,52000000,139500000.0,5074000000,103800000,49000000,,2000000.0,,,,715000000,,103800000,107500000,312800000,-6800000,2894000000,117000000,139000000,1819000000,-12000000,-46000000,434000000,775000000.0,-32000000.0,103000000.0,,,,,
2016-03-31,2291000000,434000000,0.0,404000000.0,-1000000.0,139000000,0.0,-44000000.0,-1067000000.0,-21000000.0,,1000000.0,497000000,477000000,15000000,9000000,200000000,,678000000.0,-96000000,4737000000.0,,1434000000,96000000,-59000000,-2723000000.0,0.0,43000000,,186000000,247000000,1.77,2014000000,56000000,2647000000,,72000000.0,20000000.0,15000000.0,37000000,1095000000,2208000000,3160000000,693000000,2068000000,606000000.0,195000000,138000000.0,5228000000,127000000,47000000,-13000000.0,3000000.0,,,1.73,756000000,73300000.0,127000000,130000000,339000000,-28400000,2901000000,131000000,141000000,1872000000,-32000000,-73000000,477000000,786000000.0,-35000000.0,,,,,,
2016-06-30,2434000000,477000000,0.0,395000000.0,0.0,144000000,0.0,-152000000.0,-1019000000.0,-36000000.0,,1000000.0,507000000,487000000,29000000,-93000000,211000000,,656000000.0,-47000000,4821000000.0,,1533000000,170000000,-66000000,-2784000000.0,0.0,10000000,,179000000,260000000,1.62,2037000000,59000000,2735000000,,72200000.0,20000000.0,44000000.0,104000000,1178000000,2167000000,3175000000,685000000,2138000000,605000000.0,202000000,144000000.0,5313000000,117000000,49000000,-1000000.0,-3000000.0,,,1.58,763000000,74000000.0,117000000,120000000,355000000,-13000000,2852000000,133000000,164000000,1801000000,-4000000,-67000000,487000000,842000000.0,-34000000.0,,,,,,
2016-09-30,2551000000,487000000,0.0,386000000.0,1000000.0,146000000,0.0,-546000000.0,-1024000000.0,1000000.0,,1000000.0,764000000,751000000,33000000,49000000,223000000,,763000000.0,98000000,4879000000.0,,1569000000,276000000,-72000000,-2824000000.0,0.0,264000000,,206000000,273000000,1.98,2055000000,60000000,2842000000,,72500000.0,13000000.0,-17000000.0,204000000,1200000000,2198000000,3192000000,796000000,2381000000,609000000.0,191000000,149000000.0,5573000000,143000000,50000000,7000000.0,-4000000.0,,,1.93,736000000,74300000.0,143000000,146000000,369000000,-2000000,2994000000,132000000,148000000,1859000000,28000000,-64000000,751000000,856000000.0,-34000000.0,,,,,,
2016-12-31,2565000000,751000000,-409000000.0,502000000.0,-407000000.0,146000000,0.0,-132000000.0,-1071000000.0,-75000000.0,,1000000.0,516000000,512000000,106000000,35000000,193000000,,440000000.0,37000000,4942000000.0,40000000.0,1485000000,229000000,-87000000,-2826000000.0,0.0,-239000000,,171000000,231000000,1.29,2116000000,74000000,2899000000,,72600000.0,4000000.0,50000000.0,142000000,1146000000,2209000000,3530000000,978000000,2252000000,784000000.0,79000000,148000000.0,5782000000,94000000,50000000,,-2000000.0,,,1.26,789000000,74300000.0,94000000,97000000,339000000,-7000000,3187000000,121000000,171000000,1850000000,-11000000,-485000000,512000000,923000000.0,-38000000.0,141000000.0,,,,,
