date,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment
1995-09-30,152000000.0,59600000.0,,,-61700000.0,381000000.0,0.0,58700000.0,0.0,167700000.0,4400000.0,-200000.0,81500000.0,0.25,,296800000.0,63000000.0,,242000000.0,25000000.0,85600000.0,86200000,,-5000000.0,5300000.0,66100000,412000000,-1700000.0,-7500000.0,384300000.0,232200000.0,47900000.0,-36300000.0,-146600000.0,153100000.0,1078900000.0,,11000000.0,142800000.0,152000000.0,244300000.0,,401100000.0,2200000.0,38000000,,258300000.0,38000000.0,75500000.0,75500000.0,,,-12500000.0,101600000.0,38000000.0,355400000.0,-600000.0,20100000.0,,,85000000.0,42900000.0,5400000.0,0.25,,700000.0,694600000.0,253600000.0,697900000.0,,,,,,,,
1995-12-31,,82300000.0,,,-60800000.0,353400000.0,0.0,62200000.0,0.0,178900000.0,-16200000.0,0.0,60200000.0,,,250600000.0,75300000.0,,270000000.0,30900000.0,87800000.0,118700000,,-12100000.0,2500000.0,99700000,419400000,13900000.0,-29700000.0,366700000.0,236700000.0,64500000.0,-85500000.0,-148900000.0,168000000.0,1053700000.0,,-49400000.0,147000000.0,,240500000.0,,449700000.0,-18600000.0,44400000,,302700000.0,44400000.0,26100000.0,26100000.0,,,-13000000.0,79200000.0,44400000.0,353600000.0,-28300000.0,19000000.0,,,20400000.0,52400000.0,5900000.0,,,5300000.0,687000000.0,245600000.0,700300000.0,,,,,,,,
1996-03-31,147200000.0,71600000.0,,,-30300000.0,357000000.0,26100000.0,70300000.0,0.0,171700000.0,-23600000.0,,86700000.0,0.25,,281500000.0,61100000.0,,294000000.0,24300000.0,92700000.0,85000000,,-9700000.0,7600000.0,65900000,423000000,-2200000.0,73700000.0,374200000.0,249900000.0,127400000.0,-75500000.0,-157200000.0,179400000.0,1078500000.0,,18600000.0,189400000.0,147200000.0,251300000.0,,440000000.0,400000.0,36800000,,250600000.0,36800000.0,44800000.0,44800000.0,,,-12800000.0,105800000.0,36800000.0,358500000.0,-33300000.0,19100000.0,,,31800000.0,117700000.0,5200000.0,0.25,,600000.0,704300000.0,253100000.0,721500000.0,,,,,,,,
1996-06-30,152222222.0,66000000.0,,,-47000000.0,352300000.0,0.0,73500000.0,0.0,189200000.0,500000.0,,92900000.0,0.28,,287800000.0,68200000.0,,322600000.0,27100000.0,99100000.0,96300000,,-15200000.0,10400000.0,75000000,445600000,400000.0,-19500000.0,394200000.0,262700000.0,45400000.0,-22000000.0,-163600000.0,169300000.0,1099700000.0,,8900000.0,193100000.0,146785714.0,256400000.0,,459600000.0,-1500000.0,41100000,,266500000.0,41100000.0,53600000.0,53600000.0,,,-12600000.0,114200000.0,41100000.0,360400000.0,-14700000.0,21300000.0,,,45000000.0,30200000.0,5200000.0,0.27,,500000.0,705500000.0,246000000.0,747400000.0,,,,,,,,
1996-09-30,147741935.0,74500000.0,,,-28300000.0,363400000.0,0.0,92300000.0,0.0,192000000.0,-106900000.0,0.0,89400000.0,0.32,,339400000.0,76000000.0,,356400000.0,30200000.0,120100000.0,102600000,,-18900000.0,3400000.0,81100000,455000000,-15800000.0,20400000.0,413800000.0,293300000.0,71900000.0,57800000.0,-173200000.0,187500000.0,1253900000.0,,4000000.0,190900000.0,143125000.0,263000000.0,,551100000.0,800000.0,45800000,,360200000.0,45800000.0,57600000.0,57600000.0,,,-12000000.0,110900000.0,45800000.0,420000000.0,-125800000.0,21500000.0,,,59600000.0,53000000.0,5800000.0,0.31,,1000000.0,840100000.0,300000000.0,890500000.0,,,,,,,,
1996-12-31,,81400000.0,,,0.0,424900000.0,0.0,84600000.0,0.0,217500000.0,500000.0,0.0,100700000.0,,,374700000.0,98100000.0,,396300000.0,44300000.0,122300000.0,116800000,,-12200000.0,4500000.0,92800000,487600000,-2500000.0,400000.0,437000000.0,286900000.0,64100000.0,-58900000.0,-164600000.0,229600000.0,1302800000.0,,-7700000.0,197200000.0,,270100000.0,,503200000.0,12200000.0,53800000,,306000000.0,53800000.0,49900000.0,49900000.0,,,-12400000.0,124700000.0,53800000.0,433800000.0,-11700000.0,24000000.0,,,60500000.0,51900000.0,6800000.0,,,8000000.0,865800000.0,309700000.0,877900000.0,,,,,,,,
1997-03-31,149000000.0,91100000.0,,,-6700000.0,456000000.0,49900000.0,86700000.0,0.0,198500000.0,-69800000.0,,93800000.0,0.31,,384900000.0,75000000.0,,425800000.0,30300000.0,136200000.0,104700000,,-17100000.0,5600000.0,80800000,478200000,2800000.0,-11800000.0,445400000.0,298100000.0,59600000.0,24800000.0,-161900000.0,221900000.0,1368000000.0,,-1500000.0,195300000.0,144193548.0,279700000.0,,527100000.0,400000.0,44700000,,331800000.0,44700000.0,48400000.0,48400000.0,,,-12500000.0,117700000.0,44700000.0,471300000.0,-86900000.0,23900000.0,,,76300000.0,42500000.0,6100000.0,0.3,,500000.0,922600000.0,315100000.0,912000000.0,,,,,,,,
1997-06-30,148684211.0,75500000.0,,,-44700000.0,464800000.0,0.0,77000000.0,0.0,159700000.0,54700000.0,,69200000.0,0.39,,312600000.0,115200000.0,,471800000.0,54000000.0,94000000.0,90600000,,-1500000.0,7600000.0,77800000,343000000,2900000.0,6200000.0,375800000.0,212500000.0,29600000.0,-67600000.0,-118500000.0,229000000.0,1315900000.0,,15300000.0,155700000.0,144871795.0,183300000.0,,538500000.0,42800000.0,61200000,,382800000.0,56500000.0,61900000.0,61900000.0,,,-13200000.0,81900000.0,56500000.0,336600000.0,53200000.0,12800000.0,,,6600000.0,28100000.0,5300000.0,0.38,,600000.0,940100000.0,509500000.0,851100000.0,,,,,,,,
1997-09-30,147500000.0,69900000.0,,,-28000000.0,359700000.0,0.0,108100000.0,0.0,179800000.0,-7500000.0,,60400000.0,0.33,,326000000.0,79000000.0,,394400000.0,31800000.0,93500000.0,119400000,,-6800000.0,2400000.0,82700000,344100000,8800000.0,-39700000.0,391500000.0,216300000.0,140500000.0,-130400000.0,-122800000.0,196500000.0,1118300000.0,,-3900000.0,159100000.0,143030303.0,164300000.0,,432600000.0,1500000.0,47200000,,273500000.0,47200000.0,58100000.0,58100000.0,,,-13200000.0,97100000.0,47200000.0,333600000.0,-14300000.0,19500000.0,,,21400000.0,133700000.0,5200000.0,0.32,,600000.0,726800000.0,299700000.0,758600000.0,,,,,,,,
1997-12-31,,77900000.0,,,-49700000.0,349400000.0,0.0,94700000.0,0.0,188600000.0,-144300000.0,,72900000.0,,,327600000.0,64400000.0,,415100000.0,25900000.0,94700000.0,115700000,,-9200000.0,2700000.0,94800000,367000000,-4800000.0,800000.0,400900000.0,219400000.0,63100000.0,4800000.0,-124700000.0,219900000.0,1177100000.0,,-5800000.0,160800000.0,,178400000.0,,500100000.0,-24700000.0,38500000,,339300000.0,35300000.0,52300000.0,52300000.0,,,-13100000.0,93800000.0,35300000.0,365400000.0,-72500000.0,20900000.0,,,13000000.0,53900000.0,5800000.0,,,9500000.0,776200000.0,316100000.0,827700000.0,,,,,,,,
1998-03-31,144193548.0,83700000.0,,,-63300000.0,326200000.0,52300000.0,91800000.0,0.0,173300000.0,-42300000.0,,70100000.0,0.32,,335000000.0,74600000.0,,453300000.0,29900000.0,98100000.0,103200000,,-9900000.0,4700000.0,81000000,353100000,3400000.0,-5000000.0,434500000.0,228000000.0,65300000.0,10800000.0,-129900000.0,237400000.0,1242900000.0,,23800000.0,153500000.0,139687500.0,179800000.0,,581700000.0,700000.0,44700000,,428200000.0,44700000.0,76100000.0,76100000.0,,,-12900000.0,92300000.0,44700000.0,405700000.0,-52200000.0,22200000.0,,,5800000.0,55400000.0,7000000.0,0.31,,600000.0,808400000.0,304600000.0,916700000.0,,,,,,,,
1998-06-30,144571429.0,92300000.0,,,0.0,361300000.0,0.0,121300000.0,0.0,193300000.0,10000000.0,,77800000.0,0.36,,351800000.0,84600000.0,,491000000.0,34000000.0,109600000.0,115500000,,-102100000.0,1900000.0,92200000,393500000,3600000.0,-15500000.0,551100000.0,244500000.0,48600000.0,109000000.0,-134900000.0,219700000.0,1426100000.0,,65600000.0,157000000.0,140555556.0,200200000.0,,713000000.0,600000.0,50600000,,556000000.0,50600000.0,141700000.0,141700000.0,,,-13000000.0,101100000.0,50600000.0,437800000.0,-92100000.0,23300000.0,,,10800000.0,-53500000.0,8200000.0,0.35,,500000.0,875000000.0,327600000.0,1064800000.0,,,,,,,,
1998-09-30,144594595.0,101800000.0,,,-34100000.0,398700000.0,0.0,106000000.0,0.0,205700000.0,-35600000.0,,79300000.0,0.38,,421200000.0,90300000.0,,531600000.0,36800000.0,121400000.0,126400000,,-397700000.0,2400000.0,99600000,425400000,4000000.0,-5200000.0,518200000.0,267600000.0,92600000.0,286900000.0,-146200000.0,264800000.0,1830700000.0,,-55700000.0,161800000.0,140789474.0,219700000.0,,1010800000.0,3400000.0,53500000,,849000000.0,53500000.0,85900000.0,85900000.0,,,-13000000.0,106100000.0,53500000.0,741400000.0,-433300000.0,26800000.0,,,50400000.0,-305100000.0,12700000.0,0.37,,1500000.0,1312500000.0,449700000.0,1432000000.0,,,,,,,,
1998-12-31,,76700000.0,,,-64400000.0,366500000.0,0.0,107300000.0,90700000.0,217200000.0,-29300000.0,,92900000.0,,,419200000.0,77600000.0,,562900000.0,33100000.0,119300000.0,124300000,,-13700000.0,3200000.0,92800000,449000000,23600000.0,-17100000.0,520400000.0,270300000.0,82600000.0,-47200000.0,-151000000.0,264500000.0,1828800000.0,,4700000.0,123500000.0,,231800000.0,,1043100000.0,-500000.0,44500000,,869500000.0,44500000.0,90600000.0,90600000.0,50100000.0,,-13200000.0,124400000.0,44500000.0,719700000.0,-30100000.0,31500000.0,,,47400000.0,68900000.0,14700000.0,,,9200000.0,1308400000.0,469400000.0,1462300000.0,,,,,,,,
1999-03-31,141612903.0,76700000.0,,,-60800000.0,221900000.0,90600000.0,123600000.0,0.0,202400000.0,-20000000.0,-100000.0,83900000.0,0.32,,405500000.0,74200000.0,,593800000.0,30300000.0,115000000.0,118500000,,-14100000.0,1900000.0,88800000,421500000,2200000.0,-6200000.0,544000000.0,270000000.0,69500000.0,-3300000.0,-155000000.0,237300000.0,1732700000.0,,26900000.0,114400000.0,137187500.0,219100000.0,,1105300000.0,500000.0,43900000,,938900000.0,43900000.0,117500000.0,117500000.0,52000000.0,,-13000000.0,113600000.0,43900000.0,620700000.0,-34100000.0,29700000.0,,,44600000.0,55400000.0,15100000.0,0.31,,600000.0,1188700000.0,453000000.0,1510800000.0,,,,,,,,
1999-06-30,140810811.0,78200000.0,,,-33200000.0,224700000.0,0.0,132300000.0,0.0,216200000.0,-20000000.0,200000.0,89000000.0,0.38,,399700000.0,90100000.0,,632900000.0,38000000.0,113900000.0,127200000,,-14800000.0,3200000.0,96900000,442600000,1600000.0,11900000.0,562300000.0,274700000.0,89000000.0,-42600000.0,-160800000.0,226300000.0,1737700000.0,,34800000.0,118500000.0,137105263.0,226400000.0,,1113300000.0,8500000.0,52100000,,941600000.0,52100000.0,152300000.0,152300000.0,53200000.0,,-13000000.0,119300000.0,52100000.0,610400000.0,-8800000.0,30300000.0,,,41100000.0,74200000.0,15300000.0,0.37,,800000.0,1175400000.0,451100000.0,1513000000.0,,,,,,,,
1999-09-30,138333333.0,72600000.0,-227900000.0,,-71600000.0,198000000.0,0.0,138000000.0,137100000.0,225400000.0,-23400000.0,,80100000.0,0.42,,398900000.0,98100000.0,,678100000.0,40000000.0,108600000.0,145300000,,-6800000.0,1300000.0,112200000,444400000,8000000.0,100000.0,538700000.0,276800000.0,99200000.0,-83300000.0,-168200000.0,217300000.0,1712400000.0,,-15200000.0,118800000.0,138333333.0,219000000.0,,1115500000.0,1100000.0,58100000,,939000000.0,58100000.0,137100000.0,137100000.0,57700000.0,,-12900000.0,113200000.0,58100000.0,605700000.0,-30200000.0,33100000.0,,217800000.0,43600000.0,92400000.0,15100000.0,0.42,,800000.0,1173700000.0,459400000.0,1514400000.0,,,,,,,,
1999-12-31,,82100000.0,-217400000.0,,-44600000.0,215600000.0,137100000.0,177400000.0,136600000.0,221600000.0,-19200000.0,,72800000.0,,,504800000.0,103500000.0,,726800000.0,41700000.0,115500000.0,148800000,,-25500000.0,600000.0,116600000,464200000,9100000.0,-36000000.0,609400000.0,286600000.0,67000000.0,-23800000.0,-171100000.0,247500000.0,1839800000.0,,-500000.0,112600000.0,,242600000.0,,1119400000.0,2300000.0,61800000,,933700000.0,61800000.0,136600000.0,136600000.0,73100000.0,,-13100000.0,105000000.0,61800000.0,612600000.0,-44700000.0,32200000.0,,217800000.0,79900000.0,41500000.0,15400000.0,,,2900000.0,1230400000.0,502300000.0,1624200000.0,,,,,,,,
2000-03-31,135150000.0,173722000.0,-244812000.0,,-6517000.0,250706000.0,136596000.0,177302000.0,108542000.0,216224000.0,-19787000.0,,93390000.0,0.32,,490007000.0,72183000.0,,756011000.0,29956000.0,106059000.0,122834000,,-5558000.0,3586000.0,87604000,451081000,2406000.0,-20372000.0,581869000.0,295370000.0,59491000.0,-26738000.0,-189311000.0,234507000.0,1836691000.0,,-28054000.0,106565000.0,133917000.0,234857000.0,,1095978000.0,953000.0,42227000,,913342000.0,42227000.0,108542000.0,108542000.0,76071000.0,,-13043000.0,128620000.0,42227000.0,625245000.0,-61296000.0,35230000.0,,218233000.0,78198000.0,53933000.0,16374000.0,0.31,,718000.0,1254822000.0,523518000.0,1585985000.0,,,,,,,,
2000-06-30,135777000.0,94214000.0,-272279000.0,,0.0,265323000.0,108542000.0,154418000.0,111736000.0,259590000.0,-14491000.0,,112245000.0,0.4,,467291000.0,90731000.0,,796028000.0,37653000.0,110298000.0,147345000,,-6506000.0,1343000.0,108966000,498213000,1866000.0,-37475000.0,627746000.0,304696000.0,55848000.0,234484000.0,-194398000.0,236292000.0,2078441000.0,,3194000.0,109156000.0,134089000.0,238623000.0,,1345827000.0,1621000.0,53078000,,1158236000.0,53078000.0,111736000.0,111736000.0,78435000.0,,-13061000.0,150624000.0,53078000.0,766905000.0,-283011000.0,38379000.0,,218325000.0,76581000.0,49342000.0,19856000.0,0.39,,1096000.0,1450695000.0,573492000.0,1813118000.0,,,,,,,,
2000-09-30,135796000.0,93262000.0,-286988000.0,,0.0,306735000.0,111736000.0,121532000.0,123811000.0,275099000.0,-21301000.0,,110362000.0,0.48,,424008000.0,106856000.0,,847249000.0,42539000.0,107779000.0,164737000,,-8943000.0,4101000.0,125933000,517906000,2266000.0,-32218000.0,625694000.0,309746000.0,72613000.0,-21789000.0,-201967000.0,229051000.0,2063516000.0,,12075000.0,107942000.0,134355000.0,242807000.0,,1332773000.0,2167000.0,64317000,,1145025000.0,64317000.0,123811000.0,123811000.0,79806000.0,,-13096000.0,149166000.0,64317000.0,761261000.0,-37273000.0,38804000.0,,218816000.0,73425000.0,63670000.0,21244000.0,0.47,,835000.0,1437822000.0,568782000.0,1756781000.0,,,,,,,,
2000-12-31,,66052000.0,-296458000.0,,0.0,383578000.0,123811000.0,35262000.0,89413000.0,244603000.0,-28199000.0,,75321000.0,,,426224000.0,115599000.0,,902475000.0,47199000.0,98811000.0,169282000,,-16125000.0,14135000.0,132912000,498681000,10153000.0,-26948000.0,604909000.0,275516000.0,96213000.0,-169984000.0,-176705000.0,336353000.0,2069637000.0,,-34398000.0,176068000.0,,254078000.0,,1259835000.0,1164000.0,68400000,,993569000.0,68400000.0,89413000.0,89413000.0,90198000.0,,-13174000.0,111691000.0,68400000.0,717939000.0,42139000.0,36370000.0,,219989000.0,54609000.0,80088000.0,18477000.0,,,889000.0,1464728000.0,647978000.0,1686059000.0,,,,,,,,
2001-03-31,137612000.0,43682000.0,-332473000.0,,,388486000.0,89413000.0,36435000.0,50158000.0,243831000.0,-25402000.0,,107701000.0,0.35,,401064000.0,80844000.0,,937339000.0,32742000.0,94212000.0,136130000,,-5959000.0,5545000.0,98978000,479742000,2786000.0,-61565000.0,581592000.0,276265000.0,26475000.0,-9812000.0,-182053000.0,304396000.0,2028649000.0,313811000.0,-39255000.0,168093000.0,136007000.0,235911000.0,,1239099000.0,1090000.0,48102000,,979057000.0,48102000.0,50158000.0,50158000.0,91949000.0,,-13238000.0,144853000.0,48102000.0,690064000.0,-52975000.0,37152000.0,,220495000.0,60233000.0,20516000.0,17672000.0,0.35,,871000.0,1447057000.0,662781000.0,1640163000.0,,,,,,,,
2001-06-30,138415000.0,31718000.0,-272366000.0,,,482848000.0,50158000.0,20404000.0,35339000.0,165056000.0,-4894000.0,,88818000.0,0.22,,324332000.0,65745000.0,,953554000.0,26833000.0,59111000.0,92055000,,892000.0,10513000.0,76238000,289546000,2457000.0,25218000.0,389934000.0,180212000.0,-14153000.0,42268000.0,-121101000.0,200554000.0,2021218000.0,227537000.0,14975000.0,147409000.0,136535000.0,124490000.0,,1214038000.0,1270000.0,38297000,,981557000.0,29498000.0,35339000.0,35339000.0,85072000.0,,-13283000.0,88818000.0,29498000.0,536631000.0,-14327000.0,15817000.0,,221588000.0,103374000.0,-13261000.0,11763000.0,0.21,,829000.0,1631284000.0,1035542000.0,1538370000.0,,,,,,,,
2001-09-30,140240000.0,36263000.0,-286997000.0,,,263685000.0,35339000.0,15814000.0,26683000.0,160495000.0,-2747000.0,,79951000.0,0.26,,255495000.0,63313000.0,,755532000.0,27525000.0,57145000.0,107522000,,-4190000.0,13648000.0,80544000,282392000,1892000.0,257000.0,364379000.0,178246000.0,312470000.0,-313363000.0,-121101000.0,160484000.0,1449413000.0,214664000.0,-8656000.0,137238000.0,137418000.0,121897000.0,20113000.0,930233000.0,-3912000.0,35788000,522131000.0,715927000.0,35788000.0,26683000.0,26683000.0,77068000.0,,-2892000.0,79951000.0,35788000.0,,-6827000.0,26978000.0,,222420000.0,59084000.0,308280000.0,12301000.0,0.26,,263000.0,1085034000.0,505758000.0,1185728000.0,,,,,,,,
2001-12-31,,32200000.0,-287000000.0,,-28046000.0,243500000.0,26683000.0,13200000.0,33200000.0,166054000.0,4743000.0,,78908000.0,,,275900000.0,16138000.0,,758800000.0,7038000.0,55200000.0,113399000,,-37843000.0,6694000.0,87146000,281854000,1065000.0,-11210000.0,358000000.0,167200000.0,-69692000.0,-44593000.0,-112000000.0,200700000.0,1422600000.0,197000000.0,6536000.0,121000000.0,,115800000.0,,903200000.0,-60565000.0,9100000,,693600000.0,9112000.0,33200000.0,33200000.0,88600000.0,,-2887000.0,78908000.0,9112000.0,516500000.0,-32371000.0,26253000.0,,223000000.0,62000000.0,-107535000.0,10810000.0,,,337000.0,1064600000.0,492900000.0,1179100000.0,,,,,,,,
2002-03-31,139300000.0,25800000.0,-295200000.0,,-30100000.0,276400000.0,33200000.0,10100000.0,29600000.0,149200000.0,-7600000.0,,70500000.0,0.31,,237600000.0,69600000.0,,797600000.0,27900000.0,49800000.0,98000000,,-900000.0,23100000.0,78700000,261400000,3200000.0,-26600000.0,337200000.0,161800000.0,37600000.0,-9800000.0,-112000000.0,161500000.0,1414900000.0,191000000.0,-3600000.0,110200000.0,136400000.0,112200000.0,11600000.0,900900000.0,1500000.0,41700000,,699400000.0,41700000.0,29600000.0,29600000.0,91300000.0,,-2900000.0,70500000.0,41700000.0,522500000.0,-31000000.0,19300000.0,,225000000.0,54400000.0,36700000.0,10100000.0,0.3,,200000.0,1077700000.0,505400000.0,1138500000.0,,,,,,,,
2002-06-30,139800000.0,42400000.0,-310900000.0,,-21900000.0,283300000.0,29600000.0,10900000.0,28200000.0,162500000.0,-6000000.0,,56700000.0,0.35,,432900000.0,77700000.0,,842200000.0,30300000.0,45300000.0,105800000,,-2400000.0,6400000.0,86500000,270300000,3300000.0,-16100000.0,332500000.0,157300000.0,54000000.0,19300000.0,-112000000.0,146200000.0,1452000000.0,186200000.0,-1400000.0,96300000.0,137000000.0,107800000.0,19400000.0,735800000.0,1800000.0,47400000,555200000.0,547400000.0,47400000.0,28200000.0,28200000.0,92100000.0,,-2900000.0,76000000.0,47400000.0,,-73600000.0,19300000.0,,225100000.0,256400000.0,51600000.0,10100000.0,0.34,,200000.0,1119500000.0,519000000.0,1168700000.0,,,,,,,,
2002-09-30,137600000.0,41500000.0,-344000000.0,,-26700000.0,264400000.0,28200000.0,10300000.0,30100000.0,176500000.0,49600000.0,,66300000.0,0.29,,435500000.0,81500000.0,,878300000.0,31800000.0,45700000.0,110200000,,-32100000.0,2100000.0,89700000,289700000,3300000.0,-14800000.0,311400000.0,157700000.0,58500000.0,58100000.0,-112000000.0,160500000.0,1528600000.0,204400000.0,1900000.0,86400000.0,135900000.0,113200000.0,20300000.0,828700000.0,2000000.0,49700000,,650600000.0,38900000.0,30100000.0,30100000.0,91700000.0,,-2800000.0,86800000.0,38900000.0,611500000.0,-112900000.0,19500000.0,,225100000.0,244400000.0,26400000.0,10400000.0,0.28,,200000.0,1217200000.0,560000000.0,1264200000.0,,,,,,,,
2002-12-31,,33600000.0,-441800000.0,,-1100000.0,221000000.0,30100000.0,16500000.0,30500000.0,188000000.0,-84000000.0,,70900000.0,,,427900000.0,84800000.0,,925400000.0,33100000.0,50600000.0,117100000,,22600000.0,2600000.0,94700000,292600000,8100000.0,10000000.0,285600000.0,145200000.0,98400000.0,25000000.0,-94600000.0,146500000.0,1506900000.0,179800000.0,400000.0,141500000.0,,104600000.0,31000000.0,858000000.0,1500000.0,51700000,,690600000.0,49900000.0,30500000.0,30500000.0,25900000.0,,-2800000.0,93300000.0,49900000.0,650500000.0,-123500000.0,22400000.0,,225100000.0,233900000.0,121000000.0,10700000.0,,,300000.0,1221300000.0,520200000.0,1285900000.0,,,,,,,,
2003-03-31,136800000.0,33100000.0,-430400000.0,,-19400000.0,254900000.0,30500000.0,14200000.0,25800000.0,174600000.0,-9500000.0,,70700000.0,0.32,,436100000.0,72200000.0,,966300000.0,27100000.0,49700000.0,103900000,,-3800000.0,2700000.0,80700000,301600000,3000000.0,-42900000.0,291800000.0,138300000.0,28800000.0,-8200000.0,-88600000.0,160600000.0,1555600000.0,195300000.0,-4700000.0,141100000.0,135400000.0,127000000.0,18300000.0,864600000.0,3800000.0,45100000,,693800000.0,43800000.0,25800000.0,25800000.0,29700000.0,,-2900000.0,93900000.0,43800000.0,666100000.0,-26000000.0,23200000.0,,225100000.0,243000000.0,25000000.0,11700000.0,0.32,,300000.0,1263800000.0,548000000.0,1300700000.0,,,,,,,,
2003-06-30,137000000.0,38200000.0,-391400000.0,,-10400000.0,325800000.0,25800000.0,12500000.0,30800000.0,179300000.0,-7300000.0,,69900000.0,0.31,,218300000.0,78800000.0,,1005400000.0,29500000.0,48500000.0,109400000,,-4500000.0,9600000.0,85300000,317000000,-500000.0,800000.0,303800000.0,146600000.0,73100000.0,-30700000.0,-98100000.0,158100000.0,1610500000.0,198800000.0,5000000.0,142800000.0,134900000.0,137700000.0,24000000.0,1066400000.0,5400000.0,49300000,,891900000.0,41900000.0,30800000.0,30800000.0,31700000.0,,-2800000.0,94000000.0,41900000.0,703000000.0,-39700000.0,24100000.0,,224800000.0,23700000.0,68600000.0,10800000.0,0.31,,-400000.0,1306700000.0,555200000.0,1284700000.0,,,,,,,,
2003-09-30,136400000.0,39400000.0,-389600000.0,,-35500000.0,346700000.0,30800000.0,10800000.0,33500000.0,180800000.0,-9900000.0,,66800000.0,0.38,,221200000.0,82400000.0,,1053800000.0,29600000.0,47900000.0,114100000,,-3100000.0,4400000.0,88900000,309800000,8000000.0,5900000.0,293300000.0,152500000.0,91600000.0,-76600000.0,-104600000.0,183300000.0,1593400000.0,191400000.0,2700000.0,145700000.0,134500000.0,129000000.0,,1025500000.0,3000000.0,52800000,,841500000.0,51200000.0,33500000.0,33500000.0,38300000.0,,-2700000.0,91900000.0,51200000.0,702500000.0,-13100000.0,25200000.0,,225200000.0,27100000.0,88500000.0,8600000.0,0.38,,300000.0,1300100000.0,549700000.0,1246700000.0,,,,,,,,
2003-12-31,,42400000.0,-370000000.0,,-29600000.0,371500000.0,33500000.0,13400000.0,39300000.0,177800000.0,-17700000.0,,67200000.0,,,354800000.0,49700000.0,,1079000000.0,18400000.0,47000000.0,110600000,,-3200000.0,2800000.0,87800000,297000000,5300000.0,1600000.0,285900000.0,153300000.0,100300000.0,-78100000.0,-106300000.0,146500000.0,1553300000.0,175400000.0,5800000.0,119700000.0,,119200000.0,34400000.0,827000000.0,-28900000.0,31300000,,663000000.0,28000000.0,39300000.0,39300000.0,44300000.0,,-2900000.0,90000000.0,28000000.0,724300000.0,-20900000.0,22800000.0,,225500000.0,160500000.0,97100000.0,8500000.0,,,-1900000.0,1267400000.0,496100000.0,1181800000.0,,,,,,,,
2004-03-31,135100000.0,49000000.0,-361600000.0,,-30000000.0,397600000.0,39300000.0,9200000.0,37000000.0,180400000.0,-6500000.0,,70900000.0,0.39,,357900000.0,81900000.0,,1127000000.0,30700000.0,44500000.0,109500000,,-3300000.0,12600000.0,87800000,313600000,9300000.0,-50600000.0,307900000.0,152100000.0,32500000.0,-18200000.0,-107600000.0,166000000.0,1590600000.0,191300000.0,-2300000.0,123400000.0,132900000.0,133200000.0,17600000.0,835100000.0,3300000.0,51200000,,660100000.0,50800000.0,37000000.0,37000000.0,51600000.0,,-2800000.0,92600000.0,50800000.0,725100000.0,-15400000.0,21700000.0,,225100000.0,165100000.0,29200000.0,8400000.0,0.38,,-2900000.0,1282700000.0,513100000.0,1193000000.0,,,,,,,,
