date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyBeginningCashPosition,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue
2012-06-30,9056000.0,43357000.0,0.43,,0.0,0.0,402090000.0,554338000.0,351780000.0,8813000.0,293294000.0,-16991000.0,130410000.0,5726000.0,14744000.0,9568000.0,0.0,,20000.0,4853000.0,,21168000.0,58486000.0,554338000.0,23998000.0,59856000.0,2634000.0,,,0.0,2323000.0,56963000.0,1094000.0,2581000.0,583588000.0,6733000.0,205686000.0,,95911000.0,80765000.0,305053000.0,50310000.0,,738932000.0,-2298000.0,42412000.0,301597000.0,0.43,34544000.0,1322520000.0,4177000.0,34544000.0,34544000.0,80747000.0,0.0,0.0,,35654000.0,1020923000.0,351780000.0,37298000.0,,61066000.0,-17402000.0,-987000.0,7071000.0,51006000.0,120432000.0,6758000.0,48412000.0,0.0,114808000.0,,,,,
2012-09-30,9325000.0,2201000.0,-0.03,,,0.0,398792000.0,555673000.0,353439000.0,4692000.0,351780000.0,-13694000.0,133073000.0,6563000.0,,8025000.0,0.0,,11000.0,0.0,,1247000.0,1660000.0,,-16328000.0,60654000.0,3874000.0,,26317000.0,0.0,,21648000.0,796000.0,539000.0,604341000.0,4522000.0,208090000.0,,99512000.0,80748000.0,302562000.0,45353000.0,,739041000.0,7144000.0,73524000.0,307602000.0,-0.03,-2491000.0,1343382000.0,-12447000.0,-2491000.0,-2491000.0,80748000.0,0.0,0.0,,57055000.0,1035780000.0,353440000.0,402000.0,,,14096000.0,4497000.0,,793000.0,116158000.0,16469000.0,52020000.0,0.0,122190000.0,,,,,
2012-12-31,-2088000.0,-12203000.0,,,,0.0,401680000.0,540077000.0,366947000.0,-36052000.0,353439000.0,-16987000.0,135805000.0,-10976000.0,,7937000.0,0.0,-108731000.0,0.0,0.0,,13305000.0,13508000.0,648808000.0,-1901000.0,17288000.0,-38511000.0,,24016000.0,0.0,,-7938000.0,1066000.0,10189000.0,593771000.0,5711000.0,214812000.0,,44773000.0,,326410000.0,34733000.0,,723141000.0,6026000.0,86778000.0,259585000.0,,23849000.0,1316912000.0,-3682000.0,23849000.0,23849000.0,,6344000.0,0.0,59855000.0,82840000.0,1057327000.0,366947000.0,203000.0,,40947000.0,17190000.0,10646000.0,,-13281000.0,102293000.0,3938000.0,13551000.0,0.0,119632000.0,,,,,
2013-03-31,4864000.0,-4448000.0,-0.06,,-138000000.0,0.0,490012000.0,590071000.0,461846000.0,111000.0,366947000.0,-14722000.0,0.0,7555000.0,5960000.0,6917000.0,0.0,,118160000.0,,,4404000.0,94899000.0,,-10402000.0,68510000.0,1911000.0,,17336000.0,0.0,,12224000.0,-395000.0,4060000.0,656688000.0,4864000.0,68510000.0,,238850000.0,80752000.0,326168000.0,28166000.0,,769557000.0,8994000.0,49062000.0,307360000.0,-0.06,-4559000.0,1426245000.0,-10318000.0,-4559000.0,-4559000.0,80752000.0,6344000.0,0.0,,35204000.0,1118885000.0,461846000.0,-27665000.0,,81017000.0,-12943000.0,-2517000.0,-8747000.0,-6792000.0,79315000.0,13858000.0,26417000.0,180224000.0,118244000.0,,,,,
2013-06-30,5894000.0,-234685000.0,-2.92,,0.0,0.0,570811000.0,395770000.0,435805000.0,1260000.0,461846000.0,-13461000.0,0.0,5125000.0,3990000.0,5879000.0,,,0.0,0.0,,2287000.0,-26041000.0,,913000.0,77222000.0,12038000.0,,-5421000.0,0.0,,-218166000.0,689000.0,2262000.0,707636000.0,5894000.0,77222000.0,,238958000.0,80755000.0,90223000.0,135006000.0,,468727000.0,-27031000.0,32654000.0,316180000.0,-2.92,-235945000.0,1176363000.0,-11174000.0,-235945000.0,-235945000.0,80755000.0,2469000.0,0.0,,53791000.0,860183000.0,435805000.0,-28328000.0,,69348000.0,-14867000.0,3876000.0,9657000.0,-203897000.0,65008000.0,-21137000.0,23280000.0,182486000.0,0.0,,,,,
2013-09-30,7262000.0,-13793000.0,-0.18,,0.0,0.0,544158000.0,408764000.0,401384000.0,513000.0,435805000.0,-17526000.0,0.0,5174000.0,-8968000.0,10298000.0,,,0.0,0.0,,-4693000.0,-34421000.0,,-8816000.0,75119000.0,-217000.0,,1626000.0,0.0,,1011000.0,138000.0,2306000.0,683284000.0,7262000.0,75119000.0,,241924000.0,80755000.0,75917000.0,142774000.0,,486683000.0,-1636000.0,43944000.0,317043000.0,-0.18,-14306000.0,1169967000.0,-22219000.0,-14306000.0,-14306000.0,80755000.0,3801000.0,0.0,,38318000.0,852924000.0,401384000.0,-29728000.0,,81361000.0,-12202000.0,2628000.0,-16000.0,-8919000.0,53964000.0,5626000.0,23877000.0,184791000.0,0.0,,,,,
2013-12-31,5421000.0,43362000.0,,,0.0,0.0,544924000.0,400409000.0,415657000.0,13549000.0,401384000.0,-9503000.0,0.0,-9580000.0,-3903000.0,10301000.0,0.0,-143791000.0,0.0,,15885000.0,14516000.0,14273000.0,544200000.0,29769000.0,11014000.0,1701000.0,,-29628000.0,0.0,,45824000.0,569000.0,8284000.0,688203000.0,5046000.0,104124000.0,,244839000.0,,96525000.0,129267000.0,,503038000.0,-2602000.0,49026000.0,348963000.0,,29813000.0,1191241000.0,5013000.0,29813000.0,29813000.0,,13140000.0,0.0,66530000.0,46207000.0,842278000.0,415657000.0,12094000.0,,43516000.0,239000.0,-2432000.0,11936000.0,49231000.0,50892000.0,2819000.0,24736000.0,187130000.0,0.0,,,,,
2014-03-31,6914000.0,-15853000.0,-0.21,,0.0,0.0,545277000.0,406636000.0,396413000.0,1005000.0,415657000.0,-5437000.0,,5154000.0,12935000.0,8647000.0,,,0.0,,1528000.0,1171000.0,-19244000.0,,8469000.0,10002000.0,1005000.0,,-17309000.0,0.0,,-5533000.0,449000.0,3589000.0,670615000.0,6914000.0,83636000.0,,249393000.0,80754000.0,79667000.0,148864000.0,,500153000.0,-1704000.0,33736000.0,333029000.0,-0.21,-16858000.0,1170768000.0,-4266000.0,-16858000.0,-16858000.0,80754000.0,5589000.0,0.0,68113000.0,28526000.0,837739000.0,396413000.0,-16558000.0,,30584000.0,-20186000.0,-2266000.0,-2200000.0,-10560000.0,53444000.0,5210000.0,26091000.0,189580000.0,0.0,,,,,
2014-06-30,4584000.0,-7225000.0,-0.09,-275000000.0,0.0,0.0,282540000.0,640385000.0,102162000.0,37000.0,396413000.0,-286554000.0,,5325000.0,7089000.0,30647000.0,,-160451000.0,0.0,10240000.0,2069000.0,-1046000.0,-294251000.0,800836000.0,-7709000.0,18844000.0,37000.0,,23903000.0,0.0,,4934000.0,629000.0,4701000.0,527206000.0,4584000.0,99662000.0,,281217000.0,80754000.0,72405000.0,180378000.0,,725362000.0,5243000.0,64287000.0,380879000.0,-0.09,-7262000.0,1252568000.0,-287600000.0,-7262000.0,-7262000.0,80754000.0,5671000.0,0.0,74835000.0,54460000.0,871689000.0,102162000.0,-293243000.0,,27139000.0,-27316000.0,-9848000.0,-4950000.0,-7767000.0,138931000.0,9827000.0,31791000.0,192050000.0,0.0,,,,,
2014-09-30,4376000.0,-14755000.0,-0.18,,0.0,0.0,233624000.0,638415000.0,135174000.0,-90000.0,102162000.0,-622000.0,,7592000.0,-6315000.0,33053000.0,,-176117000.0,0.0,29027000.0,1633000.0,3621000.0,33012000.0,814532000.0,-1103000.0,20188000.0,-90000.0,,-22742000.0,0.0,,2311000.0,447000.0,7014000.0,471317000.0,4376000.0,107897000.0,,274718000.0,80754000.0,57740000.0,98450000.0,,721677000.0,-678000.0,79269000.0,382615000.0,-0.18,-14665000.0,1192994000.0,2999000.0,-14665000.0,-14665000.0,80754000.0,3890000.0,0.0,79391000.0,75571000.0,810379000.0,135174000.0,31252000.0,,28266000.0,2654000.0,-4272000.0,9484000.0,-7063000.0,149464000.0,3698000.0,26625000.0,194570000.0,,,,,,
2014-12-31,5988000.0,-57982000.0,,,0.0,0.0,289428000.0,439074000.0,184643000.0,29626000.0,135174000.0,-4346000.0,5922000.0,-10452000.0,-75000.0,23930000.0,0.0,-202847000.0,5922000.0,-18000.0,1028000.0,63777000.0,49469000.0,641921000.0,22782000.0,23552000.0,29626000.0,,-12723000.0,0.0,,-47597000.0,638000.0,5283000.0,491818000.0,5623000.0,122870000.0,,284129000.0,,-183408000.0,104785000.0,,494431000.0,-9713000.0,122830000.0,406999000.0,,-87608000.0,986249000.0,59431000.0,-87608000.0,-87608000.0,,3895000.0,0.0,32065000.0,126555000.0,579250000.0,184643000.0,-18841000.0,,26529000.0,-14340000.0,19762000.0,-4107000.0,-40198000.0,129228000.0,-3725000.0,29050000.0,197134000.0,0.0,,,,,
2015-03-31,5164000.0,12501000.0,0.11,,,0.0,267087000.0,443419000.0,175595000.0,3405000.0,184643000.0,-6148000.0,5669000.0,6252000.0,-4119000.0,12798000.0,,-223215000.0,,,2813000.0,30807000.0,-9048000.0,666634000.0,-868000.0,18299000.0,3405000.0,,-23339000.0,0.0,,35290000.0,666000.0,5671000.0,477615000.0,5164000.0,119327000.0,,292203000.0,94141000.0,-174312000.0,91492000.0,,511645000.0,21275000.0,111721000.0,411530000.0,0.11,9096000.0,989260000.0,24659000.0,9096000.0,9096000.0,80754000.0,3899000.0,0.0,29035000.0,85282000.0,577730000.0,175595000.0,-38214000.0,,34228000.0,-32230000.0,7646000.0,-4794000.0,-3103000.0,124176000.0,26439000.0,30416000.0,199813000.0,11434000.0,,,,,
2015-06-30,7203000.0,-3316000.0,-0.09,,-1649000.0,0.0,315095000.0,427877000.0,217228000.0,4011000.0,175595000.0,-8540000.0,3851000.0,6447000.0,1733000.0,12458000.0,0.0,-245647000.0,-1649000.0,0.0,1823000.0,21897000.0,41633000.0,673524000.0,-2864000.0,16099000.0,4011000.0,,-50722000.0,0.0,,23940000.0,619000.0,5247000.0,503713000.0,7203000.0,123946000.0,,295772000.0,80754000.0,-147828000.0,97867000.0,,492836000.0,5214000.0,95818000.0,419718000.0,-0.09,-7327000.0,996549000.0,13357000.0,-7327000.0,-7327000.0,80754000.0,3904000.0,0.0,37170000.0,83401000.0,576831000.0,217228000.0,21594000.0,,32394000.0,9980000.0,-9103000.0,1326000.0,-2377000.0,135367000.0,12417000.0,32879000.0,202517000.0,,,,,,
2015-09-30,5700000.0,-62556000.0,-0.74,,0.0,0.0,307844000.0,389641000.0,200017000.0,-3140000.0,217228000.0,-13023000.0,3715000.0,6361000.0,825000.0,5122000.0,,-271099000.0,0.0,0.0,2820000.0,998000.0,-17211000.0,660740000.0,-2458000.0,23044000.0,-3140000.0,,-41868000.0,0.0,,-36238000.0,711000.0,5897000.0,507742000.0,5700000.0,134674000.0,,293823000.0,80754000.0,-207244000.0,107827000.0,,447024000.0,-16243000.0,77191000.0,428497000.0,-0.74,-59416000.0,954766000.0,-12025000.0,-59416000.0,-59416000.0,80754000.0,3909000.0,0.0,37016000.0,87734000.0,526269000.0,200017000.0,-17288000.0,,27160000.0,-4346000.0,-14269000.0,8070000.0,-40146000.0,147788000.0,-10543000.0,27634000.0,205277000.0,,,,,,
2015-12-31,4274000.0,-60353000.0,,,-52000.0,0.0,300046000.0,348712000.0,211862000.0,6369000.0,200017000.0,-9569000.0,4273000.0,-9982000.0,10207000.0,5822000.0,411000.0,-297024000.0,1893000.0,438000.0,338000.0,20549000.0,11845000.0,645736000.0,14011000.0,17697000.0,6370000.0,,-54805000.0,901000.0,,-47655000.0,796000.0,6339000.0,476734000.0,3965000.0,135851000.0,,288643000.0,,-273966000.0,88184000.0,,394943000.0,-32888000.0,90592000.0,424494000.0,,-66722000.0,871677000.0,10980000.0,-66722000.0,-66722000.0,,3979000.0,0.0,34416000.0,119206000.0,447183000.0,211862000.0,-10576000.0,,20907000.0,-1611000.0,-3838000.0,1830000.0,-20771000.0,135976000.0,-28614000.0,29026000.0,208085000.0,,,,,,
2016-03-31,4157000.0,5858000.0,0.03,,-1069000.0,0.0,312453000.0,349110000.0,217634000.0,3558000.0,211862000.0,-5073000.0,2116000.0,6621000.0,-7917000.0,6621000.0,0.0,-311106000.0,-1069000.0,513000.0,1304000.0,12724000.0,5772000.0,660216000.0,-11421000.0,12010000.0,3558000.0,,-47993000.0,845000.0,,32510000.0,557000.0,5913000.0,483627000.0,4157000.0,128628000.0,,295578000.0,81075000.0,-271666000.0,94819000.0,,396874000.0,14614000.0,101513000.0,424206000.0,0.03,2300000.0,880501000.0,7651000.0,2300000.0,2300000.0,80826000.0,3984000.0,0.0,33159000.0,82742000.0,456295000.0,217634000.0,-5844000.0,,30059000.0,-2511000.0,4238000.0,-8597000.0,-2416000.0,124919000.0,18771000.0,30283000.0,210994000.0,,,,,,
2016-06-30,12466000.0,15521000.0,0.13,-155000.0,-15882000.0,0.0,425843000.0,685729000.0,232619000.0,3039000.0,217634000.0,-14899000.0,0.0,6489000.0,-14413000.0,4177000.0,-212000.0,-325661000.0,-12329000.0,3909000.0,498000.0,30162000.0,14985000.0,1011390000.0,-2468000.0,18540000.0,3039000.0,,44344000.0,8000.0,,34653000.0,738000.0,5909000.0,669748000.0,12466000.0,139552000.0,,400816000.0,94870000.0,-259183000.0,193224000.0,,762515000.0,28165000.0,118775000.0,540368000.0,0.13,12482000.0,1432263000.0,15263000.0,12482000.0,12482000.0,93329000.0,3989000.0,0.0,42444000.0,78144000.0,891895000.0,232619000.0,-2796000.0,49786000.0,45776000.0,-8983000.0,1614000.0,10384000.0,-6613000.0,162599000.0,40631000.0,125063000.0,213955000.0,,,,,,
2016-09-30,4061000.0,40999000.0,0.31,0.0,0.0,0.0,455661000.0,686290000.0,277544000.0,2957000.0,232619000.0,-12068000.0,0.0,6461000.0,-12402000.0,4753000.0,0.0,-346610000.0,2599000.0,0.0,0.0,53066000.0,44925000.0,1032900000.0,-5829000.0,15845000.0,2957000.0,,29920000.0,0.0,,66563000.0,690000.0,4863000.0,690206000.0,4061000.0,133943000.0,,400473000.0,134336000.0,-221141000.0,178117000.0,,764412000.0,50849000.0,143381000.0,534416000.0,0.32,38042000.0,1454618000.0,40998000.0,38042000.0,38042000.0,119163000.0,12372000.0,0.0,41234000.0,88471000.0,920202000.0,277544000.0,-10581000.0,49786000.0,57277000.0,298000.0,9502000.0,1273000.0,-3897000.0,152447000.0,54910000.0,121824000.0,216977000.0,,,,,,
2016-12-31,1407000.0,18606000.0,,,0.0,0.0,476071000.0,663828000.0,327127000.0,6474000.0,277544000.0,-43659000.0,0.0,-11439000.0,20477000.0,4872000.0,0.0,-377737000.0,336000.0,547000.0,1247000.0,74130000.0,49583000.0,1041565000.0,28904000.0,17083000.0,6474000.0,,-1014000.0,0.0,,31559000.0,148000.0,5822000.0,704240000.0,1145000.0,144306000.0,,392503000.0,,-209009000.0,148944000.0,,734448000.0,23734000.0,127317000.0,536809000.0,,12132000.0,1438688000.0,30471000.0,12132000.0,12132000.0,,12097000.0,0.0,43170000.0,102176000.0,901879000.0,327127000.0,-24042000.0,49786000.0,35590000.0,18615000.0,937000.0,2619000.0,750000.0,154915000.0,25141000.0,116887000.0,220054000.0,,,,,,
2017-03-31,7890000.0,18467000.0,0.12,,0.0,0.0,531216000.0,644508000.0,340585000.0,3420000.0,327127000.0,-15488000.0,,6646000.0,5307000.0,19683000.0,0.0,,335000.0,,,30643000.0,13458000.0,,-11339000.0,61330000.0,3420000.0,,34684000.0,0.0,,49131000.0,586000.0,1016000.0,769074000.0,7890000.0,80837000.0,,449950000.0,120789000.0,-193962000.0,190631000.0,,715150000.0,24809000.0,117905000.0,530787000.0,0.13,15047000.0,1484224000.0,15155000.0,15047000.0,15047000.0,119425000.0,2334000.0,0.0,,85206000.0,953437000.0,340585000.0,-18118000.0,49786000.0,55981000.0,-3326000.0,-8647000.0,-2390000.0,-723000.0,167443000.0,32699000.0,123440000.0,223258000.0,,,,,,
2017-06-30,3292000.0,40008000.0,0.31,-12972000.0,0.0,0.0,528117000.0,681425000.0,353530000.0,2261000.0,340585000.0,-11614000.0,,9576000.0,4171000.0,27586000.0,0.0,-436946000.0,550000.0,0.0,,38614000.0,12945000.0,1118371000.0,-3563000.0,58986000.0,2261000.0,,18287000.0,0.0,,74271000.0,596000.0,-15721000.0,755770000.0,3292000.0,77959000.0,,442473000.0,134044000.0,-156642000.0,174587000.0,,758797000.0,21836000.0,116982000.0,520432000.0,0.31,37319000.0,1514567000.0,27000000.0,37747000.0,37319000.0,119519000.0,2146000.0,0.0,,91854000.0,975135000.0,353530000.0,-26311000.0,49786000.0,51098000.0,-2499000.0,272000.0,-6426000.0,26474000.0,172984000.0,25128000.0,119020000.0,226500000.0,,,,,,
2017-09-30,7043000.0,2175000.0,0.01,0.0,0.0,0.0,533746000.0,665267000.0,424025000.0,354000.0,353530000.0,-14920000.0,,9428000.0,7814000.0,27436000.0,1166000.0,-466359000.0,1774000.0,54397000.0,,30292000.0,70495000.0,1131626000.0,5979000.0,53959000.0,354000.0,,9156000.0,0.0,,35809000.0,,8277000.0,756731000.0,7043000.0,72654000.0,,437610000.0,120543000.0,-155576000.0,109721000.0,,742489000.0,10393000.0,106005000.0,510264000.0,0.01,1067000.0,1499220000.0,15372000.0,1821000.0,1067000.0,119591000.0,2211000.0,0.0,,88569000.0,968035000.0,424025000.0,38570000.0,49786000.0,40962000.0,-1988000.0,1948000.0,-3519000.0,-454000.0,178396000.0,17436000.0,113852000.0,229810000.0,,,,,,
2017-12-31,2082000.0,13936000.0,,0.0,0.0,0.0,573865000.0,658629000.0,459864000.0,-2914000.0,424025000.0,-9737000.0,,-10415000.0,5939000.0,7052000.0,1154000.0,-493167000.0,1942000.0,14244000.0,4385000.0,45175000.0,35839000.0,1151796000.0,4037000.0,16740000.0,-2914000.0,,24998000.0,0.0,,33092000.0,,-6388000.0,799597000.0,1880000.0,71466000.0,,442060000.0,,-139693000.0,114001000.0,,737857000.0,19937000.0,107881000.0,513526000.0,,15883000.0,1537454000.0,35438000.0,16850000.0,15883000.0,,2705000.0,0.0,39028000.0,85862000.0,1000885000.0,459864000.0,-9633000.0,49786000.0,14848000.0,-15533000.0,-4546000.0,2218000.0,1054000.0,182581000.0,22019000.0,114576000.0,233180000.0,0.0,,,,,
2018-03-31,6669000.0,-806000.0,-0.01,,,0.0,516741000.0,651769000.0,472901000.0,1516000.0,459864000.0,-11677000.0,,8836000.0,5581000.0,29889000.0,1455000.0,,1916000.0,28063000.0,,11007000.0,13037000.0,,-11868000.0,62365000.0,1516000.0,,-13442000.0,,,33430000.0,,8575000.0,758679000.0,6669000.0,72948000.0,,431849000.0,119882000.0,-141319000.0,43840000.0,,731444000.0,7731000.0,97902000.0,504797000.0,-0.01,-1626000.0,1490123000.0,-670000.0,-2322000.0,-1626000.0,119882000.0,3899000.0,,,83502000.0,961524000.0,472901000.0,1387000.0,49786000.0,33841000.0,-16642000.0,-18473000.0,1487000.0,-2005000.0,204198000.0,14400000.0,106093000.0,236685000.0,,,,,,
2018-06-30,8179000.0,9823000.0,0.04,,,0.0,502388000.0,666539000.0,493642000.0,7216000.0,472901000.0,-12230000.0,,8432000.0,-4408000.0,26355000.0,2503000.0,,4248000.0,35381000.0,13487000.0,17132000.0,20741000.0,,-4402000.0,25807000.0,7216000.0,,-13568000.0,,,41558000.0,,4540000.0,759586000.0,8179000.0,87619000.0,,424238000.0,120995000.0,-136202000.0,8746000.0,,745401000.0,8883000.0,104028000.0,511857000.0,0.04,5117000.0,1504987000.0,4902000.0,2607000.0,5117000.0,120075000.0,3557000.0,,40711000.0,86966000.0,969335000.0,493642000.0,1731000.0,49786000.0,37605000.0,-23813000.0,-6513000.0,6879000.0,6343000.0,216036000.0,17062000.0,105638000.0,240234000.0,,,,,,
2018-09-30,5985000.0,6632000.0,0.05,,,0.0,481225000.0,693047000.0,474511000.0,4404000.0,493642000.0,-39524000.0,,8157000.0,,26022000.0,2438000.0,,2449000.0,0.0,8832000.0,35374000.0,-19131000.0,,7621000.0,26277000.0,4404000.0,,-15090000.0,,,43915000.0,,4673000.0,731559000.0,5985000.0,82111000.0,,425314000.0,120975000.0,-129828000.0,6714000.0,0.0,772158000.0,10220000.0,115033000.0,507425000.0,0.05,6374000.0,1503717000.0,-4150000.0,2228000.0,6374000.0,120233000.0,3163000.0,,42051000.0,98828000.0,974205000.0,474511000.0,-56021000.0,49786000.0,32497000.0,-19078000.0,,,1343000.0,214674000.0,16205000.0,108947000.0,243858000.0,,,,,,
2018-12-31,12108000.0,-7559000.0,,,,0.0,448754000.0,701175000.0,419212000.0,-5015000.0,474511000.0,-11805000.0,,-11594000.0,,4041000.0,8800000.0,-577473000.0,11903000.0,0.0,8463000.0,-3744000.0,-55299000.0,1278648000.0,-22285000.0,15896000.0,-5015000.0,,-16303000.0,2798000.0,,3497000.0,,-2532000.0,733119000.0,11914000.0,83254000.0,,431908000.0,,-133314000.0,29542000.0,-23057000.0,788019000.0,3061000.0,103712000.0,515162000.0,,-3486000.0,1521138000.0,-15549000.0,-2544000.0,-3486000.0,,,,51309000.0,88543000.0,974147000.0,419212000.0,-63027000.0,49786000.0,11287000.0,-30766000.0,,,-5617000.0,232748000.0,15169000.0,107909000.0,247551000.0,,,,,,
2019-03-31,6871000.0,8897000.0,0.05,,-152250000.0,0.0,493985000.0,719807000.0,461351000.0,3165000.0,419212000.0,-21644000.0,109125000.0,8645000.0,,34435000.0,-3357000.0,,77441000.0,947000.0,,-303000.0,42139000.0,,-27377000.0,,3165000.0,,-11426000.0,,,43340000.0,460000.0,2094000.0,800491000.0,6871000.0,183733000.0,,360790000.0,121989000.0,-126850000.0,32634000.0,,806651000.0,19628000.0,126250000.0,544523000.0,0.05,6464000.0,1607142000.0,-21947000.0,5732000.0,6464000.0,121023000.0,9993000.0,3263000.0,,99751000.0,1027812000.0,461351000.0,-33762000.0,49786000.0,55217000.0,-15777000.0,-14676000.0,,-6989000.0,241296000.0,26499000.0,120108000.0,164380000.0,,,,,,
2019-06-30,6214000.0,13103000.0,0.09,,-430000.0,0.0,489872000.0,757676000.0,452160000.0,689000.0,461351000.0,-38481000.0,113772000.0,7194000.0,,38931000.0,,,791000.0,291000.0,,33367000.0,-9191000.0,,-11379000.0,73641000.0,689000.0,,-5536000.0,,,49652000.0,750000.0,7085000.0,798010000.0,6214000.0,198325000.0,,370183000.0,122011000.0,-116219000.0,37712000.0,,852212000.0,19591000.0,155149000.0,568508000.0,0.09,10631000.0,1650222000.0,-5114000.0,12414000.0,10631000.0,121247000.0,8034000.0,3204000.0,,129344000.0,1045124000.0,452160000.0,-44955000.0,49786000.0,79513000.0,-9737000.0,16121000.0,-1000.0,-638000.0,220591000.0,25805000.0,120617000.0,166143000.0,,,,,,
2019-09-30,7602000.0,32981000.0,0.17,-2415000.0,-220000.0,0.0,525611000.0,760269000.0,474479000.0,14849000.0,452160000.0,-18323000.0,112541000.0,8214000.0,,28366000.0,,,2572000.0,1744000.0,,52502000.0,22319000.0,,-9388000.0,89895000.0,14849000.0,,8823000.0,,,62968000.0,,4770000.0,849959000.0,7602000.0,213649000.0,,374697000.0,122841000.0,-95478000.0,51132000.0,-3435000.0,838484000.0,39891000.0,147848000.0,588346000.0,0.17,20741000.0,1688443000.0,34179000.0,18132000.0,20741000.0,121742000.0,8038000.0,,,100355000.0,1100097000.0,474479000.0,-29308000.0,49786000.0,78392000.0,-8731000.0,-8854000.0,,-2690000.0,237918000.0,47493000.0,121697000.0,167952000.0,,,,,,
