date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue
1996-03-31,70900000.0,,705700000.0,77800000.0,0.0,,323400000.0,,-2356100000.0,147716000.0,107600000.0,107600000.0,4400000.0,703600000.0,22600000.0,335800000.0,,779000000.0,-220900000.0,7300000.0,,202300000.0,,43800000.0,9400000.0,-68700000.0,1144300000,-123300000.0,123700000,,4211900000.0,22600000.0,442000000.0,36700000.0,1855800000.0,0.1875,,,188700000,,651300000.0,1671200000.0,147716000.0,,-192000000.0,,1958600000.0,164200000.0,1924600000.0,55200000.0,4479000000.0,427600000.0,,2520400000.0,65000000.0,,328800000.0,,396700000.0,0.0,3595800000.0,55200000.0,0.18125,55200000,-85400000.0,700400000.0,,0.0,,1243600000.0,273000000.0,-95900000.0,0.0,,-3300000.0,,747600000.0
1996-06-30,0.0,,768600000.0,79300000.0,0.0,,287600000.0,,-2274200000.0,148420000.0,117600000.0,117600000.0,5600000.0,912700000.0,22700000.0,336000000.0,,798300000.0,-228000000.0,7200000.0,,241100000.0,,45400000.0,7200000.0,-102100000.0,1266800000,-136700000.0,114000000,,4086600000.0,21900000.0,515900000.0,10000000.0,1812400000.0,0.19,,,173300000,,707600000.0,1661700000.0,148420000.0,,-238800000.0,,2075900000.0,162900000.0,2226900000.0,56300000.0,4797500000.0,696400000.0,,2721600000.0,59300000.0,,573200000.0,,381600000.0,0.0,3888600000.0,56300000.0,0.185,57400000,-57100000.0,742700000.0,,-1100000.0,,965300000.0,267600000.0,-129500000.0,0.0,,-12600000.0,,885200000.0
1996-09-30,0.0,,825400000.0,82700000.0,0.0,,264700000.0,,-2315400000.0,148592000.0,116600000.0,116600000.0,-2500000.0,716800000.0,26800000.0,361100000.0,,810400000.0,10400000.0,-33800000.0,,-126100000.0,,,2000000.0,228400000.0,1273100000,-126700000.0,120800000,,4192800000.0,23400000.0,564100000.0,-1000000.0,1877400000.0,0.18375,,,183200000,,762200000.0,1794300000.0,148592000.0,,101700000.0,,2080700000.0,217400000.0,2091300000.0,54600000.0,4852400000.0,737800000.0,,2771700000.0,62400000.0,,533200000.0,,400600000.0,0.0,3885600000.0,54600000.0,0.18,59300000,-83400000.0,826100000.0,,1200000.0,,1056500000.0,279800000.0,-102900000.0,0.0,,-18200000.0,,872500000.0
1996-12-31,0.0,,855800000.0,80600000.0,0.0,,281100000.0,,-2324900000.0,,74800000.0,74800000.0,27900000.0,566000000.0,28100000.0,498800000.0,,886000000.0,-134700000.0,71300000.0,,38900000.0,,,1700000.0,23400000.0,1407600000,-146300000.0,111600000,,4284200000.0,36000000.0,569400000.0,-41800000.0,1959300000.0,,,,179100000,,806800000.0,1973200000.0,,,-122900000.0,,2193100000.0,60300000.0,2021400000.0,44600000.0,4989800000.0,704800000.0,,2796700000.0,67500000.0,,338600000.0,,428800000.0,0.0,3994600000.0,44600000.0,,44600000,-8400000.0,835300000.0,,6000000.0,,1268400000.0,317200000.0,-108200000.0,0.0,,-10800000.0,,978800000.0
1997-03-31,74800000.0,,864300000.0,56300000.0,0.0,,251300000.0,,-2336500000.0,149040000.0,52000000.0,52000000.0,10100000.0,484700000.0,30100000.0,476300000.0,,898600000.0,-8100000.0,8100000.0,,-71600000.0,,43600000.0,4100000.0,99700000.0,1297700000,-78400000.0,105500000,,4277800000.0,16400000.0,551600000.0,-22800000.0,1941300000.0,0.13375,,,169000000,,846700000.0,1982000000.0,149040000.0,,21300000.0,,2168400000.0,170600000.0,1934900000.0,39900000.0,4926800000.0,688700000.0,,2758400000.0,63500000.0,,340800000.0,,383200000.0,0.0,3916900000.0,39900000.0,0.13125,39900000,-12500000.0,851800000.0,,0.0,,1293300000.0,277700000.0,-48300000.0,0.0,,-13700000.0,,914500000.0
1997-06-30,0.0,,919900000.0,102400000.0,0.0,,239700000.0,,-2370000000.0,148848000.0,105600000.0,105600000.0,7600000.0,387900000.0,28700000.0,470100000.0,,945700000.0,86600000.0,2900000.0,,-107600000.0,,45700000.0,,234400000.0,1478100000,-89600000.0,152600000,,4328100000.0,29600000.0,614500000.0,53600000.0,1958100000.0,0.24375,,,223700000,,919500000.0,1980700000.0,148848000.0,,144800000.0,,2223900000.0,192700000.0,1948100000.0,72800000.0,4992900000.0,665600000.0,,2769000000.0,71100000.0,,340800000.0,,462100000.0,0.0,3928800000.0,72800000.0,0.2375,72800000,-41500000.0,893400000.0,,0.0,,1315100000.0,309500000.0,-70100000.0,0.0,,-22300000.0,,1016000000.0
1997-09-30,0.0,,925600000.0,72500000.0,0.0,,212100000.0,,-2001800000.0,147192000.0,85900000.0,85900000.0,10200000.0,358300000.0,27800000.0,441100000.0,,569500000.0,-8900000.0,14600000.0,,-34800000.0,,43800000.0,,53500000.0,1074700000,-59500000.0,103200000,,3842000000.0,17400000.0,538600000.0,-19700000.0,1840200000.0,0.23625,,,149200000,-58100000.0,982400000.0,1936400000.0,147192000.0,,-6000000.0,,1692700000.0,148400000.0,1466400000.0,62900000.0,4386500000.0,610600000.0,,2693800000.0,46000000.0,,412500000.0,,341400000.0,0.0,3402800000.0,62900000.0,0.22875,55100000,-5800000.0,557100000.0,,7800000.0,,1325800000.0,238200000.0,-37100000.0,0.0,,28100000.0,,733300000.0
1997-12-31,0.0,,760600000.0,-239500000.0,0.0,,294600000.0,,-1975900000.0,,62700000.0,62700000.0,-6700000.0,200400000.0,31700000.0,420400000.0,,663500000.0,67700000.0,-41400000.0,,-490600000.0,,47200000.0,3900000.0,554300000.0,1082600000,-89200000.0,48400000,,3655200000.0,-78100000.0,600600000.0,-23200000.0,1679300000.0,,,,106200000,-149700000.0,969200000.0,1830000000.0,,,465100000.0,,1715600000.0,159600000.0,1464500000.0,-13200000.0,4113100000.0,689800000.0,,2397500000.0,57800000.0,,297800000.0,,313000000.0,0.0,3294500000.0,-13200000.0,,-161400000,19900000.0,524100000.0,,-107200000.0,,1140200000.0,264600000.0,-82900000.0,0.0,,-100000.0,,769600000.0
1998-03-31,62700000.0,,726000000.0,36200000.0,0.0,,310100000.0,,-2047400000.0,138696000.0,58200000.0,58200000.0,500000.0,261700000.0,24600000.0,408400000.0,,643000000.0,-192900000.0,300000.0,,188900000.0,,38100000.0,9500000.0,-142500000.0,1039000000,-64500000.0,61700000,,3736800000.0,9400000.0,499100000.0,-4500000.0,1689400000.0,-0.03375,,,114900000,-29400000.0,959900000.0,1986400000.0,138696000.0,,-207000000.0,,1815800000.0,165300000.0,1403800000.0,-9300000.0,4171600000.0,676700000.0,,2355800000.0,53200000.0,,258000000.0,,318300000.0,0.0,3390200000.0,-9300000.0,-0.03375,26800000,-48700000.0,572800000.0,,-36100000.0,,1309700000.0,256600000.0,-48700000.0,0.0,,-2800000.0,,720700000.0
1998-06-30,0.0,,776600000.0,91200000.0,0.0,,290100000.0,,-2084900000.0,138108000.0,70000000.0,70000000.0,3700000.0,179100000.0,28200000.0,403700000.0,,645300000.0,58100000.0,9200000.0,,-104800000.0,,37800000.0,6300000.0,157200000.0,1155100000,-56700000.0,120300000,,3782800000.0,23600000.0,534000000.0,11800000.0,1697900000.0,0.24375,,,169500000,-19500000.0,1027500000.0,1945200000.0,138108000.0,,100500000.0,,1766400000.0,150900000.0,1358400000.0,67600000.0,4137600000.0,660000000.0,,2371200000.0,49200000.0,,269600000.0,,358200000.0,0.0,3303600000.0,67600000.0,0.23625,67600000,-19400000.0,592200000.0,,0.0,,1285200000.0,237900000.0,-39800000.0,0.0,,,,796900000.0
1998-09-30,0.0,,759400000.0,74800000.0,0.0,,254300000.0,,-2150600000.0,132332000.0,90900000.0,90900000.0,,171700000.0,28500000.0,397700000.0,,668800000.0,161100000.0,12000000.0,,-79200000.0,,37000000.0,600000.0,277600000.0,1128700000,-76500000.0,105800000,,3851600000.0,19400000.0,595200000.0,20900000.0,1701000000.0,0.205,,,157500000,-86200000.0,1082900000.0,1895200000.0,132332000.0,,201100000.0,,1704200000.0,143300000.0,1435700000.0,55400000.0,4163700000.0,593100000.0,,2459500000.0,51700000.0,,360800000.0,,337800000.0,-2000000.0,3330900000.0,55400000.0,0.2,55400000,54000000.0,538200000.0,,0.0,,1302100000.0,232000000.0,-177900000.0,0.0,,,,790900000.0
1998-12-31,0.0,,729400000.0,47300000.0,0.0,,261700000.0,,-2097200000.0,,61700000.0,61700000.0,,155300000.0,39000000.0,399100000.0,,685800000.0,4000000.0,5900000.0,,-12400000.0,,44800000.0,1000000.0,88600000.0,1055600000,-80000000.0,76200000,,3824700000.0,11800000.0,570800000.0,-29200000.0,1727500000.0,,,,128700000,-21600000.0,1075700000.0,1951600000.0,,,8600000.0,,1681700000.0,153300000.0,1411900000.0,-7200000.0,4166400000.0,625200000.0,-26000000.0,2484700000.0,52500000.0,,358100000.0,,326800000.0,0.0,3363500000.0,-7200000.0,,35500000,22300000.0,517700000.0,,-30700000.0,,1326400000.0,250600000.0,-97600000.0,0.0,,-500000.0,,728800000.0
1999-03-31,61700000.0,,666500000.0,40800000.0,0.0,,298500000.0,,-2115700000.0,127028000.0,115200000.0,115200000.0,,329900000.0,30200000.0,376700000.0,,670000000.0,-71000000.0,13400000.0,,129700000.0,,37100000.0,700000.0,-36500000.0,974700000,-43600000.0,69300000,,3839800000.0,10500000.0,584900000.0,53500000.0,1724100000.0,0.1175,,,112800000,-50600000.0,1106000000.0,1962100000.0,127028000.0,,-80100000.0,,1818500000.0,149700000.0,1584800000.0,30300000.0,4270200000.0,626000000.0,-4700000.0,2451700000.0,43500000.0,,350900000.0,,299600000.0,0.0,3546900000.0,30300000.0,0.115,30300000,-16700000.0,534400000.0,,2300000.0,,1336100000.0,230300000.0,-39600000.0,0.0,,-2700000.0,,675100000.0
1999-06-30,0.0,,754300000.0,92700000.0,0.0,,286400000.0,,-2129500000.0,127160000.0,90100000.0,90100000.0,,464500000.0,30800000.0,373200000.0,,639800000.0,-212500000.0,13400000.0,,141400000.0,,38800000.0,5700000.0,-76500000.0,1070400000,-104000000.0,120700000,,3901300000.0,23800000.0,557500000.0,-25100000.0,1771800000.0,0.34125,,,166400000,-4700000.0,1192900000.0,1966700000.0,127160000.0,,-180500000.0,,1797500000.0,149400000.0,1661800000.0,86900000.0,4428400000.0,620700000.0,,2630900000.0,45700000.0,,485900000.0,,354600000.0,0.0,3628500000.0,86900000.0,0.33125,68900000,-28300000.0,562700000.0,,4000000.0,,1346000000.0,233900000.0,-89500000.0,0.0,,100000.0,,715800000.0
1999-09-30,0.0,3800000.0,733700000.0,69700000.0,0.0,,271000000.0,,-2039400000.0,122360000.0,76000000.0,76000000.0,,199700000.0,28500000.0,515000000.0,,623800000.0,304100000.0,17200000.0,,-289200000.0,-194100000.0,36800000.0,700000.0,473300000.0,1034300000,-255300000.0,86700000,,3727500000.0,5600000.0,568900000.0,-14100000.0,1688100000.0,0.255,,,131800000,-68800000.0,1257000000.0,1996400000.0,122360000.0,,218000000.0,,1618100000.0,135800000.0,1392400000.0,64100000.0,4167400000.0,600100000.0,,2549300000.0,45100000.0,,346200000.0,,304400000.0,0.0,3388800000.0,64100000.0,0.2475,64100000,97200000.0,490000000.0,,11700000.0,,1396300000.0,217700000.0,-197900000.0,76000000.0,,-1200000.0,,729900000.0
1999-12-31,76000000.0,3800000.0,743600000.0,71100000.0,0.0,,259400000.0,,-2032100000.0,,64000000.0,64000000.0,,358800000.0,27600000.0,505700000.0,,665500000.0,127200000.0,-23400000.0,,-322100000.0,-203500000.0,39700000.0,300000.0,227000000.0,1031200000,-119400000.0,97600000,,3724000000.0,18300000.0,551700000.0,-12000000.0,1691900000.0,,,,144000000,-12300000.0,1288300000.0,1630000000.0,,,107600000.0,,1416500000.0,140700000.0,1576000000.0,31400000.0,3995800000.0,684900000.0,,2579300000.0,46400000.0,,381700000.0,,324400000.0,0.0,3206000000.0,31400000.0,,52800000,4800000.0,457700000.0,,0.0,,945100000.0,226800000.0,71800000.0,64000000.0,,-2100000.0,,706800000.0
2000-03-31,64000000.0,3800000.0,747700000.0,43400000.0,5000000.0,,293200000.0,,-2042700000.0,125200000.0,52300000.0,52300000.0,,496100000.0,24800000.0,526100000.0,,603400000.0,-113900000.0,14500000.0,,113300000.0,-231900000.0,36700000.0,500000.0,-36600000.0,959000000,-53300000.0,67100000,,3733500000.0,10600000.0,505400000.0,-11700000.0,1690800000.0,0.27,,,112800000,-800000.0,1321100000.0,1600200000.0,121600000.0,,-89900000.0,,1414000000.0,138100000.0,1604900000.0,32800000.0,3998100000.0,672200000.0,,2584100000.0,45700000.0,,367200000.0,,287600000.0,0.0,3205100000.0,32800000.0,0.2625,32800000,17500000.0,447400000.0,,0.0,,928000000.0,220500000.0,-86400000.0,52300000.0,,-1500000.0,,671400000.0
2000-06-30,52300000.0,3800000.0,765200000.0,39900000.0,5900000.0,,292500000.0,,-1761600000.0,126000000.0,56200000.0,56200000.0,,453500000.0,26500000.0,504900000.0,,577700000.0,-108800000.0,13100000.0,,-52100000.0,-255000000.0,39200000.0,2300000.0,72500000.0,967500000,-48400000.0,122900000,,3331300000.0,1900000.0,490000000.0,3900000.0,1569700000.0,0.3125,,,172900000,300000.0,1359100000.0,1597500000.0,121600000.0,,24100000.0,,1383700000.0,134800000.0,1521200000.0,38000000.0,3929500000.0,687600000.0,,2545800000.0,50000000.0,,471200000.0,,346900000.0,0.0,3118700000.0,38000000.0,0.3,38000000,1600000.0,409300000.0,,-56600000.0,,909900000.0,224000000.0,-21900000.0,56200000.0,,0.0,,620600000.0
2000-09-30,56200000.0,3800000.0,727400000.0,74900000.0,75200000.0,,248000000.0,,-2032100000.0,126400000.0,57900000.0,57900000.0,,364200000.0,26300000.0,487900000.0,,524700000.0,-32700000.0,6800000.0,,-92100000.0,-286000000.0,35300000.0,3600000.0,74800000.0,919200000,-50800000.0,101600000,,3603700000.0,18400000.0,564700000.0,1700000.0,1571600000.0,-0.085,,,147600000,-200000.0,1348900000.0,1564800000.0,121600000.0,,24000000.0,,1354900000.0,125100000.0,1453600000.0,-10200000.0,3794200000.0,655500000.0,,2439300000.0,46000000.0,,379800000.0,,308000000.0,0.0,3018400000.0,-10200000.0,-0.085,56500000,3300000.0,406500000.0,,-66700000.0,,909300000.0,206400000.0,26700000.0,57900000.0,,0.0,,611200000.0
2000-12-31,57900000.0,3900000.0,800400000.0,64400000.0,2700000.0,,243000000.0,,-1790100000.0,,25100000.0,25100000.0,,176600000.0,22200000.0,494600000.0,,657300000.0,139800000.0,-42300000.0,,-220000000.0,-272600000.0,43300000.0,9400000.0,136400000.0,1079800000,-87900000.0,84900000,,3406200000.0,14400000.0,566000000.0,-32800000.0,1616100000.0,,,,132100000,100000.0,1398900000.0,1498600000.0,,,48500000.0,,1329800000.0,124500000.0,1399900000.0,50000000.0,3745900000.0,626500000.0,,2416100000.0,47200000.0,,305400000.0,,299900000.0,0.0,2898500000.0,50000000.0,,50000000,-39100000.0,426200000.0,,0.0,,872100000.0,215000000.0,47600000.0,25100000.0,,-1300000.0,,779900000.0
2001-03-31,25100000.0,3900000.0,784900000.0,12500000.0,0.0,,245700000.0,,-1827700000.0,123200000.0,30800000.0,30800000.0,1600000.0,509500000.0,22200000.0,,,602600000.0,-237100000.0,13400000.0,,324100000.0,-286800000.0,36600000.0,25300000.0,-275200000.0,876600000,-51400000.0,44400000,,3446900000.0,33400000.0,452500000.0,5700000.0,1619200000.0,-0.215,,,90400000,,1372400000.0,1459600000.0,123200000.0,,-326600000.0,481100000.0,1521900000.0,133400000.0,1600600000.0,-26500000.0,3891100000.0,616400000.0,,2369200000.0,46000000.0,,208600000.0,,215700000.0,0.0,3060200000.0,-26500000.0,-0.215,-20900000,-59300000.0,483500000.0,,-11500000.0,,843200000.0,171300000.0,-42700000.0,30800000.0,654700000.0,-2300000.0,36000000.0,660900000.0
2001-06-30,30800000.0,4000000.0,601500000.0,-440100000.0,-3000000.0,,221900000.0,,-1755000000.0,124800000.0,32400000.0,32400000.0,,232500000.0,24300000.0,,,589300000.0,-33300000.0,-176700000.0,,20000000.0,-315100000.0,41300000.0,211900000.0,48000000.0,1001300000,-68400000.0,-231000000,,3085500000.0,-140300000.0,694700000.0,1600000.0,1330500000.0,-2.405,,,-180700000,,1212600000.0,1524600000.0,124800000.0,,-20400000.0,460000000.0,1510000000.0,134500000.0,1529500000.0,-299800000.0,3767000000.0,592500000.0,,2257000000.0,50300000.0,,219500000.0,,267900000.0,0.0,3054100000.0,-299800000.0,-2.405,-299800000,5000000.0,469500000.0,,-507600000.0,,932100000.0,498900000.0,-66000000.0,32400000.0,689000000.0,0.0,13000000.0,733400000.0
2001-09-30,32400000.0,3900000.0,610400000.0,26000000.0,0.0,,195800000.0,,-1788200000.0,128000000.0,123600000.0,123600000.0,,228800000.0,20600000.0,,,563000000.0,-51600000.0,39400000.0,,67500000.0,-326000000.0,37900000.0,3400000.0,69000000.0,956800000,-39300000.0,69300000,,3136400000.0,4700000.0,656900000.0,91200000.0,1348200000.0,0.17,,,111200000,,1229000000.0,1571600000.0,124800000.0,,29700000.0,459600000.0,1575000000.0,122900000.0,1493600000.0,21300000.0,3792800000.0,569900000.0,-7600000.0,2217800000.0,41900000.0,,222200000.0,,230100000.0,0.0,3065200000.0,21300000.0,0.165,21300000,10800000.0,468900000.0,,-20300000.0,,1001700000.0,160800000.0,-44300000.0,123600000.0,669800000.0,-900000.0,44900000.0,726700000.0
2001-12-31,123600000.0,3900000.0,218800000.0,-71100000.0,0.0,,99600000.0,,-1450400000.0,,23400000.0,23400000.0,,271700000.0,-4100000.0,116300000.0,,327700000.0,-1100000.0,-76400000.0,,-35100000.0,-186800000.0,-16100000.0,-200800000.0,-51100000.0,-891700000,13500000.0,-14400000,,2538200000.0,-64200000.0,106700000.0,-82400000.0,1087800000.0,,,,-14400000,,691800000.0,1134400000.0,,,-37600000.0,,820300000.0,173300000.0,1079200000.0,-32700000.0,2477200000.0,482600000.0,-8800000.0,1656900000.0,-6600000.0,,158000000.0,,-181600000.0,430700000.0,2213600000.0,-32700000.0,,-6900000,2600000.0,207200000.0,,259000000.0,,651800000.0,-167200000.0,-1900000.0,23400000.0,441700000.0,0.0,373100000.0,-710100000.0
2002-03-31,23400000.0,4000000.0,225500000.0,10000000.0,0.0,,118000000.0,,-1464100000.0,128571429.0,14200000.0,14200000.0,1300000.0,387100000.0,15400000.0,111100000.0,,285400000.0,-164000000.0,-6400000.0,,148200000.0,-200100000.0,20600000.0,11000000.0,-142400000.0,434200000,-19800000.0,32900000,,2522100000.0,1000000.0,375800000.0,-9200000.0,1058000000.0,0.0725,,,59100000,,700800000.0,1116600000.0,124137931.0,,-162200000.0,,793600000.0,57900000.0,1048300000.0,9000000.0,2432500000.0,493500000.0,,1638900000.0,26200000.0,,170200000.0,,111400000.0,0.0,2164900000.0,9000000.0,0.07,9000000,300000.0,204800000.0,,-7000000.0,,623100000.0,78500000.0,-14900000.0,14200000.0,406400000.0,-1800000.0,,322800000.0
2002-06-30,14200000.0,4300000.0,391500000.0,23100000.0,-8800000.0,,111100000.0,,-1513200000.0,134736842.0,50300000.0,50300000.0,,335100000.0,17000000.0,123000000.0,,219100000.0,-11000000.0,11000000.0,,2100000.0,-159800000.0,20400000.0,106500000.0,54900000.0,482400000,-15500000.0,48100000,,2581400000.0,3900000.0,83200000.0,36100000.0,1068200000.0,0.1475,,,77300000,,720000000.0,1094100000.0,130169492.0,,39400000.0,,808700000.0,57700000.0,938100000.0,19200000.0,2466700000.0,470900000.0,,1658000000.0,29200000.0,,178200000.0,,126200000.0,0.0,2032200000.0,19200000.0,0.1425,19200000,13500000.0,189400000.0,,-7400000.0,,623200000.0,78100000.0,-22000000.0,50300000.0,407900000.0,0.0,300700000.0,356200000.0
2002-09-30,50300000.0,4300000.0,421900000.0,38300000.0,-21600000.0,,116200000.0,,-1533200000.0,142784810.0,37300000.0,37300000.0,,321100000.0,15700000.0,124300000.0,,212300000.0,73700000.0,12400000.0,,-120000000.0,-147800000.0,19400000.0,-200000.0,140200000.0,476600000,-15600000.0,51400000,,2591900000.0,10100000.0,62100000.0,-13000000.0,1058700000.0,0.2,,,85000000,,738600000.0,1018100000.0,141000000.0,,124600000.0,,734600000.0,55700000.0,884700000.0,28200000.0,2367900000.0,449300000.0,,1633300000.0,33600000.0,,170200000.0,,126500000.0,-50300000.0,1902800000.0,28200000.0,0.1975,28200000,21100000.0,167500000.0,,3600000.0,,568800000.0,75100000.0,-34600000.0,37300000.0,367500000.0,-1000000.0,289200000.0,350100000.0
2002-12-31,37300000.0,4300000.0,406000000.0,15100000.0,-500000.0,,112500000.0,,-1571300000.0,,89600000.0,89600000.0,,249300000.0,24900000.0,129700000.0,,286500000.0,15900000.0,-9800000.0,,35500000.0,-172900000.0,21600000.0,-101600000.0,53900000.0,459700000,-33000000.0,55500000,,2646800000.0,2400000.0,24200000.0,52300000.0,1075500000.0,,,,85300000,,748100000.0,1546600000.0,,,20900000.0,,1175700000.0,52900000.0,874600000.0,9400000.0,2872000000.0,510700000.0,,1696300000.0,29800000.0,,193200000.0,,130000000.0,-302900000.0,2421200000.0,9400000.0,,12700000,2500000.0,178800000.0,,-15600000.0,,1035900000.0,74500000.0,-39300000.0,89600000.0,462200000.0,0.0,314600000.0,329700000.0
2003-03-31,89600000.0,4300000.0,440400000.0,2400000.0,0.0,,132400000.0,,-1609600000.0,152000000.0,60000000.0,60000000.0,700000.0,195500000.0,25300000.0,134100000.0,,231600000.0,-134200000.0,-1600000.0,,87100000.0,-143600000.0,20100000.0,3300000.0,-102800000.0,434000000,-17100000.0,31900000,,2684200000.0,500000.0,63000000.0,-29600000.0,1074600000.0,0.0125,,,62400000,,749900000.0,1626800000.0,152000000.0,,-119900000.0,,1197300000.0,56800000.0,804400000.0,1900000.0,2915500000.0,504300000.0,,1718200000.0,30500000.0,,210800000.0,,108800000.0,15300000.0,2431200000.0,1900000.0,0.0125,1900000,-5100000.0,183900000.0,,-3500000.0,,1122500000.0,76900000.0,-15600000.0,60000000.0,504900000.0,-1800000.0,314300000.0,325200000.0
2003-06-30,60000000.0,4300000.0,509900000.0,28000000.0,-27300000.0,,135000000.0,,-1665300000.0,142295082.0,93700000.0,93700000.0,,180600000.0,23400000.0,144700000.0,,239400000.0,43600000.0,9100000.0,,-138200000.0,-96600000.0,22000000.0,500000.0,111200000.0,510000000,-21900000.0,57000000,,2755500000.0,6300000.0,57800000.0,33700000.0,1090200000.0,0.155,,,87900000,,771700000.0,1612100000.0,140000000.0,,89300000.0,,1224500000.0,60300000.0,814800000.0,21700000.0,2981100000.0,502800000.0,,1756600000.0,30900000.0,,225600000.0,,139300000.0,-15300000.0,2426900000.0,21700000.0,0.1525,21700000,-6600000.0,188900000.0,,-5200000.0,,1109300000.0,82300000.0,-47500000.0,93700000.0,487600000.0,0.0,337000000.0,370700000.0
2003-09-30,93700000.0,4300000.0,502400000.0,-14500000.0,-21300000.0,,116500000.0,,-1689000000.0,136000000.0,153100000.0,153100000.0,,49700000.0,23000000.0,144400000.0,,229600000.0,98800000.0,-8000000.0,,28700000.0,-100400000.0,20100000.0,-100000.0,151600000.0,470500000,-20200000.0,48800000,,2763700000.0,-11100000.0,84100000.0,59400000.0,1074700000.0,-0.025,,,80100000,,768300000.0,1516900000.0,136000000.0,,131400000.0,,1082900000.0,57200000.0,749700000.0,-3400000.0,2812400000.0,482800000.0,,1729500000.0,31300000.0,,213200000.0,,126100000.0,137200000.0,2266600000.0,-3400000.0,-0.025,-3400000,3300000.0,185500000.0,,-39900000.0,,1034100000.0,77300000.0,-24100000.0,153100000.0,432500000.0,-1200000.0,386300000.0,344400000.0
2003-12-31,153100000.0,4300000.0,588300000.0,22100000.0,-47300000.0,,112100000.0,,-1731700000.0,,57000000.0,57000000.0,,16800000.0,24400000.0,156300000.0,,299500000.0,-30800000.0,-16800000.0,,-30800000.0,-21800000.0,25200000.0,1000000.0,8500000.0,506900000,-27800000.0,58900000,,2859800000.0,2500000.0,93200000.0,-96100000.0,1128100000.0,,,,90800000,,774600000.0,1464700000.0,,,-19300000.0,,1009700000.0,62600000.0,727500000.0,6300000.0,2828800000.0,431300000.0,,1819100000.0,31900000.0,,212500000.0,,146700000.0,500000.0,2192200000.0,6300000.0,,19600000,20000000.0,192600000.0,,-14900000.0,,1033400000.0,87800000.0,-70600000.0,57000000.0,478200000.0,0.0,318000000.0,360200000.0
2004-03-31,57000000.0,4400000.0,596900000.0,7200000.0,0.0,,122100000.0,,-1747300000.0,146666667.0,65100000.0,65100000.0,,25900000.0,20400000.0,152200000.0,,256700000.0,-126000000.0,-300000.0,,97800000.0,-37000000.0,23900000.0,15500000.0,-76200000.0,505700000,-13300000.0,39300000,,2850100000.0,-100000.0,96400000.0,8100000.0,1102800000.0,0.0375,,,72500000,,780100000.0,1520700000.0,146666667.0,,-89500000.0,,1087300000.0,64900000.0,694700000.0,5500000.0,2860000000.0,424400000.0,,1772700000.0,33200000.0,,198400000.0,,128100000.0,12000000.0,2215400000.0,5500000.0,0.0375,7300000,12400000.0,180100000.0,,-11000000.0,,1096300000.0,88800000.0,-12000000.0,65100000.0,550600000.0,-1200000.0,315700000.0,377600000.0
