date,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness
1998-03-31,3600000.0,1200000.0,,46600000.0,,58600000.0,0.0,1600000.0,,-25000000.0,30800000.0,30800000.0,,,,,12100000.0,,-100000.0,-15400000.0,,,-11900000.0,0.0,-4400000.0,71600000.0,2800000,,24500000,800000.0,46600000.0,9300000.0,,-100000.0,,-15700000.0,,3600000,,15555556.0,0.18,26800000.0,5600000.0,-16300000.0,,37900000.0,400000.0,21400000.0,2800000.0,47700000.0,85600000.0,2200000.0,,800000.0,4000000.0,,1100000.0,,0.17,27000000.0,,16470588.0,2800000.0,2800000.0,0.0,-3800000.0,,3400000.0,700000.0,300000.0,,,20500000.0,,,,
1998-06-30,2200000.0,1400000.0,,0.0,,60300000.0,0.0,1600000.0,,-25800000.0,23600000.0,23600000.0,,,,,11600000.0,,-100000.0,-4100000.0,,,-1600000.0,0.0,-5800000.0,77100000.0,1800000,,18700000,500000.0,51300000.0,7300000.0,,,,-7200000.0,,2600000,,15454545.0,0.11,28500000.0,5600000.0,-7400000.0,,32200000.0,600000.0,18900000.0,1700000.0,52600000.0,84800000.0,2200000.0,,800000.0,3200000.0,,1300000.0,,0.11,24500000.0,,15454545.0,1700000.0,1700000.0,0.0,-5600000.0,,3400000.0,500000.0,400000.0,,,15500000.0,,,,
1998-09-30,800000.0,1400000.0,,0.0,,60900000.0,0.0,2000000.0,,-26500000.0,22000000.0,22000000.0,,,,,11800000.0,,0.0,1400000.0,,,2800000.0,0.0,-4700000.0,81600000.0,400000,,16200000,200000.0,55100000.0,9700000.0,,,,-1700000.0,,1100000,,15000000.0,0.04,29100000.0,5700000.0,-1900000.0,,31400000.0,700000.0,21500000.0,600000.0,56700000.0,88100000.0,2300000.0,,700000.0,1800000.0,,1600000.0,,0.03,27200000.0,,20000000.0,600000.0,600000.0,0.0,-4500000.0,,3400000.0,400000.0,300000.0,,,14400000.0,,,,
1998-12-31,2100000.0,1700000.0,,0.0,,62700000.0,0.0,2400000.0,,-27400000.0,34900000.0,34900000.0,,,,,11200000.0,,400000.0,21400000.0,,,24300000.0,0.0,-11700000.0,92800000.0,3600000,,23500000,500000.0,65400000.0,31300000.0,,-200000.0,,12900000.0,,4600000,,,,30700000.0,6100000.0,12600000.0,,44000000.0,700000.0,42500000.0,1600000.0,67300000.0,111300000.0,2300000.0,,1000000.0,5300000.0,,1900000.0,,,48600000.0,,,1600000.0,1600000.0,0.0,-11400000.0,,3800000.0,-1500000.0,700000.0,,,18200000.0,,,,
1999-03-31,3400000.0,1400000.0,,34900000.0,,65500000.0,0.0,1800000.0,,-28300000.0,14400000.0,14400000.0,,,,,11800000.0,,100000.0,-18600000.0,,,-14800000.0,0.0,-6200000.0,98300000.0,2900000,,27200000,800000.0,70000000.0,11000000.0,,,,-20500000.0,,3800000,,15294118.0,0.17,33300000.0,6600000.0,-21000000.0,,22600000.0,500000.0,22800000.0,2600000.0,72300000.0,94900000.0,2700000.0,,900000.0,4300000.0,,2300000.0,,0.16,29400000.0,,16250000.0,2600000.0,2600000.0,0.0,-5700000.0,,3900000.0,500000.0,300000.0,,,22900000.0,,,,
1999-06-30,2100000.0,1600000.0,200000.0,0.0,,67100000.0,0.0,1800000.0,,-29200000.0,9100000.0,9100000.0,,,,,14200000.0,,100000.0,-4500000.0,,,-1700000.0,0.0,-3700000.0,101800000.0,1800000,,20900000,500000.0,72600000.0,7100000.0,,,,-5300000.0,,2800000,,16000000.0,0.1,34900000.0,6700000.0,-5400000.0,,20100000.0,600000.0,21300000.0,1600000.0,75000000.0,95100000.0,2700000.0,,1000000.0,3400000.0,,2400000.0,,0.1,28000000.0,,16000000.0,1600000.0,1600000.0,9100000.0,-3700000.0,,4000000.0,200000.0,400000.0,,,17500000.0,,,,
1999-09-30,2800000.0,1900000.0,200000.0,9100000.0,,69100000.0,0.0,2300000.0,,-30100000.0,9600000.0,9600000.0,100000.0,,,,16700000.0,,-600000.0,-2300000.0,,,-200000.0,3700000.0,-3800000.0,105000000.0,2900000,,23800000,800000.0,74900000.0,5300000.0,,,,500000.0,,3900000,,16666667.0,0.12,36900000.0,9700000.0,-4000000.0,,23100000.0,900000.0,22000000.0,2000000.0,77700000.0,100800000.0,2600000.0,,1000000.0,4800000.0,,2800000.0,,0.12,31700000.0,,16666667.0,2000000.0,2000000.0,9600000.0,-2900000.0,3700000.0,3400000.0,0.0,500000.0,,,19000000.0,,,,
1999-12-31,1800000.0,2000000.0,200000.0,9600000.0,,70700000.0,0.0,2300000.0,,-31200000.0,29100000.0,29100000.0,100000.0,,,,14700000.0,,500000.0,23900000.0,,,27400000.0,5600000.0,-14100000.0,118300000.0,1800000,,24200000,200000.0,87100000.0,30100000.0,,,,19500000.0,,2900000,,,,38500000.0,16600000.0,13300000.0,,42300000.0,900000.0,44800000.0,1600000.0,89800000.0,132100000.0,3200000.0,,1100000.0,3800000.0,,2700000.0,0.0,,61400000.0,,,1600000.0,1600000.0,29100000.0,-13600000.0,9300000.0,4100000.0,100000.0,600000.0,,,20400000.0,,,,
2000-03-31,4209700.0,2170300.0,159800.0,29059200.0,,74183400.0,0.0,3085800.0,,-32694800.0,13838100.0,13838100.0,14600.0,,,,18322400.0,,248200.0,-18794400.0,,,-13742600.0,700000.0,-2319900.0,120456900.0,4087500,,34367600,968300.0,87762100.0,9022400.0,,,,-15221100.0,,5578600,,16207000.0,0.2,41737900.0,17884900.0,-16062500.0,,29145200.0,679200.0,27344800.0,3241400.0,90267900.0,119413100.0,3502600.0,,1491100.0,6257800.0,,2505800.0,0.0,0.2,45229700.0,,16207000.0,3241400.0,3241400.0,13838100.0,-2178500.0,10000000.0,4382300.0,136800.0,364700.0,,,28109800.0,,,,
2000-06-30,2529700.0,2698400.0,162400.0,13838100.0,,76778200.0,0.0,6280000.0,,-34345400.0,5456900.0,5456900.0,275400.0,,,,20646800.0,,148600.0,-7247300.0,,,-3366500.0,4095600.0,-9368100.0,129987300.0,2517400,,28775500,581900.0,95641900.0,7491600.0,,,,-8381200.0,,4183500,,16231667.0,0.12,43685700.0,22226000.0,-12734600.0,,28692400.0,1032300.0,28138400.0,1947800.0,98450200.0,127142600.0,3695100.0,,1666100.0,5215800.0,,2808300.0,95600.0,0.12,50364400.0,,16231667.0,1947800.0,1947800.0,5456900.0,-9110300.0,14000000.0,4530900.0,287700.0,525200.0,,,23559700.0,,,,
2000-09-30,2695900.0,2890000.0,162400.0,5456900.0,,78920400.0,0.0,7232200.0,,-36188800.0,13736800.0,13736800.0,437500.0,,,,21564000.0,,158700.0,3624500.0,,,7842300.0,4475000.0,-4182800.0,133954000.0,2752300,,32437500,555000.0,97765200.0,13985900.0,0.0,,,8279900.0,,4604000,,16468462.0,0.13,45826600.0,27071800.0,3659500.0,,40693400.0,1038300.0,35549900.0,2140900.0,100848700.0,141542100.0,3907200.0,,1851700.0,5642300.0,,3083500.0,0.0,0.13,62621700.0,,16468462.0,2140900.0,2140900.0,13736800.0,-4037400.0,18475000.0,4689600.0,381100.0,838600.0,,,26795200.0,,,,
2000-12-31,4838400.0,2807200.0,162400.0,13736800.0,,82256900.0,-2324000.0,7134800.0,,-35344700.0,46872000.0,46872000.0,458500.0,,,,27742600.0,,1282800.0,37805900.0,,,44597300.0,-1125000.0,-12061300.0,141298600.0,6102500,,45635900,1487500.0,105953900.0,50229400.0,0.0,,,30811200.0,,8042600,,,,49177500.0,27455600.0,32536000.0,,78752700.0,867100.0,77972000.0,3350900.0,108931800.0,187684500.0,4396800.0,,1940100.0,8909700.0,,2977900.0,0.0,,105427600.0,,,3350900.0,3350900.0,43933700.0,-12661100.0,17350000.0,5708800.0,-805600.0,1097900.0,,,36726200.0,,,,
2001-03-31,8035700.0,2951500.0,162400.0,46872000.0,,84965100.0,0.0,0.0,,-37328200.0,44594000.0,44594000.0,213900.0,,,,40106000.0,,904000.0,-7469400.0,-2918200.0,,1051100.0,-2350000.0,-1709100.0,142277700.0,8249600,,59541400,2410700.0,104949500.0,28276000.0,,,,-2278000.0,,10241100,,16071429.0,0.35,54802500.0,25634600.0,-658000.0,,71056000.0,961400.0,68382000.0,5625000.0,107925700.0,178981700.0,4021800.0,,1991500.0,11201100.0,,2976200.0,0.0,0.34,94016600.0,,16544118.0,5625000.0,5625000.0,44594000.0,-979100.0,15000000.0,6612800.0,456500.0,1090500.0,19817000.0,,48340300.0,,,,
2001-06-30,5451300.0,2988500.0,162400.0,44594000.0,,92171900.0,876500.0,0.0,,-39311700.0,26349900.0,26349900.0,213700.0,,,,29225000.0,,613300.0,-13683800.0,471400.0,,-7075100.0,0.0,-11319000.0,153258600.0,5665000,,47129000,1635400.0,113946900.0,18054800.0,,,,-18244100.0,,7656400,,16590870.0,0.23,58618400.0,26970800.0,-18394100.0,,49311200.0,998400.0,47279800.0,3815900.0,117111300.0,166422500.0,4430400.0,,1991400.0,8653500.0,,3164400.0,0.0,0.23,74250600.0,,16590870.0,3815900.0,3815900.0,26349900.0,-11169000.0,15000000.0,7540400.0,516500.0,1630600.0,16958300.0,,38475500.0,,,,
2001-09-30,4397700.0,3358200.0,162400.0,26349900.0,,95026200.0,-876500.0,0.0,,-41478700.0,22030400.0,22030400.0,249400.0,,,,25799000.0,,494700.0,1658600.0,146800.0,,7730600.0,0.0,-12584300.0,165083800.0,4647100,,33336600,1220200.0,123605100.0,18361800.0,,,,-4319500.0,,6863500,,15887500.0,0.2,61795900.0,27126000.0,-4853700.0,,39517900.0,1143200.0,44160800.0,3177500.0,126795100.0,166313000.0,4307300.0,,2216400.0,8005300.0,,3190000.0,0.0,0.19,71286800.0,,16723684.0,3177500.0,3177500.0,22030400.0,-12050100.0,15000000.0,7818700.0,511100.0,1327900.0,12032100.0,,25331300.0,,,,
2001-12-31,3198100.0,5425800.0,162400.0,22030400.0,,96772800.0,7387200.0,0.0,,-45809500.0,47892300.0,47892300.0,316400.0,,,,17118600.0,,1990300.0,17724200.0,-457400.0,,26863700.0,13000000.0,-17048700.0,178350000.0,3514500,,37116100,848700.0,132540500.0,36243000.0,,,,28800200.0,,7899000,,,,64145300.0,41793500.0,9815000.0,,64705400.0,1042700.0,61285800.0,2349400.0,135146700.0,199852100.0,4082700.0,,4384500.0,8940300.0,,2606200.0,0.0,,103079300.0,,,2349400.0,2349400.0,47892300.0,-11063500.0,28000000.0,9710800.0,0.0,1117900.0,10752600.0,,28175800.0,7924200.0,,,
2002-03-31,4226600.0,3880600.0,162400.0,48175600.0,,99080800.0,0.0,0.0,,-48687100.0,26051500.0,26051500.0,239300.0,,,,19185600.0,,1013000.0,-26712800.0,-1079700.0,,-19809600.0,-2000000.0,-758400.0,178590900.0,4465900,,36085900,1297600.0,129903800.0,14362000.0,,,,-22124100.0,,7372100,,16272222.0,0.18,67074300.0,41090000.0,-20568000.0,,41181900.0,975700.0,33547600.0,2929000.0,132536500.0,173718400.0,4747600.0,,2906200.0,8346500.0,,2632700.0,0.0,0.18,74637600.0,,16272222.0,2929000.0,2929000.0,26051500.0,-314500.0,26000000.0,10342400.0,414800.0,963900.0,10482000.0,,27739400.0,,,,
2002-06-30,3494800.0,4082200.0,157300.0,26051500.0,,98321600.0,552300.0,0.0,,-51725000.0,21767600.0,21767600.0,355900.0,,,,21602900.0,,837600.0,-5537600.0,-645900.0,,1316000.0,-2916300.0,-2800000.0,180728500.0,3382700,,33000900,1072900.0,129003500.0,9035500.0,,,,-4283900.0,,6438900,,16146000.0,0.15,69496200.0,42630100.0,-1484000.0,,39954800.0,1027400.0,30638400.0,2421900.0,131635300.0,171590100.0,4484200.0,,3056200.0,7464900.0,,2631800.0,-3616300.0,0.15,73268500.0,,16146000.0,2421900.0,2421900.0,21767600.0,-2683600.0,26700000.0,11445900.0,468000.0,1070800.0,13367300.0,,25536000.0,,,,
2002-09-30,1121400.0,4193500.0,157300.0,21767600.0,,98944300.0,-552300.0,0.0,,-54839900.0,23930500.0,23930500.0,399800.0,,,,23016700.0,,268800.0,3853400.0,-913500.0,,8128700.0,-500000.0,-5734600.0,186201700.0,1521200,,28148600,232400.0,131361800.0,12348000.0,,,,2162900.0,,4646100,0.0,14816667.0,0.06,70385200.0,42279000.0,2394100.0,,42428500.0,1069900.0,35364700.0,889000.0,134159500.0,176588000.0,4528300.0,,3124900.0,5714700.0,,2797700.0,0.0,0.05,77643700.0,,17780000.0,889000.0,889000.0,23930500.0,-5465800.0,26200000.0,11550700.0,451000.0,1688600.0,12532000.0,,22433900.0,,,,
2002-12-31,4239400.0,4338900.0,157300.0,23930500.0,,101122200.0,-1434700.0,0.0,,-57143700.0,48263000.0,48263000.0,344800.0,,,,17425500.0,,867000.0,31086300.0,-1782000.0,,38537800.0,-1200000.0,-10484000.0,195258800.0,1730600,,34784900,1194500.0,138115100.0,52463400.0,,,,24615800.0,,4752100,-78800.0,,,73430100.0,41240500.0,28053800.0,,71659400.0,1318900.0,69888900.0,3044900.0,140592200.0,212251600.0,4137200.0,,3021500.0,6069500.0,,2477100.0,0.0,,111129400.0,,,3044900.0,3044900.0,48263000.0,-12722000.0,25000000.0,12103300.0,1519800.0,1174100.0,,,28715400.0,,,,
2003-03-31,7454700.0,4423300.0,156900.0,51023500.0,,104914700.0,0.0,0.0,,-60301800.0,39750500.0,39750500.0,236200.0,,,,40134300.0,,1659000.0,-16586000.0,-2504100.0,,-6231400.0,-2282900.0,-3305500.0,197782000.0,7690900,,53994400,2460000.0,137480200.0,21024000.0,,,,-11273000.0,,10937900,-282900.0,15471290.0,0.31,78226200.0,38921200.0,-9536900.0,,67181300.0,1177700.0,61158300.0,4796100.0,137812900.0,204994200.0,2723000.0,,3247000.0,12114200.0,,332700.0,0.0,0.3,100079500.0,,15987000.0,4796100.0,4994700.0,39750500.0,-2758700.0,23000000.0,13198200.0,384700.0,1708000.0,21589800.0,,41880200.0,,,,
2003-06-30,6909900.0,4330200.0,156400.0,39750500.0,,108820800.0,684800.0,0.0,,-63523400.0,31075600.0,31075600.0,259800.0,,,,30968800.0,,1537900.0,-7845400.0,-2905800.0,,2203800.0,24676900.0,-35819300.0,232792300.0,7169700,,42192500,2280300.0,169268900.0,21579600.0,,,,-8674900.0,,10314600,-323100.0,15964138.0,0.29,82855800.0,65496800.0,-33615500.0,,57264300.0,1186600.0,52548400.0,4629600.0,169601700.0,226866000.0,3007000.0,,3144900.0,11499900.0,,332800.0,0.0,0.29,118045200.0,,15964138.0,4629600.0,4629600.0,31075600.0,-35555600.0,48000000.0,14489800.0,285100.0,1984000.0,19602900.0,,30692600.0,,,,
2003-09-30,7767000.0,5620500.0,156300.0,31075600.0,,115815100.0,356000.0,0.0,,-67567300.0,40537500.0,40537500.0,415000.0,,,,31629400.0,,1696300.0,9080800.0,-974100.0,,20282000.0,-2142700.0,-9069700.0,241248100.0,8182000,,47207900,2563100.0,173680800.0,28237000.0,,,,9461900.0,,12426600,-142700.0,15769394.0,0.33,88059700.0,66580500.0,11212300.0,,68266600.0,1377300.0,59866400.0,5203900.0,173995400.0,242262000.0,3210500.0,,4244600.0,13802500.0,,314600.0,0.0,0.31,126446900.0,,16786774.0,5203900.0,5203900.0,40537500.0,-8677400.0,46000000.0,17370000.0,488300.0,2111600.0,21659500.0,,33405400.0,,,,
2003-12-31,12791900.0,4753800.0,156200.0,40537500.0,,123604600.0,1235400.0,0.0,,-71182100.0,78512900.0,78512900.0,418100.0,,,,29453000.0,,3977500.0,41805200.0,-1178900.0,,57353500.0,7000000.0,-24847800.0,265864300.0,13210000,,59456200,4802400.0,194682200.0,58869700.0,,,,40735900.0,,16735800,0.0,,,96049200.0,77980500.0,32505700.0,,111367600.0,1232800.0,105136900.0,7989500.0,195354400.0,306722000.0,3180300.0,,3525800.0,17963800.0,,672200.0,0.0,,183117400.0,,,7989500.0,7989500.0,78512900.0,-23617600.0,53000000.0,21800200.0,2341000.0,2557700.0,22523600.0,,41492400.0,16814200.0,,,
2004-03-31,13186600.0,5501900.0,162400.0,80379300.0,,134329800.0,0.0,0.0,,-75582000.0,55640100.0,55640100.0,243500.0,,,,44520300.0,,2786600.0,-28748600.0,-2381500.0,,-12951000.0,-10608900.0,-1825800.0,266910300.0,13430100,,71048500,4747200.0,191328300.0,32483300.0,1685700.0,,,-24739200.0,,17938700,-1294600.0,15923396.0,0.53,104488600.0,69179300.0,-14776800.0,,88559500.0,994200.0,77003600.0,8439400.0,191953200.0,280512700.0,3358200.0,,4508600.0,18932000.0,,624900.0,0.0,0.52,146182900.0,,16229615.0,8439400.0,8439400.0,55640100.0,-1179300.0,42000000.0,23821100.0,58100.0,1969500.0,24517900.0,,52116500.0,,,,
2004-06-30,13452400.0,5564200.0,162700.0,55640100.0,,140723200.0,992500.0,0.0,,-80194000.0,48857200.0,48857200.0,255000.0,,,,51904800.0,,2842800.0,-1199800.0,-3482100.0,,15059500.0,-13120000.0,-9119800.0,275485200.0,13707400,,73923800,4839300.0,195291200.0,36106500.0,334500.0,,,-6782900.0,,18371600,-1454500.0,16251132.0,0.53,113101700.0,59587100.0,5939700.0,,92278600.0,900900.0,88011300.0,8613100.0,196043000.0,288321600.0,3624000.0,,4664200.0,19271600.0,,751800.0,0.0,0.52,147598400.0,,16563654.0,8613100.0,8613100.0,48857200.0,-8722400.0,30000000.0,25963100.0,687000.0,4058700.0,31360300.0,,54652200.0,,,,
2004-09-30,13621300.0,5345100.0,162900.0,48857200.0,,147984700.0,186300.0,0.0,,-84433700.0,58859700.0,58859700.0,252600.0,,,,57627000.0,,2961100.0,11968800.0,-5071600.0,,28152800.0,-2841600.0,-15512500.0,290529900.0,13873900,,73157400,4929700.0,206096200.0,38639400.0,158400.0,,,10002500.0,,18293700,0.0,16399245.0,0.53,121793300.0,58681700.0,12640300.0,,96082700.0,926300.0,96266400.0,8691600.0,206850100.0,302932800.0,3769300.0,,4419800.0,19219000.0,,753900.0,0.0,0.52,154948100.0,,16714615.0,8691600.0,8691600.0,58859700.0,-15308700.0,27000000.0,27912400.0,589000.0,3908000.0,25667500.0,,53938400.0,,,,
2004-12-31,14342800.0,6052600.0,165800.0,58859700.0,,164672900.0,1973600.0,0.0,,-88341300.0,77070400.0,77070400.0,123200.0,,,,42438400.0,,1853100.0,27067700.0,-3287000.0,,41605600.0,-4594200.0,-18933700.0,308348200.0,14466000,,72590100,6026300.0,220006900.0,72919600.0,1405800.0,,,20077100.0,,18835300,0.0,,,130109800.0,55554200.0,22671900.0,,120629600.0,1684200.0,121165900.0,8316500.0,220763400.0,341393000.0,4711000.0,,4369300.0,20518600.0,,756500.0,0.0,,176720100.0,,,8316500.0,8316500.0,77070400.0,-16934300.0,21000000.0,29843200.0,611600.0,1657300.0,33902800.0,,52071500.0,5807900.0,,,
2005-03-31,21171100.0,6442500.0,165800.0,77735300.0,,173818400.0,195500.0,0.0,,-93144200.0,94629100.0,94629100.0,43900.0,,,,70355300.0,,3109800.0,17382700.0,-7479300.0,,33629600.0,-3000000.0,-20099500.0,328230100.0,21215000,,83441600,7833300.0,235085900.0,69825500.0,,,,16893800.0,,26157200,,16672250.0,0.8,143447600.0,54075600.0,13530100.0,,132259600.0,1617500.0,140180800.0,13337800.0,235815200.0,368074800.0,5866300.0,,4942200.0,27657500.0,,729300.0,0.0,0.8,194256400.0,,16672250.0,13337800.0,13337800.0,94629100.0,-13735800.0,18000000.0,30209300.0,6213800.0,3837600.0,29931700.0,,55784100.0,,,,
2005-06-30,16470000.0,6111100.0,162700.0,94629100.0,,167417800.0,1211000.0,0.0,,-100423300.0,96519900.0,96519900.0,143000.0,,,,69415900.0,,1520000.0,3898000.0,-880400.0,,23267800.0,-3878800.0,-22115700.0,330955700.0,20618600,,89333600,6091400.0,230532400.0,13673000.0,,,,1890800.0,,25635900,,16473968.0,0.63,138071000.0,63297200.0,1152100.0,,144602100.0,1266000.0,146969300.0,10378600.0,233082200.0,377684300.0,5675300.0,,5017300.0,26729700.0,,2549800.0,-7878800.0,0.63,210266500.0,,16473968.0,10378600.0,10378600.0,96519900.0,-17498200.0,22000000.0,35621900.0,-432800.0,5559400.0,35311900.0,,62603900.0,63880400.0,,,
2005-09-30,11918800.0,6765500.0,162700.0,96519900.0,,175093200.0,168600.0,0.0,,-105413600.0,64801600.0,64801600.0,142200.0,,,,115286600.0,,2054100.0,-34266500.0,-857700.0,,-12139300.0,-8000000.0,-11753600.0,343349100.0,21983300,,85787000,4413000.0,237935500.0,18933200.0,,,,-31718300.0,,27272900,0.0,16316957.0,0.46,145576800.0,62470800.0,-23892900.0,,154305700.0,1645500.0,159067300.0,7505800.0,242325600.0,396631300.0,18810600.0,,5289600.0,28748800.0,,4390100.0,0.0,0.46,221538100.0,,16316957.0,7505800.0,7505800.0,64801600.0,-11579000.0,14000000.0,29660200.0,-9712900.0,7831600.0,56143500.0,,57038200.0,24847500.0,,,
2005-12-31,20851200.0,-2021800.0,162800.0,64801600.0,,188265300.0,1254100.0,15022300.0,,-111605900.0,90110100.0,90110100.0,249300.0,,,,65004100.0,,-3333300.0,51800700.0,-824600.0,,67613500.0,9588600.0,-52499700.0,388764100.0,17745600,,80402100,7923800.0,277158200.0,125387800.0,,,,25973400.0,,24272900,0.0,,,158504200.0,66287200.0,15113800.0,,168701200.0,2431300.0,194532400.0,12927400.0,280383700.0,449084900.0,15398700.0,,6527300.0,15723800.0,,3225500.0,-423000.0,,260819600.0,,,12927400.0,12927400.0,90110100.0,-51228700.0,24000000.0,26888500.0,4106200.0,5054900.0,57013300.0,,64678300.0,4140500.0,,,
2006-03-31,18593500.0,10596500.0,160500.0,90110100.0,,190149000.0,708800.0,7074800.0,,-118187700.0,80530000.0,80530000.0,179900.0,,,,96481600.0,,1022200.0,-15555200.0,,,2877900.0,9856000.0,-23025300.0,410238100.0,14338300,,79108600,6795900.0,292050400.0,50191100.0,31000.0,107400.0,,-9580100.0,,21162500,-10152900.0,16161096.0,0.73,170301800.0,86678700.0,-20147400.0,,129477000.0,3980200.0,146672700.0,11797600.0,294023400.0,423500400.0,14768000.0,,6824200.0,24934800.0,,1973000.0,-22100.0,0.73,233351400.0,,16161096.0,11797600.0,11797600.0,80530000.0,-22314000.0,44000000.0,27910700.0,4825900.0,4344200.0,36563700.0,,54173800.0,,,,
2006-06-30,11901000.0,12284000.0,161000.0,80530000.0,,198157000.0,73200.0,11795000.0,,-125666000.0,54778000.0,54778000.0,267000.0,,,,93686000.0,,648800.0,-31224800.0,,,-15965900.0,25000000.0,-34870700.0,442059000.0,10801000,,62991000,4351000.0,316393000.0,26087000.0,0.0,141600.0,,-25751900.0,,18875800,-100.0,16063830.0,0.47,177852000.0,112233000.0,-50836600.0,,112134000.0,4667000.0,119773000.0,7550000.0,318029000.0,430163000.0,14673000.0,,8074800.0,23085000.0,,1636000.0,100.0,0.47,232006000.0,,16063830.0,7550000.0,7550000.0,54778000.0,-34786000.0,69000000.0,28560000.0,1731000.0,3805000.0,40692000.0,,39906000.0,,,,
2006-09-30,343709000.0,-315255000.0,161000.0,54778000.0,,367019000.0,54002000.0,22446000.0,,-133721000.0,8220000.0,8220000.0,34000.0,,,,107289000.0,,110815000.0,3668000.0,,,3182000.0,-26624000.0,-77121000.0,523475000.0,337404000,,67190000,132795000.0,389754000.0,32913000.0,0.0,-7174000.0,,-46558000.0,,346160000,-42486000.0,15693006.0,13.44,388765000.0,266201000.0,-73939000.0,,82079000.0,4423000.0,140202000.0,210914000.0,691343000.0,773422000.0,41826000.0,,8756000.0,22149000.0,,301589000.0,-138000.0,13.38,406403000.0,,15763378.0,210914000.0,210914000.0,8220000.0,-23116000.0,85000000.0,139375000.0,332876000.0,4008000.0,43834000.0,,45041000.0,,,,
2006-12-31,13205000.0,5790000.0,148000.0,8220000.0,,360144000.0,-253318000.0,20989000.0,,-143253000.0,194326000.0,194326000.0,2211000.0,20000000.0,,,75270000.0,,-26055000.0,76789000.0,,,77296000.0,38220000.0,-11163000.0,537470000.0,20239000,,66577000,5694000.0,394217000.0,136879000.0,0.0,5216000.0,,186106000.0,,31835000,-13850000.0,,,360102000.0,282309000.0,66133000.0,6783000.0,271014000.0,5977000.0,241834000.0,7511000.0,613273000.0,884287000.0,48916000.0,,11596000.0,26029000.0,,212273000.0,70000.0,,524143000.0,,,7511000.0,7511000.0,194326000.0,70590000.0,117000000.0,116393000.0,668000.0,3345000.0,51835000.0,,40548000.0,9685000.0,,,
2007-03-31,3937000.0,26143000.0,149000.0,194326000.0,,362865000.0,191452000.0,15016000.0,,-156327000.0,61576000.0,61576000.0,831000.0,,,,80376000.0,,-3379000.0,-52532000.0,,,-32738000.0,-76983000.0,-13378000.0,804129000.0,3625000,,63557000,1436000.0,647802000.0,112381000.0,152000.0,7404000.0,,-132750000.0,,16699000,-135000.0,14726000.0,0.17,362334000.0,218316000.0,-46116000.0,,128367000.0,7424000.0,198341000.0,2501000.0,651155000.0,779522000.0,40103000.0,,13074000.0,29768000.0,,3353000.0,0.0,0.17,416657000.0,,14854000.0,2501000.0,2501000.0,61576000.0,-23029000.0,60000000.0,118213000.0,-5645000.0,4186000.0,46737000.0,,33789000.0,5584000.0,,,
