date,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable
2003-12-31,7325000.0,,,,8813000.0,,133492000.0,,,6492000.0,103000.0,1722805000.0,-12628000.0,,-679205000.0,-4471000.0,1253798000.0,,,88260000,,-4739000.0,18600000.0,-374853000.0,-60952000.0,3347000.0,88945000.0,206020000,-16976000.0,-10341000.0,144117000.0,13470000,,1933003000.0,74215000.0,3637347000.0,1305000.0,0.0,45966000.0,1699819000.0,3493230000.0,,90567000.0,45986000.0,72528000.0,74790000.0,1840327000.0,,-5870000,-5870000,45364000.0,-5962000,94542000.0,7797000.0,,-4019000.0,7797000.0,14372000.0,120022000.0,5044000.0,19879000.0,7797000.0,2207273000.0,-92000.0,-26688000.0,32159000.0,-99000.0,71969000.0,1914542000.0,,,,,,,,
2004-03-31,7347000.0,,,,8810000.0,,127185000.0,-0.024496,,7797000.0,104000.0,1733549000.0,0.0,,-710445000.0,-1705000.0,1243839000.0,,,82679000,103607466.0,-2015000.0,-29579000.0,-377391000.0,-1471000.0,7028000.0,35598000.0,200976000,-15891000.0,-4152000.0,156706000.0,13359000,,1954284000.0,74521000.0,3623121000.0,-1677000.0,0.0,47545000.0,1676755000.0,3466415000.0,-0.02,92023000.0,29922000.0,73791000.0,69320000.0,1815051000.0,,-2447000,-2447000,45435000.0,-2538000,90751000.0,6120000.0,103607466.0,929000.0,6120000.0,15086000.0,113826000.0,20703000.0,17570000.0,6120000.0,2193546000.0,-91000.0,-35804000.0,29030000.0,-1003000.0,19707000.0,1889572000.0,,,,,,,,
2004-06-30,6685000.0,,,,8810000.0,,152553000.0,0.08,,6120000.0,105000.0,1757850000.0,0.0,,-733109000.0,6286000.0,1226110000.0,,,103441000,103902268.0,5774000.0,-10198000.0,-368617000.0,-23692000.0,12521000.0,81633000.0,226915000,-19184000.0,15151000.0,178932000.0,31922000,,1959219000.0,94673000.0,3618336000.0,11655000.0,0.0,48942000.0,1623444000.0,3439404000.0,0.08,101575000.0,35866000.0,74362000.0,71519000.0,1765813000.0,,8865000,8865000,45651000.0,8774000,93427000.0,17775000.0,104494414.0,-3461000.0,17775000.0,12073000.0,120631000.0,37924000.0,16833000.0,17775000.0,2182103000.0,-91000.0,-46286000.0,31191000.0,-33000.0,62449000.0,1860486000.0,,,,,,,,
2004-09-30,8925000.0,,,,11403000.0,,155232000.0,0.08,,17775000.0,105000.0,1733226000.0,0.0,,-800668000.0,5892000.0,1264790000.0,,,114269000,104288811.0,3649000.0,855000.0,-395937000.0,972000.0,2267000.0,92240000.0,231622000,-22900000.0,14117000.0,177700000.0,33236000,,2065458000.0,119659000.0,3672681000.0,-5789000.0,0.0,138598000.0,1605414000.0,3494981000.0,0.08,103260000.0,37893000.0,76390000.0,81033000.0,1819796000.0,,8285000,8285000,47301000.0,8194000,75784000.0,11986000.0,104873266.0,468000.0,11986000.0,15135000.0,121996000.0,55228000.0,19173000.0,11986000.0,2178280000.0,-91000.0,-99001000.0,51911000.0,1036000.0,69340000.0,1939455000.0,,,,,,,,
2004-12-31,8231000.0,,,,10412000.0,,146383000.0,,,11986000.0,105000.0,1736347000.0,0.0,,-807735000.0,2521000.0,1269644000.0,,,100468000,,340000.0,35092000.0,-395207000.0,1178000.0,1990000.0,113693000.0,223997000,-24056000.0,3343000.0,182580000.0,22954000,,2077379000.0,148104000.0,3689472000.0,32215000.0,0.0,141357000.0,1587424000.0,3506892000.0,,87962000.0,50513000.0,77614000.0,77514000.0,1805021000.0,,822000,822000,49933000.0,730000,76240000.0,44201000.0,,2684000.0,44201000.0,14669000.0,123429000.0,72510000.0,19871000.0,44201000.0,2185479000.0,-92000.0,-82656000.0,51769000.0,-1526000.0,89637000.0,1953125000.0,,,,,,,,
2005-03-31,11325000.0,,,,13390000.0,,148353000.0,0.05,,44201000.0,105000.0,1786829000.0,0.0,,-825896000.0,3684000.0,1281611000.0,,,99700000,104433456.0,3609000.0,-54412000.0,-390263000.0,18797000.0,1947000.0,24456000.0,232829000,-20497000.0,8719000.0,189015000.0,29129000,,2107507000.0,142260000.0,3765069000.0,-36650000.0,0.0,143749000.0,1597429000.0,3576054000.0,0.05,112231000.0,34975000.0,84476000.0,70571000.0,1835980000.0,,5035000,5035000,51944000.0,4944000,94802000.0,7551000.0,104945008.0,1958000.0,7551000.0,13830000.0,119224000.0,80065000.0,20862000.0,7551000.0,2241626000.0,-91000.0,-79903000.0,52817000.0,0.0,3959000.0,1978240000.0,,,,,,,,
2005-06-30,8954000.0,,,,12956000.0,,177999000.0,0.18,,7551000.0,106000.0,1813083000.0,-3800000.0,,-853831000.0,13687000.0,1278724000.0,,,127173000,105565241.0,11237000.0,391000.0,-371610000.0,-49108000.0,6429000.0,104882000.0,264743000,-30529000.0,32431000.0,202702000.0,53925000,,2132555000.0,149666000.0,3748748000.0,11538000.0,0.0,145067000.0,1538761000.0,3546046000.0,0.18,116408000.0,42079000.0,86744000.0,73248000.0,1785999000.0,,18744000,18744000,52643000.0,18653000,102171000.0,19089000.0,106031171.0,485000.0,19089000.0,11343000.0,124074000.0,83288000.0,21757000.0,19089000.0,2212293000.0,-91000.0,-44236000.0,55029000.0,0.0,74353000.0,1935665000.0,,,,,,,,
2005-09-30,7364000.0,,,,13334000.0,,175669000.0,0.11,,19089000.0,106000.0,1831291000.0,-475000.0,,-877691000.0,8755000.0,1274987000.0,,,124734000,105752489.0,7756000.0,-7663000.0,-359620000.0,-22393000.0,3712000.0,92973000.0,265594000,-24855000.0,20836000.0,215917000.0,48692000,,2152678000.0,77109000.0,3766243000.0,-180000.0,0.0,144820000.0,1603802000.0,3550326000.0,0.11,132132000.0,43111000.0,89925000.0,76042000.0,1857843000.0,,12081000,12081000,52864000.0,11990000,109221000.0,18909000.0,106279765.0,-3439000.0,18909000.0,17228000.0,126977000.0,3436000.0,24255000.0,18909000.0,2210378000.0,-91000.0,-70760000.0,64961000.0,-3892000.0,68118000.0,1934952000.0,,,,,,,,
2005-12-31,10232000.0,,,,13730000.0,,166496000.0,,,18909000.0,106000.0,1817482000.0,-2900000.0,,-902138000.0,5773000.0,1289305000.0,,,109353000,,1250000.0,41226000.0,-353793000.0,-51365000.0,6584000.0,124946000.0,258490000,-45236000.0,11692000.0,187275000.0,35074000,,2191443000.0,93459000.0,3737079000.0,510000.0,0.0,144904000.0,1573538000.0,3549804000.0,,114733000.0,61996000.0,91994000.0,72686000.0,1826138000.0,,5919000,5919000,55276000.0,5827000,107696000.0,19419000.0,,-1867000.0,19419000.0,14945000.0,131422000.0,2788000.0,23797000.0,19419000.0,2191993000.0,-92000.0,-73071000.0,68506000.0,-1423000.0,79710000.0,1919597000.0,,,,,,,,
2006-03-31,13409000.0,,-114214000.0,,15615000.0,,158124000.0,0.01,,19419000.0,107000.0,1731718000.0,0.0,,-930017000.0,1177000.0,1307610000.0,2998000.0,,101724000,105009487.0,-5708000.0,-37783000.0,-352344000.0,64570000.0,22670000.0,34921000.0,253333000,-113159000.0,2717000.0,196901000.0,27333000,,2237627000.0,69031000.0,3780481000.0,-12280000.0,0.0,147528000.0,1729765000.0,3583580000.0,0.01,114925000.0,35896000.0,95209000.0,74391000.0,1979732000.0,1308297000.0,1540000,1540000,59291000.0,1449000,102439000.0,7139000.0,105857006.0,1678000.0,7139000.0,14755000.0,130791000.0,2765000.0,24843000.0,7139000.0,904868000.0,-91000.0,-111771000.0,62805000.0,0.0,-78238000.0,2048763000.0,,,,,,,,
2006-06-30,17016000.0,,-80697000.0,,16132000.0,,191162000.0,0.18,,7139000.0,107000.0,1664026000.0,-109639000.0,,-960029000.0,14031000.0,1343957000.0,5400000.0,,134455000,103277889.0,11451000.0,13305000.0,-334063000.0,-14855000.0,939000.0,121959000.0,287577000,-594000.0,32403000.0,248096000.0,59151000,,2303986000.0,100195000.0,3860519000.0,-1693000.0,0.0,148892000.0,1795970000.0,3612423000.0,0.18,126258000.0,68788000.0,96415000.0,75304000.0,2096298000.0,1323745000.0,18372000,18372000,58634000.0,18281000,151436000.0,5446000.0,104348078.0,712000.0,5446000.0,13720000.0,132011000.0,1555000.0,27126000.0,5446000.0,884964000.0,-91000.0,-108797000.0,59757000.0,0.0,121365000.0,2196493000.0,,,,,,,,
2006-09-30,13948000.0,,-45710000.0,,23883000.0,,193488000.0,0.16,,5446000.0,107000.0,1648545000.0,0.0,,-987442000.0,13157000.0,1387891000.0,7621000.0,,136865000,101994265.0,-331000.0,12920000.0,-317315000.0,-2440000.0,2497000.0,107025000.0,292038000,-59837000.0,29996000.0,249545000.0,59385000,,2375333000.0,109103000.0,3897781000.0,1493000.0,0.0,150435000.0,1840902000.0,3648236000.0,0.16,133325000.0,63394000.0,98550000.0,77480000.0,2140133000.0,1330720000.0,16839000,16839000,65577000.0,16748000,148796000.0,6939000.0,102908772.0,7504000.0,6939000.0,21067000.0,134103000.0,759000.0,29763000.0,6939000.0,867863000.0,-91000.0,-103092000.0,61762000.0,-3272000.0,47188000.0,2249236000.0,,,,,,,,
2006-12-31,18983000.0,,-133328000.0,,14567000.0,,186756000.0,,2253000.0,6939000.0,107000.0,1538533000.0,2350000.0,,-1027029000.0,5862000.0,1405948000.0,8174000.0,,123204000,,952000.0,6003000.0,-315072000.0,19698000.0,9130000.0,100612000.0,287143000,-49760000.0,13010000.0,230770000.0,43901000,,2432977000.0,110979000.0,3924228000.0,4857000.0,0.0,152877000.0,1981820000.0,3693458000.0,,127552000.0,69940000.0,100387000.0,79303000.0,2274716000.0,1357706000.0,7148000,7148000,65435000.0,7056000,140019000.0,11796000.0,,968000.0,11796000.0,17824000.0,142855000.0,8648000.0,31223000.0,11796000.0,860850000.0,-92000.0,-115236000.0,68954000.0,-1056000.0,50852000.0,2385695000.0,,,,,,,,
2007-03-31,17581000.0,,-130106000.0,,18409000.0,,174402000.0,0.09,1600000.0,11796000.0,107000.0,1107082000.0,9056000.0,,-1062075000.0,6779000.0,1439644000.0,10595000.0,,105930000,99222644.0,3981000.0,-48711000.0,-624627000.0,36333000.0,4967000.0,33352000.0,275185000,-50064000.0,15618000.0,220289000.0,31522000,,2501719000.0,93670000.0,3942389000.0,-11517000.0,0.0,155979000.0,2455965000.0,3722100000.0,0.09,125365000.0,44744000.0,100783000.0,74408000.0,2741637000.0,1358562000.0,8839000,8839000,69874000.0,8748000,129693000.0,279000.0,100064865.0,15760000.0,279000.0,14042000.0,142880000.0,16475000.0,31845000.0,279000.0,861104000.0,-318394000.0,-81218000.0,62790000.0,-2107000.0,-16712000.0,2835307000.0,,,,,,,,
2007-06-30,17000000.0,,-63645000.0,,20120000.0,,212456000.0,0.19,4490000.0,279000.0,107000.0,1076054000.0,56000.0,,-1097518000.0,13166000.0,1475241000.0,7795000.0,,148854000,97647094.0,972000.0,10254000.0,-606338000.0,-13325000.0,5828000.0,110149000.0,315225000,-59941000.0,31546000.0,243526000.0,74587000,,2572759000.0,130131000.0,3985490000.0,11881000.0,0.0,159081000.0,2493417000.0,3741964000.0,0.19,139832000.0,71540000.0,102769000.0,74267000.0,2779305000.0,1360355000.0,18380000,18380000,66238000.0,18289000,126807000.0,12160000.0,98487257.0,1519000.0,12160000.0,14391000.0,137869000.0,24080000.0,43292000.0,12160000.0,841669000.0,-91000.0,-84339000.0,64699000.0,-473000.0,50208000.0,2909436000.0,,,,,,,,
2007-09-30,14515000.0,,-143401000.0,,22931000.0,,212132000.0,0.15,6020000.0,12160000.0,107000.0,956322000.0,266000.0,,-1135867000.0,13675000.0,1508122000.0,7980000.0,,145920000,96194236.0,1340000.0,3448000.0,-591903000.0,-20159000.0,2151000.0,102103000.0,314253000,-63440000.0,28200000.0,251120000.0,70435000,,2643989000.0,152082000.0,4005037000.0,-1402000.0,0.0,160870000.0,2607788000.0,3753917000.0,0.15,153777000.0,76418000.0,102121000.0,75485000.0,2896633000.0,1362271000.0,14525000,14525000,68020000.0,14434000,127975000.0,10758000.0,97088195.0,675000.0,10758000.0,20995000.0,141697000.0,31738000.0,42537000.0,10758000.0,819844000.0,-91000.0,-83754000.0,63680000.0,-846000.0,38663000.0,3048715000.0,,,,,,,,
2007-12-31,29004000.0,,-53351000.0,,19569000.0,,202168000.0,,9286000.0,10758000.0,108000.0,931007000.0,42000.0,,-1169152000.0,3565000.0,1516964000.0,8284000.0,,138565000,,-162000.0,10372000.0,-587523000.0,36428000.0,1262000.0,108865000.0,304892000,-47089000.0,8038000.0,300525000.0,51259000,,2686116000.0,145296000.0,4069421000.0,65290000.0,0.0,162972000.0,2694028000.0,3768896000.0,,134959000.0,75670000.0,102724000.0,87306000.0,2993118000.0,1376240000.0,4473000,4473000,66258000.0,4381000,136118000.0,76048000.0,,1408000.0,76048000.0,18315000.0,150909000.0,31742000.0,44773000.0,76048000.0,802953000.0,-92000.0,-91770000.0,72739000.0,2364000.0,61776000.0,3138414000.0,,,,,,,,
2008-03-31,28167000.0,,-53004000.0,,21140000.0,,177989000.0,-0.02,4885000.0,76048000.0,108000.0,876347000.0,76000.0,,-1207020000.0,-1197000.0,1549268000.0,3869000.0,,114993000,93429973.0,-1818000.0,-54620000.0,-589148000.0,37410000.0,2961000.0,22359000.0,282776000,-50245000.0,-2731000.0,263169000.0,36055000,,2756288000.0,125413000.0,4086299000.0,-57187000.0,0.0,171396000.0,2781466000.0,3823130000.0,-0.02,147820000.0,45419000.0,104787000.0,78938000.0,3084539000.0,1387412000.0,-1534000,-1534000,65184000.0,-1625000,131677000.0,18861000.0,93682468.0,2476000.0,18861000.0,26837000.0,141934000.0,32017000.0,40768000.0,18861000.0,810744000.0,-91000.0,-113292000.0,75706000.0,-168000.0,-27886000.0,3209952000.0,,,,,,,,
2008-06-30,20153000.0,,,,15202000.0,,213714000.0,0.15,7730000.0,18861000.0,108000.0,861579000.0,52000.0,,-1236010000.0,13327000.0,1615941000.0,9093000.0,,147149000,92172492.0,11501000.0,-4454000.0,-574895000.0,59822000.0,182489000.0,108959000.0,323819000,-57368000.0,27671000.0,284099000.0,66605000,,2851951000.0,152531000.0,4189301000.0,-6802000.0,0.0,174343000.0,2875293000.0,3905202000.0,0.15,178745000.0,73740000.0,110105000.0,80544000.0,3175191000.0,1399838000.0,14344000,14344000,69875000.0,14253000,125555000.0,12059000.0,92409086.0,2069000.0,12059000.0,27662000.0,147109000.0,35927000.0,39165000.0,12059000.0,813227000.0,-91000.0,-179125000.0,76196000.0,0.0,51591000.0,3327722000.0,,,,,,,,
2008-09-30,20764000.0,,,,29376000.0,,198839000.0,0.04,7460000.0,12059000.0,108000.0,871620000.0,100000.0,,-1276826000.0,10746000.0,1612947000.0,4129000.0,,135240000,91393601.0,8940000.0,9014000.0,-571236000.0,-13422000.0,-174955000.0,106406000.0,312516000,-51633000.0,14496000.0,284803000.0,53518000,,2889773000.0,158770000.0,4189024000.0,9451000.0,0.0,174638000.0,2853423000.0,3904221000.0,0.04,171182000.0,59296000.0,113677000.0,81722000.0,3158634000.0,1422033000.0,3750000,3750000,65703000.0,3659000,130573000.0,21510000.0,91526410.0,1149000.0,21510000.0,30604000.0,145321000.0,39494000.0,39620000.0,21510000.0,795081000.0,-91000.0,-83420000.0,74160000.0,-1000.0,54773000.0,3317404000.0,,,,,,,,
2008-12-31,38475000.0,,0.0,,15108000.0,,171321000.0,,-2039000.0,21510000.0,108000.0,860251000.0,39000.0,,-1305937000.0,-8790000.0,1595033000.0,6279000.0,,120961000,,6052000.0,11392000.0,-578165000.0,-53808000.0,687000.0,108796000.0,279308000,-38824000.0,-15627000.0,260983000.0,23773000,,2900970000.0,176878000.0,4117025000.0,-7371000.0,0.0,15354000.0,2777607000.0,3856042000.0,,,72407000.0,107987000.0,90450000.0,3079896000.0,1416396000.0,-6837000,-6837000,56859000.0,-6929000,126212000.0,14139000.0,,-3880000.0,14139000.0,30612000.0,147548000.0,58751000.0,39605000.0,14139000.0,773764000.0,-92000.0,-61582000.0,46477000.0,142156000.0,69972000.0,3256774000.0,,,,,,,,
2009-03-31,39469000.0,,,,12269000.0,-2838000.0,146927000.0,-0.23,-2105000.0,14139000.0,108000.0,854486000.0,43000.0,-144216000.0,-1315159000.0,-10270000.0,1541201000.0,3879000.0,,90521000,91579117.0,-10888000.0,-38701000.0,-610258000.0,163935000.0,790000.0,19361000.0,247248000,-10058000.0,-31603000.0,456010000.0,4602000,-107000.0,2856360000.0,176352000.0,4235020000.0,179613000.0,0.0,13688000.0,2907164000.0,3779010000.0,-0.23,,48588000.0,100321000.0,85774000.0,3204182000.0,1415817000.0,-21333000,-21333000,57203000.0,-21424000,123546000.0,193752000.0,91674499.0,0.0,193752000.0,37500000.0,142325000.0,77995000.0,36350000.0,193752000.0,746541000.0,-91000.0,-3588000.0,44888000.0,-7475000.0,9303000.0,3380534000.0,,,,,,,,
2009-06-30,39519000.0,,,,11597000.0,-675000.0,175322000.0,-0.13,893000.0,193752000.0,109000.0,851335000.0,41000.0,-111658000.0,-1349701000.0,-7122000.0,1498413000.0,1616000.0,,121193000,91686753.0,-7881000.0,19561000.0,-622168000.0,-123294000.0,652000.0,97050000.0,274736000,-11413000.0,-18941000.0,425345000.0,33996000,-535000.0,2848114000.0,226457000.0,4143692000.0,-36182000.0,0.0,13275000.0,2781605000.0,3718347000.0,-0.13,,81378000.0,99414000.0,83489000.0,3065900000.0,1416024000.0,-11819000,-11819000,59058000.0,-11910000,111493000.0,157570000.0,91746773.0,3539000.0,157570000.0,37014000.0,141326000.0,96468000.0,56645000.0,157570000.0,720845000.0,-91000.0,-10197000.0,45286000.0,-12154000.0,85637000.0,3292357000.0,,,,,,,,
2009-09-30,52520000.0,,0.0,,10415000.0,-1183000.0,174136000.0,-0.05,2626000.0,157570000.0,109000.0,844704000.0,58000.0,-181519000.0,-1384556000.0,-6346000.0,1453308000.0,2943000.0,2946000.0,124492000,91770644.0,9118000.0,-17861000.0,-631542000.0,-180018000.0,1812000.0,75011000.0,271766000,-7539000.0,-11127000.0,325197000.0,39259000,-1033000.0,2837864000.0,242518000.0,3970927000.0,-109870000.0,0.0,19444000.0,2588219000.0,3645730000.0,-0.05,,77634000.0,97630000.0,83529000.0,2883705000.0,1416202000.0,-4781000,-4781000,51624000.0,-4872000,116580000.0,47700000.0,91994981.0,1576000.0,47700000.0,39601000.0,134877000.0,114868000.0,52090000.0,47700000.0,695493000.0,-91000.0,-5042000.0,46463000.0,-220000.0,67472000.0,3126223000.0,,,,,,,,
2009-12-31,59054000.0,,-1000.0,,10678000.0,313000.0,162645000.0,,5248000.0,47700000.0,109000.0,831798000.0,14091000.0,,-1421815000.0,-12096000.0,1406911000.0,-3433000.0,,104117000,,,37799000.0,-651317000.0,-28972000.0,1586000.0,102321000.0,262315000,-9805000.0,-31778000.0,367936000.0,20449000,-2782000.0,2828726000.0,263707000.0,3943541000.0,64553000.0,0.0,18016000.0,2553630000.0,3575605000.0,,,95616000.0,99670000.0,83933000.0,2848036000.0,1424283000.0,-19682000,-19682000,58592000.0,-19774000,116130000.0,112253000.0,,-350000.0,112253000.0,36131000.0,142196000.0,121282000.0,51962000.0,112253000.0,670501000.0,-92000.0,-10212000.0,41297000.0,-152931000.0,92516000.0,3111743000.0,,,,,,,,
2010-03-31,61138000.0,1468000.0,-1629000.0,,11124000.0,446000.0,145551000.0,-0.27,5309000.0,112253000.0,109000.0,810414000.0,157000.0,-79774000.0,-1458021000.0,-13836000.0,1374619000.0,2272000.0,2761000.0,89009000,91983549.0,-14447000.0,-39226000.0,-676234000.0,-79131000.0,2363000.0,7651000.0,244103000,-8341000.0,-38663000.0,307225000.0,10839000,-1326000.0,2832640000.0,213879000.0,3822331000.0,-79289000.0,0.0,17877000.0,2508837000.0,3515106000.0,-0.27,,77583000.0,98552000.0,78342000.0,2798038000.0,1425500000.0,-24827000,-24827000,54782000.0,-24918000,101862000.0,32964000.0,91983549.0,-261000.0,32964000.0,36734000.0,134712000.0,88438000.0,49330000.0,32964000.0,645047000.0,-91000.0,-8042000.0,39432000.0,0.0,-690000.0,3011917000.0,,,,,,,,
2010-06-30,60296000.0,,0.0,,9874000.0,-1272000.0,186541000.0,-0.1,4652000.0,32964000.0,109000.0,807375000.0,40000.0,-461071000.0,-1496103000.0,-5482000.0,1331228000.0,1507000.0,5039000.0,110386000,92202404.0,-5959000.0,-4341000.0,-685262000.0,-86468000.0,1608000.0,85519000.0,286366000,-7347000.0,-14419000.0,320571000.0,49271000,-28000.0,2827331000.0,154209000.0,3781153000.0,-6088000.0,0.0,18363000.0,2534433000.0,3460582000.0,-0.1,,84907000.0,99825000.0,78165000.0,2819569000.0,1425413000.0,-8937000,-8937000,60551000.0,-9028000,95920000.0,26876000.0,92202404.0,-17137000.0,26876000.0,46894000.0,137270000.0,12534000.0,46640000.0,26876000.0,618600000.0,-91000.0,-5077000.0,38337000.0,-26914000.0,78172000.0,2973778000.0,,,,,,,,
2010-09-30,58834000.0,,0.0,,12691000.0,2822000.0,186543000.0,0.01,5087000.0,26876000.0,109000.0,816401000.0,-1000.0,-76502000.0,-1521724000.0,454000.0,1294143000.0,1578000.0,4915000.0,124204000,92315046.0,17971000.0,8145000.0,-684573000.0,-73794000.0,2987000.0,97009000.0,286138000,-12024000.0,1235000.0,321422000.0,46573000,-1562000.0,2815867000.0,168242000.0,3718944000.0,11539000.0,0.0,13633000.0,2456510000.0,3397522000.0,0.01,,92135000.0,99595000.0,77617000.0,2734301000.0,1425601000.0,781000,781000,63490000.0,690000,92479000.0,38415000.0,92728863.0,0.0,38415000.0,47120000.0,139970000.0,16296000.0,45352000.0,38415000.0,593412000.0,-91000.0,-11808000.0,39372000.0,-5548000.0,84985000.0,2902543000.0,,,,,,,,
2010-12-31,27277000.0,2930000.0,0.0,,13208000.0,464000.0,175189000.0,,6110000.0,38415000.0,109000.0,818523000.0,44000.0,-62609000.0,-1539484000.0,-4605000.0,1257451000.0,-3370000.0,,111581000,,,54222000.0,-691784000.0,-63036000.0,3202000.0,132641000.0,275684000,-15740000.0,-11724000.0,309409000.0,32825000,-3787000.0,2796935000.0,153580000.0,3648961000.0,53264000.0,0.0,12505000.0,2403446000.0,3339552000.0,,,96542000.0,100495000.0,78579000.0,2676858000.0,1426135000.0,-7119000,-7119000,64929000.0,-7211000,87234000.0,91679000.0,,0.0,91679000.0,38136000.0,142364000.0,5694000.0,44726000.0,91679000.0,569723000.0,-92000.0,-16553000.0,43073000.0,-3537000.0,116901000.0,2830438000.0,,,,,,,,
2011-03-31,29284000.0,148000.0,-3481000.0,,13359000.0,106000.0,155651000.0,-0.14,6842000.0,91679000.0,110000.0,806097000.0,0.0,-54955000.0,-1561094000.0,-4741000.0,1247958000.0,6666000.0,2132000.0,99512000,92681351.0,-5275000.0,-30926000.0,-705115000.0,-57005000.0,1522000.0,25826000.0,255202000,-28813000.0,-17981000.0,274124000.0,25607000,-6742000.0,2809052000.0,148521000.0,3577463000.0,-59238000.0,0.0,14229000.0,2351057000.0,3303339000.0,-0.14,144100000.0,88691000.0,99551000.0,73873000.0,2622845000.0,1426704000.0,-13240000,-13240000,62618000.0,-13331000,81912000.0,32441000.0,93157052.0,0.0,32441000.0,40948000.0,130044000.0,5523000.0,43620000.0,32441000.0,546832000.0,-91000.0,-28335000.0,40755000.0,0.0,-2987000.0,2771366000.0,,,,,,,,
2011-06-30,107217000.0,32000.0,0.0,,12610000.0,-629000.0,190287000.0,0.12,6511000.0,32441000.0,110000.0,820911000.0,2221000.0,-73486000.0,-1597426000.0,4737000.0,1230126000.0,7153000.0,2546000.0,131880000,92840263.0,4068000.0,-11074000.0,-693780000.0,-72313000.0,1264000.0,84613000.0,293345000,-25840000.0,16163000.0,125880000.0,59419000,-2439000.0,2827552000.0,2285721000.0,3538249000.0,-13778000.0,0.0,14327000.0,2285008000.0,3412369000.0,0.12,174576000.0,89726000.0,103058000.0,72410000.0,431617000.0,1426826000.0,11426000,11426000,59369000.0,11335000,86544000.0,18663000.0,93196805.0,0.0,18663000.0,50943000.0,130868000.0,713000.0,43307000.0,18663000.0,521537000.0,-91000.0,-26026000.0,40868000.0,0.0,58773000.0,2717338000.0,,,,,,,,
2011-09-30,20485000.0,-1000.0,0.0,,21266000.0,-833000.0,193501000.0,0.04,4807000.0,18663000.0,110000.0,826632000.0,882000.0,-55882000.0,-1632720000.0,8880000.0,1215990000.0,3992000.0,2660000.0,130573000,92901470.0,8234000.0,15858000.0,-689879000.0,-55109000.0,864000.0,112266000.0,296701000,-28529000.0,12872000.0,286939000.0,55425000,-5983000.0,2848710000.0,176748000.0,3501751000.0,22853000.0,0.0,12477000.0,2214071000.0,3214812000.0,0.04,170321000.0,98481000.0,103200000.0,75171000.0,2498371000.0,1426735000.0,3992000,3992000,63514000.0,3901000,92652000.0,41516000.0,93076619.0,-451000.0,41516000.0,47912000.0,138076000.0,9089000.0,42530000.0,41516000.0,497073000.0,-91000.0,-33631000.0,38311000.0,0.0,83737000.0,2675119000.0,,,,,,,,
