date,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1995-09-30,1055000000.0,29000000.0,1216000000.0,5802000000.0,,2505000000.0,,1205000000.0,0.625,5000000.0,,61000000,61000000.0,922000000.0,1433000000.0,17000000.0,-20000000.0,61000000.0,1000000.0,64000000.0,,,313000000.0,32000000.0,32000000.0,36000000.0,108000000.0,0.0,97600000.0,,2009000000.0,3431000000.0,4373000000.0,145000000.0,84000000.0,169000000.0,,0.625,,,1429000000.0,0.0,339000000.0,,-13000000.0,0.0,294000000.0,425000000.0,,230000000.0,1868000000.0,97600000.0,,100000000.0,,1277000000.0,195000000,1161000000.0,39000000.0,,,1000000.0,-106000000.0,-26000000.0,131000000,1630000000,6000000.0,,2371000000.0,3033000000.0,134000000.0,-1756000000.0,,,,,
1995-12-31,1087000000.0,-14000000.0,1146000000.0,5455000000.0,,2281000000.0,,1316000000.0,,3000000.0,,58000000,58000000.0,771000000.0,1163000000.0,31000000.0,,58000000.0,-59000000.0,75000000.0,,,209000000.0,18000000.0,18000000.0,31000000.0,401000000.0,59000000.0,,,1759000000.0,3383000000.0,3996000000.0,448000000.0,226000000.0,86000000.0,,,,,1459000000.0,0.0,360000000.0,,-1000000.0,0.0,375000000.0,496000000.0,,300000000.0,1715000000.0,,,93000000.0,,1176000000.0,196000000,1199000000.0,35000000.0,,,1000000.0,-392000000.0,-36000000.0,121000000,1812000000,193000000.0,,2072000000.0,2900000000.0,437000000.0,-1724000000.0,,,,,
1996-03-31,1711000000.0,61000000.0,1586000000.0,9495000000.0,,5705000000.0,,1203000000.0,0.585,9000000.0,,61000000,61000000.0,996000000.0,3951000000.0,43000000.0,-19000000.0,61000000.0,-2926000000.0,70000000.0,,,250000000.0,79000000.0,79000000.0,46000000.0,189000000.0,-61000000.0,106086957.0,,3454000000.0,6871000000.0,7990000000.0,1739000000.0,-75000000.0,103000000.0,,0.575,,,1505000000.0,18000000.0,449000000.0,,-2904000000.0,0.0,261000000.0,400000000.0,,191000000.0,2285000000.0,104273504.0,,102000000.0,,1678000000.0,209000000,1241000000.0,41000000.0,,-25000000.0,4000000.0,2757000000.0,-41000000.0,139000000,1603000000,114000000.0,,2624000000.0,3422000000.0,230000000.0,-1744000000.0,,,,,
1996-06-30,1741000000.0,40000000.0,1563000000.0,9431000000.0,,5096000000.0,,1531000000.0,0.79,14000000.0,,86000000,86000000.0,1089000000.0,3338000000.0,17000000.0,-20000000.0,86000000.0,-12000000.0,100000000.0,,,250000000.0,119000000.0,119000000.0,82000000.0,187000000.0,-40000000.0,110967742.0,,4423000000.0,6864000000.0,7366000000.0,884000000.0,0.0,108000000.0,,0.775,,,2065000000.0,0.0,457000000.0,,39000000.0,0.0,404000000.0,612000000.0,,304000000.0,2270000000.0,108860759.0,,140000000.0,,1557000000.0,308000000,1307000000.0,54000000.0,,-40000000.0,494000000.0,-179000000.0,-44000000.0,208000000,2143000000,76000000.0,,2567000000.0,3316000000.0,231000000.0,-1759000000.0,,,,,
1996-09-30,1742000000.0,-26000000.0,1642000000.0,9513000000.0,,4864000000.0,,1504000000.0,0.59,17000000.0,,70000000,70000000.0,1114000000.0,3101000000.0,21000000.0,-24000000.0,70000000.0,-34000000.0,103000000.0,,,433000000.0,93000000.0,93000000.0,69000000.0,-2837000000.0,1000000.0,122807018.0,,3409000000.0,6831000000.0,7402000000.0,1883000000.0,34000000.0,131000000.0,,0.57,,,2111000000.0,0.0,463000000.0,,2859000000.0,0.0,374000000.0,539000000.0,,272000000.0,2538000000.0,118644068.0,,113000000.0,,1539000000.0,268000000,1353000000.0,43000000.0,,,0.0,-78000000.0,-2923000000.0,165000000,2043000000,-45000000.0,,2682000000.0,3324000000.0,86000000.0,-1785000000.0,,,,,
1996-12-31,1683000000.0,-49000000.0,1720000000.0,9422000000.0,,4694000000.0,,1559000000.0,,-44000000.0,,17000000,17000000.0,1053000000.0,2950000000.0,61000000.0,-22000000.0,17000000.0,-26000000.0,94000000.0,,,428000000.0,44000000.0,44000000.0,73000000.0,2968000000.0,0.0,,,4424000000.0,6825000000.0,7294000000.0,999000000.0,48000000.0,144000000.0,,,,,2128000000.0,0.0,452000000.0,,-2901000000.0,0.0,577000000.0,723000000.0,,483000000.0,2600000000.0,,,29000000.0,,1402000000.0,240000000,1348000000.0,12000000.0,,,1000000.0,-177000000.0,2814000000.0,146000000,2282000000,-271000000.0,,2597000000.0,3154000000.0,154000000.0,-1752000000.0,,,,,
1997-03-31,1780000000.0,-1000000.0,1735000000.0,9578000000.0,,4751000000.0,,1483000000.0,0.635,2000000.0,,75000000,75000000.0,1172000000.0,2907000000.0,64000000.0,-23000000.0,75000000.0,-14000000.0,93000000.0,,,471000000.0,43000000.0,43000000.0,64000000.0,-2000000.0,0.0,120000000.0,,4421000000.0,6784000000.0,7394000000.0,966000000.0,-96000000.0,131000000.0,,0.625,,,2184000000.0,44000000.0,437000000.0,,20000000.0,0.0,299000000.0,481000000.0,,206000000.0,2643000000.0,118110236.0,,120000000.0,,1397000000.0,275000000,1400000000.0,45000000.0,,,3000000.0,-20000000.0,-35000000.0,182000000,1964000000,-124000000.0,,2794000000.0,3174000000.0,33000000.0,-1777000000.0,,,,,
1997-06-30,1777000000.0,4000000.0,1801000000.0,9700000000.0,,4923000000.0,,1526000000.0,0.81,2000000.0,,100000000,100000000.0,1270000000.0,3085000000.0,61000000.0,-23000000.0,100000000.0,-5000000.0,110000000.0,,,224000000.0,47000000.0,47000000.0,65000000.0,49000000.0,-69000000.0,125786164.0,,4376000000.0,6701000000.0,7438000000.0,940000000.0,-121000000.0,140000000.0,,0.795,,,2262000000.0,0.0,490000000.0,,-19000000.0,0.0,340000000.0,561000000.0,,230000000.0,2515000000.0,123456790.0,,158000000.0,,1385000000.0,331000000,1477000000.0,58000000.0,,,1000000.0,-91000000.0,-51000000.0,221000000,2087000000,-100000000.0,,2999000000.0,3214000000.0,100000000.0,-1829000000.0,,,,,
1997-09-30,1725000000.0,-78000000.0,1862000000.0,9778000000.0,,4605000000.0,,1770000000.0,0.73,25000000.0,,98000000,98000000.0,1315000000.0,2820000000.0,60000000.0,-28000000.0,98000000.0,-63000000.0,100000000.0,,,368000000.0,48000000.0,48000000.0,68000000.0,82000000.0,-6000000.0,136111111.0,,4363000000.0,6685000000.0,7275000000.0,942000000.0,28000000.0,156000000.0,,0.72,,,2503000000.0,0.0,440000000.0,,-9000000.0,0.0,322000000.0,527000000.0,,222000000.0,2670000000.0,134246575.0,,162000000.0,,1380000000.0,305000000,1718000000.0,64000000.0,,,4000000.0,-152000000.0,-55000000.0,205000000,2297000000,-68000000.0,,3093000000.0,3230000000.0,137000000.0,-1850000000.0,,,,,
1997-12-31,1764000000.0,15000000.0,1961000000.0,9677000000.0,,4339000000.0,,1596000000.0,,-2000000.0,,117000000,117000000.0,1283000000.0,2500000000.0,75000000.0,-28000000.0,117000000.0,-31000000.0,115000000.0,,,291000000.0,63000000.0,63000000.0,60000000.0,363000000.0,0.0,,,4317000000.0,6741000000.0,7054000000.0,1078000000.0,42000000.0,149000000.0,,,,,2623000000.0,0.0,463000000.0,,8000000.0,0.0,668000000.0,914000000.0,,553000000.0,2715000000.0,,,184000000.0,,1346000000.0,361000000,1807000000.0,67000000.0,,,9000000.0,-414000000.0,-97000000.0,246000000,2510000000,20000000.0,,2936000000.0,3109000000.0,460000000.0,-1763000000.0,,,,,
1998-03-31,1798000000.0,-39000000.0,1880000000.0,9742000000.0,,4510000000.0,,1450000000.0,-0.09,9000000.0,,-12000000,-12000000.0,1424000000.0,2630000000.0,82000000.0,-27000000.0,-12000000.0,-36000000.0,92000000.0,,,206000000.0,24000000.0,24000000.0,55000000.0,-77000000.0,0.0,133333333.0,,4271000000.0,6736000000.0,7053000000.0,1138000000.0,-163000000.0,155000000.0,,-0.09,,,2689000000.0,63000000.0,457000000.0,,1000000.0,0.0,537000000.0,564000000.0,,445000000.0,2543000000.0,133333333.0,,-19000000.0,,1327000000.0,119000000,1768000000.0,-7000000.0,,,16000000.0,34000000.0,-40000000.0,27000000,2014000000,-161000000.0,1000000.0,3006000000.0,3105000000.0,-37000000.0,-1778000000.0,,,,,
1998-06-30,1785000000.0,16000000.0,1976000000.0,9977000000.0,,4579000000.0,,1615000000.0,0.68,-2000000.0,,93000000,93000000.0,1582000000.0,2706000000.0,88000000.0,-27000000.0,93000000.0,-38000000.0,95000000.0,,,186000000.0,40000000.0,40000000.0,59000000.0,-37000000.0,0.0,138805970.0,,4225000000.0,6761000000.0,7206000000.0,1215000000.0,-191000000.0,162000000.0,,0.67,,,2771000000.0,0.0,465000000.0,,-2000000.0,0.0,316000000.0,524000000.0,,221000000.0,2627000000.0,136764706.0,,147000000.0,,1321000000.0,303000000,1834000000.0,54000000.0,,,16000000.0,45000000.0,-46000000.0,208000000,2139000000,-150000000.0,15000000.0,3216000000.0,3105000000.0,9000000.0,-1784000000.0,,,,,
1998-09-30,1713000000.0,40000000.0,1949000000.0,9972000000.0,,4511000000.0,,1667000000.0,0.84,5000000.0,,116000000,116000000.0,1580000000.0,2710000000.0,88000000.0,-28000000.0,116000000.0,-79000000.0,102000000.0,,,226000000.0,80000000.0,80000000.0,59000000.0,-10000000.0,0.0,138922156.0,,4227000000.0,6748000000.0,7086000000.0,1213000000.0,0.0,146000000.0,,0.835,,,2886000000.0,0.0,400000000.0,,-6000000.0,0.0,308000000.0,546000000.0,,206000000.0,2575000000.0,138095238.0,,184000000.0,,1308000000.0,340000000,1922000000.0,68000000.0,,29000000.0,3000000.0,19000000.0,-110000000.0,238000000,2213000000,-83000000.0,,3224000000.0,3115000000.0,100000000.0,-1807000000.0,,,,,
1998-12-31,1757000000.0,-36000000.0,1682000000.0,9536000000.0,,4319000000.0,,1729000000.0,,-43000000.0,,-3000000,-3000000.0,1373000000.0,2562000000.0,,-27000000.0,-3000000.0,-82000000.0,104000000.0,,,269000000.0,44000000.0,44000000.0,60000000.0,107000000.0,5000000.0,,,4176000000.0,6503000000.0,6686000000.0,1053000000.0,243000000.0,109000000.0,,,,,2850000000.0,0.0,416000000.0,,-30000000.0,0.0,704000000.0,807000000.0,,600000000.0,2367000000.0,,,0.0,,1274000000.0,207000000,1892000000.0,3000000.0,,-5000000.0,1000000.0,-126000000.0,-65000000.0,103000000,2536000000,-58000000.0,,3033000000.0,3058000000.0,172000000.0,-1784000000.0,,,,,
1999-03-31,1770000000.0,-15000000.0,1730000000.0,9561000000.0,,4145000000.0,,1519000000.0,0.635,3000000.0,,104000000,88000000.0,1424000000.0,2375000000.0,,-28000000.0,88000000.0,-29000000.0,90000000.0,,,353000000.0,29000000.0,29000000.0,55000000.0,101000000.0,0.0,139682540.0,,4128000000.0,6531000000.0,6650000000.0,1137000000.0,-122000000.0,88000000.0,,0.63,,,2911000000.0,44000000.0,422000000.0,,4000000.0,0.0,358000000.0,574000000.0,,268000000.0,2505000000.0,138582677.0,,164000000.0,,1266000000.0,306000000,1952000000.0,60000000.0,,-16000000.0,2000000.0,-129000000.0,-42000000.0,216000000,2093000000,-21000000.0,43000000.0,3030000000.0,3068000000.0,143000000.0,-1802000000.0,,,,,
1999-06-30,1765000000.0,58000000.0,1364000000.0,9657000000.0,,4265000000.0,,1674000000.0,0.825,-4000000.0,,113000000,113000000.0,1336000000.0,2500000000.0,,-27000000.0,113000000.0,-124000000.0,103000000.0,,,640000000.0,87000000.0,87000000.0,54000000.0,108000000.0,0.0,137804878.0,,4204000000.0,6618000000.0,6626000000.0,1172000000.0,65000000.0,111000000.0,,0.82,,,3031000000.0,0.0,357000000.0,,-4000000.0,0.0,362000000.0,600000000.0,,259000000.0,2361000000.0,136969697.0,,180000000.0,,1242000000.0,341000000,2038000000.0,67000000.0,,,1000000.0,-53000000.0,-127000000.0,238000000,2274000000,118000000.0,,3039000000.0,3044000000.0,235000000.0,-1802000000.0,,,,,
1999-09-30,1752000000.0,-50000000.0,1717000000.0,9630000000.0,,4052000000.0,,1491000000.0,0.92,5000000.0,,128000000,128000000.0,1424000000.0,2300000000.0,,-28000000.0,128000000.0,-179000000.0,95000000.0,,1028000000.0,299000000.0,37000000.0,37000000.0,64000000.0,64000000.0,0.0,139890710.0,,4312000000.0,6754000000.0,6495000000.0,1207000000.0,-30000000.0,63000000.0,-31000000.0,0.915,,,3135000000.0,0.0,427000000.0,,0.0,37000000.0,369000000.0,631000000.0,,274000000.0,2443000000.0,139130435.0,,203000000.0,,1235000000.0,357000000,2138000000.0,75000000.0,,,4000000.0,-126000000.0,-191000000.0,262000000,2122000000,-105000000.0,,2876000000.0,2972000000.0,255000000.0,-1737000000.0,,,,,
1999-12-31,1500000000.0,105000000.0,1749000000.0,9285000000.0,,3564000000.0,,1779000000.0,,-5000000.0,,138000000,138000000.0,1190000000.0,2000000000.0,64000000.0,-28000000.0,138000000.0,-60000000.0,101000000.0,,1028000000.0,225000000.0,142000000.0,142000000.0,51000000.0,501000000.0,0.0,,,3469000000.0,6492000000.0,6028000000.0,1783000000.0,259000000.0,59000000.0,-19000000.0,,,,3257000000.0,37000000.0,490000000.0,,1000000.0,142000000.0,474000000.0,727000000.0,,373000000.0,2464000000.0,,,215000000.0,,1240000000.0,354000000,2248000000.0,77000000.0,,24000000.0,-1000000.0,-409000000.0,-73000000.0,253000000,2506000000,335000000.0,46000000.0,2793000000.0,2895000000.0,574000000.0,-1655000000.0,,,,,
2000-03-31,1509000000.0,-101000000.0,1803000000.0,9389000000.0,,3446000000.0,,1426000000.0,1.235,2000000.0,,173000000,173000000.0,1240000000.0,1800000000.0,137000000.0,-28000000.0,173000000.0,-35000000.0,95000000.0,,1035000000.0,295000000.0,41000000.0,41000000.0,46000000.0,55000000.0,0.0,139800000.0,,4181000000.0,6586000000.0,5980000000.0,1181000000.0,-127000000.0,72000000.0,-19000000.0,1.235,,,3409000000.0,142000000.0,436000000.0,,-3000000.0,41000000.0,340000000.0,654000000.0,,245000000.0,2534000000.0,139800000.0,,270000000.0,,1224000000.0,409000000,2393000000.0,97000000.0,,,1000000.0,-157000000.0,-36000000.0,314000000,2080000000,-135000000.0,84000000.0,2803000000.0,2854000000.0,91000000.0,-1630000000.0,,,,,
2000-06-30,1128000000.0,56000000.0,1743000000.0,9064000000.0,,3097000000.0,,1220000000.0,1.275,2000000.0,,175000000,178000000.0,627000000.0,1750000000.0,219000000.0,-28000000.0,178000000.0,-97000000.0,99000000.0,,1039000000.0,212000000.0,97000000.0,97000000.0,46000000.0,219000000.0,0.0,139800000.0,,4000000000.0,6202000000.0,5501000000.0,1249000000.0,-53000000.0,797000000.0,-19000000.0,1.275,,,3563000000.0,41000000.0,449000000.0,,-8000000.0,97000000.0,319000000.0,636000000.0,,220000000.0,2404000000.0,139800000.0,,273000000.0,,953000000.0,416000000,2543000000.0,98000000.0,,,4000000.0,-157000000.0,-91000000.0,317000000,1856000000,50000000.0,92000000.0,2862000000.0,2349000000.0,310000000.0,-1396000000.0,,,,,
2000-09-30,1139000000.0,656000000.0,1859000000.0,9354000000.0,,3111000000.0,,1191000000.0,0.935,41000000.0,,150000000,132000000.0,603000000.0,1605000000.0,367000000.0,-28000000.0,132000000.0,623000000.0,87000000.0,,1177000000.0,215000000.0,753000000.0,753000000.0,43000000.0,170000000.0,0.0,141600000.0,,4134000000.0,6645000000.0,5549000000.0,1548000000.0,-5000000.0,61000000.0,-19000000.0,0.93,,,3805000000.0,97000000.0,364000000.0,,5000000.0,753000000.0,298000000.0,540000000.0,,211000000.0,2438000000.0,141600000.0,,240000000.0,,963000000.0,329000000,2647000000.0,90000000.0,,-3000000.0,8000000.0,-162000000.0,-25000000.0,242000000,1731000000,-67000000.0,154000000.0,2709000000.0,2298000000.0,195000000.0,-1335000000.0,,,,,
2000-12-31,1134000000.0,-434000000.0,2114000000.0,9622000000.0,,3015000000.0,,1447000000.0,,-22000000.0,,144000000,125000000.0,585000000.0,1605000000.0,276000000.0,-30000000.0,125000000.0,-569000000.0,100000000.0,,1200000000.0,10000000.0,319000000.0,319000000.0,39000000.0,292000000.0,0.0,,,4432000000.0,7096000000.0,5703000000.0,1649000000.0,262000000.0,65000000.0,-23000000.0,,,,3919000000.0,753000000.0,564000000.0,,0.0,319000000.0,530000000.0,782000000.0,,430000000.0,2688000000.0,,,219000000.0,,1015000000.0,352000000,2742000000.0,75000000.0,,7000000.0,6000000.0,-279000000.0,-122000000.0,252000000,2229000000,231000000.0,15000000.0,2526000000.0,2343000000.0,414000000.0,-1328000000.0,,,,,
2001-03-31,1170000000.0,1317000000.0,1402000000.0,11185000000.0,1493000000.0,4594000000.0,,1548000000.0,0.715,17000000.0,,103000000,103000000.0,749000000.0,3105000000.0,319000000.0,-28000000.0,103000000.0,-43000000.0,99000000.0,,1214000000.0,,1636000000.0,1636000000.0,47000000.0,-76000000.0,-64000000.0,145520000.0,,4380000000.0,7219000000.0,7178000000.0,1825000000.0,-188000000.0,0.0,-24000000.0,0.71,,,4007000000.0,319000000.0,491000000.0,,0.0,1636000000.0,248000000.0,438000000.0,,248000000.0,2584000000.0,144400000.0,,160000000.0,,1014000000.0,289000000,2817000000.0,57000000.0,,,4000000.0,1393000000.0,-43000000.0,190000000,1986000000,-240000000.0,51000000.0,3966000000.0,2370000000.0,-33000000.0,-1356000000.0,,,,,
2001-06-30,1535000000.0,-1411000000.0,2065000000.0,17331000000.0,2056000000.0,8366000000.0,651000000.0,3019000000.0,0.645,31000000.0,6586000000.0,114000000,114000000.0,1386000000.0,5367000000.0,1114000000.0,-41000000.0,108000000.0,-2324000000.0,167000000.0,,2376000000.0,107000000.0,225000000.0,225000000.0,114000000.0,-70000000.0,1000000.0,168100000.0,,1536000000.0,13511000000.0,12120000000.0,3200000000.0,-78000000.0,0.0,-55000000.0,0.64,,,5211000000.0,1636000000.0,794000000.0,,-2287000000.0,225000000.0,369000000.0,644000000.0,,369000000.0,3754000000.0,166800000.0,,192000000.0,,2189000000.0,442000000,2890000000.0,78000000.0,,,15000000.0,894000000.0,-89000000.0,275000000,3663000000,-333000000.0,139000000.0,3820000000.0,3332000000.0,19000000.0,-1143000000.0,,,,,
2001-09-30,1614000000.0,85000000.0,2088000000.0,17214000000.0,2297000000.0,7986000000.0,629000000.0,3089000000.0,0.425,16000000.0,6920000000.0,79000000,79000000.0,1222000000.0,5185000000.0,837000000.0,-41000000.0,73000000.0,60000000.0,203000000.0,,2386000000.0,134000000.0,310000000.0,310000000.0,108000000.0,114000000.0,-1000000.0,172800000.0,,1036000000.0,13210000000.0,11939000000.0,3168000000.0,-18000000.0,0.0,-39000000.0,0.42,,,5275000000.0,225000000.0,757000000.0,,135000000.0,310000000.0,291000000.0,516000000.0,,291000000.0,3953000000.0,170800000.0,,133000000.0,,2086000000.0,428000000,2928000000.0,54000000.0,,17000000.0,15000000.0,-181000000.0,-92000000.0,225000000,3605000000,-120000000.0,75000000.0,4004000000.0,3297000000.0,206000000.0,-1211000000.0,,,,,
2001-12-31,2189000000.0,154000000.0,3311000000.0,20886000000.0,2735000000.0,8241000000.0,,3563000000.0,,-29000000.0,,131000000,131000000.0,1226000000.0,5033000000.0,669000000.0,-48000000.0,125000000.0,-897000000.0,176000000.0,,4451000000.0,458000000.0,464000000.0,464000000.0,104000000.0,456000000.0,0.0,,,9807000000.0,16297000000.0,13373000000.0,3723000000.0,256000000.0,0.0,-71000000.0,,,,7391000000.0,310000000.0,1019000000.0,,-5000000.0,464000000.0,427000000.0,741000000.0,,427000000.0,5132000000.0,,,214000000.0,,2767000000.0,490000000,3011000000.0,83000000.0,,1000000.0,791000000.0,426000000.0,-169000000.0,314000000,4304000000,458000000.0,-91000000.0,4589000000.0,3940000000.0,625000000.0,-1173000000.0,,,,,
2002-03-31,2476000000.0,-349000000.0,2780000000.0,21457000000.0,2877000000.0,8946000000.0,675000000.0,3386000000.0,0.645,12000000.0,,149000000,149000000.0,1225000000.0,5436000000.0,684000000.0,-51000000.0,143000000.0,-234000000.0,140000000.0,,4813000000.0,49000000.0,115000000.0,115000000.0,109000000.0,-171000000.0,0.0,225520000.0,,10498000000.0,17019000000.0,13587000000.0,3580000000.0,-167000000.0,0.0,-68000000.0,0.635,,,7854000000.0,464000000.0,833000000.0,,-3000000.0,115000000.0,387000000.0,700000000.0,,387000000.0,4641000000.0,222560000.0,,216000000.0,,2941000000.0,453000000,3109000000.0,67000000.0,,,51000000.0,-16000000.0,-72000000.0,313000000,4086000000,-236000000.0,-175000000.0,4438000000.0,4182000000.0,-99000000.0,-1241000000.0,,,,,
2002-06-30,2544000000.0,81000000.0,2997000000.0,21384000000.0,2696000000.0,8562000000.0,669000000.0,3587000000.0,0.78,13000000.0,8840000000.0,182000000,182000000.0,1163000000.0,4915000000.0,753000000.0,-51000000.0,176000000.0,-138000000.0,153000000.0,,4849000000.0,250000000.0,196000000.0,196000000.0,105000000.0,264000000.0,0.0,229640000.0,,1661000000.0,17131000000.0,13345000000.0,3630000000.0,106000000.0,0.0,-67000000.0,0.765,,,8022000000.0,115000000.0,867000000.0,,-4000000.0,196000000.0,453000000.0,809000000.0,,453000000.0,4783000000.0,225680000.0,,264000000.0,,3000000000.0,509000000,3240000000.0,82000000.0,,,14000000.0,-353000000.0,-308000000.0,356000000,4396000000,338000000.0,-142000000.0,4253000000.0,4356000000.0,572000000.0,-1356000000.0,,,,,
2002-09-30,2612000000.0,266000000.0,2992000000.0,20806000000.0,2325000000.0,8604000000.0,741000000.0,3440000000.0,-0.29,-9000000.0,,141000000,-59000000.0,1107000000.0,4885000000.0,757000000.0,-52000000.0,-65000000.0,-26000000.0,105000000.0,,4870000000.0,146000000.0,462000000.0,462000000.0,106000000.0,550000000.0,0.0,230420000.0,,9617000000.0,16119000000.0,13287000000.0,3678000000.0,-195000000.0,550000000.0,-67000000.0,-0.29,,,7500000000.0,196000000.0,804000000.0,,39000000.0,462000000.0,461000000.0,774000000.0,,461000000.0,4683000000.0,226140000.0,,198000000.0,,2824000000.0,418000000,2697000000.0,57000000.0,,4000000.0,9000000.0,-167000000.0,91000000.0,313000000,4214000000,381000000.0,-198000000.0,4687000000.0,4187000000.0,459000000.0,-1363000000.0,,,,,
2002-12-31,6684000000.0,950000000.0,8703000000.0,42266000000.0,2889000000.0,16432000000.0,1018000000.0,3947000000.0,,14000000.0,,226000000,224000000.0,1091000000.0,9398000000.0,,-51000000.0,217000000.0,280000000.0,127000000.0,,12511000000.0,225000000.0,1412000000.0,1412000000.0,102000000.0,508000000.0,0.0,,,18210000000.0,26431000000.0,27805000000.0,4442000000.0,45000000.0,9621000000.0,-1059000000.0,,,,14322000000.0,462000000.0,1427000000.0,,-2000000.0,1412000000.0,472000000.0,883000000.0,,472000000.0,11373000000.0,,,334000000.0,,3605000000.0,538000000,2870000000.0,108000000.0,,124000000.0,2000000.0,-87000000.0,-249000000.0,411000000,4830000000,1231000000.0,-998000000.0,15835000000.0,4996000000.0,757000000.0,-1391000000.0,,,,,
2003-03-31,6667000000.0,-1004000000.0,3411000000.0,34357000000.0,3132000000.0,13825000000.0,907000000.0,4963000000.0,0.675,17000000.0,,174000000,253000000.0,1158000000.0,6808000000.0,,-79000000.0,253000000.0,3131000000.0,173000000.0,,12522000000.0,276000000.0,408000000.0,408000000.0,144000000.0,-1201000000.0,0.0,368520000.0,,19186000000.0,28421000000.0,19701000000.0,4735000000.0,26000000.0,408000000.0,-1049000000.0,0.67,,,14517000000.0,1412000000.0,1282000000.0,,3310000000.0,408000000.0,575000000.0,903000000.0,,575000000.0,5876000000.0,365400000.0,,213000000.0,,4009000000.0,501000000,3044000000.0,39000000.0,,3000000.0,5000000.0,-2682000000.0,-89000000.0,328000000,5866000000,-1594000000.0,,5936000000.0,5400000000.0,-1112000000.0,-1391000000.0,,,,,
2003-06-30,6723000000.0,-140000000.0,3298000000.0,33988000000.0,2980000000.0,13485000000.0,1040000000.0,5685000000.0,0.545,11000000.0,,207000000,205000000.0,1226000000.0,6412000000.0,,-80000000.0,199000000.0,-156000000.0,131000000.0,,12545000000.0,170000000.0,268000000.0,268000000.0,119000000.0,597000000.0,-117000000.0,368740000.0,,22682000000.0,28261000000.0,19293000000.0,1220000000.0,-61000000.0,463000000.0,-1044000000.0,0.54,,,14670000000.0,408000000.0,1300000000.0,,-3311000000.0,268000000.0,551000000.0,942000000.0,,551000000.0,5808000000.0,365860000.0,,300000000.0,,3920000000.0,522000000,3169000000.0,93000000.0,,-21000000.0,2000000.0,-719000000.0,-140000000.0,391000000,6627000000,300000000.0,,5727000000.0,5311000000.0,737000000.0,-1391000000.0,,,,,
2003-09-30,6701000000.0,91000000.0,3021000000.0,33661000000.0,2987000000.0,13318000000.0,1037000000.0,5580000000.0,0.5,-5000000.0,,224000000,184000000.0,1125000000.0,6267000000.0,,-73000000.0,184000000.0,-79000000.0,163000000.0,,12528000000.0,146000000.0,359000000.0,359000000.0,118000000.0,229000000.0,0.0,369020000.0,,19167000000.0,28209000000.0,18871000000.0,4594000000.0,90000000.0,386000000.0,-1045000000.0,0.5,,,14763000000.0,268000000.0,1349000000.0,,-45000000.0,359000000.0,608000000.0,1039000000.0,,608000000.0,5553000000.0,366000000.0,,324000000.0,,3921000000.0,594000000,3280000000.0,100000000.0,,0.0,9000000.0,-230000000.0,-171000000.0,431000000,6619000000,-179000000.0,154000000.0,5452000000.0,5312000000.0,400000000.0,-1391000000.0,,,,,
