date,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1999-06-30,0.76,-8000000.0,240000000.0,,,,,3771000000.0,41000000.0,,233000000.0,-40000000.0,617000000.0,828000000.0,145000000.0,,123000000.0,7049000000.0,393000000,1821000000.0,13000000.0,,,-67000000.0,211000000,,,31000000.0,12460000000.0,1615000000.0,1252000000.0,1150000000,295000000.0,-194000000.0,-5411000000.0,6513000000.0,883000000.0,3963000000.0,-6000000.0,12181000000.0,453000000.0,424000000.0,145000000.0,,,322000000.0,,321000000.0,110000000.0,110000000,-6000000.0,,0.76,1893000000.0,-234000000.0,35000000.0,110000000.0,-74000000.0,,1950000000.0,,35000000.0,883000000.0,35000000.0,82000000.0,0.0,101000000.0,,10929000000.0,8410000000.0,3880000000.0,,,,,,
1999-09-30,1.11,13000000.0,404000000.0,,,,,3858000000.0,35000000.0,,215000000.0,60000000.0,649000000.0,930000000.0,145000000.0,,182000000.0,7065000000.0,464000000,1908000000.0,21000000.0,,,-153000000.0,281000000,,,34000000.0,12572000000.0,1691000000.0,1454000000.0,1440000000,286000000.0,-174000000.0,-5507000000.0,6537000000.0,949000000.0,3985000000.0,19000000.0,12316000000.0,534000000.0,452000000.0,145000000.0,,,510000000.0,,308000000.0,161000000.0,161000000,-4000000.0,,1.11,1902000000.0,-114000000.0,54000000.0,161000000.0,-75000000.0,,1950000000.0,,54000000.0,949000000.0,54000000.0,95000000.0,-185000000.0,112000000.0,,10862000000.0,8458000000.0,3797000000.0,,,,,,
1999-12-31,,-35000000.0,236000000.0,,,,,3909000000.0,54000000.0,,273000000.0,-29000000.0,648000000.0,842000000.0,,,109000000.0,7148000000.0,411000000,1959000000.0,12000000.0,,,-143000000.0,194000000,,,93000000.0,12746000000.0,1604000000.0,1310000000.0,1114000000,360000000.0,-209000000.0,-5598000000.0,6541000000.0,732000000.0,3938000000.0,-21000000.0,12316000000.0,532000000.0,524000000.0,,,,272000000.0,,343000000.0,97000000.0,97000000,-5000000.0,,,1925000000.0,-238000000.0,33000000.0,97000000.0,-75000000.0,,1950000000.0,,33000000.0,732000000.0,33000000.0,80000000.0,185000000.0,151000000.0,,11006000000.0,8407000000.0,3858000000.0,,,,,,
2000-03-31,0.81,18000000.0,356000000.0,-62000000.0,,,,3881000000.0,33000000.0,,243000000.0,0.0,623000000.0,838000000.0,144444444.0,,130000000.0,7221000000.0,407000000,1963000000.0,13000000.0,,,-16000000.0,215000000,,,-147000000.0,12892000000.0,1530000000.0,1360000000.0,1182000000,184000000.0,-176000000.0,-5671000000.0,,700000000.0,4120000000.0,-8000000.0,12369000000.0,485000000.0,512000000.0,144444444.0,,,344000000.0,,325000000.0,117000000.0,117000000,-2000000.0,,0.81,1886000000.0,-176000000.0,25000000.0,117000000.0,-75000000.0,,1918000000.0,,25000000.0,700000000.0,25000000.0,83000000.0,0.0,8000000.0,,11009000000.0,8488000000.0,3788000000.0,,,,,,
2000-06-30,0.76,-6000000.0,378000000.0,-8000000.0,,,,3917000000.0,25000000.0,,261000000.0,0.0,646000000.0,849000000.0,142105263.0,,120000000.0,7303000000.0,389000000,1999000000.0,12000000.0,,,11000000.0,203000000,,,9000000.0,12935000000.0,1875000000.0,1505000000.0,1428000000,224000000.0,-220000000.0,-5632000000.0,6531000000.0,917000000.0,3992000000.0,15000000.0,12517000000.0,563000000.0,624000000.0,142105263.0,,,579000000.0,,331000000.0,108000000.0,108000000,-1000000.0,,0.76,1855000000.0,-220000000.0,40000000.0,108000000.0,-74000000.0,,1918000000.0,,40000000.0,917000000.0,40000000.0,82000000.0,0.0,4000000.0,,11012000000.0,8600000000.0,3709000000.0,,,,,,
2000-09-30,0.73,8000000.0,335000000.0,0.0,,,,3949000000.0,40000000.0,,231000000.0,0.0,628000000.0,800000000.0,142465753.0,,80000000.0,7327000000.0,374000000,2031000000.0,-24000000.0,,,-160000000.0,172000000,,,50000000.0,13031000000.0,1777000000.0,1394000000.0,1547000000,316000000.0,-150000000.0,-5704000000.0,6430000000.0,878000000.0,3936000000.0,6000000.0,12346000000.0,533000000.0,595000000.0,142465753.0,,,747000000.0,,323000000.0,104000000.0,104000000,-6000000.0,,0.73,1802000000.0,-150000000.0,46000000.0,104000000.0,-73000000.0,,1918000000.0,,46000000.0,878000000.0,46000000.0,86000000.0,0.0,166000000.0,,10952000000.0,8397000000.0,3625000000.0,,,,,,
2000-12-31,,-7000000.0,415000000.0,,,,,4015000000.0,46000000.0,,404000000.0,0.0,637000000.0,877000000.0,,,147000000.0,7387000000.0,418000000,2097000000.0,8000000.0,,,-246000000.0,240000000,,,127000000.0,13162000000.0,2011000000.0,1652000000.0,1440000000,294000000.0,-41000000.0,-5775000000.0,6451000000.0,777000000.0,3917000000.0,7000000.0,12662000000.0,650000000.0,757000000.0,,,,563000000.0,,335000000.0,139000000.0,139000000,-8000000.0,,,1801000000.0,-41000000.0,24000000.0,139000000.0,-97000000.0,,1918000000.0,,64000000.0,777000000.0,64000000.0,85000000.0,70000000.0,253000000.0,,11010000000.0,8647000000.0,3623000000.0,,,,,,
2001-03-31,0.98,29000000.0,469000000.0,-168000000.0,-61000000.0,,,3845000000.0,64000000.0,,384000000.0,0.0,650000000.0,894000000.0,140816327.0,,154000000.0,7577000000.0,428000000,2049000000.0,19000000.0,,-120000000.0,858000000.0,244000000,,,75000000.0,13422000000.0,1775000000.0,2553000000.0,1842000000,237000000.0,-172000000.0,-5845000000.0,,490000000.0,5316000000.0,923000000.0,13882000000.0,609000000.0,828000000.0,140816327.0,,,948000000.0,,306000000.0,138000000.0,135000000,-1000000.0,,0.98,1867000000.0,-172000000.0,987000000.0,138000000.0,-73000000.0,,1857000000.0,,987000000.0,490000000.0,987000000.0,91000000.0,-15000000.0,65000000.0,,11329000000.0,10037000000.0,3752000000.0,,,,,,
2001-06-30,-0.6,-34000000.0,1164000000.0,-102000000.0,-82000000.0,,,4617000000.0,987000000.0,,876000000.0,-1201000000.0,970000000.0,882000000.0,145000000.0,,-189000000.0,9430000000.0,100000000,1814000000.0,-102000000.0,,-61000000.0,766000000.0,-88000000,,,-33000000.0,17229000000.0,3385000000.0,3259000000.0,1790000000,128000000.0,-391000000.0,-7799000000.0,11106000000.0,1102000000.0,7250000000.0,-645000000.0,19520000000.0,1122000000.0,1318000000.0,145000000.0,,,908000000.0,,433000000.0,-87000000.0,-87000000,5000000.0,,-0.6,1886000000.0,-1539000000.0,342000000.0,-89000000.0,-74000000.0,,2885000000.0,,342000000.0,1102000000.0,342000000.0,104000000.0,-15000000.0,-263000000.0,,16261000000.0,14903000000.0,5030000000.0,,,,,,
2001-09-30,0.38,-84000000.0,720000000.0,-74000000.0,-58000000.0,,,4517000000.0,342000000.0,,681000000.0,0.0,785000000.0,997000000.0,164000000.0,,59000000.0,9392000000.0,439000000,1739000000.0,-4000000.0,,,-15000000.0,212000000,,,-166000000.0,16766000000.0,3227000000.0,2631000000.0,2081000000,-7000000.0,-339000000.0,-7374000000.0,10436000000.0,1409000000.0,7104000000.0,-237000000.0,18775000000.0,1120000000.0,1049000000.0,165000000.0,,,1084000000.0,,518000000.0,63000000.0,63000000,-18000000.0,,0.38,1737000000.0,-215000000.0,105000000.0,63000000.0,-85000000.0,,2836000000.0,,105000000.0,1409000000.0,105000000.0,135000000.0,-84000000.0,-346000000.0,,16144000000.0,14258000000.0,4826000000.0,,,,,,
2001-12-31,,13000000.0,701000000.0,-94000000.0,-68000000.0,,,4589000000.0,105000000.0,,697000000.0,22000000.0,798000000.0,1126000000.0,,,195000000.0,9543000000.0,524000000,1846000000.0,-23000000.0,,,70000000.0,328000000,213000000.0,,-272000000.0,17067000000.0,3178000000.0,2826000000.0,2136000000,453000000.0,-194000000.0,-7524000000.0,10820000000.0,1197000000.0,7565000000.0,163000000.0,19228000000.0,1110000000.0,1200000000.0,,,,1010000000.0,,505000000.0,218000000.0,218000000,5000000.0,,,1658000000.0,-360000000.0,268000000.0,120000000.0,-93000000.0,,2811000000.0,,268000000.0,1197000000.0,268000000.0,138000000.0,114000000.0,259000000.0,,16402000000.0,14639000000.0,4856000000.0,,,,,,
2002-03-31,1.24,1000000.0,858000000.0,-2000000.0,-94000000.0,,,4677000000.0,268000000.0,,616000000.0,27000000.0,828000000.0,1176000000.0,161000000.0,,202000000.0,9607000000.0,542000000,1960000000.0,2000000.0,180000000.0,-1000000.0,-7000000.0,348000000,,,-385000000.0,17275000000.0,3505000000.0,2851000000.0,2400000000,8000000.0,-230000000.0,-7668000000.0,,1602000000.0,7240000000.0,-195000000.0,19490000000.0,1175000000.0,1200000000.0,161000000.0,,,1224000000.0,,504000000.0,200000000.0,200000000,-9000000.0,,1.25,1672000000.0,-196000000.0,73000000.0,200000000.0,-84000000.0,,2811000000.0,,73000000.0,1602000000.0,73000000.0,137000000.0,-361000000.0,-222000000.0,2028000000.0,16639000000.0,14813000000.0,5004000000.0,,,,,,
2002-06-30,0.382716,-31000000.0,825000000.0,1000000.0,-111000000.0,,,4880000000.0,73000000.0,,689000000.0,-112000000.0,875000000.0,1074000000.0,161000000.0,,64000000.0,9663000000.0,385000000,1941000000.0,-4000000.0,85000000.0,-63000000.0,-20000000.0,199000000,,,173000000.0,17468000000.0,3102000000.0,2881000000.0,1981000000,364000000.0,-225000000.0,-7805000000.0,10896000000.0,1143000000.0,7526000000.0,9000000.0,19504000000.0,1228000000.0,1181000000.0,162000000.0,,,907000000.0,,535000000.0,68000000.0,68000000,-4000000.0,,0.42,1595000000.0,-335000000.0,82000000.0,62000000.0,-84000000.0,,3050000000.0,,82000000.0,1143000000.0,82000000.0,137000000.0,361000000.0,139000000.0,,16623000000.0,14624000000.0,3267000000.0,,,,,,
2002-09-30,0.96,-162000000.0,608000000.0,-3000000.0,-81000000.0,,,4985000000.0,82000000.0,,573000000.0,71000000.0,879000000.0,1165000000.0,167000000.0,,148000000.0,9722000000.0,496000000,2013000000.0,-13000000.0,0.0,-4000000.0,11000000.0,286000000,,,-80000000.0,17667000000.0,3008000000.0,2712000000.0,1649000000,144000000.0,-195000000.0,-7945000000.0,10538000000.0,1288000000.0,7482000000.0,30000000.0,19233000000.0,1093000000.0,1057000000.0,168000000.0,,,484000000.0,,697000000.0,161000000.0,161000000,-4000000.0,,0.96,1492000000.0,-125000000.0,112000000.0,155000000.0,-84000000.0,,3053000000.0,,112000000.0,1288000000.0,112000000.0,142000000.0,0.0,-51000000.0,,16521000000.0,14248000000.0,4721000000.0,,,,,,
2002-12-31,,121000000.0,620000000.0,-185000000.0,-619000000.0,,,4565000000.0,112000000.0,,647000000.0,-158000000.0,975000000.0,1249000000.0,,,160000000.0,9813000000.0,443000000,2132000000.0,-43000000.0,180000000.0,55000000.0,22000000.0,274000000,-65000000.0,,96000000.0,17862000000.0,3213000000.0,2764000000.0,1684000000,458000000.0,-334000000.0,-8049000000.0,10842000000.0,1432000000.0,7432000000.0,21000000.0,19238000000.0,1139000000.0,1044000000.0,,,,435000000.0,,576000000.0,203000000.0,203000000,-4000000.0,,,1084000000.0,-459000000.0,133000000.0,122000000.0,-86000000.0,,3052000000.0,,133000000.0,1432000000.0,133000000.0,119000000.0,22000000.0,124000000.0,,16474000000.0,14673000000.0,3638000000.0,,,,,,
2003-03-31,0.92,193000000.0,642000000.0,,-197000000.0,,,5072000000.0,133000000.0,,839000000.0,126000000.0,1049000000.0,1282000000.0,167000000.0,,82000000.0,9658000000.0,434000000,2206000000.0,-26000000.0,10000000.0,,-674000000.0,233000000,18000000.0,,-131000000.0,17470000000.0,3072000000.0,2885000000.0,2095000000,134000000.0,-211000000.0,-7812000000.0,,895000000.0,7368000000.0,3000000.0,20029000000.0,1506000000.0,1248000000.0,168000000.0,,,813000000.0,,379000000.0,155000000.0,108000000,-20000000.0,,0.92,1291000000.0,543000000.0,136000000.0,155000000.0,-86000000.0,,3063000000.0,,136000000.0,895000000.0,136000000.0,139000000.0,4000000.0,-77000000.0,2075000000.0,17144000000.0,14957000000.0,5411000000.0,,,,,,
2003-06-30,-0.23,-150000000.0,589000000.0,,-221000000.0,,,4935000000.0,136000000.0,,852000000.0,-16000000.0,1000000000.0,1107000000.0,168000000.0,,-18000000.0,9678000000.0,287000000,2080000000.0,13000000.0,11000000.0,,41000000.0,107000000,43000000.0,,-19000000.0,17534000000.0,3030000000.0,2708000000.0,1600000000,165000000.0,-189000000.0,-7856000000.0,11453000000.0,975000000.0,7398000000.0,-33000000.0,20022000000.0,1300000000.0,1112000000.0,168000000.0,,,493000000.0,,526000000.0,-33000000.0,-31000000,-2000000.0,,-0.23,1316000000.0,-239000000.0,103000000.0,-39000000.0,-87000000.0,,3076000000.0,,103000000.0,975000000.0,103000000.0,132000000.0,19000000.0,-24000000.0,,17314000000.0,15087000000.0,5550000000.0,,,,,,
2003-09-30,1.04,-241000000.0,560000000.0,,-185000000.0,,,5074000000.0,103000000.0,,650000000.0,27000000.0,950000000.0,1202000000.0,168000000.0,,137000000.0,9670000000.0,422000000,2168000000.0,-43000000.0,12000000.0,,129000000.0,252000000,-116000000.0,,-233000000.0,17631000000.0,3027000000.0,2757000000.0,1654000000,-57000000.0,-162000000.0,-7961000000.0,11515000000.0,1221000000.0,7622000000.0,-13000000.0,19936000000.0,1154000000.0,1065000000.0,168000000.0,,,452000000.0,,766000000.0,176000000.0,180000000,13000000.0,,1.05,1274000000.0,-85000000.0,90000000.0,176000000.0,-86000000.0,,3091000000.0,-13000000.0,90000000.0,1221000000.0,90000000.0,135000000.0,12000000.0,-219000000.0,,17179000000.0,14862000000.0,5425000000.0,,,,,,
2003-12-31,,137000000.0,498000000.0,,-130000000.0,,,5287000000.0,90000000.0,,625000000.0,-134000000.0,1054000000.0,1209000000.0,,,162000000.0,10324000000.0,295000000,2308000000.0,-67000000.0,11000000.0,,-535000000.0,155000000,-165000000.0,,456000000.0,17679000000.0,2879000000.0,2712000000.0,1692000000,708000000.0,-189000000.0,-7355000000.0,11169000000.0,847000000.0,7305000000.0,-36000000.0,20753000000.0,1215000000.0,1320000000.0,,,,483000000.0,,629000000.0,229000000.0,229000000,47000000.0,,,1144000000.0,-209000000.0,54000000.0,141000000.0,-87000000.0,,3109000000.0,,54000000.0,847000000.0,54000000.0,146000000.0,-35000000.0,519000000.0,,18041000000.0,15310000000.0,5650000000.0,,,,,,
2004-03-31,1.09,260000000.0,531000000.0,,-131000000.0,,,5563000000.0,54000000.0,,652000000.0,28000000.0,988000000.0,1352000000.0,170000000.0,,268000000.0,10332000000.0,531000000,2406000000.0,75000000.0,11000000.0,-137000000.0,-176000000.0,364000000,113000000.0,,-27000000.0,17806000000.0,3074000000.0,2708000000.0,2093000000,280000000.0,-179000000.0,-7474000000.0,,1096000000.0,7061000000.0,10000000.0,20874000000.0,1478000000.0,1237000000.0,170000000.0,,,741000000.0,,369000000.0,186000000.0,193000000,-5000000.0,,1.1,1256000000.0,-94000000.0,64000000.0,186000000.0,-87000000.0,,3288000000.0,,64000000.0,1096000000.0,64000000.0,131000000.0,-2000000.0,101000000.0,2064000000.0,18166000000.0,15152000000.0,5770000000.0,,,,,,
2004-06-30,0.2,-182000000.0,566000000.0,,-167000000.0,,,5489000000.0,64000000.0,,701000000.0,-56000000.0,1090000000.0,1124000000.0,173000000.0,,53000000.0,10376000000.0,213000000,2356000000.0,18000000.0,10000000.0,46000000.0,-9000000.0,34000000,-1000000.0,,135000000.0,17966000000.0,2767000000.0,2727000000.0,1501000000,239000000.0,-217000000.0,-7590000000.0,11355000000.0,830000000.0,7299000000.0,11000000.0,21011000000.0,1323000000.0,1146000000.0,174000000.0,,,377000000.0,,551000000.0,35000000.0,35000000,80000000.0,,0.2,1243000000.0,-219000000.0,75000000.0,35000000.0,-89000000.0,,3300000000.0,,75000000.0,830000000.0,75000000.0,129000000.0,-1000000.0,22000000.0,,18284000000.0,15377000000.0,5845000000.0,,,,,,
2004-09-30,0.54,-176000000.0,630000000.0,,-192000000.0,,,5480000000.0,75000000.0,,691000000.0,24000000.0,1160000000.0,1278000000.0,173000000.0,,129000000.0,10402000000.0,308000000,2360000000.0,36000000.0,10000000.0,-55000000.0,49000000.0,118000000,-8000000.0,,-50000000.0,18101000000.0,2973000000.0,2904000000.0,1594000000,71000000.0,-211000000.0,-7699000000.0,11378000000.0,992000000.0,7268000000.0,-1000000.0,21194000000.0,1299000000.0,1200000000.0,174000000.0,,,316000000.0,,727000000.0,93000000.0,93000000,62000000.0,,0.54,1218000000.0,-121000000.0,74000000.0,93000000.0,-89000000.0,,3312000000.0,0.0,74000000.0,992000000.0,74000000.0,131000000.0,-2000000.0,-140000000.0,,18290000000.0,15599000000.0,5824000000.0,,,,,,
2004-12-31,,58000000.0,631000000.0,,-158000000.0,,,5548000000.0,74000000.0,,892000000.0,-98000000.0,977000000.0,1353000000.0,,,154000000.0,10491000000.0,584000000,2383000000.0,36000000.0,10000000.0,,-176000000.0,376000000,25000000.0,,-49000000.0,18011000000.0,3009000000.0,2996000000.0,1926000000,405000000.0,-297000000.0,-7520000000.0,11359000000.0,917000000.0,7251000000.0,-18000000.0,21297000000.0,1263000000.0,1110000000.0,,,,573000000.0,,668000000.0,113000000.0,118000000,-174000000.0,,,1267000000.0,-247000000.0,56000000.0,13000000.0,-89000000.0,,3323000000.0,,56000000.0,917000000.0,56000000.0,127000000.0,-4000000.0,108000000.0,,18301000000.0,15617000000.0,5743000000.0,,,,,,
2005-03-31,0.7,154000000.0,756000000.0,-9000000.0,-195000000.0,,,5529000000.0,56000000.0,,863000000.0,84000000.0,1203000000.0,1346000000.0,174000000.0,,159000000.0,10524000000.0,351000000,2415000000.0,37000000.0,,,-297000000.0,143000000,51000000.0,,134000000.0,18131000000.0,3203000000.0,3191000000.0,2315000000,413000000.0,-198000000.0,-7607000000.0,,786000000.0,7189000000.0,4000000.0,21543000000.0,1567000000.0,1464000000.0,175000000.0,,,969000000.0,,514000000.0,122000000.0,122000000,77000000.0,,0.7,1304000000.0,-112000000.0,60000000.0,122000000.0,-90000000.0,,3309000000.0,,60000000.0,786000000.0,60000000.0,128000000.0,-1000000.0,215000000.0,2067000000.0,18352000000.0,15886000000.0,5761000000.0,,,,,,
2005-06-30,0.17,,786000000.0,-2000000.0,-218000000.0,,,5444000000.0,60000000.0,,979000000.0,24000000.0,1241000000.0,1307000000.0,174000000.0,,33000000.0,10499000000.0,282000000,2355000000.0,3000000.0,,,-48000000.0,66000000,14000000.0,,38000000.0,18118000000.0,3998000000.0,3347000000.0,1945000000,266000000.0,-232000000.0,-7619000000.0,11003000000.0,1379000000.0,6639000000.0,26000000.0,21822000000.0,1573000000.0,1550000000.0,175000000.0,,,638000000.0,,670000000.0,29000000.0,30000000,15000000.0,,0.17,1387000000.0,-192000000.0,86000000.0,29000000.0,-89000000.0,,3307000000.0,,86000000.0,1379000000.0,86000000.0,129000000.0,-1000000.0,34000000.0,,18475000000.0,16258000000.0,5912000000.0,,,,,,
2005-09-30,0.02,,1597000000.0,-1000000.0,-317000000.0,,,5431000000.0,86000000.0,,1280000000.0,173000000.0,1278000000.0,1221000000.0,176000000.0,,39000000.0,10593000000.0,182000000,2267000000.0,10000000.0,,,268000000.0,-57000000,56000000.0,,-274000000.0,18298000000.0,5776000000.0,4986000000.0,2060000000,-86000000.0,-279000000.0,-7705000000.0,11165000000.0,1763000000.0,6449000000.0,5000000.0,23714000000.0,2223000000.0,2641000000.0,177000000.0,,,839000000.0,,850000000.0,4000000.0,29000000,122000000.0,,0.02,1416000000.0,-177000000.0,91000000.0,4000000.0,-89000000.0,,3481000000.0,,91000000.0,1763000000.0,91000000.0,129000000.0,-3000000.0,-365000000.0,,18728000000.0,18189000000.0,6086000000.0,,,,,,
2005-12-31,,184000000.0,1345000000.0,-1000000.0,-271000000.0,,,5769000000.0,91000000.0,,1187000000.0,-361000000.0,1234000000.0,1628000000.0,,,536000000.0,10830000000.0,603000000,2557000000.0,148000000.0,0.0,,-90000000.0,394000000,26000000.0,,-9000000.0,18660000000.0,4920000000.0,4682000000.0,2712000000,408000000.0,-356000000.0,-7830000000.0,11419000000.0,1634000000.0,6704000000.0,-3000000.0,23335000000.0,2123000000.0,2007000000.0,,,,1084000000.0,,668000000.0,382000000.0,388000000,189000000.0,,,1527000000.0,-321000000.0,88000000.0,382000000.0,-92000000.0,,3483000000.0,43000000.0,88000000.0,1634000000.0,88000000.0,134000000.0,-1000000.0,52000000.0,,18653000000.0,17474000000.0,5766000000.0,,,,,,
2006-03-31,0.76,210000000.0,1068000000.0,-8000000.0,-210000000.0,,,5858000000.0,88000000.0,,1090000000.0,26000000.0,1338000000.0,1575000000.0,177000000.0,,194000000.0,10917000000.0,462000000,2602000000.0,58000000.0,,,-366000000.0,237000000,64000000.0,,210000000.0,18762000000.0,4183000000.0,3780000000.0,2635000000,613000000.0,-335000000.0,-7845000000.0,,1340000000.0,6631000000.0,-13000000.0,22377000000.0,1883000000.0,1661000000.0,178000000.0,,,1060000000.0,,457000000.0,136000000.0,136000000,7000000.0,,0.77,1572000000.0,-260000000.0,75000000.0,136000000.0,-91000000.0,,3466000000.0,,75000000.0,1340000000.0,75000000.0,133000000.0,-4000000.0,278000000.0,2057000000.0,18597000000.0,16502000000.0,5623000000.0,,,,,,
2006-06-30,-0.19,,971000000.0,-2000000.0,-231000000.0,,,5715000000.0,75000000.0,,1004000000.0,82000000.0,1210000000.0,1307000000.0,177000000.0,,-40000000.0,11058000000.0,318000000,2478000000.0,-8000000.0,,,43000000.0,97000000,-11000000.0,,49000000.0,18661000000.0,3654000000.0,3526000000.0,1895000000,301000000.0,-383000000.0,-7603000000.0,11653000000.0,1512000000.0,7141000000.0,1000000.0,22220000000.0,1600000000.0,1046000000.0,177000000.0,,,588000000.0,,665000000.0,-33000000.0,-32000000,-125000000.0,,-0.19,1418000000.0,-343000000.0,76000000.0,-33000000.0,-91000000.0,,3468000000.0,,76000000.0,1512000000.0,76000000.0,134000000.0,-2000000.0,-82000000.0,,18694000000.0,16462000000.0,5579000000.0,,,,,,
2006-09-30,1.06,,1049000000.0,0.0,-190000000.0,,,5864000000.0,76000000.0,,909000000.0,79000000.0,1200000000.0,1567000000.0,177000000.0,,248000000.0,11165000000.0,722000000,2574000000.0,59000000.0,,2000000.0,-43000000.0,367000000,-29000000.0,,-207000000.0,18842000000.0,3833000000.0,3710000000.0,2196000000,269000000.0,-326000000.0,-7677000000.0,11414000000.0,1246000000.0,6909000000.0,-11000000.0,22316000000.0,1609000000.0,1586000000.0,178000000.0,,,629000000.0,,809000000.0,188000000.0,189000000,-15000000.0,,1.06,1485000000.0,-237000000.0,65000000.0,188000000.0,-92000000.0,,3480000000.0,,65000000.0,1246000000.0,65000000.0,123000000.0,-2000000.0,-57000000.0,,18606000000.0,16411000000.0,5384000000.0,,,,,,
2006-12-31,,94000000.0,1458000000.0,-51000000.0,-211000000.0,,,5849000000.0,65000000.0,,1145000000.0,-249000000.0,1390000000.0,1517000000.0,,,172000000.0,11451000000.0,340000000,2593000000.0,28000000.0,8000000.0,-48000000.0,163000000.0,127000000,4000000.0,,-44000000.0,19224000000.0,4164000000.0,3961000000.0,2296000000,273000000.0,-359000000.0,-7773000000.0,12845000000.0,1485000000.0,7392000000.0,82000000.0,23785000000.0,1495000000.0,1440000000.0,,,,779000000.0,,715000000.0,142000000.0,144000000,108000000.0,,,1585000000.0,-354000000.0,147000000.0,142000000.0,-91000000.0,,3467000000.0,,293000000.0,1485000000.0,293000000.0,136000000.0,-2000000.0,-86000000.0,,19824000000.0,17894000000.0,6244000000.0,,,,,,
2007-03-31,0.76,148000000.0,990000000.0,-55000000.0,-225000000.0,,,5816000000.0,147000000.0,,1051000000.0,33000000.0,1377000000.0,1595000000.0,176000000.0,,184000000.0,11621000000.0,443000000,2602000000.0,50000000.0,,,-411000000.0,218000000,-6000000.0,,327000000.0,19490000000.0,3987000000.0,3540000000.0,2730000000,632000000.0,-375000000.0,-7869000000.0,,1318000000.0,7298000000.0,-3000000.0,23436000000.0,1837000000.0,1524000000.0,177000000.0,,,1135000000.0,,569000000.0,134000000.0,134000000,35000000.0,,0.76,1567000000.0,-224000000.0,144000000.0,134000000.0,-94000000.0,,0.0,,144000000.0,1318000000.0,144000000.0,137000000.0,0.0,257000000.0,2146000000.0,19896000000.0,17576000000.0,6129000000.0,,,,,,
2007-06-30,2.2,-141000000.0,792000000.0,-278000000.0,-122000000.0,,,5889000000.0,144000000.0,,1344000000.0,141000000.0,1466000000.0,1256000000.0,174000000.0,,632000000.0,11460000000.0,32000000,2700000000.0,247000000.0,,,-552000000.0,-210000000,2000000.0,,667000000.0,19024000000.0,4152000000.0,4336000000.0,1954000000,366000000.0,-246000000.0,-7564000000.0,12949000000.0,1204000000.0,7229000000.0,849000000.0,23958000000.0,1698000000.0,1513000000.0,175000000.0,,,698000000.0,,710000000.0,385000000.0,385000000,910000000.0,,2.21,1675000000.0,1035000000.0,993000000.0,385000000.0,-93000000.0,,3311000000.0,,1136000000.0,1204000000.0,1136000000.0,134000000.0,-2000000.0,120000000.0,,19622000000.0,18022000000.0,6047000000.0,,,,,,
