date,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyEbitda
2010-06-30,371000000,830000000,2050000000.0,,20448000000.0,544000000,10702000000.0,879000000.0,,,-1629000000,3016000000,0.0,1057000000,-129000000.0,2371000000,-286000000.0,573907000000.0,1500000000,25898000000,,,,822000000.0,9202000000,9000000.0,1526000000,,-26412000000,-2522000000,10702000000,-31000000.0,,,21820000000.0,9746000000.0,928000000,534183000000.0,14246000000,2371000000.0,,29135000000.0,18177000000.0,261993000000.0,5037000000.0,1557000000,1541000000,39375000000.0,-60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,-144000000,71000000,,,,380000000,,,430000000.0,,8904000000,11768000000,3557000000.0,1265000000,,393000000,-293000000.0,,3855000000,15157000000,,,,,10702000000,,286000000,,-25920000000,-9249000000,14557000000,-30000000.0,,,,,1570000000,,12444000000,393000000.0,,,,,,316000000,322000000,,-20000000,2129000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-372000000,-78000000,,,22433000000.0,647000000,13046000000.0,306000000.0,-311000000.0,,-5905000000,-5248000000,19000000.0,2803000000,,3000000,-2276000000.0,730906000000.0,-1511000000,34410000000,,,,1000000000.0,14557000000,11000000.0,51000000,,-28364000000,1055000000,13046000000,-815000000.0,,,21363000000.0,9387000000.0,2803000000,681793000000.0,12837000000,3000000.0,316000000.0,36074000000.0,19830000000.0,358866000000.0,11781000000.0,82000000,81000000,48625000000.0,-1021000000,3671000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,-249000000,428000000,,,19514000000.0,567000000,10692000000.0,572000000.0,346000000.0,,450000000,2262000000,2997000000.0,3501000000,,1483000000,-211000000.0,751341000000.0,-2238000000,27466000000,-2805000000.0,,,1115000000.0,13046000000,12000000.0,830000000,,-35209000000,-8094000000,10808000000,-30000000.0,,,22193000000.0,8822000000.0,3501000000,700992000000.0,15824000000,2063000000.0,113000000.0,36092000000.0,20315000000.0,365435000000.0,11946000000.0,1006000000,1055000000,49816000000.0,-53000000,3228000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,-466000000,61000000,3764000000.0,,22047000000.0,588000000,9628000000.0,102000000.0,351000000.0,,2770000000,4324000000,-47000000.0,3292000000,,1262000000,-365000000.0,771483000000.0,-1135000000,29989000000,0.0,,,3356000000.0,10808000000,12000000.0,1206000000,,-37675000000,-8804000000,9673000000,-31000000.0,,,23399000000.0,12419000000.0,3292000000,717650000000.0,16885000000,1940000000.0,133000000.0,36758000000.0,21070000000.0,377101000000.0,12036000000.0,1237000000,1201000000,53309000000.0,-25000000,3524000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,-477000000,1300000000,,,25914000000.0,715000000,10001000000.0,451000000.0,354000000.0,,-229000000,4596000000,0.0,2247000000,,4872000000,,785230000000.0,379000000,28646000000,0.0,,,6813000000.0,9673000000,12000000.0,3552000000,,-33430000000,-6451000000,10052000000,-30000000.0,,,26951000000.0,15913000000.0,2247000000,724355000000.0,17017000000,1643000000.0,385000000.0,33242000000.0,23137000000.0,391656000000.0,12006000000.0,3582000000,3572000000,60348000000.0,225000000,3631000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,-913000000,394000000,7535000000.0,,27771000000.0,654000000,10461000000.0,686000000.0,-262000000.0,,1002000000,-1800000000,0.0,1250000000,,1520000000,,799625000000.0,409000000,23022000000,0.0,,,5886000000.0,10052000000,12000000.0,1125000000,,-23569000000,1114000000,10461000000,-818000000.0,,,27289000000.0,17310000000.0,1250000000,739349000000.0,16745000000,1520000000.0,193000000.0,26884000000.0,22481000000.0,388872000000.0,11935000000.0,1156000000,1126000000,59797000000.0,-580000000,3768000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,-349000000,596000000,6375000000.0,,30468000000.0,489000000,18667000000.0,101000000.0,313000000.0,,2349000000,240000000,0.0,5758000000,,2089000000,,819604000000.0,8206000000,32171000000,0.0,,,7266000000.0,10461000000,12000000.0,1463000000,,-29779000000,2167000000,18667000000,-30000000.0,,,24640000000.0,11801000000.0,5758000000,760480000000.0,16690000000,2089000000.0,239000000.0,31228000000.0,23759000000.0,388321000000.0,11903000000.0,1493000000,1493000000,58666000000.0,-40000000,3903000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,-717000000,578000000,8603000000.0,,34561000000.0,464000000,16035000000.0,101000000.0,299000000.0,,-662000000,6051000000,0.0,6344000000,,2035000000,,825188000000.0,-2632000000,21668000000,0.0,,,8735000000.0,18667000000,12000000.0,1426000000,,-35518000000,-14944000000,16035000000,-31000000.0,,,26904000000.0,18526000000.0,6344000000,762364000000.0,16789000000,2035000000.0,310000000.0,26267000000.0,23974000000.0,406075000000.0,11823000000.0,1457000000,1457000000,62406000000.0,414000000,3591000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,-84000000,579000000,9275000000.0,,31628000000.0,435000000,16950000000.0,100000000.0,286000000.0,,125000000,-1039000000,0.0,3186000000,,2026000000,,846285000000.0,915000000,31212000000,0.0,,,11325000000.0,16035000000,12000000.0,1417000000,,-30957000000,-1298000000,16950000000,-30000000.0,,,25920000000.0,14678000000.0,3186000000,781735000000.0,16611000000,2026000000.0,451000000.0,27009000000.0,22939000000.0,411481000000.0,10024000000.0,1447000000,1447000000,64049000000.0,-448000000,3581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-552000000,565000000,8693000000.0,,32644000000.0,443000000,15738000000.0,100000000.0,292000000.0,,-1475000000,-5217000000,1000000000.0,1872000000,,1969000000,,836781000000.0,-1212000000,22438000000,0.0,,,11397000000.0,16950000000,12000000.0,96000000,,-24215000000,2146000000,15738000000,-842000000.0,,,25205000000.0,16906000000.0,1872000000,771944000000.0,18359000000,1969000000.0,401000000.0,22254000000.0,21634000000.0,400751000000.0,9953000000.0,1404000000,1404000000,64453000000.0,-84000000,-2999000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,-240000000,646000000,8699000000.0,,23636000000.0,481000000,9983000000.0,100000000.0,288000000.0,,1269000000,1324000000,,2733000000,,2311000000,-481000000.0,841685000000.0,-5755000000,33906000000,,,,10580000000.0,15738000000,12000000.0,1635000000,,-37741000000,-9719000000,9983000000,-233000000.0,,,25958000000.0,13653000000.0,2733000000,776813000000.0,16975000000,2311000000.0,231000000.0,21914000000.0,23052000000.0,398222000000.0,9696000000.0,1665000000,1665000000,64450000000.0,-6355000000,1810000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,-116000000,623000000,6602000000.0,,22174000000.0,500000000,9184000000.0,100000000.0,287000000.0,,-5697000000,-7114000000,,4581000000,,2247000000,-445000000.0,815662000000.0,-799000000,35874000000,,,,6202000000.0,9983000000,12000000.0,471000000,,-33122000000,1866000000,9184000000,-333000000.0,,,25824000000.0,12990000000.0,4581000000,755254000000.0,17042000000,561000000.0,111000000.0,21770000000.0,23283000000.0,379932000000.0,9447000000.0,1624000000,1624000000,60003000000.0,-18000000,1774000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,-409000000,549000000,5955000000.0,,24040000000.0,486000000,11376000000.0,100000000.0,288000000.0,,-671000000,-1794000000,,2670000000,,2079000000,-151000000.0,822643000000.0,2192000000,32364000000,,,32635000000.0,5100000000.0,9184000000,12000000.0,96000000,,-28967000000,1278000000,11376000000,-333000000.0,,,26766000000.0,12664000000.0,2670000000,761375000000.0,16899000000,2079000000.0,199000000.0,21445000000.0,23473000000.0,371945000000.0,9509000000.0,1530000000,1530000000,60927000000.0,-40000000,1870000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,-981000000,541000000,6643000000.0,,21540000000.0,487000000,7585000000.0,175000000.0,296000000.0,,8000000,-1323000000,0.0,6147000000,,2131000000,-2119000000.0,885296000000.0,-3791000000,20626000000,,,,5104000000.0,11376000000,12000000.0,1559000000,,-26196000000,-8590000000,7585000000,-342000000.0,,,27332000000.0,13955000000.0,6147000000,823200000000.0,18382000000,2131000000.0,186000000.0,21846000000.0,21859000000.0,374945000000.0,10542000000.0,1590000000,1590000000,61553000000.0,-68000000,1972000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,-1460000000,604000000,8906000000.0,,22481000000.0,491000000,8573000000.0,100000000.0,294000000.0,,-3841000000,-3659000000,,2484000000,,2196000000,-485000000.0,890903000000.0,988000000,28418000000,,,,8215000000.0,7585000000,12000000.0,1298000000,,-26093000000,2164000000,8573000000,-341000000.0,,,28319000000.0,13908000000.0,2484000000,824571000000.0,17116000000,2196000000.0,239000000.0,19986000000.0,23031000000.0,380489000000.0,10433000000.0,1592000000,1592000000,65758000000.0,-66000000,1731000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,-1024000000,618000000,10453000000.0,,19759000000.0,493000000,7393000000.0,100000000.0,299000000.0,,2846000000,3225000000,,4437000000,,2239000000,-616000000.0,911120000000.0,-1180000000,30773000000,,,,11058000000.0,8573000000,12000000.0,1590000000,,-39426000000,-8864000000,7393000000,-426000000.0,,,29259000000.0,12366000000.0,4437000000,840946000000.0,17801000000,2239000000.0,232000000.0,19976000000.0,23730000000.0,391249000000.0,10430000000.0,1621000000,1621000000,69591000000.0,-44000000,1420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,-318000000,656000000,11357000000.0,,21023000000.0,518000000,8783000000.0,100000000.0,292000000.0,,3003000000,2411000000,,4029000000,,2511000000,-514000000.0,908627000000.0,1390000000,28924000000,-439000000.0,,,10992000000.0,7393000000,12000000.0,2064000000,,-31802000000,-4969000000,8783000000,-425000000.0,,,30928000000.0,12240000000.0,4029000000,837328000000.0,17918000000,2511000000.0,293000000.0,19582000000.0,23814000000.0,392213000000.0,10216000000.0,1855000000,1855000000,70805000000.0,-21000000,1795000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-60000000,500000000,11821000000.0,,19429000000.0,531000000,10808000000.0,100000000.0,293000000.0,,-1225000000,279000000,1000000000.0,5426000000,,2114000000,-426000000.0,902337000000.0,2025000000,37828000000,-557000000.0,,,10649000000.0,8783000000,13000000.0,1490000000,,-37921000000,-3386000000,10808000000,-429000000.0,,,32020000000.0,8621000000.0,5426000000,829777000000.0,18245000000,2114000000.0,184000000.0,19479000000.0,22244000000.0,385762000000.0,9872000000.0,1614000000,1614000000,72053000000.0,-210000000,1873000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,-7000000,594000000,13305000000.0,,22257000000.0,503000000,8127000000.0,100000000.0,297000000.0,,-337000000,1723000000,,2686000000,,2262000000,-275000000.0,919790000000.0,-2681000000,30962000000,-986000000.0,,,11529000000.0,10808000000,13000000.0,2128000000,,-35073000000,-6900000000,8127000000,-424000000.0,,,33754000000.0,14130000000.0,2686000000,845476000000.0,17032000000,2262000000.0,243000000.0,20907000000.0,24190000000.0,392192000000.0,9717000000.0,1668000000,1668000000,73770000000.0,-86000000,1796000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,-1013000000,539000000,10762000000.0,,22668000000.0,527000000,8074000000.0,100000000.0,307000000.0,,-1582000000,-4287000000,,4202000000,,2335000000,-394000000.0,898409000000.0,-53000000,42378000000,-946000000.0,,,6443000000.0,8127000000,12000000.0,1042000000,,-40903000000,140000000,8074000000,-451000000.0,,,34376000000.0,14594000000.0,4202000000,828512000000.0,17360000000,2335000000.0,71000000.0,19963000000.0,24872000000.0,377723000000.0,9644000000.0,1796000000,1796000000,69377000000.0,-64000000,1830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,-58000000,791000000,11363000000.0,,25173000000.0,495000000,10216000000.0,100000000.0,294000000.0,,-1670000000,-288000000,,2639000000,,1502000000,-266000000.0,882460000000.0,2142000000,32178000000,-677000000.0,,,6891000000.0,8074000000,12000000.0,1197000000,,-32820000000,-147000000,10216000000,-426000000.0,,,35153000000.0,14957000000.0,2639000000,811472000000.0,17967000000,1502000000.0,21000000.0,19949000000.0,25808000000.0,377835000000.0,9546000000.0,711000000,711000000,70503000000.0,-41000000,1701000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-360000000,402000000,10592000000.0,,22051000000.0,495000000,12752000000.0,100000000.0,302000000.0,,2013000000,1557000000,,4602000000,,1827000000,-494000000.0,877933000000.0,2536000000,44244000000,-823000000.0,,,4771000000.0,10216000000,12000000.0,1376000000,,-46146000000,-3491000000,12752000000,-468000000.0,,,35519000000.0,9299000000.0,4602000000,809514000000.0,17111000000,1827000000.0,0.0,21217000000.0,22702000000.0,371118000000.0,9477000000.0,1425000000,1425000000,67949000000.0,132000000,1850000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,-5000000,422000000,13776000000.0,,24911000000.0,487000000,13290000000.0,100000000.0,312000000.0,,573000000,4240000000,,1964000000,,1757000000,-281000000.0,917428000000.0,538000000,34761000000,-70000000.0,,41165000000.0,10865000000.0,12752000000,12000000.0,2195000000,,-38843000000,-5739000000,13290000000,-419000000.0,,,37301000000.0,11621000000.0,1964000000,841463000000.0,16611000000,1757000000.0,0.0,21083000000.0,27843000000.0,393998000000.0,9729000000.0,1335000000,1335000000,75775000000.0,-23000000,1877000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,-1259000000,285000000,14966000000.0,,26905000000.0,484000000,17067000000.0,103000000.0,303000000.0,,686000000,3376000000,,4291000000,,1255000000,-159000000.0,942567000000.0,3777000000,35700000000,0.0,,45790000000.0,14632000000.0,13290000000,12000000.0,64000000,,-38558000000,-4169000000,17067000000,-487000000.0,,,36924000000.0,9838000000.0,4291000000,863194000000.0,16955000000,1255000000.0,0.0,19754000000.0,26035000000.0,407661000000.0,9852000000.0,970000000,970000000,79179000000.0,-222000000,1788000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,-9000000,-25000000,14359000000.0,,27538000000.0,366000000,15883000000.0,201000000.0,292000000.0,,2441000000,612000000,,2928000000,,548000000,-405000000.0,952904000000.0,-1184000000,33198000000,0.0,,44422000000.0,13595000000.0,17067000000,12000000.0,571000000,,-36194000000,-4678000000,15883000000,-447000000.0,,,37054000000.0,11655000000.0,2928000000,874438000000.0,17723000000,548000000.0,151000000.0,19721000000.0,26178000000.0,412264000000.0,9592000000.0,577000000,573000000,78286000000.0,-139000000,1644000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-6000000,-1479000000,9367000000.0,,25687000000.0,419000000,17877000000.0,242000000.0,291000000.0,,1205000000,-11778000000,,5644000000,,-3565000000,-507000000.0,898764000000.0,1994000000,53769000000,-302000000.0,,,5347000000.0,15883000000,12000000.0,-2133000000,,-41038000000,8736000000,17877000000,-486000000.0,,,34480000000.0,7810000000.0,5644000000,831284000000.0,12076000000,-3565000000.0,0.0,19671000000.0,26081000000.0,368671000000.0,9220000000.0,-2088000000,-2086000000,67309000000.0,-73000000,1805000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,-4000000,-12000000,9550000000.0,,27379000000.0,374000000,17411000000.0,260000000.0,296000000.0,,2207000000,1499000000,,2098000000,,817000000,-362000000.0,914687000000.0,-466000000,23897000000,-858000000.0,,,6396000000.0,17877000000,12000000.0,820000000,,-26198000000,-4276000000,17411000000,-443000000.0,,,34863000000.0,9968000000.0,2098000000,846579000000.0,16269000000,817000000.0,0.0,19680000000.0,25916000000.0,375635000000.0,9350000000.0,826000000,829000000,67929000000.0,-98000000,1737000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,-5000000,115000000,10383000000.0,,24496000000.0,382000000,17319000000.0,235000000.0,295000000.0,,-2762000000,-693000000,,3401000000,,1002000000,-320000000.0,925199000000.0,-92000000,28534000000,-952000000.0,,,8436000000.0,17411000000,12000000.0,838000000,,-30317000000,-2873000000,17319000000,-477000000.0,,,35270000000.0,7177000000.0,3401000000,855530000000.0,17245000000,1002000000.0,0.0,22677000000.0,26487000000.0,381550000000.0,9385000000.0,884000000,887000000,69455000000.0,-96000000,1714000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,-51000000,-392000000,8554000000.0,,20240000000.0,301000000,13023000000.0,214000000.0,284000000.0,,2891000000,883000000,,4734000000,,501000000,-1256000000.0,720515000000.0,-4296000000,19698000000,-495000000.0,,,7005000000.0,17319000000,12000000.0,-87000000,,-27788000000,-10009000000,13023000000,-3226000000.0,,,24410000000.0,7217000000.0,4734000000,663571000000.0,16104000000,501000000.0,0.0,19832000000.0,18588000000.0,324388000000.0,9556000000.0,-81000000,893000000,56714000000.0,-62000000,1703000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-1013000000,-1354000000,6767000000.0,,17571000000.0,406000000,12701000000.0,477000000.0,278000000.0,,962000000,-2595000000,,2050000000,,961000000,-422000000.0,719892000000.0,-322000000,32651000000,-622000000.0,,,7427000000.0,13023000000,12000000.0,2272000000,,-31167000000,282000000,12701000000,-467000000.0,,,26527000000.0,4870000000.0,2050000000,661022000000.0,15840000000,961000000.0,311000000.0,18830000000.0,18423000000.0,322022000000.0,9590000000.0,2317000000,2315000000,58676000000.0,-90000000,1796000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,-32000000,399000000,6304000000.0,,19048000000.0,474000000,13927000000.0,526000000.0,286000000.0,,501000000,218000000,,1296000000,,1656000000,-260000000.0,712584000000.0,1226000000,28054000000,-1041000000.0,,,5634000000.0,12701000000,12000000.0,1247000000,,-26417000000,-485000000,13927000000,-422000000.0,,,26453000000.0,5121000000.0,1296000000,656076000000.0,14805000000,,155000000.0,18852000000.0,19368000000.0,317252000000.0,9733000000.0,1253000000,1257000000,56310000000.0,86000000,1609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,-168000000,207000000,5377000000.0,,20165000000.0,475000000,16312000000.0,479000000.0,309000000.0,,1430000000,1394000000,,5608000000,,1101000000,-308000000.0,706333000000.0,2385000000,30154000000,-1115000000.0,,,2854000000.0,13927000000,12000000.0,845000000,,-34182000000,-4279000000,16312000000,-474000000.0,,,26870000000.0,3853000000.0,5608000000,652501000000.0,21185000000,,222000000.0,17682000000.0,19608000000.0,317652000000.0,9499000000.0,891000000,894000000,53633000000.0,-74000000,1694000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,-1111000000,164000000,4924000000.0,,17721000000.0,479000000,12490000000.0,290000000.0,267000000.0,,2048000000,-1081000000,,3533000000,,1079000000,-479000000.0,698451000000.0,-3822000000,23646000000,-636000000.0,,,1000000000.0,16312000000,12000000.0,880000000,,-27579000000,-6228000000,12490000000,-451000000.0,,,27331000000.0,5231000000.0,3533000000,646642000000.0,16289000000,,166000000.0,16554000000.0,19820000000.0,331464000000.0,9440000000.0,912000000,915000000,51625000000.0,12000000,1691000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-560000000,409000000,5414000000.0,,19758000000.0,452000000,15821000000.0,268000000.0,260000000.0,,281000000,-3332000000,,1301000000,,2471000000,-359000000.0,687538000000.0,3331000000,30153000000,-1200000000.0,,,1722000000.0,12490000000,12000000.0,2010000000,,-21631000000,5358000000,15821000000,-472000000.0,,,28926000000.0,3937000000.0,1301000000,634580000000.0,15662000000,,441000000.0,15976000000.0,19644000000.0,322871000000.0,9422000000.0,2067000000,2062000000,52741000000.0,-56000000,1468000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,-10000000,359000000,7075000000.0,,19030000000.0,494000000,14506000000.0,289000000.0,234000000.0,,2904000000,2316000000,,2072000000,,1744000000,-428000000.0,713188000000.0,-1315000000,22776000000,-500000000.0,,,6911000000.0,15821000000,12000000.0,1349000000,,-25231000000,-5699000000,14506000000,-437000000.0,,,29944000000.0,4524000000.0,2072000000,654450000000.0,16302000000,,505000000.0,15998000000.0,20615000000.0,334398000000.0,9418000000.0,1381000000,1385000000,58509000000.0,-55000000,1570000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,-885000000,551000000,8766000000.0,,21246000000.0,478000000,18435000000.0,158000000.0,274000000.0,,1311000000,934000000,,2387000000,,2297000000,-370000000.0,732167000000.0,3929000000,22388000000,-750000000.0,,,11631000000.0,14506000000,12000000.0,1684000000,,-21746000000,557000000,18435000000,-476000000.0,,,31209000000.0,2811000000.0,2387000000,668121000000.0,17497000000,,0.0,16495000000.0,20425000000.0,343030000000.0,9408000000.0,1741000000,1746000000,63811000000.0,-37000000,1630000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,-6000000,601000000,4924000000.0,,17721000000.0,419000000,12490000000.0,290000000.0,223000000.0,,553000000,2327000000,,4146000000,,2791000000,-368000000.0,698451000000.0,1017000000,15538000000,-785000000.0,,,1000000000.0,18435000000,12000000.0,2152000000,,-19450000000,-5351000000,19452000000,-445000000.0,,,27331000000.0,5231000000.0,4146000000,646642000000.0,18678000000,,166000000.0,16554000000.0,19820000000.0,331464000000.0,9440000000.0,2184000000,2190000000,51625000000.0,-37000000,1631000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
