date,quarterlyInventory,annualChangeInInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,annualPurchaseOfBusiness,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,trailingPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualNetOtherInvestingChanges,trailingInterestExpense,annualGrossPPE,annualOtherCurrentLiabilities,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,quarterlyFreeCashFlow,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingGrossProfit,annualAccountsPayable,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualInvestingCashFlow,annualCapitalExpenditure,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyAccountsPayable,annualOperatingIncome,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyEbitda,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,annualDilutedAverageShares,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyCurrentAssets,annualCommonStockIssuance,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualBasicAverageShares,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,trailingCostOfRevenue,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,annualDilutedEPS,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingExpense,quarterlyRetainedEarnings,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyStockholdersEquity,annualAccountsReceivable,annualBeginningCashPosition,quarterlyLongTermDebt,annualNetIncome,quarterlyChangeInInventory,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualStockholdersEquity,annualBasicEPS,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingDilutedEPS,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingDepreciationAndAmortization,annualStockBasedCompensation
2006-03-31,96946000000.0,,355618000000.0,-27000000.0,,,40844000000.0,,,,-14943000000.0,,1606000000.0,,,,10087000000.0,,,0.081002,14520000000.0,112713170700.0,,14553000000.0,16821000000.0,,180000000.0,,,,,,,3463000000.0,,20388000000.0,,11213000000.0,-1495000000.0,,,,,,4156000000.0,13356000000.0,385885000000.0,,,-6148000000.0,,,,,,,,,,,-11480000000.0,,,539927000000.0,,33445000000.0,5752000000.0,,,8095000000.0,,,,90000000.0,,,,13089000000.0,,13745000000.0,13089000000.0,86702000000.0,,48836000000.0,,,,-15038000000.0,12250000000.0,,,222947000000.0,,,23057000000.0,,,-362000000.0,,,,,,285721000000.0,-1745000000.0,,,9130000000.0,,,31810000000.0,154042000000.0,,,,-1756000000.0,,355618000000.0,,177008000000.0,,,,,,,,,,,,,14989000000.0,,0.081002,,,2137000000.0,,0.0,-15655000000.0,-134000000.0,,67496000000.0,,,,157000000.0,,16632000000.0,,1979000000.0,191137000000.0,112713170700.0,,,,224764000000.0,,,107881000000.0,,-7762000000.0,,,,,,9130000000.0,9211000000.0,832000000.0,10909000000.0,,,,,,35681000000.0,-187704000000.0,108713000000.0,,,,,,,,,,,,,,,,,
2006-06-30,105496000000.0,,364426000000.0,-181000000.0,,,57676000000.0,,,-277378498320.0,-15772000000.0,,2316000000.0,,,6052563220.0,14928000000.0,,,,14624000000.0,112713170700.0,,27392000000.0,21664000000.0,,-10274000000.0,,,,,,,21703000000.0,,5796000000.0,,14818000000.0,-2311000000.0,,559682200.0,,,,5808000000.0,17459000000.0,407537000000.0,,,-848000000.0,,,,,,,,,,,5931000000.0,,,568888000000.0,,35513000000.0,5835000000.0,,,8538000000.0,,,,453000000.0,,,,10777000000.0,,12250000000.0,10777000000.0,86702000000.0,,50636000000.0,,,,-38942000000.0,9939000000.0,,,259531000000.0,,,28313000000.0,,,-1818000000.0,,,,,,320260000000.0,7357000000.0,,,11549000000.0,,,41370000000.0,161351000000.0,,,,-4521000000.0,,364426000000.0,,211744000000.0,,,,,,,,,,,,,19706000000.0,,,,,2860000000.0,,0.0,-1350000000.0,39000000.0,,69174000000.0,,,,-21951000000.0,,17449000000.0,,1483000000.0,218161000000.0,112713170700.0,,,13936086780.0,228510000000.0,,,107732000000.0,,-7859000000.0,,,,,,11549000000.0,11651000000.0,784000000.0,11573000000.0,,,,,,37765000000.0,-124382000000.0,108516000000.0,,,,,,,,,,,,,,,,,
2006-09-30,109414000000.0,,369673000000.0,-439000000.0,,,58938000000.0,,,,-16102000000.0,,1705000000.0,,,,-8882000000.0,,,0.116535,19108000000.0,112712600000.0,,27298000000.0,23007000000.0,,-315000000.0,,,,,,,24953000000.0,,33085000000.0,,14748000000.0,369000000.0,,,41000000.0,,,5375000000.0,17894000000.0,412750000000.0,,,-4309000000.0,,,,,,,,,,,8851000000.0,,,582597000000.0,,34804000000.0,6008000000.0,,,8479000000.0,,,,230000000.0,,,,10590000000.0,,9939000000.0,10590000000.0,86702000000.0,,53872000000.0,,,,-15678000000.0,10308000000.0,,,273266000000.0,,,28078000000.0,,,-857000000.0,,,,,,325488000000.0,8418000000.0,,,13135000000.0,,,43045000000.0,169847000000.0,,,,-8339000000.0,,369673000000.0,,218604000000.0,,,,,,,,,,,,,20038000000.0,,0.116535,,,2877000000.0,,0.0,207000000.0,9000000.0,,78841000000.0,,,,905000000.0,,18805000000.0,,1926000000.0,230221000000.0,112712600000.0,,,,237468000000.0,,,106080000000.0,,-3902000000.0,,,,,,13135000000.0,11810000000.0,804000000.0,12389000000.0,,,,,,40720000000.0,-103879000000.0,106884000000.0,,,,,,,,,,,,,,,,,
2006-12-31,93041000000.0,-3203000000.0,406683000000.0,3534000000.0,-7996000000.0,34260000000.0,42400000000.0,93041000000.0,207830000000.0,-304445590000.0,-29884000000.0,,2837000000.0,,,0.0,-24129000000.0,86702000000.0,,,19689000000.0,,,27483000000.0,26002000000.0,,-742950000000.0,6676000000.0,,406683000000.0,2410000000.0,0.0,8723000000.0,52468000000.0,102587000000.0,34193000000.0,165519000000.0,16360000000.0,-2220000000.0,115576000000.0,,1132000000.0,,,7180000000.0,24543000000.0,452450000000.0,14300615000.0,,10109000000.0,-22330000000.0,,406683000000.0,16360000000.0,,-5657000000.0,795000000.0,-3951000000.0,-21000000000.0,73252000000.0,22584000000.0,,,594550000000.0,8064000000.0,37873000000.0,6676000000.0,2737000000.0,,9148000000.0,,52125000000.0,,1637000000.0,-100223000000.0,-76701000000.0,,8723000000.0,,10308000000.0,8723000000.0,86702000000.0,,52125000000.0,78025000000.0,,8088000000.0,-30565000000.0,8088000000.0,22519000000.0,-753359000000.0,289804000000.0,,264000000.0,36528000000.0,8723000000.0,,-914000000.0,880029000000.0,50106000000.0,1045548000000.0,,19689000000.0,317690000000.0,-4972000000.0,42400000000.0,112712599999.0,16850000000.0,,27483000000.0,49294000000.0,142100000000.0,1255000000.0,87494000000.0,34193000000.0,-5481000000.0,37873000000.0,406683000000.0,,207830000000.0,,,0.0,317690000000.0,,-939000000.0,112712599999.0,-304445590000.0,9058000000.0,109860000000.0,142100000000.0,,23292000000.0,4659000000.0,,,0.449495,-395000000.0,,0.0,21457000000.0,-853000000.0,,92693000000.0,,-1196000000.0,92693000000.0,-1441000000.0,,15590000000.0,594550000000.0,264000000.0,240510000000.0,,50664000000.0,,14300615000.0,254875000000.0,15590000000.0,13745000000.0,109065000000.0,50664000000.0,16320000000.0,-20097000000.0,51225000000.0,25886000000.0,,452450000000.0,16850000000.0,17434000000.0,795000000.0,16354000000.0,109065000000.0,254875000000.0,0.449495,7479000000.0,34944000000.0,34944000000.0,394965000000.0,109860000000.0,,,,,,,,,,,,,,,,,
2007-03-31,93460000000.0,,401057000000.0,-1353000000.0,,,44125000000.0,,,,-16274000000.0,,1457000000.0,,,2568000000.0,-3241000000.0,,,0.172308,17438000000.0,112693750000.0,,24520000000.0,19158000000.0,,-1807000000.0,,,,,,,31891000000.0,,1531000000.0,,19699000000.0,8714000000.0,,,3000000.0,,,7793000000.0,28050000000.0,465236000000.0,,,-7785000000.0,,,,,,,,,,,15617000000.0,,,623066000000.0,,59330000000.0,9293000000.0,,,9627000000.0,,,,,,,,15943000000.0,,,15943000000.0,86702000000.0,,65438000000.0,,,,-19930000000.0,,,,278250000000.0,,,39134000000.0,,,-470000000.0,,,,,,322875000000.0,11583000000.0,,,19418000000.0,,,50018000000.0,157830000000.0,,,,,,401057000000.0,,219475000000.0,,,,,,,,,,,,,30860000000.0,,0.172308,,,2946000000.0,,,2487000000.0,-1401000000.0,,94233000000.0,,,,-3207000000.0,,23745000000.0,,,228232000000.0,112693750000.0,,,14510000000.0,277311000000.0,,,94351000000.0,,-1311000000.0,,,,,,19418000000.0,20257000000.0,6481000000.0,12845000000.0,,,,,,806000000.0,-147718000000.0,103400000000.0,,,,,,,,,,,,,,,,,
2007-06-30,104198000000.0,,408505000000.0,-3819000000.0,,,33440000000.0,,,-304527778500.0,-24325000000.0,,2347000000.0,,,2285000000.0,-9220000000.0,,,,17296000000.0,,,24408000000.0,21495000000.0,,-311661000000.0,,,,,,,,,1997000000.0,,20414000000.0,-5707000000.0,,,191000000.0,,,8314000000.0,24414000000.0,474832000000.0,,,,,,,,,,,,,,7781000000.0,,,650547000000.0,,61777000000.0,12182000000.0,,,,,,,,,,,12989000000.0,,,12989000000.0,86702000000.0,,69947000000.0,,,,-28592000000.0,,,,288580000000.0,,,26761000000.0,,,-567000000.0,,,,,,343524000000.0,,,,15507000000.0,,,51707000000.0,175715000000.0,,,,,,408505000000.0,,226153000000.0,,,,,,,,,,,,,30212000000.0,,,,,,,,,,,97756000000.0,,,,-4587000000.0,,26711000000.0,,,236873000000.0,,,,15407000000.0,283451000000.0,,,107882000000.0,,,,,,,,15507000000.0,16100000000.0,7204000000.0,13664000000.0,,,,,,769000000.0,137718000000.0,117371000000.0,,,,,,,,,,,,,,,,,
2007-09-30,108992000000.0,,422740000000.0,-1858000000.0,,,24004000000.0,,,,-26030000000.0,,1392000000.0,,,2348000000.0,-17301000000.0,,,0.122308,24807000000.0,112486792453.0,,24663000000.0,22483000000.0,,315369000000.0,,,,,,,,,1960000000.0,,20257000000.0,-1343000000.0,,,858000000.0,,,6007000000.0,20123000000.0,490293000000.0,,,,,,,,,,,,,,12250000000.0,,,660279000000.0,,61777000000.0,12674000000.0,,,,,,,2534000000.0,,,,8908000000.0,,,8908000000.0,86702000000.0,,74045000000.0,,,,-22298000000.0,,,,308388000000.0,,,21515000000.0,,,-177000000.0,,,,,,343169000000.0,,,,13758000000.0,,,45856000000.0,169986000000.0,,,,-6528000000.0,,422740000000.0,,226937000000.0,,,,,,,,,,,,,23373000000.0,,0.122308,,,,,,,,,107179000000.0,,,,8469000000.0,,23438000000.0,,,262532000000.0,112486792453.0,,,15407000000.0,292874000000.0,,,106554000000.0,,,,,,,,13758000000.0,14116000000.0,7330000000.0,13613000000.0,,,,,,585000000.0,-550152000000.0,116232000000.0,,,,,,,,,,,,,,,,,
2007-12-31,116049000000.0,-24323000000.0,456556000000.0,-1460000000.0,-8781000000.0,43384000000.0,47028000000.0,116049000000.0,261757000000.0,-345026233480.0,-44009000000.0,,3226000000.0,,,1492000000.0,20981000000.0,86702000000.0,-7468000000.0,,25082000000.0,,,31335000000.0,29696000000.0,,-1271000000.0,15232000000.0,-352000000.0,456556000000.0,4098000000.0,1492000000.0,8364000000.0,21973000000.0,124250000000.0,2190000000.0,191882000000.0,13466000000.0,-1031000000.0,133609000000.0,,203000000.0,,,3644000000.0,10324000000.0,537037000000.0,15690000000.0,,-8144000000.0,371000000.0,,456556000000.0,13466000000.0,,633000000.0,8662000000.0,-1581000000.0,-800793000000.0,82911000000.0,-22036000000.0,,,718572000000.0,7314000000.0,64797000000.0,15232000000.0,-9230000000.0,,13912000000.0,,93049000000.0,,812000000.0,-114772000000.0,-110638000000.0,,8364000000.0,,,8364000000.0,86702000000.0,,93049000000.0,99050000000.0,,7699554320.0,-43952000000.0,,25758000000.0,630000000.0,329625000000.0,,29264150480.0,27462000000.0,8364000000.0,,-367000000.0,1012961000000.0,57153000000.0,1204843000000.0,,25082000000.0,392225000000.0,12160000000.0,47028000000.0,113382698413.0,6264000000.0,,31335000000.0,44301000000.0,181535000000.0,1255000000.0,92832000000.0,2190000000.0,-3524000000.0,64797000000.0,456556000000.0,,261757000000.0,,,664762280.0,392225000000.0,,-3119000000.0,113382698413.0,-345026233480.0,48986000000.0,130468000000.0,181535000000.0,,14605000000.0,11735000000.0,,,0.484615,3578000000.0,,664762280.0,-4003000000.0,-2632000000.0,,111059000000.0,,-12928000000.0,111059000000.0,-304000000.0,,22947000000.0,718572000000.0,29264150480.0,285324000000.0,,54947000000.0,,15690000000.0,300949000000.0,22947000000.0,7064012360.0,120314000000.0,54947000000.0,-8019000000.0,-23025000000.0,58528000000.0,13612000000.0,,537037000000.0,6264000000.0,6680000000.0,8662000000.0,18406000000.0,120314000000.0,300949000000.0,0.484615,13156000000.0,100000000.0,100000000.0,-240641000000.0,130468000000.0,,,,,,,,,,,,,,,,,
2008-03-31,140686000000.0,,459718000000.0,-422000000.0,,,39148000000.0,,,,-15457000000.0,,765000000.0,,,1433000000.0,30255000000.0,,,0.061538,26900000000.0,108891250000.0,,33317000000.0,28479000000.0,,267107000000.0,,-287000000.0,,,,,,,1072000000.0,,26403000000.0,19785000000.0,,,582000000.0,,,190000000.0,6834000000.0,543823000000.0,,,,,,,,,,,,,,-10202000000.0,,,773761000000.0,,64797000000.0,15618000000.0,,,,,,,788000000.0,,,,28397000000.0,,,28397000000.0,86702000000.0,,116817000000.0,,,,-15658000000.0,,,,332010000000.0,,,7599000000.0,,,-1201000000.0,,,,,,433429000000.0,,,,6701000000.0,,,36500000000.0,229938000000.0,,,,-2408000000.0,,459718000000.0,,286216000000.0,,,,,,,,,,,,,8021000000.0,,0.038462,,,,,,,,,117760000000.0,,,,416000000.0,,29469000000.0,,,295510000000.0,174226000000.0,,,15701000000.0,314529000000.0,,,136877000000.0,,,,,,,,6701000000.0,6644000000.0,8903000000.0,14742000000.0,,,,,,184000000.0,-264294000000.0,147213000000.0,,,,,,,,,,,,,,,,,
2008-06-30,163488000000.0,,471288000000.0,19241000000.0,,,67229000000.0,,,-367818021980.0,-29423000000.0,,4592000000.0,,,1471000000.0,10218000000.0,,,,27448000000.0,,,31189000000.0,30578000000.0,,-673858000000.0,,,,,,,,,1216000000.0,,18785000000.0,-19015000000.0,,,483000000.0,,,-89000000.0,2682000000.0,560515000000.0,,,,,,,,,,,,,,-28692000000.0,,,820556000000.0,,65392000000.0,16730000000.0,,,,,,,1453000000.0,,,,9774000000.0,,,9774000000.0,86702000000.0,,126669000000.0,,,,-29990000000.0,,,,402773000000.0,,,7274000000.0,,,-1474000000.0,,,,,,489257000000.0,,,,2638000000.0,,,18605000000.0,260041000000.0,,,,-11520000000.0,,471288000000.0,,339726000000.0,,,,,,,,,,,,,-11973000000.0,,,,,,,1309375670.0,,,,109832000000.0,,,,-1325000000.0,,43084000000.0,,31054826100.0,384168000000.0,,,,15707000000.0,305471000000.0,,,138399000000.0,,,,,,,,2638000000.0,2771000000.0,9661000000.0,15864000000.0,,,,,,127000000.0,,149531000000.0,,,,,,,,,,,,,,,,,
2008-09-30,164975000000.0,,480727000000.0,17050000000.0,,,111891000000.0,,,,-25765000000.0,,3048000000.0,,,1651000000.0,36404000000.0,,,0.073846,30844000000.0,112436458333.0,,31369000000.0,37047000000.0,,426294000000.0,,,,,,,,,1215000000.0,,21466000000.0,1995000000.0,,,0.0,,,2577000000.0,9218000000.0,568713000000.0,,,,,,,,,,,,,,-35178000000.0,,,813757000000.0,,65392000000.0,16985000000.0,,,,,,,801000000.0,,,,11605000000.0,,,11605000000.0,86702000000.0,,103398000000.0,,,,-24941000000.0,,,,412614000000.0,,,12266000000.0,,,-346000000.0,,,,,,479441000000.0,,,,8303000000.0,,,32263000000.0,245044000000.0,,,,-5149000000.0,,480727000000.0,,337228000000.0,,,,,,,,,,,,,-4784000000.0,,0.066923,,,,,,,,,115534000000.0,,,,779000000.0,,36207000000.0,,,380351000000.0,124067816092.0,,,15686000000.0,310822000000.0,,,130996000000.0,,,,,,,,8303000000.0,6641000000.0,9566000000.0,16442000000.0,,,,,,867000000.0,,142213000000.0,,,,,,,,,,,,,,,,,
2008-12-31,95255000000.0,12336000000.0,525151000000.0,1878000000.0,30698000000.0,45853000000.0,78972000000.0,95255000000.0,258233000000.0,-411224000000.0,-37930000000.0,,4190000000.0,,,5235000000.0,-46179000000.0,86702000000.0,0.0,,29783000000.0,,,28705000000.0,30161000000.0,,-1142921000000.0,15965000000.0,,525151000000.0,1366000000.0,5235000000.0,7700000000.0,,74883000000.0,1012000000.0,125318000000.0,19511000000.0,-3513000000.0,80975000000.0,,72000000.0,,,-4567000000.0,5492000000.0,604228000000.0,14328000000.0,,,3446000000.0,,525151000000.0,19511000000.0,,-748000000.0,10677000000.0,-3089000000.0,-1135333000000.0,24226000000.0,40380000000.0,,,752235000000.0,10896000000.0,90078000000.0,15965000000.0,40782000000.0,16000000.0,,,56667000000.0,,-1676000000.0,-106250000000.0,-108575000000.0,,7700000000.0,,,7700000000.0,86702000000.0,,56667000000.0,-5675000000.0,,6948000000.0,-35661000000.0,,-1889000000.0,-1123378000000.0,304704000000.0,,101878000000.0,9682000000.0,7700000000.0,,-68000000.0,1326783000000.0,26115000000.0,1452101000000.0,,29783000000.0,401289000000.0,,78972000000.0,128652333333.0,12047000000.0,,28705000000.0,37950000000.0,148007000000.0,1137000000.0,130993000000.0,1012000000.0,-3976000000.0,90078000000.0,525151000000.0,,258233000000.0,,16000000.0,,401289000000.0,,-2714000000.0,113516764706.0,-411224000000.0,-43370000000.0,143056000000.0,148007000000.0,,7789000000.0,-18750000000.0,,,0.230769,,,,,,,114782000000.0,,12284000000.0,114782000000.0,3576000000.0,,12989000000.0,752235000000.0,101878000000.0,266754000000.0,,29689000000.0,,14328000000.0,330080000000.0,12989000000.0,7696000000.0,127144000000.0,29689000000.0,,-23053000000.0,65884000000.0,-33692000000.0,,604228000000.0,12047000000.0,10059000000.0,10677000000.0,18836000000.0,127144000000.0,330080000000.0,0.261538,12959000000.0,287000000.0,287000000.0,,143056000000.0,,,,,,,,,,,,,,,,,
2009-03-31,100164000000.0,,529151000000.0,504000000.0,,,45675000000.0,,,,-16915000000.0,,2281000000.0,,,5101000000.0,-33858000000.0,,,0.099231,30718000000.0,112767441860.0,,29770000000.0,45657000000.0,,5000000.0,,,,,,,,,1016000000.0,,14855000000.0,4301000000.0,,,123000000.0,,,3050000000.0,14707000000.0,608446000000.0,,,,,,,,,,,,,,38740000000.0,,,773578000000.0,,90078000000.0,15976000000.0,,,,,,,102000000.0,,,,12227000000.0,,,12227000000.0,86702000000.0,,70923000000.0,,,,-17493000000.0,,,,228585000000.0,,,16988000000.0,,,-388000000.0,,,,,,410698000000.0,,,,11190000000.0,,,62141000000.0,165132000000.0,,,,-2409000000.0,,529151000000.0,,261000000000.0,,,,,,,,,,,,,16484000000.0,,0.099231,,,,,,,,,125972000000.0,,,,-382000000.0,,21717000000.0,,,166444000000.0,112767441860.0,,,14395000000.0,341536000000.0,,,133926000000.0,,,,,,,,11190000000.0,11657000000.0,10671000000.0,15074000000.0,,,,,,635000000.0,-198725000000.0,149698000000.0,,,,,,,,,,,,,,,,,
2009-06-30,120305000000.0,,548123000000.0,646000000.0,,,45068000000.0,,,-435695000000.0,-26753000000.0,,1690000000.0,,,5130000000.0,-3980000000.0,,,,27618000000.0,,,30582000000.0,52395000000.0,,13827000000.0,,,,,,,,,1167000000.0,,9438000000.0,-3709000000.0,,,181000000.0,,,6068000000.0,29061000000.0,629983000000.0,,,,,,,,,,,,,,-38000000.0,,,816342000000.0,,92712000000.0,17533000000.0,,,,,,,158000000.0,,,,9082000000.0,,,9082000000.0,86702000000.0,,84673000000.0,,,,-26447000000.0,,,,305440000000.0,,,30751000000.0,,,-404000000.0,,,,,,439582000000.0,,,,22000000000.0,,,82559000000.0,186359000000.0,,,,-3184000000.0,,548123000000.0,,271006000000.0,,789000000.0,,,,,,,,,,,30164000000.0,,,,,,,,,,,137535000000.0,,,,425000000.0,,29967000000.0,,,222881000000.0,,,,14393000000.0,354494000000.0,,,152157000000.0,,,,,,,,22000000000.0,22993000000.0,11289000000.0,17068000000.0,,,,,,68000000.0,-178913000000.0,168576000000.0,,,,,,,,,,,,,,,,,
2009-09-30,135940000000.0,,556879000000.0,392000000.0,,,48377000000.0,,,,-25090000000.0,,1854000000.0,,,4958000000.0,2022000000.0,,,0.146923,34472000000.0,112467015707.0,,31775000000.0,58024000000.0,,-572134000000.0,,,,,,,,,1027000000.0,,23630000000.0,-584000000.0,,,65000000.0,,,4964000000.0,22149000000.0,641400000000.0,,,,,,,,,,,,,,-2600000000.0,,,843734000000.0,,92712000000.0,19317000000.0,,,,,,,0.0,,,,8601000000.0,,7600000000.0,8601000000.0,86702000000.0,,92069000000.0,,,,-25098000000.0,7016000000.0,,,359423000000.0,,,24003000000.0,,,-745000000.0,,,,,,455984000000.0,,,,16524000000.0,,,81635000000.0,202334000000.0,,,,-7419000000.0,,556879000000.0,,292236000000.0,,,,,,,,,,,,,23611000000.0,,0.146154,,,,,,,,,147990000000.0,,,,496000000.0,,29074000000.0,,,277788000000.0,113058947368.0,,,14009000000.0,364867000000.0,,,147107000000.0,,,,,,,,16524000000.0,17185000000.0,11683000000.0,20810000000.0,,,,,,194000000.0,,163748000000.0,,,,,,,,,,,,,,,,,
2009-12-31,141611000000.0,-45724000000.0,584968000000.0,-5659000000.0,-41929000000.0,50517000000.0,65900000000.0,141611000000.0,301362000000.0,-462205000000.0,-45305000000.0,,1218000000.0,,,4979000000.0,-6113000000.0,86702000000.0,-3240000000.0,,37270000000.0,,,33503000000.0,61714000000.0,,557945000000.0,22862000000.0,,584968000000.0,1637000000.0,4979000000.0,9986000000.0,,158796000000.0,1792000000.0,309237000000.0,6641000000.0,1734000000.0,137546000000.0,,345000000.0,,,1994000000.0,14159000000.0,677252000000.0,14163000000.0,,,-151000000.0,,584968000000.0,6641000000.0,,1742000000.0,13721000000.0,-3240000000.0,-860103000000.0,80076000000.0,8631000000.0,,,866475000000.0,6953000000.0,115031000000.0,22862000000.0,-4266000000.0,2746000000.0,,,97749000000.0,,1377000000.0,-115125000000.0,-114063000000.0,,9986000000.0,,7016000000.0,9986000000.0,86702000000.0,,97749000000.0,91447000000.0,,8750000000.0,-46087000000.0,8750000000.0,16076000000.0,-357000000.0,451604000000.0,,41299000000.0,15377000000.0,9986000000.0,,-1703000000.0,1035815000000.0,64000000000.0,1345052000000.0,,37270000000.0,465890000000.0,,65900000000.0,113500000000.0,11576000000.0,,33503000000.0,82902000000.0,189223000000.0,714000000.0,217790000000.0,1792000000.0,-9444000000.0,115031000000.0,584968000000.0,,301362000000.0,,2746000000.0,1936000000.0,465890000000.0,,-454000000.0,112697312588.0,-462205000000.0,67335000000.0,164528000000.0,189223000000.0,,21188000000.0,28938000000.0,,,0.54,,,1936000000.0,,,,137247000000.0,,7327000000.0,137247000000.0,-690000000.0,,26592000000.0,866475000000.0,41299000000.0,368702000000.0,,61290000000.0,,14163000000.0,377182000000.0,26592000000.0,7008000000.0,145828000000.0,61290000000.0,,-22456000000.0,74361000000.0,44733000000.0,,677252000000.0,11576000000.0,12165000000.0,13721000000.0,21409000000.0,145828000000.0,377182000000.0,0.543846,11777000000.0,856000000.0,856000000.0,,164528000000.0,,,,,,,,,,,,,,,,,
