date,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,trailingInvestingCashFlow,quarterlyBasicAverageShares,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualIncomeTaxPayable,annualSaleOfInvestment,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualTotalAssets,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,annualAccountsPayable,trailingOtherIncomeExpense,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyCurrentDebt,trailingOperatingIncome,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualChangeInAccountPayable,quarterlyEndCashPosition,annualCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingGrossProfit,annualBasicEPS,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,quarterlyNetPPE,annualCapitalStock,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,trailingDepreciationAndAmortization,annualGrossProfit,annualStockBasedCompensation,trailingTaxProvision,annualFreeCashFlow,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyRetainedEarnings,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingOperatingExpense,annualDilutedEPS,quarterlyCapitalExpenditure,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1995-06-30,,,,2129500000.0,,,110700000.0,-7400000.0,0.0,,,,11200000.0,,182682927.0,469900000.0,,,,,,907600000.0,,,,,55700000.0,,,74900000.0,,,,74900000.0,,267300000.0,,,,,74900000.0,1025800000.0,44500000.0,,0.0,,32700000.0,32700000.0,0.41,,,,,,,277500000.0,,-11700000.0,,,0.0,,,,,-31200000.0,,-38700000.0,10200000.0,506200000.0,191800000.0,,,60800000.0,,,,,,-17900000.0,,,,,31900000.0,-29100000.0,,,,,,,,,,,,,,339800000.0,,401100000.0,,,,,0.0,,,,,,,,,,100000.0,1596800000.0,182682927.0,,,,,48700000.0,-200500000.0,,278100000.0,,,,,,-12100000.0,,133800000.0,0.41,,,,,,,-73000000.0,,,,,,22100000.0,,,1470200000.0,,,,1308700000.0,1700000.0,,,-19600000.0,,123600000.0,,123600000.0,1659600000.0,,,,450500000.0,,,478600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,2181600000.0,,,116200000.0,-2800000.0,0.0,,,,10900000.0,,183333333.0,485500000.0,,,,,,943000000.0,,,,,55400000.0,,,77000000.0,,,,77000000.0,,281300000.0,,,,,77000000.0,1050000000.0,44500000.0,,0.0,,29900000.0,29900000.0,0.42,,,,,,,292300000.0,,,,,0.0,,,,,-26600000.0,,-38700000.0,11000000.0,512100000.0,190400000.0,,,-20300000.0,,,,,,55800000.0,,,,,35200000.0,-24200000.0,,,,,,,,,,,,,,340500000.0,,419500000.0,,,,,0.0,,,,,,,,,,-13100000.0,1641900000.0,183333333.0,,,,,50200000.0,-206200000.0,,295100000.0,,,,,,,,138200000.0,0.42,,,,,,,-17400000.0,,,,,,-59000000.0,,,1508400000.0,,,,1362500000.0,82900000.0,,,-27100000.0,,127200000.0,,127200000.0,1696100000.0,,,,456700000.0,,,501300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,309200000.0,,2274100000.0,,-151300000.0,98200000.0,14300000.0,0.0,,,60600000.0,60600000.0,,,510100000.0,,,,,510800000.0,872700000.0,,,,1650900000.0,119300000.0,2800000.0,43200000.0,88300000.0,510800000.0,,-104100000.0,88300000.0,1529000000.0,278800000.0,2274100000.0,,-92700000.0,0.0,88300000.0,1127500000.0,58700000.0,,0.0,,44300000.0,44300000.0,,331700000.0,,158700000.0,475500000.0,45600000.0,,290400000.0,119300000.0,,,,0.0,4100000.0,,,,-20700000.0,,-38700000.0,11600000.0,594800000.0,206900000.0,,-40200000.0,-41900000.0,0.0,554000000.0,206900000.0,,303200000.0,37500000.0,-18100000.0,44300000.0,44300000.0,,26900000.0,-77500000.0,,,,1764000000.0,82400000.0,,,448000000.0,,309200000.0,12300000.0,,183922500.0,331700000.0,,436800000.0,,1096400000.0,,,0.0,,0.0,98200000.0,,1.68,,,-90800000.0,-38200000.0,-5100000.0,1650900000.0,,201600000.0,45600000.0,,1127500000.0,58100000.0,-144800000.0,,303200000.0,,3611500000.0,5261900000.0,26900000.0,510100000.0,,,158000000.0,,,1650400000.0,,,67900000.0,900000.0,-45000000.0,,-144800000.0,,1139600000.0,,-22900000.0,-199300000.0,,1529000000.0,309200000.0,,,1309500000.0,57900000.0,,1.68,-20400000.0,184083333.0,146400000.0,,146400000.0,1764000000.0,,,58700000.0,475500000.0,594800000.0,-122900000.0,448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,2364700000.0,,,144100000.0,29400000.0,0.0,,,,60600000.0,,184750000.0,518400000.0,,,,,,978600000.0,,,,,119300000.0,,,73900000.0,,,,73900000.0,,287500000.0,,,,,73900000.0,1120300000.0,58700000.0,,0.0,,73700000.0,73700000.0,0.4,,,,,,,299200000.0,,,,,0.0,,,,,-15500000.0,,-38400000.0,11700000.0,660800000.0,208700000.0,,,-19400000.0,,,,,,96500000.0,,,,,20900000.0,7100000.0,,,,,,,,,,,,-14300000.0,,397400000.0,,421300000.0,,,,,44300000.0,,,,,,,,,,5100000.0,1674600000.0,184750000.0,,,,,48200000.0,-217100000.0,,309700000.0,,,,,,2300000.0,,133800000.0,0.4,,,,,,,28400000.0,,,,,,-72100000.0,,,1547700000.0,,,,1399900000.0,117100000.0,,,-20600000.0,,122100000.0,,122100000.0,1846300000.0,,,,541500000.0,,,526800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,2399900000.0,,,112100000.0,-13100000.0,0.0,,,,60500000.0,,183636364.0,529600000.0,,,,,,1009000000.0,,,,,119200000.0,,,80800000.0,,,,80800000.0,,290400000.0,,,,,80800000.0,1139600000.0,58700000.0,,0.0,,60500000.0,60500000.0,0.44,,,,,,,302300000.0,,,,,0.0,,,,,-27500000.0,,-40800000.0,11900000.0,680000000.0,212000000.0,,,-15100000.0,,,,,,75300000.0,,,,,22700000.0,-19200000.0,,,,,,,,,,,,-26000000.0,,448700000.0,,435900000.0,,,,,0.0,,,,,,,,,,-6600000.0,1689400000.0,183636364.0,,,,,52800000.0,-224600000.0,,317600000.0,,,,,,-6100000.0,,145500000.0,0.44,,,,,,,8300000.0,,,,,,-81900000.0,,,1562000000.0,,,,1444900000.0,96200000.0,,,-20900000.0,,133600000.0,,133600000.0,1870300000.0,,,,560800000.0,,,542200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,2473600000.0,,,121600000.0,13700000.0,0.0,,,,60200000.0,,181333333.0,548200000.0,,,,,,1024000000.0,,,,,118900000.0,,,81600000.0,,,,81600000.0,,300500000.0,,,,,81600000.0,1188100000.0,58700000.0,,100000.0,,74200000.0,74200000.0,0.45,,,,,,,316100000.0,,,,,0.0,,,,,-34200000.0,,-40600000.0,15600000.0,744600000.0,214100000.0,,,69900000.0,,,,,,10700000.0,,,,,22100000.0,-48500000.0,,,,,,,,,,,,-28400000.0,,504100000.0,,450800000.0,,,,,0.0,,,,,,,,,,2100000.0,1695000000.0,181333333.0,,,,,53200000.0,-234700000.0,,334100000.0,,,,,,8300000.0,,150300000.0,0.45,,,,,,,-61900000.0,,,,,,900000.0,,,1574600000.0,,,,1474800000.0,47000000.0,,,-36300000.0,,134800000.0,,134700000.0,1925400000.0,,,,625700000.0,,,568800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,330100000.0,,2521600000.0,,-160200000.0,119600000.0,-6900000.0,-100000.0,,,110200000.0,110200000.0,,,584000000.0,,,,,545300000.0,940900000.0,,,,1732100000.0,185500000.0,2700000.0,50400000.0,93900000.0,545300000.0,,-114100000.0,93900000.0,1552000000.0,293900000.0,2521600000.0,,-190800000.0,0.0,93900000.0,1233800000.0,75400000.0,,0.0,,67400000.0,67400000.0,,401800000.0,,328000000.0,568400000.0,47000000.0,,305100000.0,185500000.0,,,,0.0,7900000.0,,,,-36900000.0,,-40400000.0,11200000.0,753900000.0,238000000.0,,-94700000.0,-30900000.0,-100000.0,595700000.0,238000000.0,,346000000.0,50300000.0,-23300000.0,67400000.0,67400000.0,,13600000.0,-45800000.0,,,,1937600000.0,44300000.0,,,580800000.0,,330100000.0,13900000.0,-26000000.0,181567500.0,401800000.0,,460000000.0,,1172300000.0,,,0.0,,0.0,119600000.0,,1.82,,,-95200000.0,23100000.0,-23900000.0,1732100000.0,,215200000.0,47000000.0,,1233800000.0,61000000.0,-234800000.0,,346000000.0,,3952500000.0,5720500000.0,13600000.0,584000000.0,-1800000.0,,166100000.0,,,1768000000.0,,,232800000.0,4500000.0,-33700000.0,,-234800000.0,,1222700000.0,,-37700000.0,-58900000.0,,1552000000.0,330100000.0,,,1400900000.0,67700000.0,,1.82,-17400000.0,183100775.0,154900000.0,,154900000.0,1937600000.0,,,75400000.0,568400000.0,753900000.0,-106400000.0,580800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,2597800000.0,,,148400000.0,8600000.0,-100000.0,,,,110300000.0,,178139535.0,586800000.0,,,,,,1013400000.0,,,,,185600000.0,,,76600000.0,,,,76600000.0,,302700000.0,,,,,76600000.0,1236700000.0,75400000.0,,100000.0,,76000000.0,76000000.0,0.42,,,,,85000000.0,,317700000.0,,,,,0.0,,,,,-17900000.0,,-40300000.0,15000000.0,798400000.0,235600000.0,,,-3300000.0,,,,,,9100000.0,,,,,17600000.0,-2900000.0,,,,,,,,,,,,,,379400000.0,,444200000.0,,,,,67400000.0,,,,,,,,,,5100000.0,1762100000.0,182380952.0,,,,,50000000.0,-242800000.0,,351200000.0,,,,,,-15400000.0,,141500000.0,0.43,,,,,,,-45800000.0,,,,,,-5600000.0,,,1582000000.0,,,,1457600000.0,32100000.0,,,-23000000.0,,126600000.0,,126500000.0,2011000000.0,,,,612800000.0,,,594000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,2616400000.0,,,104000000.0,-900000.0,-100000.0,,,,110300000.0,,178085106.0,597500000.0,,,,,,1051300000.0,,,,,185600000.0,,,83700000.0,,,,83700000.0,,306700000.0,,,,,83700000.0,1232700000.0,75400000.0,,-100000.0,,75100000.0,75100000.0,0.46,,,,,85000000.0,,320700000.0,,,,,0.0,,,,,-24700000.0,,-43200000.0,14000000.0,776700000.0,239000000.0,,,11300000.0,,,,,,44300000.0,,,,,19500000.0,4100000.0,,,,,,,,,,,,,,402100000.0,,459200000.0,,,,,0.0,,,,,,,,,,-600000.0,1801200000.0,181956522.0,,,,,54700000.0,-251900000.0,,358500000.0,,,,,,-9400000.0,,152500000.0,0.47,,,,,,,-21200000.0,,,,,,-44600000.0,,,1621100000.0,,,,1510500000.0,68400000.0,,,-24100000.0,,138400000.0,,138500000.0,2018900000.0,,,,591100000.0,,,610400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,2640800000.0,,,120200000.0,-21100000.0,100000.0,,,,159900000.0,,178085106.0,608700000.0,,,,,,1076900000.0,,,,,235400000.0,,,83700000.0,,,,83700000.0,,325600000.0,,,,,83700000.0,1249200000.0,75400000.0,,0.0,,54000000.0,54000000.0,0.47,,,,,20000000.0,,340500000.0,,,,,0.0,,,,,-26000000.0,,-43200000.0,14900000.0,806200000.0,241000000.0,,,4400000.0,,,,,,84600000.0,,,,,19300000.0,-16500000.0,,,,,,,,,,,,-52300000.0,,430600000.0,,478900000.0,,,,,0.0,,,,,,,,,,400000.0,1794300000.0,178085106.0,,,,,54700000.0,-258800000.0,,367700000.0,,,,,,16600000.0,,153300000.0,0.47,,,,,,,-5900000.0,,,,,,-106100000.0,,,1615600000.0,,,,1555800000.0,111000000.0,,,-26400000.0,,138400000.0,,138400000.0,2032100000.0,,,,570800000.0,,,626500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,342400000.0,,2754400000.0,,-169200000.0,115800000.0,18900000.0,100000.0,,,209500000.0,209500000.0,,,660800000.0,,,,,565600000.0,978200000.0,,,,1859500000.0,298600000.0,,58900000.0,98400000.0,565500000.0,,-102800000.0,98400000.0,1680500000.0,326000000.0,2754400000.0,,-142400000.0,0.0,98400000.0,1321600000.0,89000000.0,,200000.0,,72800000.0,72800000.0,,405100000.0,,250600000.0,556900000.0,36000000.0,,341000000.0,298600000.0,,,,0.0,12900000.0,,,,-34200000.0,,-42500000.0,15000000.0,855500000.0,288300000.0,,-76800000.0,-10000000.0,100000.0,624400000.0,288300000.0,,372500000.0,22200000.0,-24000000.0,72800000.0,72800000.0,,12600000.0,-72500000.0,,,,2093600000.0,67400000.0,,,631100000.0,,342400000.0,13800000.0,-11800000.0,179592000.0,405100000.0,,503100000.0,,1261000000.0,,,0.0,,100000.0,115800000.0,,1.91,,,-90400000.0,5500000.0,-28900000.0,1859500000.0,,223200000.0,36000000.0,,1321600000.0,63900000.0,-258600000.0,,372500000.0,,4119800000.0,6005200000.0,12600000.0,660800000.0,,,177100000.0,,,1885400000.0,,,160200000.0,2400000.0,-81400000.0,,-258600000.0,,1319900000.0,,13900000.0,-154300000.0,,1680500000.0,342400000.0,,,1481300000.0,39100000.0,,1.9,-16900000.0,180165000.0,162300000.0,,162100000.0,2093600000.0,,,89000000.0,556900000.0,855500000.0,-87800000.0,631100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,2852000000.0,,,159000000.0,26000000.0,0.0,,,,209400000.0,,177777778.0,661600000.0,,,,,,1070400000.0,,,,,298400000.0,,,80000000.0,,,,80000000.0,,314500000.0,,,,,80000000.0,1315100000.0,89000000.0,,0.0,,98800000.0,98800000.0,0.45,,,,,41000000.0,,330500000.0,,,,,0.0,,,,,-8700000.0,,-43400000.0,16000000.0,910600000.0,288800000.0,,,6900000.0,,,,,,55000000.0,,,,,30000000.0,6500000.0,,,,,,,,,,,,-8800000.0,,412200000.0,,462700000.0,,,,,72800000.0,,,,,,,,,,11300000.0,1892900000.0,177777778.0,,,,,52200000.0,-269100000.0,,372800000.0,,,,,,100000.0,,148200000.0,0.45,,,,,,,-22100000.0,,,,,,-40300000.0,,,1713900000.0,,,,1533100000.0,75000000.0,,,-20000000.0,,132200000.0,,132200000.0,2190400000.0,,,,612200000.0,,,641900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,2873000000.0,,,122900000.0,-34000000.0,0.0,,,,209400000.0,,178958333.0,664600000.0,,,,,,1126400000.0,,,,,298400000.0,,,85900000.0,,,,85900000.0,,335400000.0,,,,,85900000.0,1331400000.0,89000000.0,,0.0,,64800000.0,64800000.0,0.48,,,,,20000000.0,,351000000.0,,,,,0.0,,,,,-26700000.0,,-44800000.0,15600000.0,899200000.0,289300000.0,,,9400000.0,,,,,,41000000.0,,,,,30400000.0,-16300000.0,,,,,,,,,,,,-12000000.0,,457900000.0,,493000000.0,,,,,0.0,,,,,,,,,,-6600000.0,1923400000.0,178958333.0,,,,,56100000.0,-276700000.0,,375300000.0,,,,,,-20800000.0,,157600000.0,0.48,,,,,,,-21500000.0,,,,,,-68400000.0,,,1744700000.0,,,,1619400000.0,61100000.0,,,-20100000.0,,142000000.0,,142000000.0,2208400000.0,,,,600800000.0,,,652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,3183000000.0,,,135200000.0,28300000.0,0.0,,,,260800000.0,,179375000.0,834000000.0,,,,,,1229600000.0,,,,,349800000.0,,,86100000.0,,,,86100000.0,,371900000.0,,,,,86100000.0,1404300000.0,89000000.0,,0.0,,93100000.0,93100000.0,0.48,,,,,164000000.0,,388000000.0,,,,,0.0,,,220300000.0,,-77200000.0,,-44700000.0,16100000.0,1122200000.0,224500000.0,,,-3500000.0,,,,,,5400000.0,,,,,33900000.0,-23300000.0,,,,,,,,,,,,-43300000.0,,473200000.0,,530500000.0,,,,,0.0,,,,,,,,,,2500000.0,2008900000.0,179375000.0,,,,,56400000.0,-299100000.0,,389200000.0,,,,,,,,158600000.0,0.48,,,,,,,-39300000.0,,,,,,20400000.0,,,1829000000.0,,,,1760100000.0,85100000.0,,,-79700000.0,,142500000.0,,142500000.0,2349000000.0,,,,772400000.0,,,688300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,355800000.0,,3600400000.0,,-178000000.0,152600000.0,-8200000.0,100000.0,,,588600000.0,588600000.0,,,917000000.0,,,,,589100000.0,1115800000.0,,,,2053300000.0,683700000.0,,69300000.0,103800000.0,589100000.0,,-325600000.0,103800000.0,1856900000.0,391500000.0,3600400000.0,,53500000.0,0.0,103800000.0,1660200000.0,95000000.0,,-100000.0,,85000000.0,85000000.0,,509500000.0,,284300000.0,818400000.0,156300000.0,,413100000.0,683700000.0,,,,0.0,5700000.0,,344700000.0,344700000.0,-213000000.0,,-45100000.0,21600000.0,1502100000.0,168300000.0,,-76300000.0,-9900000.0,100000.0,658400000.0,168300000.0,,404000000.0,-216300000.0,6100000.0,85000000.0,85000000.0,,30600000.0,-74200000.0,,,,2683400000.0,72800000.0,,,759600000.0,,355800000.0,10400000.0,-12200000.0,179416000.0,509500000.0,,585600000.0,,1413400000.0,,,0.0,,0.0,152600000.0,,1.98,,,-399200000.0,12100000.0,-1100000.0,2053300000.0,,233300000.0,156300000.0,,1660200000.0,68600000.0,-355600000.0,,404000000.0,,4542200000.0,6614000000.0,30600000.0,917000000.0,,,194100000.0,,,2071800000.0,,,-114900000.0,2900000.0,-66000000.0,,-355600000.0,,1482700000.0,,141800000.0,-148900000.0,,1856900000.0,355800000.0,,,1701400000.0,63100000.0,,1.98,-279400000.0,180081000.0,172400000.0,,172500000.0,2683400000.0,,,95000000.0,818400000.0,1502100000.0,-107300000.0,759600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,3867900000.0,,,174400000.0,63800000.0,-100000.0,,,,672100000.0,,179375000.0,1009200000.0,,,,,,1327800000.0,,,,,767000000.0,,,86100000.0,,,,86100000.0,,408400000.0,,,,,86100000.0,1680400000.0,95000000.0,,0.0,,148800000.0,148800000.0,0.48,,,,,259000000.0,,431100000.0,,,,,0.0,,,398700000.0,,-106000000.0,,-44800000.0,22700000.0,1741500000.0,193700000.0,,,4600000.0,,,,,,-35400000.0,,,,,39300000.0,,,,,,,,,,,,,-46700000.0,,541100000.0,,573600000.0,,,,,85000000.0,,,,,,,,,,0.0,2078800000.0,179375000.0,,,,,56400000.0,-369300000.0,,416800000.0,,,,,,-40700000.0,,165200000.0,0.48,,,,,,,,,,,,,99200000.0,,,1896600000.0,,,,1901400000.0,70600000.0,,,-106000000.0,,142500000.0,,142500000.0,2858700000.0,,,,974500000.0,,,786100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,3874200000.0,,,149500000.0,-35500000.0,0.0,,,,666100000.0,,178076923.0,1016400000.0,,,,,,1412700000.0,,,,,761100000.0,,,92600000.0,,,,92600000.0,,436800000.0,,,,,92600000.0,1678800000.0,95000000.0,,0.0,,113200000.0,113200000.0,0.52,,,,,190100000.0,,456900000.0,,,,,0.0,,,402400000.0,,-36200000.0,,-46400000.0,20100000.0,1700400000.0,197100000.0,,,10300000.0,,,,,,79700000.0,,,,,32400000.0,,,,,,,,,,,,,-4400000.0,,599700000.0,,610200000.0,,,,,0.0,,,,,,,,,,0.0,2129200000.0,178076923.0,,,,,60700000.0,-379400000.0,,416900000.0,,,,,,,,173400000.0,0.52,,,,,,,,,,,,,-115300000.0,,,1942400000.0,,,,2022900000.0,115900000.0,,,-36200000.0,,153300000.0,,153300000.0,2857800000.0,,,,939300000.0,,,796300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,3877900000.0,,,151300000.0,-36800000.0,0.0,,,,674600000.0,,177647059.0,1020500000.0,,,,,,1454300000.0,,,,,769600000.0,,,90600000.0,,,,90600000.0,,453100000.0,,,,,90600000.0,1698100000.0,95000000.0,,0.0,,76500000.0,76500000.0,0.51,,,,,157900000.0,,477900000.0,,,,,76500000.0,,,412900000.0,,-33100000.0,,-46900000.0,24800000.0,1691100000.0,193300000.0,,,2100000.0,,,,,,89500000.0,,,,,41200000.0,,,,,,,,,,,,,-37700000.0,,612300000.0,,627900000.0,,,3500000.0,,0.0,177800000.0,,,,,,,,,0.0,2137300000.0,177647059.0,,,,,59400000.0,-391700000.0,,414300000.0,,,,,,,,174800000.0,0.51,,,,,,,5700000.0,,,,,,-126200000.0,,,1956000000.0,,,,2082200000.0,122600000.0,,,-33100000.0,,150000000.0,,150000000.0,2857400000.0,,,,921500000.0,,,806000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,377600000.0,,3929700000.0,,-184200000.0,201900000.0,-30700000.0,0.0,,,702400000.0,702400000.0,,,1034500000.0,,,,,628000000.0,1302800000.0,,,,2177500000.0,789900000.0,,90000000.0,108300000.0,628000000.0,,-162500000.0,108300000.0,2007100000.0,467800000.0,3929700000.0,,-243000000.0,45700000.0,108300000.0,1771800000.0,87500000.0,,0.0,,45700000.0,45700000.0,,581000000.0,,366200000.0,916000000.0,133100000.0,,490200000.0,789900000.0,,,,45700000.0,6500000.0,,440300000.0,440300000.0,12800000.0,,-46100000.0,22400000.0,1705900000.0,180700000.0,,-111100000.0,-20500000.0,0.0,718000000.0,180700000.0,-6900000.0,413500000.0,54800000.0,4800000.0,45700000.0,45700000.0,,71000000.0,,,,,2895200000.0,85000000.0,,,816500000.0,,377600000.0,12300000.0,-22300000.0,178746000.0,581000000.0,,672400000.0,,1766100000.0,-6900000.0,,76500000.0,177300000.0,0.0,201900000.0,,2.11,,,-177600000.0,-39200000.0,4800000.0,2177500000.0,,250400000.0,133100000.0,,1771800000.0,73900000.0,-403000000.0,,413500000.0,177300000.0,5497600000.0,7981700000.0,71000000.0,1034500000.0,,,204600000.0,,,2484100000.0,,,188600000.0,-3500000.0,-87500000.0,,-403000000.0,,1856100000.0,,-100700000.0,-116300000.0,,2007100000.0,377600000.0,,,1975200000.0,57100000.0,,2.11,-2300000.0,179238000.0,182200000.0,,182200000.0,2895200000.0,,,87500000.0,916000000.0,1705900000.0,-28700000.0,816500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,4063995000.0,,,195171000.0,34724000.0,0.0,,,,723995000.0,,176774000.0,1076693000.0,,,,,,1466226000.0,,,,,820926000.0,,,91729000.0,,,,91729000.0,,435225000.0,,,,,91729000.0,1743235000.0,96931000.0,,0.0,,80459000.0,80459000.0,0.52,,,,,168345000.0,,459049000.0,,,,,80459000.0,,,436957000.0,,-49381000.0,,-45489000.0,23824000.0,1810505000.0,228644000.0,,,0.0,,,,,,75157000.0,,,,,55532000.0,,,,,,,,,,,,,-22326000.0,,626063000.0,,611778000.0,,,-10386000.0,,45735000.0,176857000.0,,,,,,,,,0.0,2209132000.0,177074000.0,,,,,61000000.0,-409648000.0,,411092000.0,,,,,,,,176553000.0,0.52,,,,,,,-22923000.0,,,,,,-10949000.0,,,2042661000.0,,,,2078004000.0,95054000.0,,,-19897000.0,,152729000.0,,152729000.0,2987302000.0,,,,989579000.0,,,820740000.0,,,,,,,,,,,,,,,,,,,,,,,,,
