date,trailingGrossProfit,trailingOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualDilutedEPS,annualEbitda,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,annualInvestingCashFlow,annualDeferredIncomeTax,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyBasicEPS,annualPurchaseOfInvestment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,quarterlyBasicAverageShares,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,annualBasicEPS,quarterlyCostOfRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualIncomeTaxPayable,trailingCashDividendsPaid,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1995-12-31,,,47000000.0,1237300000.0,304800000.0,171500000.0,453100000.0,800000.0,,916700000.0,916700000.0,16400000.0,,,,53700000.0,304800000.0,-0.275,139600000.0,400000.0,16400000.0,16400000.0,0.0,1400000.0,437000000.0,,,7600000.0,70800000.0,,17000000.0,44727273.0,,5100000.0,15800000.0,-13000000.0,-132200000.0,-19200000.0,129900000.0,,26800000.0,,,42600000.0,,,-115000000.0,-21600000.0,,-75400000.0,,5100000.0,437000000.0,39500000.0,106200000.0,,,-132200000.0,,,,,-8600000.0,,200000.0,,,173500000.0,173500000.0,,,44727273.0,-37200000,-10400000.0,,,,57600000.0,-12900000.0,,,,,65500000.0,,,,,1432000000.0,,106200000.0,67200000.0,,2900000.0,1075100000.0,,186900000.0,-28400000.0,599900000.0,151200000.0,,350500000.0,20300000.0,,100000.0,1425600000.0,0.0,1075100000.0,,,-81800000.0,-600000.0,,,104200000.0,403400000,-39600000.0,,16400000.0,1237300000.0,,,,-57500000,70800000.0,1425600000.0,,,-12300000.0,3100000.0,1837200000.0,400000.0,-474700000.0,385900000.0,-4000000.0,,,,978900000.0,50200000.0,400000,400000.0,,,,104200000.0,,,411600000.0,129900000.0,313500000.0,599900000.0,-5400000.0,940100000.0,15800000.0,-0.275,289400000.0,,-12300000.0,,,350500000.0,-600000.0,411600000.0,0.0,-32000000.0,1837200000.0,7100000.0,72400000.0,-39600000.0,,,,700000.0,,,75300000.0,,,,5100000.0,53700000.0,114000000.0,940100000.0,,,,,,,,,,,,,
1996-03-31,,,,,,86300000.0,,11800000.0,,906400000.0,,,,,,,301900000.0,,,5900000.0,15700000.0,15700000.0,16400000.0,,,,,-14900000.0,72900000.0,,16700000.0,,,,15800000.0,-2100000.0,-132200000.0,-1800000.0,,,,,,19200000.0,,,,,,,,,434100000.0,-6600000.0,109000000.0,,,,,,,,-700000.0,,,,,169200000.0,,,,,48600000,,,,,,,,,,,,0.125,,,,,47200000.0,,,,,,,,,612100000.0,65500000.0,,351100000.0,20800000.0,,,,,1067600000.0,,,,5300000.0,,,,403900000,,,,1224100000.0,,,,27800000,,1418700000.0,,,,,1836200000.0,5900000.0,,,,,,,,4300000.0,5900000,5900000.0,0.125,,,82200000.0,,47200000.0,,129300000.0,,,,,,,289800000.0,,,,,,,417500000.0,0.0,-18100000.0,,,,-3200000.0,,,,-9700000.0,,,700000.0,,,,,63600000.0,114100000.0,938300000.0,,,,,,,,,,,,,
1996-06-30,,,,,,103500000.0,,-19700000.0,,890700000.0,,,,,,,297300000.0,,,-5500000.0,24600000.0,24600000.0,0.0,,,,,-19000000.0,1073000000.0,,17000000.0,,,,15600000.0,-3300000.0,-132200000.0,68100000.0,,,,,,-40200000.0,,,,,,,,,429500000.0,-76900000.0,72300000.0,,,,,,,,8900000.0,,,,,163200000.0,,,,,41700000,,,,,,,,,,,,-0.3,,,,,47333333.0,,,,,,,,,632800000.0,81900000.0,,1308500000.0,21600000.0,,,,,124600000.0,,,,-8900000.0,,,,410000000,,,,1203600000.0,,,,20100000,,1433100000.0,,,,,1836400000.0,-14200000.0,,,,,,,,-59200000.0,-14200000,-14200000.0,-0.3,,,84000000.0,,47333333.0,,115100000.0,,,,,,,286400000.0,,,,,,,403300000.0,0.0,-19000000.0,,,,0.0,,,,8200000.0,,,-22800000.0,,,,,53900000.0,123600000.0,9500000.0,,,,,,,,,,,,,
1996-09-30,,,,,,96500000.0,,-182500000.0,,885100000.0,,,,,,,289300000.0,,,-36100000.0,28200000.0,28200000.0,0.0,,,,,-12400000.0,1092300000.0,,17700000.0,,,,18300000.0,-4000000.0,-132200000.0,15200000.0,,,,,,3400000.0,,,,,,,,,421500000.0,-33200000.0,74200000.0,,-21400000.0,,,,,,3600000.0,,,,,345000000.0,,,,,40500000,,,,,,,,,,,,-2.975,,,,,49210084.0,,,,,,,,,715700000.0,75600000.0,,1511500000.0,20900000.0,,,,,140000000.0,,,,-155300000.0,,,,402600000,,,,1192700000.0,,,,19600000,,1651500000.0,,,,,1908400000.0,-146400000.0,,,,,,,,-9000000.0,-146400000,-146400000.0,-2.975,,,147300000.0,,49210084.0,,130200000.0,,,,,,,286500000.0,,,,,,,256900000.0,0.0,-15000000.0,,,,-2600000.0,,,,8000000.0,,,-184400000.0,,,,,45800000.0,116100000.0,9800000.0,,,,,,,,,,,,,
1996-12-31,,,-186800000.0,1195500000.0,282900000.0,288200000.0,478700000.0,2100000.0,,891100000.0,891100000.0,29300000.0,,,,44300000.0,282900000.0,-3.125,-11300000.0,900000.0,29300000.0,29300000.0,0.0,-20800000.0,457600000.0,,,-7800000.0,18700000.0,,20300000.0,49120000.0,,8000000.0,21500000.0,-1000000.0,-174700000.0,177300000.0,144500000.0,,16400000.0,,,-169200000.0,,,-59100000.0,30300000.0,,-54100000.0,,,457600000.0,-254100000.0,65700000.0,,57700000.0,-174700000.0,,,,,1100000.0,,,,,168400000.0,168400000.0,,,49120000.0,-142100000,12900000.0,,,,258800000.0,-10400000.0,,,,,71700000.0,,,,,1607700000.0,,65700000.0,-95800000.0,,,1406100000.0,,,-240900000.0,721500000.0,267000000.0,,252800000.0,21200000.0,,,1658900000.0,0.0,1406100000.0,,,-370800000.0,-154100000.0,,,142300000.0,391200000,-5000000.0,,29300000.0,1195500000.0,,,,-163300000,18700000.0,1658900000.0,,,-153500000.0,-188300000.0,1917000000.0,1200000.0,,574500000.0,-153500000.0,,,,1129000000.0,-177000000.0,1200000,1200000.0,,,,142300000.0,,,258100000.0,144500000.0,490000000.0,721500000.0,-7500000.0,1261600000.0,21500000.0,-3.125,266300000.0,,-153500000.0,,,252800000.0,-154100000.0,258100000.0,0.0,-7000000.0,1917000000.0,-34800000.0,84500000.0,800000.0,,,,1500000.0,,,185700000.0,,,,,44300000.0,124900000.0,1261600000.0,,,,,,,,,,,,,
1997-03-31,,,,,,100800000.0,,5900000.0,,882100000.0,,,,,,,272000000.0,,,3500000.0,29500000.0,29500000.0,29300000.0,,,,,-3100000.0,318300000.0,,22700000.0,,,,25800000.0,-1400000.0,-174700000.0,-7100000.0,,,,,,10400000.0,,,,,,,,,446700000.0,-20000000.0,64100000.0,,2000000.0,,,,,,200000.0,,,,,169900000.0,,,,,49700000,,,,,,,,,,,,0.05,,,,,48000000.0,,,,,,,,,732000000.0,78900000.0,,552300000.0,21900000.0,,,,,1099100000.0,,,,-151700000.0,,,,391500000,,,,1179900000.0,,,,27800000,,1651400000.0,,,,,1911900000.0,2400000.0,,,,,,,,7300000.0,2400000,2400000.0,0.05,,,140200000.0,,48000000.0,,142800000.0,,,,,,,262900000.0,,,,,,,260500000.0,0.0,-3100000.0,,,,0.0,,,,1200000.0,,,800000.0,,,,,43100000.0,128600000.0,956300000.0,,,,,,,,,,,,,
1997-06-30,,,,,,101200000.0,,10200000.0,,874100000.0,,,487800000.0,,,,260400000.0,,,6100000.0,30800000.0,30800000.0,0.0,,,,,-4700000.0,,,21300000.0,,,,25800000.0,-400000.0,-174700000.0,-58000000.0,,,,,,64000000.0,,,,,,,,,435100000.0,37100000.0,52600000.0,,5400000.0,,,,,,1300000.0,,,,,159700000.0,,,,,52800000,,,,,,,,,,,,0.05,,,,,58000000.0,,,,,,,,,673700000.0,79300000.0,,212300000.0,21900000.0,,,,,868900000.0,,,,-149000000.0,,,,389600000,,,,1160300000.0,,,,30900000,,1081200000.0,,,,,1834000000.0,2900000.0,,,,,,,,59300000.0,4100000,4100000.0,0.05,,,83900000.0,,58000000.0,,140300000.0,,,,,,,257500000.0,,,,,,,752800000.0,0.0,-4700000.0,,,,0.0,,,,2100000.0,,,600000.0,,,,,40900000.0,132100000.0,728600000.0,,,,,,,,,,,,,
1997-09-30,,,,,,100500000.0,,13400000.0,,867500000.0,,,495200000.0,,,,253900000.0,,,8000000.0,21100000.0,21100000.0,0.0,,,,,-7000000.0,,,13800000.0,,,,25500000.0,-2700000.0,-195700000.0,-22700000.0,,,,,,20000000.0,,,,,,,,,449600000.0,16200000.0,42800000.0,,2400000.0,,,,,,-9700000.0,,100000.0,,,151000000.0,,,,,47800000,,,,,,,,,,,,-0.125,,,,,52800000.0,,,,,,,,,655200000.0,79400000.0,,193800000.0,21100000.0,,,,,854800000.0,,,,-155700000.0,,,,376500000,,,,1146900000.0,,,,26700000,,1048600000.0,,,,,1802100000.0,-6600000.0,,,,,,,,13000000.0,5400000,5400000.0,-0.125,,,82100000.0,,52800000.0,,141300000.0,,,,,,,249300000.0,,,,,,,753500000.0,0.0,-7000000.0,,,,0.0,,,,2400000.0,,,500000.0,,,,,38600000.0,127200000.0,713500000.0,,,,,,,,,,,,,
1997-12-31,,,144400000.0,1130900000.0,254900000.0,284100000.0,494700000.0,-190800000.0,,851300000.0,851300000.0,23300000.0,500900000.0,,,36000000.0,254900000.0,-2.65,-5200000.0,-72100000.0,23300000.0,23300000.0,0.0,2400000.0,459800000.0,,,-19700000.0,,,14000000.0,49169811.0,,8300000.0,24700000.0,-5300000.0,-204900000.0,-29700000.0,142300000.0,,29300000.0,,,50000000.0,,,-32900000.0,-43000000.0,,-34500000.0,,,459800000.0,168900000.0,55900000.0,,-52800000.0,-204900000.0,,,,,2200000.0,,100000.0,,,140700000.0,140700000.0,,,56000000.0,-155400000,-6000000.0,,,,-117500000.0,-9800000.0,,,,,71700000.0,,,500900000.0,,1519000000.0,,55900000.0,-92000000.0,,,831900000.0,,488700000.0,109900000.0,527600000.0,262200000.0,,196600000.0,21900000.0,,-4500000.0,1028500000.0,0.0,831900000.0,,,202200000.0,-284900000.0,,,137700000.0,361400000,0.0,,23300000.0,1130900000.0,,,,-177300000,,1028500000.0,,,-106900000.0,-161300000.0,1658500000.0,-128900000.0,-9700000.0,586700000.0,-106900000.0,,,,1024300000.0,30300000.0,-118700000,-118700000.0,,,,137700000.0,,,630000000.0,142300000.0,499900000.0,527600000.0,,689600000.0,24700000.0,-2.65,254600000.0,,-130300000.0,,,196600000.0,-284900000.0,630000000.0,0.0,-18100000.0,1658500000.0,-54400000.0,86800000.0,0.0,,,,2600000.0,,,500000.0,,,,,36000000.0,106800000.0,689600000.0,,,,,,,,,,,,,
1998-03-31,,,,,,101600000.0,,18800000.0,,838400000.0,,,507400000.0,,,,257800000.0,,,9500000.0,18700000.0,18700000.0,23300000.0,,,,,-17100000.0,11600000.0,,12900000.0,,,,15500000.0,-1400000.0,-217300000.0,-34400000.0,,,,,,27900000.0,,,,,,,,,475100000.0,-100000.0,59800000.0,,1500000.0,,,,,,-4600000.0,,1600000.0,,,137200000.0,,,,,50700000,,,,,,,,,,,,-0.025,,,,,49802800.0,,,,,,,,,522900000.0,80300000.0,,208600000.0,21300000.0,,-4600000.0,,,789800000.0,,,,-286800000.0,,,,373000000,,,,1111700000.0,,,,29400000,,998400000.0,,,,,1634600000.0,-1700000.0,,,,,,,,10800000.0,9300000,9300000.0,-0.025,,,131800000.0,,49802800.0,,142300000.0,,,,,,,242000000.0,,,,,,,636200000.0,0.0,1900000.0,,,,8000000.0,,,,5600000.0,,,2100000.0,,,,,30200000.0,131000000.0,647500000.0,,,,,,,,,,,,,
1998-06-30,,,,,,104800000.0,,25400000.0,,832800000.0,,,514300000.0,,,,254700000.0,,,12600000.0,15500000.0,15500000.0,0.0,,,,,-22000000.0,23200000.0,,12100000.0,,,,25300000.0,-4600000.0,-229800000.0,-20100000.0,,,,,,37600000.0,,,,,,,,,484500000.0,-8500000.0,51200000.0,,13500000.0,,,,,,-3200000.0,,-100000.0,,,145600000.0,,,,,58800000,,,,,,,,,,,,0.025,,,,,52000000.0,,,,,,,,,456500000.0,83400000.0,,220000000.0,21400000.0,,-4600000.0,,,704900000.0,,,,-285500000.0,,,,386100000,,,,1112800000.0,,,,37400000,,924900000.0,,,,,1569300000.0,1300000.0,,,,,,,,15600000.0,12800000,12800000.0,0.025,,,54900000.0,,52000000.0,,79400000.0,,,,,,,243900000.0,,,,,,,644400000.0,0.0,-20700000.0,,,,0.0,,,,400000.0,,,100000.0,,,,,29900000.0,142200000.0,625500000.0,,,,,,,,,,,,,
1998-09-30,,,,,,106200000.0,,22300000.0,,843700000.0,,,521000000.0,,,,253000000.0,,,10900000.0,11600000.0,11600000.0,0.0,,,,,-24700000.0,34800000.0,,12300000.0,,,,28000000.0,-500000.0,-236800000.0,-3700000.0,,,,,,24400000.0,,,,,,,,,489800000.0,-44400000.0,48800000.0,,40300000.0,,,,,,-3900000.0,,1400000.0,,,131600000.0,,,,,54500000,,,,,,,,,,,,0.005987,,,,,50106000.0,,,,,,,,,470400000.0,86000000.0,,215200000.0,20200000.0,,-4600000.0,,,729200000.0,,,,-285400000.0,,,,398300000,,,,1124700000.0,,,,34300000,,944400000.0,,,,,1595100000.0,300000.0,,,,,,,,-300000.0,11400000,11400000.0,0.005987,,,54100000.0,,50106000.0,,116400000.0,,,,,,,257800000.0,,,,,,,650700000.0,0.0,-24600000.0,,,,12400000.0,,,,1100000.0,,,300000.0,,,,,28800000.0,140500000.0,612800000.0,,,,,,,,,,,,,
1998-12-31,,,125100000.0,1121800000.0,259100000.0,176600000.0,616800000.0,14900000.0,,836200000.0,836200000.0,22700000.0,526800000.0,,,30700000.0,259100000.0,0.5,211800000.0,-20400000.0,22700000.0,22700000.0,0.0,2600000.0,433800000.0,,,-18600000.0,72500000.0,,11500000.0,50400000.0,,5200000.0,26500000.0,-300000.0,-174700000.0,-5700000.0,132800000.0,,23300000.0,,,35200000.0,,,-61800000.0,30600000.0,,-82400000.0,,,433800000.0,3200000.0,50200000.0,,-24700000.0,-174700000.0,,,,,11100000.0,,0.0,,,128700000.0,128700000.0,,,50400000.0,47900000,-600000.0,,,,-63900000.0,-6800000.0,,,,,48700000.0,,,526800000.0,,1612600000.0,,50200000.0,127600000.0,,-5200000.0,708300000.0,,2900000.0,42700000.0,519100000.0,155300000.0,,251400000.0,21300000.0,,-4700000.0,959700000.0,0.0,708300000.0,,,-49800000.0,-260500000.0,,,90300000.0,455200000,8000000.0,,22700000.0,1121800000.0,,,,26600000,72500000.0,959700000.0,,,68800000.0,81500000.0,1640900000.0,25100000.0,-18500000.0,489200000.0,68800000.0,,,,995800000.0,16600000.0,35300000,35300000.0,,,,90300000.0,,,681200000.0,132800000.0,405000000.0,519100000.0,-7400000.0,575500000.0,26500000.0,0.5,252000000.0,,25200000.0,,,251400000.0,-260500000.0,681200000.0,0.0,-18400000.0,1640900000.0,12700000.0,84200000.0,-12400000.0,,,,-1900000.0,,,-200000.0,,,,,30700000.0,203200000.0,575500000.0,,,,,,,,,,,,,
1999-03-31,,,,,,130300000.0,,22800000.0,,827400000.0,,,533300000.0,,,,260500000.0,,,8700000.0,16300000.0,16300000.0,22700000.0,,,,,-15500000.0,83300000.0,,10500000.0,,,,24900000.0,-800000.0,-241100000.0,-16100000.0,,,,,,25100000.0,,,,,,,,,501600000.0,-7400000.0,43400000.0,,-4000000.0,,,,,,-6400000.0,,1300000.0,,,139200000.0,,,,,55600000,,,,,,,,,,,,0.05,,,,,62000000.0,,,,,,,,,525600000.0,109100000.0,,265900000.0,21200000.0,,-4600000.0,,,681100000.0,,,,-257600000.0,,,,417900000,,,,1112800000.0,,,,34400000,,947000000.0,,,,,1638400000.0,3100000.0,,,,,,,,9600000.0,14100000,14100000.0,0.05,,,95300000.0,,62000000.0,,128400000.0,,,,,,,253200000.0,,,,,,,691400000.0,0.0,-15400000.0,,,,0.0,,,,300000.0,,,-1100000.0,,,,,30400000.0,164700000.0,552700000.0,,,,,,,,,,,,,
1999-06-30,,,,,,135800000.0,,32000000.0,,819800000.0,,,541500000.0,,,,267900000.0,,,12200000.0,16900000.0,16900000.0,0.0,,,,,-21400000.0,66800000.0,,10300000.0,,,,26500000.0,-7900000.0,-246500000.0,-29200000.0,,,,,,50800000.0,,,,,,,,,514400000.0,8400000.0,47900000.0,,1100000.0,,,,,,600000.0,-1400000.0,0.0,,,134700000.0,,,,,63500000,,,,,,,,,,,,0.15,,,,,48666667.0,,,,,,,,,513000000.0,114400000.0,,249400000.0,21400000.0,,-4700000.0,,,671200000.0,,,,-250500000.0,,,,429500000,,,,1114200000.0,,,,42100000,,920600000.0,,,,,1627200000.0,7300000.0,,,,,,,,29400000.0,19800000,19800000.0,0.15,,,91400000.0,,48666667.0,,118500000.0,,,,,,,251600000.0,,,,,,,706600000.0,16900000.0,-20800000.0,,,,0.0,,,,2200000.0,,,200000.0,,,,,28200000.0,177900000.0,552700000.0,,,,,,,,,,,,,
1999-09-30,,,,,,136000000.0,,27800000.0,,812600000.0,,,551300000.0,,,,272200000.0,,,10600000.0,19700000.0,19700000.0,16900000.0,,,,,-16700000.0,77900000.0,,10400000.0,,,,25700000.0,0.0,-250000000.0,-33400000.0,,,,,,53000000.0,,,,,,,,,522200000.0,16600000.0,38100000.0,,-1100000.0,,,,,,2800000.0,-5900000.0,2500000.0,,,144500000.0,,,,,60500000,,,,,,,,,,,,0.075,,,,,57333333.0,,,,,,,,,501500000.0,115600000.0,,260500000.0,20400000.0,,-4600000.0,,,628600000.0,,,,-246400000.0,,,,428600000,,,,1110500000.0,,,,40100000,,889100000.0,,,,,1612000000.0,4300000.0,,,,,,,,36300000.0,17200000,17200000.0,0.075,,,94700000.0,,57333333.0,,117500000.0,,,,,,,252500000.0,,,,,,,722900000.0,19700000.0,-16700000.0,,,,0.0,,,,1900000.0,,,-1900000.0,,,,,26400000.0,176100000.0,511100000.0,,,,,,,,,,,,,
1999-12-31,,,180500000.0,1090700000.0,273200000.0,130500000.0,682400000.0,22900000.0,,803900000.0,803900000.0,40300000.0,560000000.0,,,29100000.0,273200000.0,0.3,234200000.0,8700000.0,40300000.0,40300000.0,19700000.0,-2600000.0,527100000.0,,,-15800000.0,95000000.0,,10400000.0,52666667.0,,1600000.0,13600000.0,8700000.0,-253900000.0,-7100000.0,127600000.0,,22700000.0,,,51600000.0,,,-77000000.0,37000000.0,,-69400000.0,,,527100000.0,-30300000.0,43600000.0,,41000000.0,-253900000.0,,,,,20600000.0,-4200000.0,0.0,,,107000000.0,107000000.0,,,53818182.0,54600000,17600000.0,,,,-85800000.0,0.0,,,,,41600000.0,,,560000000.0,,1698700000.0,,43600000.0,149700000.0,,,610400000.0,,3800000.0,111100000.0,499500000.0,109000000.0,,245600000.0,21500000.0,,-4600000.0,856000000.0,40300000.0,610400000.0,,,-12700000.0,-245500000.0,,,82100000.0,422700000,-8700000.0,,40300000.0,1090700000.0,,,,33100000,95000000.0,856000000.0,,,65400000.0,105500000.0,1590200000.0,1000000.0,-18500000.0,532700000.0,65400000.0,,,-4200000.0,1016300000.0,35800000.0,14200000,14200000.0,,,,82100000.0,,,734200000.0,127600000.0,448200000.0,499500000.0,,482800000.0,13600000.0,0.3,259100000.0,,15800000.0,,,245600000.0,-245500000.0,734200000.0,40300000.0,-24100000.0,1590200000.0,40100000.0,84500000.0,-8700000.0,,,,-2800000.0,,,200000.0,,,,,29100000.0,163600000.0,482800000.0,,,,,,,,,,,,,
2000-03-31,,,,,,139900000.0,,47600000.0,,801600000.0,,,570200000.0,,,,271400000.0,,,21900000.0,40900000.0,40900000.0,40300000.0,,,,,-10800000.0,99000000.0,,9900000.0,,,,13200000.0,0.0,-264900000.0,-32500000.0,,,,,,48500000.0,,,,,,,,,536300000.0,-2200000.0,45300000.0,,3100000.0,,,,,,600000.0,-6300000.0,1300000.0,,,120400000.0,,,,,78900000,,,,,,,,,,,,0.2125,,,,,51764706.0,,,,,,,,,513700000.0,118400000.0,,264700000.0,21500000.0,,-4600000.0,,,578700000.0,,,,-234700000.0,,,,462700000,,,,1086200000.0,,,,57400000,,843400000.0,,,,,1599900000.0,11000000.0,,,,,,,,37700000.0,25700000,25700000.0,0.1875,,,78400000.0,,58666667.0,,129000000.0,,,,,,,265400000.0,,,,,,,756500000.0,40900000.0,-15200000.0,,,,0.0,,,,3000000.0,,,100000.0,,,,,26200000.0,197300000.0,449700000.0,,,,,,,,,,,,,
2000-06-30,,,,,,145000000.0,,60600000.0,,813700000.0,,,447800000.0,,,,272400000.0,,,27900000.0,59200000.0,59200000.0,40900000.0,,,,,-15300000.0,110000000.0,,9300000.0,,,,18200000.0,0.0,-255000000.0,-24500000.0,,,,,,81400000.0,,,,,,,,,527400000.0,29100000.0,51000000.0,,-3700000.0,,,,,,18300000.0,-7500000.0,2700000.0,,,135400000.0,,,,,94200000,,,,,,,,,,,,0.2425,,,,,54020619.0,,,,,,,,,529000000.0,122100000.0,,296400000.0,22900000.0,,-4900000.0,,,547500000.0,,,,-221700000.0,,,,482400000,,,,1104300000.0,,,,71300000,,843900000.0,,,,,1633300000.0,13100000.0,,,,,,,,66100000.0,32700000,32700000.0,0.235,,,66500000.0,,55744681.0,,127500000.0,,,,,,,266100000.0,,,,,,,789400000.0,59200000.0,-38600000.0,,,,0.0,,372700000.0,,-3900000.0,,,-1400000.0,,,,,30600000.0,216300000.0,420000000.0,,,,,,,,,,,,,
2000-09-30,,,,,,142600000.0,,60700000.0,,806700000.0,,,3500000.0,,,,271500000.0,,,27900000.0,15300000.0,15300000.0,59200000.0,,,,,-13600000.0,121000000.0,,9500000.0,,,,77400000.0,-900000.0,-254200000.0,-17700000.0,,,,,,47700000.0,,,,,,,,,525700000.0,-12600000.0,57100000.0,,10600000.0,,,,,,-43900000.0,-11900000.0,5500000.0,,,112400000.0,,,,,93200000,,,,,,,,,,,,0.245,,,,,133877551.0,,,,,,,,,484200000.0,118700000.0,,290500000.0,23500000.0,,0.0,,,515300000.0,,,,-188900000.0,,,,488100000,,,,1155600000.0,,,,69300000,,805800000.0,,,,,1639800000.0,32800000.0,,,,,,,,34100000.0,32800000,32800000.0,0.235,,,58400000.0,,139574468.0,,128600000.0,,,,,,,276200000.0,,,,,,,834000000.0,15300000.0,-73600000.0,,,,0.0,,378100000.0,,-1800000.0,,,900000.0,,,,,32400000.0,211900000.0,386700000.0,,,,,,,,,,,,,
