date,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyNetPPE,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentLiabilities,trailingChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,annualCapitalStock,quarterlyCurrentDebt,annualBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyInterestExpense,trailingOtherIncomeExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,annualOtherIntangibleAssets,annualNetPPE,quarterlyOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyBasicEPS,trailingPurchaseOfBusiness,trailingCashDividendsPaid,quarterlyPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,annualGoodwill,trailingPretaxIncome,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedEPS,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,annualPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualCapitalExpenditure,trailingGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualInvestingCashFlow,quarterlyCapitalStock,annualRepaymentOfDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingTotalRevenue,annualOperatingIncome,trailingStockBasedCompensation,quarterlyAccountsPayable,trailingInterestExpense,annualEndCashPosition,trailingTaxProvision,quarterlyInvestingCashFlow,trailingEndCashPosition,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentDeferredRevenue,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,annualTotalRevenue,annualCostOfRevenue,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualFreeCashFlow,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualAccumulatedDepreciation,annualCommonStockIssuance,quarterlyRetainedEarnings,annualOperatingExpense,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualDilutedAverageShares,annualDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentAssets,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCashDividendsPaid,quarterlyGrossProfit,annualSellingGeneralAndAdministration,annualBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualDepreciationAndAmortization,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyRepaymentOfDebt,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingBasicEPS
1988-12-31,,,32800000.0,15700000.0,,,15700000.0,,26900000.0,,1200000.0,-29200000.0,,,5400000.0,1.21,,,,,,,,,,,8900000.0,20500000.0,,8900000.0,32800000.0,,77600000.0,20400000.0,,0.0,10100000.0,,,21500000.0,,,,,1200000.0,,,,21500000.0,,,,62000000.0,1.21,,,5100000.0,,,,18900000.0,,51800000.0,,,121100000.0,,,,,,,3500000.0,0.0,,,,,20500000.0,20500000.0,,,15900000.0,,,,0.0,,,,,7200000.0,,,,-109900000.0,,,,20500000.0,,11700000.0,168700000.0,91100000.0,,,,0.0,,5400000.0,,,-29200000.0,,75900000.0,61700000.0,69300000.0,38200000.0,,,,,9669421.0,,38200000.0,,,,10100000.0,11300000.0,,,,,,-109900000.0,42900000.0,69300000.0,,,62000000.0,26900000.0,,,,,,121100000.0,3100000.0,11700000.0,,,11700000.0,5000000.0,75900000.0,5100000.0,,0.0,,,,,,,,57200000.0,9669421.0,,2800000.0,,51800000.0,3100000.0,,,82900000.0,,5000000.0,11300000.0,82900000.0,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,9655000.0,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44200000.0,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9655000.0,44200000.0,44200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,1800000.0,32600000.0,,,,16200000.0,1000000.0,,,2100000.0,-30100000.0,,,6200000.0,,,,,,,,15500000.0,,9428571.0,,,,,,,,,,,,18300000.0,,,10200000.0,0.35,,,5100000.0,,,,,,,,,,,,,,,,,,,50900000.0,,,119800000.0,,,,,,,,,,,,,11200000.0,11200000.0,,,,,10200000.0,,,,,,,,,,,4200000.0,,0.35,,,,,,,,,,,,,3300000.0,,,,80600000.0,,68900000.0,,,,,,,,37700000.0,,,,,,,,,,9428571.0,4200000.0,45300000.0,,,,62700000.0,26600000.0,,,,,,,9000000.0,,,,,5000000.0,,4000000.0,,,,25600000.0,,,,,19700000.0,,,,3300000.0,3300000.0,,,,15500000.0,81100000.0,,,11100000.0,,,,,,,,,,,,,,,,,,,
1989-09-30,,1500000.0,33300000.0,,,,15800000.0,1300000.0,,,2100000.0,-30400000.0,,,6100000.0,,,,,,,,16400000.0,0.0,9393939.0,,,,,,,5100000.0,,,-1300000.0,,18800000.0,-1600000.0,,12300000.0,0.33,,,4600000.0,,,,,,,,,,,3500000.0,2500000.0,,,300000.0,,,,52100000.0,,,123400000.0,,,,,,0.0,,,,,,,13700000.0,13700000.0,,,,,9100000.0,,,,-1400000.0,,,,,,,3400000.0,,0.33,,,,,,,-1000000.0,,,,0.0,,3100000.0,,,,82700000.0,,71300000.0,,-200000.0,,,,,,38900000.0,,,,,,,,,,9393939.0,3400000.0,46100000.0,,,,63700000.0,27500000.0,,,,2000000.0,,,8500000.0,,-100000.0,,,5000000.0,,4300000.0,,,,26300000.0,,,,,19800000.0,,,,3100000.0,3100000.0,,,,16400000.0,83400000.0,,,11400000.0,,,,,,,,,,,,,,,,,,,
1989-12-31,,1500000.0,36500000.0,16600000.0,-6300000.0,-900000.0,16600000.0,1500000.0,27900000.0,,1700000.0,-32500000.0,,,5300000.0,1.35,,,,,,,21300000.0,-200000.0,,,8600000.0,17500000.0,2100000.0,8600000.0,36500000.0,6000000.0,83300000.0,20000000.0,-1100000.0,14300000.0,10900000.0,-3000000.0,,11400000.0,,,,4600000.0,1700000.0,,,,11400000.0,,800000.0,3700000.0,69000000.0,1.35,3000000.0,3800000.0,4500000.0,,300000.0,,19600000.0,,56000000.0,,,131400000.0,,,,-7600000.0,,0.0,5000000.0,-4700000.0,,,,11200000.0,17500000.0,17500000.0,,,15200000.0,,11200000.0,,0.0,,-2400000.0,,-300000.0,6800000.0,,,,3400000.0,,,,17500000.0,,12800000.0,181700000.0,98400000.0,-900000.0,,,6700000.0,0.0,5300000.0,3100000.0,,-32500000.0,100000.0,84800000.0,68100000.0,75400000.0,39800000.0,0.0,,-2900000.0,,9481481.0,,39800000.0,,,,10900000.0,11900000.0,-2700000.0,,,,,3400000.0,46100000.0,75400000.0,,,69000000.0,27900000.0,,,,-1300000.0,,131400000.0,8000000.0,12800000.0,300000.0,,12800000.0,5700000.0,84800000.0,4500000.0,,13800000.0,,21400000.0,,,,-3800000.0,24700000.0,63300000.0,9481481.0,,3100000.0,3100000.0,56000000.0,8000000.0,400000.0,16500000.0,90400000.0,4800000.0,5700000.0,11900000.0,90400000.0,,,,,,,,,,,,,,,,,,
1990-03-31,,2100000.0,36400000.0,,,,16300000.0,1400000.0,,,1700000.0,-33500000.0,,,8300000.0,,,,,,,,16500000.0,0.0,9473684.0,,,,,,,2100000.0,,,900000.0,,19400000.0,-1300000.0,,10600000.0,0.38,,,5700000.0,,,,,,,,,,,800000.0,2100000.0,,,,,,,55800000.0,,,134700000.0,,,,,,17500000.0,,,,,,,19600000.0,19600000.0,,,,,10400000.0,,,,-1000000.0,,,,,,,4500000.0,,0.38,,,,,,,-1100000.0,,,,0.0,,3600000.0,,,,87300000.0,,78900000.0,,-1000000.0,,,,,,41500000.0,,,,,,,,,,9473684.0,4500000.0,48000000.0,,,,69900000.0,29300000.0,,,,-1500000.0,,,8800000.0,,300000.0,,,5600000.0,,4900000.0,,,,27000000.0,,,,,21000000.0,,,,3600000.0,3600000.0,,,,16500000.0,92000000.0,,,12200000.0,,,,,,,,,,,,,,,,,,,
1990-06-30,,2200000.0,37900000.0,,,,17300000.0,1200000.0,,,1700000.0,-34800000.0,,,6500000.0,,,,,,,,18000000.0,0.0,9268293.0,,,,,,,6000000.0,,,-2800000.0,,19600000.0,-2000000.0,,12400000.0,0.41,,,6000000.0,,,,,,,,,,,4000000.0,1100000.0,,,,,,,57500000.0,,,141200000.0,,,,,,0.0,,,,,,,20700000.0,20700000.0,,,,,11400000.0,,,,-2300000.0,,,,,,,4900000.0,,0.41,,,,,,,-1000000.0,,,,0.0,,3800000.0,,,,88500000.0,,83700000.0,,0.0,,,,,,42900000.0,,,,,,,,,,9268293.0,4900000.0,50800000.0,,,,72700000.0,30300000.0,,,,2200000.0,,,9600000.0,,-300000.0,,,5600000.0,,5300000.0,,,,27900000.0,,,,,22900000.0,,,,3800000.0,3800000.0,,,,18000000.0,97000000.0,,,12600000.0,,,,,,,,,,,,,,,,,,,
1990-09-30,,2200000.0,42100000.0,,,,17900000.0,1000000.0,,,1700000.0,-36600000.0,,,6900000.0,,,,,,,,18000000.0,0.0,9459459.0,,,,,,,7100000.0,,,-900000.0,,19700000.0,-4300000.0,,16400000.0,0.37,,,5700000.0,,,,,,,,,,,2800000.0,3400000.0,,,,,,,61800000.0,,,151300000.0,,,,,,0.0,,,,,,,24000000.0,24000000.0,,,,,11600000.0,,,,-4200000.0,,,,,,,4900000.0,,0.37,,,,,,,-1100000.0,,,,0.0,,3500000.0,,,,89800000.0,,89500000.0,,-100000.0,,,,,,47900000.0,,,,,,,,,,9459459.0,4900000.0,51800000.0,,,,78700000.0,34900000.0,,,,3600000.0,,,9300000.0,,100000.0,,,5500000.0,,5800000.0,,,,28900000.0,,,,,22900000.0,,,,3500000.0,3500000.0,,,,18000000.0,101900000.0,,,13000000.0,,,,,,,,,,,,,,,,,,,
1990-12-31,,2000000.0,46300000.0,18700000.0,-5800000.0,-1600000.0,18700000.0,1700000.0,40400000.0,,1600000.0,-37400000.0,,,12100000.0,1.51,,,,,,,24100000.0,-200000.0,,,8600000.0,18000000.0,,8600000.0,46300000.0,4500000.0,94600000.0,23900000.0,-3000000.0,19700000.0,12700000.0,-5100000.0,,15200000.0,,,,5200000.0,1600000.0,,,,15200000.0,,-400000.0,600000.0,83700000.0,1.51,-600000.0,-6000000.0,4400000.0,-2400000.0,,,22600000.0,,67600000.0,,,152400000.0,,,,-12700000.0,,0.0,5200000.0,-15500000.0,,,,13100000.0,18000000.0,18000000.0,,,18000000.0,,13100000.0,,0.0,,-8000000.0,,-200000.0,8500000.0,,,,3700000.0,,,,18000000.0,,14100000.0,201500000.0,106900000.0,-1100000.0,,,7000000.0,0.0,12100000.0,3200000.0,,-37400000.0,200000.0,83700000.0,76600000.0,84800000.0,51900000.0,-6900000.0,,-8000000.0,,9337748.0,,51900000.0,,,,12700000.0,11500000.0,1400000.0,,,,,3700000.0,50900000.0,84800000.0,,,83700000.0,40400000.0,,,,-2900000.0,,152400000.0,11800000.0,14100000.0,-500000.0,,14100000.0,5500000.0,83700000.0,4400000.0,,17500000.0,,23100000.0,,,,-4300000.0,27800000.0,70700000.0,9337748.0,,3200000.0,3200000.0,67600000.0,11800000.0,100000.0,18200000.0,99100000.0,5900000.0,5500000.0,11500000.0,99100000.0,,,,,,,,,,,,,,,,,,
1991-03-31,,1500000.0,44300000.0,,,,17900000.0,1500000.0,,,1500000.0,-36900000.0,,,19400000.0,,,,,,,,16900000.0,0.0,8857143.0,,,,,,,-3400000.0,,,6900000.0,,21100000.0,-1900000.0,600000.0,10000000.0,0.35,,,4600000.0,,,,,,,,,,,-5300000.0,3700000.0,,,5300000.0,,,,65400000.0,,,146400000.0,,,,,,18000000.0,,,,,,,21700000.0,21700000.0,,,,,10100000.0,,,,3300000.0,,,,,,,3300000.0,,0.35,,,,,,,-1200000.0,,,,0.0,,3100000.0,,,,85600000.0,,81000000.0,,,,,,,,50800000.0,,,,,,,,,,8857143.0,3300000.0,47000000.0,,,,81200000.0,39500000.0,,,,-6500000.0,,,6500000.0,,-100000.0,,,5400000.0,,4400000.0,,,,26800000.0,,,,,20200000.0,,,,3100000.0,3100000.0,,,,16900000.0,94100000.0,,,11300000.0,,,,,,,,,,,,,,,,,,,
1991-06-30,,2100000.0,44600000.0,,,,16000000.0,1200000.0,,,1500000.0,-37400000.0,,,20900000.0,,,,,,,,17600000.0,0.0,8888889.0,,,,,,,5000000.0,,,500000.0,,23900000.0,-2400000.0,200000.0,10300000.0,0.36,,,5300000.0,,,,,,,,,,,2600000.0,-200000.0,,,-100000.0,,,,68500000.0,,,149100000.0,,,,,,0.0,,,,,,,21600000.0,21600000.0,,,,,11100000.0,,,,-5300000.0,,,,,,,4200000.0,,0.36,,,,,,,-1100000.0,,,,0.0,,3200000.0,,,,87700000.0,,80600000.0,,,,,,,,53800000.0,,,,,,,,,,8888889.0,4200000.0,49500000.0,,,,82000000.0,42300000.0,,,,1800000.0,,,5900000.0,,-2800000.0,,,5300000.0,,4700000.0,,,,27700000.0,,,,,21800000.0,,,,3200000.0,3200000.0,,,,17600000.0,93800000.0,,,11500000.0,,,,,,,,,,,,,,,,,,,
1991-09-30,,1800000.0,46000000.0,,,,17500000.0,1300000.0,,,1500000.0,-38900000.0,,,18600000.0,,,,,,,,17800000.0,-300000.0,9333333.0,,,,,,,6200000.0,,,-3600000.0,,24400000.0,-1600000.0,300000.0,10200000.0,0.3,,,4600000.0,,,,,,,,,,,4600000.0,3200000.0,,,-100000.0,,,,70400000.0,,,154900000.0,,,,,,0.0,,,,,,,24700000.0,24700000.0,,,,,13000000.0,,,,-1600000.0,,,,,,,3400000.0,,0.3,,,,,,,-1200000.0,,,,0.0,,2800000.0,,,,89200000.0,,84500000.0,,,,,,,,53000000.0,,,,,,,,,,9333333.0,3400000.0,48800000.0,,,,84900000.0,41800000.0,,,,3400000.0,,,6600000.0,,100000.0,,,5300000.0,,4400000.0,,,,27600000.0,,,,,21200000.0,,,,2800000.0,2800000.0,,,,17800000.0,100300000.0,,,11200000.0,,,,,,,,,,,,,,,,,,,
1991-12-31,,700000.0,48700000.0,17100000.0,-1200000.0,1400000.0,17100000.0,900000.0,36600000.0,,,-40300000.0,,,14700000.0,1.2,,,,,,,23900000.0,200000.0,,,8200000.0,21000000.0,5000000.0,8200000.0,48700000.0,2400000.0,88600000.0,19100000.0,-5000000.0,10200000.0,16000000.0,-2500000.0,200000.0,10800000.0,,,,2400000.0,,,,,10800000.0,,-1600000.0,3000000.0,89000000.0,1.2,-100000.0,-3700000.0,13300000.0,,-100000.0,,16900000.0,,72900000.0,,,155600000.0,,,,-8400000.0,,0.0,5000000.0,-5000000.0,,,,11100000.0,21000000.0,21000000.0,,,12400000.0,,11100000.0,,0.0,,-1400000.0,,-100000.0,6100000.0,,,,1600000.0,,,,21000000.0,,10800000.0,191100000.0,102500000.0,-1300000.0,,,1800000.0,0.0,14700000.0,1700000.0,,-40300000.0,1300000.0,83900000.0,76200000.0,82700000.0,55100000.0,,,,,9000000.0,500000.0,55100000.0,,,,16000000.0,18500000.0,-7000000.0,,,,,1600000.0,45900000.0,82700000.0,,,89000000.0,36600000.0,,,,-5700000.0,,155600000.0,9500000.0,10800000.0,1200000.0,,10800000.0,5200000.0,83900000.0,13300000.0,,18000000.0,,20400000.0,,,,-4800000.0,25500000.0,69500000.0,9000000.0,,1700000.0,1700000.0,72900000.0,9500000.0,500000.0,17200000.0,98900000.0,6700000.0,5200000.0,18500000.0,98900000.0,,,,,,,,,,,,,,,,,,
1992-03-31,,2200000.0,55600000.0,,,,18800000.0,1000000.0,,,,-43000000.0,,,14700000.0,,,,,,,,19400000.0,3500000.0,9024390.0,,,,,,,6500000.0,,,2300000.0,,22700000.0,-1400000.0,400000.0,12600000.0,0.41,,,5900000.0,,,,,,,,,,,5100000.0,-3400000.0,,,600000.0,,,,78300000.0,,,161600000.0,,,,,,21000000.0,,,,,,,17600000.0,17600000.0,,,,,14600000.0,,,,-11700000.0,,,,,,,5100000.0,,0.41,,,,,,,-1300000.0,,,,0.0,,3700000.0,,,,86300000.0,,83300000.0,,,,,,,,61900000.0,,,,,,,,,,9024390.0,5100000.0,54900000.0,,,,98600000.0,41900000.0,,,,2800000.0,,,6400000.0,,-10900000.0,,,6600000.0,,13400000.0,,,,30400000.0,,,,,24500000.0,,,,3700000.0,3700000.0,,,,19400000.0,98100000.0,,,20000000.0,,,,,,,,,,,,,,,,,,,
1992-06-30,,1900000.0,55500000.0,,,,19300000.0,800000.0,,,,-45800000.0,,,21100000.0,,,,,,,,20300000.0,-3600000.0,8918919.0,,9800000.0,,,,,4500000.0,,,1400000.0,,13800000.0,-2100000.0,600000.0,12900000.0,0.37,,,5200000.0,,,,,,,,,,,2400000.0,7800000.0,,,3000000.0,,,,79100000.0,,,174500000.0,,,,,,0.0,,,,,,,25400000.0,25400000.0,,,,,13800000.0,,,,1000000.0,,,,,,,4500000.0,,0.37,,,,,,,-1200000.0,,,,0.0,,3300000.0,,,,89700000.0,,95400000.0,,,,,,,,67400000.0,,,,,,,,,,8918919.0,4500000.0,55900000.0,,,,101300000.0,47800000.0,,,,,,,7300000.0,,100000.0,,,5800000.0,,13800000.0,,,,31100000.0,,,,,24800000.0,,,,3300000.0,3300000.0,,,,20300000.0,105400000.0,,,19600000.0,,,,,,,,,,,,,,,,,,,
1992-09-30,,1900000.0,54800000.0,,,,18700000.0,900000.0,,,,-47500000.0,,,5600000.0,,,,,,,,19300000.0,-900000.0,9142857.0,,9800000.0,,,,,5300000.0,,,-3500000.0,,15000000.0,-1100000.0,700000.0,15500000.0,0.35,,,5100000.0,,,,,,,,,,,4200000.0,1000000.0,,,-300000.0,,,,79600000.0,,,176700000.0,,,,,,0.0,,,,,,,26400000.0,26400000.0,,,,,12400000.0,,,,-1100000.0,,,,,,,4300000.0,,0.35,,,,,,,-1300000.0,,,,0.0,,3200000.0,,,,90400000.0,,97100000.0,,,,,,,,66000000.0,,,,,,,2100000.0,,,9142857.0,4300000.0,54100000.0,,,,102300000.0,33500000.0,,,,,,,7800000.0,,300000.0,,,18700000.0,,13800000.0,,,,30500000.0,,,,,23600000.0,,,,3200000.0,3200000.0,,,,19300000.0,109000000.0,,,32500000.0,,,,,,,,,,,,,,,,,,,
1992-12-31,,900000.0,52200000.0,17700000.0,-2800000.0,1400000.0,17700000.0,1000000.0,28100000.0,,,-45500000.0,,,2900000.0,1.33,,,,,,,26300000.0,900000.0,,,9500000.0,24400000.0,4100000.0,9500000.0,52200000.0,7400000.0,101100000.0,23500000.0,-3000000.0,23700000.0,19300000.0,-2600000.0,800000.0,11200000.0,,,,2800000.0,,,,,11200000.0,,-12900000.0,3300000.0,97700000.0,1.33,4800000.0,-2100000.0,16600000.0,,800000.0,,19000000.0,,81000000.0,,,166600000.0,,,,-7200000.0,,0.0,3800000.0,-14700000.0,,,,14000000.0,24400000.0,24400000.0,,,15700000.0,,14000000.0,,0.0,,-2900000.0,,-100000.0,6900000.0,,,,1900000.0,,,,24400000.0,,12100000.0,212500000.0,111400000.0,-1300000.0,,,16500000.0,0.0,2900000.0,1900000.0,,-45500000.0,2500000.0,90800000.0,85400000.0,85600000.0,63300000.0,,,,,9097744.0,100000.0,63300000.0,,,,19300000.0,35200000.0,4100000.0,-6500000.0,,,,1900000.0,47700000.0,85600000.0,,,97700000.0,28100000.0,,,,,,166600000.0,6000000.0,12100000.0,-2400000.0,,12100000.0,18600000.0,90800000.0,16600000.0,,21000000.0,,19500000.0,,,,-5100000.0,28200000.0,77600000.0,9097744.0,,1900000.0,1900000.0,81000000.0,6000000.0,-400000.0,18500000.0,101600000.0,7800000.0,18600000.0,35200000.0,101600000.0,,,,,,,,,,,,,,,,,,
1993-03-31,,1500000.0,51300000.0,,,,17300000.0,1100000.0,,,3500000.0,-46800000.0,,,5600000.0,,,,,,,,17300000.0,100000.0,9000000.0,,9500000.0,,,,,2700000.0,,,300000.0,,20000000.0,-1400000.0,200000.0,9700000.0,0.3,,,4200000.0,,,,,,,,,,,1300000.0,1300000.0,,,,,,,80800000.0,,,168300000.0,,,,,,24400000.0,,,,,,,25700000.0,25700000.0,,,,,14500000.0,,,,-1500000.0,,,,,,,3300000.0,-500000.0,0.3,,,,,,,-1400000.0,,,,0.0,,2700000.0,,,,92200000.0,,87500000.0,,,,,,,,63400000.0,,,,,,,,,,9000000.0,3300000.0,48400000.0,,,,98100000.0,29800000.0,,,,,,,5000000.0,,400000.0,,,17200000.0,,12900000.0,,,,27800000.0,,,,,20600000.0,,,,2700000.0,2700000.0,,,,17300000.0,103000000.0,,,33600000.0,,,,,,,,,,,,,,,,,,,
1993-06-30,,100000.0,55600000.0,,,,17400000.0,-2500000.0,,,3600000.0,-48800000.0,,,4500000.0,,,,,,,,19200000.0,100000.0,8000000.0,,13700000.0,,,,,4600000.0,,,-3000000.0,,21500000.0,-2200000.0,200000.0,13400000.0,-0.05,,,-300000.0,,,,,,,,,,,2400000.0,-11300000.0,,,,,,,90800000.0,,,171300000.0,,,,,,0.0,,,,,,,14300000.0,14300000.0,,,,,15700000.0,,,,-13000000.0,,,,,,,2200000.0,,-0.05,,,,,,,-1400000.0,,,,0.0,,-400000.0,,,,91700000.0,,80500000.0,,,,,,,,68000000.0,,,,,,,,,,8000000.0,2200000.0,51300000.0,,,,104400000.0,33600000.0,,,,,,,8000000.0,,-11500000.0,,,17800000.0,,13000000.0,,,,29900000.0,,,,,21400000.0,,,,-400000.0,-400000.0,,,,19200000.0,101400000.0,,,34400000.0,,,,,,,,,,,,,,,,,,,
1993-09-30,,600000.0,57000000.0,,,,16900000.0,600000.0,,,3300000.0,-50900000.0,,,5200000.0,,,,,,,,19700000.0,-100000.0,8750000.0,,14400000.0,,,,,1100000.0,,,-2800000.0,,15100000.0,-13900000.0,300000.0,14800000.0,0.08,,,1300000.0,,,,,,,,,,,-12800000.0,1700000.0,,,,,,,86500000.0,,,169000000.0,,,,,,0.0,,,,,,,16100000.0,16100000.0,,,,,14300000.0,,,,2300000.0,,,,,,,700000.0,,0.08,,,,,,,-1300000.0,,,,0.0,,700000.0,,,,89700000.0,,82500000.0,,,,,,,,66500000.0,,,,,,,400000.0,,,8750000.0,700000.0,48400000.0,,,,107900000.0,34300000.0,,,,,,,8600000.0,,16800000.0,,,15400000.0,,13500000.0,,,,28000000.0,,,,,20400000.0,,,,700000.0,700000.0,,,,19700000.0,100600000.0,,,32200000.0,,,,,,,,,,,,,,,,,,,
1993-12-31,,-1900000.0,56600000.0,17600000.0,-6200000.0,400000.0,17600000.0,-7300000.0,42600000.0,,3000000.0,-50500000.0,,,5000000.0,-0.19,,,,,,,25500000.0,-200000.0,,,14500000.0,19300000.0,800000.0,14500000.0,56600000.0,8400000.0,90200000.0,16000000.0,-700000.0,16800000.0,15500000.0,8500000.0,300000.0,19500000.0,,,,-6700000.0,3000000.0,,,,19500000.0,,-11600000.0,-5100000.0,107100000.0,-0.19,16900000.0,3200000.0,15900000.0,-900000.0,,,-1600000.0,,86600000.0,,1500000.0,171000000.0,,,,-9000000.0,,0.0,-8100000.0,-14200000.0,,,,18100000.0,19300000.0,19300000.0,,,8400000.0,,18100000.0,,0.0,,-2000000.0,,-100000.0,200000.0,,,,2300000.0,-500000.0,,,19300000.0,,-1800000.0,195000000.0,104800000.0,-1400000.0,,,7800000.0,0.0,5000000.0,-4800000.0,,-50500000.0,1000000.0,83500000.0,81800000.0,84400000.0,77600000.0,,,,,9473684.0,-500000.0,77600000.0,,,,15500000.0,35000000.0,2300000.0,-5300000.0,,,,2300000.0,46900000.0,84400000.0,,,107100000.0,42600000.0,,,,,,171000000.0,10400000.0,-1800000.0,-17300000.0,,-1800000.0,16100000.0,83500000.0,15900000.0,,24400000.0,,19100000.0,,,,-5500000.0,27800000.0,74200000.0,9473684.0,,-4800000.0,-4800000.0,86600000.0,10400000.0,100000.0,17900000.0,91400000.0,7600000.0,16100000.0,35000000.0,91400000.0,,,,,,,,,,,,,,,,,,
