date,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyChangeInInventory,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyPretaxIncome,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyTotalRevenue,annualChangeInInventory,quarterlyOperatingIncome,annualCurrentDebt,annualNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,trailingSaleOfInvestment,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,quarterlyDilutedAverageShares,annualCurrentLiabilities,annualStockBasedCompensation,annualBasicEPS,annualGoodwill,annualTotalAssets,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsReceivable,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingIncome,trailingGrossProfit,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccountsPayable,trailingOperatingIncome,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyBasicEPS,trailingPretaxIncome,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingInterestExpense,trailingBasicEPS
1991-09-30,,,,,,,,,201680000.0,11600000.0,,2900000.0,13600000.0,,,,1400000.0,,,,,,,,,,3000000,,,,,26800000.0,0.0,-1700000.0,,-1100000.0,,-200000.0,,,,,,,4800000.0,,,,1900000.0,,,,44100000.0,1900000.0,25200000.0,,,,8300000.0,,,6600000.0,0.000391,,,700000.0,,15700000.0,,-600000.0,,,,18300000,,2000000,,,-1000000.0,-5000000.0,,,,,,,,4900000.0,1200000,,1200000.0,,,,,,,,,2200000.0,0.0,,,,,,8000000.0,,13500000.0,,,,201680000.0,,,,,,,,,,,,,,,100000.0,2700000.0,,2500000.0,,5600000.0,,,,,2800000.0,,,,,,,,,,,,1000000.0,,,,8200000.0,,,8200000.0,,0.0,,,,,,16200000.0,3600000.0,,200000.0,0.000391,,,,33500000.0,,9600000.0,0.0,,,1200000.0,60300000.0,,,4300000.0,,,,,,,,,,,,,,
1991-12-31,,,1900000.0,,,-1800000.0,29800000.0,-6400000.0,,12800000.0,,-2500000.0,11100000.0,,,,200000.0,,10100000.0,,,,39700000.0,,5600000.0,4700000.0,2000000,,1600000.0,,,27500000.0,0.0,-700000.0,-1400000.0,-700000.0,2900000.0,1000000.0,500000.0,,,,,,26700000.0,75000000.0,16500000.0,,3400000.0,39200000.0,7600000.0,,39700000.0,24700000.0,17100000.0,28700000.0,,,11600000.0,1500000.0,,6400000.0,,,-800000.0,1300000.0,,16400000.0,200000.0,0.0,,,,23700000,500000.0,1100000,400000.0,4700000.0,-1200000.0,-6400000.0,,4700000.0,33400000.0,7100000.0,,35800000.0,,2400000.0,2100000,-5800000.0,2100000.0,,,0.001328,3500000.0,,27500000.0,,202176000.0,400000.0,100000.0,,,8000000.0,,,5600000.0,,-3000000.0,,,16400000.0,,17100000.0,,0.001328,,56200000.0,3600000.0,,-1900000.0,,,,,,,2300000.0,3500000.0,,1500000.0,,8000000.0,5800000.0,,,6400000.0,25600000.0,9400000.0,11600000.0,,11100000.0,,,8700000.0,,,,,900000.0,,0.0,,8700000.0,,9400000.0,8700000.0,2200000.0,0.0,,,12800000.0,-4000000.0,8700000.0,16500000.0,400000.0,,0.0,,,,,28700000.0,202176000.0,10100000.0,-1500000.0,7600000.0,,2100000.0,56200000.0,100000.0,,2400000.0,,,,,,,,,,,,,,
1992-03-31,,,,,,,,,202992000.0,13600000.0,,700000.0,5900000.0,,,,700000.0,,,,,,,,,,3600000,,,,,29100000.0,0.0,-1900000.0,,-900000.0,,-400000.0,,,,,,,6600000.0,,,,2400000.0,,,,37600000.0,3000000.0,14700000.0,,,,11400000.0,,,7200000.0,0.000469,,,900000.0,,17800000.0,,-1000000.0,,,,20200000,,2500000,,,300000.0,-6400000.0,,,,,,,,3300000.0,1500000,,1500000.0,,,,,,,,,1700000.0,100000.0,,100000.0,,,,7700000.0,,13600000.0,,,,202992000.0,,,,,,,,,,,,,,,0.0,3500000.0,,1800000.0,,7800000.0,,,,,4100000.0,,,,,,,,,,,,1100000.0,,,,10400000.0,,,10400000.0,,8700000.0,,,,,,17600000.0,1100000.0,,100000.0,0.000469,,,,26100000.0,,10400000.0,0.0,,,1500000.0,55200000.0,,,2300000.0,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,203264000.0,14800000.0,,-2800000.0,11300000.0,,,,900000.0,,,,,,,,,,5100000,,,,,31300000.0,0.0,-2300000.0,,-1000000.0,,-1400000.0,,,,,,,8400000.0,,,,3600000.0,,,,46000000.0,3300000.0,22900000.0,,,,10800000.0,,,8400000.0,0.00125,,,1400000.0,,20000000.0,,-1300000.0,,,,26300000,,3700000,,,700000.0,-6400000.0,,,,,,,,800000.0,2200000,,2200000.0,,,,,,,,,-800000.0,0.0,,0.0,,,,8800000.0,,17900000.0,,,,203264000.0,,,,,,,,,,,,,,,0.0,3400000.0,,3300000.0,,7400000.0,,,,,4700000.0,,,,,,,,,,,,1400000.0,,,,9600000.0,,,9600000.0,,0.0,,,,,,19000000.0,2800000.0,,100000.0,0.00125,,,,33700000.0,,10600000.0,0.0,,,2200000.0,65000000.0,,,-500000.0,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,204512000.0,14700000.0,,-2500000.0,12500000.0,,,,1000000.0,,,,,,,,,,6200000,,,,,34300000.0,0.0,-1600000.0,,-1100000.0,,-1400000.0,,,,,,,9700000.0,,,,4900000.0,,,,49300000.0,3500000.0,24400000.0,,,,9900000.0,,,8300000.0,0.001719,,,1900000.0,,23000000.0,,-500000.0,,,,27800000,,4900000,,,-500000.0,-6400000.0,,,,,,,,1500000.0,3000000,,3000000.0,,,,,,,,,-700000.0,0.0,,100000.0,,,,8900000.0,,18100000.0,,,,204512000.0,,,,,,,,,,,,,,,100000.0,3400000.0,,4600000.0,,6500000.0,,,,,4800000.0,,,,,,,,,,,,1300000.0,,,,8900000.0,,,8900000.0,,0.0,,,,,,19300000.0,3000000.0,,100000.0,0.001719,,,,34300000.0,,11000000.0,0.0,,,3000000.0,68600000.0,,,1000000.0,,,,,,,,,,,,,,
1992-12-31,,,-400000.0,,,-4700000.0,14200000.0,-8500000.0,,17700000.0,,3600000.0,8100000.0,,-200000.0,,1000000.0,,11600000.0,,,,45900000.0,,6800000.0,9900000.0,4300000,,5000000.0,,,38600000.0,0.0,-3000000.0,0.0,-1100000.0,6400000.0,2800000.0,300000.0,,,,,,6800000.0,98300000.0,20800000.0,,5600000.0,33300000.0,9300000.0,,45900000.0,2500000.0,15400000.0,28100000.0,,,12700000.0,1800000.0,,9200000.0,,,-1000000.0,2300000.0,,26300000.0,1000000.0,-1900000.0,,,,24000000,-400000.0,2800000,500000.0,9900000.0,-600000.0,-8500000.0,,9900000.0,19500000.0,8700000.0,,65000000.0,,8400000.0,3300000,-8800000.0,3300000.0,,,0.005313,4300000.0,,38600000.0,,205264000.0,4800000.0,100000.0,200000.0,100000.0,8300000.0,,,6800000.0,,17200000.0,,,26300000.0,,15400000.0,,0.005469,,66700000.0,5300000.0,,-100000.0,,,,,,,2900000.0,4300000.0,,1800000.0,,8300000.0,13800000.0,,,9200000.0,4000000.0,14000000.0,12700000.0,,8100000.0,,,13700000.0,,,,300000.0,1500000.0,,0.0,,13700000.0,,19100000.0,13700000.0,2900000.0,0.0,,,17700000.0,-4100000.0,13700000.0,20800000.0,500000.0,,100000.0,,,,,28100000.0,205264000.0,11600000.0,0.0,16300000.0,,3300000.0,66700000.0,100000.0,,6500000.0,,,,,,,,,,,,,,
1993-03-31,,,,,,,,,206704000.0,17900000.0,,-2200000.0,7200000.0,,,,900000.0,,,,,,,,,,5600000,,,,,41400000.0,0.0,-2300000.0,,-1300000.0,,-800000.0,,,,,,,9100000.0,,,,4400000.0,,,,48500000.0,3500000.0,17100000.0,,,,11600000.0,,,9400000.0,0.002813,,,1800000.0,,28900000.0,,-1000000.0,,,,24100000,,4200000,,,100000.0,-8500000.0,,,,,,,,1800000.0,2600000,,2600000.0,,,,,,,,,-400000.0,0.0,,,,,,8500000.0,,15000000.0,,,,206704000.0,,,,,,,,,,,,,,,200000.0,4300000.0,,2600000.0,,7300000.0,,,,,4900000.0,,,,,,,,,,,,1400000.0,,,,13400000.0,,,13400000.0,,13700000.0,,,,,,21600000.0,1400000.0,,,0.002813,,,,28700000.0,,12200000.0,0.0,,,2600000.0,70100000.0,,,800000.0,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,209248000.0,18700000.0,,100000.0,8500000.0,,,,900000.0,,,,,,,,,,7000000,,,,,45100000.0,0.0,-2800000.0,,-1400000.0,,1000000.0,,,,,,,11000000.0,,,,5600000.0,,,,52700000.0,4000000.0,19900000.0,,,,10700000.0,,,10200000.0,0.00375,,,2300000.0,,32200000.0,,-1400000.0,,,,29800000,,5500000,,,200000.0,-8500000.0,,,,,,,,4900000.0,3300000,,3300000.0,,,,,,,,,2400000.0,0.0,,,,,,9100000.0,,18800000.0,,,,209248000.0,,,,,,,,,,,,,,,100000.0,4300000.0,,1600000.0,,6400000.0,,,,,5500000.0,,,,,,,,,,,,1500000.0,,,,15700000.0,,,15700000.0,,0.0,,,,,,23000000.0,2300000.0,,,0.00375,,,,30600000.0,,12800000.0,500000.0,,,3300000.0,75700000.0,,,3500000.0,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,212656000.0,19900000.0,,-800000.0,9400000.0,,,,1000000.0,,,,,,,,,,8400000,,,,,49500000.0,0.0,-3500000.0,,-1400000.0,,0.0,,,,,,,12600000.0,,,,6800000.0,,,,57700000.0,4200000.0,23600000.0,,,,9700000.0,,,11400000.0,0.004375,,,2700000.0,,36200000.0,,-2100000.0,,,,32300000,,6900000,,,200000.0,-8500000.0,,,,,,,,4900000.0,4100000,,4100000.0,,,,,,,,,1500000.0,0.0,,,,,,11000000.0,,19700000.0,,,,212656000.0,,,,,,,,,,,,,,,0.0,4300000.0,,1600000.0,,5400000.0,,,,,5700000.0,,,,,,,,,,,,1500000.0,,,,17200000.0,,,17200000.0,,0.0,,,,,,25100000.0,3200000.0,,100000.0,0.004375,,,,33300000.0,,13700000.0,0.0,,,4100000.0,82800000.0,,,2800000.0,,,,,,,,,,,,,,
1993-12-31,,,7500000.0,,,-7100000.0,17000000.0,-12000000.0,,25800000.0,,-9700000.0,11500000.0,-500000.0,,,3000000.0,,15300000.0,,,,67200000.0,,11600000.0,14600000.0,6100000,,3000000.0,,,64200000.0,0.0,-5200000.0,0.0,-2600000.0,9600000.0,600000.0,200000.0,,,,,,11400000.0,117200000.0,37700000.0,,7500000.0,44400000.0,8800000.0,,67200000.0,5300000.0,24600000.0,40700000.0,,,16100000.0,1000000.0,,13800000.0,,,-12600000.0,2800000.0,,40900000.0,3000000.0,-2600000.0,,,,30900000,800000.0,4100000,1500000.0,14600000.0,500000.0,-12000000.0,,14600000.0,23400000.0,13700000.0,,72800000.0,,4300000.0,4700000,-13800000.0,4700000.0,,,0.015625,5800000.0,,64200000.0,,217728000.0,-500000.0,-100000.0,,100000.0,10400000.0,,,11600000.0,,19500000.0,,,40900000.0,,24600000.0,,0.017188,,104900000.0,6400000.0,,1000000.0,,,,,,,3400000.0,5800000.0,,1000000.0,,10400000.0,21000000.0,,,13800000.0,7300000.0,15900000.0,16100000.0,,11500000.0,,,16800000.0,,8600000.0,8600000.0,1000000.0,2000000.0,,0.0,,16800000.0,,27400000.0,16800000.0,3300000.0,0.0,,,25800000.0,-6700000.0,16800000.0,37700000.0,1500000.0,,0.0,,,,,40700000.0,217728000.0,15300000.0,0.0,24200000.0,,4700000.0,104900000.0,-100000.0,,1700000.0,,,,,,,,,,,,,,
1994-03-31,,,,,,,,,218720000.0,26900000.0,,-2200000.0,10300000.0,,,,900000.0,,,,,,,,,,7100000,,,,,67400000.0,15800000.0,-4200000.0,,-2000000.0,,-200000.0,,,,,,,17700000.0,,,,4700000.0,,,,66800000.0,5500000.0,22900000.0,,,,16000000.0,,,14900000.0,0.003125,,,1700000.0,,43900000.0,,-2200000.0,,,,30500000,,4700000,,,0.0,-12000000.0,,,,,,,,3200000.0,3000000,,3000000.0,,,,,,,,,-1000000.0,-100000.0,,100000.0,,,5100000.0,11100000.0,,12800000.0,,,,218720000.0,,,,,,,,,,,,,,,100000.0,5800000.0,,1200000.0,,10300000.0,,,,,13000000.0,,,,,,,,,8100000.0,,,2400000.0,,,,15800000.0,,,15800000.0,,16800000.0,,,,,,39500000.0,1500000.0,,100000.0,0.003125,,,,38900000.0,,16500000.0,,,,3000000.0,106300000.0,,,1000000.0,,,,,,,,,,,,,,
1994-06-30,,,,,,,,,221664000.0,47800000.0,,-1500000.0,14500000.0,,,,1600000.0,,,,,,,,,,10900000,,,,,72800000.0,17300000.0,-23800000.0,,-1900000.0,,-500000.0,,,,,,,22500000.0,,,,8300000.0,,,,78400000.0,6200000.0,31000000.0,,,,35700000.0,,,35800000.0,0.005313,,,3400000.0,,48800000.0,,-21900000.0,,,,39800000,,8600000,,,19700000.0,-12000000.0,,,,,,,,5600000.0,4900000,,4900000.0,,,,,,,,,1500000.0,-100000.0,,500000.0,,,5400000.0,15500000.0,,17300000.0,,,,221664000.0,,,,,,,,,,,,,,,0.0,5800000.0,,1800000.0,,30000000.0,,,,,13900000.0,,,,,,,,,7800000.0,,,2200000.0,,,,17300000.0,,,17300000.0,,15800000.0,,,,,,61100000.0,1000000.0,,300000.0,0.005313,,,,66700000.0,,17500000.0,100000.0,,,4900000.0,139500000.0,,,-16300000.0,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,223152000.0,49800000.0,,-3500000.0,12700000.0,,,,1000000.0,,,,,,,,,,11200000,,,,,78100000.0,16000000.0,-5500000.0,,-2200000.0,,400000.0,,,,,,,23300000.0,,,,8400000.0,,,,78900000.0,6400000.0,29500000.0,,,,35700000.0,,,37800000.0,0.005313,,,3300000.0,,53800000.0,,17000000.0,,,,40900000,,8600000,,,0.0,-12000000.0,,,,,,,,4200000.0,5100000,,5100000.0,,,,,,,,,-1300000.0,-100000.0,,300000.0,,,5900000.0,16100000.0,,17600000.0,,,,223152000.0,,,,,,,,,,,,,,,200000.0,5800000.0,,1300000.0,,30000000.0,,,,,14700000.0,,,,,,,,,7400000.0,,,2600000.0,,,,16000000.0,,,16000000.0,,17300000.0,,,,,,64400000.0,700000.0,,400000.0,0.005313,,,,65200000.0,,19200000.0,-100000.0,,,5100000.0,143300000.0,,,21200000.0,,,,,,,,,,,,,,
1994-12-31,,,8000000.0,,,-32200000.0,35900000.0,-15800000.0,,56900000.0,,-12600000.0,13500000.0,,,,1100000.0,,25200000.0,,,,83700000.0,,17600000.0,19500000.0,14500000,,-1500000.0,,,85800000.0,0.0,-6800000.0,0.0,-2000000.0,13000000.0,-900000.0,1300000.0,,,,,,16000000.0,155900000.0,72700000.0,,11100000.0,79700000.0,-13300000.0,,83700000.0,17800000.0,31300000.0,70600000.0,,,39300000.0,2200000.0,,41100000.0,,,-19800000.0,4600000.0,,60400000.0,1100000.0,-25100000.0,,,,44700000,-1200000.0,11600000,200000.0,19500000.0,200000.0,-15800000.0,,19500000.0,46000000.0,16800000.0,,76200000.0,,5900000.0,6500000,-40300000.0,6500000.0,,,0.081875,9100000.0,,85800000.0,,238167939.0,-700000.0,0.0,-100000.0,100000.0,30200000.0,,,17600000.0,,28700000.0,,,60400000.0,,31300000.0,,0.081875,,156400000.0,10100000.0,,19900000.0,,,,,,,0.0,9100000.0,,2200000.0,,30200000.0,33700000.0,,,41100000.0,4400000.0,18900000.0,39300000.0,,13500000.0,,,15300000.0,,6400000.0,6400000.0,1000000.0,2900000.0,,0.0,,15300000.0,,43800000.0,15300000.0,100000.0,16000000.0,,,56900000.0,-8100000.0,15300000.0,72700000.0,200000.0,,500000.0,,,,,70600000.0,238167939.0,25200000.0,0.0,32500000.0,,6500000.0,156400000.0,0.0,,-19200000.0,,,,,,,,,,,,,,
1995-03-31,,,,,,,,,226368000.0,60900000.0,,-4300000.0,11300000.0,,2200000.0,,1100000.0,,,,,,,,,,11400000,,,,,90800000.0,16400000.0,-6000000.0,,-2100000.0,,600000.0,,,,,,,23000000.0,,,,7800000.0,,,,88900000.0,4000000.0,31300000.0,,,,42200000.0,,,43600000.0,0.004688,,,3300000.0,,64900000.0,,-3900000.0,,,,43200000,,8300000,,,1700000.0,-17300000.0,,,,,,,,5500000.0,4500000,,4500000.0,,,,,,,,,1100000.0,-100000.0,,500000.0,,,7600000.0,19900000.0,,20200000.0,,,,226368000.0,,,,,,,,,,,,,,,0.0,10800000.0,,1700000.0,,31500000.0,,,,,14700000.0,,,,,,,,,6100000.0,,,3100000.0,,,,16400000.0,,,16400000.0,,15300000.0,,,,,,75400000.0,100000.0,,500000.0,0.004688,,,,73500000.0,,25700000.0,0.0,,,4500000.0,164300000.0,,,1600000.0,,,,,,,,,,,,,,
1995-06-30,,,,,,,,,226368000.0,65800000.0,,-3900000.0,13900000.0,,2700000.0,,1400000.0,,,,,,,,,,13900000,,,,,97100000.0,18500000.0,-7500000.0,,-2600000.0,,-900000.0,,,,,,,25000000.0,,,,10300000.0,,,,97500000.0,3700000.0,38300000.0,,,,43600000.0,,,47100000.0,0.003438,,,4100000.0,,71100000.0,,-4900000.0,,,,49000000,,10900000,,,1500000.0,-18700000.0,,,,,,,,8100000.0,6200000,,6200000.0,,,,,,,,,2100000.0,0.0,,200000.0,,,7400000.0,24300000.0,,24000000.0,,,,226368000.0,,,,,,,,,,,,,,,-100000.0,10800000.0,,2500000.0,,32800000.0,,,,,14100000.0,,,,,,,,,6100000.0,,,3000000.0,,,,18500000.0,,,18500000.0,,16400000.0,,,,,,81500000.0,100000.0,,500000.0,0.003438,,,,81900000.0,,28300000.0,0.0,,,6200000.0,179000000.0,,,3200000.0,,,,,,,,,,,,,,
1995-09-30,,,,,,,,,259912000.0,68900000.0,,-5100000.0,12000000.0,,-1600000.0,,2300000.0,,,,,,,,,,8900000,,,,,209800000.0,118100000.0,-7100000.0,,-2200000.0,,500000.0,,,,,,,20700000.0,,,,5800000.0,,,,200000000.0,4400000.0,34100000.0,,,,40900000.0,,,50200000.0,0.006875,,,2300000.0,,74600000.0,,-4900000.0,,,,41700000,,5500000,,,106500000.0,-18700000.0,,,,,,,,100000.0,3500000,,3500000.0,,,,,,,,,99600000.0,0.0,,400000.0,,,7400000.0,22000000.0,,21000000.0,,,,259912000.0,,,,,,,,,,,,,,,300000.0,10800000.0,,2000000.0,,30100000.0,,,,,15200000.0,,,,,,,,,5900000.0,,,3400000.0,,,,118100000.0,,,118100000.0,,18500000.0,,,,,,84800000.0,100000.0,,,0.006875,,,,75000000.0,,28700000.0,108700000.0,,,3500000.0,284800000.0,,,-4800000.0,,,,,,,,,,,,,,
1995-12-31,,,7700000.0,,,-18900000.0,17300000.0,-21400000.0,,75100000.0,,-17300000.0,14900000.0,,4400000.0,,4400000.0,,28900000.0,,,,216900000.0,,27800000.0,22500000.0,15300000,,96800000.0,,,221400000.0,112100000.0,-7500000.0,100000.0,-2300000.0,14700000.0,,2400000.0,,,,,,28100000.0,186900000.0,87000000.0,30200000.0,13400000.0,96900000.0,-3600000.0,,216900000.0,5100000.0,42800000.0,82500000.0,,,39700000.0,2200000.0,,53700000.0,,,-30600000.0,5100000.0,,82900000.0,4400000.0,-5200000.0,,,,53000000,,12600000,100000.0,22500000.0,-100000.0,-21400000.0,,22500000.0,59700000.0,15300000.0,,90000000.0,,1600000.0,8300000,-28100000.0,8300000.0,,,0.045,9600000.0,,221400000.0,,259912000.0,-6000000.0,0.0,200000.0,108600000.0,30100000.0,,7700000.0,27800000.0,,24900000.0,,,82900000.0,,42800000.0,,0.046875,,303900000.0,12200000.0,,109600000.0,,,,,,,2500000.0,9600000.0,,2200000.0,,30100000.0,37200000.0,,,53700000.0,15500000.0,15300000.0,39700000.0,,14900000.0,,,112100000.0,,4400000.0,4400000.0,109700000.0,2700000.0,,112100000.0,,112100000.0,,49400000.0,112100000.0,2400000.0,118100000.0,,,75100000.0,-9200000.0,112100000.0,87000000.0,100000.0,,1700000.0,,,,,82500000.0,259912000.0,28900000.0,-108600000.0,37200000.0,,8300000.0,303900000.0,0.0,,-3600000.0,,,,,,,,,,,,,,
1996-03-31,,,,,,,,,260384000.0,78700000.0,,-1400000.0,18300000.0,,3700000.0,,5000000.0,,,,,,,,,,9900000,,,,,225900000.0,114200000.0,-8400000.0,,-3000000.0,,-1700000.0,,,,,,,23300000.0,,,,6900000.0,,,,224500000.0,4900000.0,51300000.0,,,,39600000.0,,,57300000.0,0.008125,100000.0,,2700000.0,,87100000.0,,-5400000.0,,,,52600000,,6300000,,,100000.0,-21400000.0,,,,,,,,10200000.0,4200000,,4200000.0,,,,,,,,,2100000.0,-100000.0,,100000.0,,,8500000.0,32900000.0,,29300000.0,,,,260384000.0,,,,,,,,,,,,,,,700000.0,9600000.0,,4000000.0,,30100000.0,,,,,17000000.0,,,,,,,,,4400000.0,,,3600000.0,,,,114200000.0,,,114200000.0,,112100000.0,,,,,,92300000.0,100000.0,,,0.008125,,,,90900000.0,,30600000.0,0.0,,,4200000.0,316800000.0,,,4800000.0,,,,,,,,,,,,,,
1996-06-30,,,,,,,,,261472000.0,81100000.0,,900000.0,14300000.0,,-2900000.0,,2700000.0,,,,,,,,,,5900000,,,,,227800000.0,110200000.0,-7600000.0,,-3300000.0,,200000.0,,,,,,,19500000.0,,,,2800000.0,,,,216100000.0,4900000.0,45000000.0,,,,39700000.0,,,59700000.0,0.003125,0.0,,1100000.0,,88800000.0,,-4300000.0,,,,46700000,,2200000,,,200000.0,-21400000.0,,,,,,,,3400000.0,1700000,,1700000.0,,,,,,,,,-4000000.0,100000.0,,300000.0,,,8700000.0,30600000.0,,27200000.0,,,,261472000.0,,,,,,,,,,,,,,,600000.0,9600000.0,,3700000.0,,30000000.0,,,,,17300000.0,,,,,,,,,4200000.0,,,3700000.0,,,,110200000.0,,,110200000.0,,114200000.0,,,,,,96400000.0,100000.0,,,0.003125,,,,84700000.0,,32500000.0,-100000.0,,,1700000.0,312500000.0,,,-900000.0,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,267864000.0,81600000.0,,1000000.0,11800000.0,,100000.0,,2900000.0,,,,,,,,,,5000000,,,,,228900000.0,110100000.0,-6700000.0,,5900000.0,,600000.0,,,,,,,18400000.0,,,,900000.0,,,,209400000.0,4200000.0,40100000.0,,,,39900000.0,,,60200000.0,0.00125,,,100000.0,,89600000.0,,-3100000.0,,,,43400000,,400000,,,300000.0,-21400000.0,,,,,,,,6400000.0,800000,,800000.0,,,,,,,,,-100000.0,0.0,,,,,9200000.0,28200000.0,,25000000.0,,,,267864000.0,,,,,,,,,,,,,,,500000.0,9900000.0,,3200000.0,,30000000.0,,,,,18000000.0,,,,,,,,,4100000.0,,,4600000.0,,,,110200000.0,,,110200000.0,,110200000.0,,,,,,99500000.0,100000.0,,,0.00125,,,,80000000.0,,35200000.0,-500000.0,,,800000.0,308900000.0,,,3300000.0,,,,,,,,,,,,,,
