,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyCurrentAssets,annualAccountsPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,annualChangeInWorkingCapital,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualInvestmentsAndAdvances,annualPretaxIncome,annualNetIncomeContinuousOperations,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,annualBasicAverageShares,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,annualGoodwill,trailingChangeInInventory,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
670377600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,,,,,-0.00444,,,,,,,,,,-500000.0,,,,-500000.0,,,,,-500000.0,,,,,,,,,,,,,,,,,,,,,,,,,17045046.0,-0.00444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,,,,,,,17045046.0,,,,,,12100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16100000.0,,,,,0.011933,,,,,,,,,,1200000.0,,,,1200000.0,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,17045046.0,0.011933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16100000.0,,,,,,,17045046.0,,,,,,16100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22100000.0,,,,,0.01776,,,,,,,,,,1800000.0,,,,1800000.0,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,17045046.0,0.01776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22100000.0,,,,,,,17045046.0,,,,,,22100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,,,,,,,,,,,,,0.082695,,,,,17045046.0,,,76300000.0,,,,,,26000000.0,,,,,,,,,,,8400000.0,,,,5800000.0,,17045046.0,8400000.0,5800000.0,,,,,5800000.0,,,,,,,,,,,,,,,,,,,,,,8400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082695,,,26000000.0,,,,,,,,,,,,,26000000.0,,,,,,,,,,,,,76300000.0,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000.0,,,,,0.013598,,,,,,,,,,1400000.0,,,,1400000.0,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,17045046.0,0.013598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000.0,,,,,,,17045046.0,,,,,,16500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24900000.0,,,,,0.03552,,,,,,,,,,3600000.0,,,,3600000.0,,,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,17045046.0,0.03552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24900000.0,,,,,,,17045046.0,,,,,,24900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27800000.0,,,,,0.03774,,,,,,,,,,3900000.0,,,,3900000.0,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,17045046.0,0.03774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27800000.0,,,,,,,17045046.0,,,,,,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,,,,,,,,,,,,,0.0999,,,,,19555556.0,,,89100000.0,,,,,,19900000.0,,,,,,,,,,,10200000.0,,,,1300000.0,,19555556.0,10200000.0,1300000.0,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0999,,,19900000.0,,,,,,,,,,,,,19900000.0,,,,,,,,,,,,,89100000.0,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16300000.0,,,,,0.011933,,,,,,,,,,1400000.0,,,,1400000.0,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,22858858.0,0.011933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16300000.0,,,,,,,22858858.0,,,,,,16300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23800000.0,,,,,0.020535,,,,,,,,,,2400000.0,,,,2400000.0,,,,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,19411412.0,0.020535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23800000.0,,,,,,,19411412.0,,,,,,23800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31500000.0,,,,,0.040238,,,,,,,,,,4700000.0,,,,4700000.0,,,,,4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,19525526.0,0.040238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31500000.0,,,,,,,19525526.0,,,,,,31500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,,,,,,,,,,,,,,0.10101,,,,,19525526.0,,,95000000.0,,,,,,22500000.0,,,,,,,,,,,11800000.0,,,,3300000.0,,19525526.0,11800000.0,3300000.0,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,11800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10101,,,22500000.0,,,,,,,,,,,,,22500000.0,,,,,,,,,,,,,95000000.0,,,,,,,,,,,,,,,,,,,,,,,
765072000,11400000.0,,,-1700000.0,,11700000.0,,,,1700000.0,,,,,,,,,,,,,,68100000.0,243100000.0,,,,19000000.0,,,,,0.006938,,154300000.0,,,,,254800000.0,,,800000.0,-1500000.0,,,800000.0,,,,,800000.0,,,,,,2800000.0,,0.0,7700000.0,,7900000.0,,,1000000.0,4200000.0,-4900000.0,,,,,100500000.0,,64000000.0,,19525526.0,0.006938,,16000000.0,,,400000.0,,,,14800000.0,,12300000.0,,1400000.0,,,1900000.0,,,,,,2400000.0,10100000.0,,,1000000.0,1000000.0,213400000.0,,600000.0,,,,,,-5100000.0,3100000.0,1400000.0,,-91100000.0,600000.0,0.0,27800000.0,,,,,,304500000.0,,,,,,,,-1300000.0,200000.0,3600000.0,,,,,,,,,,2500000.0,3100000.0,,800000.0,,,,19525526.0,,,300000.0,600000.0,500000.0,4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,13800000.0,,,-1700000.0,,15000000.0,,,,2000000.0,,,,,,,,,,,,,,69500000.0,245700000.0,,,,26700000.0,,,,,0.026918,,158400000.0,,,,,260700000.0,,,3100000.0,2200000.0,,,3100000.0,,,,,3100000.0,,,,,,2200000.0,,-700000.0,11100000.0,,11500000.0,,,1300000.0,6600000.0,-3800000.0,,,,,102300000.0,,64000000.0,,19525526.0,0.026918,,16000000.0,,,400000.0,,,,20100000.0,,13700000.0,,5300000.0,,,,,,,,,1000000.0,10100000.0,,,1300000.0,1300000.0,215200000.0,,2200000.0,,,,,,-3100000.0,2000000.0,1400000.0,,-92500000.0,1600000.0,-1200000.0,28600000.0,,,,,,307700000.0,,,,,,,,200000.0,0.0,5300000.0,,,,,,,,,,6400000.0,-100000.0,,400000.0,,,,19525526.0,,,,800000.0,900000.0,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,15300000.0,,,-1700000.0,,17300000.0,,,,1800000.0,,,,,,,,,,,,,,71700000.0,246200000.0,,,,31900000.0,,,,,0.033578,,159800000.0,,,,,263500000.0,,,3900000.0,2100000.0,,,3900000.0,,,,,3900000.0,,,,,,2200000.0,,-200000.0,12700000.0,,12600000.0,,,2500000.0,8100000.0,-4200000.0,,,,,103700000.0,,64000000.0,,19525526.0,0.033578,,15300000.0,,,400000.0,,,,23800000.0,,16000000.0,,6700000.0,,,,,,,,,1300000.0,10100000.0,,,2500000.0,2500000.0,217300000.0,,2800000.0,,,,,,-4000000.0,2000000.0,1400000.0,,-94200000.0,900000.0,-800000.0,27000000.0,,,,,,311500000.0,,,,,,,,1200000.0,0.0,6100000.0,,,,,,,,,,7800000.0,-100000.0,,500000.0,,,,19525526.0,,,,700000.0,,9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,15200000.0,,-300000.0,-1700000.0,1100000.0,13500000.0,1000000.0,,,1900000.0,158500000.0,,,,0.508333,,,1300000.0,1100000.0,19504476.0,4700000.0,,20200000.0,72100000.0,249000000.0,,1300000.0,,21800000.0,-1100000.0,,,,,-6800000.0,158500000.0,6300000.0,,16300000.0,9900000.0,262500000.0,,23700000.0,2000000.0,-1700000.0,19504476.0,9900000.0,2000000.0,26100000.0,,,,2000000.0,104000000.0,,7400000.0,,13500000.0,4700000.0,62500000.0,-200000.0,8000000.0,72100000.0,5800000.0,15200000.0,8000000.0,1300000.0,4700000.0,-5600000.0,262500000.0,,6400000.0,,104000000.0,9900000.0,62500000.0,,,,,12800000.0,,,0.0,5800000.0,,1700000.0,17100000.0,249000000.0,13400000.0,75700000.0,2800000.0,1200000.0,,,,18500000.0,220600000.0,1300000.0,,2500000.0,10200000.0,,27500000.0,1300000.0,1300000.0,220600000.0,,800000.0,,,315700000.0,,,-5200000.0,6300000.0,1000000.0,,-95100000.0,-300000.0,800000.0,26100000.0,,,,2600000.0,,315700000.0,,-17400000.0,,55500000.0,,-95100000.0,,-1400000.0,,3500000.0,,-18500000.0,100000.0,,,,0.508333,,,3700000.0,-100000.0,,-600000.0,,12800000.0,,,,,200000.0,1000000.0,-300000.0,5600000.0,2800000.0,-1300000.0,,,,1700000.0,-1200000.0,-100000.0,,5100000.0,,,99400000.0,10200000.0,,,,,,,,,,,,,,,,,,,,,,
796608000,12700000.0,,,-1800000.0,,10000000.0,,,,1900000.0,,,,,,,,,,,,,,71100000.0,248000000.0,,,,18200000.0,,,,,0.007215,,155500000.0,,,,,258000000.0,,,800000.0,1700000.0,,,800000.0,,,,,800000.0,,,,,,900000.0,,-200000.0,6800000.0,,6800000.0,,,2300000.0,3900000.0,-1200000.0,,,,,102500000.0,,62500000.0,,19525524.0,0.007215,,15100000.0,,,400000.0,,,,14300000.0,,11800000.0,,1400000.0,,,2300000.0,,,,,,1300000.0,10100000.0,,,2300000.0,2300000.0,220900000.0,,600000.0,,,,,,-3000000.0,5300000.0,1500000.0,,-96400000.0,300000.0,-2500000.0,24800000.0,,,,,,317300000.0,,,,,,,,1000000.0,,4700000.0,,,,,,,,,,2500000.0,5300000.0,,1700000.0,,,,19525524.0,,,300000.0,600000.0,-1000000.0,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,15600000.0,,,-1700000.0,,13400000.0,,,,1900000.0,,,,,,,,,,,,,,72400000.0,250900000.0,,,,23800000.0,,,,,0.02553,,160000000.0,,,,,264300000.0,,,3000000.0,1400000.0,,,3000000.0,,,,,3000000.0,,,,,,1500000.0,,-100000.0,11400000.0,,10300000.0,,,1600000.0,6900000.0,-4300000.0,,,,,104300000.0,,62500000.0,,19525524.0,0.02553,,15400000.0,,,400000.0,,,,16900000.0,,10900000.0,,5200000.0,,,,,,,,,2300000.0,10100000.0,,,1600000.0,1600000.0,222900000.0,,2200000.0,,,,,,-4200000.0,3300000.0,1400000.0,,-98300000.0,1700000.0,-2000000.0,25700000.0,,,,,,321200000.0,,,,,,,,-700000.0,,5600000.0,,,,,,,,,,6000000.0,3300000.0,,800000.0,,,,19525524.0,,,-100000.0,900000.0,-500000.0,7900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,17300000.0,,,-1800000.0,,17000000.0,,,,1900000.0,,,,,,,,,,,,,,75800000.0,254300000.0,,,,32000000.0,,,,,0.043845,,163200000.0,,,,,271300000.0,,,5100000.0,4400000.0,,,5100000.0,,,,,5100000.0,,,,,,0.0,,-200000.0,15400000.0,,12100000.0,,,3700000.0,8300000.0,-4900000.0,,,,,108100000.0,,62500000.0,,19525524.0,0.043845,,15400000.0,,,400000.0,,,1200000.0,23700000.0,,14200000.0,,8700000.0,,,,,,,,,1600000.0,10200000.0,,,3700000.0,3700000.0,225700000.0,,3600000.0,,,,,,-4700000.0,1500000.0,1300000.0,,-98700000.0,1600000.0,-2000000.0,26300000.0,,,,,,324400000.0,,,,,,,,2200000.0,,9100000.0,,,,,,,,,,9500000.0,1500000.0,,2300000.0,,,,19525524.0,,,-300000.0,400000.0,,11400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,10800000.0,,-100000.0,-1700000.0,3200000.0,21500000.0,700000.0,,,2000000.0,171600000.0,,,,0.591667,,,7400000.0,2700000.0,19436620.0,3600000.0,,23100000.0,76600000.0,259000000.0,,11700000.0,,23400000.0,-600000.0,,,,,-7000000.0,171600000.0,1000000.0,,19300000.0,11500000.0,280500000.0,,24200000.0,2500000.0,-4300000.0,19436620.0,11500000.0,2500000.0,26000000.0,2000000.0,,,2500000.0,108900000.0,,7700000.0,,21500000.0,3600000.0,76500000.0,-100000.0,9100000.0,76600000.0,5600000.0,10800000.0,9100000.0,7400000.0,5100000.0,-11500000.0,280500000.0,,7800000.0,,108900000.0,11500000.0,76500000.0,,,,,13300000.0,,,-100000.0,5600000.0,,600000.0,18300000.0,259000000.0,13300000.0,73200000.0,4000000.0,1100000.0,,,,22200000.0,230700000.0,11700000.0,,3700000.0,10200000.0,,30700000.0,11700000.0,11700000.0,230700000.0,,1500000.0,,,330700000.0,,,-7100000.0,1000000.0,800000.0,,-100000000.0,500000.0,12300000.0,26000000.0,,,,1300000.0,,330700000.0,,-19000000.0,,50100000.0,,-100000000.0,,3600000.0,,2800000.0,,-21900000.0,300000.0,,,,0.591667,,,5000000.0,1000000.0,,-2100000.0,,13300000.0,,,,,400000.0,700000.0,-100000.0,6900000.0,4100000.0,6100000.0,,,,600000.0,5800000.0,1000000.0,,4900000.0,-4300000.0,,97400000.0,10200000.0,,,,,,,,,,,,,,,,,,,,,,
828230400,10400000.0,,,-1800000.0,,20800000.0,,,,2000000.0,,,,,,,,,,,,,,76200000.0,261100000.0,,,,18400000.0,,-3100000.0,,,0.012765,,172900000.0,,,,,281900000.0,,,1500000.0,1700000.0,,,1500000.0,,,,,1500000.0,,,,,,1000000.0,,0.0,8700000.0,,7300000.0,,,5100000.0,3400000.0,-6200000.0,,,,,109000000.0,,76500000.0,,19489488.0,0.012765,,16400000.0,,,500000.0,,,,15000000.0,,11400000.0,,2500000.0,,,2200000.0,,,,,,7400000.0,10100000.0,,,12500000.0,12500000.0,231500000.0,,1000000.0,,,,,,-3100000.0,1000000.0,1600000.0,,-102200000.0,1000000.0,-800000.0,27400000.0,,,,,,333700000.0,,,,,,,,-2300000.0,,4800000.0,,,,,,,,,,3600000.0,1000000.0,,1100000.0,,,,19489488.0,,,200000.0,700000.0,600000.0,5700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,16800000.0,,,-1800000.0,,26900000.0,,,,2200000.0,,,,,,,,,,,,,,78400000.0,264600000.0,,,,28100000.0,,,,,0.033578,,180400000.0,,,,,291500000.0,,,3900000.0,1000000.0,,,3900000.0,,,,,3900000.0,,,,,,1300000.0,,-100000.0,15100000.0,,12200000.0,,,10100000.0,7300000.0,-1800000.0,,,,,111100000.0,,76500000.0,,19489488.0,0.033578,,16000000.0,,,500000.0,,,,20800000.0,,13000000.0,,6500000.0,,,,,,,,,5100000.0,10100000.0,,,13400000.0,13400000.0,234900000.0,,2600000.0,,,,,,-5800000.0,1000000.0,1600000.0,,-104300000.0,1600000.0,-200000.0,27500000.0,,,,,,339200000.0,,,,,,,,4900000.0,,6800000.0,,,,,,,,,,7800000.0,1000000.0,,1100000.0,,,,19489488.0,,,-400000.0,700000.0,600000.0,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,16000000.0,,,-1800000.0,,32900000.0,,,,2200000.0,,,,,,,,,,,,,,87200000.0,270600000.0,,,,33400000.0,,,,,0.090465,,182600000.0,,,,,303500000.0,,,10600000.0,-2300000.0,,,10600000.0,,,,,10600000.0,,,,,,1400000.0,,-100000.0,14500000.0,,12100000.0,,,15500000.0,8800000.0,500000.0,,,,,120900000.0,,76500000.0,,19039038.0,0.090465,,16500000.0,,,5800000.0,,,,24600000.0,,14500000.0,,14300000.0,,,,,,,,,10100000.0,10100000.0,,,19400000.0,19400000.0,239000000.0,,3700000.0,,,,,,-6700000.0,1000000.0,1600000.0,,-106100000.0,2500000.0,700000.0,29400000.0,,,,,,345100000.0,,,,,,,,5500000.0,-500000.0,4400000.0,,,,,,,,,,10100000.0,-100000.0,,-1900000.0,,,,19039038.0,,,900000.0,600000.0,1700000.0,12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,9000000.0,,2900000.0,-1800000.0,-1800000.0,20900000.0,300000.0,,,2300000.0,176500000.0,,,,0.958333,,,11900000.0,-3000000.0,19359882.0,3300000.0,,26600000.0,88000000.0,275600000.0,,11900000.0,,22800000.0,-300000.0,,,,,-7200000.0,176500000.0,1500000.0,,27700000.0,18600000.0,296500000.0,,26000000.0,2600000.0,-2200000.0,19359882.0,18600000.0,2600000.0,31300000.0,4300000.0,,,2600000.0,120000000.0,,8700000.0,-3200000.0,20900000.0,3300000.0,75000000.0,-100000.0,7100000.0,88000000.0,5100000.0,9000000.0,7100000.0,11900000.0,6600000.0,-1800000.0,296500000.0,,9100000.0,,120000000.0,18600000.0,75000000.0,,,,,16100000.0,,,0.0,5100000.0,,600000.0,16200000.0,275600000.0,10900000.0,76600000.0,4400000.0,6800000.0,,,,19300000.0,242100000.0,11900000.0,,15500000.0,9900000.0,,35300000.0,11900000.0,11900000.0,242100000.0,,1800000.0,,,349700000.0,,,-5500000.0,1500000.0,1100000.0,,-107600000.0,800000.0,-5200000.0,31300000.0,,,,7400000.0,,349700000.0,,-21100000.0,,50000000.0,,-107600000.0,,-3600000.0,3800000.0,3300000.0,,-9300000.0,300000.0,,,,0.958333,,,5300000.0,100000.0,,-3300000.0,,16100000.0,,,,,-400000.0,300000.0,2900000.0,7600000.0,5900000.0,4500000.0,,,,600000.0,-5500000.0,100000.0,,5900000.0,,,102600000.0,9900000.0,,,,,,,,,,,,,,,,,,,,,,
859766400,10500000.0,,,-1800000.0,,22900000.0,,,,2200000.0,,,,,,,,,,,,,,88200000.0,275900000.0,,,,20800000.0,,,,,0.017483,,179600000.0,,,,,298800000.0,,,2000000.0,1100000.0,,,2000000.0,,,,,2000000.0,,,,,,1100000.0,,-100000.0,8500000.0,,8700000.0,,,13100000.0,5800000.0,-4400000.0,,,,,119200000.0,,75000000.0,,19039038.0,0.017483,,18100000.0,,,500000.0,,,,15000000.0,,10500000.0,,3400000.0,,,2100000.0,,,,,,11900000.0,9900000.0,,,13100000.0,13100000.0,244000000.0,,1400000.0,,,,,,-4300000.0,1500000.0,1600000.0,,-109700000.0,2000000.0,200000.0,29800000.0,,,,,,353700000.0,,,,,,,,1200000.0,,5400000.0,,,,,,,,,,4500000.0,1500000.0,,1600000.0,,,,19039038.0,,,-400000.0,500000.0,1900000.0,6700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,14400000.0,,,-1800000.0,,27900000.0,,,,2200000.0,,,,,,,,,,,,,,91500000.0,282100000.0,,,,31600000.0,,,,,0.044955,,185700000.0,,,,,310000000.0,,,5100000.0,3300000.0,,,5100000.0,,,,,5100000.0,,,,,,1700000.0,,-100000.0,13600000.0,,12400000.0,,,13800000.0,8800000.0,-5800000.0,,,,,124300000.0,,75000000.0,,19039038.0,0.044955,,19500000.0,,,500000.0,,,,22800000.0,,13000000.0,,8700000.0,,,,,,,,,13100000.0,9900000.0,,,13800000.0,13800000.0,247300000.0,,3600000.0,,,,,,-5700000.0,,1600000.0,,-111500000.0,800000.0,-2500000.0,32700000.0,,,,,,358800000.0,,,,,,,,700000.0,,9000000.0,,,,,,,,,,9800000.0,0.0,,100000.0,,,,19039038.0,,,1600000.0,800000.0,3700000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,13500000.0,,,-1800000.0,,29600000.0,,,,2200000.0,,,,,,,,,,,,,,94800000.0,290100000.0,,,,34000000.0,,,,,0.045233,,190400000.0,,,,,319700000.0,,,5200000.0,-800000.0,,,5200000.0,,,,,5200000.0,,,,,,1500000.0,,-200000.0,12500000.0,,12400000.0,,,15700000.0,8900000.0,-7800000.0,,,,,129300000.0,,75000000.0,,19039038.0,0.045233,,20600000.0,,,500000.0,,,,25100000.0,,15300000.0,,8800000.0,,,,,,,,,13800000.0,9900000.0,,,15700000.0,15700000.0,252600000.0,,3600000.0,,,,,,-7600000.0,,1600000.0,,-113600000.0,4700000.0,2900000.0,35400000.0,,,,,,366200000.0,,,,,,,,1900000.0,,6800000.0,,,,,,,,,,9800000.0,0.0,,-1600000.0,,,,19039038.0,,,1000000.0,1000000.0,5300000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
