date,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPretaxIncome,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTaxProvision,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,17728700000.0,,,,,,,,,,,,996117538.0,,,,,,,,,,,,,17728700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17728700000.0,,,,,,,,,,,,,,,,,,,,,,,856300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996117538.0,,0.88,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,24477900000.0,,15992200000.0,1033000000.0,6724900000.0,,10434100000.0,24212300000.0,15905100000.0,6724900000.0,,6724900000.0,,,,,,,,31667600000.0,37835500000.0,-15675400000.0,,,,,,28951000000.0,,5919200000.0,,,,,,10764800000.0,,,3933100000.0,,31667600000.0,,,,,-18416400000.0,,,-90221600000.0,-15675400000.0,5.48,,-47411700000.0,10136300000.0,,,,,8704700000.0,,,,,,,,,,15992200000.0,,,8305300000.0,-1803400000.0,,10136300000.0,,6638200000.0,-47411700000.0,,805700000.0,-75128400000.0,,,92445600000.0,,,6138000000.0,118888600000.0,,-79787500000.0,,,56676500000.0,,,,8704700000.0,121673400000.0,,64996900000.0,,,,,,5.41,,,9838900000.0,13447500000.0,0.0,20126500000.0,64996900000.0,967189781.0,24477900000.0,,,71650900000.0,31586400000.0,,6724900000.0,,,5300200000.0,68233300000.0,8298900000.0,,,121673400000.0,5300200000.0,37835500000.0,,,,143366500000.0,-1193500000.0,8485700000.0,,75282700000.0,8485700000.0,,1157900000.0,8307200000.0,118888600000.0,28951000000.0,32112800000.0,21529000000.0,,-816000000.0,9838900000.0,,6638200000.0,20126500000.0,,,,,143366500000.0,,,2998700000.0,979704251.0,2457600000.0,5300200000.0,,,56676500000.0,,21529000000.0,3933100000.0,,,,,,32112800000.0,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,25869000000.0,,,,,,,,,,,,981715839.0,,,,,,,,,,,,,25869000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25869000000.0,,,,,,,,,,,,,,,,,,,,,,,1637000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981715839.0,,1.72,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,25889700000.0,,,,,,,,,,,,947911850.0,,,,,,,,,,,,,25889700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25889700000.0,,,,,,,,,,,,,,,,,,,,,,,1407100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947911850.0,,1.51,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,20242300000.0,,,,,,,,,,,,947911850.0,,,,,,,,,,,,,20242300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20242300000.0,,,,,,,,,,,,,,,,,,,,,,,477100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947911850.0,,0.52,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,33442500000.0,,18605200000.0,648000000.0,5421300000.0,,9524500000.0,23530200000.0,18208800000.0,5421300000.0,,5421300000.0,800000000.0,,,,,-219100000.0,,34969700000.0,46486900000.0,-16364500000.0,,,,,,29418100000.0,,6724900000.0,,,,,,9550100000.0,,,3392800000.0,,34969700000.0,,,,,-9270200000.0,-41600000.0,,-133562000000.0,-16364500000.0,4.11,,-58020900000.0,7597700000.0,,,,,11381900000.0,,,,,,,,,,18605200000.0,,,-1960000000.0,-3676100000.0,,7597700000.0,,6816800000.0,-58020900000.0,,-1303600000.0,-7373100000.0,,800000000.0,96145900000.0,,,8598500000.0,127450800000.0,1435000000.0,-124037500000.0,,,65466500000.0,,,,11381900000.0,137198700000.0,,71732200000.0,,,,,2120200000.0,4.06,,,8429900000.0,13980100000.0,0.0,21704000000.0,71732200000.0,933090024.0,33442500000.0,,,94989200000.0,24144900000.0,,5421300000.0,,,3835000000.0,72615700000.0,5947400000.0,,,137198700000.0,3835000000.0,46486900000.0,,,,160893300000.0,-1853500000.0,14837300000.0,,36675700000.0,14837300000.0,,313800000.0,5321400000.0,127450800000.0,29418100000.0,38921300000.0,23527800000.0,-271200000.0,-894500000.0,8429900000.0,,6816800000.0,21704000000.0,,,,,160893300000.0,,,2112400000.0,944581281.0,4228700000.0,3835000000.0,,,65466500000.0,,23527800000.0,3392800000.0,,,,,,38921300000.0,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,,,,,,,4533500000.0,5421300000.0,4533500000.0,800000000.0,,,380400000.0,886600000.0,,,,2724000000.0,-18486800000.0,-1616200000.0,,2366400000.0,,-941600000.0,,,,,,-605000000.0,,,,,,,,37797300000.0,1471500000.0,,5018700000.0,,,,0.55,,,,-887800000.0,3660800000.0,11686300000.0,,,,,7542200000.0,,,,,,920363636.0,,,,19310500000.0,,,,,,,,,3811800000.0,,,,,,,,,,24690900000.0,,,,-345200000.0,21952500000.0,151000000.0,,,,,814300000.0,,,,,877300000.0,,,,,,,,21865000000.0,115375800000.0,,136517500000.0,,,,23600600000.0,,,,-4284600000.0,,,,-144700000.0,,137328300000.0,,,506200000.0,,,161208400000.0,,,,,117207000000.0,506200000.0,506200000.0,,,29455800000.0,,,,,7841100000.0,-8500000.0,7436500000.0,,-890600000.0,-370200000.0,0.0,,,,18911500000.0,,,,,,,,,23696500000.0,3594200000.0,,,920363636.0,,0.55,82325800000.0,,1028300000.0,4689100000.0,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,6648400000.0,0.0,6648400000.0,800000000.0,,,565500000.0,1336200000.0,,,,2405500000.0,-18486800000.0,-1738000000.0,,2351900000.0,,5281500000.0,,,,,,135700000.0,,,,,,,,38707500000.0,2445800000.0,,6212500000.0,,,,0.83,,,,2114900000.0,4042400000.0,12388100000.0,,,,,7624300000.0,,,,,,928554217.0,,,,20220700000.0,,,,,,,,,4300600000.0,,,,,,,,,,28179100000.0,,,,-345200000.0,22417900000.0,258200000.0,,,,,1416900000.0,,,,,995500000.0,,,,,,,,22290500000.0,121984200000.0,,140754800000.0,,,,26871700000.0,,,,-7133800000.0,,,,707800000.0,,144402100000.0,,,770700000.0,,,168933900000.0,,,,,120534100000.0,770700000.0,770700000.0,,,30113200000.0,,,,,8693100000.0,-3188200000.0,7237200000.0,,-5847500000.0,-327600000.0,0.0,,,,21575600000.0,,,,,,,,,24390300000.0,3565100000.0,,,928554217.0,,0.83,88305900000.0,,1253700000.0,5296100000.0,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,,5570900000.0,0.0,5570900000.0,800000000.0,,,63400000.0,165100000.0,,,,2737300000.0,-18486800000.0,-1861900000.0,,2434000000.0,,-184000000.0,,,,,,-325800000.0,,,,,,,,39957800000.0,1496500000.0,,10319300000.0,,,,0.1,,,,-1077500000.0,2995100000.0,12665000000.0,,,,,7339900000.0,,,,,,1017000000.0,,,,21471000000.0,,,,,,,,,3250500000.0,,,,,,,,,,26969900000.0,,,,-338100000.0,22742200000.0,255400000.0,,,,,1139400000.0,,,,,920100000.0,,,,,,,,22044100000.0,123249100000.0,,143780400000.0,,,,22986900000.0,,,,-9861200000.0,,,,-365400000.0,,145991300000.0,,,101700000.0,,,170750300000.0,,,,,122309400000.0,101700000.0,101700000.0,,,30112100000.0,,,,,8810400000.0,-1035600000.0,7750000000.0,,-2439400000.0,-386500000.0,0.0,,,,18816300000.0,,,,,,,,,24611900000.0,3623400000.0,,,1017000000.0,,0.1,89513600000.0,,1175500000.0,4170600000.0,,,,,,,,,,,,,,,,
1990-12-31,,,144678400000.0,,22207800000.0,527800000.0,6767800000.0,,7413800000.0,19645900000.0,13725000000.0,6767800000.0,0.0,6767800000.0,800000000.0,,,-478900000.0,-997400000.0,320300000.0,,40694600000.0,50187500000.0,-18486800000.0,-26011200000.0,,2460600000.0,,3619000000.0,13686200000.0,,5421300000.0,,,529100000.0,,,9105800000.0,,,3103200000.0,,40694600000.0,2000000000.0,,108581100000.0,,-13795900000.0,-483200000.0,,-31227300000.0,-18486800000.0,0.94,1196900000.0,-118200000.0,26418700000.0,,,,,10897200000.0,,,,,,,,,,22207800000.0,,,7774900000.0,-266000000.0,,26418700000.0,,7115400000.0,2402100000.0,,1346500000.0,-116929600000.0,,800000000.0,97650000000.0,,,9572900000.0,28984300000.0,250000000.0,-23813500000.0,,-460100000.0,87503400000.0,2520300000.0,,,10897200000.0,149624600000.0,-3084300000.0,62121200000.0,,,,3128000000.0,-213900000.0,0.92,,,11564100000.0,10540100000.0,0.0,21175500000.0,62121200000.0,915000000.0,144678400000.0,,,3556300000.0,24190800000.0,,6767800000.0,,-95650000000.0,860100000.0,78004100000.0,1390500000.0,-24011200000.0,,149624600000.0,860100000.0,50187500000.0,-518500000.0,,,173662700000.0,-1488600000.0,122470600000.0,,130131600000.0,122470600000.0,-518500000.0,-518500000.0,5920900000.0,28984300000.0,13686200000.0,45331800000.0,24038100000.0,286300000.0,,11564100000.0,7788600000.0,7115400000.0,21175500000.0,-4618400000.0,1612100000.0,0.0,,173662700000.0,,18660700000.0,530400000.0,934891304.0,3184900000.0,860100000.0,,,87503400000.0,,24038100000.0,3103200000.0,,,,,,45331800000.0,,5648300000.0,5530100000.0,,,,,,,,,,,,,,,,
1991-03-31,,,,,,,,,,,,7479900000.0,6767800000.0,7479900000.0,800000000.0,,,-294300000.0,-1178700000.0,,,,3277400000.0,-19422000000.0,-1401100000.0,,2430500000.0,,-1951100000.0,,,,,,-36600000.0,,,,,,,,40945900000.0,1462200000.0,,12403300000.0,,,,-0.94,,,,712100000.0,1187100000.0,12788900000.0,,,,,6540600000.0,,,,,,940851064.0,,,,21523900000.0,,,,,,,,,1553800000.0,,,,,,,,,,29656900000.0,,,,-703200000.0,22606900000.0,366700000.0,,,,,1979900000.0,,,,,1448800000.0,,,,,,,,19937900000.0,122847800000.0,,137988200000.0,,,,21341000000.0,,,,-12461500000.0,,,,61100000.0,,145454700000.0,,,-884400000.0,,,167645100000.0,,,,,116464300000.0,-884400000.0,-884400000.0,,,30820000000.0,,,,,12374100000.0,2954900000.0,6646400000.0,,1495600000.0,87100000.0,0.0,,,,18338400000.0,,,,,,,,,22190400000.0,2770100000.0,,,940851064.0,,-0.94,89257700000.0,,1815500000.0,3002600000.0,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,6894300000.0,0.0,6894300000.0,800000000.0,,,15700000.0,-307800000.0,,,,2621200000.0,-19422000000.0,-1236800000.0,,2270900000.0,,-1296400000.0,,,,,,-338700000.0,,,,,,,,40484700000.0,2687300000.0,,18959300000.0,,,,-0.35,,,,-585600000.0,1869300000.0,13817300000.0,,,,,6627400000.0,,,,,,924285714.0,,,,21062700000.0,,,,,,,,,2231200000.0,,,,,,,,,,29936500000.0,,,,-189200000.0,23065900000.0,361900000.0,,,,,2648900000.0,,,,,1524000000.0,,,,,,,,19425200000.0,122184800000.0,,136693600000.0,,,,23846700000.0,,,,-18768500000.0,,,,1450500000.0,,145250700000.0,,,-323500000.0,,,166630100000.0,,,,,115630900000.0,-323500000.0,-323500000.0,,,31007300000.0,,,,,12445900000.0,-883100000.0,5605600000.0,,-1929100000.0,107200000.0,0.0,,,,20091500000.0,,,,,,,,,21379400000.0,2708000000.0,,,924285714.0,,-0.35,88469500000.0,,1885900000.0,3755200000.0,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,,6282400000.0,0.0,6282400000.0,800000000.0,,,70600000.0,-503800000.0,,,,1745300000.0,-19422000000.0,-1540800000.0,,2249700000.0,,1715200000.0,,,,,,-5792100000.0,,,,,,,,40834600000.0,1455100000.0,,,,,,-0.61,,,,-611900000.0,1576000000.0,12368400000.0,,,,,7414700000.0,,,,,,941639344.0,,,,21412600000.0,,,,,,,,,1945900000.0,,,,,,,,,,23820900000.0,,,,-291800000.0,21528400000.0,369900000.0,,,,,1659600000.0,,,,,1433700000.0,,,,,,,,18659000000.0,128286800000.0,,147238000000.0,,,,21116700000.0,,,,,,,,-85700000.0,,149815200000.0,,,-574400000.0,,,171058900000.0,,,,,125825400000.0,-574400000.0,-574400000.0,,,32597300000.0,,,,,6404700000.0,-2195400000.0,6276600000.0,,-3868800000.0,167400000.0,0.0,,,,17737100000.0,,,,,,,,,21243700000.0,2732000000.0,,,941639344.0,,-0.61,92957500000.0,,1803600000.0,3379600000.0,,,,,,,,,,,,,,,,
1991-12-31,,,148179500000.0,,22522300000.0,648100000.0,8133200000.0,,8120400000.0,17915000000.0,11762400000.0,8133200000.0,0.0,8133200000.0,800000000.0,,,-187400000.0,-663100000.0,78200000.0,,41944300000.0,47194700000.0,-19422000000.0,-1668600000.0,,2268100000.0,,3002400000.0,13212400000.0,,6767800000.0,,,-475400000.0,,,11930900000.0,,,2829700000.0,,41944300000.0,2515800000.0,,,,-8183100000.0,-1014600000.0,,-5847300000.0,-19422000000.0,-2.39,1850800000.0,1351700000.0,27187300000.0,,,,,10296700000.0,,,,,,,,,,22522300000.0,,,1470100000.0,-6642800000.0,,27187300000.0,,6215300000.0,6031500000.0,,1365400000.0,-6168700000.0,,800000000.0,88286300000.0,,,9219200000.0,26249900000.0,2684800000.0,2273100000.0,,257500000.0,84678700000.0,4679800000.0,,,10296700000.0,150939100000.0,-3557200000.0,66260400000.0,,,,1746100000.0,2883500000.0,-2.39,,,8658700000.0,5984100000.0,0.0,17990800000.0,66260400000.0,953974895.0,148179500000.0,,,-15811000000.0,21981900000.0,,8133200000.0,,,-2258000000.0,70371300000.0,-2653400000.0,847200000.0,,150939100000.0,-2258000000.0,47194700000.0,-497700000.0,,,174429400000.0,-926700000.0,125657200000.0,,19370500000.0,125657200000.0,-475700000.0,-475700000.0,6152600000.0,26249900000.0,13212400000.0,50218300000.0,23490300000.0,2731200000.0,,8658700000.0,-15687400000.0,6215300000.0,17990800000.0,-3880800000.0,157500000.0,0.0,,174429400000.0,,14204300000.0,-395400000.0,953974895.0,5778300000.0,-2280000000.0,,,84678700000.0,,23490300000.0,2829700000.0,,,,,,50218300000.0,,6425900000.0,7777600000.0,,,,,,,,,,,,,,,,
1992-03-31,,,,,,,,,,,,9063700000.0,8133200000.0,9063700000.0,800000000.0,,,343300000.0,681200000.0,,,,1661400000.0,-19991000000.0,-1253900000.0,,2159900000.0,,-1839600000.0,,,,,,-5313900000.0,,,,,,,,41918300000.0,4901500000.0,,15081700000.0,,,,0.29,,,,930500000.0,2755600000.0,34048600000.0,,,,,8092600000.0,,,,,,998620690.0,,,,21927300000.0,,,,,,,,,3220000000.0,,,,,,,,,,21309700000.0,,,,-248000000.0,43802600000.0,464400000.0,,,,,4099200000.0,,,,,1374700000.0,,,,,,,,18080700000.0,107333000000.0,,152971700000.0,,,,24557500000.0,,,,-17238000000.0,,,,3647600000.0,,151135600000.0,,,289600000.0,,,174281400000.0,,,,,131044400000.0,337900000.0,337900000.0,,,10261900000.0,,,,,2814500000.0,1703700000.0,6151700000.0,,-1654500000.0,104300000.0,0.0,,,,19962800000.0,,,,,,,,,23145800000.0,2887700000.0,,,998620690.0,,0.29,94183400000.0,,1839100000.0,4594700000.0,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,,7516200000.0,0.0,7516200000.0,1081300000.0,,,636700000.0,1139100000.0,,,,1282300000.0,-19991000000.0,-1248200000.0,,2014800000.0,,-729200000.0,,,,,,3700400000.0,,,,,,,,42635900000.0,4176800000.0,,17285300000.0,,,,0.47,,,,-1547500000.0,3003300000.0,28687400000.0,,,,,8399600000.0,,,,,,966170213.0,,,,22644900000.0,,,,,,,,,3484200000.0,,,,,,,,,,40944600000.0,,,,-242400000.0,38369300000.0,480900000.0,,,,,3193500000.0,,,,,1504700000.0,,,,,,,,18340500000.0,116372000000.0,,138155600000.0,,,,26842700000.0,,,,-15792000000.0,,,,2928600000.0,,154741300000.0,,,454100000.0,,,179100200000.0,,,,,115510700000.0,502400000.0,502400000.0,,,18225000000.0,,,,,24348400000.0,-5594600000.0,5939600000.0,,-5349500000.0,180100000.0,0.0,,,,21853800000.0,,,,,,,,,24358900000.0,3632200000.0,,,966170213.0,,0.47,94514800000.0,,1985600000.0,4988900000.0,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,,6459700000.0,0.0,6459700000.0,1082000000.0,,,-114300000.0,-273200000.0,,,,1316400000.0,-19991000000.0,-1499700000.0,,1906200000.0,,-1413800000.0,,,,,,-1034900000.0,,,,,,,,42821200000.0,-420600000.0,,19055700000.0,,,,-0.23,,,,-1056500000.0,1444800000.0,13173900000.0,,,98000000.0,,8426900000.0,,,,,,900869565.0,,,,22830200000.0,,,,,,,,,1979100000.0,,,,,,,,,,26051000000.0,,,,-243500000.0,22917200000.0,534300000.0,,,,,-796000000.0,,,,,1495000000.0,,,,,,,,17938300000.0,129785100000.0,,150751600000.0,,,,23325300000.0,,,,-116655300000.0,,,,-1920300000.0,,152702300000.0,,,-207200000.0,,,176802600000.0,,,,,127921400000.0,-158900000.0,-158900000.0,,,31007000000.0,,,,,8250100000.0,99327000000.0,6462100000.0,,486400000.0,214700000.0,0.0,,,,19851200000.0,,,,,,,,,24100300000.0,3888800000.0,,,900869565.0,,-0.23,94889300000.0,,2029300000.0,3474100000.0,,,,,,,,,,,,,,,,
1992-12-31,,,49382900000.0,,22160000000.0,668700000.0,6686100000.0,,11515700000.0,20106400000.0,13876800000.0,6686100000.0,0.0,6686100000.0,1082600000.0,,,-571000000.0,-1754200000.0,380100000.0,,42151000000.0,49068000000.0,-19991000000.0,-1787700000.0,,1835600000.0,,4098400000.0,41866300000.0,,8133200000.0,,,-706700000.0,,,12985300000.0,,,2949300000.0,,42151000000.0,2858000000.0,,10374900000.0,,-12810700000.0,-114100000.0,,-5789500000.0,-19991000000.0,-7.82,226400000.0,-82600000.0,10301100000.0,,,1325500000.0,,9575100000.0,,,,,,,,,,22160000000.0,,,115800000.0,-3355100000.0,,10301100000.0,,5451300000.0,5193500000.0,,-1447100000.0,-63313800000.0,,1082600000.0,100132300000.0,,,7916500000.0,131162300000.0,1607500000.0,5726200000.0,,-243500000.0,68944200000.0,5276100000.0,,,9575100000.0,164709800000.0,-5935100000.0,95765600000.0,,,,1855200000.0,2952300000.0,-7.82,,,8629200000.0,7121100000.0,0.0,9628400000.0,95765600000.0,971150895.0,49382900000.0,,,-5819700000.0,25406800000.0,,6686100000.0,,86371500000.0,-501800000.0,80025900000.0,-207100000.0,1070300000.0,,164709800000.0,-7385000000.0,49068000000.0,-8130900000.0,,,180545200000.0,-977400000.0,27222900000.0,,61797600000.0,27222900000.0,-8066400000.0,-1183200000.0,6229600000.0,131162300000.0,41866300000.0,50950000000.0,15835400000.0,561600000.0,,8629200000.0,-101255800000.0,5451300000.0,9628400000.0,-6293100000.0,169600000.0,0.0,,180545200000.0,,18358100000.0,294700000.0,971150895.0,6755700000.0,-7594400000.0,,,68944200000.0,,15835400000.0,2949300000.0,,,,,,50950000000.0,,7131300000.0,7048700000.0,,,,,,,,,,,,,,,,
1993-03-31,,,,,,,,,,,,8936000000.0,6686000000.0,8936000000.0,1256000000.0,,,468000000.0,1040000000.0,,,,1050000000.0,-20691000000.0,-1289000000.0,,1856000000.0,,1795000000.0,,,,,,-657000000.0,,,,,,,,42970000000.0,4664000000.0,,60308000000.0,,,,0.49,,,,2250000000.0,2790000000.0,27695000000.0,,,173000000.0,,8702000000.0,,,,,,1020408163.0,,,,22279000000.0,,,,,,,,,3464000000.0,,,,,,,,,,21087000000.0,,,,-276000000.0,37447000000.0,674000000.0,,,,,3418000000.0,,,,,1491000000.0,,,,,,,,9924000000.0,129287000000.0,,165446000000.0,,,,26763000000.0,,,,-25503000000.0,,,,3375000000.0,,166734000000.0,,,500000000.0,,,186533000000.0,,,,,143167000000.0,572000000.0,572000000.0,,,26418000000.0,,,,,3254000000.0,-37745000000.0,5872000000.0,,-4229000000.0,132000000.0,0.0,,,,21808000000.0,,,,,,,,,19799000000.0,3049000000.0,,,1000000000.0,,0.5,99820000000.0,,2165000000.0,4955000000.0,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,,9149000000.0,0.0,9149000000.0,1257000000.0,,,570000000.0,1345000000.0,,,,763000000.0,-20691000000.0,-1743000000.0,,1813000000.0,,3943000000.0,,,,,,-479000000.0,,,,,,,,43205000000.0,4343000000.0,,58328000000.0,,,,0.66,,,,213000000.0,3042000000.0,26311000000.0,,,1000000.0,,8924000000.0,,,,,,1065151515.0,,,,22514000000.0,,,,,,,,,3748000000.0,,,,,,,,,,21648000000.0,,,,-269000000.0,35998000000.0,706000000.0,,,,,2862000000.0,,,,,1681000000.0,,,,,,,,10430000000.0,138930000000.0,,170220000000.0,,,,29419000000.0,,,,-21077000000.0,,,,2600000000.0,,174928000000.0,,,703000000.0,,,191868000000.0,,,,,147706000000.0,775000000.0,775000000.0,,,31380000000.0,,,,,3348000000.0,-43836000000.0,5298000000.0,,-8328000000.0,165000000.0,0.0,,,,23990000000.0,,,,,,,,,16940000000.0,3025000000.0,,,963013699.0,,0.73,104525000000.0,,2387000000.0,5429000000.0,,,,,,,,,,,,,,,,
