date,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingSaleOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,trailingNetOtherInvestingChanges,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualBasicAverageShares,annualGrossPPE,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,annualBasicEPS,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualDilutedAverageShares,trailingTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,quarterlyTaxProvision,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualInventory,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualCapitalStock,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,annualOperatingExpense,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingOperatingExpense,annualDilutedEPS,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyPretaxIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,,,,,,,300000.0,100000.0,,,83500000.0,8300000.0,,,75500000.0,,,,138000000.0,508900000.0,283200000.0,,,9100000.0,,13800000.0,,13800000.0,,,,,34300000.0,,,,,,101000000.0,,,,0.0,500000.0,-7900000.0,33900000.0,,,-3800000.0,,9200000.0,,,,1500000.0,17400000.0,,,,0.0,,43400000.0,13800000.0,,,,,,,,,,,0.1,189900000.0,85400000.0,,,,,,,,,,-300000.0,,,,,,,,,,,,-6700000.0,,,,66500000.0,,,,7900000.0,,,,,,8800000.0,319000000.0,8800000.0,,138000000.0,8400000.0,,,20600000.0,125000000.0,,,197800000.0,,8400000.0,,,,,,,32200000.0,,-99500000.0,-11700000.0,,,,,,,,,0.1,,,225700000.0,,283700000.0,,88900000.0,,,297300000.0,,20000000.0,,-4700000.0,-11700000.0,,,,200000.0,,,23100000.0,142000000.0,59100000.0,,-5300000.0,,,2000000.0,,,22200000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,500000.0,0.0,,,82100000.0,-2800000.0,,,82900000.0,,,,143636364.0,527100000.0,300000000.0,,,9400000.0,,15800000.0,,15800000.0,,,,,32700000.0,,,,,,99000000.0,,,,0.0,400000.0,-6900000.0,35800000.0,,,-11900000.0,,9100000.0,,,,1800000.0,16900000.0,,,,0.0,,41900000.0,15800000.0,,,,,,,,,,,0.11,187300000.0,94600000.0,,,,,,,,,,-6000000.0,,,,,,,,,,,,-5300000.0,,,,68700000.0,,,,24600000.0,,,,,,9300000.0,339800000.0,9300000.0,,143636364.0,0.0,,,18400000.0,116300000.0,,,205400000.0,,9600000.0,,,,,,,36200000.0,,-104000000.0,-13600000.0,,,,,,,,,0.11,,,227100000.0,,299500000.0,,88300000.0,,,309400000.0,,10800000.0,,-2300000.0,-3500000.0,,,,300000.0,,,26800000.0,151600000.0,60800000.0,,-14200000.0,,,100000.0,,,25400000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,3900000.0,0.0,,,121700000.0,8000000.0,,,82600000.0,,,,139090909.0,583800000.0,346700000.0,,,9400000.0,,15300000.0,,15300000.0,,,,,33600000.0,,,,,,137300000.0,,,,0.0,700000.0,-58500000.0,36900000.0,,,-44300000.0,,8500000.0,,,,1700000.0,15600000.0,,,,-100000.0,,42900000.0,15300000.0,,,,,,,,,,,0.11,228500000.0,128100000.0,,,,,,,,,,-41600000.0,,,,,,,,,,,,-3500000.0,,,,68600000.0,,,,42600000.0,,,,,,13100000.0,355300000.0,13100000.0,,139090909.0,0.0,,,19100000.0,121500000.0,,,218600000.0,,9400000.0,,,,,,,35100000.0,,-106100000.0,-15200000.0,,,,,,,,,0.11,,,237100000.0,,314800000.0,,91200000.0,,,324700000.0,,23200000.0,,-100000.0,39200000.0,,,300000.0,300000.0,,,25700000.0,151200000.0,63600000.0,,-1000000.0,,,-1100000.0,,,24700000.0,,,,,,,,,,,,,,,,,,
,,,596200000.0,,,-48900000.0,,323300000.0,-6500000.0,0.0,-182700000.0,,120300000.0,2900000.0,,,93000000.0,100900000.0,62700000.0,-9400000.0,,596200000.0,354800000.0,16400000.0,,9800000.0,,17900000.0,-92000000.0,17900000.0,17300000.0,,100000.0,,37000000.0,120300000.0,,37700000.0,128800000.0,106100000.0,136900000.0,0.0,364300000.0,,0.0,500000.0,-18700000.0,36900000.0,38200000.0,,-122700000.0,6700000.0,10000000.0,,95000000.0,,2200000.0,16600000.0,,,,-9300000.0,,46800000.0,17900000.0,,,,6700000.0,,,126800000.0,1100000.0,196200000.0,,,231900000.0,126800000.0,228000000.0,75300000.0,136900000.0,,143800000.0,,241400000.0,-7100000.0,,-1000000.0,,67700000.0,,140673000.0,333400000.0,62700000.0,,-1800000.0,0.0,8400000.0,,-5900000.0,,7300000.0,,77300000.0,,2100000.0,,121100000.0,,354800000.0,,-58900000.0,137700000.0,6700000.0,364300000.0,6700000.0,,,0.0,0.446667,,17300000.0,128800000.0,140673000.0,,228000000.0,,10800000.0,0.0,,15000000.0,-21400000.0,,,40300000.0,36900000.0,-105400000.0,-18400000.0,,,,62700000.0,,333600000.0,615100000.0,10000000.0,,,-105400000.0,241400000.0,175400000.0,323300000.0,16600000.0,95000000.0,,231900000.0,333400000.0,,21300000.0,,0.0,-9000000.0,281500000.0,-25900000.0,0.0,300000.0,,,30500000.0,170300000.0,67700000.0,,-5400000.0,,0.446667,,,,28700000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,800000.0,-100000.0,,,119800000.0,17300000.0,,,91000000.0,,,,135833333.0,619600000.0,359100000.0,,,10100000.0,,16300000.0,,16300000.0,,,,,40700000.0,,,,,,138300000.0,,,,0.0,400000.0,-30000000.0,36700000.0,,,-22900000.0,,11300000.0,,,,2500000.0,18600000.0,,,,100000.0,,50800000.0,16300000.0,,,,,,,,,,,0.12,239300000.0,124500000.0,,,,,,,,,,-1700000.0,,,,,,,,,,,,-1600000.0,,,,79300000.0,,,,8100000.0,,,,,,7500000.0,380300000.0,7500000.0,,135833333.0,6700000.0,,,18300000.0,146300000.0,,,234600000.0,,10200000.0,,,,,,,38600000.0,,-105400000.0,-13500000.0,,,,,,,,,0.12,,,260500000.0,,338700000.0,,101000000.0,,,340000000.0,,30800000.0,,,100000.0,,,100000.0,200000.0,,,28500000.0,170300000.0,71400000.0,,-800000.0,,,4600000.0,,,26500000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,-900000.0,0.0,,,118400000.0,1700000.0,,,99200000.0,,,,144615385.0,638700000.0,366900000.0,,,10200000.0,,18800000.0,,18800000.0,,,,,40300000.0,,,,,,136500000.0,,,,0.0,400000.0,-15900000.0,37400000.0,,,-34700000.0,,11300000.0,,,,2300000.0,18100000.0,,,,-100000.0,,50500000.0,18800000.0,,,,,,,,,,,0.13,238200000.0,124900000.0,,,,,,,,,,-1200000.0,,,,,,,,,,,,-5500000.0,,,,83200000.0,,,,34500000.0,,,,,,6600000.0,400500000.0,6600000.0,,144615385.0,0.0,,,20900000.0,150300000.0,,,242000000.0,,12000000.0,,,,,,,42900000.0,,-111600000.0,-14500000.0,,,,,,,,,0.13,,,271800000.0,,358400000.0,,101700000.0,,,353600000.0,,16200000.0,,,-1200000.0,,,0.0,200000.0,,,32700000.0,182400000.0,69500000.0,,-13000000.0,,,-300000.0,,,30800000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,5000000.0,0.0,,,114500000.0,19800000.0,,,99500000.0,,,,142307692.0,657500000.0,369900000.0,,,10400000.0,,18500000.0,,18500000.0,,,,,41300000.0,,,,,,132700000.0,,,,0.0,800000.0,-27000000.0,36200000.0,,,-21700000.0,,11500000.0,,,,2300000.0,18200000.0,,,,800000.0,,51700000.0,18500000.0,,,,,,,,,,,0.13,237500000.0,121700000.0,,,,,,,,,,-1200000.0,,,,,,,,,,,,1200000.0,,,,83500000.0,,,,9500000.0,,,,,,11600000.0,420000000.0,11600000.0,,142307692.0,0.0,,,17400000.0,162900000.0,,,248200000.0,,11800000.0,,,,,,,42200000.0,,-113800000.0,-13600000.0,,,,,,,,,0.13,,,287600000.0,,376900000.0,,104800000.0,,,362000000.0,,33400000.0,,,-1500000.0,,,,300000.0,,,31800000.0,183000000.0,75900000.0,,6900000.0,,,-1400000.0,,,30300000.0,,,,,,,,,,,,,,,,,,
,,,668800000.0,,,-4400000.0,,386700000.0,-2500000.0,100000.0,-108900000.0,,117900000.0,16800000.0,,,104000000.0,122200000.0,75200000.0,-11800000.0,,668800000.0,371300000.0,55600000.0,,12400000.0,,21500000.0,-94200000.0,21500000.0,19400000.0,,,,42200000.0,117900000.0,,43100000.0,175500000.0,128800000.0,136700000.0,0.0,429500000.0,,0.0,800000.0,-21300000.0,34700000.0,47000000.0,,-29600000.0,9100000.0,6600000.0,,102600000.0,,2000000.0,18700000.0,,,,200000.0,,54600000.0,21500000.0,,,,9100000.0,,,118700000.0,800000.0,74200000.0,,,239300000.0,118700000.0,252600000.0,112400000.0,136700000.0,,171900000.0,,297500000.0,,,-300000.0,,76600000.0,,141297000.0,366500000.0,75200000.0,,2400000.0,100000.0,6700000.0,,-3500000.0,,9100000.0,,90400000.0,,2500000.0,,22100000.0,,371300000.0,,-56800000.0,164500000.0,9100000.0,429500000.0,9100000.0,,,0.0,0.533333,,19400000.0,175500000.0,141315789.0,,252600000.0,,13000000.0,1000000.0,,-15800000.0,-9400000.0,,,48200000.0,34700000.0,-113900000.0,-15200000.0,,,,75200000.0,,393700000.0,730100000.0,6600000.0,,,-113900000.0,297500000.0,207600000.0,386700000.0,18700000.0,102600000.0,,239300000.0,366500000.0,,32000000.0,6300000.0,,-13200000.0,336400000.0,-12200000.0,,100000.0,,,35800000.0,194400000.0,76600000.0,,-5300000.0,,0.533333,3400000.0,,,34500000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,2500000.0,0.0,,,117600000.0,11500000.0,,,103200000.0,,,,123125000.0,690300000.0,376200000.0,,,11300000.0,,19700000.0,,19700000.0,,,,,45200000.0,,,,,,137300000.0,,,,0.0,900000.0,-23200000.0,37500000.0,,,-14500000.0,,6500000.0,,,,2000000.0,19700000.0,,,,100000.0,,56500000.0,19700000.0,,,,,,,,,,,0.16,239600000.0,117200000.0,,,,,,,,,,-600000.0,,,,,,,,,,,,-4500000.0,,,,89600000.0,,,,6200000.0,,,,,,11600000.0,450700000.0,11600000.0,,123125000.0,9100000.0,,,22000000.0,185400000.0,,,259000000.0,,12200000.0,,,,,,,44400000.0,,-120500000.0,-14400000.0,,,,,,,,,0.16,,,314100000.0,,407600000.0,,102300000.0,,,379500000.0,,25900000.0,,,-200000.0,,,-100000.0,200000.0,,,33100000.0,192800000.0,73800000.0,,-9300000.0,,,4300000.0,,,31900000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,-500000.0,0.0,,,113200000.0,11900000.0,,,114000000.0,,,,119473684.0,720900000.0,386600000.0,,,10700000.0,,22700000.0,,22700000.0,,,,,46500000.0,,,,,,133500000.0,,,,0.0,1100000.0,-26400000.0,39300000.0,,,-17600000.0,,6400000.0,,,,2000000.0,20300000.0,,,,200000.0,,57200000.0,22700000.0,,,,,,,,,,,0.18,246500000.0,117700000.0,,,,,,,,,,-4000000.0,,,,,,,,,,,,-6300000.0,,,,94600000.0,,,,12400000.0,,,,,,11000000.0,474400000.0,11000000.0,,126111111.0,0.0,,,27600000.0,195300000.0,,,268900000.0,,13700000.0,,,,,,,48100000.0,,-124200000.0,-17300000.0,,,,,,,,,0.19,,,334300000.0,,430300000.0,,113000000.0,,,393100000.0,,29200000.0,,,-3400000.0,,,0.0,700000.0,,,37400000.0,208600000.0,79000000.0,,-5000000.0,,,800000.0,,,36400000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,-3100000.0,0.0,,,112400000.0,16200000.0,,,112600000.0,,,,132352941.0,741800000.0,398200000.0,,,12800000.0,,22500000.0,,22500000.0,,,,,47400000.0,,,,,,132000000.0,,,,0.0,1200000.0,-35800000.0,42500000.0,,,-18700000.0,,6700000.0,,,,2000000.0,19600000.0,,,,-100000.0,,60200000.0,22500000.0,,,,,,,,,,,0.17,245000000.0,121100000.0,,,,,,,,,,-7100000.0,,,,,,,,,,,,-3700000.0,,,,97400000.0,,,,7200000.0,,,,,,8000000.0,496800000.0,8000000.0,,132352941.0,0.0,,,20300000.0,207500000.0,,,277100000.0,,13900000.0,,,,,,,50000000.0,,-127000000.0,-17300000.0,,,,,,,,,0.17,,,343600000.0,,452700000.0,,113000000.0,,,404100000.0,,33500000.0,,,-600000.0,,,200000.0,100000.0,,,37200000.0,210000000.0,86000000.0,,-400000.0,,,-1500000.0,,,36400000.0,,,,,,,,,,,,,,,,,,
,,,761800000.0,,,-9300000.0,,468400000.0,6300000.0,-100000.0,-64500000.0,,111500000.0,9000000.0,,,123100000.0,146600000.0,90800000.0,-14500000.0,,761800000.0,405800000.0,48600000.0,,12900000.0,,26000000.0,-91600000.0,26000000.0,20700000.0,,100000.0,,49700000.0,111500000.0,,47700000.0,203500000.0,150400000.0,133300000.0,0.0,512400000.0,,0.0,1100000.0,-6200000.0,43100000.0,55800000.0,,-13700000.0,14200000.0,6700000.0,,116100000.0,,2000000.0,21900000.0,,,,-14700000.0,,62600000.0,26000000.0,,,,14200000.0,,,118400000.0,1100000.0,49300000.0,,,249400000.0,118400000.0,287400000.0,116400000.0,133300000.0,,198100000.0,,356000000.0,,,2400000.0,,88700000.0,,142893000.0,420200000.0,90800000.0,,5200000.0,-100000.0,9100000.0,,8600000.0,,8000000.0,,105500000.0,,4200000.0,,23500000.0,,405800000.0,,-67800000.0,188900000.0,14200000.0,512400000.0,14200000.0,,,0.0,0.636667,,20700000.0,203500000.0,142893000.0,,287400000.0,,16000000.0,0.0,,-19700000.0,-5900000.0,,,55800000.0,43100000.0,-132800000.0,-18800000.0,,,,90800000.0,,452900000.0,839900000.0,6700000.0,,,-132800000.0,356000000.0,236600000.0,468400000.0,21900000.0,116100000.0,,249400000.0,420200000.0,,27800000.0,8300000.0,,-15500000.0,387000000.0,-30500000.0,0.0,100000.0,,,42900000.0,228600000.0,88700000.0,,-15800000.0,,0.636667,4700000.0,,,42000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,-1800000.0,100000.0,,,109700000.0,7900000.0,,,125600000.0,,,,126842105.0,784600000.0,416400000.0,,,13000000.0,,24100000.0,,24100000.0,,,,,57500000.0,,,,,,132800000.0,,,,0.0,1100000.0,-27800000.0,45600000.0,,,-22500000.0,,6700000.0,,,,1800000.0,23000000.0,,,,-200000.0,,70500000.0,24100000.0,,,,,,,,,,,0.19,248500000.0,118600000.0,,,,,,,,,,-4100000.0,,,,,,,,,,,,-1800000.0,,,,109900000.0,,,,18900000.0,,,,,,12400000.0,536100000.0,12400000.0,,126842105.0,14200000.0,,,22600000.0,209300000.0,,,297800000.0,,14600000.0,,,,,,,52400000.0,,-142600000.0,-20100000.0,,,,,,,,,0.19,,,368200000.0,,492200000.0,,115700000.0,,,440400000.0,,28000000.0,,,-2000000.0,,,-100000.0,200000.0,,,39400000.0,235500000.0,86400000.0,,-13200000.0,,,4200000.0,,,38700000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,3600000.0,-100000.0,,,109000000.0,2900000.0,,,136900000.0,,,,133333333.0,823000000.0,430600000.0,,,13000000.0,,28000000.0,,28000000.0,,,,,56700000.0,,,,,,132500000.0,,,,0.0,1200000.0,-13600000.0,51600000.0,,,-12000000.0,,6900000.0,,,,1600000.0,23600000.0,,,,-400000.0,,69700000.0,28000000.0,,,,,,,,,,,0.21,259300000.0,117400000.0,,,,,,,,,,-100000.0,,,,,,,,,,,,-3600000.0,,,,115100000.0,,,,20400000.0,,,,,,16000000.0,563700000.0,16000000.0,,133333333.0,0.0,,,28300000.0,211800000.0,,,313200000.0,,16900000.0,,,,,,,58400000.0,,-153400000.0,-22700000.0,,,,,,,,,0.21,,,392400000.0,,519700000.0,,126800000.0,,,466600000.0,,25600000.0,,,-8400000.0,,,0.0,300000.0,,,45400000.0,252000000.0,91600000.0,,-19200000.0,,,3900000.0,,,44900000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,-100000.0,0.0,,,134000000.0,15100000.0,,,140100000.0,,,,138500000.0,872000000.0,470500000.0,,,14900000.0,,27700000.0,,27700000.0,,,,,62700000.0,,,,,,158400000.0,,,,0.0,1200000.0,-48800000.0,61200000.0,,,-22100000.0,,6700000.0,,,,1700000.0,24400000.0,,,,-400000.0,,77600000.0,27700000.0,,,,,,,,,,,0.19,297200000.0,137700000.0,,,,,,,,,,-30600000.0,,,,,,,,,,,,-22200000.0,,,,122700000.0,,,,30200000.0,,,,,,15900000.0,574800000.0,15900000.0,,145789474.0,0.0,,,28700000.0,206500000.0,,,332800000.0,,17000000.0,,,,,,,60000000.0,,-158100000.0,-26400000.0,,,,,,,,,0.2,,,401500000.0,,530700000.0,,138800000.0,,,490900000.0,,41500000.0,,0.0,7100000.0,,,,200000.0,,,45100000.0,262800000.0,103400000.0,,1000000.0,,,-2200000.0,,,44700000.0,,,,,,,,,,,,,,,,,,
,,,1017800000.0,,,-1900000.0,,610000000.0,-5300000.0,0.0,-116800000.0,,180000000.0,-17900000.0,,,250400000.0,179500000.0,122900000.0,-17600000.0,,1017800000.0,509200000.0,8000000.0,,16300000.0,,43200000.0,-112100000.0,43200000.0,41800000.0,,-100000.0,,110300000.0,180000000.0,,57200000.0,230100000.0,200900000.0,204300000.0,0.0,654500000.0,,0.0,-15900000.0,-21900000.0,108200000.0,56600000.0,,-60200000.0,12700000.0,8100000.0,,159000000.0,,4000000.0,24300000.0,,,0.0,-13400000.0,,126600000.0,43200000.0,,,,12700000.0,,,142100000.0,900000.0,117300000.0,,,363300000.0,142100000.0,367100000.0,118700000.0,204300000.0,,258100000.0,,508600000.0,,,32900000.0,,109100000.0,,152355372.0,561800000.0,122900000.0,,-3600000.0,0.0,16400000.0,,5800000.0,,9100000.0,,197600000.0,,-12400000.0,,47800000.0,,509200000.0,,-110700000.0,287200000.0,12700000.0,654500000.0,12700000.0,,,0.0,0.806667,,41800000.0,230100000.0,154915966.0,,367100000.0,,8000000.0,-14400000.0,,-10300000.0,-21800000.0,,,87300000.0,108200000.0,-194700000.0,-41500000.0,,,,122900000.0,,653000000.0,1198300000.0,8100000.0,,,-194700000.0,508600000.0,344400000.0,610000000.0,24300000.0,159000000.0,,363300000.0,561800000.0,,23600000.0,11900000.0,,-7000000.0,545300000.0,-73200000.0,,200000.0,,,71000000.0,448000000.0,109100000.0,,-41800000.0,,0.793333,6000000.0,,,51200000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,5200000.0,-100000.0,,,158800000.0,7100000.0,,,193600000.0,,,,161428571.0,1050800000.0,530500000.0,,,17700000.0,,33900000.0,,33900000.0,,,,,86400000.0,,,,,,184700000.0,,,,0.0,1200000.0,-32700000.0,114300000.0,,,-24300000.0,,18700000.0,,,,2400000.0,26000000.0,,,,-1900000.0,,104100000.0,33900000.0,,,,,,,,,,,0.21,364700000.0,138300000.0,,,,,,,,,,1100000.0,,,,,,,,,,,,-7700000.0,,,,160700000.0,,,,31700000.0,,,,,,17900000.0,686100000.0,17900000.0,,161428571.0,12700000.0,,,37700000.0,224100000.0,,,392200000.0,,21500000.0,,,,,,,74300000.0,,-212400000.0,-41200000.0,,,,,,,,,0.21,,,520300000.0,,644300000.0,,180000000.0,,,604600000.0,,48300000.0,,,-10500000.0,,,,800000.0,,,56600000.0,354300000.0,123600000.0,,-8400000.0,,,5100000.0,,,55400000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,-13500000.0,0.0,,,168500000.0,-19300000.0,,,203800000.0,,,,159200000.0,1103000000.0,561300000.0,,,14300000.0,,39800000.0,,39800000.0,,,,,83300000.0,,,,,,195800000.0,,,,0.0,1200000.0,-34400000.0,117600000.0,,,-42800000.0,,6400000.0,,,,2500000.0,27300000.0,,,,-1000000.0,,97600000.0,39800000.0,,,,,,,,,,,0.25,373000000.0,138400000.0,,,,,,,,,,4500000.0,,,,,,,,,,,,-100000.0,,,,163500000.0,,,,48700000.0,,,,,,4400000.0,730000000.0,4400000.0,,159200000.0,0.0,,,41600000.0,232600000.0,,,422900000.0,,24800000.0,,,,,,,80200000.0,,-192900000.0,-44800000.0,,,,,,,,,0.25,,,541700000.0,,687200000.0,,177200000.0,,,615800000.0,,25500000.0,,,-4500000.0,,,,400000.0,,,65900000.0,367300000.0,129200000.0,,-30100000.0,,,1400000.0,,,64600000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,23800000.0,0.0,,,168400000.0,24000000.0,,,193100000.0,,,,157916667.0,1145100000.0,587100000.0,,,17800000.0,,37900000.0,,37900000.0,,,,,87700000.0,,,,,,196700000.0,,,,0.0,1100000.0,-42100000.0,122300000.0,,,-36000000.0,,5700000.0,,,,2000000.0,28300000.0,,,,1400000.0,,105500000.0,37900000.0,,,,,,,,,,,0.23,376000000.0,137300000.0,,,,,,,,,,-1900000.0,,,,,,,,,,,,-4400000.0,,,,167400000.0,,,,37100000.0,,,,,,28300000.0,769100000.0,28300000.0,,164782609.0,0.0,,,39900000.0,235100000.0,,,449800000.0,,23100000.0,,,,,,,79700000.0,,-194700000.0,-41300000.0,,,,,,,,,0.24,,,558000000.0,,724900000.0,,179300000.0,,,644500000.0,,65300000.0,,,600000.0,,,,0.0,,,61900000.0,360500000.0,133700000.0,,10400000.0,,,-600000.0,,,61000000.0,,,,,,,,,,,,,,,,,,
,,,1407800000.0,,,-2800000.0,,825300000.0,-13100000.0,0.0,-225200000.0,,283600000.0,4500000.0,,,386000000.0,224000000.0,138900000.0,-24900000.0,,1407800000.0,773300000.0,16300000.0,,40400000.0,,27400000.0,-159500000.0,27400000.0,46800000.0,,100000.0,,146200000.0,283600000.0,,90200000.0,206300000.0,281300000.0,324300000.0,15800000.0,871400000.0,,15800000.0,-49000000.0,-50300000.0,138000000.0,85100000.0,,-122100000.0,15800000.0,16400000.0,,212100000.0,,9400000.0,40700000.0,,,,2600000.0,,186600000.0,27400000.0,,,,88100000.0,72300000.0,,200200000.0,2300000.0,235400000.0,-3800000.0,,536400000.0,200200000.0,573100000.0,203100000.0,324300000.0,,371500000.0,,634500000.0,,,-6500000.0,,148900000.0,,165357143.0,855400000.0,138900000.0,,2400000.0,0.0,13400000.0,,6300000.0,,16400000.0,,283400000.0,-3800000.0,-45500000.0,,117900000.0,50000000.0,773300000.0,,-186800000.0,403600000.0,88100000.0,871400000.0,15800000.0,,,0.0,0.84,,46800000.0,206300000.0,169390244.0,,573100000.0,,15800000.0,1100000.0,,-41200000.0,-5900000.0,,,137200000.0,138000000.0,-282300000.0,-59500000.0,,,,138900000.0,50000000.0,976500000.0,1751600000.0,16400000.0,,,-282300000.0,634500000.0,493800000.0,825300000.0,40700000.0,212100000.0,,536400000.0,855400000.0,,64000000.0,-1400000.0,,-26800000.0,775100000.0,-38000000.0,,1100000.0,72300000.0,,96800000.0,669400000.0,148900000.0,,-9900000.0,,0.82,-7300000.0,,,43200000.0,,,,,,,,,,,,,,,,,,
