,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyAccumulatedDepreciation,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,annualTotalRevenue,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingNetIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyNetPPE,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,quarterlyTotalAssets,quarterlyDilutedAverageShares,trailingPretaxIncome,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetIncome,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingOperatingIncome,annualCostOfRevenue,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualPretaxIncome,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyCurrentDebt,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualNonCurrentDeferredRevenue,trailingInterestExpense,annualSaleOfInvestment,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
583632000,,,,,,,1.26055,,,,,,,,,,,,,,,,,,,,,14346609.0,,,,,,,,,,,,532976281.353135,,,,,,532976281.353135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532976281.353135,,,,,,,,,,,,,,,,,,,,,,,,14346609.0,,,,,,,,,,,,,,,,,,19813988.448845,,,,,,,,,,1.26055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,1.380622,,,,,,,,,,,,,,,,,,,,,14352442.0,,,,,,,,,,,,562225986.847513,,,,,,562225986.847513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562225986.847513,,,,,,,,,,,,,,,,,,,,,,,,14352442.0,,,,,,,,,,,,,,,,,,22208927.250308,,,,,,,,,,1.380622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,257723357.774586,,946622303.693065,83068687.479527,300710652.522656,,,146998509.16757,36975085.040441,,,,,,,36975085.040441,0.0,,,14420398.0,,,226760482.441774,,,6813837.444671,,,,-1703459.571144,2028318902.915312,,2663308375.538589,,,36975085.040441,,,93189239.129522,-1467598414.322468,,,,,,623748479.28669,,,346904458.218896,,,0.0,,,-809644142.918336,337585534.305944,,,,,300710652.522656,14420398.0,2270310314.880607,,,,,,,,28557992.961591,2663308375.538589,647615110.741553,,440995528.342614,,602222932.782355,,,,-1467598414.322468,,516548955.577393,295600274.649129,,-809644142.918336,1853664232.620253,,,,,,,,1288316180.78128,,,1729311709.9638,,,0.0,,,2675934013.656865,,,5.760499,2028318902.915312,602222932.782355,93189239.129522,,,683688364.787798,,6813837.444671,257723357.774586,,1753761359.303214,683688364.787798,,,,20860166.37983,0.0,140284875.819958,,54610898.614996,147800137.744518,2675934013.656865,,,,,,178963421.271449,,,,,140284875.819958,946622303.693065,36975085.040441,,,,,,,,,,,295600274.649129,,,27656161.127489,,1729311709.9638,346904458.218896,5.760499,647615110.741553,,,1288316180.78128,,,146998509.16757,,440995528.342614,0.0,27656161.127489,1853664232.620253,289788473.13562,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,1.32132,,,,,,,,,,,,,,,,,,,,,14361275.0,,,,,,,,,,,,582543969.223806,,,,,,582543969.223806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582543969.223806,,,,,,,,,,,,,,,,,,,,,,,,14361275.0,,,,,,,,,,,,,,,,,,21790422.669785,,,,,,,,,,1.32132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,,1.320055,,,,,,,,,,,,,,,,,,,,,14421108.0,,,,,,,,,,,,577866167.014614,,,,,,577866167.014614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577866167.014614,,,,,,,,,,,,,,,,,,,,,,,,14421108.0,,,,,,,,,,,,,,,,,,20884321.503132,,,,,,,,,,1.320055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,,,,,0.36046,,,,,,,,,,,,,,,,,,,,,14416609.0,,,,,,,,,,,,527986797.962649,,,,,,527986797.962649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527986797.962649,,,,,,,,,,,,,,,,,,,,,,,,14416609.0,,,,,,,,,,,,,,,,,,6795968.590832,,,,,,,,,,0.36046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,246082359.699056,,957120333.595349,18106059.480517,318706665.860464,,,139046536.637615,30210110.651383,,,,,,,30210110.651383,0.0,,,15082330.0,,,239280083.614785,,,111537330.373416,,,,3501172.161805,2112807124.532474,,2777129463.846107,,,30210110.651383,,,13004352.633261,-1508933615.263966,,,,,,586667751.250386,,,352417948.673652,,,0.0,,,-822375236.89416,387029532.949235,,,,,318706665.860464,15082330.0,2172427078.92441,,,,,,,,64821694.926967,2777129463.846107,719540819.21758,,582194851.81698,,599500643.522877,,,,-1508933615.263966,,463855245.359293,309203485.389007,,-822375236.89416,1954754226.951947,,,,,,,,1293032758.337724,,,1875227610.154705,,,0.0,,,2832347944.613843,,,1.200482,2112807124.532474,599500643.522877,28509541.414368,,,694532449.965017,,111537330.373416,246082359.699056,,1708571833.565117,694532449.965017,,,,-30269976.738556,0.0,263488185.956517,,1700569.237015,14704921.870276,2832347944.613843,,,,,,76825712.410058,,,,,263488185.956517,957120333.595349,30210110.651383,,,,,,,,,,,309203485.389007,,,19006360.942912,,1875227610.154705,352417948.673652,1.200482,719540819.21758,,,1293032758.337724,,,139046536.637615,,582194851.81698,0.0,19006360.942912,1954754226.951947,224575161.744508,,,,,,,,,,,,,,,,,,,,,,,,
638841600,,,,,,,0.959696,,,,,,,,,,,,,,,,,,,,,14441275.0,,,,,,,,,,,,522178332.478632,,,,,,522178332.478632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522178332.478632,,,,,,,,,,,,,,,,,,,,,,,,14441275.0,,,,,,,,,,,,,,,,,,-8498019.65812,,,,,,,,,,0.959696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,1050657731.560892,,,,-1.919905,129548184.391081,,,,89226561.749571,,,,-18863333.619211,,,,,,,,,313889861.063465,27346843.910806,,14295839.0,125256526.586621,,,,,,,-18863333.619211,,,,-11178272.727273,,,,,,521486334.476844,,,,,,,,,-887674538.593482,,,,,,9481569.468268,,,,,,,,,,,2846467037.735849,616601450.25729,,371378114.922813,,568594765.866209,,,,29143349.914237,-7685061.749571,,,-32536754.716981,,1958792499.142367,,,,,,,,1293186304.459691,,,,,443438045.454545,,,,2717817107.204117,14295839.0,,,2101215656.946827,,,,,835376195.540309,,,111283686.963979,,,,,,48904938.250429,-24851692.96741,,,-27446649.22813,,,,,,,-1.919905,,,,,,21458289.022298,48006684.391081,,,,,,,,,,99806.174957,,,304508096.912521,78048289.022298,-24851692.96741,12874973.413379,,1664564419.382504,346526421.955403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,1033742524.221453,,,,-1.497722,126292978.373702,,-9493680.377418,,91694901.384083,,,,-24198654.844291,,,,,,,,,287184032.871972,26798510.380623,,14487862.0,126292978.373702,,,0.0,,,,-24198654.844291,,-42266127.696796,,-2599854.67128,45513230.272959,,,,,496572391.00346,-14039736.929259,,,,,,,,-924748583.910035,,,,-5314215.067038,-103198.975292,9599466.262976,,,,,929158.561195,,,,,,2898838824.394464,607266236.15917,,365079701.557093,,546669605.536332,,,-6904515.192567,37850167.346739,-6099660.899654,,,-24298648.788927,,1974090240.484429,,,,,,-41336969.135601,,1324326367.647059,,,,,407477344.290657,,,,2723148592.560554,14487862.0,,,2115882357.266436,,,,,874551374.567474,,,108993940.311419,,,,,,51897114.186851,-18198987.889273,,,-21698793.252595,,,,,,40450022.018019,-1.497722,,,,,,20798843.425606,68296202.422145,,,1701600.819351,,,,,-51756604.766243,0.0,-899949.82699,,,310582731.83391,89095046.712803,-19098937.716263,15499138.408304,,1689406069.204152,340781052.768166,,,,,,,-7935176.761412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,164245245.006566,,798277986.557468,-264355677.655678,34472461.814915,,,63934390.766466,-13829069.044163,30077893.607584,-2605476.363259,92888777.946276,,,,-13829069.044163,-11223591.816988,,,14454435.0,-28459822.724445,,206433925.979681,,267863050.314465,6112849.022047,,,126165200.601286,-287704757.585182,1905806019.766397,0.0,2931261535.005875,,,-13829069.044163,,-41270460.218434,-287704757.585182,-32681859.075219,-29359772.551435,,,,,448088364.848091,112359589.466658,3507372.658788,239303016.794526,44894368.131868,,-40585310.836962,-172763149.664801,,-1104120870.48172,367973482.963577,,126165200.601286,10393800.45335,5307272.313903,34472461.814915,14454435.0,1999102128.688921,,,50140778.894432,,,-110532339.829981,,83776098.037183,2931261535.005875,518389658.92598,,370578960.190753,,311855523.014721,,,-101032868.376694,7764431.471556,-106258739.707204,329191963.853756,285099281.221923,-342066383.105535,-1104120870.48172,1827140664.524155,,,,,76861563.515101,8870318.675998,129572361.600663,1255338731.944156,,,1625917692.134909,,387881445.977033,-106223282.535075,,,2424195678.692377,,,-18.288898,1905806019.766397,311855523.014721,-254033981.270302,,,851790470.143064,,6112849.022047,164245245.006566,,1669910164.835165,851790470.143064,-33670776.31488,,52442488.263418,-235807643.398331,0.0,68243448.061373,-229757601.53111,-122657827.942498,-410362585.52768,2424195678.692377,,,40446290.546775,,,-38781519.109821,267863050.314465,,3507371.794872,19779655.99566,68243448.061373,798277986.557468,-13829069.044163,907517.122456,,161539557.847813,,,-10286995.093017,0.0,-289404663.294525,,,285099281.221923,60206918.871057,-227235470.889679,14730964.475776,,1625917692.134909,239303016.794526,-18.288898,518389658.92598,,,1255338731.944156,,-6872265.934257,63934390.766466,,370578960.190753,66539867.129726,14730964.475776,1827140664.524155,122758038.737992,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,771729106.603366,,,,-1.856667,59571369.874838,,899567.544238,,76763107.466552,,,,-2598750.971083,,,,,,,,,277966409.149763,8595868.795857,,14427535.0,126039425.118688,,,-13793370.738023,,,,-2598750.971083,,-21589623.651273,,-12893803.193785,83759745.36038,,,,,388413328.441951,-55273435.47691,,,,,,,,-1110966069.917997,,,,11194619.76694,-799615.882607,0.863185,,,,,-51775116.961588,,,,,,2919296985.757445,562829504.531722,,292659348.295209,,284863094.518774,,,-8595868.795857,24188375.485542,-7796252.91325,,,-31984628.398792,,1808330915.839448,,,,,,-73364740.612861,,1381036273.629694,,,,,324544024.169184,,,,2445424728.528269,14427535.0,,,1882595224.859732,,,,,989224578.334053,,,161322468.709538,,,,,,39680929.65041,-24188375.485542,,,-26787126.456625,,,,,,37082178.679327,-1.856667,,,,,,18990872.68019,14692938.282262,,,899567.544238,,,,,-20690056.107035,0.0,-99952.524817,,,302154784.635304,63869304.272767,-24188375.485542,14692939.145447,,1673695621.924903,230489226.586103,,,,,,,-2598750.971083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,749090984.669295,,,,-2.40248,56021761.717039,,901132.41196,,76229611.038108,,,,3501360.490583,,,,,,,,,265403095.926413,11404430.135786,,14573941.0,127949702.146299,,,0.0,,,,3501360.490583,,-18726037.321132,,-27210570.302234,14378376.409222,,,,,409959248.357424,20259834.075245,,,,,,,,-1160750893.561104,,,,6312180.933892,-1001083.197551,100038.545773,,,,,9758795.454799,,,,,,2973254961.016207,537908950.503723,,278608225.142357,,254098704.336399,,,-15013302.470022,11036512.516468,-14005440.21025,,,-46418030.66141,,1812504067.455103,,,,,,-8967241.866333,,1394541710.030661,,,,,360940207.621551,,,,2422240919.842313,14573941.0,,,1884331968.462549,,,,,1011793031.099431,,,164663964.082348,,,,,,38514961.016207,-32412590.451161,,,-35013601.401664,,,,,,38247082.818702,-2.40248,,,,,,20107810.775296,13105090.670171,,,901131.535919,,,,,-17824904.909172,0.0,900349.540079,,,274206515.111695,49019040.735874,-32412590.451161,15806139.290407,,1673149935.173018,218084714.848883,,,,,,,-2703308.599657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,804184157.313301,,,,-2.33765,52998956.252762,,7099124.171067,,80398416.2616,,,,72498571.807335,,,,,,,,,259794882.015024,9699809.986743,,15913106.0,128997459.125055,,,0.0,,,,72498571.807335,,-21583119.407622,,-29199424.657534,102457926.838441,,,,,401192096.332302,-5685597.007527,,,,,,,,-1199276373.840035,,,,69091493.59877,-799248.77667,0.0,,,,,-18982476.548889,,,,,,3009240717.631463,605388074.237738,,265094777.728679,,216495734.865223,,,-15290062.494617,8569085.828529,-13299738.400354,,,-47799058.771542,,1809964343.791427,,,,,,-40565595.956511,,1414172140.521432,,,,,349993104.728237,,,,2483451076.447194,15913106.0,,,1878063002.209456,,,,,1041079490.941228,,,168896672.558551,,,,,,43299147.149801,-34499320.371189,,,-37199267.344233,,,,,,37768510.486063,-2.33765,,,,,,18599633.230225,5299895.713654,,,-1700700.847723,,,,,-14483995.236555,0.0,-0.883783,,,274894584.180292,51198991.604065,-34499320.371189,15099702.165267,,1679266918.25011,204195977.021653,,,,,,,-2697783.115959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,155737331.314879,,747399246.539792,-138444289.792388,17293040.657439,,,48480491.349481,92562752.595156,-3701915.822766,106357201.557093,65183492.949617,,,,92562752.595156,-13794448.961938,,,15806795.0,192022730.103806,,154837692.906574,,227508450.692042,4298270.761246,,,126249197.231834,3498592.560554,1825265512.975779,0.0,2971504266.435986,,,92562752.595156,,-18568839.862188,-128048473.183391,-39357832.34736,-8573318.504236,,,,,347995913.711168,64089785.779434,0.0,180827235.294118,25989541.522491,,-70071802.768166,-80467620.242215,,-1208513693.771626,301078846.020761,,126249197.231834,19758907.257491,3399626.922571,17293040.657439,15806795.0,1560572025.951557,,,45405073.142183,,,-57077032.00692,,76169349.480969,2971504266.435986,539782791.522491,,259495578.719723,,153938055.363322,,,-18177798.246425,-6214452.082317,-17379459.41519,192922368.512111,259495578.719723,-53529742.585324,-1208513693.771626,1762990572.66436,,,,-932765.752889,23390587.370242,26836233.279995,5197908.304498,1358153479.238754,,,1617649057.958478,,322170253.108912,-96061345.155709,85665528.546713,,2365048304.49827,,,-8.75853,1825265512.975779,153938055.363322,-128048473.183391,,,1021588912.629758,,4298270.761246,155737331.314879,,1367649657.439446,1021588912.629758,-10395816.608997,,32040111.819522,-36150283.170134,0.0,14694087.370242,-38546257.976214,-52778762.110727,-180827235.294118,2365048304.49827,,,33143380.265043,,,-108156477.508651,227508450.692042,,799679.065744,17870498.398335,14694087.370242,747399246.539792,92562752.595156,-99998.232435,,146241152.249135,,,-17072846.515404,0.0,3698589.044154,,,259495578.719723,25825660.602257,-36150283.170134,13794448.961938,,1617649057.958478,180827235.294118,-8.75853,539782791.522491,,,1358153479.238754,,-2395973.922297,48480491.349481,,259495578.719723,-15593724.913495,13794448.961938,1762990572.66436,38084674.740484,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,935036708.392842,,,,-2.340277,65539489.204402,,899169.957154,,74731003.10846,,,,49554247.668655,,,,,,,,,230986736.95707,8392252.373351,,17588518.0,248670409.980677,,,89916982.273376,,,,49554247.668655,,-13487547.677056,,-39463564.647568,36166608.418046,,,,,378050956.901621,-41961258.506259,,,,,,,,-1208084611.442493,,,,-40362734.604721,-0.840124,99907.586323,,,,,-63841057.716542,,,,,,2901820835.923717,525914439.217004,,241976589.93531,,105902223.809124,,,-20181366.882299,-2497693.858691,-20181366.882299,,,-58845669.159036,,1693736224.481223,,,,122686726.875578,,-77328605.393598,,1122363755.355793,,,,,342783518.440729,,,,2299377054.52407,17588518.0,,,1773462615.307065,,,,,814947582.962278,,,153658132.403596,,,,,,37765132.319583,-38664302.276737,,,-41161996.135428,,,,,,36965870.788877,-2.340277,,,,,,18482935.394438,10889945.391918,,,0.0,,,,,-12588377.719903,0.0,-799262.370831,,,256263399.983198,35267438.460892,-38664302.276737,14186901.62144,,1364340345.291103,153758039.989919,,,,,,,-2497693.858691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,839178218.972002,,,,-1.61958,62732931.048893,,-97470.834713,,71952467.195988,,,,-4208918.512328,,,,,,,,,223974602.59089,10822932.720435,,20604544.0,188900279.983285,,,0.0,,,,-4208918.512328,,-14070848.478397,,-27658608.441287,-49494850.791636,,,,,404557256.999582,20215178.272243,,,,,,,,-1238624645.215211,,,,-53235600.539449,4108707.066618,16735462.599248,,,,,10327662.814745,,,,,,2899343709.151692,465486365.231926,,251532998.746344,,72754166.318429,,,-17398264.542691,8317625.574593,-17537160.885917,,,-50106174.676139,,1660719063.936481,,,,173614.11899,,-3743185.663652,,1112357084.830756,,,,,360263398.244881,,,,2203068301.713331,20604544.0,,,1737581936.481404,,,,,824046153.781864,,,153725745.089845,,,,,,35976234.01588,-32569013.790221,,,-33370712.912662,,,,,,35788295.529552,-1.61958,,,,,,22547778.520685,10822933.556206,,,100212.285834,,,,,-14168319.31311,0.0,100212.285834,,,242413674.885081,44293858.754701,-32569013.790221,14129941.49603,,1363890082.741329,134585185.959047,,,,,,,-1711224.653637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,776889368.842611,,,,-1.259308,72914533.440128,,-2635.446029,,68120152.98358,,,,-14383140.568682,,,,,,,,,208255892.671205,11186886.663997,,21018663.0,180188791.34962,,,0.0,,,,-14383140.568682,,-14092782.859364,,-19277404.084902,31706699.722408,,,,,386047494.593512,-29493858.892936,,,,,,,,-1218272002.402883,,,,-6484352.88146,-113389.446358,17579394.473368,,,,,-35382405.658876,,,,,,2789730017.621145,462158281.137365,,341200062.47497,,43249305.56668,,2489692.953065,-12861244.025551,13584077.693232,-14383140.568682,,,-40053051.661994,,1571458015.218262,,,,-5098375.435897,,-49475188.51824,,1002025476.171406,,,,,337204745.694834,,,,2120114907.488987,21018663.0,,,1657956626.351622,,,,,740931517.020425,,,146528247.496996,,,,,,35258671.205447,-25669911.093312,,,-26468974.769724,,,,,,29725711.935476,-1.259308,,,,,,20775647.577093,115364775.330396,,,-200095.345505,,,,,-2908530.840435,0.0,0.0,,,234724867.440929,48842748.898678,-25669911.093312,13584077.693232,,1343225537.845414,114565711.653985,,,,,,,-585461.94422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,143151319.433517,,730962049.56727,-129146298.977183,16505917.387884,,,27509862.313139,16505917.387884,-2299601.835342,-67624243.115657,64741976.722972,,,,16505917.387884,84230196.695515,,,20020331.0,49517752.163651,,139249921.321794,,216377571.203777,9403371.361133,,,177063477.576711,-17306204.563336,1629384134.539732,0.0,2752186658.536585,,,16505917.387884,,-18170267.090611,-125144864.673485,-7930350.88936,31139294.814832,,,,,348160833.12217,40235994.201697,-100036.191975,92833280.881196,1600573.564123,,-49517752.163651,-59821446.105429,,-1214035231.313926,272997869.394178,,177063477.576711,32458444.909974,6118.310344,16505917.387884,20020331.0,1482331415.420928,,,21271557.445016,,,-69224817.466562,,84230196.695515,2752186658.536585,454763032.258065,,349325232.88749,,9403371.361133,,214307.781769,-18783942.016021,23337719.715901,-17183367.665116,181765162.077105,234484062.155783,-48638051.321381,-1214035231.313926,1538151427.222659,,,,-1320220.476058,-11003944.925256,3101290.354405,-1500538.15893,1003859883.556255,,,1353185117.230527,,291349207.288557,-127445689.221086,116441745.082612,,2084147166.797797,,,-6.450758,1629384134.539732,9403371.361133,-125144864.673485,,,767875283.241542,,9403371.361133,143151319.433517,,1300566253.343824,767875283.241542,-5501972.462628,,33473906.904493,-31454683.656265,0.0,116441744.29583,-31460801.179826,-67624243.115657,-192769107.789142,2084147166.797797,,,31268070.605261,,,-91232707.317073,216377571.203777,,4001435.09048,24200560.331879,116441744.29583,730962049.56727,16505917.387884,-153.132303,,133747948.859166,,,-19852524.290203,0.0,-16507140.886924,,,234484062.155783,56811625.833612,-31454683.656265,63722845.003934,,1353185117.230527,92833280.881196,-6.450758,454763032.258065,,,1003859883.556255,,-707592.00608,27509862.313139,-55820011.801731,349325232.88749,-67624243.115657,63722845.003934,1538151427.222659,42515241.542093,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,829451378.131213,,,,-1.319194,,,700465.208748,,68445499.005964,,,,77151286.67992,,,,,,,,,216343814.71173,16711108.548708,,21694323.0,178118403.976143,,,16711108.548708,,,,77151286.67992,,-7905254.870775,,-16711108.548708,106570842.942346,,,,,365843194.4334,-31821153.081511,,,,,,,,-1256435215.109344,,,,60440177.335984,2401596.023857,17411574.552684,,,,,-38925875.944334,,,,,,2787252826.242545,550265789.264414,,340326232.206759,,-18312173.359841,,,-13508979.72167,15110044.532803,-12708447.713718,,,-40526939.960239,,1530817611.133201,,,,,,-46831130.815109,,993260269.582505,,,,,314108803.976143,,,,2163037879.125249,21694323.0,,,1612772089.860835,,,,,769811732.007952,,,143895654.870775,,,,,,36624345.924453,-27818492.246521,,,-28619024.254473,,,,,,31821153.081511,-1.319194,,,,,,23815831.411531,106570842.942346,,,0.0,,,,,-7204789.662028,0.0,0.0,,,252868093.836978,51734390.457256,-27818492.246521,81954478.727634,,1333586501.789264,79552882.703777,,,,,,,-800532.007952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,791230213.728549,,,,-1.1408,,,15598097.193749,,63794373.634945,,,,100391145.865835,,,,,,,,,213981127.145086,20198218.408736,,19808909.0,173484698.907956,,,0.0,,,,100391145.865835,,-16192619.544201,,-6999382.99532,7719076.71444,,,,,378166645.865835,17022458.073711,,,,,,,,-1247189997.659906,,,,23552414.707698,-1601667.006696,20998147.425897,,,,,12428212.917813,,,,,,2722359887.675507,543052102.964119,,241178727.769111,,-41196366.614665,,,-12188753.507659,24097874.414977,-10899039.00156,,,-32697116.224649,,1475169890.015601,,,,,,-3764406.626388,,1083104470.358814,,,,,321371655.226209,,,,2115513411.856474,19808909.0,,,1572461308.892356,,,,,877622593.603744,,,139387705.928237,,,,,,32697116.224649,-21798077.223089,,,-22598007.020281,,,,,,30373361.739082,-1.1408,,,,,,25697733.229329,6199453.198128,,,3099726.209048,,,,,3305133.655788,0.0,0.0,,,213981127.145086,56794990.639626,-21798077.223089,97291418.876755,,1324283198.127925,66094170.826833,,,,,,,-799326.8064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
