,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyDilutedEPS,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,annualBasicAverageShares,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualFreeCashFlow,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,annualStockBasedCompensation,annualCommonStockIssuance,annualGoodwill,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCapitalStock,annualDilutedEPS,trailingTotalRevenue,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
602208000,,,,,56000000.0,2629000000.0,4706000000.0,,,,-1220000000.0,,,,2131000000.0,,,,,2981000000.0,-7414200000.0,,36000000.0,,,,,989655172.0,,287000000.0,1760000000.0,,,,,-7414200000.0,1861000000.0,,,224000000.0,,,,,,,,3542000000.0,2981000000.0,2003000000.0,,36000000.0,,,3319000000.0,,,185000000.0,4662000000.0,,1758000000.0,,,3486000000.0,,,2659000000.0,,4099800000.0,989655172.0,,287000000.0,,,,-1220000000.0,243000000.0,,,8885000000.0,0.0,0.0,287000000.0,,183000000.0,0.0,,,,,,0.0,,276000000.0,,,,1760000000.0,0.29,6523000000.0,,2383000000.0,1861000000.0,,,,,,,,,,2003000000.0,1669000000.0,1758000000.0,,,276000000.0,,2383000000.0,,,,,1669000000.0,,,,,,690000000.0,3486000000.0,,,12204000000.0,,,53000000.0,6000000.0,,53000000.0,0.0,53000000.0,,,,2659000000.0,,,0.0,,982000000.0,,0.29,,,,4706000000.0,,243000000.0,,,53000000.0,,,,56000000.0,472000000.0,,,4662000000.0,,,6523000000.0,0.0,,,3542000000.0,,,,,,,,,,,,,,,,,,,
609897600,,,,,,,,,,,,0.05,,,,,,,,,2826000000.0,,,,,,,,,,,,,,,2826000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826000000.0,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,,1016396000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,1016396000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617846400,,,,,,,4746000000.0,,,,,0.06,,,,,,,,,157000000.0,,31000000.0,1102000000.0,,,,,,,,,,,,237000000.0,1915000000.0,,,,,,,854000000.0,,,697000000.0,,3111000000.0,2190000000.0,,,,,,561000000.0,,,,,1810000000.0,,35000000.0,3501000000.0,,91000000.0,2670000000.0,,3097000000.0,,,,,,,-1245000000.0,,,,,,,,,56000000.0,,,,,56000000.0,,0.0,,,,933333333.0,,689000000.0,,,,,,,2243000000.0,,,,,,,,,,,,,259000000.0,,2411000000.0,,,0.0,,1961000000.0,,,,0.06,,,,,933333333.0,,,,,,,81000000.0,,81000000.0,,,,,,,,,,,,,,,,,399000000.0,,,,,66000000.0,,163000000.0,,,,4860000000.0,,,6775000000.0,,,,3664000000.0,56000000.0,,,,,,,,,,,,,,,,,,
625795200,,,,,,,4969000000.0,,,,,0.07,,,,,-269000000.0,,,,197000000.0,,45000000.0,1367000000.0,,-7000000.0,,,,,,,0.0,,,277000000.0,1521000000.0,,-511000000.0,,,-139000000.0,,890000000.0,0.0,,693000000.0,,3756000000.0,3290000000.0,,,,,,558000000.0,,,,,95000000.0,,43000000.0,3663000000.0,,107000000.0,2663000000.0,,3236000000.0,,,,,-146000000.0,310000000.0,-1306000000.0,,,,,,,,,64000000.0,,,-118000000.0,,64000000.0,53000000.0,0.0,,,,914285714.0,,753000000.0,,,,,,,2346000000.0,,,,,,,,,,,,,252000000.0,,2411000000.0,,,-22000000.0,,2472000000.0,,,,0.07,-21000000.0,,,,914285714.0,,,,,,80000000.0,134000000.0,,134000000.0,,,,,0.0,,,,,,,,,,,,1170000000.0,,,,,68000000.0,1000000.0,55000000.0,,,,5953000000.0,-264000000.0,,7474000000.0,,,,3718000000.0,64000000.0,,,,,,,,,,,,,,,,,,
633744000,-10000000.0,-619000000.0,,,54000000.0,2813000000.0,4873000000.0,,,,-1350000000.0,,,1000000.0,2264000000.0,,532000000.0,-440000000.0,,3107000000.0,419000000.0,,39000000.0,1166000000.0,,2000000.0,,911111111.0,,410000000.0,723000000.0,18000000.0,0.0,,50000000.0,499000000.0,1754000000.0,,645000000.0,267000000.0,,34000000.0,,1222000000.0,0.0,,803000000.0,3577000000.0,3107000000.0,2195000000.0,,39000000.0,,-70000000.0,3758000000.0,662000000.0,,268000000.0,4930000000.0,76000000.0,1648000000.0,,164000000.0,3523000000.0,,414000000.0,2735000000.0,-158000000.0,4485000000.0,911111111.0,,410000000.0,,-167000000.0,-859000000.0,-1350000000.0,306000000.0,,,9886000000.0,53000000.0,120000000.0,410000000.0,-85000000.0,250000000.0,-385000000.0,,794000000.0,,250000000.0,-31000000.0,0.0,,225000000.0,,,-56000000.0,723000000.0,0.45,6684000000.0,,2510000000.0,1754000000.0,,3263000000.0,,319000000.0,,,,,,2195000000.0,1827000000.0,1648000000.0,,,225000000.0,,2510000000.0,1000000.0,,66000000.0,,1827000000.0,,,,,-20000000.0,945000000.0,3523000000.0,,,13644000000.0,,,103000000.0,0.0,80000000.0,103000000.0,739000000.0,103000000.0,,1166000000.0,,2735000000.0,0.0,,0.0,-304000000.0,1264000000.0,1000000.0,0.45,,,,4873000000.0,,306000000.0,,,103000000.0,0.0,71000000.0,15000000.0,54000000.0,678000000.0,,,4930000000.0,627000000.0,,6684000000.0,0.0,,,3577000000.0,250000000.0,,,,,,,,,,,,,,,,,,
641433600,,,,,,,5027000000.0,,,,,0.06,,,,,-93000000.0,,,,154000000.0,,73000000.0,1081000000.0,,-17000000.0,,,,,,,0.0,,,236000000.0,1789000000.0,,-61000000.0,,,-155000000.0,,841000000.0,0.0,,687000000.0,,3202000000.0,2224000000.0,,,,6000000.0,,544000000.0,,,,,1689000000.0,,35000000.0,3597000000.0,,93000000.0,2844000000.0,,3007000000.0,,,,,-155000000.0,252000000.0,-1430000000.0,,,,,,,,,58000000.0,,,36000000.0,,58000000.0,133000000.0,0.0,,,,966666667.0,,701000000.0,,,,,,,2166000000.0,,,,,,,,,,,,,264000000.0,,2580000000.0,,,0.0,,1888000000.0,,,,0.06,-23000000.0,,,,966666667.0,,,,,,82000000.0,236000000.0,,236000000.0,,,,,103000000.0,,,,,5000000.0,,,,,,,442000000.0,,,,,61000000.0,1000000.0,58000000.0,,,,5068000000.0,-119000000.0,,6857000000.0,,,,3655000000.0,58000000.0,,,,,,,,,,,,,,,,,,
649382400,,,,,,,5975000000.0,,,,,0.06,,,,,-59000000.0,,,,171000000.0,,94000000.0,1135000000.0,,1000000.0,,,,,,,-1050000000.0,,,261000000.0,1825000000.0,,-14000000.0,,,-1208000000.0,,884000000.0,0.0,,713000000.0,,3373000000.0,2495000000.0,,,,22000000.0,,563000000.0,,,,,1714000000.0,,37000000.0,4467000000.0,,96000000.0,3730000000.0,,3242000000.0,,,,,-164000000.0,973000000.0,-1508000000.0,,,,,,,,,59000000.0,,,113000000.0,,59000000.0,-122000000.0,0.0,,,,983333333.0,,803000000.0,,,,,,,2358000000.0,,,,,,,,,,,,,297000000.0,,3433000000.0,,,0.0,,2056000000.0,,,,0.07,-34000000.0,,,,842857143.0,,,,,,90000000.0,114000000.0,,114000000.0,,,,,0.0,,,,,10000000.0,,,,,,,557000000.0,,,,,75000000.0,-16000000.0,210000000.0,,,,6225000000.0,-51000000.0,,8050000000.0,,,,4677000000.0,59000000.0,,,,,,,,,,,,,,,,,,
657331200,,,,,,,6128000000.0,,,,,0.06,,,,,-337000000.0,,,,188000000.0,,99000000.0,1446000000.0,,3000000.0,,,,,,,-23000000.0,,,295000000.0,1862000000.0,,-604000000.0,,,-194000000.0,,1008000000.0,0.0,,820000000.0,,4053000000.0,3249000000.0,,,,2000000.0,,647000000.0,,,,,1742000000.0,,35000000.0,4542000000.0,,93000000.0,3697000000.0,,3625000000.0,,,,,-174000000.0,343000000.0,-1586000000.0,,,,,,,,,58000000.0,,,-167000000.0,,58000000.0,-18000000.0,0.0,,,,966666667.0,,839000000.0,,,,,,,2617000000.0,,,,,,,,,,,,,301000000.0,,3396000000.0,,,0.0,,2659000000.0,,,,0.06,-30000000.0,,,,966666667.0,,,,,,107000000.0,96000000.0,,96000000.0,,,,,0.0,,,,,18000000.0,,,,,,,964000000.0,,,,,95000000.0,7000000.0,213000000.0,,,,6946000000.0,-341000000.0,,8808000000.0,,,,4755000000.0,58000000.0,,,,,,,,,,,,,,,,,,
665280000,-20000000.0,-678000000.0,,,341000000.0,3106000000.0,6133000000.0,,,,-1608000000.0,,,,2478000000.0,,317000000.0,,,3658000000.0,471000000.0,,143000000.0,1267000000.0,,-7000000.0,,953488372.0,,410000000.0,798000000.0,3000000.0,19000000.0,,-11000000.0,564000000.0,2073000000.0,,643000000.0,325000000.0,,-173000000.0,,1357000000.0,0.0,,886000000.0,4866000000.0,3658000000.0,2422000000.0,,143000000.0,,5000000.0,4090000000.0,724000000.0,,249000000.0,6451000000.0,-172000000.0,1936000000.0,,142000000.0,4525000000.0,,377000000.0,4029000000.0,-36000000.0,4865000000.0,911111111.0,,410000000.0,,-185000000.0,-474000000.0,-1608000000.0,357000000.0,,,10649000000.0,103000000.0,-53000000.0,410000000.0,-116000000.0,235000000.0,-1730000000.0,,643000000.0,,235000000.0,-4000000.0,0.0,,347000000.0,,,35000000.0,798000000.0,0.45,8524000000.0,,3682000000.0,2073000000.0,,3508000000.0,,372000000.0,,,,,,2422000000.0,2016000000.0,1936000000.0,,,347000000.0,,3682000000.0,25000000.0,,0.0,,2016000000.0,,,,,-29000000.0,984000000.0,4525000000.0,,,14739000000.0,,,92000000.0,0.0,93000000.0,92000000.0,625000000.0,92000000.0,,1267000000.0,,4029000000.0,0.0,,0.0,1094000000.0,1356000000.0,25000000.0,0.43,,,,6133000000.0,,357000000.0,,,92000000.0,-1054000000.0,94000000.0,11000000.0,341000000.0,659000000.0,,,6451000000.0,458000000.0,,8524000000.0,0.0,,,4866000000.0,235000000.0,,,,,,,,,,,,,,,,,,
672969600,,,,,,,6353000000.0,,,,,0.04,,,,,36000000.0,,,,148000000.0,,148000000.0,1245000000.0,,-7000000.0,,,,,,,-5000000.0,,,252000000.0,2089000000.0,,-79000000.0,,,-243000000.0,,929000000.0,0.0,,781000000.0,,3577000000.0,2310000000.0,,,,51000000.0,,607000000.0,,,,,1938000000.0,,20000000.0,4661000000.0,,54000000.0,4180000000.0,,3349000000.0,,,,,-238000000.0,75000000.0,-1692000000.0,,,,,,,,,34000000.0,,,218000000.0,,34000000.0,50000000.0,0.0,,,,850000000.0,,1013000000.0,,,,,,,2420000000.0,,,,,,,11000000.0,,,,,,352000000.0,,3828000000.0,,,0.0,,2095000000.0,,,,0.04,-32000000.0,,,,850000000.0,,,,,,104000000.0,142000000.0,,142000000.0,,,,,92000000.0,,,,,36000000.0,,,,,,,52000000.0,,,,,94000000.0,0.0,341000000.0,,,,6490000000.0,-20000000.0,,8579000000.0,,,,5002000000.0,34000000.0,,,,,,,,,,,,,,,,,,
680918400,,,,,,,6535000000.0,,,,,0.04,,,,,-95000000.0,,,,158000000.0,,122000000.0,1360000000.0,,9000000.0,,,,,,,-20000000.0,,,256000000.0,2108000000.0,,-205000000.0,,,-245000000.0,,964000000.0,0.0,,806000000.0,,3684000000.0,2400000000.0,,,,46000000.0,,639000000.0,,,,,1946000000.0,,24000000.0,4777000000.0,,64000000.0,4315000000.0,,3562000000.0,,,,,-225000000.0,118000000.0,-1758000000.0,,,,,,,,,40000000.0,,,98000000.0,,40000000.0,-29000000.0,0.0,,,,1000000000.0,,918000000.0,,,,,,,2598000000.0,,,,,,,11000000.0,,,,,,356000000.0,,3959000000.0,,,0.0,,2300000000.0,,,,0.04,-32000000.0,,,,1000000000.0,,,,,,98000000.0,113000000.0,,113000000.0,,,,,0.0,,,,,46000000.0,,,,,,,122000000.0,,,,,94000000.0,0.0,362000000.0,,,,6715000000.0,-127000000.0,,8823000000.0,,,,5139000000.0,40000000.0,,,,,,,,,,,,,,,,,,
688867200,,,,,,,6795000000.0,,,,,0.04,,,,,-410000000.0,,,,158000000.0,,150000000.0,1691000000.0,,,,,,,,,33000000.0,,,261000000.0,2123000000.0,,-733000000.0,,,-256000000.0,,1042000000.0,0.0,,884000000.0,,4592000000.0,3215000000.0,,,,-84000000.0,,711000000.0,,,,,1950000000.0,,20000000.0,4958000000.0,,55000000.0,4562000000.0,,3955000000.0,,,,,-289000000.0,629000000.0,-1837000000.0,,,,,,,,,35000000.0,,,-358000000.0,,35000000.0,15000000.0,0.0,,,,875000000.0,,977000000.0,,,,,,,2913000000.0,,,,,,,9000000.0,,,,,,377000000.0,,4185000000.0,,,0.0,,3033000000.0,,,,0.04,-31000000.0,,,,875000000.0,,,,,,103000000.0,128000000.0,,128000000.0,,,,,0.0,,,,,55000000.0,,,,,,,547000000.0,,,,,103000000.0,0.0,350000000.0,,,,7777000000.0,-647000000.0,,9900000000.0,,,,5308000000.0,35000000.0,,,,,,,,,,,,,,,,,,
696816000,34000000.0,-1009000000.0,,,351000000.0,3494000000.0,6961000000.0,,,,-1859000000.0,,,,2801000000.0,,143000000.0,,,4032000000.0,406000000.0,,125000000.0,1324000000.0,,,,970967742.0,,301000000.0,803000000.0,-1000000.0,-8000000.0,,4000000.0,511000000.0,2297000000.0,,652000000.0,398000000.0,,-246000000.0,,1429000000.0,0.0,,1023000000.0,5453000000.0,4032000000.0,2580000000.0,,125000000.0,,5000000.0,4364000000.0,844000000.0,,171000000.0,7188000000.0,-326000000.0,2109000000.0,,107000000.0,5102000000.0,,299000000.0,4608000000.0,-365000000.0,5249000000.0,912121212.0,,301000000.0,,-257000000.0,-265000000.0,-1859000000.0,453000000.0,,,11751000000.0,92000000.0,-572000000.0,301000000.0,-128000000.0,192000000.0,-990000000.0,,479000000.0,,192000000.0,-32000000.0,0.0,,381000000.0,,,18000000.0,803000000.0,0.33,9485000000.0,,4227000000.0,2297000000.0,,3820000000.0,,410000000.0,,,,,18000000.0,2580000000.0,2381000000.0,2109000000.0,,,381000000.0,,4227000000.0,66000000.0,,0.0,,2381000000.0,,49000000.0,,,-33000000.0,870000000.0,5102000000.0,,,16115000000.0,,,96000000.0,0.0,105000000.0,96000000.0,437000000.0,96000000.0,,1324000000.0,,4608000000.0,0.0,,0.0,557000000.0,1280000000.0,66000000.0,0.31,,,,6961000000.0,,453000000.0,,,96000000.0,0.0,107000000.0,-1000000.0,351000000.0,472000000.0,,,7188000000.0,222000000.0,,9485000000.0,0.0,,,5453000000.0,192000000.0,,,,,,,,,,,,,,,,,,
704592000,,,,,,,7148000000.0,,,,,0.04,,,,,101000000.0,,,,164000000.0,,115000000.0,1232000000.0,,-5000000.0,,,,,,,0.0,,,275000000.0,2307000000.0,,-31000000.0,,,-199000000.0,,1009000000.0,0.0,,845000000.0,,3872000000.0,2366000000.0,,,,40000000.0,,656000000.0,,,,,2111000000.0,,21000000.0,5189000000.0,,56000000.0,4739000000.0,,3719000000.0,,,,,-199000000.0,-40000000.0,-1959000000.0,,,,,,,,,35000000.0,,,282000000.0,,35000000.0,43000000.0,0.0,,,,875000000.0,,1022000000.0,,,,,,,2710000000.0,,,,,,,,,,,,,395000000.0,,4344000000.0,,,0.0,,2412000000.0,,,,0.04,-33000000.0,,,,875000000.0,,,,,,111000000.0,139000000.0,,139000000.0,,,,,96000000.0,,,,,76000000.0,,,,,,,112000000.0,,,,,108000000.0,11000000.0,351000000.0,,,,7105000000.0,83000000.0,,9412000000.0,,,,5540000000.0,35000000.0,,,,,,,,,,,,,,,,,,
712540800,,,,,,,7389000000.0,,,,,0.05,,,,,122000000.0,,,,175000000.0,,116000000.0,1395000000.0,,-9000000.0,,,,,,,0.0,,,288000000.0,2328000000.0,,-125000000.0,,,-265000000.0,,1068000000.0,0.0,,893000000.0,,3952000000.0,2514000000.0,,,,-12000000.0,,704000000.0,,,,,2110100000.0,,26000000.0,5349000000.0,,68000000.0,4813000000.0,,3967000000.0,,,,,-265000000.0,-2000000.0,-2040000000.0,,,,,,,,,42000000.0,,,256000000.0,,42000000.0,-11000000.0,0.0,,,,840000000.0,,1064000000.0,,,,,,,2899000000.0,,,,,,,,,,,,,401000000.0,,4412000000.0,,,0.0,,2537000000.0,,,,0.05,-33000000.0,,,,840000000.0,,,,,,113000000.0,128000000.0,,128000000.0,,,,,0.0,,,,,86000000.0,,,,,,,55000000.0,,,,,107000000.0,-4000000.0,354000000.0,,,,7327000000.0,-9000000.0,,9655000000.0,,,,5703000000.0,42000000.0,,,,,,,,,,,,,,,,,,
720489600,,,,,,,7598000000.0,,,,,0.06,,,,,-561000000.0,,,,202000000.0,,128000000.0,1712000000.0,,-1000000.0,,,,,,,11000000.0,,,319000000.0,2365000000.0,,-759000000.0,,,-212000000.0,,1151000000.0,0.0,,949000000.0,,4919000000.0,3612000000.0,,,,24000000.0,,756000000.0,,,,,2143000000.0,,34000000.0,5458000000.0,,91000000.0,4751000000.0,,4340000000.0,,,,,-223000000.0,608000000.0,-2140000000.0,,,,,,,,,57000000.0,,,-364000000.0,,57000000.0,32000000.0,0.0,,,,950000000.0,,1270000000.0,,,,,,,3189000000.0,,,,,,,,,,,,,414000000.0,,4337000000.0,,,0.0,,3296000000.0,,,,0.06,-34000000.0,,,,950000000.0,,,,,,117000000.0,160000000.0,,160000000.0,,,,,0.0,,,,,96000000.0,,,,,,,630000000.0,,,,,111000000.0,-7000000.0,351000000.0,,,,8363000000.0,-587000000.0,,10728000000.0,,,,5809000000.0,57000000.0,,,,,,,,,,,,,,,,,,
728438400,11000000.0,-918000000.0,,,360000000.0,3750000000.0,7760000000.0,,,,-2197000000.0,,,,2978000000.0,,421000000.0,,,4414000000.0,507000000.0,,165000000.0,1596000000.0,,26000000.0,,957500000.0,,383000000.0,974000000.0,2000000.0,-11000000.0,,21000000.0,625000000.0,2593000000.0,,678000000.0,437000000.0,,-232000000.0,,1570000000.0,0.0,,1063000000.0,5923000000.0,4414000000.0,2964000000.0,,165000000.0,,-4000000.0,4798000000.0,862000000.0,,228000000.0,7744000000.0,83000000.0,2357000000.0,,147000000.0,5563000000.0,,396000000.0,4780000000.0,-237000000.0,5901000000.0,911904762.0,,383000000.0,,-231000000.0,-621000000.0,-2197000000.0,394000000.0,,,13129000000.0,96000000.0,66000000.0,383000000.0,-133000000.0,249000000.0,-908000000.0,,810000000.0,,249000000.0,-43000000.0,0.0,,450000000.0,,,48000000.0,974000000.0,0.42,10337000000.0,,4330000000.0,2593000000.0,,4331000000.0,,459000000.0,,,,,,2964000000.0,2618000000.0,2357000000.0,,,450000000.0,,4330000000.0,107000000.0,,0.0,,2618000000.0,,58000000.0,,,-33000000.0,1048000000.0,5563000000.0,,,17927000000.0,,,117000000.0,0.0,118000000.0,117000000.0,984000000.0,117000000.0,,1596000000.0,,4780000000.0,0.0,,0.0,-55000000.0,1507000000.0,107000000.0,0.4,,,,7760000000.0,,394000000.0,,,117000000.0,0.0,111000000.0,60000000.0,360000000.0,611000000.0,,,7744000000.0,579000000.0,,10337000000.0,0.0,,,5923000000.0,249000000.0,,,,,,,,,,,,,,,,,,
736128000,,,,,,,7852000000.0,,,,,0.03,,,,,-168000000.0,,,,160000000.0,,107000000.0,1450000000.0,,-6000000.0,,,,,,,0.0,,,284000000.0,2601000000.0,,-194000000.0,,,-171000000.0,,1067000000.0,0.0,,907000000.0,,4355000000.0,2788000000.0,,,,31000000.0,,698000000.0,,,,,2352000000.0,,18000000.0,5607000000.0,,48000000.0,4932000000.0,,4040000000.0,,,,,-171000000.0,199000000.0,-2245000000.0,,,,,,,,,30000000.0,,,11000000.0,,30000000.0,39000000.0,0.0,,,,1000000000.0,,866000000.0,,,,,,,2973000000.0,,,,,,,,,,,,,447000000.0,,4485000000.0,,,0.0,,2812000000.0,,,,0.03,-35000000.0,,,,1000000000.0,,,,,,124000000.0,156000000.0,,156000000.0,,,,,117000000.0,,,,,117000000.0,,,,,,,472000000.0,,,,,112000000.0,3000000.0,359000000.0,,,,7720000000.0,-160000000.0,,10321000000.0,,,,5966000000.0,30000000.0,,,,,,,,,,,,,,,,,,
744076800,,,,,,,8101000000.0,,,,,0.03,,,,,165000000.0,,,,151000000.0,,86000000.0,1464000000.0,,-10000000.0,,,,,,,0.0,,,277000000.0,2604000000.0,,87000000.0,,,-256000000.0,,1107000000.0,0.0,,956000000.0,,4115000000.0,2797000000.0,,,,36000000.0,,748000000.0,,,,,2342000000.0,,14000000.0,5737000000.0,,38000000.0,4813000000.0,,4287000000.0,,,,,-256000000.0,-144000000.0,-2364000000.0,,,,,,,,,24000000.0,,,341000000.0,,24000000.0,-59000000.0,0.0,,,,1000000000.0,,841000000.0,,,,,,,3180000000.0,,,,,,,,,,,,,456000000.0,,4357000000.0,,,0.0,,2725000000.0,,,,0.03,-34000000.0,,,,1000000000.0,,,,,,126000000.0,97000000.0,,97000000.0,,,,,0.0,,,,,371000000.0,,,,,,,492000000.0,,,,,113000000.0,0.0,362000000.0,,,,7610000000.0,85000000.0,,10214000000.0,,,,6099000000.0,14500000.0,,,,,,,,,,,,,,,,,,
752025600,,,,,,,8222000000.0,,,,,0.05,,,,,-249000000.0,,,,187000000.0,,100000000.0,1931000000.0,,15000000.0,,,,,,,50000000.0,,,314000000.0,2627000000.0,,-621000000.0,,,-247000000.0,,1208000000.0,0.0,,1021000000.0,,4949000000.0,3567000000.0,,,,70000000.0,,809000000.0,,,,,2486000000.0,,32000000.0,5899000000.0,,75000000.0,4961000000.0,,4625000000.0,,,,,-297000000.0,310000000.0,-2323000000.0,,,,,,,,,43000000.0,,,5000000.0,,43000000.0,68000000.0,0.0,,,,860000000.0,,939000000.0,,,,,,,3417000000.0,,,,,,,,,,,,,463000000.0,,4498000000.0,,,0.0,,3346000000.0,,,,0.05,-35000000.0,,,,860000000.0,,,,,,126000000.0,165000000.0,,165000000.0,,,,,0.0,,,,,370000000.0,,,,,,,697000000.0,,,,,112000000.0,-3000000.0,307000000.0,,,,8528000000.0,-292000000.0,,11155000000.0,,,,6206000000.0,43000000.0,,,,,,,,,,,,,,,,,,
