,quarterlyLongTermDebt,annualPretaxIncome,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,annualNetIncome,annualAccountsReceivable,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,annualRetainedEarnings,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,annualOperatingIncome,annualCurrentLiabilities,quarterlyDilutedEPS,annualNetPPE,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualAccountsPayable,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualChangesInAccountReceivables,annualInterestExpense,trailingInterestExpense,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOperatingExpense,annualGrossPPE,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,quarterlyNetPPE,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualFreeCashFlow,annualInventory,quarterlyOtherNonCashItems,trailingTaxProvision,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyBasicEPS,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,annualDilutedEPS,quarterlyPurchaseOfBusiness,annualDilutedAverageShares,quarterlyCurrentAssets,trailingNetIncome,quarterlyCapitalExpenditure,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualInvestmentsAndAdvances
599529600,129600000.0,163100000.0,,57600000.0,,1258700000.0,,101100000.0,,129600000.0,,,492600000.0,,,,,279400000.0,601300000.0,,0.0,,,552800000.0,1258700000.0,,,,18700000.0,0.0,92200000.0,,154200000.0,154200000.0,,,323000000.0,,,135000000.0,378000000.0,,332600000.0,,,,42200000.0,,,,,,,0.0,,,279400000.0,,,,,657400000.0,171900000.0,160000000.0,,,57600000.0,,154200000.0,154200000.0,,,,14300000.0,,766100000.0,93200000.0,,0.0,,599500000.0,160000000.0,-266900000.0,628600000.0,174310345.0,,,101100000.0,,,,,,,,0.58,,,,,,,62000000.0,,601300000.0,,-266900000.0,,,,,1150000000.0,1950500000.0,93200000.0,332600000.0,,492600000.0,,-1370900000.0,,800500000.0,,0.0,323000000.0,,,,,,92200000.0,,101100000.0,,,,,,,552800000.0,,378000000.0,,,599500000.0,665500000.0,0.58,,174310345.0,766100000.0,,,657400000.0,-1370900000.0,444600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800000.0,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172164000.0,,,,,,,,,,,,,,,,,464800000.0,,,,,,,,,,,,,,,,0.05,,,172164000.0,,,,,,,,,,,,,,,464800000.0,464800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,128200000.0,,,149100000.0,,1311500000.0,231000000.0,,,,,335900000.0,512000000.0,,,,,277300000.0,,,,,38700000.0,,,,,178100000.0,38700000.0,,,38700000.0,33100000.0,33100000.0,,,351200000.0,4400000.0,,,,0.23,,,188600000.0,,,,,,,,,,,,,3400000.0,,,,685100000.0,,166100000.0,,,,,,,,,,,,,154400000.0,,,,,,,,,,,,,,,,248100000.0,176800000.0,,,,,,,,168260870.0,,,626400000.0,,-285600000.0,,,,21800000.0,,,,345900000.0,,,,70000000.0,,,,,,,,,,,,,,,,0.23,,,168260870.0,585300000.0,,407800000.0,60500000.0,,631500000.0,,,,,799500000.0,,,,59500000.0,584000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,127800000.0,,,145300000.0,,1346400000.0,246200000.0,,,,,343500000.0,519100000.0,,,,27800000.0,273100000.0,,,,,41600000.0,,,,,178000000.0,41600000.0,,,41600000.0,60900000.0,60900000.0,,,309500000.0,6100000.0,,,,0.24,,-7500000.0,190400000.0,,,0.0,,,,-69900000.0,,,,11300000.0,,3200000.0,,,3300000.0,683100000.0,,168900000.0,87100000.0,,,,,,,,,,,,200800000.0,41700000.0,,,,,,,,-400000.0,,,,0.0,,,252500000.0,163800000.0,,,,,,,,173333333.0,,500000.0,663300000.0,,-287900000.0,,,,23400000.0,,,,350200000.0,,,,74500000.0,,,,,,3200000.0,,-5000000.0,,46600000.0,,,,,,0.24,,,173333333.0,619300000.0,,410000000.0,65000000.0,,638100000.0,,,,,827300000.0,,-15600000.0,,62100000.0,596000000.0,102700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,105000000.0,170200000.0,-30100000.0,75500000.0,-5400000.0,1375000000.0,236800000.0,108900000.0,,105000000.0,,275200000.0,529100000.0,,,14500000.0,71300000.0,274100000.0,667600000.0,12200000.0,-65000000.0,,19800000.0,621800000.0,1375000000.0,-42900000.0,42000000.0,165500000.0,19800000.0,0.0,93600000.0,19800000.0,132200000.0,132200000.0,,,326500000.0,5900000.0,,162700000.0,433300000.0,,358900000.0,-7600000.0,175300000.0,17500000.0,20600000.0,0.0,,176000000.0,,8300000.0,,170300000.0,20500000.0,9800000.0,274100000.0,3200000.0,,,7100000.0,707400000.0,204700000.0,170200000.0,54800000.0,-12500000.0,75500000.0,,132200000.0,132200000.0,-2400000.0,,,13100000.0,,845900000.0,181500000.0,-14900000.0,69800000.0,,646800000.0,170200000.0,-287900000.0,685600000.0,172857143.0,-2000000.0,,108900000.0,-400000.0,0.0,,,203600000.0,176000000.0,,0.63,-71700000.0,,62400000.0,,,,61300000.0,-2400000.0,667600000.0,236800000.0,-287900000.0,,20500000.0,,11200000.0,1233200000.0,2123500000.0,181500000.0,358900000.0,,529100000.0,,38100000.0,12900000.0,890300000.0,,98600000.0,326500000.0,4800000.0,,-13100000.0,7600000.0,42100000.0,93600000.0,,108900000.0,,,,,,,621800000.0,,433300000.0,31000000.0,-800000.0,646800000.0,727600000.0,0.63,,172857143.0,845900000.0,,-21300000.0,707400000.0,28300000.0,478800000.0,76100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638841600,104000000.0,,,168800000.0,,1369000000.0,247200000.0,,,,,295500000.0,535500000.0,,,,-19400000.0,272800000.0,,,,,10000000.0,,,,,179900000.0,10000000.0,,,10000000.0,112900000.0,112900000.0,,,346000000.0,4600000.0,,,,0.06,,-8200000.0,190700000.0,,,0.0,,,,35600000.0,,,,10800000.0,,2700000.0,,,2500000.0,698400000.0,,175100000.0,-45000000.0,,,,,,,,,,,,128000000.0,-19500000.0,,,,,,,,-100000.0,50300000.0,,,132200000.0,,,204000000.0,178400000.0,,,,,,,,166666667.0,,-1600000.0,670600000.0,,-296400000.0,,,,5100000.0,,,,360400000.0,,,,24100000.0,,,,,,8000000.0,,-23100000.0,,-60700000.0,,,,,,0.06,,,166666667.0,623500000.0,,425600000.0,15100000.0,,656800000.0,,,,,833500000.0,,-13100000.0,,13300000.0,499500000.0,-31900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,104500000.0,,,167700000.0,,1405600000.0,228300000.0,,,,,347200000.0,662000000.0,,,,-108600000.0,272200000.0,,,,,44900000.0,,,,,184400000.0,44900000.0,,,44900000.0,4200000.0,4200000.0,,,366000000.0,1800000.0,,,,0.26,,-8200000.0,195400000.0,,,0.0,,,,-132600000.0,,,,11000000.0,,2600000.0,,,4500000.0,695700000.0,,305600000.0,-124900000.0,,,,,,,,,,,,110300000.0,-7900000.0,,,,,,,,-900000.0,17800000.0,,,0.0,,,264200000.0,195200000.0,,,,,,,,172692308.0,,3200000.0,709900000.0,,-297400000.0,,,,23100000.0,,,,356400000.0,,,,79800000.0,,,,,,-7900000.0,,-4800000.0,,-19300000.0,,,,,,0.26,,,172692308.0,660200000.0,,423500000.0,68000000.0,,653800000.0,,,,,743600000.0,,-153600000.0,,68800000.0,611400000.0,28700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,110500000.0,,,171200000.0,,1448400000.0,239900000.0,,,,,364100000.0,670800000.0,,,,52400000.0,281700000.0,,,,,46700000.0,,,,,191900000.0,46700000.0,,,46700000.0,56600000.0,56600000.0,,,338600000.0,3400000.0,,,,0.27,,-8300000.0,203100000.0,,,0.0,,,,-19200000.0,,,,11200000.0,,2700000.0,,,6900000.0,699200000.0,,307100000.0,52500000.0,,,,,,,,,,,,103000000.0,27900000.0,,,,,,,,0.0,1800000.0,,,0.0,,,274400000.0,177600000.0,,,,,,,,172962963.0,,-300000.0,749200000.0,,-302500000.0,,,,25300000.0,,,,363700000.0,,,,82500000.0,,,,,,11100000.0,,-1500000.0,,4100000.0,,,,,,0.27,,,172962963.0,698700000.0,,417500000.0,72000000.0,,666200000.0,,,,,777600000.0,,-20700000.0,,71300000.0,638500000.0,73200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,138000000.0,187300000.0,-32900000.0,72500000.0,,1504400000.0,226600000.0,122700000.0,,138000000.0,,286600000.0,680100000.0,,,66900000.0,39400000.0,308500000.0,763700000.0,-3700000.0,-179200000.0,,21000000.0,712200000.0,1504400000.0,-11800000.0,44500000.0,189400000.0,21000000.0,0.0,98000000.0,21000000.0,96000000.0,96000000.0,,,373300000.0,5300000.0,,183100000.0,432200000.0,,373400000.0,-8200000.0,200900000.0,,15100000.0,0.0,,202900000.0,149700000.0,-63000000.0,,154700000.0,2700000.0,11500000.0,308500000.0,2900000.0,,149700000.0,-6900000.0,740700000.0,227600000.0,157000000.0,700000.0,-1300000.0,72500000.0,,96000000.0,96000000.0,-2100000.0,,,10900000.0,,824300000.0,125100000.0,-7900000.0,132200000.0,,687900000.0,157000000.0,-314500000.0,745700000.0,172816901.0,-300000.0,-3000000.0,122700000.0,,0.0,,,230700000.0,202900000.0,,0.71,-271400000.0,,-36200000.0,,,,64600000.0,-3400000.0,763700000.0,226600000.0,-314500000.0,,2700000.0,,11100000.0,1293400000.0,2266700000.0,125100000.0,373400000.0,,680100000.0,,41300000.0,7000000.0,973300000.0,,-116700000.0,373300000.0,-14900000.0,,17600000.0,-8800000.0,67100000.0,98000000.0,,122700000.0,,,,,,,712200000.0,,432200000.0,32100000.0,-7400000.0,687900000.0,790200000.0,0.71,,172816901.0,824300000.0,,-84000000.0,740700000.0,29800000.0,517300000.0,84700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,136800000.0,,,172300000.0,,1517100000.0,215100000.0,,,,,313600000.0,684300000.0,,,,-94100000.0,309100000.0,,,,,7500000.0,,,,,189800000.0,7500000.0,,,7500000.0,1900000.0,1900000.0,,,407600000.0,1600000.0,,,,0.05,,-9200000.0,201200000.0,,,0.0,,,,-8600000.0,,,19000000.0,11400000.0,,3300000.0,,,5700000.0,750300000.0,,312100000.0,-109300000.0,,,,,,,,,,,,130900000.0,-34300000.0,,,,,,,,-1100000.0,3000000.0,,,96000000.0,,,214500000.0,207100000.0,,,,,,,,150000000.0,,-800000.0,766800000.0,,-325500000.0,,,,4000000.0,,,,372200000.0,,,,24700000.0,,,,,,6000000.0,,13000000.0,,-123400000.0,,,,,,0.05,,,150000000.0,710600000.0,,441200000.0,11500000.0,,697700000.0,,,,,832800000.0,,-10800000.0,,13300000.0,528100000.0,-98500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,98800000.0,,,176300000.0,,1594400000.0,249200000.0,,,,,427200000.0,711100000.0,,,,4700000.0,275100000.0,,,,,47700000.0,,,,,209300000.0,47700000.0,,,47700000.0,6600000.0,6600000.0,,,410900000.0,2400000.0,,,,0.27,,-9100000.0,221100000.0,,,0.0,,,,-38100000.0,,,27000000.0,11800000.0,,3600000.0,,,1800000.0,786900000.0,,329900000.0,31800000.0,,,,,,,,,,,,127200000.0,1100000.0,,,,,,,,-100000.0,0.0,,,0.0,,,295600000.0,235600000.0,,,,,,,,176666667.0,,-1900000.0,807500000.0,,-334900000.0,,,,25700000.0,,,,381200000.0,,,,86300000.0,,,,,,-900000.0,,-25200000.0,,9400000.0,,,,,,0.27,,,176666667.0,749100000.0,,511800000.0,73400000.0,,716100000.0,,,,,883300000.0,,-36200000.0,,74500000.0,722800000.0,68000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,98300000.0,,,175600000.0,,1599900000.0,253200000.0,,,,,426400000.0,709900000.0,,,,62700000.0,273900000.0,,,,,50400000.0,,,,,217800000.0,50400000.0,,,50400000.0,69300000.0,69300000.0,,,389400000.0,1100000.0,,,,0.29,,-9200000.0,230000000.0,,,0.0,,,,-15700000.0,,,,12200000.0,,2700000.0,,,1100000.0,750000000.0,,329400000.0,102200000.0,,,,,,,,,,,,113900000.0,21600000.0,,,,,,,,-100000.0,0.0,,,0.0,,,310400000.0,222900000.0,,,,,,,,173793103.0,,-3600000.0,849900000.0,,-345400000.0,,,,28400000.0,,,,380500000.0,,,,92600000.0,,,,,,13700000.0,,-35800000.0,,38000000.0,,,,,,0.29,,,173793103.0,790300000.0,,476100000.0,78800000.0,,725900000.0,,,,,890000000.0,,-12100000.0,,80400000.0,736800000.0,114300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,71800000.0,198800000.0,-36700000.0,83900000.0,,1611900000.0,241700000.0,128200000.0,,71800000.0,,285100000.0,724800000.0,,,3000000.0,31500000.0,255500000.0,868000000.0,13100000.0,-88500000.0,,22600000.0,805700000.0,1611900000.0,-42200000.0,47900000.0,209000000.0,22600000.0,0.0,99800000.0,22600000.0,100800000.0,100800000.0,,,421800000.0,-9300000.0,,215200000.0,488400000.0,,377100000.0,-9200000.0,221500000.0,,-4200000.0,0.0,,203600000.0,175200000.0,-26100000.0,13400000.0,135500000.0,43100000.0,12500000.0,255500000.0,2700000.0,,175200000.0,-900000.0,743900000.0,263100000.0,172500000.0,22800000.0,-1300000.0,83900000.0,,100800000.0,100800000.0,-3500000.0,,,12300000.0,,887100000.0,118000000.0,-30700000.0,96000000.0,,734900000.0,172500000.0,-357800000.0,825900000.0,175616438.0,0.0,0.0,128200000.0,-3800000.0,0.0,,,268500000.0,203600000.0,,0.73,-88000000.0,,4800000.0,,,,70600000.0,2800000.0,868000000.0,241700000.0,-357800000.0,,43100000.0,,12500000.0,1452400000.0,2541400000.0,118000000.0,377100000.0,,724800000.0,,59500000.0,7700000.0,1089000000.0,,47500000.0,421800000.0,-5700000.0,,5800000.0,-49900000.0,26100000.0,99800000.0,,128200000.0,,,,,,,805700000.0,,488400000.0,35100000.0,-42300000.0,734900000.0,873800000.0,0.73,,175616438.0,887100000.0,,-28900000.0,743900000.0,47000000.0,553600000.0,51700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,70500000.0,,,182800000.0,,1624300000.0,257900000.0,,,,,347700000.0,734500000.0,,,,-93300000.0,253300000.0,,,,,13000000.0,,,,,213000000.0,13000000.0,,,13000000.0,7500000.0,7500000.0,,,450100000.0,1000000.0,,,,0.08,,-9700000.0,225200000.0,,,0.0,,,,-18300000.0,,,9800000.0,12200000.0,,2400000.0,,,100000.0,749500000.0,,352600000.0,-69200000.0,,,,,,,,,,,,116300000.0,-28300000.0,,,,,,,,-3000000.0,,,,100800000.0,,,246900000.0,228500000.0,,,,,,,,162500000.0,,-1100000.0,874800000.0,,-365700000.0,,,,7300000.0,,,,381900000.0,,,,33900000.0,,,,,,7600000.0,,-23000000.0,,-84800000.0,,,,6300000.0,,0.08,,,162500000.0,809000000.0,,496200000.0,20300000.0,,747600000.0,,,,,889800000.0,,-17200000.0,,21700000.0,594600000.0,-52000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,69300000.0,,,185800000.0,,1697300000.0,262200000.0,,,,,443600000.0,742900000.0,,,,8300000.0,255100000.0,,,,,55100000.0,,,,,229500000.0,55100000.0,,,55100000.0,15700000.0,15700000.0,,,448700000.0,1700000.0,,,,0.31,,-9700000.0,242100000.0,,,0.0,,,,-20500000.0,,,,12600000.0,,2400000.0,,,100000.0,775200000.0,,354200000.0,37400000.0,,,,,,,,,,,,121500000.0,2500000.0,,,,,,,,-500000.0,,,,0.0,,,328900000.0,257900000.0,,,,,,,,177741935.0,,1200000.0,922100000.0,,-376800000.0,,,,31000000.0,,,,388700000.0,,,,99400000.0,,,,,,500000.0,,-30300000.0,,-9100000.0,,,,1700000.0,,0.31,,,177741935.0,854400000.0,,520100000.0,86100000.0,,765500000.0,,,,,954400000.0,,-21700000.0,,86800000.0,772500000.0,59100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,68800000.0,,,180900000.0,,1700100000.0,261800000.0,,,,,432500000.0,749000000.0,,,,56500000.0,249700000.0,,,,,57300000.0,,,,,237600000.0,57300000.0,,,57300000.0,72200000.0,72200000.0,,,401900000.0,1400000.0,,,,0.32,,-9700000.0,250300000.0,,,0.0,,,,-19300000.0,,,,12700000.0,,2000000.0,,,-100000.0,727900000.0,,358800000.0,69000000.0,,,,,,,,,,,,127600000.0,46700000.0,,,,,,,,0.0,,,,0.0,,,340300000.0,216400000.0,,,,,,,,179062500.0,,-4800000.0,972200000.0,,-386400000.0,,,,32200000.0,,,,390200000.0,,,,102700000.0,,,,,,11700000.0,,-7700000.0,,1800000.0,,,,2200000.0,,0.32,,,179062500.0,902000000.0,,478200000.0,89500000.0,,776600000.0,,,,,951100000.0,,-14500000.0,,90000000.0,772800000.0,83500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,60100000.0,226000000.0,-38800000.0,242400000.0,-3000000.0,1729900000.0,261000000.0,62800000.0,,60100000.0,,299300000.0,741700000.0,,,,92400000.0,318300000.0,905800000.0,9800000.0,-75100000.0,,-62600000.0,828900000.0,1729900000.0,-75100000.0,66300000.0,234700000.0,19200000.0,0.0,15800000.0,-62600000.0,164700000.0,164700000.0,,,407800000.0,-13300000.0,,243700000.0,505800000.0,,387900000.0,-9700000.0,263500000.0,,-9200000.0,0.0,,231500000.0,163800000.0,-17000000.0,17700000.0,214100000.0,13300000.0,28800000.0,318300000.0,1800000.0,,163800000.0,-5600000.0,824100000.0,310000000.0,190000000.0,105100000.0,-4300000.0,242400000.0,,164700000.0,164700000.0,-300000.0,,,8600000.0,,988200000.0,138400000.0,-5500000.0,100800000.0,,786900000.0,190000000.0,-399000000.0,914700000.0,174444444.0,-800000.0,,62800000.0,-5200000.0,0.0,,,308600000.0,231500000.0,,0.36,-71800000.0,,63900000.0,,,,81400000.0,4400000.0,905800000.0,261000000.0,-399000000.0,,13300000.0,,10900000.0,1523100000.0,2747800000.0,138400000.0,387900000.0,,741700000.0,,73900000.0,-5500000.0,1224700000.0,,142300000.0,407800000.0,-10000000.0,,-14100000.0,-1400000.0,90700000.0,15800000.0,,144600000.0,7500000.0,,,,,,828900000.0,,505800000.0,30100000.0,15400000.0,786900000.0,981000000.0,0.36,,174444444.0,988200000.0,,-18400000.0,824100000.0,45100000.0,607900000.0,123500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,58800000.0,,,259400000.0,,1764300000.0,286000000.0,,,,,355600000.0,745900000.0,,,,-69500000.0,318200000.0,,,,,13800000.0,,,,,228600000.0,13800000.0,,,13800000.0,95200000.0,95200000.0,,,455700000.0,2600000.0,,,,0.08,,-11100000.0,241800000.0,,,0.0,,,,-18000000.0,,,,13200000.0,,1700000.0,,,3300000.0,850000000.0,,358700000.0,-54100000.0,,,,,,,,,,,,135900000.0,,,,,,,,,,,,,164700000.0,,,262700000.0,245800000.0,,,,,,,,172500000.0,,-6000000.0,914300000.0,,-411300000.0,,,,8100000.0,,,,387200000.0,,,,34100000.0,,,,,,11500000.0,,-9400000.0,,-80600000.0,,,,,,0.08,,,172500000.0,831600000.0,,531800000.0,21900000.0,,798500000.0,,,,,1018400000.0,,-12000000.0,,20900000.0,618300000.0,-42100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,58400000.0,,,266400000.0,,1876000000.0,302600000.0,,,,,466300000.0,750800000.0,,,,17900000.0,324800000.0,,,,,60600000.0,,,,,244100000.0,60600000.0,,,60600000.0,113100000.0,113100000.0,,,437700000.0,-2200000.0,,,,0.34,,-11100000.0,257700000.0,,,0.0,,,,-55200000.0,,,,13600000.0,,1800000.0,,,-4000000.0,911300000.0,,358700000.0,66400000.0,,,,,,,,,,,,183800000.0,,,,,,,,,,,,,0.0,,,357900000.0,283900000.0,,,,,,,,178235294.0,,3700000.0,964700000.0,,-421500000.0,,,,35600000.0,,,,392100000.0,,,,113800000.0,,,,,,4200000.0,,-12200000.0,,6900000.0,,,,,,0.34,,,178235294.0,881100000.0,,586500000.0,96200000.0,,813600000.0,,,,,1125200000.0,,-18900000.0,,100200000.0,824200000.0,85300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,38200000.0,,,266400000.0,,1868800000.0,302400000.0,,,,,463200000.0,752800000.0,,,,34000000.0,304600000.0,,,,,64400000.0,,,,,253200000.0,64400000.0,,,64400000.0,147100000.0,147100000.0,,,425700000.0,-2600000.0,,,,0.36,,-11100000.0,267300000.0,11300000.0,,0.0,,,,-6700000.0,,,,14100000.0,,1800000.0,,,-100000.0,850300000.0,,361300000.0,58100000.0,,,,,,,,,,,,172400000.0,,,,,,,,,-1600000.0,,,,0.0,,,375600000.0,243300000.0,,,,,,,,178888889.0,,-4500000.0,1018500000.0,,-433800000.0,,,,39600000.0,,,,391500000.0,,,,122400000.0,,,,,,-1700000.0,,-31000000.0,,-5200000.0,,,,2400000.0,,0.36,,,178888889.0,934400000.0,,545700000.0,104000000.0,,825300000.0,,,,,1116000000.0,,-13500000.0,,108300000.0,838800000.0,71600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
