date,annualOtherCurrentAssets,trailingTotalRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualTotalRevenue,quarterlyCashDividendsPaid,annualEndCashPosition,quarterlyCurrentLiabilities,annualDilutedEPS,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualCurrentDebt,trailingTaxProvision,quarterlyInvestingCashFlow,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualBasicAverageShares,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualBasicEPS,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,quarterlyGrossPPE,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyBasicEPS,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingChangeInInventory,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualNetPPE,annualGrossProfit,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualEbitda,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPretaxIncome,annualChangesInAccountReceivables,quarterlyTotalAssets,annualInterestExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGoodwill,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyBeginningCashPosition,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingGrossProfit,annualInvestingCashFlow,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingOtherNonCashItems,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance
1990-06-30,,,,900000.0,,,,,,,,1300000.0,,,100000.0,,,,,-100000.0,,0.0,1500000.0,,,100000.0,,,300000,,,,,,300000.0,16850146.0,,,,,200000,2600000,,,,,100000.0,3400000.0,,,2400000.0,,6400000.0,,,2500000.0,,,,,,,800000.0,,,0.0,,400000.0,,,,,,0.0,,,3300000.0,,1200000.0,,,1400000.0,,0.005935,,,,0.0,700000.0,1200000.0,,,0.0,,100000.0,100000.0,,,,,,,,400000.0,,,1000000.0,,200000.0,16850146.0,,,,100000.0,3400000.0,,,,,,,,,,300000.0,,,,,,,,,,,,,,0.0,400000.0,-3000000.0,-100000.0,-300000.0,,,300000.0,,,,,,,,5800000.0,,,,,0.005935,,,,,,,,0.0,,0.0,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,900000.0,,,,,,,,1600000.0,,,100000.0,,,,,-200000.0,,0.0,1700000.0,,,100000.0,,,300000,,,,,,0.0,16850146.0,,,,,200000,2700000,,,,,-100000.0,3500000.0,,,2600000.0,,6600000.0,,,2700000.0,,,,,,,700000.0,,,-200000.0,,300000.0,,,,,,0.0,,,3400000.0,,1100000.0,,,1500000.0,,0.005935,,,,0.0,900000.0,1200000.0,,,0.0,,100000.0,100000.0,,,,,,,,400000.0,,,1000000.0,,200000.0,16850146.0,,,,100000.0,3500000.0,,,,,,,,,,200000.0,,,,,,,,,,,,,,0.0,200000.0,-3100000.0,-200000.0,0.0,,,600000.0,,,,,,,,6100000.0,,,,,0.005935,,,,,,,,0.0,,0.0,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,300000.0,,,1000000.0,,,5600000.0,,10800000.0,,0.0,1300000.0,0.027695,1100000.0,300000.0,,,400000.0,,-100000.0,400000.0,0.0,1900000.0,,0.0,200000.0,,21664300.0,600000,1000000.0,,800000.0,,,400000.0,,600000.0,,-100000.0,,400000,3000000,0.027695,,,,100000.0,3500000.0,,4100000.0,2500000.0,,6600000.0,,2300000.0,2300000.0,,0.0,,,600000.0,0.0,600000.0,,2500000.0,0.0,600000.0,300000.0,,,,600000.0,100000.0,0.0,3600000.0,,3700000.0,500000.0,1000000.0,,,1400000.0,3700000.0,,,,21664300.0,100000.0,900000.0,1600000.0,6000000.0,300000.0,0.0,,300000.0,300000.0,,1900000.0,,,,,,400000.0,,,1200000.0,,400000.0,,,,900000.0,100000.0,3400000.0,,0.0,,,3500000.0,3400000.0,5200000.0,1000000.0,1300000.0,400000.0,100000.0,,,1600000.0,,0.0,,,,,,400000.0,-400000.0,100000.0,500000.0,-3200000.0,-100000.0,-400000.0,,,100000.0,,,,,,900000.0,,6000000.0,200000.0,-3200000.0,,,,,,,,,,6600000.0,0.0,,0.0,,,800000.0,,-400000.0,,,-600000.0,100000.0,0.0,,,-600000.0,,,,,,,,,,,,,,,
1991-03-31,,,100000.0,1000000.0,,,,,,,,1600000.0,,,100000.0,,,,,-100000.0,,0.0,2000000.0,,,100000.0,,,400000,,,,,,-200000.0,16850146.0,,,,,300000,2900000,,,,,-400000.0,3400000.0,,,2900000.0,,6800000.0,,,2500000.0,,,,,,,500000.0,,,-100000.0,,500000.0,,,,,,0.0,,,3800000.0,,900000.0,,,1500000.0,,0.005935,,,,-100000.0,1000000.0,1400000.0,,,0.0,,100000.0,100000.0,,,,,,,,400000.0,,,1100000.0,,200000.0,16850146.0,,,,100000.0,3400000.0,,,,,,,,,,400000.0,,,,,,,,0.0,,,,,,0.0,-100000.0,-3400000.0,-100000.0,200000.0,,,300000.0,,,,,,,,6300000.0,,,,,0.005935,,,,,,,,0.0,,0.0,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,0.0,1100000.0,,,,,,,,1300000.0,,,200000.0,,,,,-300000.0,,0.0,2200000.0,,,100000.0,,,400000,,,,,,100000.0,20219721.0,,,,,300000,3200000,,,,,100000.0,3700000.0,,,2700000.0,,7100000.0,,,2400000.0,,,,,,,700000.0,,,,,300000.0,,,,,,0.0,,,4000000.0,,1100000.0,,,1700000.0,,0.009891,,,,0.0,900000.0,1500000.0,,,0.0,,200000.0,200000.0,,,,,,,,400000.0,,,1200000.0,,300000.0,20219721.0,,,,100000.0,3600000.0,,,,,,,,,,300000.0,,,,,,,,100000.0,,,,,,100000.0,400000.0,-3500000.0,-300000.0,0.0,,,200000.0,,,,,,,,6400000.0,,,,,0.009891,,,,,,,,0.0,,0.0,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,100000.0,1100000.0,,,,,,,,1200000.0,,,200000.0,,,,,-600000.0,,0.0,2400000.0,,,100000.0,,,400000,,,,,,-200000.0,21663778.0,,,,,300000,3200000,,,,,0.0,4200000.0,,,2600000.0,,7700000.0,,,2600000.0,,,,,,,900000.0,,,,,200000.0,,,,,,100000.0,,,4200000.0,,1400000.0,,,1700000.0,,0.005935,,,,0.0,800000.0,1500000.0,,,0.0,,200000.0,200000.0,,,,,,,,400000.0,,,1200000.0,,300000.0,21663778.0,,,,100000.0,4100000.0,,,,,,,,,,200000.0,,,,,,,,-100000.0,,,,,,100000.0,400000.0,-3600000.0,-600000.0,100000.0,,,200000.0,,,,,,,,6800000.0,,,,,0.005935,,,,,,,,0.0,,0.0,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,500000.0,,-300000.0,1100000.0,,,6600000.0,,12700000.0,,0.0,1900000.0,0.033631,1300000.0,300000.0,,,400000.0,,-500000.0,-300000.0,0.0,2600000.0,,100000.0,200000.0,,23787813.0,500000,1300000.0,,1400000.0,,,0.0,,800000.0,,0.0,,300000,3400000,0.033631,,,,300000.0,4500000.0,,4800000.0,3100000.0,,8100000.0,,3200000.0,3200000.0,,0.0,,,1000000.0,0.0,1000000.0,,3100000.0,-200000.0,800000.0,500000.0,-100000.0,,,800000.0,0.0,-100000.0,4300000.0,-100000.0,4400000.0,500000.0,1300000.0,,,1800000.0,4400000.0,,,,23787813.0,100000.0,1000000.0,1600000.0,7600000.0,400000.0,0.0,,300000.0,300000.0,,2600000.0,,,,,,400000.0,,,1300000.0,,400000.0,,,100000.0,1000000.0,100000.0,4400000.0,100000.0,0.0,,,4500000.0,4400000.0,6100000.0,1200000.0,1900000.0,400000.0,0.0,,,1800000.0,,-100000.0,,0.0,,,,400000.0,-100000.0,0.0,500000.0,-3700000.0,-500000.0,100000.0,,,100000.0,,,,,,1200000.0,,7600000.0,100000.0,-3700000.0,,,,,,,,,,8100000.0,0.0,,0.0,,,1400000.0,,400000.0,,,-1500000.0,100000.0,0.0,,,-1500000.0,,,,,,,,,,,,,,,
1992-03-31,,,-100000.0,1200000.0,,,,,,,,2300000.0,,,100000.0,,,,,-300000.0,,0.0,2700000.0,,,100000.0,,,300000,,,,,,-700000.0,25273799.0,,,,,200000,3100000,,,,,-500000.0,4700000.0,,,3400000.0,,8300000.0,,,3600000.0,,,,,,,900000.0,,,-200000.0,,600000.0,,,,,,0.0,,,4500000.0,,1300000.0,,,1600000.0,,0.003957,,,,0.0,1300000.0,1500000.0,,,0.0,,100000.0,100000.0,,,,,,,,400000.0,,,1300000.0,,200000.0,25273799.0,,100000.0,,100000.0,4500000.0,,,,,,,,,,500000.0,,,,,,,,0.0,,,,,,100000.0,-400000.0,-3800000.0,-300000.0,600000.0,,,600000.0,,,,,,,,8100000.0,,,,,0.003957,,,,,,,,0.0,,0.0,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,1200000.0,,,,,,,,2000000.0,,,200000.0,,,,,-200000.0,,0.0,2900000.0,,,100000.0,,,500000,,,,,,100000.0,25273799.0,,,,,300000,3400000,,,,,-200000.0,4700000.0,,,3200000.0,,8600000.0,,,3200000.0,,,,,,,800000.0,,,100000.0,,600000.0,,,,,,0.0,,,4700000.0,,1200000.0,,,1700000.0,,0.005935,,,,-100000.0,1100000.0,1700000.0,,,-100000.0,,200000.0,200000.0,,,,,,,,400000.0,,,1400000.0,,300000.0,25273799.0,,100000.0,,100000.0,4600000.0,,,,,,,,,,400000.0,,,,,,,,0.0,,,,,,0.0,200000.0,-4000000.0,-100000.0,0.0,,,700000.0,,,,,,,,7900000.0,,,,,0.005935,,,,,,,,0.0,,0.0,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,1300000.0,,,,,,,,1900000.0,,,,,,,,-100000.0,,0.0,2900000.0,,,200000.0,,,400000,,,,,,200000.0,25275219.0,,,,,200000,3200000,,,,,100000.0,4800000.0,,,2900000.0,,8700000.0,,,3000000.0,,,,,,,700000.0,,,200000.0,,400000.0,,,,,,0.0,,,4700000.0,,1100000.0,,,1600000.0,,0.001978,,,,-200000.0,900000.0,1600000.0,,,0.0,,,,,,,,,,,400000.0,,,1400000.0,,,25275219.0,,200000.0,,,4600000.0,,,,,,,,,,1100000.0,,,,,,,,100000.0,,,,,,0.0,300000.0,-4100000.0,-100000.0,0.0,,,800000.0,,,,,,,,7700000.0,,,,,0.001978,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,700000.0,,,1300000.0,,,6600000.0,,12700000.0,,0.0,2000000.0,0.005935,700000.0,-100000.0,,,900000.0,,-200000.0,-100000.0,0.0,2700000.0,,100000.0,100000.0,,25275219.0,0,1100000.0,,1100000.0,,,300000.0,,200000.0,,0.0,,-100000,3000000,0.005935,,,,600000.0,4800000.0,,5400000.0,2800000.0,,8700000.0,,3100000.0,3100000.0,,-100000.0,,,600000.0,0.0,600000.0,,2800000.0,0.0,200000.0,700000.0,-100000.0,,,200000.0,100000.0,100000.0,4900000.0,-100000.0,4500000.0,500000.0,1100000.0,,,1700000.0,4500000.0,,,,25275219.0,-100000.0,900000.0,1300000.0,7600000.0,100000.0,0.0,,-100000.0,-100000.0,,2700000.0,,,,,,400000.0,,,1400000.0,,-200000.0,,,200000.0,900000.0,-100000.0,4500000.0,200000.0,-300000.0,,,4800000.0,4500000.0,6100000.0,600000.0,2000000.0,900000.0,0.0,,,1200000.0,,100000.0,,0.0,,,,400000.0,100000.0,100000.0,500000.0,-4200000.0,-200000.0,-400000.0,,,0.0,,,,,,300000.0,,7600000.0,100000.0,-4200000.0,,,,,,,,,,8700000.0,0.0,,0.0,,,1100000.0,,200000.0,,,-800000.0,0.0,0.0,,,-700000.0,,,,,,,,,,,,,,,
1993-03-31,,,,1200000.0,,,,,,,,3100000.0,,,100000.0,,,,,-700000.0,,0.0,2800000.0,,,100000.0,,,300000,,,,,,-500000.0,25273799.0,,,,,200000,3300000,,,,,-100000.0,5400000.0,,,3400000.0,,9500000.0,,,4200000.0,,,,,,,500000.0,,,100000.0,,900000.0,,,,,,200000.0,,,4600000.0,,1100000.0,,,1800000.0,,0.003957,,,,0.0,800000.0,1500000.0,,,-100000.0,,100000.0,100000.0,,,,,,,,400000.0,,,1300000.0,,200000.0,25273799.0,,200000.0,,100000.0,5100000.0,,,,,,,,,,500000.0,,,,,,,,0.0,,,,,,100000.0,100000.0,-4400000.0,-600000.0,600000.0,,,1100000.0,,,,,,,,8800000.0,,,,,0.003957,,,,,,,,0.0,,0.0,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,1300000.0,,,,,,,,2900000.0,,,100000.0,,,,,-400000.0,,0.0,2900000.0,,,200000.0,,,400000,,,,,,-700000.0,16850146.0,,,,,200000,3600000,,,,,-500000.0,5700000.0,,,3600000.0,,9900000.0,,,4600000.0,,,,,,,1200000.0,,,-200000.0,,600000.0,,,,,,100000.0,,,4700000.0,,1700000.0,,,1900000.0,,0.005935,,,,0.0,1000000.0,1700000.0,,,100000.0,,100000.0,100000.0,,,,,,,,400000.0,,,1500000.0,,200000.0,16850146.0,,200000.0,,100000.0,5400000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,100000.0,-200000.0,-4500000.0,-500000.0,600000.0,,,1600000.0,,,,,,,,9300000.0,,,,,0.005935,,,,,,,,0.0,,0.0,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,1300000.0,,,,,,,,2900000.0,,,100000.0,,,,,-300000.0,,0.0,3000000.0,,,100000.0,,,300000,,,,,,100000.0,25273799.0,,,,,200000,3600000,,,,,200000.0,5900000.0,,,3500000.0,,10100000.0,,,4600000.0,,,,,,,1100000.0,,,-100000.0,,400000.0,,,,,,100000.0,,,4800000.0,,1700000.0,,,2000000.0,,0.003957,,,,100000.0,1100000.0,1600000.0,,,0.0,,100000.0,100000.0,,,,,,,,500000.0,,,1400000.0,,200000.0,25273799.0,,200000.0,,100000.0,5500000.0,,,,,,,,,,1500000.0,100000.0,,,,,,,0.0,,,,,,200000.0,400000.0,-4600000.0,-300000.0,-100000.0,,,100000.0,,,,,,,,9400000.0,,,,,0.003957,,,,,,,,0.0,,0.0,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,300000.0,,,1400000.0,,,7900000.0,,14700000.0,,0.0,2600000.0,0.025718,1100000.0,300000.0,,,1400000.0,,100000.0,-800000.0,0.0,3200000.0,,0.0,100000.0,,23329963.0,600000,1500000.0,,1000000.0,,,300000.0,,600000.0,,-600000.0,,500000,4200000,0.025718,,,,-200000.0,5600000.0,,5700000.0,3600000.0,,10100000.0,,4100000.0,4100000.0,,0.0,,100000.0,1000000.0,0.0,1000000.0,,3600000.0,100000.0,600000.0,300000.0,,,,600000.0,0.0,100000.0,5200000.0,,5100000.0,500000.0,1500000.0,,,2200000.0,5100000.0,,,,23329963.0,-100000.0,1000000.0,2000000.0,9200000.0,200000.0,0.0,,300000.0,300000.0,,3200000.0,,100000.0,,100000.0,,400000.0,,,1500000.0,,300000.0,,,300000.0,1000000.0,0.0,5300000.0,300000.0,-100000.0,,,5600000.0,5300000.0,6800000.0,500000.0,2600000.0,1400000.0,100000.0,,,1600000.0,,100000.0,,0.0,,100000.0,,400000.0,-100000.0,0.0,200000.0,-4800000.0,100000.0,-300000.0,,,200000.0,,,,,,800000.0,,9200000.0,200000.0,-4800000.0,,,,,,,,,,10100000.0,100000.0,,0.0,,,1000000.0,,800000.0,,,-1300000.0,200000.0,100000.0,,,-1300000.0,,,,,,,,,,,,,,,
1994-03-31,,,,1400000.0,,,,,,-100000.0,,2800000.0,,,100000.0,,,,,-100000.0,,0.0,3300000.0,,,100000.0,,,300000,,,,,,-100000.0,25273799.0,,,,,200000,3700000,,,,,-200000.0,5600000.0,,,3900000.0,,10200000.0,,,4300000.0,,,,,,,900000.0,,,-200000.0,,700000.0,,,,,,100000.0,,,5200000.0,,1500000.0,,,2000000.0,,0.003957,,,,0.0,1200000.0,1700000.0,,,0.0,,100000.0,100000.0,,,,,,,,500000.0,,,1500000.0,,200000.0,25273799.0,,200000.0,,100000.0,5300000.0,,,,,,,,,,1500000.0,,,,,,,,,,,,,,100000.0,0.0,-4900000.0,-100000.0,0.0,,,100000.0,,,,,,,,9500000.0,,,,,0.003957,,,,,,,,-100000.0,,100000.0,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,1400000.0,,,,,,0.0,,2700000.0,,,100000.0,,,,,-1800000.0,,0.0,3400000.0,,,200000.0,,,400000,,,,,,-1200000.0,25273799.0,,,,,200000,3900000,,,,,200000.0,7200000.0,,,3500000.0,,12000000.0,,,5400000.0,,,,,,,2100000.0,,,0.0,,400000.0,,,,,,100000.0,,,5300000.0,,2700000.0,,,2100000.0,,0.003957,,,,100000.0,1200000.0,1800000.0,,,0.0,,100000.0,100000.0,,,,,,,,500000.0,,,1600000.0,,200000.0,25273799.0,,200000.0,,100000.0,6900000.0,,,,,,,,,,1600000.0,100000.0,,,,,,,0.0,,,,,,100000.0,600000.0,-5100000.0,-1800000.0,1200000.0,,,0.0,,,,,,,,10700000.0,,,,,0.003957,,,,,,,,0.0,,0.0,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,1900000.0,,,,,,0.0,,3600000.0,,,300000.0,,,,,-400000.0,,0.0,3700000.0,,,200000.0,,,700000,,,,,,-200000.0,21663778.0,,,,,500000,5500000,,,,,-300000.0,7500000.0,,,4400000.0,,12400000.0,,,6300000.0,,,,,,,2000000.0,,,0.0,,300000.0,,,,,,200000.0,,,5600000.0,,2700000.0,,,2900000.0,,0.013848,,,,100000.0,1200000.0,2600000.0,,,0.0,,300000.0,300000.0,,,,,,,,500000.0,,,2100000.0,,500000.0,21663778.0,,300000.0,,200000.0,7100000.0,,,,,,,,,,100000.0,100000.0,,,,,,,-200000.0,,,,,,100000.0,200000.0,-5300000.0,-400000.0,200000.0,,,1800000.0,,,,,,,,11900000.0,,,,,0.013848,,,,,,,,0.0,,0.0,,,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,500000.0,,,1200000.0,,,10200000.0,,18900000.0,0.0,0.0,3400000.0,0.035609,1500000.0,300000.0,,,1200000.0,,-700000.0,-900000.0,0.0,4000000.0,100000.0,0.0,200000.0,,22466441.0,800000,3000000.0,600000.0,2100000.0,,,600000.0,,800000.0,,200000.0,,600000,5800000,0.035609,,0.0,,500000.0,7900000.0,,7200000.0,4400000.0,,12900000.0,,6400000.0,6400000.0,,-200000.0,,,2300000.0,100000.0,2300000.0,,4400000.0,-100000.0,800000.0,500000.0,-100000.0,,,800000.0,0.0,100000.0,5900000.0,100000.0,5900000.0,700000.0,3000000.0,,,3200000.0,5900000.0,,,,22466441.0,-100000.0,1300000.0,2600000.0,12300000.0,400000.0,-200000.0,,300000.0,300000.0,,4000000.0,,,,,,600000.0,,,2000000.0,,400000.0,,,400000.0,1300000.0,100000.0,7500000.0,400000.0,0.0,,,7900000.0,7500000.0,8700000.0,1900000.0,3400000.0,1200000.0,100000.0,,,2200000.0,,100000.0,,300000.0,,,,600000.0,-300000.0,0.0,1100000.0,-5400000.0,-500000.0,-400000.0,,,100000.0,,,,,,1200000.0,,12300000.0,300000.0,-5400000.0,,,,,,,,100000.0,,12900000.0,0.0,,0.0,,,2100000.0,,1000000.0,,,-3000000.0,100000.0,-100000.0,,,-2800000.0,,,,,,,,,,,,,,,
1995-03-31,,,-200000.0,2100000.0,,,,,,-100000.0,,3300000.0,,,400000.0,,,,,-200000.0,,0.0,4400000.0,,,200000.0,,,800000,,,,,,-300000.0,28885038.0,,,,,600000,5900000,,,,,-500000.0,8000000.0,,,5200000.0,,13100000.0,,,6900000.0,,,,,,,3000000.0,,,-300000.0,,700000.0,,,,,,0.0,,,6300000.0,,3600000.0,,,3000000.0,,0.013848,,,,100000.0,1600000.0,2900000.0,,,0.0,,400000.0,400000.0,,,,,,,,600000.0,,,2300000.0,,600000.0,28885038.0,,200000.0,,200000.0,7500000.0,,,,,,,,,,900000.0,100000.0,,,,,,,0.0,,,,,,300000.0,-100000.0,-5600000.0,-200000.0,300000.0,,,300000.0,,,,,,,,13200000.0,,,,,0.013848,,,,,,,,0.0,,0.0,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,300000.0,2100000.0,,,,,,0.0,,2400000.0,,,400000.0,,,,,-400000.0,,0.0,4700000.0,,,200000.0,,,800000,,,,,,600000.0,25274864.0,,,,,600000,5800000,,,,,100000.0,8100000.0,,,4500000.0,,13400000.0,,,5900000.0,,,,,,,2800000.0,,,100000.0,,500000.0,,,,,,100000.0,,,6700000.0,,3500000.0,,,2900000.0,,0.015826,,,,100000.0,1500000.0,2900000.0,,,-100000.0,,400000.0,400000.0,,,,,,,,600000.0,,,2300000.0,,600000.0,25274864.0,,200000.0,,200000.0,7600000.0,,,,,,,,,,600000.0,100000.0,,,,,,,0.0,,,,,,300000.0,900000.0,-5800000.0,-300000.0,-500000.0,,,0.0,,,,,,,,12600000.0,,,,,0.015826,,,,,,,,0.0,,0.0,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,-200000.0,2200000.0,,,,,,0.0,,2800000.0,,,400000.0,,,,,-200000.0,,0.0,5100000.0,,,200000.0,,,900000,,,,,,100000.0,22466020.0,,,,,700000,6500000,,,,,-300000.0,8100000.0,,,5200000.0,,13500000.0,,,6200000.0,,,,,,,2700000.0,,,-100000.0,,400000.0,,,,,,0.0,,,7100000.0,,3400000.0,,,3400000.0,,0.017805,,,,0.0,1600000.0,3100000.0,,,-100000.0,,400000.0,400000.0,,,,,,,,700000.0,,,2400000.0,,600000.0,22466020.0,,500000.0,,200000.0,7500000.0,,,,,,,,,,600000.0,100000.0,,,,,,,0.0,,,,,,100000.0,200000.0,-6000000.0,-100000.0,0.0,,,100000.0,,,,,,,,13300000.0,,,,,0.017805,,,,,,,,0.0,,0.0,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,600000.0,,200000.0,1600000.0,,,12700000.0,,25000000.0,0.0,0.0,3400000.0,0.065844,2700000.0,500000.0,,,800000.0,,-600000.0,500000.0,0.0,5500000.0,100000.0,-100000.0,200000.0,,24300000.0,900000,3500000.0,800000.0,2500000.0,,,100000.0,,1600000.0,,-1000000.0,,700000,6700000,0.065844,,0.0,,-300000.0,8500000.0,,9600000.0,5800000.0,,13900000.0,,6900000.0,6900000.0,,-300000.0,,200000.0,2700000.0,0.0,2700000.0,,5800000.0,-300000.0,1600000.0,600000.0,-100000.0,,,1600000.0,100000.0,100000.0,8000000.0,100000.0,7400000.0,800000.0,3500000.0,,,3400000.0,7400000.0,,,,24300000.0,0.0,1900000.0,3300000.0,14300000.0,800000.0,-100000.0,,500000.0,500000.0,,5500000.0,,200000.0,,200000.0,,700000.0,,,2600000.0,,700000.0,,,600000.0,1900000.0,200000.0,7800000.0,600000.0,0.0,,,8500000.0,7800000.0,12300000.0,1600000.0,3400000.0,800000.0,0.0,,,3500000.0,,100000.0,,,,200000.0,,700000.0,-600000.0,100000.0,600000.0,-6100000.0,-500000.0,100000.0,,,100000.0,,,,,,2400000.0,,14300000.0,300000.0,-6100000.0,,,,,,,,100000.0,,13900000.0,100000.0,,0.0,,,2500000.0,,-100000.0,,,-1400000.0,100000.0,100000.0,,,-1100000.0,,,,,,,,,,,,,,,
