,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualTaxProvision,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingIncome,annualBasicAverageShares,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyTotalAssets,annualBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualStockholdersEquity,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualDilutedEPS,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,annualRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualCapitalStock,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlySaleOfInvestment,annualAccumulatedDepreciation,trailingNetIncome,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingGrossProfit,trailingResearchAndDevelopment,annualTotalRevenue,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,trailingBasicAverageShares,trailingChangeInInventory,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
804470400,,-24700000.0,,,,,97300000.0,,,,,1509100000.0,-9700000.0,3552500000.0,,,,,656400000.0,,1289500000.0,,,,,,,,-265500000.0,1268400000.0,130800000.0,,,4092000000.0,,65100000.0,,,,,539500000.0,,,2798600000.0,,16600000.0,391560105.0,,104100000.0,,65100000.0,65100000.0,,,321100000.0,,0.166258,,,,,,,,1267800000.0,,,,1040300000.0,,,,-112900000.0,,-131900000.0,,,228100000.0,0.0,,,,,97300000.0,1046500000.0,,138900000.0,252200000.0,,,8100000.0,,279800000.0,,,,279800000.0,,,,,38400000.0,,,391560105.0,427500000.0,103500000.0,,,,,,,,0.0,,,35900000.0,,-23800000.0,60500000.0,826100000.0,,,,112000000.0,,0.0,-365500000.0,,,,,-27500000.0,,40400000.0,,,793000000.0,,,,,,263600000.0,,,0.166258,,,662000000.0,,,,,,,,,,21000000.0,,,,130800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,43300000.0,,,,,95800000.0,,,,,1598300000.0,-9700000.0,3732600000.0,,,,,715000000.0,,1384300000.0,,,,,,,,-793400000.0,1212100000.0,124000000.0,,,4308600000.0,,68300000.0,,,,,576000000.0,,,2982600000.0,,100700000.0,392134348.0,,125400000.0,,68300000.0,68300000.0,,,463300000.0,,0.174175,,,,,,,,1326000000.0,,,,992300000.0,,,,-192600000.0,,-346900000.0,,,219800000.0,0.0,,,,,95800000.0,1116700000.0,,142200000.0,251000000.0,,,8300000.0,,184100000.0,,,,184100000.0,,,,,40700000.0,,,392134348.0,470100000.0,109000000.0,,,,,,,,0.0,,,36900000.0,,-10900000.0,140600000.0,912800000.0,,,,105900000.0,,0.0,-365500000.0,,,,,-95700000.0,,111600000.0,,,835600000.0,,,,,,644500000.0,,,0.174175,,,656600000.0,,,,,,,,,,28900000.0,,,,124000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,3878300000.0,-500000.0,,,629200000.0,,101300000.0,,1429000000.0,,,1710300000.0,,3811900000.0,,146800000.0,,,653800000.0,0.0,1429000000.0,-40700000.0,484000000.0,393862500.0,497400000.0,252800000.0,-472700000.0,184000000.0,-810900000.0,1165800000.0,125100000.0,3139300000.0,,4390500000.0,0.641975,65100000.0,,252800000.0,204600000.0,952400000.0,578600000.0,,,3139300000.0,467700000.0,71600000.0,,,118100000.0,393862500.0,65100000.0,65100000.0,,4390500000.0,497400000.0,395300000.0,,1160300000.0,156300000.0,3811900000.0,,-1800000.0,,,1251200000.0,1251200000.0,1710300000.0,,867000000.0,252800000.0,,72400000.0,-122900000.0,0.641975,-188500000.0,2167000000.0,,298800000.0,0.0,653800000.0,,,,173700000.0,1160300000.0,,150600000.0,239500000.0,,,17100000.0,,184000000.0,,,298300000.0,184000000.0,,304900000.0,184000000.0,239500000.0,38800000.0,,,,422300000.0,103900000.0,,951700000.0,578600000.0,556400000.0,422300000.0,,45900000.0,0.0,118100000.0,792300000.0,38600000.0,,-40300000.0,77300000.0,952400000.0,,26000000.0,,156300000.0,,106800000.0,-370000000.0,311300000.0,,,-2357100000.0,-100000.0,,111900000.0,-93700000.0,-720100000.0,792300000.0,145500000.0,,399600000.0,-4600000.0,,770200000.0,-370000000.0,,,150600000.0,,629200000.0,,,,,,,,,,128700000.0,,,,125100000.0,128700000.0,0.0,,-127300000.0,,,,,4830000000.0,,,,,,,,,,,,,,,,,,,,,,,
828230400,,7500000.0,,,,,112600000.0,,,,,1605300000.0,-126300000.0,3751900000.0,,,,,679800000.0,,1451700000.0,,,,,,,,-313900000.0,1094600000.0,87000000.0,,,4333500000.0,,35700000.0,,,,,581600000.0,,,3057000000.0,,25100000.0,392109483.0,,127400000.0,,35700000.0,35700000.0,,,470800000.0,,0.091046,,,,,,,,1276500000.0,,,,895000000.0,,,,-3200000.0,,5900000.0,,,199600000.0,0.0,,,,,112600000.0,1176400000.0,,147900000.0,232300000.0,,,6700000.0,,120800000.0,,,,120800000.0,,,,,20100000.0,,,392109483.0,429600000.0,55800000.0,,,,,,,,184000000.0,,,37900000.0,,-18100000.0,-114300000.0,951000000.0,,,,152000000.0,,0.0,-429600000.0,,,,,-63200000.0,,43200000.0,,,859200000.0,,,,,,332400000.0,,,0.091046,,,624800000.0,,,,,,,,,,29500000.0,,,,87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,36600000.0,,,,,95200000.0,,,,,1643800000.0,-9700000.0,3784600000.0,,,,,721800000.0,,1410300000.0,,,,,,,,-690500000.0,1100500000.0,107900000.0,,,4375200000.0,,51700000.0,,,,,590600000.0,,,3054100000.0,,62600000.0,389862078.0,,134300000.0,,51700000.0,51700000.0,,,511300000.0,,0.132611,,,,,,,,1321100000.0,,,,897400000.0,,,,-8600000.0,,-58600000.0,,,203100000.0,0.0,,,,,95200000.0,1132700000.0,,143300000.0,219300000.0,,,11900000.0,,115900000.0,,,,115900000.0,,,,,30800000.0,,,389862078.0,445100000.0,82500000.0,,,,,,,,0.0,,,37300000.0,,-25700000.0,-31700000.0,979200000.0,,,,145500000.0,,0.0,-429600000.0,,,,,-4900000.0,,88300000.0,,,874700000.0,,,,,,650600000.0,,,0.132611,,,651100000.0,,,,,,,,,,13500000.0,,,,107900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,57700000.0,,,,,96600000.0,,,,,1682600000.0,-9700000.0,3830200000.0,,,,,763200000.0,,1395300000.0,,,,,,,,-730900000.0,1113600000.0,108600000.0,,,4440100000.0,,51100000.0,,,,,609900000.0,,,3077900000.0,,71100000.0,391178204.0,,130900000.0,,51100000.0,51100000.0,,,562800000.0,,0.130631,,,,,,,,1362200000.0,,,,908400000.0,,,,8900000.0,,-69400000.0,,,205200000.0,0.0,,,,,96600000.0,1120500000.0,,143900000.0,217900000.0,,,9700000.0,,132500000.0,,,,132500000.0,,,,,29700000.0,,,391178204.0,446100000.0,80800000.0,,,,,,,,0.0,,,37500000.0,,-37700000.0,-23900000.0,977000000.0,,,,163800000.0,,0.0,-429600000.0,,,,,16600000.0,,108800000.0,,,875700000.0,,,,,,685200000.0,,,0.130631,,,686400000.0,,,,,,,,,,19200000.0,,,,108600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,3656200000.0,,,,999500000.0,,123400000.0,,2504200000.0,,,1436600000.0,-9800000.0,4305000000.0,,111900000.0,,,757700000.0,0.0,2504200000.0,66700000.0,419600000.0,393862500.0,378200000.0,201000000.0,-90600000.0,222900000.0,-301200000.0,1276000000.0,116100000.0,3940800000.0,,5298800000.0,0.510617,62500000.0,,201000000.0,-230100000.0,347400000.0,993800000.0,,,3940800000.0,508900000.0,-388900000.0,,-155500000.0,225200000.0,393862500.0,62500000.0,62500000.0,,5298800000.0,378200000.0,427800000.0,,2126900000.0,216300000.0,4305000000.0,,,,,1358000000.0,1358000000.0,1436600000.0,,955400000.0,201000000.0,,81100000.0,-87700000.0,0.510617,-366400000.0,2183300000.0,,320600000.0,0.0,757700000.0,,,,204500000.0,2126900000.0,,152100000.0,406500000.0,,,15100000.0,,222900000.0,,,358300000.0,222900000.0,,171900000.0,222900000.0,406500000.0,31200000.0,,,,777500000.0,93700000.0,,928500000.0,993800000.0,500700000.0,777500000.0,,43400000.0,0.0,225200000.0,1305900000.0,39200000.0,,-506900000.0,341800000.0,347400000.0,,33900000.0,,216300000.0,,0.0,-528400000.0,184000000.0,,,-2036500000.0,90400000.0,,118000000.0,-588400000.0,-488500000.0,1305900000.0,151800000.0,,312900000.0,1000000.0,,515100000.0,-528400000.0,,,152100000.0,,999500000.0,,,,,,,,,,89700000.0,,,,116100000.0,89700000.0,0.0,,38900000.0,,,,,4584700000.0,,,,,,,,,,,,,,,,,,,,,,,
859766400,,-33000000.0,,,,,138000000.0,,,,,1318600000.0,-68000000.0,4254200000.0,,,,,805800000.0,,2503200000.0,,,,,,,,-397900000.0,1511500000.0,118500000.0,,,5206800000.0,,57900000.0,,,,,952600000.0,,,3821800000.0,,9600000.0,395316287.0,,214500000.0,,57900000.0,57900000.0,,,358200000.0,,0.146465,,,,,,,,1385000000.0,,,,1255000000.0,,,,-4400000.0,,-800000.0,,,256500000.0,0.0,,,,,138000000.0,2141800000.0,,146900000.0,384900000.0,,,10800000.0,,190700000.0,,,,190700000.0,,,,,30800000.0,,,395316287.0,745300000.0,88700000.0,,,,,,,,222900000.0,,,40600000.0,,-15300000.0,-49400000.0,314000000.0,,,,207300000.0,,0.0,-528400000.0,,,,,-32200000.0,,24900000.0,,,1273700000.0,,,,,,408100000.0,,,0.146465,,,955400000.0,,,,,,,,,,49200000.0,,,,118500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,28700000.0,,,,,145100000.0,,,,,1961700000.0,-11700000.0,4335100000.0,,,,,865600000.0,,1875400000.0,,,,,,,,-705000000.0,1658100000.0,146300000.0,,,5277300000.0,,71500000.0,,,,,942200000.0,,,3837100000.0,,74500000.0,392658656.0,,213000000.0,,71500000.0,71500000.0,,,365000000.0,,0.182092,,,,,,,,1440200000.0,,,,1366700000.0,,,,2000000.0,,-22000000.0,,,291400000.0,0.0,,,,,145100000.0,1517800000.0,,144600000.0,403600000.0,,,6100000.0,,228000000.0,,,,228000000.0,,,,,39300000.0,,,392658656.0,738100000.0,110800000.0,,,,,,,,0.0,,,41600000.0,,-25700000.0,-38000000.0,901800000.0,,,,204100000.0,,0.0,-528400000.0,,,,,37300000.0,,100200000.0,,,1266500000.0,,,,,,701500000.0,,,0.182092,,,1031500000.0,,,,,,,,,,28400000.0,,,,146300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,85100000.0,,,,,146500000.0,,,,,2152700000.0,-11700000.0,4474100000.0,,,,,936500000.0,,1763100000.0,,,,,,,,-687200000.0,1709100000.0,160500000.0,,,5420400000.0,,82500000.0,,,,,946300000.0,,,3915800000.0,,136500000.0,396972424.0,,214800000.0,,82500000.0,82500000.0,,,412000000.0,,0.209802,,,,,,,,1504600000.0,,,,1402100000.0,,,,-65400000.0,,-164200000.0,,,307000000.0,0.0,,,,,146500000.0,1403000000.0,,145300000.0,432500000.0,,,10200000.0,,231400000.0,,,,231400000.0,,,,,45500000.0,,,393227901.0,734200000.0,128000000.0,,,,,,,,0.0,,,42700000.0,,-31100000.0,400000.0,1013600000.0,,,,212100000.0,,0.0,-528400000.0,,,,,3400000.0,,167600000.0,,,1262600000.0,,,,,,633400000.0,,,0.207823,,,1099300000.0,,,,,,,,,,39800000.0,,,,160500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,5437300000.0,,,,1123400000.0,,164700000.0,,1715300000.0,,,2386300000.0,-11700000.0,4669300000.0,,190100000.0,,,940800000.0,0.0,1715300000.0,36000000.0,608200000.0,393862500.0,443700000.0,344600000.0,-221600000.0,337900000.0,-517800000.0,1873200000.0,183000000.0,4101600000.0,,5599400000.0,0.875062,132700000.0,,344600000.0,305400000.0,1101700000.0,930100000.0,,,4101600000.0,706400000.0,84800000.0,,-103100000.0,226100000.0,395586735.0,132700000.0,132700000.0,,5599400000.0,443700000.0,594400000.0,,1334300000.0,208300000.0,4669300000.0,,,,,1497800000.0,1497800000.0,2386300000.0,,1413500000.0,344600000.0,,112000000.0,-153800000.0,0.871111,-72300000.0,2256500000.0,,459700000.0,0.0,940800000.0,,,,276700000.0,1334300000.0,,154900000.0,393500000.0,,,68500000.0,,337900000.0,,,438400000.0,337900000.0,,-95500000.0,337900000.0,393500000.0,74500000.0,,,,721800000.0,207200000.0,,1314600000.0,930100000.0,720200000.0,721800000.0,,95600000.0,0.0,226100000.0,1271200000.0,44300000.0,,-60900000.0,-8500000.0,1101700000.0,,-44900000.0,,208300000.0,,0.0,-549400000.0,222900000.0,,,-2307900000.0,106500000.0,,145700000.0,-133000000.0,-259300000.0,1271200000.0,169100000.0,,534700000.0,,,513500000.0,-549400000.0,,,154900000.0,,1123400000.0,,,,,,,,,,161200000.0,,,,183000000.0,161200000.0,0.0,,115000000.0,,,,,6751900000.0,,,,,,,,,,,,,,,,,,,,,,,
891302400,,-11000000.0,,,,,157100000.0,,,,,2494700000.0,-128500000.0,4815400000.0,,,,,1029500000.0,,1664000000.0,,,,,,,,-193200000.0,1819500000.0,184000000.0,,,5747700000.0,,100400000.0,,,,,932300000.0,,,4158700000.0,,56100000.0,396297539.0,,214200000.0,,100400000.0,100400000.0,,,409700000.0,,0.255325,,,,,,,,1589000000.0,,,,1478400000.0,,,,-108600000.0,,-104700000.0,,,341100000.0,0.0,,,,,157100000.0,1300600000.0,,149200000.0,430400000.0,,,17500000.0,,293100000.0,,,,293100000.0,,,,,56700000.0,,,393224322.0,721400000.0,157100000.0,,,,,,,,337900000.0,,,44400000.0,,-33300000.0,-26500000.0,1230800000.0,,,,210900000.0,,0.0,-549400000.0,,,,,-44800000.0,,89400000.0,,,1270800000.0,,,,,,219300000.0,,,0.253345,,,1198700000.0,,,,,,,,,,65200000.0,,,9800000.0,184000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,,,,,165100000.0,,,,,1319600000.0,-11700000.0,5005700000.0,,,,,1122700000.0,,3023900000.0,,,,,,,,-246300000.0,1923700000.0,199600000.0,,,6024500000.0,,104900000.0,,,,,1018800000.0,,,4343500000.0,,58600000.0,398492642.0,,255200000.0,,104900000.0,104900000.0,,,446300000.0,,0.265221,,,,,,,,1681000000.0,,,,1559000000.0,,,,-163600000.0,,-288600000.0,,,364700000.0,0.0,,,,,165100000.0,2622900000.0,,145800000.0,460200000.0,,,11500000.0,,281600000.0,,,,281600000.0,,,,,59300000.0,,,395519209.0,802100000.0,164200000.0,,,,,,,,0.0,,,46900000.0,,-120500000.0,98600000.0,14800000.0,,,,216700000.0,,0.0,-549400000.0,,,,,-11500000.0,,179100000.0,,,1351500000.0,,,,,,242300000.0,,,0.263242,,,1266700000.0,,,,,,,,,,38100000.0,,,-3400000.0,199600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,,,,,174900000.0,,,,,2912600000.0,-11700000.0,5331500000.0,,,,,1207500000.0,,1695200000.0,,,,,,,,-567300000.0,1938700000.0,192200000.0,,,6392300000.0,,96600000.0,,,,,1060800000.0,,,4607800000.0,,152800000.0,396797687.0,,280100000.0,,96600000.0,96600000.0,,,499300000.0,,0.245429,,,,,,,,1784500000.0,,,,1571600000.0,,,,-167500000.0,,-223800000.0,,,367100000.0,0.0,,,,,174900000.0,1261300000.0,,153800000.0,514800000.0,,,9600000.0,,376300000.0,,,,376300000.0,,,,,55300000.0,,,393596519.0,777600000.0,151900000.0,,,,,,,,0.0,,,49900000.0,,-33400000.0,123700000.0,1525900000.0,,,,283200000.0,,0.0,-549400000.0,,,,,94700000.0,,186200000.0,,,1327000000.0,,,,,,513300000.0,,,0.243449,,,1354800000.0,,,,,,,,,,31900000.0,,,100000.0,192200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,6307100000.0,,,,1377500000.0,,159200000.0,,1810100000.0,,,3220500000.0,-11700000.0,5615100000.0,,236300000.0,,,1185700000.0,0.0,1810100000.0,41400000.0,807500000.0,395381250.0,503000000.0,416800000.0,-685300000.0,432400000.0,-279500000.0,2203900000.0,222700000.0,5030600000.0,,6794800000.0,1.054815,114900000.0,,416800000.0,355800000.0,1661600000.0,1179700000.0,,,5030600000.0,780200000.0,88300000.0,,-163600000.0,336400000.0,398122642.0,114900000.0,114900000.0,,6794800000.0,503000000.0,656300000.0,,1311200000.0,286700000.0,5615100000.0,,,,,1764200000.0,1764200000.0,3220500000.0,,1698100000.0,416800000.0,,123900000.0,-245600000.0,1.046914,-342900000.0,1265300000.0,,505800000.0,0.0,1185700000.0,,,,283100000.0,1311200000.0,,162500000.0,511100000.0,,,7900000.0,,432400000.0,,,653800000.0,432400000.0,,412500000.0,432400000.0,511100000.0,65000000.0,,,,893000000.0,179900000.0,,1587700000.0,1179700000.0,931400000.0,893000000.0,,37500000.0,0.0,336400000.0,1568300000.0,50700000.0,,-110800000.0,216700000.0,1661600000.0,,-88000000.0,,286700000.0,,100000.0,-675300000.0,337900000.0,,,-1286300000.0,56100000.0,,199100000.0,-298000000.0,-960000000.0,1568300000.0,191900000.0,,653100000.0,,,290400000.0,-675300000.0,,,162500000.0,,1377500000.0,,,,,,,,,,181400000.0,,,,222700000.0,181400000.0,6600000.0,,94500000.0,,,,,7894800000.0,,,,,,,,,,,,,,,,,,,,,,,
922838400,,90000000.0,,,,,167800000.0,,,,,3279900000.0,-141000000.0,5780200000.0,,,,,1289200000.0,,1841200000.0,,,,,,,,-1766500000.0,2153100000.0,229500000.0,,,6964400000.0,,119500000.0,,,,,1184200000.0,,,5121100000.0,,138100000.0,397210552.0,,317800000.0,,119500000.0,119500000.0,,,524900000.0,,0.302827,,,,,,,,1843300000.0,,,,1755800000.0,,,,-138200000.0,,-213800000.0,,,397300000.0,0.0,,,,,167800000.0,1362900000.0,,160500000.0,474200000.0,,,8500000.0,,435700000.0,,,,435700000.0,,,,,67900000.0,,,394614747.0,905300000.0,187400000.0,,,,,,,,432400000.0,,,50600000.0,,-71400000.0,25100000.0,1760000000.0,,,,278900000.0,,0.0,-675300000.0,,,,,3300000.0,,209500000.0,,,1580600000.0,,,,,,1744300000.0,,,0.300848,,,1394500000.0,,,,,,,,,,125400000.0,,,400000.0,229500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,75500000.0,,,,,160300000.0,,,,,3330700000.0,-15600000.0,6019000000.0,,,,,1413000000.0,,1952300000.0,,,,,,,,1257200000.0,2270500000.0,267600000.0,,,7244500000.0,,139500000.0,,,,,1225500000.0,,,5283000000.0,,143600000.0,398195987.0,,328900000.0,,139500000.0,139500000.0,,,522200000.0,,0.352309,,,,,,,,1961500000.0,,,,1842600000.0,,,,-258600000.0,,-312500000.0,,,427900000.0,0.0,,,,,160300000.0,1457800000.0,,165600000.0,441600000.0,,,6400000.0,,449600000.0,,,,449600000.0,,,,,79700000.0,,,395959229.0,858600000.0,219200000.0,,,,,,,,0.0,,,54800000.0,,-71400000.0,122100000.0,1803400000.0,,,,366900000.0,,0.0,-675300000.0,,,,,13900000.0,,215000000.0,,,1533900000.0,,,,,,-1252800000.0,,,0.35033,,,1432200000.0,,,,,,,,,,95100000.0,,,3400000.0,267600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,85700000.0,,,,,172700000.0,,,,,3446300000.0,-15700000.0,6371100000.0,,,,,1542000000.0,,2104900000.0,,,,,,,,-271300000.0,2270100000.0,273700000.0,,,7654900000.0,,144700000.0,,,,,1283800000.0,,,5551200000.0,,169600000.0,399497522.0,,347200000.0,,144700000.0,144700000.0,,,114100000.0,,0.366164,,,,,,,,2103700000.0,,,,1823700000.0,,,,-307600000.0,,-405700000.0,,,446400000.0,494300000.0,,,,,172700000.0,1585600000.0,,172100000.0,471100000.0,,,13000000.0,,494300000.0,,,,963800000.0,,,,,83100000.0,,,395178117.0,876200000.0,227800000.0,,,,,,78300000.0,,0.0,,,58900000.0,,-60800000.0,204900000.0,1897200000.0,,,,407600000.0,,0.0,-777600000.0,,,,,44700000.0,,230400000.0,,,1653800000.0,,,,,,219400000.0,,,0.362205,,,1461900000.0,,,,,,,,,-143300000.0,87200000.0,,469500000.0,700000.0,273700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,7135500000.0,,,,1374400000.0,,162600000.0,,2060300000.0,,,3762100000.0,-15800000.0,6576100000.0,530700000.0,339600000.0,,,1580900000.0,528400000.0,2060300000.0,118000000.0,1075200000.0,395887500.0,122100000.0,583600000.0,-935500000.0,528400000.0,-126800000.0,2327300000.0,304400000.0,5822400000.0,,7933000000.0,1.47358,179900000.0,,583600000.0,533800000.0,2183500000.0,1356900000.0,,-175500000.0,5822400000.0,810300000.0,82500000.0,,-188100000.0,395700000.0,398714575.0,179900000.0,179900000.0,,7933000000.0,122100000.0,663400000.0,,1474500000.0,481600000.0,6576100000.0,,,,,2110600000.0,2110600000.0,3762100000.0,,1713400000.0,583600000.0,,146900000.0,-231100000.0,1.463704,-300800000.0,773300000.0,4700000.0,613900000.0,528400000.0,1580900000.0,,,,309500000.0,1474500000.0,,190100000.0,384500000.0,,,43300000.0,,528400000.0,,78300000.0,840200000.0,1059100000.0,,526500000.0,1059100000.0,384500000.0,108900000.0,,,,875300000.0,288800000.0,,1885500000.0,1356900000.0,1222100000.0,875300000.0,78300000.0,71200000.0,494300000.0,395700000.0,1540600000.0,58900000.0,,-102800000.0,174400000.0,2183500000.0,,7500000.0,,481600000.0,,0.0,-665300000.0,432400000.0,,,-907400000.0,34100000.0,,185300000.0,-306400000.0,-1232800000.0,1540600000.0,223200000.0,,923200000.0,,,62400000.0,-665300000.0,,,190100000.0,,1374400000.0,,,,,,,,,-175500000.0,204200000.0,,530700000.0,200000.0,304400000.0,204200000.0,0.0,,96000000.0,,,,,9021000000.0,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,,133200000.0,,,,,3958300000.0,-148700000.0,6863600000.0,,,,,1712400000.0,,2114400000.0,,,,,,,,-52200000.0,2331300000.0,299800000.0,,,8209700000.0,,154900000.0,,,,,1346100000.0,,,6072700000.0,,261400000.0,396051136.0,,400800000.0,,154900000.0,154900000.0,,,119300000.0,,0.393086,,,,,,,,2137000000.0,,,,1898300000.0,,,,-331400000.0,,-329400000.0,,,433000000.0,515500000.0,,,,,133200000.0,1521200000.0,,192400000.0,391300000.0,,,10800000.0,,515500000.0,,,,1014900000.0,,,,,87900000.0,,,393356250.0,949500000.0,242800000.0,,,,,,78500000.0,,528400000.0,,,67800000.0,,-38800000.0,31000000.0,2383100000.0,,,,396600000.0,,0.0,-665300000.0,,,,,-12900000.0,,300200000.0,,,1614800000.0,,-81900000.0,,,,83000000.0,,,0.391111,,145300000.0,1437900000.0,,,,,,,,,-204700000.0,137300000.0,,499400000.0,4700000.0,299800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
