,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyBasicEPS,trailingNetIncome,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,annualBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualDilutedEPS,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,annualCapitalExpenditure,quarterlyBasicAverageShares,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingCashDividendsPaid,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInventory,quarterlyEbitda,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments
596851200,,,,,,,,,,0.26,,,,,,,,,,,,,,,,52500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52500000.0,52500000.0,,,,,,,,,,,,,,,,,,,,,,,201923077.0,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136100000.0,,,,,,,,,,,,,201923077.0,,,,,1136100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604627200,,,,,,,,,,0.12,,,,,,,,,,,,,,,,24800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24800000.0,24800000.0,,,,,,,,,,,,,,,,,,,,,,,206666667.0,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283800000.0,,,,,,,,,,,,,206666667.0,,,,,1283800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612576000,,,,2710900000.0,,901400000.0,901400000.0,,,,,1100100000.0,,5293400000.0,1089000000.0,,3799900000.0,,,,,100000.0,91900000.0,,298400000.0,41000000.0,,,1767100000.0,69200000.0,5293400000.0,424500000.0,,166500000.0,2138900000.0,4193300000.0,,,,,,,1493500000.0,,167600000.0,3799900000.0,,,,,,,131900000.0,,157300000.0,41000000.0,41000000.0,2138900000.0,1100100000.0,,,571900000.0,,,83600000.0,,167600000.0,593900000.0,1089000000.0,0.8,,,,,,3431800000.0,,,,,,2710900000.0,166500000.0,,,,811800000.0,,100000.0,,,,,,157300000.0,,,1493500000.0,1019800000.0,,-1469600000.0,,157300000.0,157300000.0,,91900000.0,,,0.8,-10800000.0,593900000.0,,4193300000.0,208125000.0,69200000.0,4901400000.0,,,2588100000.0,,,,-3073900000.0,166500000.0,,,,,,,,4901400000.0,,,,,2975400000.0,571900000.0,,,1668600000.0,,,,,208125000.0,,1019800000.0,,,115300000.0,,,,5167000000.0,,,,3431800000.0,,3399900000.0,,,,,-1469600000.0,,83600000.0,-3073900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620524800,-113600000.0,,,2451200000.0,,930000000.0,,,,0.15,,1064500000.0,,,1130200000.0,,,,,704900000.0,,,,,,30400000.0,,,,,5118400000.0,,,,,4053900000.0,,,,,118300000.0,,,,173000000.0,3581400000.0,6700000.0,,,931700000.0,-1000000.0,,,,,30400000.0,30400000.0,1904000000.0,,,,547200000.0,-2000000.0,823200000.0,86100000.0,22800000.0,,,,,,,715800000.0,23100000.0,,,,,,202666667.0,,,,,157300000.0,,,,,,59600000.0,0.15,-4400000.0,,,,,1537000000.0,,,-1570800000.0,-420000000.0,86800000.0,86800000.0,,66200000.0,,-67100000.0,,,583100000.0,,,,76400000.0,,,46800000.0,,,,-216100000.0,108500000.0,,10900000.0,16800000.0,-37600000.0,,,,420700000.0,4868600000.0,,,,202666667.0,,,,,1647500000.0,-236100000.0,,,122500000.0,,,633100000.0,-70500000.0,,,,226600000.0,,,,,29200000.0,3297800000.0,,,,,,,,,,226800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628387200,-296200000.0,,,2419500000.0,,964800000.0,,,,0.18,,1173700000.0,,,1148900000.0,,,,,717000000.0,,,,,,37000000.0,,,,,5151900000.0,,,,,3978200000.0,,,,,118000000.0,,,,191700000.0,3568400000.0,-1400000.0,,,962900000.0,-400000.0,,,,,37000000.0,37000000.0,1905300000.0,,,,514200000.0,-3400000.0,835000000.0,93800000.0,-17800000.0,,,,,,,761200000.0,-19200000.0,,,,,,205555556.0,,,,,,,,,,,80800000.0,0.18,0.0,,,,,1583500000.0,,,-1670600000.0,-287800000.0,52600000.0,52600000.0,,76200000.0,,-133100000.0,,,575300000.0,,,,67300000.0,,,43700000.0,,,,3000000.0,127900000.0,,10700000.0,-28000000.0,-152300000.0,,,,431500000.0,4881800000.0,,,,205555556.0,,,,,1724100000.0,-278100000.0,,,-18100000.0,,,650100000.0,-34200000.0,,,,238400000.0,,,,,43800000.0,3211200000.0,,,,,,,,,,245900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636163200,-254900000.0,,,2610200000.0,,967000000.0,,,,0.03,,1196400000.0,,,1149400000.0,,,,,780500000.0,,,,,,5200000.0,,,,,5348500000.0,,,,,4152100000.0,,,,,117700000.0,,,,190900000.0,3759600000.0,-15400000.0,,,960000000.0,-200000.0,,,,,5200000.0,5200000.0,2088500000.0,,,,521700000.0,-4300000.0,898200000.0,107600000.0,-58700000.0,,,,,,,769300000.0,-243200000.0,,,,,,173333333.0,,,,,,,,,,,10800000.0,0.03,-100000.0,,,,,1588900000.0,,,-1791500000.0,-64200000.0,43700000.0,43700000.0,,119200000.0,,9900000.0,,,595500000.0,,,,69300000.0,,,46500000.0,,,,167300000.0,61800000.0,,10300000.0,700000.0,-64200000.0,,,,428000000.0,5157200000.0,,,,173333333.0,,,,,1729300000.0,-322000000.0,,,67100000.0,,,652100000.0,-8900000.0,,,,226200000.0,,,,,5600000.0,3365700000.0,-12400000.0,,,,,,,,,179500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644112000,16900000.0,,-211200000.0,2785700000.0,,1010100000.0,1010100000.0,,,,,1315400000.0,,5675100000.0,1240200000.0,,4025900000.0,,-35400000.0,842800000.0,,339400000.0,108500000.0,,218500000.0,43200000.0,,,3077100000.0,70100000.0,5675100000.0,413500000.0,,115800000.0,2148100000.0,4359700000.0,-647800000.0,,454400000.0,,125200000.0,,1649200000.0,942800000.0,204500000.0,4025900000.0,129900000.0,,-17700000.0,1083400000.0,0.0,,102700000.0,479200000.0,98500000.0,43200000.0,43200000.0,2148100000.0,1315400000.0,,,298200000.0,2700000.0,968000000.0,110600000.0,2300000.0,204500000.0,588900000.0,1240200000.0,0.55,,,830800000.0,-356800000.0,,3566300000.0,,44900000.0,516300000.0,,119800000.0,2785700000.0,115800000.0,-1044200000.0,,,892700000.0,,339400000.0,-58800000.0,67200000.0,,-30900000.0,,98500000.0,,,1649200000.0,715700000.0,157300000.0,-1902500000.0,-272200000.0,98500000.0,98500000.0,,108500000.0,,-89300000.0,0.55,-7000000.0,588900000.0,,4359700000.0,210545455.0,70100000.0,5468800000.0,,51100000.0,3045300000.0,,,66800000.0,115400000.0,115800000.0,13000000.0,111600000.0,42900000.0,,,,454400000.0,5468800000.0,,-51400000.0,-1164100000.0,,3524500000.0,298200000.0,,21000000.0,1914200000.0,-327900000.0,,-596100000.0,344800000.0,210545455.0,-279600000.0,715700000.0,54800000.0,,188100000.0,,251600000.0,,7015100000.0,,,24000000.0,3566300000.0,-1600000.0,3938000000.0,-1600000.0,,,,-1902500000.0,101100000.0,110600000.0,240600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652060800,13300000.0,,,2799800000.0,,1046000000.0,,,,0.21,,1260100000.0,,,1294900000.0,,,,,860800000.0,,,,,,43100000.0,,,,,5779300000.0,,,,,4519200000.0,,,,,125800000.0,,,,211800000.0,4094700000.0,97200000.0,,,1115800000.0,,,,,,43100000.0,43100000.0,2072300000.0,,,,727500000.0,-3100000.0,986600000.0,116700000.0,27800000.0,,,,,,,800700000.0,-219100000.0,,,,,,205238095.0,,,,,98500000.0,,,,,,82600000.0,0.21,-16600000.0,,,,,1684600000.0,,,-1985800000.0,-372700000.0,67500000.0,67500000.0,,76600000.0,,7600000.0,,,609700000.0,,,,55600000.0,,,43600000.0,,,,-136100000.0,129200000.0,,10800000.0,5500000.0,132600000.0,,,,455600000.0,5683500000.0,,,,205238095.0,,,,,1916500000.0,-310900000.0,,,324200000.0,,,783700000.0,-31000000.0,,,,252600000.0,,,,,39500000.0,3697700000.0,-11200000.0,,,,,,,,,255000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659923200,-105800000.0,,,2995100000.0,,1071400000.0,,,,0.18,,1511600000.0,,,1456100000.0,,,,,846000000.0,,-100000.0,,,,37400000.0,,,,,6163800000.0,,,,,4652200000.0,,,,,129500000.0,,,,242000000.0,4451200000.0,85800000.0,,,1101200000.0,,,,,,37400000.0,37400000.0,2237300000.0,,,,757900000.0,-7000000.0,975500000.0,141200000.0,-29000000.0,,,,,,,891900000.0,-225900000.0,,,,,,207777778.0,,,,,,,,,,,76600000.0,0.18,0.0,,,,,1712600000.0,,,-2102600000.0,-178800000.0,247100000.0,247100000.0,,82100000.0,,-49900000.0,,,606100000.0,,,,126700000.0,,,42100000.0,,,,212400000.0,125700000.0,,10400000.0,7900000.0,6900000.0,,,,514300000.0,5906700000.0,,,,207777778.0,,,,,1993100000.0,-298900000.0,,,193100000.0,,,815100000.0,179600000.0,,,,255600000.0,,,,,39200000.0,3804100000.0,-11500000.0,,,,,,,,,255200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667699200,-147700000.0,,,2995300000.0,,969100000.0,,,,-0.5,,1450900000.0,,,1455400000.0,,,,,877100000.0,,,,,,-105600000.0,,,,,6071200000.0,,,,,4620300000.0,,,,,136700000.0,,,,242400000.0,4450700000.0,-68400000.0,,,1045300000.0,,,,,,-105600000.0,-105600000.0,2241200000.0,,,,754100000.0,-154000000.0,1013800000.0,153600000.0,-42800000.0,,,,,,,819200000.0,-193600000.0,,,,,,211200000.0,,,,,,,,,,,-168700000.0,-0.5,0.0,,,,,1620500000.0,,,-2228400000.0,-121300000.0,210200000.0,210200000.0,,112000000.0,,44500000.0,,,538300000.0,,,,197400000.0,,,46200000.0,,,,109500000.0,31500000.0,,9900000.0,55500000.0,-66700000.0,,,,460000000.0,6068000000.0,,,,211200000.0,,,,,1864500000.0,-194900000.0,,,47200000.0,,,798000000.0,-36900000.0,,,,283700000.0,,,,,-63100000.0,3839600000.0,0.0,,,,,,,,,168200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675648000,-100000.0,,109300000.0,2510100000.0,,1015200000.0,1015200000.0,,,,,1282800000.0,,5672500000.0,1493800000.0,,4003900000.0,,-24300000.0,854600000.0,,465900000.0,85400000.0,,40900000.0,31000000.0,,,3314600000.0,202700000.0,5672500000.0,400800000.0,,5900000.0,1826800000.0,4389700000.0,-240300000.0,,446600000.0,,142500000.0,,1668600000.0,1082400000.0,244600000.0,4003900000.0,-3800000.0,,-23600000.0,1111400000.0,1000000.0,,35000000.0,534500000.0,117700000.0,31000000.0,31000000.0,1826800000.0,1282800000.0,,,217400000.0,-13800000.0,997100000.0,154900000.0,22100000.0,244600000.0,521100000.0,1493800000.0,0.03,,,802800000.0,-132400000.0,,3624000000.0,,31200000.0,787400000.0,,110800000.0,2510100000.0,5900000.0,-916400000.0,,,935300000.0,,465900000.0,19200000.0,50400000.0,,-7700000.0,,117700000.0,,,1668600000.0,844500000.0,98500000.0,-2271100000.0,-243600000.0,117700000.0,117700000.0,,85400000.0,,18200000.0,0.03,-177900000.0,521100000.0,,4389700000.0,196666667.0,202700000.0,5895100000.0,,50000000.0,3438400000.0,,,-183000000.0,114300000.0,5900000.0,100000.0,-4300000.0,36500000.0,,,,446600000.0,5895100000.0,,-21900000.0,-1027700000.0,,3972900000.0,217400000.0,,2800000.0,1914200000.0,-223000000.0,,-771000000.0,222900000.0,196666667.0,20400000.0,844500000.0,-92500000.0,,181900000.0,,290500000.0,,7688300000.0,,,19400000.0,3624000000.0,-900000.0,4373700000.0,900000.0,,,,-2271100000.0,64600000.0,154900000.0,256800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683596800,-139400000.0,,,2604400000.0,,1040400000.0,,,,0.08,,1322100000.0,,,1488500000.0,,,,,870500000.0,,465500000.0,,,,17200000.0,,,,,5787500000.0,,,,,4465400000.0,,,,,139400000.0,,,,326800000.0,4092900000.0,-11800000.0,,,1090200000.0,-900000.0,,,,,17200000.0,17200000.0,1916000000.0,,,,222900000.0,-4000000.0,1009900000.0,160900000.0,11800000.0,,,,,,,735600000.0,-202200000.0,,,,,,215000000.0,,,,,117700000.0,,,,,,33500000.0,0.08,2400000.0,,,,,1694600000.0,,,-2398900000.0,-229400000.0,172200000.0,172200000.0,,67000000.0,,-10000000.0,,,515600000.0,,,,201200000.0,,,42800000.0,,,,93600000.0,80300000.0,,500000.0,7400000.0,-10000000.0,,,,410800000.0,6021900000.0,,,,215000000.0,,,,,1825800000.0,-302500000.0,,,163100000.0,,,876500000.0,54500000.0,,,,278500000.0,,,,,16300000.0,3623000000.0,,,,,,,,,,219700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691459200,5300000.0,,,2479300000.0,,1074000000.0,,,,0.13,,1364700000.0,,,1599800000.0,,,,,919800000.0,,448800000.0,,,,26500000.0,,,,,5805600000.0,,,,,4440900000.0,,,,,140300000.0,,,,348100000.0,4079100000.0,93400000.0,,,1159000000.0,-200000.0,,,,,26500000.0,26500000.0,1802500000.0,,,,228000000.0,-6500000.0,1060100000.0,158400000.0,5100000.0,,,,,,,784400000.0,-86400000.0,,,,,,203846154.0,,,,,,,,,,,50600000.0,0.13,-1600000.0,,,,,1726500000.0,,,-2528400000.0,-415300000.0,166600000.0,166600000.0,,63300000.0,,-40500000.0,,,511900000.0,,,,153000000.0,,,41800000.0,,,,-171000000.0,98900000.0,,600000.0,10700000.0,58000000.0,,,,433900000.0,6109300000.0,,,,203846154.0,,,,,1943400000.0,-246500000.0,,,251800000.0,,,1012900000.0,-5500000.0,,,,295100000.0,,,,,24100000.0,3580900000.0,,,,,,,,,,239200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699321600,-281900000.0,,,2773800000.0,,872200000.0,,,,-0.9,,1381000000.0,,,1412400000.0,,,,,937400000.0,,593900000.0,,,,-193400000.0,,,,,5721300000.0,,,,,4340300000.0,,,,,141300000.0,,,,372400000.0,4186200000.0,41600000.0,,,1082000000.0,0.0,,,,,-193400000.0,-193400000.0,2036700000.0,,,,143200000.0,-262000000.0,1078700000.0,161000000.0,2700000.0,,,,,,,807500000.0,-161500000.0,,,,,,214888889.0,,,,,,,,,,,-298000000.0,-0.9,-3100000.0,,,,,1535100000.0,,,-2621400000.0,-115300000.0,163800000.0,163800000.0,,100800000.0,,2500000.0,,,491000000.0,,,,179000000.0,,,39400000.0,,,,271000000.0,3300000.0,,9500000.0,-46700000.0,46800000.0,,,,453400000.0,6098300000.0,,,,214888889.0,,,,,1889500000.0,-169600000.0,,,-112300000.0,,,780000000.0,-2900000.0,,,,297700000.0,,,,,-104600000.0,3476900000.0,-100000.0,,,,,,,,,144600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707270400,20900000.0,,99100000.0,2498600000.0,,906600000.0,906600000.0,,,,,1206000000.0,,5463200000.0,1384900000.0,,3883500000.0,,600000.0,909400000.0,,577100000.0,69900000.0,,-146800000.0,35800000.0,,,3058900000.0,155300000.0,5463200000.0,276900000.0,,-113800000.0,1797800000.0,4257200000.0,-395100000.0,,430100000.0,,156200000.0,,1579700000.0,1156200000.0,358100000.0,3883500000.0,-89600000.0,,-3100000.0,1159900000.0,-3900000.0,,-33000000.0,577200000.0,78200000.0,35800000.0,35800000.0,1797800000.0,1206000000.0,,,123700000.0,13000000.0,1065600000.0,158100000.0,,358100000.0,487800000.0,1384900000.0,-0.53,,,731500000.0,-51900000.0,,3411300000.0,,19300000.0,520800000.0,,33600000.0,2498600000.0,-113800000.0,-507300000.0,,,854100000.0,,577100000.0,-39500000.0,67000000.0,,2900000.0,,78200000.0,,,1579700000.0,799500000.0,117700000.0,-2766600000.0,252700000.0,78200000.0,78200000.0,,69900000.0,,47300000.0,-0.53,-259500000.0,487800000.0,,4257200000.0,214716981.0,155300000.0,6177900000.0,,40400000.0,3637100000.0,,,-252000000.0,94300000.0,-113800000.0,8700000.0,-46600000.0,4300000.0,,,,430100000.0,6177900000.0,,,-915900000.0,,4214300000.0,123700000.0,,-58400000.0,1891400000.0,-197300000.0,,-502000000.0,218200000.0,214716981.0,-700000.0,799500000.0,-85600000.0,,164300000.0,,284900000.0,,7550100000.0,,,31200000.0,3411300000.0,0.0,4491200000.0,-5000000.0,,,,-2766600000.0,-75200000.0,158100000.0,250500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715219200,55200000.0,,,2561700000.0,,918800000.0,,,,0.06,,1269200000.0,,,1420500000.0,,,,,924900000.0,,,,,,12200000.0,,,,,5573200000.0,,,,,4304000000.0,,,,,142500000.0,,,,417900000.0,3982200000.0,4600000.0,,,1140900000.0,-8200000.0,,,,,12200000.0,12200000.0,1850600000.0,,,,711100000.0,-8000000.0,1067400000.0,227400000.0,,,,,,,,724000000.0,-179700000.0,,,,,,203333333.0,,,,,78200000.0,,,,,,24000000.0,0.06,300000.0,,,,,1591000000.0,,,-2766600000.0,-404800000.0,177000000.0,177000000.0,,0.0,,46000000.0,,,483900000.0,,,,166000000.0,,,41500000.0,,,,42500000.0,73500000.0,,,,50600000.0,,,,428800000.0,6168800000.0,,,,203333333.0,,,,,1864900000.0,-180800000.0,,,236000000.0,,,825700000.0,98800000.0,,,,285000000.0,,,,,11800000.0,3402200000.0,,,,,,,,,,216000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723081600,-324500000.0,,,2679300000.0,,956800000.0,,,,0.18,,1330300000.0,,,1467800000.0,,,,,934400000.0,,,,,,37900000.0,,,,,5792200000.0,,,,,4461900000.0,,,,,143200000.0,,,,401400000.0,4147100000.0,,,,1194100000.0,400000.0,,,,,37900000.0,37900000.0,1967800000.0,,,,711500000.0,-1800000.0,1077600000.0,159000000.0,,,,,,,,770600000.0,-379800000.0,,,,,,210555556.0,,,,,,,,,,,74300000.0,0.18,122100000.0,,,,,1645100000.0,,,-3005900000.0,-47000000.0,192400000.0,192400000.0,,70900000.0,,,,,478400000.0,,,,172100000.0,,,40400000.0,,,,218600000.0,116500000.0,,,,,,,,466500000.0,6588000000.0,,,,210555556.0,,,,,1964700000.0,-501100000.0,,,176600000.0,,,829200000.0,15400000.0,,,,286400000.0,,,,,36400000.0,3582100000.0,,,,,,,,,,259700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730857600,-83800000.0,,,2694700000.0,,967300000.0,,,,0.05,,1249000000.0,,,1329900000.0,,,,,961000000.0,,,,,,10500000.0,,,,,5697200000.0,,,,,4448200000.0,,,,,145500000.0,,,,413900000.0,4024600000.0,,,,1168700000.0,19400000.0,,,,,10500000.0,10500000.0,1970300000.0,,,,724400000.0,-1300000.0,1106500000.0,158200000.0,,,,,,,,771100000.0,-153500000.0,,,,,,210000000.0,,,,,,,,,,,20600000.0,0.05,800000.0,,,,,1672600000.0,,,-3130200000.0,-48800000.0,95300000.0,95300000.0,,87100000.0,,,,,473800000.0,,,,132700000.0,,,40100000.0,,,,-14000000.0,62200000.0,,,,,,,,440200000.0,6690700000.0,,,,210000000.0,,,,,1939800000.0,-154300000.0,,,70500000.0,,,757000000.0,-97000000.0,,,,291000000.0,,,,,10100000.0,3560500000.0,,,,,,,,,,207700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738806400,54500000.0,,-12400000.0,2672400000.0,,969500000.0,969500000.0,,,,,1439700000.0,,5793100000.0,1449300000.0,,4121700000.0,,2000000.0,987100000.0,,717600000.0,197400000.0,,203600000.0,-6800000.0,,,3056000000.0,133800000.0,5793100000.0,364600000.0,,53900000.0,1882300000.0,4353400000.0,-298600000.0,,554100000.0,,148700000.0,,1671400000.0,1154100000.0,444900000.0,4121700000.0,,,-500000.0,1260900000.0,-25300000.0,,93800000.0,579900000.0,155500000.0,-6800000.0,49100000.0,1882300000.0,1439700000.0,,,72500000.0,-1600000.0,1135800000.0,164100000.0,,444900000.0,432200000.0,1449300000.0,0.25,,,777700000.0,-86300000.0,,3476300000.0,,24500000.0,725100000.0,,34900000.0,2672400000.0,53900000.0,-737300000.0,,,944500000.0,,717600000.0,77300000.0,84600000.0,,-121200000.0,,155500000.0,,,1671400000.0,761400000.0,78200000.0,-3229900000.0,-236700000.0,155500000.0,155500000.0,,197400000.0,,,0.25,-200000.0,432200000.0,,4353400000.0,215600000.0,133800000.0,6706200000.0,,38900000.0,3807500000.0,,,-95600000.0,125100000.0,109800000.0,,,,,,,554100000.0,6706200000.0,,,-1023700000.0,,4387400000.0,72500000.0,,151500000.0,2038600000.0,-187500000.0,,-799300000.0,242000000.0,215600000.0,-41500000.0,761400000.0,60100000.0,,160900000.0,,291700000.0,,7808000000.0,,,35500000.0,3476300000.0,,4752000000.0,-13700000.0,,,,-3229900000.0,19900000.0,164100000.0,273800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746755200,-227400000.0,,,2818800000.0,,,,,,0.15,,1496500000.0,,,1310400000.0,,,,,992100000.0,,2736400000.0,,,,32900000.0,,,,,5830800000.0,,,,,4334300000.0,,,,,145200000.0,,,,407700000.0,4129200000.0,,,,1239200000.0,5100000.0,,,,,32900000.0,32900000.0,1882600000.0,,,,853800000.0,-3800000.0,1513000000.0,162100000.0,,,,,,,,776500000.0,-100600000.0,225700000.0,,,,,219333333.0,,,,,155500000.0,5500000.0,,,,,60900000.0,0.15,7500000.0,,,,,1701600000.0,,,-3362300000.0,-11900000.0,225700000.0,225700000.0,,47400000.0,,,,,428000000.0,,,,130700000.0,,,37300000.0,,,,3700000.0,-273800000.0,,,,-11000000.0,,,,432400000.0,6860900000.0,,,,219333333.0,,,,,2015700000.0,-394500000.0,,,167100000.0,,,627300000.0,70200000.0,,,,290400000.0,,,,,28000000.0,3498600000.0,,,,,,,,,,-128600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
