date,trailingStockBasedCompensation,annualChangeInInventory,annualCurrentLiabilities,annualStockBasedCompensation,annualInventory,trailingDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualCapitalExpenditure,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualInvestingCashFlow,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,annualCashAndCashEquivalents,annualTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingExpense,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualResearchAndDevelopment,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingNetIncome,quarterlyBasicEPS,annualTotalAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,annualAccountsReceivable,quarterlyChangeInInventory,annualBeginningCashPosition,annualNetIncome,annualTotalNonCurrentAssets,quarterlyNetIncome,trailingCommonStockIssuance,annualFreeCashFlow,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,trailingBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedAverageShares,annualChangeInAccountPayable
,,,,,,,,-192000000.0,,362000000.0,67000000.0,,,,-23000000.0,-3752000000.0,,19000000.0,1825000000.0,,,7000000.0,,,,,319000000.0,296000000.0,,160000000.0,,,,,,230000000.0,,317246000.0,18000000.0,,-5000000.0,506000000.0,,,,19000000.0,4755000000.0,40000000.0,,,6580000000.0,,,,,,,,,,,,8079000000.0,38000000.0,,,,,,,,,119000000.0,,,,36000000.0,,77000000.0,31000000.0,31000000.0,0.33,,,376000000.0,,,,-388000000.0,346000000,,,,31000000.0,328114000.0,-253000000.0,,,,1234000000,,,,,,,5323000000.0,,,,,,108000000,,,523000000.0,1244000000.0,8507000000.0,,,,,-20000000.0,,1499000000.0,,,,3000000.0,,,,-5000000.0,,,,,,227000000,8000000.0,,-10000000.0,,,1204000000.0,,0.0,,,985000000.0,711000000.0,,0.34,,,2274000000.0,,3151000000.0,,,,,,,,,108000000,,,,165000000.0,108000000,,4079000000.0,928000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-176000000.0,,369000000.0,64000000.0,,,,-19000000.0,-3742000000.0,,-210000000.0,1848000000.0,,,12000000.0,,,,,315000000.0,279000000.0,,161000000.0,,,,,,233000000.0,,317786000.0,18000000.0,,9000000.0,454000000.0,,,,26000000.0,4749000000.0,40000000.0,,,6597000000.0,,,,,,,,,,,,8037000000.0,57000000.0,,,,,,,,,118000000.0,,,,31000000.0,,77000000.0,40000000.0,40000000.0,0.33,,,328000000.0,,,,-401000000.0,343000000,,,,40000000.0,326834000.0,-14000000.0,,,,1201000000,,,,,,,5217000000.0,,,,,,108000000,,,504000000.0,1151000000.0,8491000000.0,,,,,-19000000.0,,1440000000.0,,,,-2000000.0,,,,-42000000.0,,,,,,225000000,-49000000.0,,58000000.0,,,1293000000.0,,0.0,,,940000000.0,697000000.0,,0.34,,,2334000000.0,,2983000000.0,,,,,,,,,108000000,,,,153000000.0,108000000,,4066000000.0,1083000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,18000000.0,1289000000.0,,319000000.0,,-126000000.0,-242000000.0,467000000.0,379000000.0,64000000.0,,,,-11000000.0,-3803000000.0,,-107000000.0,555000000.0,357000000.0,,-10000000.0,,,77000000.0,,319000000.0,305000000.0,2026000000.0,126000000.0,,936000000.0,4875000000.0,,34000000.0,333000000.0,1272000000.0,,17000000.0,,-6000000.0,532000000.0,,1323000000.0,357000000.0,20000000.0,4875000000.0,9000000.0,,-9000000.0,6702000000.0,8678000000.0,,,0.0,,532000000.0,260000000.0,,,596000000.0,,8096000000.0,91000000.0,661000000.0,,-781000000.0,24000000.0,,378000000.0,1272000000.0,,115000000.0,,,-816000000.0,40000000.0,34000000.0,77000000.0,34000000.0,34000000.0,,,316924000.0,378000000.0,,,856000000.0,-412000000.0,305000000,-31000000.0,,,34000000.0,,-230000000.0,34000000.0,127000000.0,,1197000000,,,1.34,,,379000000.0,5202000000.0,,425000000.0,4833000000.0,,2807000000.0,107000000,,,495000000.0,1289000000.0,8678000000.0,,,,-412000000.0,-20000000.0,1170000000.0,1394000000.0,555000000.0,72000000.0,117000000.0,19000000.0,5202000000.0,-3803000000.0,3913000000.0,-23000000.0,11000000.0,,,,,190000000,142000000.0,-5000000.0,-66000000.0,1394000000.0,-97000000.0,1380000000.0,,0.0,,1380000000.0,919000000.0,702000000.0,,,8096000000.0,,2407000000.0,425000000.0,2895000000.0,-79000000.0,326712000.0,1.3,919000000.0,,43000000.0,425000000.0,6702000000.0,107000000,,155000000.0,644000000.0,159000000.0,107000000,2407000000.0,3913000000.0,661000000.0,,22000000.0,0.0,0.0,2895000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-141000000.0,,328000000.0,57000000.0,,,,68000000.0,-3617000000.0,,-107000000.0,1574000000.0,,,31000000.0,,,,,289000000.0,312000000.0,,154000000.0,,,,,,166000000.0,,316276000.0,16000000.0,,-6000000.0,480000000.0,,,,14000000.0,4535000000.0,35000000.0,,,6109000000.0,,,,,,,,,,,,7451000000.0,25000000.0,,,,,,,,,113000000.0,,,,34000000.0,,77000000.0,28000000.0,28000000.0,0.305,,,337000000.0,,,,-763000000.0,267000000,,,,28000000.0,323638000.0,-65000000.0,,,,1118000000,,,,,,,4973000000.0,,,,,,98000000,,,466000000.0,1145000000.0,8152000000.0,,,,,-22000000.0,,1342000000.0,,,,16000000.0,,,,-19000000.0,,,,,,154000000,-71000000.0,,10000000.0,,,1456000000.0,,0.0,,,918000000.0,652000000.0,,0.31,,,2127000000.0,,2764000000.0,,,,,,,,,98000000,,,,155000000.0,108000000,,3828000000.0,1064000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-164000000.0,,258000000.0,50000000.0,,,,7000000.0,-3684000000.0,,-76000000.0,1577000000.0,,,26000000.0,,,,,288000000.0,275000000.0,,151000000.0,,,,,,253000000.0,,318726000.0,17000000.0,,17000000.0,488000000.0,,,,63000000.0,4552000000.0,37000000.0,,,6129000000.0,,,,,,,,,,,,7437000000.0,89000000.0,,,,,,,,,111000000.0,,,,28000000.0,,77000000.0,45000000.0,45000000.0,0.33,,,315000000.0,,,,-800000000.0,312000000,,,,45000000.0,325282000.0,-159000000.0,,,,1149000000,,,,,,,4854000000.0,,,,,,107000000,,,476000000.0,1061000000.0,8236000000.0,,,,,-22000000.0,,1308000000.0,,,,4000000.0,,,,0.0,,,,,,201000000,22000000.0,,9000000.0,,,1541000000.0,,0.0,,,869000000.0,673000000.0,,0.335,,,2238000000.0,,2709000000.0,,,,,,,,,107000000,,,,170000000.0,107000000,,3793000000.0,1084000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-159000000.0,,209000000.0,47000000.0,,,,-7000000.0,-3776000000.0,,-61000000.0,1562000000.0,,,14000000.0,,,,,286000000.0,270000000.0,,161000000.0,,,,,,209000000.0,,319408000.0,16000000.0,,-10000000.0,487000000.0,,,,15000000.0,4563000000.0,40000000.0,,,6125000000.0,,,,,,,,,,,,7408000000.0,50000000.0,,,,,,,,,111000000.0,,,,45000000.0,,77000000.0,35000000.0,35000000.0,0.345,,,305000000.0,,,,-870000000.0,319000000,,,,35000000.0,325128000.0,-157000000.0,,,,1169000000,,,,,,,4841000000.0,,,,,,112000000,,,478000000.0,1001000000.0,8339000000.0,,,,,-23000000.0,,1283000000.0,,,,-5000000.0,,,,-42000000.0,,,,,,208000000,-32000000.0,,23000000.0,,,1630000000.0,,0.0,,,865000000.0,691000000.0,,0.35,,,2230000000.0,,2745000000.0,,,,,,,,,112000000,,,,155000000.0,112000000,,3840000000.0,1095000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,12000000.0,1725000000.0,,310000000.0,,-226000000.0,-189000000.0,445000000.0,884000000.0,50000000.0,,,,10000000.0,-3861000000.0,,18000000.0,554000000.0,434000000.0,,17000000.0,,,77000000.0,,310000000.0,276000000.0,1907000000.0,161000000.0,,953000000.0,4720000000.0,,76000000.0,325000000.0,1113000000.0,,18000000.0,,41000000.0,480000000.0,,1276000000.0,434000000.0,13000000.0,4720000000.0,40000000.0,,42000000.0,6387000000.0,8581000000.0,,,0.0,,480000000.0,204000000.0,,,627000000.0,,7722000000.0,136000000.0,728000000.0,,-653000000.0,88000000.0,,361000000.0,1113000000.0,,110000000.0,,,-686000000.0,35000000.0,76000000.0,77000000.0,76000000.0,76000000.0,,,318560000.0,361000000.0,,,831000000.0,-828000000.0,321000000,78000000.0,,,76000000.0,,-305000000.0,76000000.0,152000000.0,,1203000000,,,1.355,,,884000000.0,4998000000.0,,441000000.0,4639000000.0,,2732000000.0,114000000,,,487000000.0,1725000000.0,8581000000.0,,,,-828000000.0,-22000000.0,1076000000.0,1335000000.0,554000000.0,67000000.0,105000000.0,4000000.0,4998000000.0,-3861000000.0,3273000000.0,-12000000.0,53000000.0,,,,,211000000,86000000.0,5000000.0,11000000.0,1335000000.0,-73000000.0,1722000000.0,,0.0,,1722000000.0,848000000.0,716000000.0,,,7722000000.0,,2365000000.0,431000000.0,2111000000.0,-89000000.0,324444000.0,1.33,848000000.0,,34000000.0,431000000.0,6387000000.0,114000000,,300000000.0,641000000.0,161000000.0,114000000,2365000000.0,3273000000.0,728000000.0,,19000000.0,0.0,0.0,2111000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-159000000.0,,969000000.0,52000000.0,,,,-11000000.0,-3966000000.0,,-38000000.0,1684000000.0,,,8000000.0,,,,,316000000.0,295000000.0,,161000000.0,,,,,,149000000.0,,318866000.0,16000000.0,,-51000000.0,459000000.0,,,,64000000.0,4780000000.0,37000000.0,,,6464000000.0,,,,,,,,,,,,7799000000.0,-10000000.0,,,,,,,,,118000000.0,,,,76000000.0,,77000000.0,25000000.0,25000000.0,0.355,,,353000000.0,,,,-812000000.0,331000000,,,,25000000.0,323150000.0,-162000000.0,,,,1230000000,,,,,,,5037000000.0,,,,,,114000000,,,508000000.0,1781000000.0,8746000000.0,,,,,-24000000.0,,1335000000.0,,,,10000000.0,,,,-144000000.0,,,,,,213000000,-115000000.0,,22000000.0,,,1812000000.0,,0.0,,,891000000.0,722000000.0,,0.36,,,2391000000.0,,2107000000.0,,,,,,,,,114000000,,,,167000000.0,114000000,,3256000000.0,1149000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-190000000.0,,518000000.0,57000000.0,,,,-58000000.0,-4020000000.0,,263000000.0,1707000000.0,,,14000000.0,,,,,309000000.0,285000000.0,,162000000.0,,,,,,175000000.0,,317030000.0,16000000.0,,0.0,461000000.0,,,,19000000.0,4796000000.0,37000000.0,,,6503000000.0,,,,,,,,,,,,7872000000.0,-15000000.0,,,,,,,,,118000000.0,,,,25000000.0,,22000000.0,25000000.0,25000000.0,0.38,,,332000000.0,,,,-895000000.0,337000000,,,,25000000.0,321258000.0,-438000000.0,,,,1265000000,,,,,,,5339000000.0,,,,,,122000000,,,504000000.0,1311000000.0,8816000000.0,,,,,-25000000.0,,1369000000.0,,,,1000000.0,,,,0.0,,,,,,219000000,-85000000.0,,19000000.0,,,1909000000.0,,0.0,,,917000000.0,761000000.0,,0.385,,,2369000000.0,,2883000000.0,,,,,,,,,122000000,,,,162000000.0,122000000,,4028000000.0,1145000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-168000000.0,,514000000.0,58000000.0,,,,2000000.0,-4059000000.0,,-156000000.0,1685000000.0,,,17000000.0,,,,,313000000.0,281000000.0,,160000000.0,,,,,,270000000.0,,317824000.0,17000000.0,,6000000.0,465000000.0,,,,18000000.0,4750000000.0,37000000.0,,,6435000000.0,,,,,,,,,,,,7810000000.0,102000000.0,,,,,,,,,117000000.0,,,,25000000.0,,22000000.0,31000000.0,31000000.0,0.38,,,380000000.0,,,,-957000000.0,335000000,,,,31000000.0,321708000.0,-107000000.0,,,,1275000000,,,,,,,5244000000.0,,,,,,122000000,,,499000000.0,1359000000.0,8809000000.0,,,,,-24000000.0,,1375000000.0,,,,-4000000.0,,,,0.0,,,,,,218000000,28000000.0,,7000000.0,,,2007000000.0,,0.0,,,905000000.0,776000000.0,,0.385,,,2423000000.0,,2729000000.0,,,,,,,,,122000000,,,,161000000.0,122000000,,3885000000.0,1156000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,-13000000.0,1439000000.0,,297000000.0,,-55000000.0,-187000000.0,471000000.0,500000000.0,57000000.0,,,,3000000.0,-4122000000.0,,-124000000.0,1630000000.0,,,-71000000.0,,,22000000.0,,297000000.0,400000000.0,1968000000.0,0.0,,899000000.0,4771000000.0,,31000000.0,305000000.0,,,16000000.0,,0.0,530000000.0,,1178000000.0,,23000000.0,4771000000.0,-8000000.0,,-45000000.0,6401000000.0,8893000000.0,,,0.0,,530000000.0,224000000.0,,,483000000.0,,7762000000.0,118000000.0,1167000000.0,,-704000000.0,-32000000.0,,409000000.0,,,118000000.0,,,-888000000.0,31000000.0,31000000.0,22000000.0,31000000.0,31000000.0,,,318246000.0,409000000.0,,,707000000.0,-1011000000.0,175000000,-64000000.0,,,31000000.0,,-181000000.0,31000000.0,103000000.0,,1273000000,,,1.14,,,500000000.0,5247000000.0,,363000000.0,5043000000.0,,3075000000.0,5000000,,,457000000.0,1439000000.0,8893000000.0,,,,-1011000000.0,-25000000.0,1261000000.0,1361000000.0,1630000000.0,65000000.0,124000000.0,3000000.0,5247000000.0,-4122000000.0,3808000000.0,0.0,35000000.0,,,,,57000000,34000000.0,-138000000.0,-13000000.0,1361000000.0,-144000000.0,1987000000.0,,0.0,,1987000000.0,876000000.0,816000000.0,,,7762000000.0,,2377000000.0,363000000.0,2641000000.0,-98000000.0,322184000.0,1.125,876000000.0,,76000000.0,363000000.0,6401000000.0,5000000,,195000000.0,683000000.0,193000000.0,5000000,2377000000.0,3808000000.0,1167000000.0,,10000000.0,0.0,0.0,2641000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-145000000.0,,508000000.0,56000000.0,,,,-8000000.0,-4122000000.0,,77000000.0,1685000000.0,,,6000000.0,,,,,316000000.0,302000000.0,,168000000.0,,,,,,186000000.0,,321546000.0,16000000.0,,12000000.0,512000000.0,,,,33000000.0,4688000000.0,39000000.0,,,6373000000.0,,,,,,,,,,,,7828000000.0,41000000.0,,,,,,,,,122000000.0,,,,31000000.0,,22000000.0,43000000.0,43000000.0,0.38,,,413000000.0,,,,-1149000000.0,346000000,,,,43000000.0,325322000.0,-250000000.0,,,,1335000000,,,,,,,5326000000.0,,,,,,124000000,,,526000000.0,1433000000.0,8810000000.0,,,,,-27000000.0,,1455000000.0,,,,,,,,-6000000.0,,,,,,224000000,-80000000.0,,18000000.0,,,2084000000.0,,0.0,,,933000000.0,809000000.0,,0.385,,,2363000000.0,,2714000000.0,,,,,,,,,124000000,,,,168000000.0,126000000,,3893000000.0,1179000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-139000000.0,,270000000.0,55000000.0,,,,-4000000.0,-4122000000.0,,-43000000.0,1706000000.0,,,9000000.0,,,,,319000000.0,310000000.0,,165000000.0,,,,,,251000000.0,,323086000.0,16000000.0,,3000000.0,503000000.0,,,,37000000.0,4692000000.0,37000000.0,,,6398000000.0,,,,,,,,,,,,7840000000.0,112000000.0,,,,,,,,,125000000.0,,,,43000000.0,,22000000.0,46000000.0,46000000.0,0.385,,,405000000.0,,,,-1208000000.0,345000000,,,,46000000.0,327604000.0,-204000000.0,,,,1314000000,,,,,,,5267000000.0,,,,,,126000000,,,530000000.0,1178000000.0,8814000000.0,,,,,-28000000.0,,1442000000.0,,,,,,,,-19000000.0,,,,,,220000000,-9000000.0,,14000000.0,,,2182000000.0,,0.0,,,932000000.0,784000000.0,,0.39,,,2434000000.0,,2916000000.0,,,,,,,,,126000000,,,,176000000.0,126000000,,4089000000.0,1173000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-133000000.0,,263000000.0,59000000.0,,,,2000000.0,-4122000000.0,,-122000000.0,1605000000.0,,,-46000000.0,,,,,308000000.0,371000000.0,,89000000.0,,,,,,227000000.0,,323468000.0,16000000.0,,-16000000.0,520000000.0,,,,19000000.0,4726000000.0,24000000.0,,,6331000000.0,,,,,,,,,,,,7696000000.0,94000000.0,,,,,,,,,127000000.0,,,,46000000.0,,22000000.0,30000000.0,30000000.0,0.19,,,393000000.0,,,,-1323000000.0,275000000,,,,30000000.0,326550000.0,-120000000.0,,,,1271000000,,,,,,,5228000000.0,,,,,,62000000,,,519000000.0,1176000000.0,8848000000.0,,,,,-28000000.0,,1365000000.0,,,,-14000000.0,,,,-51000000.0,,,,,,148000000,-7000000.0,,-8000000.0,,,2216000000.0,,0.0,,,918000000.0,752000000.0,,0.19,,,2321000000.0,,2912000000.0,,,,,,,,,62000000,,,,180000000.0,62000000,,4052000000.0,1140000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,20000000.0,1194000000.0,,287000000.0,,-247000000.0,-178000000.0,499000000.0,264000000.0,54000000.0,,,,-4000000.0,-4425000000.0,,-159000000.0,1622000000.0,,,6000000.0,,,2000000.0,,287000000.0,315000000.0,2098000000.0,154000000.0,,1020000000.0,4817000000.0,,39000000.0,356000000.0,,,18000000.0,,9000000.0,437000000.0,,1299000000.0,,53000000.0,4817000000.0,35000000.0,,8000000.0,6439000000.0,9242000000.0,,,0.0,,437000000.0,224000000.0,,,576000000.0,,7715000000.0,178000000.0,1158000000.0,,-595000000.0,-25000000.0,,413000000.0,,,125000000.0,,,-763000000.0,30000000.0,39000000.0,2000000.0,39000000.0,39000000.0,,,323020000.0,413000000.0,,,800000000.0,-1297000000.0,333000000,-14000000.0,,80000000.0,39000000.0,,-189000000.0,39000000.0,135000000.0,,1238000000,,,1.335,,,264000000.0,5097000000.0,,432000000.0,5158000000.0,,3060000000.0,118000000,,,523000000.0,1194000000.0,9242000000.0,,,,-1297000000.0,-27000000.0,1298000000.0,1276000000.0,1622000000.0,66000000.0,142000000.0,,5097000000.0,-4425000000.0,3903000000.0,0.0,36000000.0,,,,,208000000,104000000.0,8000000.0,12000000.0,1276000000.0,-76000000.0,2307000000.0,,0.0,80000000.0,2307000000.0,857000000.0,715000000.0,,,7715000000.0,,2477000000.0,430000000.0,2725000000.0,-110000000.0,327014000.0,1.315,857000000.0,,31000000.0,430000000.0,6439000000.0,118000000,,425000000.0,699000000.0,175000000.0,118000000,2477000000.0,3903000000.0,1158000000.0,,,0.0,0.0,2725000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-107000000.0,,298000000.0,51000000.0,,,,4000000.0,-4425000000.0,,6000000.0,413000000.0,,,8000000.0,,,,,292000000.0,316000000.0,,166000000.0,,,,,,147000000.0,,327048000.0,17000000.0,,-1000000.0,509000000.0,,,,106000000.0,4800000000.0,37000000.0,,,6431000000.0,,,,,,,,,,,,7787000000.0,40000000.0,,,,,,,1218000000.0,,121000000.0,,,,39000000.0,,2000000.0,38000000.0,38000000.0,0.385,,,364000000.0,,,,-1332000000.0,338000000,,,,38000000.0,331872000.0,-153000000.0,,,,1232000000,,,,,,,5072000000.0,,,,,,127000000,,,533000000.0,1171000000.0,9225000000.0,,,,,-31000000.0,,1356000000.0,,,,-8000000.0,,,,-95000000.0,,,,,,217000000,-95000000.0,,2000000.0,,,2403000000.0,,0.0,,,899000000.0,699000000.0,,0.39,,,2567000000.0,,2711000000.0,,,,,,,,,127000000,,,,184000000.0,127000000,,3901000000.0,1170000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-114000000.0,,305000000.0,47000000.0,,,,-5000000.0,-4425000000.0,,-144000000.0,453000000.0,,,21000000.0,,,,,307000000.0,308000000.0,,197000000.0,,,,,,260000000.0,,325394000.0,16000000.0,,-6000000.0,557000000.0,,,,25000000.0,4726000000.0,43000000.0,,,6233000000.0,,,,,,,,,,,,7626000000.0,146000000.0,,,,,,,1054000000.0,,120000000.0,,,,38000000.0,,2000000.0,32000000.0,32000000.0,0.455,,,363000000.0,,,,-1435000000.0,364000000,,,,32000000.0,329670000.0,-122000000.0,,,,1307000000,,,,,,,5142000000.0,,,,,,150000000,,,552000000.0,1225000000.0,9151000000.0,,,,,-31000000.0,,1393000000.0,,,,3000000.0,,,,-141000000.0,,,,,,244000000,-11000000.0,,,,,2383000000.0,,0.0,,,923000000.0,755000000.0,,0.46,,,2329000000.0,,2717000000.0,,,,,,,,,150000000,,,,191000000.0,150000000,,3917000000.0,1180000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-119000000.0,,248000000.0,63000000.0,,,,35000000.0,-4425000000.0,,-123000000.0,389000000.0,,,17000000.0,,,,,288000000.0,308000000.0,,172000000.0,,,,,,256000000.0,,324592000.0,16000000.0,,12000000.0,532000000.0,,,,40000000.0,4551000000.0,38000000.0,,,5937000000.0,,,,,,,,,,,,7258000000.0,137000000.0,,,,,,,997000000.0,,120000000.0,,,,32000000.0,,2000000.0,44000000.0,44000000.0,0.4,,,328000000.0,,,,-1674000000.0,355000000,,,,44000000.0,327912000.0,-120000000.0,,,,1292000000,,,,,,,4902000000.0,,,,,,131000000,,,543000000.0,1108000000.0,8976000000.0,,,,,-31000000.0,,1321000000.0,,,,1000000.0,,,,-29000000.0,,,,,,235000000,3000000.0,,,,,2483000000.0,,0.0,,,869000000.0,749000000.0,,0.405,,,2204000000.0,,2627000000.0,,,,,,,,,131000000,,,,187000000.0,131000000,,3794000000.0,1167000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,4000000.0,1100000000.0,,277000000.0,,-411000000.0,-158000000.0,483000000.0,238000000.0,45000000.0,,,,-7000000.0,-4761000000.0,,-150000000.0,414000000.0,,,11000000.0,,,2000000.0,,277000000.0,323000000.0,2178000000.0,182000000.0,,1001000000.0,4666000000.0,,39000000.0,338000000.0,1035000000.0,,20000000.0,,-5000000.0,410000000.0,,1406000000.0,,35000000.0,4666000000.0,40000000.0,,0.0,6115000000.0,9427000000.0,,,0.0,,410000000.0,206000000.0,,,717000000.0,,7401000000.0,180000000.0,1287000000.0,,-498000000.0,57000000.0,,378000000.0,1035000000.0,,122000000.0,,,-587000000.0,44000000.0,39000000.0,2000000.0,39000000.0,39000000.0,,,325536000.0,378000000.0,,,923000000.0,-1673000000.0,349000000,27000000.0,,74000000.0,39000000.0,,-192000000.0,39000000.0,158000000.0,,1297000000,,,1.255,,,238000000.0,4897000000.0,,548000000.0,5128000000.0,,2950000000.0,140000000,,,550000000.0,1100000000.0,9427000000.0,,,,-1673000000.0,-30000000.0,1255000000.0,1286000000.0,414000000.0,69000000.0,206000000.0,7000000.0,4897000000.0,-4761000000.0,3797000000.0,-11000000.0,37000000.0,,,,,227000000,33000000.0,-70000000.0,36000000.0,1286000000.0,-276000000.0,2593000000.0,,0.0,74000000.0,2593000000.0,860000000.0,747000000.0,,,7401000000.0,,2340000000.0,409000000.0,2510000000.0,-123000000.0,329490000.0,1.24,860000000.0,,39000000.0,409000000.0,6115000000.0,140000000,,503000000.0,751000000.0,189000000.0,140000000,2340000000.0,3797000000.0,1287000000.0,,3000000.0,0.0,0.0,2510000000.0,,,,,,,,,,,,,,,,,
