date,annualDepreciationAndAmortization,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingChangeInInventory,annualPurchaseOfBusiness,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,annualStockholdersEquity,trailingPurchaseOfBusiness,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualInventory,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGrossProfit,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,annualEbitda,annualNetPPE,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingPretaxIncome,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,trailingGrossProfit,trailingOperatingIncome,trailingCapitalExpenditure,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,trailingTotalRevenue,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualInvestingCashFlow,annualOperatingIncome,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualEndCashPosition,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingEndCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyGrossPPE,annualInterestExpense,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,annualDilutedEPS,quarterlyDeferredIncomeTax,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDilutedEPS,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyStockBasedCompensation,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,quarterlyCostOfRevenue,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,quarterlyBasicAverageShares,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingBasicAverageShares,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingBasicEPS
2006-09-30,,3058.95543,,,,,,,,,,,,,,,,,953003829600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311545510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6930767066640.0,,,,6930767066640.0,,,,,953003829600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6930767066640.0,3058.95543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953003829600.0,,311545510.0,,,,,,,,,,,,,,,,,
2006-12-31,1700455064471.13,,,1567319253645.09,,,,,-362597355414.36,20901148699053.15,,,439095181847.52,-216235251716.22,,,,3832742825226.81,844105271951.85,,-19821306601738.29,,,3286043634125.67,439095181847.52,,3723780703673.58,3565912346129.43,,,,460137495276.03,,,3787807138323.45,,16309470366506.46,3832742825226.81,13967258007789.9,531369642669.03,,5671140761628.87,,,1279644278913.33,4847719314648.54,5887018521995.16,13967258007789.9,,,,457072650079.98,-253956355123.35,10042.789378,1279644278913.33,,18039220206015.03,,,29711369554049.37,,-1400696349866.55,269508559458.27,-16021609993034.91,,,,,,1715101564914.54,,,,,-3223495066942.26,4186563457524.03,531369642669.03,,893199677940.24,4086834015797.28,,,,,,1715101564914.54,,-1400696349866.55,,-99293000674.23,,3787807138323.45,33788564609528.19,,460137495276.03,893072826170.91,893072826170.91,6058508944593.57,,,82193736998.67,-14404485759515.97,,,,,844105271951.85,879397673191.95,,,211692539053.71,,,-3663714173207.55,8343592629676.92,314774362.0,3161212622351.85,1484577304104.84,,51480528540.54,3495873315028.38,,24649558161633.57,,,-56734675601.67,33788564609528.19,174830124546.66,4847719314648.54,,,,,66558147584.61,2894734312152.54,,11672149348034.34,,,10042.789378,,314774362.0,,-19821306601738.29,17992685122327.74,-811838904657.66,,-14404485759515.97,,,,11672149348034.34,,,-1650874651244.61,3286043634125.67,2894734312152.54,,20901148699053.15,3161212622351.85,,3565912346129.43,,211692539053.71,,,29711369554049.37,8343592629676.92,3161212622351.85,,2599705483100.88,17992685122327.74,18978417400004.7,323183712315.75,623691118481.97,,2599705483100.88,844105271951.85,-607109019712.14,,60066530466.03,1567319253645.09,,1345523813885.79,,3495873315028.38,323183712315.75,18039220206015.03,457072650079.98,304146189087.84,,,,,,,
2007-03-31,,3039.787109,,,,,,,,,,,,,,,,,880756543236.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289742838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7569059696001.09,,,,7569059696001.09,,,,,880756543236.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7569059696001.09,3039.787109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880756543236.36,,289742838.0,,,,,,,,,,,,,,,,,
2007-06-30,,3597.061345,,,,,,,,,,,,,,,,,887278305932.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246667549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7625106524771.01,,,,7625106524771.01,,,,,887278305932.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7625106524771.01,3597.061345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887278305932.04,,246667549.0,,,,,,,,,,,,,,,,,
2007-09-30,,2865.682113,,,,,,,,,,,,,,,,,895118886591.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312358053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7692487032495.96,,,,7692487032495.96,,,,,895118886591.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7692487032495.96,2865.682113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895118886591.84,,312358053.0,,,,,,,,,,,,,,,,,
2007-12-31,2127932588780.88,,,2056585210352.47,,,,,-461486892364.12,24497939190512.41,,,655339889029.77,-1001421350437.62,,,,4904790272570.44,875316594080.76,,-22321121770167.22,,,5451867052756.46,655339889029.77,,5593238775902.61,4037885776350.58,,,,482676030985.82,,,2805613301828.05,,10928382045640.08,4904790272570.44,15590583366385.37,571102061135.83,,6708873609728.43,,,2029488768347.46,6628364246261.87,7062127355795.68,15590583366385.37,,,,571275282109.98,-138959738122.31,11716.99862,2029488768347.46,,21893613342294.61,,,36295292211777.48,,-1943313674531.81,356609551317.81,-12114648902087.55,,,,,,2248161053455.24,,,,,-4266125477208.98,4934194767014.8,571102061135.83,,1293559927835.98,4901704130241.8,,,,,,2248161053455.24,,-1943313674531.81,,25875468219.65,,2805613301828.05,37911705136552.59,,482676030985.82,1293312736824.22,1293312736824.22,8548168183041.6,,,-143290262476.06,-18143266330473.08,,,,,875316594080.76,1274947568245.96,,,173069288756.42,,,-2975876410803.24,11163337102317.96,303811476.0,3560674164852.0,1774678842713.63,,52846442059.6,4534972856056.09,,31625629280529.48,,,-20138576821.72,37911705136552.59,240049625977.07,6628364246261.87,,,,,407220974646.08,1512300565003.83,,14401678869482.87,,,11716.99862,,303811476.0,,-22321121770167.22,21779620832689.65,-1292093635698.04,,-18143266330473.08,,,,14401678869482.87,,,-596316480664.94,5451867052756.46,1512300565003.83,,24497939190512.41,3560674164852.0,,4037885776350.58,,173069288756.42,,,36295292211777.48,11163337102317.96,3560674164852.0,,3308357684916.34,21779620832689.65,24916755670801.05,2277954124679.45,936950376518.17,,3308357684916.34,875316594080.76,-655469102513.19,,2617362365099.37,2056585210352.47,,1616605808670.65,,4534972856056.09,2277954124679.45,21893613342294.61,571275282109.98,936329.59,,,,,,,
2008-03-31,,3418.25,-434166000000.0,642073000000.0,,,28233000000.0,,,,,,,,,53631000000.0,-4527000000.0,3065340000000.0,1031214000000.0,,-21057440000000.0,7920335000000.0,-534048000000.0,113562000000.0,355936000000.0,,,,,1224569000000.0,289237000000.0,,1339889000000.0,,,,,,13175404000000.0,,308675000000.0,,6330000000.0,-169985000000.0,81990000000.0,,,,0.0,790403000000.0,301684760.0,,,,,-155636000000.0,21428424000000.0,,,30441601000000.0,,,,,,,,,,,,,2877772000000.0,,,,199242000000.0,,,,,466864000000.0,,,,451432000000.0,,560858000000.0,,,691034000000.0,3721775000000.0,,,482403000000.0,521049000000.0,,6066183000000.0,-3434744000000.0,,,1273651000000.0,-330748000000.0,521049000000.0,,-860506000000.0,1031214000000.0,,,1562888000000.0,,,,,5828056000000.0,,,,,,,61987000000.0,,,,,34232844000000.0,,2750610000000.0,,,,,,,787743000000.0,9013177000000.0,-566552000000.0,,,,,,,22232889000000.0,,,1834986000000.0,3418.25,,,,-29044000000.0,,,,3200726000000.0,,24613545000000.0,,,98294000000.0,128499000000.0,96196000000.0,,4503295000000.0,,,,155939000000.0,2341599000000.0,,,,,309547000000.0,,1031214000000.0,,301684760.0,,,-54032000000.0,,,3077446000000.0,38454000000.0,,121173000000.0,,,,,,,,
2008-06-30,,4892.75,-653837000000.0,608244000000.0,,,28660000000.0,,,,,,,,,41800000000.0,-3660000000.0,4851910000000.0,1475566000000.0,,-21409440000000.0,8460296000000.0,-69395000000.0,87331000000.0,440751000000.0,,,,,637721000000.0,368689000000.0,,1939648000000.0,,,,,,13357704000000.0,,464082000000.0,,18328000000.0,219610000000.0,96006000000.0,,,,0.0,-16116000000.0,301576804.0,,,,,,22112643000000.0,,,33095707000000.0,,,,,,,,,,,,,2878789000000.0,,,,184079000000.0,,,,,478391000000.0,,,,509747000000.0,,738155000000.0,,,521049000000.0,3536214000000.0,,,482403000000.0,740659000000.0,,7457958000000.0,-2504390000000.0,,,1884821000000.0,-1261449000000.0,740659000000.0,,-348716000000.0,1475566000000.0,,,2253510000000.0,,,,,6817085000000.0,,,,,,,21537000000.0,,,,,34767144000000.0,,3684275000000.0,,,,,,,724294000000.0,10983064000000.0,0.0,,,,,,,23708456000000.0,,,2446699000000.0,4892.75,,,,18264000000.0,,,,2795555000000.0,,26278622000000.0,,,95742000000.0,-73527000000.0,125950000000.0,,5204448000000.0,,,,-1786569000000.0,2347650000000.0,,,,,333964000000.0,,1475566000000.0,,301576804.0,,,-28500000000.0,,,3132810000000.0,45305000000.0,,127076000000.0,,,,,,,,
2008-09-30,,4041.25,-826095000000.0,745890000000.0,,,39907000000.0,,,,,,,,,-314158000000.0,12799000000.0,5323020000000.0,1218717000000.0,,-21817838000000.0,8416319000000.0,788163000000.0,88673000000.0,326365000000.0,,,,,1157681000000.0,376388000000.0,,1678981000000.0,,,,,,13695197000000.0,,460264000000.0,,12459000000.0,237285000000.0,121607000000.0,,,,0.0,331586000000.0,301576804.0,,,,,,22389368000000.0,,,35365251000000.0,,,,,,,,,,,,,2887497000000.0,,,,172568000000.0,,,,,474567000000.0,,,,565074000000.0,,498170000000.0,,,740659000000.0,4264188000000.0,,,482403000000.0,977944000000.0,,8812977000000.0,-3787778000000.0,,,1983329000000.0,-857506000000.0,977944000000.0,,-1708559000000.0,1218717000000.0,,54051000000.0,2359717000000.0,,,,,8298474000000.0,,,,,,,81644000000.0,,,,,35513035000000.0,,4252898000000.0,,,,,,,1257815000000.0,12975883000000.0,-188485000000.0,,,,,,,24738686000000.0,,0.0,2193455000000.0,4041.25,,,,-23592000000.0,,,,3286244000000.0,,27066777000000.0,,,104239000000.0,-5916000000.0,181129000000.0,,6453260000000.0,,,,-474573000000.0,3339275000000.0,,,,,348875000000.0,,1218717000000.0,,301576804.0,,,-349105000000.0,,,4045576000000.0,46760000000.0,,110232000000.0,,,,,,,,
2008-12-31,2379291000000.0,,-2310322000000.0,4024497000000.0,,-279031000000.0,247885000000.0,,-3393710000000.0,27663665000000.0,,-55155000000.0,70363000000.0,3116582000000.0,,-876534000000.0,-257419000000.0,8661721000000.0,624608000000.0,,-24161070000000.0,5193944000000.0,2931862000000.0,356265000000.0,70363000000.0,597514000000.0,3687015000000.0,,,667044000000.0,977527000000.0,482403000000.0,1137121000000.0,,5607476000000.0,,12551996000000.0,8661721000000.0,18069099000000.0,723767000000.0,500961000000.0,9180297000000.0,57453000000.0,910973000000.0,415703000000.0,11009392000000.0,8819616000000.0,18069099000000.0,364753000000.0,-1643278000000.0,,257742000000.0,97252000000.0,14500.5,415703000000.0,,24763649000000.0,,,46961282000000.0,,-21986000000.0,1197883000000.0,-14002339000000.0,-9941790000000.0,,,,,3650289000000.0,,,3907938000000.0,,-5802769000000.0,7173929000000.0,723767000000.0,,2490711000000.0,6095639000000.0,2083472000000.0,959469000000.0,,,,3650289000000.0,,-21986000000.0,,-1095913000000.0,977944000000.0,5607476000000.0,42230169000000.0,,482403000000.0,2490264000000.0,2490264000000.0,19405518000000.0,-4275427000000.0,,-252807000000.0,2031475000000.0,-1945000000000.0,2490711000000.0,5193944000000.0,-2884988000000.0,653255000000.0,1733983000000.0,,3009002000000.0,237917000000.0,597514000000.0,,-4224420000000.0,18617077000000.0,301974092.0,4378751000000.0,2006368000000.0,,94571000000.0,7607685000000.0,241789000000.0,41742636000000.0,,,,42230169000000.0,344686000000.0,11009392000000.0,,,,,364753000000.0,3117212000000.0,2083472000000.0,22197633000000.0,0.0,,14500.5,,301974092.0,,-24161070000000.0,25393246000000.0,-36832000000.0,0.0,2344475000000.0,,,,22197633000000.0,-20783000000.0,,-4394703000000.0,356265000000.0,3117212000000.0,,27663665000000.0,4378751000000.0,,,48196000000.0,237917000000.0,,16396516000000.0,46961282000000.0,18617077000000.0,4350104000000.0,-1288507000000.0,6895862000000.0,25393246000000.0,32562339000000.0,352742000000.0,1292828000000.0,1062185000000.0,6895862000000.0,653255000000.0,-755037000000.0,,-537405000000.0,4024497000000.0,-9510153000000.0,2006368000000.0,,7607685000000.0,352742000000.0,24763649000000.0,257742000000.0,406957000000.0,,,,,,,
2009-03-31,,1059.5,-999431000000.0,851528000000.0,,,60838000000.0,,,,,,,,,53214000000.0,0.0,5318847000000.0,324516000000.0,,-22400716000000.0,8745894000000.0,1186217000000.0,73322000000.0,0.0,,,,,800883000000.0,282697000000.0,,408958000000.0,,,,,,14978083000000.0,,84442000000.0,,7289000000.0,961855000000.0,75648000000.0,,,,,-198548000000.0,306279664.0,,,,,,23968358000000.0,,,37235454000000.0,,,,,,,,,,,,,2820462000000.0,,,,166121000000.0,,,,,477839000000.0,,,,1338976000000.0,,83657000000.0,,,941687000000.0,4717412000000.0,,,482403000000.0,1903542000000.0,,6471303000000.0,-2850791000000.0,,,373023000000.0,25985000000.0,1903542000000.0,,-1025245000000.0,324516000000.0,,-112675000000.0,655720000000.0,,,,,9679718000000.0,,,,,,,32844000000.0,,,,,37378799000000.0,,3252421000000.0,,,,,,,828288000000.0,13267096000000.0,-574274000000.0,,,,,,,25210365000000.0,,,947635000000.0,1059.5,,,,,,,,2813870000000.0,,27555736000000.0,,,223402000000.0,629000000.0,157981000000.0,,5815583000000.0,,,,1087687000000.0,6108670000000.0,,,,,259107000000.0,,324516000000.0,,306279664.0,,,-258403000000.0,,,6427297000000.0,30321000000.0,,77804000000.0,,,,,,,,
2009-06-30,,1405.75,-1054876000000.0,1227992000000.0,,,80007000000.0,,,,,,,,,191519000000.0,0.0,3590016000000.0,430530000000.0,,-22734136000000.0,9312554000000.0,403669000000.0,77634000000.0,189273000000.0,,,,,1926664000000.0,284073000000.0,,445887000000.0,,,,,,15506742000000.0,,15357000000.0,,2759000000.0,-260947000000.0,88976000000.0,,,,,871788000000.0,306279664.0,,,,,,25060029000000.0,,,37638010000000.0,,,,,,,,,,,,,1945878000000.0,,,,159880000000.0,,,,,509113000000.0,,,,1414429000000.0,,400884000000.0,,,1903542000000.0,5988387000000.0,,,482403000000.0,1642595000000.0,,6343996000000.0,-3490120000000.0,,,166755000000.0,1342018000000.0,1642595000000.0,,-2591280000000.0,430530000000.0,,15640000000.0,450828000000.0,,,,,9329102000000.0,,,,,,,-10879000000.0,,,,,38240878000000.0,,2938574000000.0,,,,,,,47512000000.0,12577981000000.0,0.0,,,,,,,25640895000000.0,,,1035007000000.0,1405.75,,,,,,,,4345792000000.0,,28308908000000.0,,,285278000000.0,-5137000000.0,159665000000.0,,5893168000000.0,,,,1736352000000.0,5904276000000.0,,,,,268457000000.0,,430530000000.0,,306279664.0,,,-526427000000.0,,,6390528000000.0,32688000000.0,,73162000000.0,,,,,,,,
2009-09-30,,3728.25,-928064000000.0,493922000000.0,,,75353000000.0,,,,,,,,,-466245000000.0,-5446000000.0,3483028000000.0,1141891000000.0,,-23162404000000.0,9861803000000.0,-847045000000.0,83118000000.0,325224000000.0,,,,,1920354000000.0,332907000000.0,,1206135000000.0,,,,,,15889338000000.0,,64244000000.0,,30405000000.0,-635514000000.0,121985000000.0,,,,,992290000000.0,306279664.0,,,,,,25991037000000.0,,,38184150000000.0,,,,,,,,,,,,,2579024000000.0,,,,154508000000.0,,,,,530419000000.0,,,,646610000000.0,,491450000000.0,,,1642595000000.0,5781994000000.0,,,482403000000.0,1007081000000.0,,6850514000000.0,-3367573000000.0,,,1017753000000.0,479535000000.0,1007081000000.0,,-1708823000000.0,1141891000000.0,,48257000000.0,1350660000000.0,,,,,8756374000000.0,,,,,,,-14126000000.0,,,,,39051742000000.0,,2354743000000.0,,,,,,,9861000000.0,12193113000000.0,-114855000000.0,,,,,,,26667931000000.0,,0.0,1811907000000.0,3728.25,,,,12317000000.0,,,,4774913000000.0,,29427776000000.0,,,100555000000.0,-3208000000.0,121330000000.0,,5499854000000.0,,,,103609000000.0,5784206000000.0,,,,,265370000000.0,,1141891000000.0,,306279664.0,,,-1253359000000.0,,,6401631000000.0,119748000000.0,,86183000000.0,,,,,,,,
2009-12-31,2552777000000.0,,-3525334000000.0,4012688000000.0,,-80380000000.0,315892000000.0,,3344506000000.0,30908964000000.0,,36100000000.0,531927000000.0,862098000000.0,,1896924000000.0,-67303000000.0,5152839000000.0,1321488000000.0,,-25664723000000.0,6230600000000.0,119257000000.0,563511000000.0,531927000000.0,,8632854000000.0,5592715000000.0,,3984953000000.0,1053424000000.0,482403000000.0,1678296000000.0,,8579452000000.0,,10991210000000.0,5152839000000.0,21839785000000.0,368229000000.0,371954000000.0,5817576000000.0,43929000000.0,-356935000000.0,1146720000000.0,9274818000000.0,6824142000000.0,21839785000000.0,,459619000000.0,,260938000000.0,39783000000.0,10345.0,1146720000000.0,,29677598000000.0,261740000000.0,,50311748000000.0,,455471000000.0,-291541000000.0,-14783600000000.0,-7245842000000.0,,,,,3377346000000.0,,,3645846000000.0,,-9716929000000.0,3868162000000.0,368229000000.0,,2199170000000.0,3739275000000.0,393719000000.0,1035406000000.0,,,,3377346000000.0,,455471000000.0,,51650000000.0,1007081000000.0,8579452000000.0,47504508000000.0,,482403000000.0,2196731000000.0,2196731000000.0,17189188000000.0,-5075116000000.0,,-72749000000.0,2306943000000.0,1063479000000.0,2199170000000.0,6230600000000.0,-4391581000000.0,1321488000000.0,535996000000.0,,3360367000000.0,344274000000.0,,,-6507705000000.0,18647434000000.0,306644960.0,3242311000000.0,1949414000000.0,,84382000000.0,9372616000000.0,54279000000.0,36855001000000.0,,-68766000000.0,,47504508000000.0,532090000000.0,9274818000000.0,713418000000.0,,,,249124000000.0,6382721000000.0,393719000000.0,20634150000000.0,0.0,,10345.0,,306644960.0,,-25664723000000.0,27935726000000.0,0.0,0.0,3029594000000.0,,,,20634150000000.0,14784000000.0,,2911017000000.0,563511000000.0,6382721000000.0,,30908964000000.0,3218425000000.0,261740000000.0,5592715000000.0,47499000000.0,344274000000.0,,13828821000000.0,50311748000000.0,18647434000000.0,3218425000000.0,416858000000.0,8229781000000.0,27935726000000.0,31037425000000.0,140603000000.0,2490711000000.0,824940000000.0,8229781000000.0,1345374000000.0,-689129000000.0,,2125149000000.0,4012688000000.0,-5207653000000.0,1579110000000.0,,9372616000000.0,140603000000.0,29677598000000.0,260938000000.0,62118000000.0,,,,,,,
2010-03-31,,4664.25,-958081000000.0,802782000000.0,,,69170000000.0,,,,,,,,,402027000000.0,-27722000000.0,3397679000000.0,1437235000000.0,,-23924195000000.0,10282407000000.0,-353497000000.0,90798000000.0,487694000000.0,,,,,1317132000000.0,347095000000.0,,1712343000000.0,,,,,,17062194000000.0,,275108000000.0,,22990000000.0,-337309000000.0,72778000000.0,,,,,359051000000.0,308131512.0,,,,,-76795000000.0,27582194000000.0,,,41166950000000.0,,,,,,,,,,,,,2907142000000.0,,,,145813000000.0,,,,,539079000000.0,,,,1685024000000.0,,541185000000.0,,,626782000000.0,6632986000000.0,,,482403000000.0,289473000000.0,,6949526000000.0,-3113254000000.0,,,1447116000000.0,-555948000000.0,289473000000.0,,-1300944000000.0,1437235000000.0,,-45169000000.0,1794211000000.0,,,,,9239305000000.0,,,,,,,71997000000.0,,,,,40986389000000.0,,3081504000000.0,,,,,,,394962000000.0,13584756000000.0,-500714000000.0,,,,,,,28879779000000.0,,,2320592000000.0,4664.25,,,,,,,,6343513000000.0,,31927645000000.0,,,203532000000.0,-138572000000.0,125958000000.0,,5155315000000.0,,,,-400805000000.0,5359428000000.0,,,,,293218000000.0,,1437235000000.0,,308131512.0,,,-321585000000.0,,,6157801000000.0,279953000000.0,,67088000000.0,,,,,,,,
2010-06-30,,3882.25,-1151800000000.0,2234336000000.0,,,74381000000.0,,,,,,,,,-331908000000.0,-228000000.0,5025563000000.0,1196246000000.0,,-24341322000000.0,10446063000000.0,1032592000000.0,546064000000.0,389680000000.0,,,,,1071447000000.0,362883000000.0,,1494824000000.0,,,,,,17636384000000.0,,298578000000.0,,20531000000.0,-71960000000.0,132491000000.0,,,,,-80353000000.0,308131512.0,,,,,-14047000000.0,28797502000000.0,,,44474914000000.0,,,,,,,,,,,,,7015577000000.0,,,,168968000000.0,,,,,541843000000.0,,,,2383722000000.0,,423442000000.0,,,289473000000.0,7000893000000.0,,,482403000000.0,217513000000.0,,7932695000000.0,-8188166000000.0,,,1835942000000.0,-1031415000000.0,217513000000.0,,-2175999000000.0,1196246000000.0,,661866000000.0,2198825000000.0,,,,,11459359000000.0,,,,,,,49741000000.0,,,,,41977706000000.0,,5421344000000.0,,,,,,,523252000000.0,15677412000000.0,0.0,,,,,,,30076025000000.0,,,2111048000000.0,3882.25,,,,,,,,6783380000000.0,,33015555000000.0,,,219138000000.0,142385000000.0,147543000000.0,,5733870000000.0,,,,-1626107000000.0,5307963000000.0,,,,,328977000000.0,,1196246000000.0,,308131512.0,,,-248414000000.0,,,6038015000000.0,115955000000.0,,66039000000.0,,,,,,,,
2010-09-30,,3388.0,-1063278000000.0,1964809000000.0,,,82875000000.0,,,,,,,,,257601000000.0,505171000000.0,5714541000000.0,1043940000000.0,,-24773409000000.0,14331144000000.0,268522000000.0,379431000000.0,472084000000.0,,,,,679623000000.0,387810000000.0,,1342450000000.0,,,,,,18118207000000.0,,298510000000.0,,18715000000.0,8557000000.0,122358000000.0,,,,,-383655000000.0,308131512.0,,,,,-484214000000.0,32997216000000.0,,,45809625000000.0,,,,,,,,,,,,,6392923000000.0,,,,168410000000.0,,,,,576323000000.0,,,,2291954000000.0,,543940000000.0,,,217513000000.0,3393795000000.0,,,482403000000.0,226070000000.0,,8524040000000.0,-5792033000000.0,,,1107761000000.0,-762779000000.0,226070000000.0,,-939588000000.0,1043940000000.0,,-44484000000.0,1495571000000.0,,,,,11834037000000.0,,,,,,,-109633000000.0,,,,,42891616000000.0,,5058834000000.0,,,,,,,522753000000.0,12812409000000.0,-192582000000.0,,,,,,,30927384000000.0,,,2001648000000.0,3388.0,,,,2897000000.0,,,,3167725000000.0,,33975588000000.0,,,3386606000000.0,-39616000000.0,156960000000.0,,7028469000000.0,,,,-689099000000.0,5918939000000.0,,,,,345956000000.0,,1043940000000.0,,308131512.0,,,-538334000000.0,,,6775203000000.0,27642000000.0,,47081000000.0,,,,,,,,
