,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,annualPretaxIncome,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualLongTermDebt,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualStockholdersEquity,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualChangeInAccountPayable,annualOperatingCashFlow,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualBasicEPS,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualCapitalExpenditure,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInAccountPayable,annualDilutedAverageShares,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingCommonStockIssuance,quarterlyBasicAverageShares,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualBasicAverageShares,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualGrossProfit,annualOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualCurrentAssets,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,annualStockBasedCompensation,trailingNetOtherInvestingChanges,quarterlyEbitda,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyOperatingExpense,trailingDeferredIncomeTax,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,annualOtherIncomeExpense,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
917740800,3177972503.0,,361988216.0,,361988216.0,,,,,,,,,-179936546.0,,,,,,,,,,,0.6345,,,40420003022.0,,,,,,4749962230.0,,,,,,,,,,-155008309.0,,,,,,2961927784.0,,23822933978.0,1877927179.0,,,,,,2426952712.0,535887326.0,,,,,,331923251.0,224919021000.0,2428916754.0,3093971899.0,214256080979.0,,1045928388.0,,,,,,,,,,,,,,,,0.61939,,,,,,,,10662940021.0,-9109986403.0,0.0,-8148058619.0,,,,,,,,,,,,,667925669.0,567004079.0,,,,523125691.0,,-77957395.0,,205015863.0,5646925517.0,,,,2815984287.0,,1898020850.0,-84000604.0,,573953770.0,,,,,,,,4789998489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925430400,1650036250.0,,363967907.0,,363967907.0,,,,,,,,,2985415.0,,,,,,,,,,,0.62621,,,39035010941.0,,,,,,4699051787.0,,,,,,,,,,-154984397.0,,,,,,0.0,,23215025529.0,1864040846.0,,,,,,2114952589.0,533234616.0,,,,,,333916849.0,219652954048.0,-4118048774.0,1602016431.0,208872939460.0,,309140904.0,,,,,,,,,,,,,,,,0.62621,,,,,,,,10780014588.0,2028002450.0,0.0,2289123535.0,,,,,,,,,,,,,698030635.0,557986871.0,,,,533234616.0,,-50999571.0,,194018964.0,5763967907.0,,,,1285985079.0,,1926039387.0,-48019819.0,,563092633.0,,,,,,,,-3936023288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933379200,1512948214.0,,397983750.0,,397983750.0,,,,,,,,,97956247.0,,,,,,,,,,,0.69031,,,38557026783.0,,,,,,4746012639.0,,,,,,,,,,-154948612.0,,,,,,0.0,,25775955462.0,1877068914.0,,,,,,2174089678.0,533153115.0,,,,,,368040927.0,225218025880.0,1626086579.0,1407983985.0,214049954860.0,,-565120451.0,,,,,,,,,,,,,,,,0.69031,,,,,,,,11168071020.0,-5744979634.0,2882937105.0,-6415064314.0,,,,,,,,,,,,,704935299.0,609990972.0,,,,533153115.0,,69974119.0,,212007222.0,6128949744.0,,,,1115003250.0,,1990972013.0,-104964229.0,,614956365.0,,,,,,,,5000072346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941328000,-2004926365.0,,257948855.0,-15248933353.0,257948855.0,,2117993232.0,,,33127997646.0,,,4711931735.0,-464038807.0,,,144916875.0,493011623.0,,10980873915.0,,230614977196.0,1288951008.0,-1.0,,10370016184.0,,36547006032.0,,6122995439.0,,1288951008.0,-37271001913.0,4711931735.0,,4336030602.0,1381933206.0,2139031926.0,,687950566.0,,2.36815,687950566.0,-152095610.0,,,,2419008386.0,,2882937105.0,2228041783.0,24036045314.0,1667941739.0,24036045314.0,,,,-10776960423.0,2179030964.0,,2.38286,,,36547006032.0,,230964423.0,230614977196.0,1320070599.0,-2096910376.0,219240105929.0,,32338048805.0,-328968663.0,-81947918.0,,8895100780.0,,,,1381933206.0,,,,,,,2820067677.0,,,,,,1264969840.0,-1.0,,10980873915.0,2050003164.0,2419008386.0,-2974933955.0,1257025158.0,,736060026.0,,,,-10004414.0,-543033691.0,7789907312.0,,534159508.0,1667941739.0,749047514.0,382964644.0,4007061939.0,,,,,48978433.0,530862006.0,125015789.0,6122995439.0,,2228041783.0,861115198.0,-5072055741.0,,1974981041.0,-91984011.0,,387151096.0,,1381933206.0,219240105929.0,,,,-617036928.0,4515968637.0,2962042077.0,,1381933206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949276800,-3754050926.0,,473958333.0,,473958333.0,,,,,,,,,446035880.0,,,,,,,,,,,0.84036,,,44913049769.0,,,,,,4687934028.0,,,,,,,,,,-152054398.0,,,,,,2418981481.0,,23440972222.0,1661024306.0,,,,,,2331018519.0,534210812.0,,,,,,448929398.0,228525028935.0,-1350983796.0,-3789062500.0,217292968750.0,,2334056713.0,,,,,,,,,,,,,,,,0.84036,,,,,,,,11232060185.0,5793981481.0,2865017361.0,8093026620.0,,,,,,,,,,,,,733940972.0,721932870.0,,,,534210812.0,,,,247974537.0,6366030093.0,,,,-4228009259.0,,2092013890.0,-35011574.0,,725983797.0,,,,,,,,-3892939815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957052800,-22607842.0,,497630332.0,,497630332.0,,,,,,,,,-142422136.0,,,,,,,,,,,0.889,,,48397511848.0,,,,,,4721563981.0,,,,,,,,,,-166369773.0,,,,,,2865017361.0,,23256812796.0,1670616114.0,,,,,,2541469194.0,535640018.0,,,,,,470971564.0,238413803318.0,-1821409568.0,-51281102.0,226706161137.0,,-2049696523.0,,,,,,,,,,,,,,,,0.87418,,,,,,,,11707642180.0,-3606481482.0,2722156398.0,-5744092971.0,,,,,,,,,,,,,805687204.0,784952607.0,,,,535640018.0,,,,287322275.0,6818720379.0,,,,-520213490.0,,2248222749.0,-28673260.0,,787914693.0,,,,,,,,5624278678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965001600,270416200.0,,401307967.0,,401307967.0,,,,,,,,,-64315290.0,,,,,,,,,,,0.71315,,,47461355529.0,,,,,,5026753864.0,,,,,,,,,,-157200086.0,,,,,,2722156398.0,,21027051130.0,1672116528.0,,,,,,2575802616.0,532774538.0,,,,,,376040428.0,235646551724.0,3173879690.0,197359060.0,224071046373.0,,1056305684.0,,,,,,,,,,,,,,,,0.6983,,,,,,,,11575505351.0,1629384662.0,2657550535.0,2612421880.0,,,,,,,,,,,,,763971463.0,619797860.0,,,,532774538.0,,,,218489893.0,6740487515.0,,,,-129898535.0,,2061533889.0,-73057140.0,,624256838.0,,,,,,,,-2947153370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972950400,512029958.0,,484654942.0,10921413341.0,484654942.0,,2844958879.0,,,47299725861.0,,,4911666159.0,-514960958.0,,,9137985.0,488882120.0,,11941821505.0,,233396283887.0,1491014316.0,-1.0,,-8201340238.0,,46462077368.0,,7086506244.0,,1491014316.0,-31524520256.0,4911666159.0,,-2994212610.0,1564118185.0,2863234846.0,,858970454.0,,3.28,858970454.0,-154896608.0,,,,2144380140.0,,2657550535.0,2170271094.0,18508985684.0,1681388973.0,18508985684.0,,,,-4483703930.0,2651016225.0,,3.305,,,46462077368.0,,459939739.0,233396283887.0,-871117760.0,303051554.0,220703624734.0,,45959059987.0,-345720378.0,130977764.0,,10098994822.0,,,,1564118185.0,,,,,,,3064270484.0,,,,,,1756015839.0,-1.0,,11941821505.0,-8300588591.0,2144380140.0,5960057812.0,-869631434.0,,988425221.0,,,,-149253731.0,-275662504.0,8528784648.0,,535370683.0,1681388973.0,761951816.0,719512981.0,-3339932988.0,,,,,-110609260.0,531318000.0,234858039.0,7086506244.0,,2170271094.0,-5280231496.0,4887259269.0,,2125693090.0,-208978404.0,,724412016.0,,1856533658.0,220703624734.0,,,,-630520865.0,-6985525731.0,2418519647.0,,1856533658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980899200,929395893.0,,416729126.0,,416729126.0,,,,,,,,,547144356.0,,,,,,,,,,,0.75126,,,43260380753.0,,,,,,4888322590.0,,,,,,,,,,-155898666.0,,,,,,2143606656.0,,20508169690.0,1674411632.0,,,,-1452555839.0,,2606805577.0,524620572.0,,,,,,391245690.0,242230550142.0,-1.0,921900765.0,230275820717.0,,2324988758.0,,,,,,,,,,,,,,,,0.73122,,,,,,,,11954729426.0,-5513416280.0,2690751012.0,-4765402488.0,,,,,,,,,,,,,803477739.0,643081997.0,,,,524620572.0,,,,226352871.0,7039424374.0,,,,512666767.0,,2158596912.0,-7495128.0,,647579074.0,,,,,,,,4381651926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988588800,1684240471.0,,606572482.0,,606572482.0,,,,,,,,,-117168926.0,,,,,,,,,,,1.13701,,,42917690418.0,,,,,,4923218673.0,,,,,,,,,,-178867919.0,,,,,,2690751012.0,,19058660934.0,1434275184.0,,,,-20629753743.0,,2347972973.0,519403391.0,,,,,,586609337.0,235153562654.0,-730958230.0,1593455501.0,223617936118.0,,18994114436.0,,,,,,,,,,,,,,,,1.10628,,,,,,,,11535626536.0,6070848712.0,2573710074.0,4340033938.0,,,,,,,,,,,,,827702703.0,807739558.0,,,,519403391.0,,,,201167076.0,7028562654.0,,2082309582.0,,1270195641.0,,2452395578.0,-90784970.0,,818488944.0,,,,,,,,-6138408683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996537600,3540797887.0,,443425076.0,,443425076.0,,,,,,,,,-408568702.0,,,,,,,,,,,0.84964,,,41633027523.0,,,,,,4920489297.0,,,,,,,,,,-162175311.0,,,135020550.0,,,2573710074.0,,17354740061.0,1432721713.0,,,,-5206681244.0,,1883792048.0,502373065.0,,,,,,423547401.0,230203363914.0,1600988812.0,3446417435.0,218396024465.0,,8234413626.0,,,,,,,,,62062792.0,3484019153.0,,,,,,0.82962,,,,,,,,11807339450.0,-380062402.0,2166666667.0,2429955706.0,,,,,,,,,,,,,822629969.0,626911315.0,,,,502373065.0,,,,183486239.0,6888379205.0,,2074923547.0,,-581027545.0,,2189602446.0,-94380452.0,,637614678.0,,,,,,,,-6379328870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004486400,4496256116.0,,4834192.0,2372639264.0,4834192.0,,1972702745.0,,,43455007141.0,,,4673861292.0,1294257452.0,,,2271068085.0,523726393.0,,10682431360.0,,239409617521.0,979209649.0,,,-11707665450.0,,37676559276.0,,6257736867.0,,979209649.0,-35978416124.0,4673861292.0,,10650690367.0,,2013966037.0,,1315664180.0,,2.66,1315664180.0,-150574371.0,,,139934344.0,3459768291.0,,2166666667.0,2169496905.0,17657514680.0,1050626885.0,17657514680.0,,,-8689425298.0,-4461196635.0,1663846619.0,,2.72,,,37676559276.0,,-8769056.0,239409617521.0,-84440992.0,4290567198.0,228727186161.0,,13901490321.0,-398349468.0,-179336613.0,,8500238057.0,,,,,-31018570.0,3325062232.0,,,,,3212188542.0,,,,,,1391842565.0,,,10682431360.0,-4638566665.0,3459768291.0,368052108.0,785589589.0,,501507697.0,,,,-299952389.0,1315664180.0,8720837962.0,,523249085.0,1050626885.0,759589154.0,-103749854.0,10252340899.0,,,,,,511286000.0,-108584046.0,6257736867.0,,2169496905.0,6970322171.0,1069233222.0,,1918085668.0,-205688918.0,,-91538550.0,,1471195048.0,228727186161.0,,,,-647516267.0,-3571579823.0,2144104110.0,,1471195048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012435200,-3077776018.0,,372247743.0,,372247743.0,,,,,,,,,-589260257.0,,,,,,,,,,,0.73276,,,41503247268.0,,,,,,4671313163.0,,,,,,,,,,-164739427.0,,,120386504.0,,,3459527958.0,,18875336607.0,1525423729.0,,,,-11248217963.0,,1194360843.0,489498812.0,,,,,,354823380.0,239439252336.0,-107714240.0,-3103120545.0,228062727705.0,,8029463013.0,,,,,,,,,196420086.0,-3533977507.0,,,,,,0.71273,,,,,,,,11376524632.0,1230793600.0,2868683669.0,-2013305877.0,,,,,,,,,,,,,850625693.0,519562807.0,,,,489498812.0,,,,147315064.0,6454934263.0,,2094091557.0,,-193252020.0,,2178045303.0,-25344527.0,,535403136.0,,,,,,,,4500237605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020124800,-4831899378.0,,301082013.0,,301082013.0,,,,,,,,,-313985783.0,,,,,,,,,,,0.57059,,,44472322409.0,,,,,,4404892583.0,,,,,,,,,,-166137161.0,,,116401955.0,,,2868683669.0,,17977105222.0,1519523287.0,,,,-4787535526.0,,998902305.0,490368847.0,,,,,,280696252.0,240007840677.0,1081027.0,-4916324335.0,228530657049.0,,6173140092.0,,,,,,,,,18414476.0,-4775572438.0,,,,,,0.57059,,,,,,,,11477183629.0,-1356244440.0,2556060844.0,-909698671.0,,,,,,,,,,,,,848361298.0,382625058.0,,,,490368847.0,,,,81543045.0,6540693116.0,,2090324604.0,,-455956073.0,,2193821545.0,-84424957.0,,398306413.0,,,,,,,,5429196298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028073600,-451369735.0,,345209818.0,,345209818.0,,,,,,,,,-312905979.0,,,,,,,,,,,0.66032,,,43931908155.0,,,,,,4267616785.0,,,,,,,,,,-169519295.0,,,125840203.0,,,2556060844.0,,16551068884.0,1524940618.0,,,,-13392591721.0,,1035629454.0,491283048.0,,,,,,324623911.0,250112430721.0,-339922606.0,-547459317.0,238387965162.0,,14673089690.0,,,,,,,,,8443348.0,8003928409.0,,,,,,0.65032,,,,,,,,11724465558.0,644849099.0,2242280285.0,1814532656.0,,,,,,,,,,,,,826603325.0,454473476.0,,,,491283048.0,,-151299871.0,,109263658.0,6761678543.0,,2091844814.0,,-8891567838.0,,2117181315.0,-96089582.0,,468725258.0,,,,,,,,-1676068899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036022400,4264471922.0,,399234873.0,-9291277259.0,399234873.0,,1841121495.0,,,37372274143.0,,,3794392523.0,1457585041.0,,,560747662.0,495327103.0,,11894080997.0,,252864485981.0,722741433.0,,,13629283489.0,,43714953271.0,,6917445483.0,,722741433.0,-39554517134.0,3794392523.0,,-4096573209.0,,1903426790.0,,2200934579.0,,2.68,2200934579.0,-167828416.0,,,132698441.0,3700934579.0,,2242280285.0,2158878505.0,19305295950.0,1517133956.0,19305295950.0,,,-10126171924.0,-5696261683.0,1076449783.0,,2.73,,,43714953271.0,,378386279.0,252864485981.0,-874316455.0,4085595786.0,240970404984.0,,8496581348.0,-384735202.0,283489097.0,,4306853583.0,,,,,60211187.0,-6371948557.0,,,,,3403426791.0,,,,,,1338006231.0,,,11894080997.0,-6215659942.0,3700934579.0,-8182805367.0,-1320872274.0,,423676012.0,,,,-850467290.0,241433022.0,8752336448.0,,499256056.0,1517133956.0,877694408.0,485618723.0,-4481308411.0,,,,,-449833877.0,490816000.0,86383850.0,6917445483.0,,2158878505.0,-6677570093.0,10101523593.0,,2264608815.0,-178876136.0,,502001612.0,,1417445483.0,240970404984.0,,,,-668224299.0,5375918485.0,3459501558.0,,1417445483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043971200,-9849452555.0,,398418491.0,,398418491.0,,,,,,,,,-1275851582.0,,,,,,,,,,,0.77553,,,49774939173.0,,,,,,3760644769.0,,,,,,,,,,-184002433.0,,,129257908.0,,,3701338200.0,,14820559611.0,1505474453.0,,,,-6739659367.0,,1037104623.0,493702000.0,,,,,,377128954.0,254606143552.0,147506083.0,-9914841849.0,242548661800.0,,12801094890.0,,,,,,,,,19768856.0,-8684610706.0,,,,,,0.75538,,,,,,,,12057481752.0,88199513.0,2425486618.0,6026459854.0,,,,,,,,,,,,,921532847.0,539841849.0,,,,493702000.0,,,,141423358.0,7037712895.0,,2135036496.0,,-1694038929.0,,2279501217.0,-65389294.0,,556569344.0,,,,,,,,2545620438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051660800,1404658054.0,,409566089.0,,409566089.0,,,,,,,,,286305542.0,,,,,,,,,,,0.78139,,,52381497924.0,,,,,,3174853215.0,,,,,,,,,,-184034227.0,,,125646861.0,,,2425486618.0,,15441787197.0,1479306888.0,,,,-8594724136.0,,989546040.0,505412000.0,,,,,,389517399.0,257927824717.0,231986972.0,1355483407.0,245868537878.0,,1943284317.0,,,,,,,,,-24065004.0,9049783268.0,,,,1432049.0,,0.77137,,,,,,,,12059286839.0,2979250007.0,2712301303.0,-3735181034.0,,,,,,,,,,,,,843477016.0,544178720.0,,,,495336000.0,,,,134612631.0,7035658027.0,,2087927825.0,,-8148435652.0,,2163826435.0,-49174647.0,,559931261.0,,,,,,,,2619781252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059609600,-581380562.0,,503799606.0,,503799606.0,,,,,,,,,-41976617.0,,,,,,,,,,,0.97068,,,54002251618.0,,,,,,2907402195.0,,,,,,,,,,-185017097.0,,,119426782.0,,,2712301303.0,,19663664509.0,1471995497.0,,,,-7443550637.0,,1044188010.0,507156000.0,,,,,,482690684.0,257685054883.0,307250542.0,-655389658.0,245295524909.0,,7895643309.0,,,,,,,,,-42143480.0,-12138322013.0,,,,1407261.0,,0.95067,,,,,,,,12389529975.0,-2588980621.0,2669575007.0,-2230766577.0,,,,,,,,,,,,,869687588.0,716296088.0,,,,496830000.0,,-248828334.0,,212496482.0,7299465241.0,,2068674360.0,,11014723385.0,,2306501548.0,-74009096.0,,731775964.0,,,,,,,,2770145735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067558400,40285573.0,,513567482.0,10549914.0,513567482.0,,2513517078.0,,,30685744428.0,,,2856389292.0,-154023960.0,,,1349070288.0,490571014.0,,12483186074.0,,256493472241.0,,,,7788474219.0,,54790979823.0,,7370433865.0,,,-29348542793.0,2856389292.0,,-8985889490.0,,2576816563.0,,1922721878.0,,3.44,1922721878.0,-194671418.0,,,116239463.0,2514835817.0,,2669575007.0,2045364631.0,19860213636.0,1446656996.0,19860213636.0,,,-6570608653.0,-981142028.0,956785251.0,,3.51,,,54790979823.0,,493725150.0,256493472241.0,-844992310.0,-25658072.0,244010286166.0,,8045721912.0,-254516682.0,-36924700.0,,4027429777.0,,,,,9514928.0,12119977883.0,,,,,3577739681.0,,,,,,1743373335.0,,,12483186074.0,-1459610927.0,2514835817.0,-49962329.0,-158248713.0,,688381907.0,,,,-751681393.0,-1185546617.0,9119082157.0,,507009000.0,1446656996.0,943346211.0,713629659.0,-9240406172.0,,,,,-203768.0,496208000.0,200062177.0,7370433865.0,,2045364631.0,346828432.0,176821484.0,,2369856151.0,-65943645.0,,730489516.0,,1825135171.0,244010286166.0,,,,-747725175.0,-147073206.0,3700382434.0,,1825135171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075507200,-5258073055.0,,532027528.0,,532027528.0,,,,,,,,,-625992589.0,,,,,,,,,,,1.02535,,,57458973002.0,,,,,,2460296453.0,,,,,,,,,1909740603.0,-194547380.0,,,115140286.0,,,2514557967.0,,19761778719.0,1446532557.0,,,,-9016675489.0,,955532028.0,515683000.0,,,,,,513499206.0,265394388565.0,11911064.0,-5329539439.0,252457649550.0,,8516410799.0,,,,,,,,,80730545.0,-693488618.0,,,,-177342509.0,,1.00525,,,,,,,,12936739015.0,-2320010588.0,1888565379.0,-2894388565.0,,,,,,,,,,,,,952885124.0,771572261.0,,,,501218000.0,,-399682372.0,,239544733.0,7897035469.0,,2027527792.0,,-5205134993.0,,2363684489.0,-71466384.0,,788777131.0,,,,,,,,7526469031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083283200,-387066120.0,,601947073.0,,601947073.0,,,,,,,,,313364041.0,,,,,,,,,,,1.16345,,,57400246812.0,,,,,,2487316605.0,,,,,,,,,1992321404.0,-220919506.0,,,115217591.0,,,1888565379.0,,22266556972.0,1446592623.0,,,,-10172958406.0,,921431510.0,516430000.0,,,,,,581379405.0,273056355409.0,260953326.0,-476027543.0,259646236117.0,,8641137535.0,,,,,,,,,-2573408.0,-5490523448.0,,,,-57589469.0,,1.12333,,,,,,,,13410119292.0,-6358173974.0,2202111614.0,-8044868257.0,,,,,,,,,,,,,935143288.0,851501440.0,,,,502619000.0,,-701558.0,,249554367.0,8216097628.0,,2029343206.0,,4498978404.0,,2436583025.0,-88961423.0,,866584397.0,,,,,,,,8743927239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091232000,6620521743.0,,653359947.0,,653359947.0,,,,,,,,,528197410.0,,,,,,,,,,,1.2684,,,50620093147.0,,,,,,2461743180.0,,,,,,,,,2138389887.0,-220594325.0,,,118278184.0,,,2202111614.0,,20787757818.0,1446440452.0,,,,-3000652200.0,,900864937.0,514800000.0,,,,,,633399867.0,261944111776.0,-141127862.0,6570703376.0,248318030605.0,,7759284667.0,,,,,,,,,57571406.0,4382282192.0,,,,-165003327.0,,1.23844,,,,,,,,13626081171.0,-692407587.0,2730538922.0,3701731872.0,,,,,,,,,,,,,919494345.0,948769129.0,,,,502177000.0,,-148339.0,,295409182.0,8525615436.0,,2021290752.0,,1491253063.0,,2389886893.0,-49818367.0,,962075848.0,,,,,,,,-9791354354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
