date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualEbitda,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyOperatingExpense,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,quarterlyCurrentDebt,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,annualPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyBasicEPS,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyGrossPPE,annualDilutedAverageShares,annualInvestingCashFlow,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,annualDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,annualChangeInWorkingCapital,quarterlyDilutedAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyRetainedEarnings,annualOperatingIncome,annualTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualTaxProvision,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,annualBasicEPS,trailingTaxProvision,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualNetPPE,annualOperatingCashFlow,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,trailingCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingOperatingIncome,trailingDeferredIncomeTax,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyOtherNonCurrentAssets,trailingRepaymentOfDebt,annualInventory,quarterlyNetOtherFinancingCharges,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOtherNonCashItems,annualChangeInInventory,trailingGrossProfit,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,annualChangesInAccountReceivables,trailingCapitalExpenditure,quarterlyCurrentLiabilities,trailingOperatingCashFlow,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualGrossProfit,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,trailingBasicEPS,quarterlyCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,trailingEndCashPosition,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualAccountsPayable,annualCostOfRevenue,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,quarterlyEndCashPosition,trailingChangeInInventory,trailingPurchaseOfBusiness,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualCurrentAssets,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyAccountsReceivable,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingInterestExpense,trailingInvestingCashFlow,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
2009-12-31,8705000000.0,29994000000.0,30980000000.0,-4637000000.0,,,,-38909000000.0,128299000000.0,84513000000.0,-11363000000.0,278872000000.0,17463000000.0,25165000000.0,84513000000.0,84513000000.0,17131000000.0,,,1837000000.0,,,50584000000.0,,-739000000.0,,,6694000000.0,-304629000000.0,-2956000000.0,,,25165000000.0,16277000000.0,-57077000000.0,29994000000.0,21366000000.0,683000000.0,,13802000000.0,8705000000.0,,0.34,,-269000000.0,-11363000000.0,2228791000000.0,18410000000.0,3942000000.0,-6158000000.0,,,86812000000.0,4376000000.0,78743000000.0,0.0,,86812000000.0,29994000000.0,,5834000000.0,385000000.0,2364452000000.0,2364452000000.0,7079000000.0,17463000000.0,,250766000000.0,146896000000.0,-5235000000.0,,0.34,,1091617000000.0,241341000000.0,2228791000000.0,128299000000.0,7344000000.0,1091617000000.0,-227000000.0,84513000000.0,2538000000.0,,,16277000000.0,1837000000.0,257466000000.0,13802000000.0,6898000000.0,5834000000.0,,29994000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,5712000000.0,11968000000.0,,,,,,,,,,,,,,,,,,,,20996000000.0,0.18,,,,14616666667.0,5241000000.0,,,,,,,,,,2813000000.0,,,,,,,,,14616666667.0,,,,,,8898000000.0,,,,,,,,,,2631000000.0,,,,,,,,,,,,,,,,2631000000.0,2899000000.0,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,8755000000.0,27859000000.0,,,5392000000.0,13151000000.0,,,135943000000.0,,0.0,,18364000000.0,,101135000000.0,101135000000.0,,,,,,,,,,21563000000.0,,,,,,4676000000.0,13291000000.0,,,,,,,13291000000.0,,1043000000.0,,,,,,,,,,,92925000000.0,,,,3000000.0,,27859000000.0,,,,,2418454000000.0,,,4132000000.0,,,,,,,,,2275131000000.0,,,1125494000000.0,,,,4132000000.0,4349000000.0,,1264000000.0,262283000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,8843000000.0,29922000000.0,40637000000.0,-2475000000.0,4408000000.0,13486000000.0,,22171000000.0,147667000000.0,82512000000.0,-10690000000.0,250766000000.0,,22211000000.0,57383000000.0,82512000000.0,15156000000.0,,,1093000000.0,,,49455000000.0,,-1675000000.0,20609000000.0,0.15,14191000000.0,-341202000000.0,-3712000000.0,21613333333.0,3753000000.0,22211000000.0,17633000000.0,-34973000000.0,29922000000.0,18904000000.0,812000000.0,,11521000000.0,8843000000.0,892000000.0,0.72,,-218000000.0,-10690000000.0,2299774000000.0,345000000.0,52030000000.0,29005000000.0,21613333333.0,,97350000000.0,15300000000.0,80014000000.0,-19566000000.0,10199000000.0,97350000000.0,,,13159000000.0,4846000000.0,2454689000000.0,2454689000000.0,16520000000.0,19057000000.0,3242000000.0,274076000000.0,266921000000.0,-4449000000.0,,0.73,,1063762000000.0,321846000000.0,2299774000000.0,147667000000.0,11474000000.0,1063762000000.0,,82512000000.0,2801000000.0,3242000000.0,3516000000.0,17404000000.0,,,11521000000.0,55742000000.0,13159000000.0,0.15,29922000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,4906000000.0,13772000000.0,,,152546000000.0,,,,,,71754000000.0,71754000000.0,,,,,,,,,,20443000000.0,0.23,,,,18056521739.0,4287000000.0,,,,,,,,,,491000000.0,,,,,,,,,18877272727.0,,,,,,10369000000.0,,,,,,,2597806000000.0,,,4153000000.0,,,,,,,,,2437947000000.0,,,1150344000000.0,,,,4153000000.0,4415000000.0,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,8909000000.0,32028000000.0,,,6568000000.0,3214000000.0,,,160250000000.0,,,,19745000000.0,,103021000000.0,103021000000.0,,,,,,,,,,20897000000.0,0.28,,,,18078571429.0,5631000000.0,,,,,,,,11594000000.0,,1221000000.0,,,,,,,,,18748148148.0,,106004000000.0,,,,187000000.0,,,,,,,2690987000000.0,,,5062000000.0,,,,,,,,,2523450000000.0,,,1171361000000.0,,,,5062000000.0,5347000000.0,,1157000000.0,182556000000.0,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,7155000000.0,1555000000.0,,,,,,,,,,,,,,,,,,,,21216000000.0,0.29,,,,18006896552.0,6188000000.0,,,,,,,,,,1634000000.0,,,,,,,,,18650000000.0,,,,,,9869000000.0,,,,,,,,,,5222000000.0,,,,,,,,,,,,,,,,5222000000.0,5521000000.0,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,8934000000.0,29034000000.0,43871000000.0,-3777000000.0,3243000000.0,3009000000.0,,59745000000.0,158725000000.0,159032000000.0,-9994000000.0,274076000000.0,20922000000.0,20859000000.0,159032000000.0,159032000000.0,17459000000.0,,,1518000000.0,,,52726000000.0,,-90000000.0,19453000000.0,0.12,17944000000.0,-319008000000.0,-3076000000.0,19666666667.0,2502000000.0,20859000000.0,17922000000.0,-9931000000.0,,22343000000.0,,,10865000000.0,8934000000.0,582000000.0,0.91,,200000000.0,-9994000000.0,2389486000000.0,96000000.0,76686000000.0,36600000000.0,19666666667.0,,111868000000.0,18608000000.0,83461000000.0,0.0,-12920000000.0,111868000000.0,,,16797000000.0,3928000000.0,2555579000000.0,2555579000000.0,18608000000.0,20922000000.0,2360000000.0,325449000000.0,161619000000.0,-6155000000.0,,0.92,,1097273000000.0,311702000000.0,2389486000000.0,158725000000.0,30718000000.0,1097273000000.0,-457000000.0,159032000000.0,,2360000000.0,2661000000.0,17700000000.0,1518000000.0,161619000000.0,10865000000.0,79762000000.0,16797000000.0,0.12,29034000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,4322000000.0,4239000000.0,,,163708000000.0,,,,,,153382000000.0,153382000000.0,,0.0,1284428000000.0,,,,,,,19944000000.0,0.13,,,,19853846154.0,13835000000.0,,,,,,,,,,1385000000.0,,3482000000.0,,,,,,,19853846154.0,,,,,,4239000000.0,,,,,,,2637218000000.0,,,2581000000.0,,,,,,,,,2466029000000.0,,,1141641000000.0,,,,2581000000.0,2937000000.0,,,136560000000.0,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,9081000000.0,28916000000.0,,,8415000000.0,2536000000.0,,,165845000000.0,,,,21283000000.0,,180269000000.0,180269000000.0,,10173000000.0,,,,,,,,18897000000.0,0.32,,,,18303125000.0,-2941000000.0,,,,,,,,10642000000.0,,2244000000.0,,17585000000.0,,,,,,,18893548387.0,,116266000000.0,,,,24540000000.0,,,,,,,2652334000000.0,,,5857000000.0,,,,,,,,,2478568000000.0,,,1197141000000.0,,,,6171000000.0,6171000000.0,,1585000000.0,155239000000.0,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,3481000000.0,3877000000.0,,,171630000000.0,,,,,,138628000000.0,138628000000.0,,,,,,,,,,17919000000.0,0.13,,,,19215384615.0,2567000000.0,,,,,,,,,,658000000.0,,,,,,,,,19215384615.0,,,,,,10279000000.0,,,,,,,2721061000000.0,,,2498000000.0,,,,,,,,,2541297000000.0,,,1231713000000.0,,,,2498000000.0,2823000000.0,,,114106000000.0,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,9238000000.0,8463000000.0,42132000000.0,-1754000000.0,4431000000.0,3563000000.0,,-11735000000.0,175242000000.0,171578000000.0,-10610000000.0,325449000000.0,,21198000000.0,148835000000.0,171578000000.0,19983000000.0,,,1109000000.0,,,57142000000.0,,-1804000000.0,16661000000.0,0.16,15334000000.0,-342974000000.0,-2326000000.0,19318750000.0,7188000000.0,21198000000.0,18271000000.0,5653000000.0,21390000000.0,19030000000.0,988000000.0,,10588000000.0,9238000000.0,1028000000.0,0.74,,-14000000.0,-10610000000.0,2509409000000.0,594000000.0,-11482000000.0,-27451000000.0,19318750000.0,,120347000000.0,17092000000.0,73421000000.0,0.0,-11500000000.0,120347000000.0,21390000000.0,,14027000000.0,5315000000.0,2692538000000.0,2692538000000.0,20649000000.0,22742000000.0,3091000000.0,315308000000.0,29479000000.0,-6498000000.0,,0.74,,1042451000000.0,329926000000.0,2509409000000.0,175242000000.0,19778000000.0,1042451000000.0,-25000000.0,171578000000.0,2531000000.0,3403000000.0,3403000000.0,18125000000.0,1109000000.0,52221000000.0,10588000000.0,-9156000000.0,14027000000.0,0.16,8463000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,8434000000.0,3553000000.0,,,175339000000.0,,,,,,135240000000.0,135240000000.0,,,,,,,,,,20968000000.0,0.34,,,,18685294118.0,7898000000.0,,,,,,,,,,1324000000.0,,,,,,,,,19251515152.0,,,,,,3553000000.0,,,,,,,2681356000000.0,,,6353000000.0,,,,,,,,,2497608000000.0,,,1223056000000.0,,,,7110000000.0,7110000000.0,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,9313000000.0,28537000000.0,,,5637000000.0,20997000000.0,,,174070000000.0,,,,24275000000.0,,180976000000.0,180976000000.0,,,,,,,,,,18609000000.0,,,,,,4959000000.0,,,,,,,,10572000000.0,,1401000000.0,,,,,,,,,,,124332000000.0,,,,2598000000.0,,,,,,,2645316000000.0,,,3931000000.0,,,,,,,,,2462955000000.0,,,1187022000000.0,,,,3174000000.0,4236000000.0,,,28821000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,4530000000.0,4116000000.0,,,179051000000.0,,,,,,170206000000.0,170206000000.0,,,,,,,,,,18721000000.0,0.16,,,,20000000000.0,4530000000.0,,,,,,,,,,1045000000.0,,,,,,,,,20000000000.0,,,,,,9584000000.0,,,,,,,2723362000000.0,,,3200000000.0,,,,,,,,,2535668000000.0,,,1181108000000.0,,,,3200000000.0,3485000000.0,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,9415000000.0,8739000000.0,40513000000.0,-1662000000.0,3964000000.0,3425000000.0,,31411000000.0,181871000000.0,197840000000.0,-11080000000.0,315308000000.0,,21927000000.0,166599000000.0,197840000000.0,17065000000.0,,,,,,52248000000.0,,-26000000.0,17407000000.0,0.14,17800000000.0,-363979000000.0,-2786000000.0,19428571429.0,3482000000.0,21927000000.0,18654000000.0,-6585000000.0,21179000000.0,15653000000.0,630000000.0,,10847000000.0,9415000000.0,995000000.0,0.84,,-573000000.0,-11080000000.0,2480859000000.0,297000000.0,42191000000.0,15858000000.0,19428571429.0,,128728000000.0,20240000000.0,75705000000.0,6518000000.0,3425000000.0,128728000000.0,21179000000.0,,16204000000.0,4765000000.0,2671318000000.0,2671318000000.0,22565000000.0,25220000000.0,2720000000.0,346281000000.0,28976000000.0,-6987000000.0,,0.84,,990299000000.0,342539000000.0,2480859000000.0,181871000000.0,11995000000.0,990299000000.0,-32000000.0,197840000000.0,2330000000.0,2720000000.0,2969000000.0,18530000000.0,,,10847000000.0,44977000000.0,16204000000.0,0.14,8739000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,6785000000.0,3343000000.0,,,183945000000.0,,,,,,165838000000.0,165838000000.0,,,,,,,,,,18899000000.0,0.27,,,,19300000000.0,6234000000.0,,,,,,,,,,1275000000.0,,,,,,,,,19300000000.0,,,,,,3343000000.0,,,,,,,2758447000000.0,,,5211000000.0,,,,,,,,,2565999000000.0,,,1083598000000.0,,,,5211000000.0,5510000000.0,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,9535000000.0,29740000000.0,,,5555000000.0,3716000000.0,,,190281000000.0,,,,26640000000.0,,166921000000.0,166921000000.0,,,,,,,,,,18789000000.0,0.23,,,,19717391304.0,4826000000.0,,,,,,,,10747000000.0,,747000000.0,,,,,,,,,19717391304.0,,134958000000.0,,,,9414000000.0,,,,,,,2753593000000.0,,,4535000000.0,,,,,,,,,2554871000000.0,,,1089975000000.0,,,,4535000000.0,4808000000.0,,,28052000000.0,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,4609000000.0,3263000000.0,,,193597000000.0,,,,,,133424000000.0,133424000000.0,,,,,,,,,,18715000000.0,0.17,,,,20182352941.0,3924000000.0,,,,,,,,,,987000000.0,,,,,,,,,20182352941.0,,,,,,11091000000.0,,,,,,,2728645000000.0,,,3431000000.0,,,,,,,,,2526480000000.0,,,1081586000000.0,,,,3431000000.0,3622000000.0,,,90234000000.0,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,9609000000.0,8408000000.0,37248000000.0,-3163000000.0,1731000000.0,3023000000.0,,-28201000000.0,190447000000.0,162558000000.0,,346281000000.0,,10532000000.0,129957000000.0,162558000000.0,18565000000.0,,,,,,54594000000.0,,-30000000.0,17059000000.0,0.02,14705000000.0,-384199000000.0,-2380000000.0,19217874260.0,1164000000.0,10532000000.0,19056000000.0,-4961000000.0,19169000000.0,16250000000.0,732000000.0,,10532000000.0,9609000000.0,966000000.0,0.69,,-573000000.0,,2434161000000.0,5852000000.0,-23752000000.0,-67937000000.0,19217874260.0,,137144000000.0,16148000000.0,73462000000.0,-1035000000.0,11892000000.0,137144000000.0,19169000000.0,,13688000000.0,3975000000.0,2634139000000.0,2634139000000.0,18680000000.0,27674000000.0,511000000.0,301301000000.0,122611000000.0,-7184000000.0,,0.69,,1040560000000.0,382837000000.0,2434161000000.0,190447000000.0,-421000000.0,1040560000000.0,-234000000.0,162558000000.0,2251000000.0,511000000.0,765000000.0,18960000000.0,,,10532000000.0,-21372000000.0,13688000000.0,0.02,8408000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,7059000000.0,4226000000.0,,,187137000000.0,,,,,,133025000000.0,133025000000.0,,,,,,,,,,19780000000.0,0.26,,,,20226923077.0,6477000000.0,,,,,,,,,,1367000000.0,,,,,,,,,20226923077.0,,,,,,8845000000.0,,,,,,,2669724000000.0,,,5259000000.0,,,,,,,,,2473230000000.0,,,1131491000000.0,,,,5259000000.0,5692000000.0,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,9758000000.0,24913000000.0,,,6569000000.0,2624000000.0,,,192427000000.0,,,,28104000000.0,,182618000000.0,182618000000.0,,,,,,,,,,19177000000.0,0.22,,,,19813636364.0,5840000000.0,,,,,,,,,,1540000000.0,,,,,,,,,19813636364.0,,141208000000.0,,,,10342000000.0,,,,,,,2571713000000.0,,,4359000000.0,,,,,,,,,2370331000000.0,,,1028635000000.0,,,,4359000000.0,5029000000.0,,,24781000000.0,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,6097000000.0,1276000000.0,,,192495000000.0,,,,,,126324000000.0,126324000000.0,,,,,,,,,,16090000000.0,0.25,,,,20916000000.0,5408000000.0,,,,,,,,,,634000000.0,,,,,,,,,20916000000.0,,,,,,9039000000.0,,,,,,,2548523000000.0,,,5229000000.0,,,,,,,,,2347094000000.0,,,1029220000000.0,,,,5229000000.0,5463000000.0,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,9842000000.0,8311000000.0,35731000000.0,-2157000000.0,-858000000.0,3166000000.0,,-43611000000.0,188460000000.0,133112000000.0,,301301000000.0,,9923000000.0,98934000000.0,133112000000.0,17662000000.0,,,,,,51060000000.0,,,14990000000.0,-0.07,15096000000.0,-438376000000.0,-2306000000.0,18928571429.0,-1414000000.0,9923000000.0,19517000000.0,-38912000000.0,16294000000.0,14658000000.0,,,9923000000.0,9842000000.0,230000000.0,0.64,,-950000000.0,,2212138000000.0,4058000000.0,-3428000000.0,-40934000000.0,18928571429.0,,143976000000.0,16311000000.0,70037000000.0,2023000000.0,11542000000.0,143976000000.0,16294000000.0,,13522000000.0,3771000000.0,2409656000000.0,2409656000000.0,18867000000.0,28410000000.0,-1325000000.0,243863000000.0,22702000000.0,-7498000000.0,,0.65,,933660000000.0,399636000000.0,2212138000000.0,188460000000.0,10765000000.0,933660000000.0,-463000000.0,133112000000.0,,-1325000000.0,-1088000000.0,19380000000.0,,,9923000000.0,-1122000000.0,13522000000.0,-0.07,8311000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,6106000000.0,2972000000.0,,,191568000000.0,,,,,,126265000000.0,126265000000.0,,,,,,,,,,17776000000.0,0.2,,,,21505000000.0,5551000000.0,,,,,,,,,,1571000000.0,,,,,,,,,21505000000.0,,,,,,8264000000.0,,,,,,,2595666000000.0,,,4301000000.0,,,,,,,,,2395299000000.0,,,1079876000000.0,,,,4301000000.0,4535000000.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,9906000000.0,24053000000.0,,,3608000000.0,21446000000.0,,,191257000000.0,,,,29011000000.0,,163867000000.0,163867000000.0,,,,,,,,,,16840000000.0,,,,,,2925000000.0,,,,,,,,,,720000000.0,,,,,,,,,,,145710000000.0,,,,11375000000.0,,,,,,,2608149000000.0,,,2611000000.0,,,,,,,,,2409852000000.0,,,1135143000000.0,,,,2611000000.0,2888000000.0,,,21669000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,843000000.0,3717000000.0,,,188108000000.0,,,,,,120270000000.0,120270000000.0,,,,,,,,,,14720000000.0,-0.03,,,,19949203663.0,225000000.0,,,,,,,,,,803000000.0,,,,,,,,,19949203663.0,,,,,,12438000000.0,,,,,,,2557261000000.0,,,-204000000.0,,,,,,,,,2361949000000.0,,,1108630000000.0,,,,-204000000.0,40000000.0,,,,,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
