date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualFreeCashFlow,quarterlyEndCashPosition,annualAccountsPayable,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualOperatingExpense,quarterlyCurrentAssets,annualDilutedEPS,trailingNetIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingStockBasedCompensation,trailingGrossProfit,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1988-12-31,,,0.0,500000.0,,854600000.0,,404100000.0,,12000000.0,,182100000.0,-461200000.0,,,,,0.0,,,,,,,20000000.0,,,,,-461200000.0,162300000.0,,,113300000.0,,,,,464400000.0,256700000.0,142300000.0,,,,268400000.0,505000000.0,1.81,,62596685.0,16900000.0,162300000.0,211300000.0,,,8100000.0,0.0,,,505000000.0,12000000.0,8100000.0,113300000.0,0.0,,,,,-100000.0,,,249700000.0,113300000.0,62596685.0,505200000.0,20000000.0,,,,,,,,464400000.0,,,667500000.0,,69500000.0,,,505200000.0,27100000.0,-110300000.0,,11900000.0,16900000.0,16900000.0,,,,146400000.0,,,139500000.0,,162500000.0,,450500000.0,3400000.0,142300000.0,,,16200000.0,146400000.0,0.0,139500000.0,,500000.0,,,,16200000.0,,,,-100000.0,200800000.0,11900000.0,,,0.0,,,,,16900000.0,,2600000.0,,,141800000.0,,,182800000.0,,667500000.0,,,,162500000.0,256700000.0,,,,-110300000.0,,,,,,,,,,,,,,,1.81,,,,,,,141800000.0,0.0,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,232100000.0,,,0.51,,,,,,,,,,,,,,232100000.0,,,,,,,,,,,,,,,,,,,,,,232100000.0,,,,,,,,,,,,,,61906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,31400000.0,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61906000.0,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,27300000.0,,,,,,49300000.0,,,0.44,,,,,,,,,,,,,,43900000.0,184000000.0,,,,,,,,491500000.0,284300000.0,155100000.0,,,,,536700000.0,,,,,,226400000.0,,,7700000.0,9800000.0,,,,11900000.0,,,,,,62045455.0,,,109600000.0,,,,,,28900000.0,,,,116800000.0,27300000.0,,,,,,,,,,67500000.0,534800000.0,27300000.0,-118700000.0,,11400000.0,4300000.0,4300000.0,,,-900000.0,165600000.0,,,147400000.0,15700000.0,,72900000.0,,,,,0.44,16500000.0,,,,,29900000.0,,,,,,,,0.0,,,,,,43000000.0,,,,,,,,,101100000.0,,,,,718800000.0,,,,182100000.0,,,,,,,,,,,,,,24100000.0,,,,,,,,,62045455.0,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,23400000.0,,,,,,42200000.0,-11100000.0,,0.38,,,0.0,,-16400000.0,,5000000.0,,,,,,,37200000.0,183700000.0,-4700000.0,,,,5500000.0,-200000.0,,514900000.0,299900000.0,152700000.0,,,,,548900000.0,,,,,,212600000.0,,,7700000.0,12100000.0,,,,15700000.0,,,,12100000.0,,61578947.0,,,104600000.0,,,,,,31000000.0,,,,108000000.0,23400000.0,,,,1500000.0,,,,,,65800000.0,559800000.0,23400000.0,-122000000.0,,11200000.0,6100000.0,6100000.0,,,-100000.0,177900000.0,,,135300000.0,13700000.0,,70800000.0,,,,,0.38,16700000.0,,,,,35400000.0,,,,,100000.0,,-5200000.0,0.0,,,300000.0,,,37100000.0,,,-17900000.0,,23400000.0,,,,92600000.0,,,,,743500000.0,,,,194600000.0,,,,,,,1800000.0,,,,0.0,,,24700000.0,,,,,,,,,61578947.0,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,0.0,37400000.0,,890800000.0,22700000.0,429100000.0,,18500000.0,,166800000.0,41700000.0,-11100000.0,100000.0,,,-10900000.0,0.0,40300000.0,-23500000.0,5400000.0,6200000.0,,25400000.0,,,,,35500000.0,204900000.0,4000000.0,-63000000.0,104700000.0,,7300000.0,-1500000.0,,526400000.0,317800000.0,179500000.0,,,,294900000.0,564600000.0,1.7,,61588235.0,5100000.0,204900000.0,219700000.0,-1800000.0,,7700000.0,6700000.0,-42700000.0,,564600000.0,18500000.0,7700000.0,104700000.0,16900000.0,-1800000.0,,,,0.0,104800000.0,,273000000.0,104700000.0,61588235.0,572700000.0,25400000.0,-200000.0,,,114900000.0,22700000.0,,,526400000.0,-1200000.0,,777600000.0,,60800000.0,21900000.0,73200000.0,572700000.0,22700000.0,-122800000.0,,11000000.0,5100000.0,5100000.0,,,3000000.0,195000000.0,,,137100000.0,12700000.0,213000000.0,79400000.0,461700000.0,1900000.0,179500000.0,,,18000000.0,195000000.0,61200000.0,137100000.0,,37400000.0,,,,18000000.0,0.0,,-8700000.0,0.0,188700000.0,11000000.0,400000.0,,6700000.0,35400000.0,2400000.0,,-23900000.0,5100000.0,31200000.0,3300000.0,,,101800000.0,,,165500000.0,,777600000.0,,,,213000000.0,317800000.0,,,,-122800000.0,,-1000000.0,,,-2200000.0,0.0,,,40300000.0,,,,-72100000.0,-11800000.0,1.7,,,,,-700000.0,,101800000.0,-72300000.0,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,,31100000.0,,,,,,53500000.0,-11100000.0,,0.51,,,0.0,,-12800000.0,,6500000.0,,,,,,,47000000.0,225100000.0,-23900000.0,,,,1500000.0,,,546500000.0,321100000.0,197600000.0,,,,,598900000.0,,,,,,240400000.0,,,7700000.0,9200000.0,,,,22300000.0,,,,,,60980392.0,,,113400000.0,,,,,,27500000.0,,,,127000000.0,31100000.0,,,,-600000.0,,,,,,73500000.0,593000000.0,31100000.0,-122800000.0,,10600000.0,6200000.0,6200000.0,,,2100000.0,198300000.0,,,143200000.0,18000000.0,,80000000.0,,,,,0.51,20900000.0,,,,,46900000.0,,,,,500000.0,,300000.0,0.0,,,,,,49100000.0,,,-12200000.0,,13700000.0,,,,117300000.0,,,,,818100000.0,,,,219200000.0,,,,,,,1100000.0,,,,5100000.0,,,33400000.0,,,,,,,,,60980392.0,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,27200000.0,,,,,,50300000.0,-11100000.0,,0.44,,,0.0,,-11400000.0,,6700000.0,,,,,,,43600000.0,262700000.0,-31600000.0,,,,-16100000.0,,,551400000.0,326800000.0,227800000.0,,,,,637500000.0,,,,,,239500000.0,,,7300000.0,17600000.0,,,,21800000.0,,,,,,61818182.0,,,114700000.0,,,,,,34900000.0,,,,124800000.0,27200000.0,,,,1300000.0,,,,,,74500000.0,599900000.0,27200000.0,-122800000.0,,10000000.0,4800000.0,4800000.0,,,-900000.0,204000000.0,,,167600000.0,15600000.0,,81200000.0,,,,,0.44,21100000.0,,,,,72400000.0,,,,,300000.0,,13300000.0,0.0,,,,,,42800000.0,,,-12700000.0,,-3400000.0,,,,122700000.0,,,,,862600000.0,,,,225100000.0,,,,,,,-1400000.0,,,,0.0,,,32700000.0,,,,,,,,,61818182.0,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,25200000.0,,,,,,45800000.0,-11200000.0,,0.41,,,0.0,,-3400000.0,,5700000.0,0.0,,,,,,40100000.0,261500000.0,-23900000.0,,,,-2900000.0,1300000.0,,576600000.0,330800000.0,226300000.0,,,,,661800000.0,,,,,,227900000.0,,,7300000.0,16600000.0,,,,25100000.0,,,,-8000000.0,,61463415.0,,,107400000.0,,,,,,35200000.0,,,,120500000.0,25200000.0,,,,7800000.0,,,,,,74700000.0,629400000.0,25200000.0,-122800000.0,,11300000.0,6100000.0,6100000.0,,,-400000.0,208000000.0,,,175600000.0,14400000.0,,80400000.0,,,,,0.41,21100000.0,,,,,77400000.0,,,,,3000000.0,,-3600000.0,0.0,,,,,,39600000.0,,,-11200000.0,,8300000.0,,,,117100000.0,,,,,890900000.0,,,,229100000.0,,,,,,,1300000.0,,,,0.0,,,31800000.0,,,,,,,,,61463415.0,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,0.0,76900000.0,,931500000.0,17300000.0,438000000.0,,26900000.0,,109800000.0,-15400000.0,-11100000.0,-100000.0,,,-5300000.0,0.0,37100000.0,-8800000.0,4300000.0,5500000.0,200000.0,34700000.0,,,,,-20900000.0,271500000.0,3400000.0,-76000000.0,100800000.0,,12200000.0,-5900000.0,,582700000.0,347200000.0,236800000.0,,,,383700000.0,675000000.0,1.63,,61840491.0,6600000.0,271500000.0,223700000.0,1400000.0,,7300000.0,15300000.0,-44500000.0,,675000000.0,26900000.0,7300000.0,100800000.0,5100000.0,-6500000.0,,,,100000.0,102500000.0,,359300000.0,100800000.0,61840491.0,636400000.0,34700000.0,100000.0,,,121200000.0,17300000.0,,,582700000.0,-7100000.0,,907900000.0,,59100000.0,24400000.0,136600000.0,636400000.0,17300000.0,-136800000.0,,12100000.0,6600000.0,6600000.0,,,55900000.0,210400000.0,,,182100000.0,11100000.0,232900000.0,142100000.0,493500000.0,56800000.0,236800000.0,,,22400000.0,210400000.0,39100000.0,182100000.0,,76900000.0,,,,22400000.0,-100000.0,,-11200000.0,100000.0,134200000.0,12100000.0,500000.0,,15300000.0,28400000.0,-45000000.0,,-8300000.0,6600000.0,20500000.0,6800000.0,,,122800000.0,,,159900000.0,,907900000.0,,,,232900000.0,347200000.0,,,,-136800000.0,,500000.0,,,-5600000.0,0.0,,,37100000.0,,,,-44400000.0,1500000.0,1.63,,,,,-1200000.0,,122800000.0,-36400000.0,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,,,,17400000.0,,,,,,37800000.0,-11200000.0,,0.28,,,0.0,,-6000000.0,,6700000.0,,,,,,,31100000.0,254200000.0,4600000.0,,,,23100000.0,-1000000.0,,589000000.0,344700000.0,217200000.0,,,,,665400000.0,,,,,,223000000.0,,,7300000.0,18200000.0,,,,27900000.0,,,,17500000.0,,62142857.0,,,107500000.0,,,,,,37000000.0,,,,115500000.0,17400000.0,,,,-2000000.0,,,,,,77700000.0,641900000.0,17400000.0,-136800000.0,,11500000.0,6000000.0,6000000.0,,,-3400000.0,207900000.0,,,164600000.0,10300000.0,,84400000.0,,,,,0.28,22800000.0,,,,,65400000.0,,,,,100000.0,,-21600000.0,0.0,,,1000000.0,,,27700000.0,,,-4000000.0,,27100000.0,,,,129600000.0,,,,,896100000.0,,,,230700000.0,,,,,,,-600000.0,,,,6600000.0,,,22200000.0,,,,,,,,,62142857.0,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,19800000.0,,,,,,40600000.0,-11100000.0,,0.32,,,0.0,,-6600000.0,,6800000.0,,,,,,,33800000.0,250700000.0,7100000.0,,,,28700000.0,0.0,,586200000.0,357900000.0,210000000.0,,,,,673200000.0,,,,,,225300000.0,,,7300000.0,22300000.0,,,,30600000.0,,,,5000000.0,,61875000.0,,,108100000.0,,,,,,40700000.0,,,,117200000.0,19800000.0,,,,-1000000.0,,,,,,76600000.0,662000000.0,19800000.0,-149300000.0,,11100000.0,10200000.0,10200000.0,,,-2000000.0,208600000.0,,,165000000.0,12000000.0,,83400000.0,,,,,0.32,31000000.0,,,,,46500000.0,,,,,-100000.0,,-23500000.0,-100000.0,,,7100000.0,,,31800000.0,,,-5600000.0,,34300000.0,,,,140800000.0,,,,,912700000.0,,,,239500000.0,,,,,,,4200000.0,,,,0.0,,,22700000.0,,,,,,,,,61875000.0,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,19100000.0,,,,,,35700000.0,-11400000.0,,0.3,,,0.0,,-2400000.0,,6500000.0,,,,,,,29000000.0,224700000.0,10300000.0,,,,31100000.0,500000.0,,605300000.0,360800000.0,185500000.0,,,,,671400000.0,,,,,,215500000.0,,,7200000.0,20400000.0,,,,32600000.0,,,,6200000.0,,63666667.0,,,100500000.0,,,,,,39200000.0,,,,115000000.0,19100000.0,,,,2800000.0,,,,,,79300000.0,683700000.0,19100000.0,-154200000.0,,11600000.0,13600000.0,13600000.0,,,1400000.0,206600000.0,,,158700000.0,11300000.0,,86000000.0,,,,,0.3,30400000.0,,,,,26500000.0,,,,,0.0,,-30600000.0,0.0,,,800000.0,,,30400000.0,,,-5200000.0,,36300000.0,,,,136300000.0,,,,,908400000.0,,,,237000000.0,,,,,,,3400000.0,,,,0.0,,,22700000.0,,,,,,,,,63666667.0,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,0.0,,,881600000.0,16900000.0,418300000.0,,34000000.0,,123900000.0,35500000.0,-11400000.0,0.0,,,108600000.0,0.0,32200000.0,-1200000.0,10600000.0,5600000.0,,86000000.0,,,,,29900000.0,262700000.0,19000000.0,41000000.0,73200000.0,,25700000.0,-6600000.0,,571900000.0,361900000.0,176700000.0,,,,339400000.0,666600000.0,1.17,,62564103.0,10900000.0,262700000.0,217800000.0,1400000.0,,7200000.0,78800000.0,-45100000.0,,666600000.0,34000000.0,7200000.0,73200000.0,6600000.0,-1400000.0,,,,0.0,102000000.0,,313800000.0,73200000.0,62564103.0,652700000.0,86000000.0,,,,115800000.0,16900000.0,,,571900000.0,1600000.0,,915400000.0,,45300000.0,25600000.0,80300000.0,652700000.0,16900000.0,-155400000.0,,,10900000.0,10900000.0,,,4000000.0,206500000.0,,,160100000.0,11700000.0,248800000.0,85900000.0,463300000.0,-100000.0,176700000.0,,,42300000.0,206500000.0,132000000.0,160100000.0,,,,,,42300000.0,0.0,,-35700000.0,0.0,149500000.0,,1700000.0,,78800000.0,28600000.0,27300000.0,,-8600000.0,10900000.0,34300000.0,5300000.0,,,144500000.0,,,118500000.0,,915400000.0,,,,248800000.0,361900000.0,,,,-155400000.0,,-2700000.0,,,-7100000.0,0.0,,,32200000.0,,,,-23400000.0,4300000.0,1.17,,,,,-111400000.0,,144500000.0,-16200000.0,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,,18500000.0,,,,,,36400000.0,-11400000.0,,0.29,,,0.0,,-3100000.0,,5700000.0,,,,,,,30700000.0,291200000.0,10100000.0,,,,30200000.0,-700000.0,,579000000.0,364500000.0,204700000.0,,,,,698200000.0,,,,,,226300000.0,,,6800000.0,79700000.0,,,,34700000.0,,,,2300000.0,,63793103.0,,,106300000.0,,,,,,86500000.0,,,,120000000.0,18500000.0,,,,0.0,,,,,,83600000.0,656700000.0,18500000.0,-160200000.0,,,43500000.0,43500000.0,,,-1300000.0,204300000.0,,,157900000.0,10900000.0,,89300000.0,,,,,0.29,45400000.0,,,,,17500000.0,,,,,0.0,,6400000.0,0.0,,,1300000.0,,,29400000.0,,,-3400000.0,,33600000.0,,,,156800000.0,,,,,947900000.0,,,,249700000.0,,,,,,,32500000.0,,,,10900000.0,,,30400000.0,,,,,,,,,63793103.0,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,19600000.0,,,,,,39400000.0,-11400000.0,,0.31,,,0.0,,-3400000.0,,7600000.0,,,,,,,31800000.0,303200000.0,-15500000.0,,,,7100000.0,-200000.0,,575700000.0,365600000.0,212800000.0,,,,,716100000.0,,,,,,232900000.0,,,6500000.0,83900000.0,,,,35800000.0,,,,-8900000.0,,63225806.0,,,107500000.0,,,,,,90400000.0,,,,125400000.0,19600000.0,,,,-400000.0,,,,,,86000000.0,658800000.0,19600000.0,-165000000.0,,,48600000.0,48600000.0,,,-200000.0,200600000.0,,,166800000.0,12000000.0,,93600000.0,,,,,0.31,45300000.0,,,,,21100000.0,,,,,0.0,,-5500000.0,0.0,,,2600000.0,,,31600000.0,,,-4200000.0,,11300000.0,,,,161500000.0,,,,,962000000.0,,,,245900000.0,,,,,,,5100000.0,,,,0.0,,,30200000.0,,,,,,,,,63225806.0,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,15200000.0,,,,,,32100000.0,-11500000.0,,0.24,,,0.0,,-7300000.0,,6400000.0,,,,,,,25700000.0,292500000.0,16000000.0,,,,30000000.0,-800000.0,,590800000.0,366000000.0,201100000.0,,,,,715100000.0,,,,,,225600000.0,,,6500000.0,84900000.0,,,,37100000.0,,,,11800000.0,,63333333.0,,,104600000.0,,,,,,91400000.0,,,,121000000.0,15200000.0,,,,-1000000.0,,,,,,88900000.0,670100000.0,15200000.0,-165000000.0,,,63300000.0,63300000.0,,,-1200000.0,201000000.0,,,154900000.0,9300000.0,,95300000.0,,,,,0.24,46500000.0,,,,,21600000.0,,,,,100000.0,,-10200000.0,0.0,,,700000.0,,,24500000.0,,,-6800000.0,,36800000.0,,,,151600000.0,,,,,962600000.0,,,,247500000.0,,,,,,,14700000.0,,,,0.0,,,27900000.0,,,,,,,,,63333333.0,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,0.0,66900000.0,,983800000.0,12800000.0,444900000.0,,49200000.0,,115700000.0,37400000.0,-11400000.0,-100000.0,,,78800000.0,0.0,45000000.0,-118200000.0,4900000.0,9800000.0,,190600000.0,,,,,27600000.0,512700000.0,100000.0,10700000.0,66000000.0,,11500000.0,-4300000.0,,592200000.0,444300000.0,322100000.0,,,,423200000.0,837600000.0,1.04,,63461538.0,59000000.0,512700000.0,299100000.0,-114300000.0,,93100000.0,92600000.0,-45700000.0,,837600000.0,49200000.0,93100000.0,66000000.0,10900000.0,700000.0,,,,49200000.0,126500000.0,,393700000.0,66000000.0,63461538.0,664700000.0,190600000.0,,,,172600000.0,12800000.0,,,592200000.0,-112900000.0,,1177400000.0,,43600000.0,29500000.0,135200000.0,664700000.0,12800000.0,-217800000.0,,4900000.0,59000000.0,59000000.0,,,2600000.0,226500000.0,,,221300000.0,11400000.0,339800000.0,145000000.0,538900000.0,-100000.0,322100000.0,,,64100000.0,226500000.0,99900000.0,221300000.0,,66900000.0,,,,64100000.0,-200000.0,,91300000.0,49200000.0,145200000.0,4900000.0,300000.0,,92600000.0,24200000.0,5900000.0,,-6700000.0,59000000.0,18200000.0,6000000.0,,,210200000.0,,,109600000.0,,1177400000.0,,,,339800000.0,444300000.0,,,,-217800000.0,,-4300000.0,,,-6000000.0,0.0,,,45000000.0,,,,-21100000.0,48000000.0,1.04,,,,,82000000.0,,210200000.0,-132000000.0,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,,18500000.0,,,,,,39000000.0,-11500000.0,,0.29,,,0.0,,-6800000.0,,8400000.0,100000.0,,,,,,30600000.0,456700000.0,5900000.0,,,,27100000.0,1600000.0,,599200000.0,446900000.0,258900000.0,,,,,791200000.0,,,,,,270700000.0,,,95400000.0,95300000.0,,,,49500000.0,,,,-8400000.0,,63793103.0,,,123400000.0,,,,,,197800000.0,,,,147300000.0,18500000.0,,,,-500000.0,,,,,,108300000.0,671800000.0,18500000.0,-221800000.0,,7100000.0,27700000.0,27700000.0,,,-1500000.0,225100000.0,,,229600000.0,10600000.0,,116700000.0,,,,,0.29,62500000.0,,,,,17900000.0,,,,,0.0,,-58100000.0,49700000.0,,,800000.0,,,29100000.0,,,-7300000.0,,34400000.0,,,,199000000.0,,,,,1128500000.0,,,,337300000.0,,,,,,,-31200000.0,,,,59000000.0,,,42000000.0,,,,,,,,,63793103.0,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,22400000.0,,,,,,45300000.0,-11400000.0,,0.35,,,0.0,,-9000000.0,,8100000.0,-200000.0,,,,,,37100000.0,473400000.0,-24200000.0,,,,-7600000.0,-4400000.0,,598600000.0,453500000.0,271300000.0,,,,,803300000.0,,,,,,272700000.0,,,98800000.0,96900000.0,,,,49500000.0,,,,-22000000.0,,64000000.0,,,117600000.0,,,,,,202100000.0,,,,155100000.0,22400000.0,,,,-500000.0,,,,,,109800000.0,672000000.0,22400000.0,-227100000.0,,6400000.0,19800000.0,19800000.0,,,-2600000.0,226400000.0,,,251700000.0,12100000.0,,118000000.0,,,,,0.35,62100000.0,,,,,24600000.0,,,,,-100000.0,,2100000.0,53600000.0,,,3500000.0,,,34500000.0,,,-9200000.0,,1600000.0,,,,210600000.0,,,,,1145400000.0,,,,342100000.0,,,,,,,-8000000.0,,,,0.0,,,36100000.0,,,,,,,,,64000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,20500000.0,,,,,,42300000.0,-11600000.0,,0.32,,,0.0,,-16100000.0,,7600000.0,0.0,,,,,,34700000.0,515200000.0,-51400000.0,,,,-32800000.0,-3400000.0,,619100000.0,453300000.0,308300000.0,,,,,860900000.0,,,,,,271100000.0,,,100800000.0,99600000.0,,,,63300000.0,,,,-20900000.0,,64062500.0,,,122700000.0,,,,,,206900000.0,,,,148400000.0,20500000.0,,,,-14400000.0,,,,,,106100000.0,696900000.0,20500000.0,-227100000.0,,6500000.0,16900000.0,16900000.0,,,-3400000.0,226200000.0,,,276100000.0,10800000.0,,113700000.0,,,,,0.32,125000000.0,,,,,69800000.0,,,,,100000.0,,41600000.0,0.0,,,5900000.0,,,31300000.0,,,-5900000.0,,-26900000.0,,,,196100000.0,,,,,1212100000.0,,,,351200000.0,,,,,,,-2900000.0,,,,0.0,,,42400000.0,,,,,,,,,64062500.0,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,0.0,66300000.0,,1132000000.0,24400000.0,504200000.0,,58900000.0,,146900000.0,52500000.0,-11400000.0,0.0,,,-3800000.0,0.0,57300000.0,-14900000.0,12200000.0,8000000.0,200000.0,209200000.0,,,,,44500000.0,517200000.0,-10300000.0,-80000000.0,85800000.0,,9500000.0,-1800000.0,-9300000.0,632000000.0,451900000.0,308000000.0,,,,480900000.0,854600000.0,1.34,,64029851.0,6700000.0,517200000.0,317500000.0,-24900000.0,,99700000.0,102100000.0,-45900000.0,,854600000.0,58900000.0,99700000.0,85800000.0,59000000.0,16300000.0,,,,53800000.0,140300000.0,,448800000.0,85800000.0,63555556.0,701700000.0,209200000.0,100000.0,,,177200000.0,24400000.0,,,632000000.0,-9500000.0,,1218900000.0,,50700000.0,32100000.0,124700000.0,701700000.0,24400000.0,-227100000.0,,7400000.0,6700000.0,6700000.0,,,8300000.0,224800000.0,,,249100000.0,17200000.0,364300000.0,132700000.0,627800000.0,800000.0,308000000.0,,,85700000.0,224800000.0,29400000.0,249100000.0,,66300000.0,,,,85700000.0,0.0,,-19600000.0,53800000.0,179000000.0,7400000.0,2000000.0,,102100000.0,41600000.0,-35000000.0,,-10800000.0,6700000.0,20300000.0,11200000.0,,,184400000.0,,,136500000.0,,1218900000.0,,,,364300000.0,451900000.0,,,,-227100000.0,,-10100000.0,,,-8000000.0,0.0,,,57300000.0,,,,-33200000.0,-52200000.0,1.35,,,,,-34000000.0,,184400000.0,-46800000.0,,,,,,,,,,,,,,,,,,,
