,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyGrossProfit,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualDilutedEPS,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualRetainedEarnings,annualCashDividendsPaid,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualLongTermDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,annualCurrentLiabilities,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,annualCapitalStock,quarterlyInvestmentsAndAdvances,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,annualInventory,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPretaxIncome,annualEbitda,annualNetPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingOperatingIncome,annualTotalRevenue,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualCapitalExpenditure,trailingInvestingCashFlow,annualInvestingCashFlow,annualPretaxIncome,annualBasicEPS,trailingInterestExpense,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,annualEndCashPosition,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingTotalRevenue,annualOperatingIncome,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1064880000,,,19000000.0,,,,,-246000000.0,,3817000000.0,3619000000.0,,,1619000000.0,,210000000.0,,-367000000.0,-3.47,,,,28148000000.0,,,70000000.0,,,,20578000000.0,0.0,,,5041000000.0,3949000000.0,,-5750000000.0,,,,,,216000000.0,,,,,,,,,,,-5775000000.0,,,198000000.0,,1289000000.0,16000000.0,,,,,,,0.0,,3865000000.0,,,,,17189000000.0,-367000000.0,-367000000.0,,,,,646000000.0,,,-109000000.0,23107000000.0,,,,105000000.0,,-99000000.0,727000000.0,,,,,,,2931000000.0,-5539000000.0,-85000000.0,283000000.0,,-285000000.0,,303000000.0,,47000000.0,,286000000.0,347000000.0,,-3.47,,,,105763689.0,,0.0,,,,,-367000000.0,,,15039000000.0,2657000000.0,154000000.0,,,,,,,18424000000.0,22373000000.0,407000000.0,,,,,,286000000.0,,,,1619000000.0,,,1773000000.0,,,,,,,,141000000.0,,,,,368000000.0,,,,-3623000000.0,105763689.0,,,,1000000.0,1272000000.0,,,,,,,,,,,,,,,,,,,,,,,
1072828800,1640000000.0,-2808000000.0,834000000.0,3592000000.0,228000000.0,,,641000000.0,,3614000000.0,3433000000.0,53000000.0,663000000.0,1640000000.0,,109000000.0,,-476000000.0,,,14081000000.0,,27895000000.0,1003000000.0,21783000000.0,-1109000000.0,,,,21835000000.0,0.0,0.0,,6112000000.0,4024000000.0,78000000.0,-6225000000.0,-5687000000.0,-27.36,,,,236000000.0,,1348000000.0,732000000.0,102631579.0,,,4024000000.0,,,,-5916000000.0,,,181000000.0,-2808000000.0,3592000000.0,195000000.0,27895000000.0,-2808000000.0,,851000000.0,-6225000000.0,0.0,0.0,102631579.0,2792000000.0,886000000.0,,,679000000.0,15969000000.0,-476000000.0,-476000000.0,,,0.0,,679000000.0,21979000000.0,,-495000000.0,21783000000.0,17955000000.0,0.0,,165000000.0,-669000000.0,-104000000.0,663000000.0,-5916000000.0,,6112000000.0,938000000.0,310000000.0,,1348000000.0,-5687000000.0,374000000.0,285000000.0,,-178000000.0,0.0,264000000.0,1000000.0,53000000.0,1001000000.0,65000000.0,21000000.0,12721000000.0,,1718000000.0,406000000.0,,,285000000.0,0.0,264000000.0,,,,-476000000.0,-392000000.0,16148000000.0,16148000000.0,1330000000.0,78000000.0,-12000000.0,21835000000.0,,754000000.0,1330000000.0,,17955000000.0,21979000000.0,406000000.0,527000000.0,-816000000.0,-3288000000.0,,15969000000.0,-85000000.0,,13724000000.0,,1640000000.0,,,1718000000.0,501000000.0,-150000000.0,,271000000.0,-2808000000.0,-27.36,,61000000.0,,,-336000000.0,,501000000.0,1640000000.0,,-976000000.0,-3288000000.0,,,,-1360000000.0,1000000.0,1619000000.0,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,-211000000.0,,,,,-441000000.0,,3732000000.0,3536000000.0,,,1859000000.0,,5000000.0,,-459000000.0,-4.17,,,,28224000000.0,,,281000000.0,,,,20716000000.0,,,,6314000000.0,4279000000.0,,-6684000000.0,,,,,,95000000.0,,,,,,,,,,,-6376000000.0,,,196000000.0,,2107000000.0,-69000000.0,,,,,,,,,3977000000.0,,,,,16776000000.0,-459000000.0,-459000000.0,,,,,683000000.0,,,-275000000.0,21910000000.0,,,,120000000.0,,-127000000.0,630000000.0,,,,,,,2256000000.0,-5858000000.0,148000000.0,293000000.0,,-138000000.0,,207000000.0,,50000000.0,,376000000.0,219000000.0,,-4.17,,,,110071942.0,,0.0,,,,,-459000000.0,,,14858000000.0,3060000000.0,11000000.0,,,,,,,17569000000.0,21848000000.0,405000000.0,,,,,,376000000.0,,,,1859000000.0,,,1870000000.0,,,,,,,,67000000.0,,,,,517000000.0,,,,-3289000000.0,110071942.0,,,,1000000.0,1640000000.0,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,7000000.0,,,,,-211000000.0,,4041000000.0,3896000000.0,,,1377000000.0,,-283000000.0,,-247000000.0,-2.25,,,,28189000000.0,,,-39000000.0,,,,26629000000.0,,,,6240000000.0,4089000000.0,,-6931000000.0,,,,,,101000000.0,,,,,,,,,,,-6624000000.0,,,145000000.0,,1928000000.0,-289000000.0,,,,,,,172000000.0,,4107000000.0,,,,,16635000000.0,-247000000.0,-247000000.0,,,,,838000000.0,,,-55000000.0,21949000000.0,,,,117000000.0,,-218000000.0,460000000.0,,,,,,,-3602000000.0,-6003000000.0,-308000000.0,302000000.0,,-142000000.0,,222000000.0,,50000000.0,,62000000.0,-482000000.0,,-2.25,,,,109777778.0,,0.0,,,,,-247000000.0,,,20626000000.0,3280000000.0,11000000.0,,,,,,,17476000000.0,21565000000.0,402000000.0,,,,,,62000000.0,,,,1377000000.0,,,1388000000.0,,,,,,,,0.0,,,,,572000000.0,,,,-3290000000.0,109777778.0,,,,1000000.0,1859000000.0,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,133000000.0,,,,,-80000000.0,,4305000000.0,4093000000.0,,,1493000000.0,,-123000000.0,,-274000000.0,-2.38,,,,28461000000.0,,,-172000000.0,,,,20635000000.0,,,,6642000000.0,4267000000.0,,-7205000000.0,,,,,,80000000.0,,,,,,,,,,,-6856000000.0,,,212000000.0,,2149000000.0,105000000.0,,,,,,,172000000.0,,4173000000.0,,,,,16622000000.0,-274000000.0,-274000000.0,,,,,857000000.0,,,-322000000.0,21819000000.0,,,,100000000.0,,366000000.0,891000000.0,,,,,,,2410000000.0,-6171000000.0,320000000.0,296000000.0,,-98000000.0,,239000000.0,,63000000.0,,-92000000.0,116000000.0,,-2.38,,,,115126050.0,,0.0,,,,,-274000000.0,,,14464000000.0,3087000000.0,41000000.0,,,,,,,17338000000.0,21605000000.0,401000000.0,,,,,,-312000000.0,,,,1493000000.0,,,1534000000.0,,,,,,,,-12000000.0,,,,,515000000.0,,,,-3248000000.0,115126050.0,,,,1000000.0,1377000000.0,,,,,,,,,,,,,,,,,,,,,,,
1104451200,1223000000.0,-1721000000.0,-357000000.0,3596000000.0,178000000.0,,,-570000000.0,,3988000000.0,3832000000.0,24000000.0,875000000.0,1223000000.0,,79000000.0,,-741000000.0,,,16536000000.0,,28385000000.0,709000000.0,21924000000.0,-1156000000.0,,,,20453000000.0,,0.0,,6461000000.0,3914000000.0,78000000.0,-7946000000.0,-6279000000.0,-15.25,,,,35000000.0,,2194000000.0,311000000.0,112852459.0,,,3914000000.0,,,,-7680000000.0,,,156000000.0,-1721000000.0,3596000000.0,-41000000.0,28385000000.0,-1721000000.0,,-168000000.0,-7946000000.0,0.0,154000000.0,112852459.0,4402000000.0,1640000000.0,,,877000000.0,19290000000.0,-741000000.0,-741000000.0,,,0.0,,877000000.0,20705000000.0,,-85000000.0,21924000000.0,16791000000.0,154000000.0,,112000000.0,-1086000000.0,-67000000.0,875000000.0,-7680000000.0,-47000000.0,6461000000.0,874000000.0,218000000.0,,2194000000.0,-6279000000.0,18000000.0,389000000.0,,-70000000.0,,234000000.0,1000000.0,24000000.0,99000000.0,-247000000.0,-270000000.0,15682000000.0,,1301000000.0,399000000.0,,,389000000.0,0.0,234000000.0,,,,-746000000.0,20000000.0,14174000000.0,14174000000.0,1361000000.0,78000000.0,-294000000.0,20453000000.0,,-417000000.0,1361000000.0,,16791000000.0,20705000000.0,399000000.0,449000000.0,-737000000.0,-3332000000.0,,19290000000.0,-294000000.0,,16391000000.0,,1223000000.0,,,1301000000.0,601000000.0,-267000000.0,,-322000000.0,-1726000000.0,-15.25,,163000000.0,,,-46000000.0,,601000000.0,1223000000.0,,-448000000.0,-3332000000.0,,,,-854000000.0,1000000.0,1493000000.0,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,-37000000.0,,,,,-250000000.0,,3915000000.0,3772000000.0,,,1382000000.0,,20000000.0,,-1070000000.0,-9.23,,,,29158000000.0,,,-34000000.0,,,,20292000000.0,,,,6671000000.0,4414000000.0,,-9016000000.0,,,,,,294000000.0,,,,,,,,,,,-8714000000.0,,,143000000.0,,1666000000.0,-9000000.0,,,,,,,310000000.0,,4022000000.0,,,,,20888000000.0,-1070000000.0,-1070000000.0,,,,,885000000.0,,,-59000000.0,22487000000.0,,,,109000000.0,,-87000000.0,902000000.0,,-13000000.0,,,,,1717000000.0,-6398000000.0,-59000000.0,394000000.0,,-715000000.0,,211000000.0,,22000000.0,,260000000.0,159000000.0,,-9.23,,,,115926327.0,,0.0,,,,,-1070000000.0,,,13894000000.0,3448000000.0,58000000.0,,,,,,,16030000000.0,20444000000.0,397000000.0,,,,,,247000000.0,,,,1382000000.0,,,1440000000.0,,,,,,,,20000000.0,,,,,655000000.0,,,,-3296000000.0,115926327.0,,,,1000000.0,1223000000.0,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,249000000.0,,,,,48000000.0,,4423000000.0,4276000000.0,,,1677000000.0,,-142000000.0,,-1430000000.0,-12.33,,,,28478000000.0,,,-71000000.0,,,,20182000000.0,,,,6084000000.0,4701000000.0,,-10446000000.0,,,,,,629000000.0,,,,,,,,,,,-8271000000.0,,,147000000.0,,877000000.0,-113000000.0,,,,,,,255000000.0,,4228000000.0,,,,,21549000000.0,-1430000000.0,-1430000000.0,,,,,968000000.0,,,-64000000.0,22394000000.0,,,,111000000.0,,-91000000.0,888000000.0,,-84000000.0,,,,,1426000000.0,-6522000000.0,-64000000.0,485000000.0,,-1377000000.0,,233000000.0,,25000000.0,,558000000.0,295000000.0,,-12.33,,,,115977291.0,,0.0,,,,,-1434000000.0,,,13660000000.0,3675000000.0,16000000.0,,,,,,,15506000000.0,20207000000.0,395000000.0,,,,,,474000000.0,,,,1677000000.0,,,1693000000.0,,,,,,,,42000000.0,,,,,644000000.0,,,,-1423000000.0,115977291.0,,,,1000000.0,1382000000.0,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,371000000.0,,,,,165000000.0,,4655000000.0,4465000000.0,,,1712000000.0,,-112000000.0,,-1772000000.0,-15.26,,,,30202000000.0,,,-1815000000.0,,,,20143000000.0,,,,6188000000.0,5176000000.0,,-12218000000.0,,,,,,1799000000.0,,,,,,,,,,,-10032000000.0,,,190000000.0,,831000000.0,-20000000.0,,,,,,,253000000.0,,4300000000.0,,,,,23160000000.0,-1772000000.0,-1772000000.0,,,,,954000000.0,,,-114000000.0,24014000000.0,,,,129000000.0,,225000000.0,1196000000.0,,-155000000.0,,,,,1145000000.0,-6710000000.0,97000000.0,497000000.0,,-1816000000.0,,228000000.0,,23000000.0,,-16000000.0,35000000.0,,-15.26,,,,116120577.0,,0.0,,,,,-1772000000.0,,,13433000000.0,3602000000.0,75000000.0,,,,,,,14994000000.0,20170000000.0,393000000.0,,,,,,-171000000.0,,,,1712000000.0,,,1787000000.0,,,,,,,,-55000000.0,,,,,559000000.0,,,,-1412000000.0,116120577.0,,,,1000000.0,1677000000.0,,,,,,,,,,,,,,,,,,,,,,,
1135987200,1761000000.0,-21176000000.0,54000000.0,2772000000.0,269000000.0,,,-182000000.0,,4386000000.0,4181000000.0,20000000.0,13000000.0,1761000000.0,,-57000000.0,,-16904000000.0,,,16913000000.0,,44902000000.0,685000000.0,39668000000.0,2101000000.0,,,,20073000000.0,,,,5234000000.0,4259000000.0,77000000.0,-29122000000.0,-6845000000.0,-182.29,,,,-2616000000.0,,1447000000.0,106000000.0,116166548.0,,,4259000000.0,,,,-25560000000.0,,,205000000.0,-21176000000.0,2772000000.0,-14000000.0,44902000000.0,-21176000000.0,,609000000.0,-29122000000.0,,1298000000.0,116166548.0,4363000000.0,1223000000.0,,,643000000.0,37745000000.0,-16904000000.0,-16904000000.0,,,0.0,,643000000.0,19342000000.0,,-142000000.0,39668000000.0,15083000000.0,1298000000.0,,133000000.0,181000000.0,-157000000.0,13000000.0,-25560000000.0,-218000000.0,5234000000.0,792000000.0,5000000.0,,1447000000.0,-6845000000.0,295000000.0,428000000.0,,-16609000000.0,,193000000.0,1000000.0,20000000.0,1079000000.0,277000000.0,49000000.0,16694000000.0,,1838000000.0,388000000.0,,,428000000.0,0.0,193000000.0,,,,-16904000000.0,637000000.0,13228000000.0,13228000000.0,1833000000.0,77000000.0,-156000000.0,20073000000.0,,538000000.0,1833000000.0,,15083000000.0,19342000000.0,388000000.0,482000000.0,-379000000.0,-36000000.0,,37745000000.0,59000000.0,,17379000000.0,,1761000000.0,,,1838000000.0,596000000.0,-470000000.0,,-291000000.0,-21180000000.0,-182.29,,-2000000.0,,,-110000000.0,,596000000.0,1761000000.0,,-20517000000.0,-36000000.0,,,,-219000000.0,1000000.0,1712000000.0,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,45000000.0,,,,,-171000000.0,,4465000000.0,4272000000.0,,,3633000000.0,,225000000.0,,22628000000.0,194.66,,,,23811000000.0,,,394000000.0,,,,11644000000.0,,,,7395000000.0,6113000000.0,,-223000000.0,,,2376000000.0,,,-157000000.0,,,,,,,,,,,1739000000.0,2756000000.0,1010000000.0,193000000.0,,862000000.0,179000000.0,,,,,,,8855000000.0,,4443000000.0,,,3787000000.0,,991000000.0,22628000000.0,22628000000.0,201000000.0,,,,0.0,,,-1688000000.0,16416000000.0,,,,183000000.0,,1217000000.0,346000000.0,,-92000000.0,,,,,1888000000.0,-107000000.0,-56000000.0,677000000.0,,22943000000.0,,161000000.0,,112000000.0,,453000000.0,1872000000.0,,194.66,,,,116243707.0,,0.0,,,,,22623000000.0,,,11537000000.0,1546000000.0,4000000.0,,,,,,,19437000000.0,25550000000.0,3136000000.0,,,,,,361000000.0,,,,3633000000.0,,,3637000000.0,,,,,,,,138000000.0,216000000.0,,,,739000000.0,,,,8000000.0,116243707.0,,,,1000000.0,1761000000.0,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,144000000.0,,,,,-74000000.0,,5113000000.0,4923000000.0,,,4094000000.0,,-68000000.0,,119000000.0,0.93,,,,24090000000.0,,,566000000.0,,,,11676000000.0,,,,7894000000.0,6745000000.0,,-104000000.0,,,,,,-99000000.0,,,,,,,,,,,1932000000.0,2803000000.0,,190000000.0,,1006000000.0,101000000.0,,,,,,,8514000000.0,,4997000000.0,,,,,3330000000.0,119000000.0,119000000.0,1049000000.0,,,,397000000.0,,,-150000000.0,16196000000.0,,,,211000000.0,,-156000000.0,587000000.0,,-67000000.0,,,,,1864000000.0,-267000000.0,-6000000.0,706000000.0,,0.0,,191000000.0,,111000000.0,,685000000.0,461000000.0,,1.01,,,,117821782.0,,0.0,,,,,116000000.0,,,11409000000.0,5415000000.0,59000000.0,,,,,,,19277000000.0,26022000000.0,3090000000.0,,,,,,618000000.0,,,,4094000000.0,,,4153000000.0,,,,,,,,-120000000.0,218000000.0,,,,750000000.0,,,,42000000.0,127956989.0,,,,1000000.0,3633000000.0,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,639000000.0,,,,,941000000.0,,5176000000.0,3280000000.0,,,4081000000.0,-98000000.0,-6000000.0,,190000000.0,1.3,,,,23774000000.0,,,-794000000.0,,,,11956000000.0,,,,7262000000.0,6552000000.0,,82000000.0,,,2509000000.0,,,476000000.0,,,,,,,,,,,2089000000.0,2803000000.0,,1896000000.0,,1075000000.0,-170000000.0,,,,,,,8567000000.0,,2339000000.0,,,3036000000.0,,897000000.0,190000000.0,190000000.0,1864000000.0,,,,210000000.0,,,957000000.0,16512000000.0,,,,164000000.0,,-138000000.0,665000000.0,,-93000000.0,,,,,1815000000.0,-423000000.0,-1095000000.0,760000000.0,,3000000.0,,,,113000000.0,,108000000.0,-13000000.0,,1.62,,,,115600000.0,,60000000.0,,,,,249000000.0,,,11533000000.0,1748000000.0,2000000.0,,,,,,,19311000000.0,25863000000.0,3047000000.0,,,,,,15000000.0,,,,4081000000.0,,,4083000000.0,,,,,,,,256000000.0,226000000.0,,,,637000000.0,,,,-15000000.0,151100000.0,,,,1000000.0,4094000000.0,,,,,,,,,,,,,,,,,,,,,,,
1167523200,3832000000.0,22876000000.0,85000000.0,241000000.0,6000000.0,,,-1743000000.0,,6044000000.0,10159000000.0,113000000.0,1687000000.0,3832000000.0,13000000.0,-401000000.0,,22790000000.0,,3461000000.0,18214000000.0,,23221000000.0,679000000.0,15276000000.0,1351000000.0,40000000.0,,,12047000000.0,,21000000.0,,7945000000.0,6273000000.0,312000000.0,16000000.0,-584000000.0,196.75,2569000000.0,,-39000000.0,-221000000.0,131000000.0,1782000000.0,-1000000.0,116269377.0,-4000000.0,,6273000000.0,,,,2148000000.0,2703000000.0,820000000.0,-4115000000.0,22876000000.0,241000000.0,32000000.0,23221000000.0,22876000000.0,10000000.0,1200000000.0,16000000.0,,7453000000.0,116269377.0,11902000000.0,1761000000.0,820000000.0,3461000000.0,0.0,1131000000.0,22790000000.0,22790000000.0,-710000000.0,,21000000.0,,0.0,25369000000.0,4267000000.0,-1310000000.0,15276000000.0,19096000000.0,7453000000.0,,254000000.0,1517000000.0,-141000000.0,1687000000.0,2148000000.0,-110000000.0,7945000000.0,,56000000.0,,1782000000.0,-584000000.0,1163000000.0,688000000.0,,24000000.0,,218000000.0,1000000.0,113000000.0,1562000000.0,316000000.0,-249000000.0,18661000000.0,,4144000000.0,3028000000.0,,,688000000.0,-39000000.0,218000000.0,,,,22747000000.0,1335000000.0,11463000000.0,11463000000.0,984000000.0,312000000.0,142000000.0,12047000000.0,,2071000000.0,984000000.0,2703000000.0,19096000000.0,25369000000.0,3028000000.0,770000000.0,-2191000000.0,82000000.0,,1131000000.0,206000000.0,,19340000000.0,,3832000000.0,,-125000000.0,4144000000.0,667000000.0,-362000000.0,,-250000000.0,22889000000.0,196.75,,-218000000.0,,2569000000.0,782000000.0,,667000000.0,3832000000.0,,29000000.0,82000000.0,,,,447000000.0,1000000.0,4081000000.0,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,-232000000.0,,,-9000000.0,,-452000000.0,,4373000000.0,4280000000.0,,,3176000000.0,,34000000.0,,-152000000.0,-1.32,,,,22706000000.0,,,,,,,12095000000.0,,,,7818000000.0,5761000000.0,,-136000000.0,,,,,,595000000.0,,,,,,,,,,,2033000000.0,2690000000.0,,93000000.0,,1102000000.0,-8000000.0,,,,,,,7275000000.0,,4732000000.0,,,,,3597000000.0,-152000000.0,-152000000.0,526000000.0,,,,356000000.0,,,-1317000000.0,14888000000.0,,,,206000000.0,,-1316000000.0,565000000.0,,-68000000.0,,,,,1828000000.0,-739000000.0,1000000.0,562000000.0,,25000000.0,,205000000.0,,115000000.0,,626000000.0,-656000000.0,,-1.32,,,,115151515.0,,-84000000.0,,,,,-237000000.0,,,11356000000.0,5319000000.0,193000000.0,,,-256000000.0,,,,18978000000.0,24739000000.0,2989000000.0,,,,,,558000000.0,,,,3176000000.0,,,3369000000.0,,,,,,,,119000000.0,220000000.0,,,,734000000.0,,,,89000000.0,115151515.0,,,,1000000.0,3832000000.0,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,446000000.0,,,-2285000000.0,,217000000.0,,5213000000.0,5136000000.0,,,1667000000.0,,-2489000000.0,,274000000.0,1.83,,,,23354000000.0,,,,,,,12145000000.0,,,,8261000000.0,6916000000.0,,132000000.0,,,,,,-178000000.0,,,,,,,,,,,2311000000.0,2697000000.0,,77000000.0,,1077000000.0,-7000000.0,,,,,,,7210000000.0,,4919000000.0,,,,,3705000000.0,274000000.0,274000000.0,517000000.0,,,,439000000.0,,,-740000000.0,15093000000.0,,,,139000000.0,,-54000000.0,601000000.0,,-78000000.0,,,,,1744000000.0,-903000000.0,-8000000.0,756000000.0,,5000000.0,,210000000.0,,116000000.0,,1034000000.0,-1509000000.0,,2.31,,,,118614719.0,,192000000.0,,,,,465000000.0,,,11242000000.0,5621000000.0,2582000000.0,,,-60000000.0,,,,18749000000.0,25665000000.0,2950000000.0,,,,,,956000000.0,,,,1667000000.0,,,4249000000.0,,,,,,,,,229000000.0,,,,861000000.0,,,,87000000.0,149726776.0,,,,1000000.0,3176000000.0,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,576000000.0,,,-310000000.0,,331000000.0,,5527000000.0,5459000000.0,,,1263000000.0,,-602000000.0,,334000000.0,2.21,,,,22968000000.0,,,-150000000.0,,,,12397000000.0,,,,7859000000.0,6966000000.0,,467000000.0,,,,,,-451000000.0,,,,,,,,,,,2640000000.0,2695000000.0,,68000000.0,,985000000.0,-10000000.0,,,,,,,7027000000.0,,5128000000.0,,,,,3834000000.0,334000000.0,334000000.0,1365000000.0,,,,341000000.0,,,-147000000.0,15109000000.0,,,,161000000.0,,-144000000.0,654000000.0,,-282000000.0,,,,,1513000000.0,-1069000000.0,3000000.0,1048000000.0,,21000000.0,,230000000.0,,194000000.0,,342000000.0,-404000000.0,,2.82,,,,117500000.0,,232000000.0,,,,,565000000.0,,,11328000000.0,5071000000.0,2899000000.0,,,47000000.0,,,,18642000000.0,25608000000.0,2912000000.0,,,,,,60000000.0,,,,1263000000.0,,,4162000000.0,,,,,,,,,245000000.0,,,,830000000.0,,,,65000000.0,138636364.0,,,,1000000.0,1667000000.0,,,,,,,,,,,,,,,,,,,,,,,
