,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalRevenue,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualInterestExpense,annualTotalRevenue,annualCurrentAssets,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,trailingNetIncome,quarterlyPurchaseOfBusiness,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalAssets,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualLongTermDebt,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualChangeInInventory,trailingCashDividendsPaid,annualPurchaseOfInvestment,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetPPE,annualBasicAverageShares,quarterlyLongTermDebt,quarterlyTaxProvision,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,quarterlyOperatingExpense,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,quarterlyAccountsReceivable,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherCurrentLiabilities,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingCapitalExpenditure,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyBasicEPS,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1104451200,759540000.0,-72889000.0,42941000.0,11146000.0,,-12706000.0,72510000.0,1277000.0,62516000.0,119502000.0,,,,,3610000.0,37944000.0,,-71201000.0,32003000.0,837163000.0,41748000.0,154100000.0,,,,21724000.0,629363000.0,101482000.0,72271000.0,,26566000.0,-2156000.0,645234000.0,37757000.0,,,36959000.0,3610000.0,-47419000.0,-196433000.0,-21683000.0,49049000.0,-1546000.0,645234000.0,,23174000.0,261365000.0,-3007000.0,114306000.0,,,707522000.0,,,261365000.0,101482000.0,14618000.0,1491483000.0,,,-742000.0,,759540000.0,0.459259,9266000.0,,0.0,72271000.0,-11025000.0,-196433000.0,9020000.0,0.0,489343000.0,5276000.0,24155000.0,359542000.0,1390001000.0,108424000.0,61761000.0,,,-1089000.0,146871000.0,0.444444,2908000.0,,37757000.0,707522000.0,,,7199000.0,,43144000.0,14686000.0,14447000.0,-15000000.0,-112465000.0,-68826000.0,60632000.0,,,,,-3822000.0,0.0,476000.0,146871000.0,24155000.0,640730000.0,157212363.0,489343000.0,8488000.0,,80864000.0,37944000.0,640730000.0,91584000.0,30513000.0,179625000.0,269821000.0,114306000.0,,-1367000.0,,80864000.0,711514000.0,,476000.0,,,9020000.0,28144000.0,,210951000.0,-5134000.0,4977000.0,0.0,150319000.0,3432000.0,1277000.0,,-1666000.0,3610000.0,,3610000.0,,114258000.0,14447000.0,1491483000.0,3610000.0,,,166961982.0,,,,,3610000.0,42941000.0,,1390001000.0,9266000.0,837163000.0,711514000.0,4799000.0,,,,17046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,782431000.0,,34635000.0,-3018000.0,,16184000.0,,2709000.0,70232000.0,,,,,,,,,,38342000.0,845205000.0,,165517000.0,,,,,,,,,,-2401000.0,,,,,,3721000.0,-19298000.0,,-44941000.0,53407000.0,,667026000.0,0.118519,33513000.0,280724000.0,,115405000.0,,164965622.0,695022000.0,,,,96171000.0,17242000.0,,,,1089000.0,,,,,,0.0,,,-196433000.0,17753000.0,,,,,,,,,,,-31000.0,,,-33457000.0,,47105000.0,,,,9285000.0,,52866000.0,19359000.0,19359000.0,-14315000.0,,,,,,,,226000.0,0.0,,148516000.0,25379000.0,648772000.0,,500757000.0,11467000.0,,,44398000.0,,95285000.0,31890000.0,,,,,111000.0,,78856000.0,,,468000.0,,,,38551000.0,,,,3610000.0,,,,,,,,,,,,19359000.0,1502160000.0,3721000.0,,,,,,,,3721000.0,,,1405989000.0,10993000.0,,710112000.0,4934000.0,0.121481,,,15065000.0,160266606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,807950000.0,,40841000.0,-1079000.0,,59000.0,,1946000.0,76649000.0,,,,,,,,,,43627000.0,848245000.0,,180265000.0,,,,,,,,,,-2940000.0,,,,,,7397000.0,-23092000.0,,-26160000.0,60222000.0,,686777000.0,0.13037,38117000.0,302132000.0,,121173000.0,,163886172.0,708058000.0,,,,112544000.0,17096000.0,,,,-287000.0,,,,,,0.0,,,-196433000.0,18490000.0,,,,,,,,,,,-6751000.0,,,-17850000.0,,42740000.0,,,,14528000.0,,44618000.0,21786000.0,21408000.0,-19956000.0,,,,,,,,77000.0,1919000.0,,169598000.0,27074000.0,651812000.0,,498689000.0,12905000.0,,,41546000.0,,103616000.0,33022000.0,,,,,3676000.0,,87016000.0,,,475000.0,,,,24662000.0,,,,3721000.0,,,,,,,,,,,,21408000.0,1541201000.0,7397000.0,,,,,,,,7397000.0,,,1428657000.0,9793000.0,,734105000.0,5575000.0,0.136296,,,16595000.0,157706061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,906211000.0,,46837000.0,-717000.0,,7262000.0,,2838000.0,80696000.0,,,,,,,,,,46480000.0,872638000.0,,188745000.0,,,,,,,,,,-3185000.0,,,,,,6734000.0,-87657000.0,,-20816000.0,63777000.0,,766280000.0,0.151111,40502000.0,326606000.0,,139931000.0,,162413791.0,715860000.0,,,,120202000.0,17686000.0,,,,-303000.0,,,,,,0.0,,,-196433000.0,19719000.0,,,,,,,,,,,6739000.0,,,34682000.0,,43902000.0,,,,1403000.0,,52312000.0,24475000.0,24475000.0,-27147000.0,,,,,,,,253000.0,0.0,,170429000.0,29155000.0,676205000.0,,576132000.0,12869000.0,,,49001000.0,,108049000.0,34216000.0,,,,,-663000.0,,93305000.0,,,463000.0,,,,25165000.0,,,,7397000.0,,,,,,,,,,,,24475000.0,1647237000.0,6734000.0,,,,,,,,6734000.0,,,1527035000.0,14938000.0,,806928000.0,6033000.0,0.157037,,,17297000.0,157017524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,931750000.0,-113874000.0,54795000.0,4022000.0,,3653000.0,84522000.0,2723000.0,77377000.0,136967000.0,,,,,7514000.0,44522000.0,,-97482000.0,39280000.0,952713000.0,48066000.0,188445000.0,,,,23489000.0,721899000.0,124376000.0,83943000.0,,-792000.0,-1960000.0,781749000.0,40652000.0,,,28716000.0,7514000.0,-43225000.0,-252205000.0,-21957000.0,57362000.0,-143000.0,781749000.0,,20136000.0,345308000.0,27158000.0,150001000.0,,,718200000.0,,,345308000.0,124376000.0,20471000.0,1676307000.0,,,-694000.0,,931750000.0,0.533333,19727000.0,,0.0,83943000.0,-10486000.0,-252205000.0,20478000.0,0.0,586104000.0,3610000.0,30957000.0,416883000.0,1551931000.0,102330000.0,72395000.0,,,-100000.0,175167000.0,0.515556,-6011000.0,,40652000.0,718200000.0,,,3500000.0,,50016000.0,18702000.0,18702000.0,-36064000.0,-173272000.0,-22636000.0,67039000.0,,,,,108000.0,0.0,459000.0,175167000.0,30957000.0,700508000.0,157614690.0,586104000.0,10706000.0,,94438000.0,44522000.0,700508000.0,111068000.0,38097000.0,199812000.0,305016000.0,150001000.0,,780000.0,,94438000.0,810771000.0,,459000.0,,,20478000.0,13952000.0,,235088000.0,666000.0,6734000.0,0.0,168049000.0,-195000.0,2723000.0,,3904000.0,7514000.0,,7514000.0,,132588000.0,18702000.0,1676307000.0,7514000.0,,,162713140.0,,,,,7514000.0,54795000.0,,1551931000.0,19727000.0,952713000.0,810771000.0,6946000.0,,,,18082000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,975145000.0,,44783000.0,3679000.0,,-4443000.0,,7053000.0,77106000.0,,,,,,,,,,39155000.0,957572000.0,,190169000.0,,,,,,,,,,-2058000.0,,,,,,7847000.0,-24218000.0,,-80586000.0,62150000.0,,837963000.0,0.097778,24957000.0,361031000.0,,137182000.0,,160617856.0,676393000.0,,,,119286000.0,19801000.0,,725139000.0,,-668000.0,,,,,,0.0,,,-252205000.0,14919000.0,,,,,,,,,,,-2954000.0,,,-13305000.0,,41821000.0,,,,17361000.0,,37856000.0,15723000.0,15723000.0,-19966000.0,,,,,,,,-3911000.0,0.0,,178995000.0,30947000.0,705367000.0,,644049000.0,9234000.0,,,45647000.0,,113063000.0,37951000.0,,,,,333000.0,,89313000.0,,,445000.0,,,,17890000.0,,,,7514000.0,,,,,,,,,,,,15723000.0,1678548000.0,7847000.0,,,,,,,,7847000.0,,,1559262000.0,15805000.0,,86935000.0,7494000.0,0.100741,,,22995000.0,154134714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,1007687000.0,,56794000.0,2347000.0,,14982000.0,,8290000.0,80396000.0,,,,,,,,,,40803000.0,980052000.0,,206970000.0,,,,,,,,,,,,,,,,7727000.0,-60198000.0,,-7158000.0,60047000.0,,851922000.0,0.121481,30878000.0,380231000.0,,155765000.0,,158237631.0,700394000.0,,,,131598000.0,20621000.0,,744843000.0,,-185000.0,,,,,,0.0,,,-252205000.0,15365000.0,,,,,,,,,,,-7963000.0,,,1938000.0,,43535000.0,,,,7555000.0,,58140000.0,19200000.0,19200000.0,-29072000.0,,,,,,,,-225000.0,3536000.0,,183970000.0,32484000.0,727847000.0,,652587000.0,11678000.0,,,55937000.0,,126574000.0,39593000.0,,,,,-120000.0,,99402000.0,,,456000.0,,,,29068000.0,,,,7847000.0,,,,,,,,,,,,19200000.0,1735566000.0,7727000.0,,,,,,,,7727000.0,,,1603968000.0,7014000.0,,87743000.0,6619000.0,0.127407,,,19244000.0,152463650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,1006830000.0,,57446000.0,5498000.0,,5054000.0,,3639000.0,87838000.0,,,,,,,,,,47531000.0,982946000.0,,216547000.0,,,,,,,,,,,,,1303000.0,,,10527000.0,-24177000.0,,-12501000.0,67090000.0,,842769000.0,0.139259,36381000.0,402104000.0,,164061000.0,,157265404.0,707331000.0,,,,136908000.0,21424000.0,,748686000.0,,61000.0,,,,,,0.0,,,-252205000.0,16061000.0,,,,,,,,,,,10508000.0,,,-29367000.0,,39114000.0,,,,1132000.0,,56344000.0,21873000.0,21873000.0,-24765000.0,,,,,,,,330000.0,0.0,,188666000.0,32404000.0,730741000.0,,638042000.0,14508000.0,,,64407000.0,,128709000.0,40307000.0,,,,,2800000.0,,102155000.0,,,453000.0,,,,31579000.0,,,,7727000.0,,,,,,,,,,,,21873000.0,1742426000.0,10527000.0,,,,,,,,10527000.0,,,1605518000.0,9804000.0,,86977000.0,7572000.0,0.142222,,,19559000.0,153530883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,1009417000.0,-100245000.0,53010000.0,15061000.0,,-5899000.0,77423000.0,3067000.0,86248000.0,160202000.0,,,,,34949000.0,57810000.0,,-96519000.0,43897000.0,1053616000.0,48329000.0,210668000.0,,,,28970000.0,824354000.0,160233000.0,77423000.0,,26585000.0,,859552000.0,40735000.0,-1650000.0,,32146000.0,34949000.0,-25957000.0,-317188000.0,0.0,63202000.0,-19024000.0,859552000.0,,33536000.0,422731000.0,9694000.0,149865000.0,,,736482000.0,,,422731000.0,160233000.0,22695000.0,1773891000.0,750397000.0,,-843000.0,,1009417000.0,0.503704,6884000.0,,0.0,77423000.0,,-317188000.0,16712000.0,0.0,637308000.0,7514000.0,32161000.0,492766000.0,1613658000.0,107715000.0,84541000.0,,,-18615000.0,205532000.0,0.488889,-1515000.0,,40735000.0,736482000.0,-4272000.0,,6098000.0,,51894000.0,20627000.0,20627000.0,-22716000.0,-134550000.0,-42249000.0,81103000.0,,-1083000.0,,,-750000.0,0.0,455000.0,205532000.0,32161000.0,736428000.0,153306283.0,637308000.0,12909000.0,,100269000.0,57810000.0,736428000.0,124420000.0,42351000.0,204234000.0,331588000.0,149865000.0,,24422000.0,750397000.0,100269000.0,86098000.0,,455000.0,,,16712000.0,29178000.0,,252489000.0,-4555000.0,10527000.0,0.0,171386000.0,-1635000.0,3067000.0,,27435000.0,34949000.0,,34949000.0,,125752000.0,20627000.0,1773891000.0,34949000.0,,,158419513.0,,,,,34949000.0,53010000.0,,1613658000.0,6884000.0,1053616000.0,86098000.0,7285000.0,,,,19305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,1028832000.0,,53189000.0,2852000.0,,13061000.0,,1651000.0,90082000.0,,,,,,,,,,46422000.0,1100236000.0,,218951000.0,,,,,,,,,,,,,-344000.0,,,21264000.0,-72890000.0,,-5414000.0,66494000.0,,867511000.0,0.142222,35815000.0,447782000.0,,161321000.0,,158811966.0,763979000.0,,,,152223000.0,23910000.0,,761454000.0,,-1098000.0,,,,,,0.0,,,-317188000.0,26890000.0,,,,,,,,,,,-192000.0,,,-1709000.0,,38802000.0,,,,6513000.0,,60914000.0,22380000.0,22380000.0,-36147000.0,,,,,,,,-109000.0,0.0,,204158000.0,36228000.0,783048000.0,,636463000.0,13435000.0,,,64806000.0,,128869000.0,43660000.0,,,,,-13685000.0,,104082000.0,,,685000.0,,,,24767000.0,,,,34949000.0,,,,,,,,,,,,22380000.0,1821291000.0,21264000.0,,,,,,,,21264000.0,,,1669068000.0,7098000.0,,85764000.0,7818000.0,0.146667,,,20072000.0,154047057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,1038138000.0,,54412000.0,889000.0,,-674000.0,,2970000.0,99510000.0,,,,,,,,,,53758000.0,1108305000.0,,241084000.0,,,,,,,,,,,,,-4534000.0,,,9971000.0,-32886000.0,,-46480000.0,75167000.0,,873580000.0,0.16,41698000.0,473046000.0,,164558000.0,,158906443.0,766409000.0,,,,150891000.0,24790000.0,,765557000.0,,-137000.0,,,,,,0.0,,,-317188000.0,29303000.0,,,,,,,,,,,8192000.0,,,-24771000.0,,40143000.0,,,,14569000.0,,46364000.0,25266000.0,25266000.0,-28362000.0,,,,,,,,333000.0,5838000.0,,208425000.0,38312000.0,791117000.0,,635852000.0,16432000.0,,,59339000.0,,141574000.0,45752000.0,,,,,-11293000.0,,113442000.0,,,680000.0,,,,18002000.0,,,,21264000.0,,,,,,,,,,,,25266000.0,1833237000.0,9971000.0,,,,,,,,9971000.0,,,1682346000.0,6657000.0,,85529000.0,8295000.0,0.164444,,,21409000.0,154333066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,1119663000.0,,58498000.0,4243000.0,,2833000.0,,181000.0,104985000.0,,,,,,,,,,57104000.0,1173060000.0,,250775000.0,,,,,,,,,,,,,93000.0,,,13089000.0,-76289000.0,,-12144000.0,80034000.0,,930702000.0,0.182222,44038000.0,501727000.0,,188961000.0,,157204784.0,786913000.0,,,,165076000.0,25782000.0,,784948000.0,,-27000.0,,,,,,0.0,,,-317188000.0,30759000.0,,,,,,,,,,,-2903000.0,,,16620000.0,,39128000.0,,,,3747000.0,,62787000.0,28682000.0,28682000.0,-31597000.0,,,,,,,,-77000.0,6495000.0,,212348000.0,41620000.0,855872000.0,,687595000.0,15356000.0,,,70250000.0,,145790000.0,47881000.0,,,,,3118000.0,,124616000.0,,,679000.0,,,,31190000.0,,,,9971000.0,,,,,,,,,,,,28682000.0,1935276000.0,13089000.0,,,,,,,,13089000.0,,,1770200000.0,12098000.0,,90252000.0,8717000.0,0.186667,,,22930000.0,153050820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,1176593000.0,-110329000.0,59912000.0,4456000.0,,-3064000.0,99081000.0,-4290000.0,97875000.0,185443000.0,,,,,10298000.0,69578000.0,,-124234000.0,49725000.0,1256571000.0,59917000.0,247730000.0,,,,33430000.0,958541000.0,170865000.0,99081000.0,,12440000.0,,980879000.0,40757000.0,-2753000.0,,35620000.0,10298000.0,-53544000.0,-391241000.0,-46291000.0,73124000.0,9205000.0,980879000.0,,37446000.0,524481000.0,12156000.0,195714000.0,,,775145000.0,,,524481000.0,170865000.0,25083000.0,1981958000.0,811049000.0,,-1700000.0,,1176593000.0,0.644444,13315000.0,,0.0,99081000.0,,-391241000.0,38053000.0,0.0,719518000.0,34949000.0,44074000.0,566089000.0,1811093000.0,94835000.0,99565000.0,,,4108000.0,223308000.0,0.631111,1749000.0,,40757000.0,775145000.0,-7538000.0,,10791000.0,,49004000.0,22754000.0,22754000.0,-28128000.0,-235609000.0,-8111000.0,87810000.0,,,,,-109000.0,8835000.0,670000.0,223308000.0,44074000.0,865330000.0,153536676.0,719518000.0,14692000.0,,123882000.0,69578000.0,865330000.0,149855000.0,48150000.0,219069000.0,392452000.0,195714000.0,,-2791000.0,811049000.0,123882000.0,93957000.0,,670000.0,,,38053000.0,20876000.0,,294819000.0,39000.0,13089000.0,8835000.0,207009000.0,-2962000.0,-4290000.0,,-24651000.0,10298000.0,,10298000.0,,158998000.0,22754000.0,1981958000.0,10298000.0,,,157488104.0,,,,,10298000.0,59912000.0,,1811093000.0,13315000.0,1256571000.0,93957000.0,8600000.0,,,,23399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,1207662000.0,,51194000.0,7989000.0,,5220000.0,,-12842000.0,101168000.0,,,,,,,,,,50798000.0,1261557000.0,,250300000.0,,,,,,,,,,,,,1127000.0,,,9505000.0,-56659000.0,,-31527000.0,74507000.0,,1017228000.0,0.151111,38094000.0,547599000.0,,190434000.0,,153274394.0,764572000.0,,,,156762000.0,27090000.0,,824929000.0,,-525000.0,,,,,,0.0,,,-391241000.0,45517000.0,,,,,,,,,,,-5337000.0,,,-8727000.0,,41602000.0,,,,5124000.0,,64593000.0,23118000.0,23118000.0,-24108000.0,,,,,,,,-69000.0,5239000.0,,227197000.0,44343000.0,870316000.0,,744514000.0,14976000.0,,,76185000.0,,149132000.0,50370000.0,,,,,-793000.0,,116193000.0,,,664000.0,,,,40485000.0,,,,10298000.0,,,,,,,,,,,,23118000.0,2002985000.0,9505000.0,,,,,,,,9505000.0,,,1846223000.0,13473000.0,,109376000.0,9319000.0,0.155556,,,23709000.0,150276145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,1186013000.0,,63311000.0,5780000.0,,3171000.0,,-5502000.0,107171000.0,,,,,,,,,,55590000.0,1264276000.0,,267033000.0,,,,,,,,,,,,,1630000.0,,,10645000.0,-24523000.0,,0.0,80139000.0,,976566000.0,0.173333,43208000.0,573833000.0,,209447000.0,,152646401.0,803214000.0,,,,172633000.0,27065000.0,,824969000.0,,-263000.0,,,,,,0.0,,,-391241000.0,36817000.0,,,,,,,,,,,1469000.0,,,-39671000.0,,41866000.0,,,,2419000.0,,65334000.0,26234000.0,26234000.0,-24215000.0,,,,,,,,-106000.0,9157000.0,,238649000.0,46764000.0,873035000.0,,701100000.0,16974000.0,,,76734000.0,,159862000.0,51581000.0,,,,,1140000.0,,127112000.0,,,665000.0,,,,41119000.0,,,,9505000.0,,,,,,,,,,,,26234000.0,2020599000.0,10645000.0,,,,,,,,10645000.0,,,1847966000.0,13481000.0,,108096000.0,8920000.0,0.173333,,,24549000.0,149554028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,1117975000.0,,65405000.0,11781000.0,,-2523000.0,,-6279000.0,108154000.0,,,,,,,,,,56695000.0,1274118000.0,,272702000.0,,,,,,,,,,,,,15000.0,,,366124000.0,-32981000.0,,0.0,81084000.0,,919869000.0,0.182222,43692000.0,602106000.0,,198106000.0,,154197011.0,1239818000.0,,,,533646000.0,27009000.0,,825370000.0,,-161000.0,,,,,,0.0,,,-391241000.0,34116000.0,,,,,,,,,,,934000.0,,,323726000.0,,42186000.0,,,,403591000.0,,64734000.0,28273000.0,28273000.0,-31213000.0,,,,,,,,-509000.0,0.0,,250527000.0,44012000.0,882877000.0,,635226000.0,15419000.0,,,81299000.0,,164548000.0,51459000.0,,,,,355479000.0,,125729000.0,,,797000.0,,,,33521000.0,,,,10645000.0,,,,,,,,,,,,28273000.0,2390773000.0,366124000.0,,,,,,,,366124000.0,,,1857127000.0,7390000.0,,106694000.0,8742000.0,0.186667,,,23419000.0,150520007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,1345245000.0,-31527000.0,65537000.0,6352000.0,,12549000.0,105556000.0,-23937000.0,105035000.0,209172000.0,,,,,265264000.0,95220000.0,,-113496000.0,49273000.0,1457511000.0,58400000.0,259568000.0,,,,38824000.0,1049603000.0,429211000.0,105556000.0,,31902000.0,,1129781000.0,43931000.0,1464000.0,,413019000.0,265264000.0,-353484000.0,-473387000.0,0.0,75025000.0,-7434000.0,1129781000.0,,38961000.0,630037000.0,18417000.0,215464000.0,,,1254727000.0,,,630037000.0,429211000.0,29950000.0,2600640000.0,836930000.0,,-612000.0,,1345245000.0,0.671111,4698000.0,,0.0,105556000.0,,-473387000.0,47509000.0,0.0,830758000.0,10298000.0,45694000.0,628075000.0,2171429000.0,156913000.0,111114000.0,,,-4500000.0,251514000.0,0.657778,176876000.0,,43931000.0,1254727000.0,4236000.0,,1885000.0,,75748000.0,27931000.0,27931000.0,-33960000.0,-467647000.0,452204000.0,97429000.0,,,,,-578000.0,4315000.0,798000.0,251514000.0,45694000.0,984124000.0,157555966.0,830758000.0,11030000.0,,118456000.0,95220000.0,984124000.0,154533000.0,55762000.0,270409000.0,421528000.0,215464000.0,,-100860000.0,836930000.0,118456000.0,306444000.0,,798000.0,,,47509000.0,41788000.0,,309785000.0,-1262000.0,366124000.0,4315000.0,212356000.0,-1561000.0,-23937000.0,,254966000.0,265264000.0,,265264000.0,,163956000.0,27931000.0,2600640000.0,265264000.0,,,160694352.0,,,,,265264000.0,65537000.0,,2171429000.0,4698000.0,1457511000.0,306444000.0,11843000.0,,,,25752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,1387228000.0,,60634000.0,7649000.0,,8843000.0,,-27269000.0,107972000.0,,,,,,,,,,48141000.0,,,262675000.0,,,,,,,,,,0.0,,,352000.0,2162000.0,,335758000.0,-35889000.0,,0.0,75980000.0,,1169983000.0,0.12,36415000.0,644891000.0,,217245000.0,,181707617.0,1280934000.0,,-5298000.0,,490464000.0,32515000.0,,839203000.0,,327000.0,,,,,-44414000.0,0.0,,,,54893000.0,,,,,,,,,,,115000.0,,,35834000.0,,44577000.0,,,,,,70549000.0,22312000.0,21978000.0,-29412000.0,,,,,,,,-501000.0,0.0,,259885000.0,44296000.0,991098000.0,,855205000.0,14103000.0,,,99984000.0,,154703000.0,59831000.0,,,,,70494000.0,,116543000.0,,,800000.0,,,,41137000.0,,,,265264000.0,,,,,,,,,,,,21978000.0,2669164000.0,335758000.0,,,,-1506000.0,,,,335758000.0,,,2178700000.0,12331000.0,,303822000.0,12249000.0,0.12,,,27316000.0,179917735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
