,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicAverageShares,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualNetPPE,annualCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualInterestExpense,annualBasicAverageShares,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyCapitalStock,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualBasicEPS,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualCostOfRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualChangesInAccountReceivables,annualDilutedEPS,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyGoodwill,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,annualGoodwill,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
662601600,,,987200000.0,,,,,,,,,,,,,,,,,,,,,,216400000.0,216400000.0,9470100000.0,,,,9470100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192500000.0,,,,,,,,,,,,,,9470100000.0,,,,,,,,889200000.0,,,,,,,,,,423428571.0,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,2452000000.0,,,987200000.0,,,,,,,,,,,,,,,,,,,,,,2452000000.0,,,,,,423428571.0,,2.1,2452000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,,,,,,,,413928571.0,,,,,,,,,,,,,,,139400000.0,139400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,115900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413928571.0,,,,,,,,2270900000.0,,,,,,,,,,,,,,,,,,,,,,0.28,,,2270900000.0,,,,,,,,,2270900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,,,,,,420895522.0,,,,,,,,,,,,,,,305500000.0,305500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,282000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420895522.0,,,,,,,,2351900000.0,,,,,,,,,,,,,,,,,,,,,,0.67,,,2351900000.0,,,,,,,,,2351900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,,,,,,417066667.0,,,,,,,,,,,,,,,334600000.0,334600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,312800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417066667.0,,,,,,,,2520300000.0,,,,,,,,,,,,,,,,,,,,,,0.75,,,2520300000.0,,,,,,,,,2520300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,1026400000.0,,,,,,,,,,,,,,,,,,,,,,246900000.0,246900000.0,9778100000.0,,,,9778100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226100000.0,,,,,,,,,,,,,,9778100000.0,,,,,,,,936800000.0,,,,,,,,,,418214286.0,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,2635000000.0,,,1026400000.0,,,,,,,,,,,,,,,,,,,,,,2635000000.0,,,,,,418214286.0,,2.24,2635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,419180328.0,,,,,,,,,,,,,,,276400000.0,276400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,255700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419180328.0,,,,,,,,2419900000.0,,,,,,,,,,,,,,,,,,,,,,0.61,,,2419900000.0,,,,,,,,,2419900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,,,,,,420933333.0,,,,,,,,,,,,,,,336400000.0,336400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,315700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420933333.0,,,,,,,,2519700000.0,,,,,,,,,,,,,,,,,,,,,,0.75,,,2519700000.0,,,,,,,,,2519700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,425512821.0,,,,,,,,,,,,,,,351900000.0,351900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,331900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425512821.0,,,,,,,,2798800000.0,,,,,,,,,,,,,,,,,,,,,,0.78,,,2798800000.0,,,,,,,,,2798800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,1170600000.0,,,,,,,,,,,,,,,,,,,,,,205800000.0,205800000.0,10296100000.0,,,,10296100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188200000.0,,,,,,,,,,,,,,10296100000.0,,,,,,,,1091700000.0,,,,,,,,,,423139535.0,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,2557800000.0,,,1170600000.0,,,,,,,,,,,,,,,,,,,,,,2557800000.0,,,,,,423139535.0,,2.58,2557800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,426607143.0,,,,,,,,,,,,,,,255700000.0,255700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,238900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426607143.0,,,,,,,,2463800000.0,,,,,,,,,,,,,,,,,,,,,,0.56,,,2463800000.0,,,,,,,,,2463800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,,,,,431698113.0,,,,,,,,,,,,,,,245400000.0,245400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,228800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431698113.0,,,,,,,,2464100000.0,,,,,,,,,,,,,,,,,,,,,,0.53,,,2464100000.0,,,,,,,,,2464100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,431139241.0,,,,,,,,,,,,,,,356100000.0,356100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,340600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431139241.0,,,,,,,,2947300000.0,,,,,,,,,,,,,,,,,,,,,,0.79,,,2947300000.0,,,,,,,,,2947300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,,1065500000.0,,,,,,,,,,,,,,,,,,,,,,208400000.0,208400000.0,10582400000.0,,,,10582400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193500000.0,,,,,,,,,,,,,,10582400000.0,,,,,,,,1001700000.0,,,,,,,,,,429914163.0,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,2707200000.0,,,1065500000.0,,,,,,,,,,,,,,,,,,,,,,2707200000.0,,,,,,429914163.0,,2.33,2707200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,,,,,,,,,427884615.0,,,,,,,,,,,,,,,237000000.0,237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,222500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427884615.0,,,,,,,,2514300000.0,,,,,,,,,,,,,,,,,,,,,,0.52,,,2514300000.0,,,,,,,,,2514300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,,,,,,,,,428301887.0,,,,,,,,,,,,,,,241400000.0,241400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,227000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428301887.0,,,,,,,,2439700000.0,,,,,,,,,,,,,,,,,,,,,,0.53,,,2439700000.0,,,,,,,,,2439700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,,,,,,,,428229167.0,,,,,,,,,,,,,,,425600000.0,425600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,411100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428229167.0,,,,,,,,2855200000.0,,,,,,,,,,,,,,,,,,,,,,0.96,,,2855200000.0,,,,,,,,,2855200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,,,1007500000.0,,,,,,,,,,,,,,,,,,,,,,103500000.0,103500000.0,10447400000.0,,,,10447400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89200000.0,,,,,,,,,,,,,,10447400000.0,,,,,,,,949900000.0,,,,,,,,,,429819005.0,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,2638200000.0,,,1007500000.0,,,,,,,,,,,,,,,,,,,,,,2638200000.0,,,,,,429819005.0,,2.21,2638200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,24154000000.0,,,8512000000.0,,,255800000.0,,430410959.0,1115600000.0,,14234800000.0,,1568700000.0,27474600000.0,2389300000.0,542400000.0,,,,,,,328700000.0,328700000.0,,,,,,,,,261100000.0,,,,,,,,,,,392700000.0,501700000.0,16900000.0,,,,,,,4342000000.0,0.73,,176900000.0,636100000.0,-12900000.0,,,,-225900000.0,,314200000.0,-277800000.0,,,,,17924400000.0,,,,1989700000.0,,,,,,,,,-46100000.0,36900000.0,,,,,,,36600000.0,,,,,,,,1034600000.0,,1764900000.0,3013300000.0,,,,,136900000.0,392700000.0,,,,,,392700000.0,9550200000.0,,714500000.0,,,430410959.0,19285500000.0,,,265500000.0,,,,1115800000.0,,-12588800000.0,,66900000.0,,,,,,,594200000.0,,3320600000.0,,,,,-110300000.0,,2716300000.0,1347300000.0,0.73,385600000.0,,730300000.0,636100000.0,-231700000.0,,,-813700000.0,,,,2307300000.0,555800000.0,,,-65600000.0,,3144900000.0,31874300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,,,,,,,,425000000.0,,,,,,,,,,,,,,,405500000.0,405500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,391000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000000.0,,,,,,,,2447700000.0,,,,,,,,,,,,,,,,,,,,,,0.92,,,2447700000.0,,,,,,,,,2447700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,,,,,,,,425529412.0,,,,,,,,,,,,,,,377600000.0,377600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,361700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425529412.0,,,,,,,,2645200000.0,,,,,,,,,,,,,,,,,,,,,,0.85,,,2645200000.0,,,,,,,,,2645200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,2812700000.0,23508700000.0,1338900000.0,-314500000.0,8048500000.0,,,,2015200000.0,,,-891300000.0,13614400000.0,,1077100000.0,26850300000.0,2015200000.0,,2234200000.0,439600000.0,,-906400000.0,,,227100000.0,227100000.0,2762900000.0,801700000.0,,,9621700000.0,,,1449400000.0,,,9438700000.0,47000000.0,,8048500000.0,734300000.0,,895300000.0,,26850300000.0,,545100000.0,,,1077100000.0,3218400000.0,,,734300000.0,4327100000.0,,,,1134100000.0,,,,,,,201700000.0,,,,,734300000.0,17411600000.0,-959600000.0,,,1769400000.0,,1769400000.0,3336700000.0,4212400000.0,18918200000.0,3341600000.0,,597400000.0,,47000000.0,1134100000.0,1268600000.0,32226800000.0,,,136900000.0,,13614400000.0,,,690500000.0,424280936.0,,971600000.0,,,,2909700000.0,-931900000.0,,,58600000.0,,734300000.0,2.99,23508700000.0,,,,734300000.0,9438700000.0,,801700000.0,,-1832900000.0,,18918200000.0,-21600000.0,32400000.0,,545100000.0,,,-4637400000.0,,-13308600000.0,1338900000.0,,,2450100000.0,,2909700000.0,1134100000.0,4408700000.0,,2404800000.0,3341600000.0,7171600000.0,,,-13308600000.0,,-116100000.0,2812700000.0,,,,722900000.0,-4637400000.0,1134100000.0,,,,,424280936.0,,2.99,2221400000.0,,,17411600000.0,,,3218400000.0,32226800000.0,,4327100000.0,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,,,,,,,,,413770492.0,,,,,,,,,,,,,,,260700000.0,260700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,252400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413770492.0,,,,,,,,2248800000.0,,,,,,,,,,,,,,,,,,,,,,0.61,,,2248800000.0,,,,,,,,,2248800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,,,,,,,,414000000.0,,,,,,,,,,,,,,,111800000.0,111800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,103500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000000.0,,,,,,,,2138700000.0,,,,,,,,,,,,,,,,,,,,,,0.25,,,2138700000.0,,,,,,,,,2138700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,,,,,,,,409818182.0,,,,,,,,,,,,,,,233700000.0,233700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,225400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409818182.0,,,,,,,,2521900000.0,,,,,,,,,,,,,,,,,,,,,,0.55,,,2521900000.0,,,,,,,,,2521900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,2635900000.0,23458500000.0,755200000.0,-219500000.0,7770100000.0,,,,1943900000.0,,,-844000000.0,13186400000.0,,1026600000.0,26129900000.0,1943900000.0,,1310200000.0,219700000.0,,-1609300000.0,,,149000000.0,149000000.0,1877100000.0,1199600000.0,,,9610000000.0,,,1316000000.0,,,9202900000.0,54000000.0,,7770100000.0,143400000.0,,555000000.0,,26129900000.0,,530100000.0,,,1026600000.0,3240300000.0,,,143400000.0,4321000000.0,,,,890800000.0,,,,,,,140700000.0,,,,,143400000.0,16927000000.0,-455300000.0,,,1834400000.0,,1834400000.0,2610900000.0,3193000000.0,19007900000.0,2671400000.0,,-590900000.0,,54000000.0,890800000.0,722100000.0,33309800000.0,,,734300000.0,,13186400000.0,,,639800000.0,412542000.0,,1016400000.0,,,,2857100000.0,-1230300000.0,,,0.0,,143400000.0,1.75,23458500000.0,,,,143400000.0,9202900000.0,,1199600000.0,,-1592500000.0,,19007900000.0,-14000000.0,32000000.0,,530100000.0,,,-5032200000.0,,-14301900000.0,755200000.0,,,3065300000.0,,2857100000.0,890800000.0,4667600000.0,,1380600000.0,2671400000.0,6544700000.0,,,-14301900000.0,,-150000000.0,2635900000.0,,,,667400000.0,-5032200000.0,890800000.0,,,,,412542000.0,,1.75,2700700000.0,,,16927000000.0,,,3240300000.0,33309800000.0,,4321000000.0,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,23820500000.0,,,7715800000.0,,,-23100000.0,,410714286.0,641200000.0,,13202400000.0,,1436500000.0,26636600000.0,2146800000.0,1740200000.0,,,,,,,172500000.0,172500000.0,,,,,,,,,173000000.0,,,,,,,,,,,120300000.0,490800000.0,18100000.0,,,,,,,4266300000.0,0.42,,157900000.0,815500000.0,-3500000.0,,,,-130700000.0,,172500000.0,-416000000.0,,,,,17387700000.0,,,,2026400000.0,,,,,,,,,-47100000.0,58200000.0,,,,,,,27100000.0,,,,,,,,1175300000.0,,1625300000.0,828100000.0,,,,,143400000.0,120300000.0,,,,,,120300000.0,9248900000.0,,1291500000.0,,,410714286.0,19133800000.0,,,150700000.0,,,,942800000.0,,-14745300000.0,,13500000.0,,,,,,,323200000.0,,2816100000.0,,,,,-320200000.0,,,969400000.0,0.42,493000000.0,,450000000.0,200000.0,-328200000.0,,,-576400000.0,,,,3365500000.0,318300000.0,,,-43900000.0,,3677200000.0,33879100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,23735700000.0,,,7661900000.0,,,86900000.0,,393673469.0,-273300000.0,,11808100000.0,,1172100000.0,26674900000.0,2151400000.0,1394200000.0,,,,,,,192900000.0,192900000.0,,,,,,,,,200300000.0,,,,,,,,,,,207200000.0,513100000.0,71700000.0,,,,,,,509800000.0,0.49,,164300000.0,1555700000.0,-11900000.0,,,,-130900000.0,,192900000.0,-386600000.0,,,,,17598000000.0,,,,2019700000.0,,,,,,,,,15000000.0,67500000.0,,,,,,,-29800000.0,,,,,,,,1326100000.0,,1688800000.0,828100000.0,,,,,120300000.0,207200000.0,,,,,,207200000.0,9076900000.0,,1196800000.0,,,393673469.0,19078400000.0,,,89300000.0,,,,828400000.0,,-15233700000.0,,13400000.0,,,,,,,282200000.0,,2939200000.0,,,,,-254700000.0,,,168400000.0,0.49,492000000.0,,362700000.0,1555700000.0,-441700000.0,,,305000000.0,,,,3083000000.0,-317200000.0,,,-62100000.0,,4052900000.0,34312100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,25528800000.0,,,8181900000.0,,,359500000.0,,413870968.0,610700000.0,,14042400000.0,,1440100000.0,29414700000.0,2626300000.0,2190600000.0,,,,,,,256600000.0,256600000.0,,,,,,,,,208200000.0,,,,,,,,,,,566700000.0,693000000.0,9400000.0,,,,-68100000.0,,,4246400000.0,0.62,,174400000.0,1976400000.0,-4500000.0,,,,-126900000.0,,256600000.0,-431000000.0,,,,,19565300000.0,,,,2484600000.0,,,,,,,,,185500000.0,-100000.0,,,,,,,-43500000.0,,,,,,,,1252300000.0,,1872400000.0,828100000.0,,,,,207200000.0,566700000.0,,,,,,566700000.0,9849400000.0,,1756000000.0,,,413870968.0,20353300000.0,,,217600000.0,,,,1124300000.0,,-15615200000.0,,13100000.0,,,,,,,474200000.0,,3885900000.0,,,,,-129700000.0,,,1022000000.0,0.62,504200000.0,,620100000.0,100000.0,-411300000.0,,,-231600000.0,,,,4063000000.0,234300000.0,,,-90300000.0,,5172600000.0,35968500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,2531000000.0,25532000000.0,716000000.0,21000000.0,7659000000.0,,,829700000.0,3002000000.0,,-182600000.0,-524000000.0,16498000000.0,,965000000.0,30557000000.0,3002000000.0,3158300000.0,1264000000.0,54000000.0,,-1771000000.0,,,93900000.0,93900000.0,1728000000.0,2132000000.0,,,15400000000.0,-75000000.0,,2014000000.0,,,9736000000.0,1160000000.0,,7659000000.0,1397000000.0,,548000000.0,,30557000000.0,1397000000.0,626000000.0,107200000.0,,965000000.0,3984000000.0,90100000.0,,237000000.0,4368000000.0,,,168200000.0,887000000.0,-19100000.0,,,,-135500000.0,,93900000.0,-537400000.0,,,,237000000.0,20821000000.0,-804000000.0,,,5060000000.0,,5060000000.0,2618000000.0,3742000000.0,20472000000.0,5025000000.0,,1253000000.0,-132400000.0,1160000000.0,887000000.0,716000000.0,36513000000.0,,,144000000.0,42200000.0,16498000000.0,,,665000000.0,410000000.0,,,1440400000.0,,1730300000.0,7205000000.0,-1822000000.0,,,201000000.0,566700000.0,237000000.0,1.75,25532000000.0,,,,237000000.0,9736000000.0,,2132000000.0,,406000000.0,,20472000000.0,-39000000.0,-4000000.0,90400000.0,626000000.0,,,814500000.0,,-16041000000.0,716000000.0,14000000.0,,8485000000.0,,7205000000.0,887000000.0,5187000000.0,184300000.0,796000000.0,5025000000.0,6915000000.0,,,-16041000000.0,-99400000.0,-159000000.0,2531000000.0,458200000.0,,524800000.0,8000000.0,289900000.0,887000000.0,-640800000.0,,,909000000.0,410000000.0,,1.75,4888600000.0,-227400000.0,,20821000000.0,37300000.0,,3984000000.0,36513000000.0,,4368000000.0,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,25366000000.0,,,7531000000.0,,,-1134000000.0,,386111111.0,346000000.0,,16391000000.0,,1166000000.0,29336000000.0,3107000000.0,2819000000.0,,,,,,,139000000.0,139000000.0,,,,,,,,,,,,,,,,,,,,263000000.0,600000000.0,18000000.0,,,,-7000000.0,,,4395000000.0,0.36,,203000000.0,820000000.0,-14000000.0,,,,-134000000.0,,139000000.0,-516000000.0,,,,,20703000000.0,,,,5049000000.0,,,,,,,,,-3000000.0,49000000.0,,,,,,,78000000.0,,,,,,,,1069000000.0,,1534000000.0,6641000000.0,,,,,1397000000.0,214000000.0,,,,,,214000000.0,8633000000.0,,1998000000.0,,,386111111.0,20317000000.0,,,141000000.0,,,,1052000000.0,,-16648000000.0,,17000000.0,,,,,,,280000000.0,,3970000000.0,,,,,-1129000000.0,,1992000000.0,852000000.0,0.36,587000000.0,,465000000.0,820000000.0,-506000000.0,,,-1470000000.0,,,,4353000000.0,535000000.0,,,-105000000.0,,3984000000.0,36965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,25467000000.0,,,7503000000.0,,,87000000.0,,378260870.0,-21000000.0,,16000000000.0,,1112000000.0,29289000000.0,2834000000.0,3037000000.0,,,,,,,174000000.0,174000000.0,,,,,,,,,,,,,,,,,,,,350000000.0,638000000.0,-5000000.0,,,,-15000000.0,,,4345000000.0,0.46,,202000000.0,1373000000.0,8000000.0,,,,-121000000.0,,174000000.0,-395000000.0,,,,,20592000000.0,,,,9180000000.0,,,,,,,,,39000000.0,39000000.0,,,,,,,-36000000.0,,,,,,,,1190000000.0,,1750000000.0,6656000000.0,,,,,263000000.0,311000000.0,,,,,,311000000.0,8697000000.0,,1790000000.0,,,378260870.0,16287000000.0,,,179000000.0,,,,1172000000.0,,-12196000000.0,,16000000.0,,,,,,,353000000.0,,3822000000.0,,,,,-57000000.0,,2041000000.0,398000000.0,0.46,612000000.0,,560000000.0,1373000000.0,-419000000.0,,,84000000.0,,,,4787000000.0,-180000000.0,,,74000000.0,,4275000000.0,28483000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
