,annualOperatingCashFlow,annualCapitalStock,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualGrossProfit,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlySaleOfInvestment,trailingOperatingExpense,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,quarterlyIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualPretaxIncome,quarterlyChangeInWorkingCapital,annualIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualPurchaseOfInvestment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCostOfRevenue,annualAccountsPayable,annualTotalRevenue,annualOperatingIncome,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,trailingCostOfRevenue,annualOtherShortTermInvestments,annualFreeCashFlow,annualEndCashPosition,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyDilutedAverageShares,annualNetIncome,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,quarterlyBasicEPS,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualOtherNonCashItems,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,annualStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyLongTermDebt,annualDilutedEPS,annualRetainedEarnings,annualAccountsReceivable,annualCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,trailingEndCashPosition,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,trailingChangeInAccountPayable,trailingInvestingCashFlow,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1120089600,,,28235293920.0,,,12352941090.0,,84705881760.0,,,,2352941160.0,151764704820.0,,56137058430.57,,,,33529411530.0,,,33529411530.0,,55294117260.0,,,,,,,,,,-378823526760.0,,205294116210.0,,,,-25665293937.99,,530588231580.0,,,,,,,,40588235010.0,134705881410.0,,,18823529280.0,,78.762352,,14705882250.0,,,,,,,,,,,,,,,,,,28235293920.0,,,,,,122941175610.0,,,114705881550.0,,188823528090.0,,126470587350.0,,,,,,109411763940.0,,,12941176380.0,441764702790.0,,9999999930.0,,,564705878400.0,,,126717000.0,,,-19189411630.38,303529409640.0,,,,,,9999999930.0,9999999930.0,,,,,,25294117470.0,,78.762352,,31764705660.0,,,126717000.0,,,,261176468760.0,,,42352940880.0,,68235293640.0,,-12198235208.73,0.0,,,,,-2941176450.0,21764705730.0,41176470300.0,,157058822430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,29923728985.92,,,11249470403.78,,75464513146.54,,,,1329978821.22,142468750820.62,,0.0,,,0.0,94919492072.16,,,12469279732.84,,101721928552.02,,,13259004313.66,,,,,,,-361271188521.6,,158284428877.82,,,,61728813914.88,,503739939342.22,,,,,,,,31799788318.76,9714512767.82,,,35505826475.7,,76.534958,,18230402647.38,,,,,,,,,,,,,,,,,,29924258646.94,,,,,,179942267985.62,,,170048200132.02,,135477225356.62,,50009534186.36,,,,82450212339.32,,120221398997.56,,,16585805180.28,376335277591.42,,9919491582.56,,,556277545577.04,,,126712424.0,,,44374470594.58,305525425488.64,,,,,,9919491582.56,9919491582.56,,,,,,21371292495.98,,76.534958,,30554555260.74,,,126712424.0,,,,250752120088.4,,,21493644191.6,,73711864831.36,,-1042372887.36,38351695136.16,,,,,9567267004.26,21040254358.48,46509534166.2,,104922670095.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,96873326711.68,0.0,31926237838.3,,176107106.52,27936481540.54,,176107106.52,54144696325.94,,17434088612.42,3515947098.44,139377961216.32,191175592654.78,38351695136.16,124826467873.78,-14520082425.88,0.0,54144696325.94,364221422133.08,139377961216.32,14420185412.24,113557157855.68,42125128839.42,495352215460.44,-10055028530.44,5215759640.6,,29491246212.32,,2422245114.24,514933.06,28130278134.74,-355974254244.12,-63308404531.36,152560762485.38,20966962933.36,,10913491273.64,35144512796.8,,495352215460.44,21123069054.26,,,64609680904.32,,,-355974254244.12,37895983617.64,-11848094777.54,,,43461380130.12,-18828699748.98,,43461380130.12,32052033788.36,514933.06,71429969284.02,-114180226858.28,,,-6970648833.22,-27409371850.74,,-25298661237.8,,131801236171.48,,287542740168.48,37895983617.64,478718332823.26,77948506890.56,,31925708177.28,126712333.0,,39724510913.7,69463954860.94,21159629301.52,162098867555.76,-4567367108.58,,124826467873.78,,131801236171.48,,82416066119.12,18160144227.02,-31373344099.48,-3461894962.38,39724510913.7,14420185412.24,145043542765.7,,0.0,30642362550.28,364221422133.08,,24432377902.48,,,526320289688.84,256627704045.26,42125128839.42,,56067971305.04,,25089484266.36,256627704045.26,,56067971305.04,-11848094777.54,444.750774,113227085764.22,24432377902.48,24432377902.48,102309989959.16,-72589083602.08,126712333.0,60229145362.9,,18160144227.02,152560762485.38,,162098867555.76,29491246212.32,113227085764.22,-1280123587.16,,,35608650965.12,56067971305.04,268574665970.32,71429969284.02,268574665970.32,39814624199.2,23917373019.12,82474942377.12,631822864.62,11955864161.0,21159629301.52,526320289688.84,8553553059.66,,,-24617010450.14,17434088612.42,62568600388.58,,102309989959.16,444.750774,82416066119.12,39814624199.2,631822864.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,33128353694.61,,,24209363636.46,,176749080.48,,,,3103103648.07,139707523185.12,,21499737108.03,,,0.0,97163072643.51,,,15041557164.42,,53282483219.7,,-7189374056.31,6197790673.26,,,,,0.0,,-364779591852.78,-4587585508.53,145899001391.22,7886375638.56,,,42546028658.4,,504487115037.9,,,,,18496054817.73,,,35374539925.71,2960021059.11,,,23416096930.02,40254077040.39,166.017886,,33417675106.11,,,,,,,,,,,,,,,,,,33128353694.61,,,,,,184588112614.86,-3632824850.58,,113176223711.64,9087848554.68,135842189127.48,,91555497649.71,,-1008416628.81,,82121515479.09,,139392951904.98,-31562335.8,,24329826551.43,358036824848.04,,21034718693.91,,,542624937462.9,,,126712424.0,,,35356654602.09,249018412839.12,,,,,,21034718693.91,21034718693.91,,,,,,9146764914.84,,166.017886,,32644397879.01,,,126712424.0,,,,292420832875.56,71906891536.35,,22230931220.73,-526038.93,81934771658.94,,1616517631.89,61753814148.42,,,,,5231983197.78,17580221040.6,57458180246.04,38400841.89,103197791248.47,,,,,493950555.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,32703056865.36,,,13129366851.09,,179585153.37,,,,3112445424.06,143259279900.03,,61753814148.42,,,0.0,64850982724.71,,,5463973815.3,,69954148678.68,,-7235298475.47,4169213986.14,,,,,0.0,,-381897381043.08,-46404772721.01,150313865073.75,323777224.17,,,18683775016.29,,525156660943.11,,,,,-754788389.67,,,30914301401.55,7186135392.45,,,30809497907.79,-36149273534.79,79.313319,,25947631898.37,,,,,,,,,,,,,,,,,,32702511013.83,,,,,,149506004809.35,-58830603281.91,,133022380306.41,9704727920.16,137603712197.7,,36883733733.63,,387783439.2,,59387008909.41,,117846070217.82,-49769542.17,,16242903978.21,366981442134.3,,10049672518.83,,,516487446943.65,,,126712424.0,,,11448476540.82,270626092504.11,,,,,,10049672518.83,10049672518.83,,,,,,8979257668.5,,79.313319,,34588428049.98,,,126712424.0,,,,244675764916.38,73052401962.96,,20950327572.93,526038.93,68900109374.25,,-6736059131.76,26366266453.59,,,,,33296943.33,21004912725.93,48945960843.57,555485622.75,103015284147.72,,,,,489628822.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,35108730614.72,,,15312801298.96,,427423674.72,,,,2161756831.04,143810926746.8,,26366266453.59,,,0.0,29207820057.84,,,14341724704.64,,38894483162.24,,-10373934881.58,1519014463.04,,,,,0.0,,-381161221545.92,-36315086946.38,147967863011.84,22876617384.23,,,17713956437.63,,524972148292.72,,,,,-5283848098.94,,,33127477265.36,7464916985.68,,,31756829165.6,-7257990439.28,103.802892,,27640739045.4,,,,,,,,,,,,,,,,,,35108730614.72,,,,,,133487413079.44,-6888473374.71,,106042849584.48,8706084502.76,138580610727.2,,45039635818.96,,-530411267.75,,14866095353.2,,126412426463.68,,,18934654542.64,362088913012.8,,13152651323.84,,,495576326092.24,,,126712424.0,,,7340021556.05,244623460311.68,,,,,,13152651323.84,13152651323.84,,,,,,23471880042.08,,103.802892,,35149973250.0,,,126712424.0,,,,249773433535.28,69882699579.44,,23740760599.36,-1248527049.84,72369041306.32,,11431271553.63,18772897713.36,,,,,-2401178363.12,20820032155.44,54043385157.36,2762835552.24,103430637477.2,,,,,1321371184.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,126989349620.96,0.0,39377431686.24,,167731628.4,35631572240.96,,167731628.4,49585196724.56,,22703407746.32,5246820853.2,142117677539.92,234779551325.76,18772897713.36,126334930029.52,2222044715.28,0.0,49585196724.56,349660274820.32,142117677539.92,16350905121.52,131384450766.4,32919062637.92,524717249289.84,-12225354028.8,3584256018.96,,30872736771.44,,-4702875371.52,532481.36,21604366219.28,-382599571749.92,-25067421038.48,139453673295.84,11169353038.56,,5985622967.76,48045589508.64,,524717249289.84,15381256564.96,,4129925428.16,87986687445.04,3176234400.48,,-382599571749.92,42890841066.64,-11693823146.96,,,47138444875.36,23143602150.8,,47138444875.36,44726175382.16,532481.36,67921192356.16,-112374866214.4,,,19990415217.12,-37023961442.16,,-1294994667.52,,111486687305.92,,312243342134.48,42890841066.64,547022893460.24,95112885485.92,,39377964167.6,126712333.0,,33234291603.04,89965388178.8,41594781436.4,164212459091.76,-4371207747.52,,126334930029.52,8772904302.88,111486687305.92,,84404685336.32,18327475929.84,3593003974.32,15633652729.6,33234291603.04,16350905121.52,165779186643.76,,0.0,35953271079.28,349660274820.32,,30391890117.76,,,513872733912.08,237821617335.44,32919062637.92,,74394568249.68,499999997.04,35820235479.84,237821617335.44,,74394568249.68,-11693823146.96,587.05431,139666665839.84,30391890117.76,30391890117.76,76484025106.32,-73723109254.72,126712333.0,42256123285.52,,18327475929.84,139453673295.84,,164212459091.76,30872736771.44,139667198321.2,2441959516.96,,,36271565280.48,74394568249.68,274879657584.64,67921192356.16,274879657584.64,39051650461.04,1248527049.84,90448483878.24,2886581452.56,-326107086.0,41594781436.4,513872733912.08,13562300239.2,,,-623697119.04,22703407746.32,75330702765.52,-8059597388.4,76484025106.32,587.05431,84404685336.32,39051650461.04,2886581452.56,499999997.04,4129925428.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,40063612012.08,,,26611859939.4,,430188680.88,,,,4298652307.44,144985445294.88,,41857682099.76,,,0.0,65186523158.76,,,18491644275.12,,40467924682.08,,-11413477132.32,3755795162.52,,,,,1078167.12,,-391693262943.96,-7850134800.72,136730458740.6,4489487887.68,,,37533692865.0,,536678708238.84,,,,,7541239920.84,,,36332075609.76,3838814030.76,,,29998382863.32,23510512218.72,175.633424,,37835579658.6,,,,,,,,,,,,,,,,,,40063612012.08,,,,,,170480324097.96,-5084636137.92,,107342318467.2,9147169846.08,111921294225.84,,93322372322.28,,-1211320759.32,,46694878883.64,,159267925133.52,,,28688409812.52,349233424507.68,,22258760192.4,,,519713748605.64,,,126712424.0,,,26120215732.68,219263612693.04,,,,,,22258760192.4,22258760192.4,,,,,,22779514911.36,,175.633424,,27995687437.92,,,126712424.0,,,,299222103562.92,67087331791.32,,28754178006.84,0.0,90515903308.92,,-6770889513.6,65368194318.48,,,,,1320215638.44,22293261540.24,68752021824.6,645283021.32,79986523215.0,,,,,543935312.04,3939083572.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,38935755390.66,,,18036861380.88,,419694573.18,,,,5316482322.24,148601894703.3,,65368194318.48,,,0.0,77452869394.02,,,31131121426.92,,34131647999.04,,-11549661202.26,4210637148.24,,,,,-1604760.06,,-393705631812.18,-14631170993.76,116643495767.64,17646899531.1,,,16275153523.02,,542307526515.48,,,,,-9186842858.34,,,29797261509.9,1917324894.54,,,82370720860.68,7825453861.86,100.527645,,28785425993.88,,,,,,,,,,,,,,,,,,38935755390.66,,,,,,172103737615.5,-8876922480.3,,146845180655.46,8692745775.24,109487624305.98,,39984201934.2,,5107581922.38,,46321747967.1,,137378092780.14,,,20092680218.64,329102156747.1,,12735650253.9,,,501205894362.6,,,126712424.0,,,4725492320.76,256332804961.44,,,,,,12735650253.9,12735650253.9,,,,,,25223275233.06,,100.527645,,27358609604.76,,,126712424.0,,,,243643494886.26,63437071702.98,,23028962452.08,0.0,78349657170.84,,6181105420.8,73078461841.44,,,,,-2025276447.24,23224328432.82,59028435609.3,-1318795391.58,75080568199.32,,,,,545550285.84,7048446501.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,39256777385.65,,,20678260812.7,,408695651.05,,,,6085933487.1,156671610822.35,,73078461841.44,,,0.0,86078260632.85,,,29299232656.0,,31595907841.5,,-17008217054.22,4112531958.0,,,,,526592.94,,-399395906830.05,-65413834628.77,60484398810.65,55698394975.87,,,38759951311.38,,556067517652.4,,,,,9422073504.35,,,38129411659.85,1582608691.3,,,40091048483.1,11664545310.12,115.242966,,32672104700.13,,,,,,,,,,,,,,,,,,39256777385.65,,,,,,200511508400.0,-57425141952.73,,110337595604.5,8939112438.03,113649616055.75,,49237340018.05,,5984045715.14,,56779027976.85,,145514577604.95,24251826.33,,23732992262.1,277813298468.75,,14601022977.75,,,478324806868.75,,,126712424.0,,,21751734257.16,223987211660.25,,,,,,14601022977.75,14601022977.75,,,,,,34434782514.0,,115.242966,,27379028057.7,,,126712424.0,,,,253087978843.65,60248593184.7,,27396930870.95,0.0,82524807957.2,,38849630534.9,85024040686.9,,,,,-5423017887.9,24115089447.75,62989769647.75,-1465106549.69,77342199275.8,,,,,521227620.05,8928388722.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,137138944738.75,0.0,51344065371.16,,162350598.22,43113917809.01,,162350598.22,122375996476.07,,27298804883.52,11150824977.92,168583665972.52,285237550873.29,85024040686.9,138665339166.8,-8250996046.96,0.0,122375996476.07,274609064777.55,168583665972.52,24753984156.82,151382470688.72,30144920432.07,564536854712.3,-16053047212.29,3067250525.86,,29192729193.43,,-5406872530.29,0.0,44648904550.35,-395953188739.78,-2842409718.72,48800796996.24,30494899287.57,,31445717249.71,44570147039.35,,564536854712.3,15160856630.71,,12375498054.5,108514940647.06,-4141510393.82,,-395953188739.78,59573705403.28,-28637948314.85,,,45004980248.9,33722098459.53,,45004980248.9,52007023391.67,0.0,57062251210.57,-90737550141.97,,,76722609850.23,-56024402601.09,,-21558267013.33,,119326693675.76,,351451694548.55,59573705403.28,636689245421.84,115495020354.58,,51344563379.13,126712333.0,,97622012319.25,81114542137.66,121371514400.58,265819224107.05,-6960909285.39,,138665339166.8,9108422274.79,119326693675.76,,92773406723.33,22576195304.01,1179454119.56,3634960173.03,97622012319.25,24753984156.82,194007405206.99,-21378727371.88,498007.97,42898601116.88,274609064777.55,,31950941181.69,,,540428288884.6,257992032842.56,30144920432.07,,81602091940.29,466633467.89,28517099827.06,257992032842.56,,81602091940.29,-28637948314.85,644.055779,169742530518.71,31950941181.69,31950941181.69,77758466427.83,-78347609856.34,126712333.0,108329681682.22,,22576195304.01,48800796996.24,,265819224107.05,29192729193.43,169743028526.68,11059760997.76,,,35887450334.14,81602091940.29,281148905439.59,57062251210.57,281148905439.59,44280876660.52,498007.97,99764738718.95,3475099614.66,-6814129192.39,121371514400.58,540428288884.6,26870518029.32,,,-2119026754.36,27298804883.52,94242666488.04,-3268253610.34,77758466427.83,644.055779,92773406723.33,44280876660.52,3475099614.66,466633467.89,12375498054.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,44863735603.92,,,27396169097.34,,136264693.98,,,,7405746675.06,158918590516.56,,113648237583.0,,,0.0,141355682259.24,,,18835002301.44,,18699172957.92,,-10602089752.38,2026556391.3,,,,,435350.46,,-363199392913.74,-7330431045.48,43684371207.78,15237266.1,,,49983892363.98,,522117983430.3,,,,,11069656146.42,,,49791902811.12,-23397910472.7,,,23010883913.76,26971267048.38,163.836309,,39606878799.42,,,,,,,,,,,,,,,,,,44863735603.92,,,,,,232662169585.5,-5159773651.92,,91998259207.2,8385285210.06,111766217544.42,,92930344542.06,,2295167625.12,,122520679957.8,,164272095123.18,-15237266.1,,31221593589.36,249752287243.26,,19963866044.22,,,482414456828.76,,,126716667.0,,,39381802611.6,203764476751.62,,,,,,19963866044.22,19963866044.22,,,,,,9594688787.94,,163.836309,,25467566559.54,,,126716667.0,,,,277381804187.16,47013060824.94,,29108837806.98,0.0,88186765929.9,,-10461906904.26,140619504631.38,,,,,-6420113233.62,21247279200.3,76085329193.28,2573356569.06,74878102367.7,,,,,496299524.4,11420548617.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,58221755719.68,,,21607462123.52,,1342091448.32,,,,4022070456.32,189380453857.28,,140619504631.38,,,0.0,103146086184.96,,,8415134085.12,,15572779980.8,,-20294915293.38,12355228712.96,,,,,-435350.46,,-428454024355.84,-55917599029.4,50450342082.56,991068577.1,,,20570496167.22,,617834478213.12,,,,,90617220.62,,,44359958415.36,-5393589125.12,,,38712034027.52,-49146254138.3,136.62533,,37160695287.86,,,,,,,,,,,,,,,,,,58221755719.68,,,,,,202847085629.44,-54130820754.48,,98644772423.68,11628377632.82,129105624023.04,,115354178795.52,,3173040523.36,,94730952099.84,,187932214220.8,-1052802.38,,25532317655.04,298429325178.88,,17621650206.72,,,501276410808.32,,,126712424.0,,,275580873.84,227750396446.72,,,,,,17621650206.72,17621650206.72,,,,,,9284813547.52,,136.62533,,31360483768.32,,,126712424.0,,,,272206518814.72,57256437790.72,,28467682897.92,153967421.44,104178140846.08,,-19972144905.02,103146086184.96,,,,,8962690580.48,27116132700.16,83754073374.72,-1336887822.82,80089858938.88,,,,,,17655281315.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,56752056824.65,,,21091058611.15,,1455293466.55,,,,4097092688.15,204215029363.4,,103146086184.96,,,0.0,107361491622.0,,,14173340591.3,,22089961514.5,,-15737662899.49,5373011498.25,,,,,-7553618165.55,,-453574326239.1,-4443138061.47,50110257618.85,35383675.45,,,22894322015.75,,657789355602.5,,,,,-8769708373.74,,,46623148471.9,53914975102.45,,,38713658651.25,-16640701182.43,134.392759,,41478931538.47,,,,,,,,,,,,,,,,,,56752056824.65,,,,,,212715852149.35,,,107426768637.65,11628136264.17,124382884862.5,,22738891846.55,,2544956932.32,,93188151030.7,,201403729319.65,-17699562851.12,,29850795274.3,314089411814.75,,17031815621.15,,,526805263964.1,,,126716667.0,,,7156659116.26,231809653500.15,,,,,,17031815621.15,17031815621.15,,,,,,7640702109.15,,134.392759,,28352715192.45,,,126716667.0,,,,293667031204.25,58308831365.95,,31247394281.4,-329612640.47,114800877220.7,,-33609283099.57,92104223443.1,,,,,-3530992854.95,28052660339.0,86602852098.95,-63128103.59,81580910264.7,,,,,,14449259405.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,159330850000.0,0.0,76189014809.1,,163785000.0,48777231168.6,,163785000.0,129252690000.0,,31227350000.0,9398925309.45,227193981000.0,376650584000.0,92104223443.1,133402931000.0,-2915821000.0,0.0,129252690000.0,346414382000.0,227193981000.0,21250102000.0,193666107000.0,8803775000.0,730091595000.0,-20439730054.75,7738878798.6,-1139982000.0,16201084000.0,,1113953000.0,-6661612428.05,132173790000.0,-502897614000.0,-11601675863.65,0.0,18552481.35,,-75465571000.0,65882139453.05,-16600742000.0,730091595000.0,27576509000.0,3937065000.0,11502194000.0,120068509000.0,23684728006.7,3937065000.0,-502897614000.0,81591762000.0,,,,24762451000.0,35894588272.35,,24762451000.0,74056123928.85,0.0,65269071000.0,-79292844000.0,,-89663567000.0,-2921100000.0,-67074398000.0,,-9069083000.0,,121919156000.0,-1703237000.0,470650678000.0,81591762000.0,847301262000.0,138676600000.0,,76188466262.75,126712333.0,,108002588000.0,92256452000.0,129252690000.0,256542173000.0,,,133402931000.0,14379289892.95,121919156000.0,,100865732000.0,6936682000.0,627043919.2,26075293000.0,108002588000.0,21250102000.0,286548658619.8,8646769919.6,0.0,50708416035.9,346414382000.0,,39347750965.75,53732964000.0,,602956555000.0,255322087000.0,8803775000.0,,94835957000.0,29455000.0,45442409398.3,255322087000.0,,94820434000.0,,750.0,237973984000.0,39347750965.75,39332227965.75,77453417000.0,-73505825000.0,126716667.0,1060242000.0,,6936682000.0,0.0,,256542173000.0,16201084000.0,237973984000.0,8640209000.0,,,46021089000.0,94835957000.0,346248602000.0,65269071000.0,346248602000.0,49694086000.0,25678993.75,159651227774.8,3785264000.0,-11422236091.15,129252690000.0,602956555000.0,25248075000.0,,53732964000.0,-1639353643.55,31227350000.0,126897430845.0,-59387642.65,77453417000.0,750.0,100865732000.0,49694086000.0,3785264000.0,29455000.0,11502194000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,52065142000.0,,,29919787000.0,-8516041000.0,670793000.0,,,,7237948000.0,209588134000.0,,126246838000.0,,,0.0,57575772000.0,,,18415608000.0,,17754723000.0,,-10200910000.0,2107585000.0,,,25126400000.0,,0.0,,-480780561000.0,-8724947000.0,22324390000.0,0.0,,,36560689000.0,,690368695000.0,,4272008000.0,,,1203352000.0,,,52797982000.0,,,,20321963000.0,17394107000.0,178.996104,,42346373000.0,,,,,,,,,,,,,,,,,,52065142000.0,,,,,,247493642000.0,-5327454000.0,,99054122000.0,10319001000.0,116843965000.0,,121226847000.0,,-961228000.0,,39160164000.0,,85685864000.0,-288122000.0,,-161877254000.0,319754589000.0,,22681030000.0,,,567248231000.0,,,126712423.0,,,26359779000.0,215898087000.0,,,,,,22681030000.0,22681839000.0,,,,,,91921730000.0,,178.996104,,11559301000.0,,,126712423.0,,,,351350144000.0,58122358000.0,,34635712000.0,0.0,195497976000.0,,-10088629000.0,143640945000.0,,,-26831831000.0,29001109000.0,-4653116000.0,28091453000.0,-109812112000.0,3968362000.0,78525428000.0,,,,,0.0,11093836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,48818970000.0,,,21777697000.0,-4362110000.0,470074000.0,,,,3173427000.0,203343135000.0,,143640945000.0,,,0.0,110350785000.0,,,17343909000.0,,20658455000.0,,-16011739000.0,1927877000.0,,,22730808000.0,,0.0,,-464311868000.0,-44808310000.0,23774329000.0,0.0,,,24302210000.0,,667655003000.0,,2556127000.0,,,2215497000.0,,,44310831000.0,,,,11738473000.0,-31726815000.0,146.820324,,32644746000.0,,,,,,,,,,,,,,,,,,48911668000.0,,,,,,197376991000.0,-43945916000.0,,93047833000.0,8939172000.0,115944309000.0,,169911096000.0,,31541228000.0,,93006876000.0,,166339943000.0,-625042000.0,,21720732000.0,312171384000.0,,18603959000.0,,,509548375000.0,,,126712423.0,,,8290471000.0,208992142000.0,,,,,,18603959000.0,18604270000.0,,,,,,6116270000.0,,146.820324,,11403141000.0,,,126712423.0,,,,300545669000.0,51485943000.0,,27302968000.0,0.0,95800241000.0,,-16258920000.0,110350785000.0,,,-6141456000.0,29590743000.0,821880000.0,25030413000.0,70539702000.0,339464000.0,75981527000.0,,,,,0.0,13333162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
