,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyGrossPPE,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,annualInterestExpense,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyEndCashPosition,trailingBeginningCashPosition,trailingOperatingExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualRetainedEarnings,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualTaxProvision,annualBasicAverageShares,annualCostOfRevenue,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualOtherNonCashItems,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualInvestingCashFlow,trailingStockBasedCompensation,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,trailingSaleOfInvestment,annualChangeInInventory,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,annualBasicEPS,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingCashDividendsPaid,trailingOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualGoodwill,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,quarterlyCommonStockIssuance,annualInventory,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualEbitda,annualRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualDilutedEPS,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualPretaxIncome,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOtherIncomeExpense,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1025395200,33264000.0,,731340000.0,0.0925,,53043000.0,45570000.0,-7203000.0,,8395000.0,,1083835000.0,,,,,,213739000.0,,,,,,,,-2399000.0,,-25438000.0,,,48747000.0,,,,,,,,47511000.0,,,,,,,189692000.0,,,,151597000.0,,,634503000.0,,28365000.0,96837000.0,,,278901000.0,19779000.0,0.0,,,463569000.0,,,19779000.0,,,,,,,3904000.0,,,,,,,,,21987000.0,,-384000.0,,,,,,,,,,17728000.0,17728000.0,131000.0,114755000.0,,,191436000.0,,,33140000.0,,36453000.0,-199281000.0,8726000.0,-25438000.0,545787000.0,66729000.0,,,,0.0,,10637000.0,,,884554000.0,,,89622000.0,,160696000.0,,,45379000.0,,3105000.0,,,,,16428000.0,,0.0925,,,499000.0,,7702000.0,,32319000.0,,,,,,,,,,,,,,,,17728000.0,,,,921007000.0,1199908000.0,,,,,,-5938000.0,,,14247000.0,48747000.0,,,,5030000.0,48747000.0,,,5888000.0,,,,,,,,,,,,,,
1033344000,57076000.0,,735110000.0,0.1525,,72755000.0,57967000.0,-8567000.0,,7427000.0,,1134989000.0,,,,,,240697000.0,,,,,,,,-20731000.0,,-65890000.0,,,24173000.0,,,,,,,,72792000.0,,,,,,,190180000.0,,,,180728000.0,,,602499000.0,,46609000.0,132611000.0,,,261664000.0,15679000.0,0.0,,,492099000.0,,,15679000.0,,,,,,,3283000.0,,,,,,,,,21987000.0,,-810000.0,,,,,,,,,,29131000.0,29131000.0,113000.0,135487000.0,,,191416000.0,,,43514000.0,,34643000.0,-199281000.0,-2198000.0,-65890000.0,522162000.0,58350000.0,,,,0.0,,17478000.0,,,935708000.0,,,92653000.0,,167942000.0,,,47068000.0,,549000.0,,,,,-24574000.0,,0.1525,,,499000.0,,-22376000.0,,48747000.0,,,,,,,,,,,,,,,,29131000.0,,,,970351000.0,1232015000.0,,,,,,-7088000.0,,,15716000.0,24173000.0,,,,10580000.0,24173000.0,,,27576000.0,,,,,,,,,,,,,,
1041292800,59276000.0,-43000.0,749404000.0,,,72461000.0,46217000.0,-52743000.0,,11367000.0,,1184652000.0,55420000.0,,,61731000.0,,243154000.0,81336000.0,,24218000.0,-142600000.0,30201000.0,,189852000.0,-17718000.0,310903000.0,-8699000.0,,,24218000.0,,,35455000.0,-17743000.0,,25485000.0,77877000.0,74923000.0,,,635854000.0,,-255314000.0,,,,-53294000.0,749404000.0,210106000.0,5001000.0,,635854000.0,-27578000.0,49170000.0,113550000.0,,,310903000.0,13185000.0,8813000.0,,,521660000.0,210106000.0,,13185000.0,543537000.0,78241000.0,48676000.0,188576000.0,638860000.0,77877000.0,8322000.0,1275696000.0,,11913000.0,964793000.0,8322000.0,,,61731000.0,21987000.0,,-3048000.0,,,,70330000.0,,,521660000.0,-133786000.0,,29378000.0,30809000.0,220000.0,153204000.0,,-34836000.0,,59443000.0,0.4125,5879000.0,,35455000.0,-255314000.0,2865000.0,-17513000.0,543537000.0,70330000.0,83779000.0,,,0.0,,18361000.0,,499000.0,929338000.0,,,83779000.0,113550000.0,170693000.0,,929338000.0,55420000.0,,244000.0,153204000.0,115022000.0,,,45000.0,225633000.0,,223345000.0,,499000.0,,-11634000.0,,24173000.0,21987000.0,,-7106000.0,0.0,,24218000.0,864493000.0,0.41,8813000.0,-54023000.0,,130012000.0,,-35259000.0,,29378000.0,,24218000.0,,964793000.0,1275696000.0,-3689000.0,,,,163902000.0,-7106000.0,,,15647000.0,24218000.0,,,1184652000.0,10326000.0,24218000.0,,46217000.0,11913000.0,,,,,,,,,,,,,,
1049068800,34560000.0,,756337000.0,0.0825,,49535000.0,62347000.0,-11980000.0,,5244000.0,,1206682000.0,,,,,,235504000.0,,,,,,,,-14480000.0,,-45726000.0,,,3241000.0,,,,,,,,50836000.0,-176000.0,,,,,,190404000.0,,,,225884000.0,,,637083000.0,,25245000.0,119254000.0,,,305810000.0,14975000.0,-8291000.0,,,538599000.0,,,14975000.0,,,,,,,5859000.0,,,,,,,,,21987000.0,,-1043000.0,,,,,,,,,,15778000.0,15778000.0,-149000.0,167684000.0,,,191144000.0,,,24667000.0,,38787000.0,-255314000.0,82000.0,-37435000.0,539121000.0,75975000.0,,,,0.0,,9467000.0,,,951368000.0,,,82849000.0,,185969000.0,,,43971000.0,,1007000.0,,,,,-20977000.0,,0.0825,,,500000.0,,-12768000.0,,24218000.0,,,,,,,,,,,,,,,,15778000.0,,,,990155000.0,1295965000.0,,,,,,-6776000.0,,,16276000.0,3241000.0,,,,9166000.0,3241000.0,,,12936000.0,,,,,,,,,,,,,,
1056931200,17226000.0,,764682000.0,0.0275,,31908000.0,61898000.0,5394000.0,,6186000.0,,1214553000.0,,,,,,218632000.0,,,,,,,,-5740000.0,,-23662000.0,,,11928000.0,,,,,,,,33869000.0,0.0,,,,,,190600000.0,,,,231314000.0,,,641251000.0,,8687000.0,123431000.0,,,313642000.0,14682000.0,8000.0,,,545394000.0,,,14682000.0,,,,,,,8372000.0,,,,,,,,,21987000.0,,-277000.0,,,,,,,,,,5430000.0,5430000.0,399000.0,173424000.0,,,191412000.0,,,33677000.0,,38249000.0,-255314000.0,-1328000.0,-23670000.0,536505000.0,82759000.0,,,,0.0,,3257000.0,,,959239000.0,,,112239000.0,,186724000.0,,,47696000.0,,663000.0,,,,,8687000.0,,0.0275,,,500000.0,,10007000.0,,3241000.0,,,,,,,,,,,,,,,,5430000.0,,,,997488000.0,1311130000.0,,,,,,-6074000.0,,,16643000.0,11928000.0,,,,8938000.0,11928000.0,,,13837000.0,,,,,,,,,,,,,,
1064880000,22845000.0,,780694000.0,0.0475,,38855000.0,70546000.0,3213000.0,,9491000.0,,1226850000.0,,,,,,253952000.0,,,,,,,,2043000.0,,-28883000.0,,,21584000.0,,,,,,,,40317000.0,0.0,,,,,,191188000.0,,,,240505000.0,,,648192000.0,,14706000.0,132502000.0,,,330941000.0,16010000.0,0.0,,,558482000.0,,,16010000.0,,,,,,,11433000.0,,,,,,,,,21987000.0,,-413000.0,,,,,,,,,,9191000.0,9191000.0,112000.0,171381000.0,,,192488000.0,,,39453000.0,,37839000.0,-255314000.0,819000.0,-28883000.0,532209000.0,93996000.0,,,,4935000.0,,5515000.0,,,971536000.0,,,117118000.0,,215097000.0,,,42132000.0,,2744000.0,,,,,9656000.0,,0.0475,,,502000.0,,10570000.0,,11928000.0,,,,,,,,,,,,,,,,9191000.0,,,,1009375000.0,1340316000.0,,,,,,-4922000.0,,,17472000.0,21584000.0,,,,8251000.0,21584000.0,,,14889000.0,,,,,,,,,,,,,,
1072828800,7989000.0,,860593000.0,,,39686000.0,79326000.0,700000.0,,7915000.0,,1320872000.0,57990000.0,,,77364000.0,,279160000.0,47148000.0,,65430000.0,-137269000.0,34493000.0,,192508000.0,-13115000.0,407935000.0,-47073000.0,,,65430000.0,,,39388000.0,-4368000.0,,28836000.0,47148000.0,26708000.0,,,707289000.0,,-319756000.0,,,,-2673000.0,860593000.0,257254000.0,15507000.0,,707289000.0,-9663000.0,26799000.0,153304000.0,,,407935000.0,31697000.0,0.0,,,587233000.0,257254000.0,,17710000.0,591586000.0,24218000.0,28289000.0,191316000.0,827264000.0,47148000.0,8769000.0,1448439000.0,,15988000.0,1040504000.0,8769000.0,,,63377000.0,0.0,,-2635000.0,,,,115703000.0,,,587233000.0,-145344000.0,,16749000.0,16749000.0,26948000.0,184496000.0,,-31292000.0,,69110000.0,0.2475,29809000.0,,39388000.0,-319756000.0,59377000.0,-47281000.0,591586000.0,115703000.0,100933000.0,,,0.0,,10050000.0,,509000.0,1001116000.0,,,100933000.0,153304000.0,239474000.0,,1001116000.0,57990000.0,,11093000.0,184496000.0,127606000.0,,,43846000.0,159984000.0,,151730000.0,,509000.0,,-17472000.0,,21584000.0,0.0,,-4188000.0,0.0,,65430000.0,987248000.0,0.245,-8283000.0,41212000.0,,75437000.0,,58950000.0,,16749000.0,,65430000.0,,1040504000.0,1448439000.0,27310000.0,,,,82620000.0,-4188000.0,,,18719000.0,65430000.0,,,1320872000.0,8138000.0,65430000.0,,79326000.0,15988000.0,,,,,,,,,,,,,,
1080691200,58540000.0,,903534000.0,0.145,,81590000.0,128589000.0,-52538000.0,,11668000.0,,1326824000.0,,,,,,384145000.0,,,,,,,,-51493000.0,,-23905000.0,,,58294000.0,,,,,,,,77319000.0,-238000.0,,,,,,195788000.0,,,,289216000.0,,,705155000.0,,51139000.0,198379000.0,,,487942000.0,23050000.0,0.0,,,629990000.0,,,23050000.0,,,,,,,15839000.0,,,,,,,,,0.0,,-24000.0,,,,,,,,,,31962000.0,31962000.0,2103000.0,235989000.0,,,224848000.0,,,10665000.0,,39776000.0,-319756000.0,6104000.0,-23905000.0,587777000.0,117378000.0,,,,0.0,,19177000.0,,,1007068000.0,,,133377000.0,,302555000.0,,,53713000.0,,10086000.0,,,,,-7136000.0,,0.1625,,,515000.0,,-13240000.0,,65430000.0,,,,,,,,,,,,,,,,31962000.0,,,,1046844000.0,1534786000.0,,,,,,-3241000.0,,,18779000.0,58294000.0,,,,9504000.0,58294000.0,,,16077000.0,,,,,,,,,,,,,,
1088553600,115116000.0,,899479000.0,0.3,,143198000.0,120961000.0,-69026000.0,,20930000.0,,1337761000.0,,,,,,525657000.0,,,,,,,,-44181000.0,,-30755000.0,,,38441000.0,,,,,,,,138745000.0,0.0,,,,,,197360000.0,,,,356508000.0,,,700934000.0,,107667000.0,198545000.0,,,548433000.0,28082000.0,0.0,,,702652000.0,,,28082000.0,,,,,,,18105000.0,,,,,,,,,0.0,,-1487000.0,,,,,,,,,,67292000.0,67292000.0,3143000.0,280170000.0,,,226180000.0,,,43417000.0,,37516000.0,-319756000.0,-32515000.0,-30755000.0,563287000.0,137647000.0,,,,0.0,,40375000.0,,,1018005000.0,,,199154000.0,,382459000.0,,,72584000.0,,4539000.0,,,,,-19853000.0,,0.34,,,517000.0,,12662000.0,,58294000.0,,,,,,,,,,,,,,,,67292000.0,,,,1055521000.0,1603954000.0,,,,,,-2410000.0,,,23629000.0,38441000.0,,,,10592000.0,38441000.0,,,5000000.0,,,,,,,,,,,,,,
1096502400,193260000.0,,945635000.0,0.5025,,228252000.0,145481000.0,-17631000.0,,34273000.0,,1334454000.0,,,,,,634741000.0,,,,,,,,-5620000.0,,-18157000.0,,,159674000.0,,,,,,,,214995000.0,189000.0,,,,,,198444000.0,,,,462671000.0,,,717499000.0,,183249000.0,228136000.0,,,717482000.0,34992000.0,55000.0,,,817104000.0,,,34992000.0,,,,,,,15383000.0,,,,,,,,,0.0,,-60000.0,,,,,,,,,,113614000.0,113614000.0,458000.0,285790000.0,,,227524000.0,,,153022000.0,,32833000.0,-319756000.0,-13632000.0,-18212000.0,548724000.0,168775000.0,,,,0.0,,69635000.0,,,1014698000.0,,,202601000.0,,406489000.0,,,80378000.0,,7244000.0,,,,,121233000.0,,0.5725,,,520000.0,,134810000.0,,38441000.0,,,,,,,,,,,,,,,,113614000.0,,,,1047531000.0,1765013000.0,,,,,,-1553000.0,,,21735000.0,159674000.0,,,,10469000.0,159674000.0,,,2277000.0,,,,,,,,,,,,,,
1104451200,139993000.0,-55179000.0,884028000.0,,,150450000.0,141888000.0,-103024000.0,,40533000.0,,1421887000.0,84546000.0,,,96581000.0,,600370000.0,295314000.0,,16334000.0,-102046000.0,38907000.0,,226108000.0,-95698000.0,677519000.0,-29174000.0,,,16334000.0,,,32056000.0,-1097000.0,-3733000.0,107404000.0,295314000.0,160599000.0,-55130000.0,,650820000.0,,-397843000.0,,,,-242219000.0,884028000.0,540235000.0,27899000.0,,650820000.0,145873000.0,132978000.0,233208000.0,,,677519000.0,10457000.0,0.0,,,847122000.0,540235000.0,-7452000.0,10457000.0,441605000.0,65430000.0,179719000.0,197148000.0,1541423000.0,295314000.0,18980000.0,1733619000.0,,6774000.0,1056100000.0,18980000.0,,,96581000.0,0.0,,474000.0,,,,209215000.0,,,847122000.0,-101991000.0,,82446000.0,82446000.0,1327000.0,381488000.0,,-196992000.0,,84749000.0,1.4975,40815000.0,,32056000.0,-397843000.0,-154981000.0,-29174000.0,441605000.0,209215000.0,214880000.0,,,0.0,,50532000.0,,523000.0,1024044000.0,,,214880000.0,233208000.0,449920000.0,,1024044000.0,84546000.0,,6030000.0,381488000.0,247919000.0,,,-143340000.0,603490000.0,,591658000.0,,523000.0,,11641000.0,,159674000.0,0.0,,,0.0,,16334000.0,2144913000.0,1.3175,55000.0,-49096000.0,,475033000.0,,-195024000.0,,82446000.0,,16334000.0,,1056100000.0,1733619000.0,7031000.0,,,,506909000.0,,,,20606000.0,16334000.0,,,1421887000.0,8342000.0,16334000.0,,141888000.0,6774000.0,,,,,,,,,,,,,,
1112227200,106323000.0,,894977000.0,0.28,,128777000.0,152530000.0,-40784000.0,,13033000.0,,1420041000.0,,,,,,570706000.0,,,,,,,,-14147000.0,,-19141000.0,,,3747000.0,,,,,-4882000.0,,,128153000.0,-76700000.0,,,,,,190812000.0,,,,596331000.0,,,683122000.0,,98824000.0,211855000.0,,,682301000.0,22454000.0,0.0,,,838882000.0,,,22454000.0,,,,,,,7726000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,60777000.0,60777000.0,578000.0,395635000.0,,,219312000.0,,,54975000.0,,31948000.0,-397843000.0,-48421000.0,-19141000.0,460330000.0,222792000.0,,,,0.0,,38047000.0,,,1022198000.0,,,267793000.0,,441929000.0,,,50479000.0,,12364000.0,,,,,-12587000.0,,0.3175,,,527000.0,,35834000.0,,16334000.0,,,,,,,,,,,,,,,,60777000.0,,,,1054146000.0,1736447000.0,,,,,,,,,21830000.0,3747000.0,,,,8077000.0,3747000.0,,,8846000.0,,,,,,,,,,,,,,
1120089600,91103000.0,,952998000.0,0.25,,111184000.0,93147000.0,-53520000.0,,1435000.0,,1415955000.0,,,,,,545826000.0,,,,,,,,-26258000.0,,-17146000.0,,,1645000.0,,,,,-4721000.0,,,112682000.0,-103724000.0,,,,,,178040000.0,,,,642629000.0,,,789600000.0,,82380000.0,163398000.0,,,684278000.0,20081000.0,0.0,,,781928000.0,,,20081000.0,,,,,,,13439000.0,,,,,,,,,0.0,,-346000.0,,,,,,,,,,50663000.0,50663000.0,175000.0,421894000.0,,,205888000.0,,,19126000.0,,33571000.0,-397843000.0,-4082000.0,-17146000.0,564840000.0,224760000.0,,,,0.0,,31717000.0,,,1018112000.0,,,239367000.0,,434642000.0,,,61679000.0,,472000.0,,,,,-2102000.0,,0.285,,,527000.0,,1980000.0,,3747000.0,,,,,,,,,,,,,,,,50663000.0,,,,1051683000.0,1735961000.0,,,,,,,,,21579000.0,1645000.0,,,,8898000.0,1645000.0,,,8572000.0,,,,,,,,,,,,,,
1128038400,81851000.0,,879508000.0,0.23,,105232000.0,111188000.0,74880000.0,,-602000.0,,1402394000.0,,,,,,498689000.0,,,,,,,,42407000.0,,-7723000.0,,,30604000.0,,,,,-4363000.0,,,106910000.0,-6340000.0,,,,,,172552000.0,,,,683688000.0,,,694706000.0,,73833000.0,184802000.0,,,660724000.0,23381000.0,1345000.0,,,817656000.0,,,23381000.0,,,,,,,22780000.0,,,,,,,,,0.0,,-1742000.0,,,,,,,,,,45408000.0,45408000.0,1450000.0,379486000.0,,,200552000.0,,,144658000.0,,32833000.0,-397843000.0,-107976000.0,-9068000.0,469252000.0,225454000.0,,,,0.0,,28425000.0,,,1004551000.0,,,218625000.0,,393457000.0,,,65993000.0,,1009000.0,,,,,28959000.0,,0.2625,,,528000.0,,135590000.0,,1645000.0,,,,,,,,,,,,,,,,45408000.0,,,,1037384000.0,1698108000.0,,,,,,,,,25059000.0,30604000.0,,,,9468000.0,30604000.0,,,7621000.0,,,,,,,,,,,,,,
1135987200,113898000.0,-186764000.0,876701000.0,,,139956000.0,115542000.0,-4881000.0,,8364000.0,,1484313000.0,89479000.0,,,91974000.0,,569645000.0,221785000.0,,65518000.0,-63386000.0,34341000.0,,206568000.0,-19198000.0,725733000.0,-18031000.0,,,65518000.0,,,31985000.0,-2088000.0,-4310000.0,22230000.0,221785000.0,137295000.0,0.0,,669524000.0,,-484344000.0,,,,-24305000.0,876701000.0,744344000.0,15401000.0,,669524000.0,247370000.0,105589000.0,207177000.0,,,725733000.0,26058000.0,0.0,,,879868000.0,744344000.0,-18276000.0,26058000.0,438419000.0,16334000.0,138841000.0,178484000.0,1699717000.0,221785000.0,13307000.0,1757687000.0,,2156000.0,1031954000.0,13307000.0,,,91974000.0,0.0,,0.0,,,,231105000.0,,,879868000.0,-62041000.0,,64937000.0,64937000.0,-411000.0,398684000.0,,-17196000.0,,91865000.0,1.2425,91997000.0,,31985000.0,-484344000.0,-39053000.0,-18031000.0,438419000.0,231105000.0,241708000.0,,,0.0,,40652000.0,,529000.0,999969000.0,,,241708000.0,207177000.0,429689000.0,,999969000.0,89479000.0,,1556000.0,398684000.0,310756000.0,,,34914000.0,485149000.0,,485040000.0,,529000.0,,73966000.0,,30604000.0,0.0,,,0.0,,65518000.0,2184866000.0,1.0875,1345000.0,49184000.0,,360626000.0,,-199532000.0,,64937000.0,,65518000.0,,1031954000.0,1757687000.0,1792000.0,,,,393175000.0,,,,23397000.0,65518000.0,,,1484313000.0,7898000.0,65518000.0,,115542000.0,2156000.0,,,,,,,,,,,,,,
1143763200,131112000.0,,908740000.0,0.38,,159487000.0,180115000.0,34653000.0,,128000.0,,1474850000.0,,,,,,665878000.0,,,,,,,,17179000.0,,-19285000.0,,,195705000.0,,,,,-4319000.0,,,156029000.0,,,,,,,174068000.0,,,,811581000.0,,,664512000.0,,123657000.0,244228000.0,,,858355000.0,28375000.0,0.0,,,971522000.0,,,28375000.0,,,,,,,13300000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,76049000.0,76049000.0,681000.0,381505000.0,,,201344000.0,,,136032000.0,,32758000.0,-484344000.0,13440000.0,-14585000.0,432844000.0,231668000.0,,,,0.0,,47608000.0,,,990506000.0,,,260895000.0,,506391000.0,,,63041000.0,,24417000.0,,,,,130187000.0,,0.4375,,,534000.0,,121447000.0,,65518000.0,,,,,,,,,,,,,,,,76049000.0,,,,1023264000.0,1881619000.0,,,-14075000.0,,,,9375000.0,,24917000.0,195705000.0,,,,8136000.0,195705000.0,,,1072000.0,,,,,,,,,,,,,,
1151625600,154148000.0,,937790000.0,0.445,,196555000.0,169686000.0,-101838000.0,,-5862000.0,,1598053000.0,,,,,,821247000.0,,,,,,,,-30993000.0,,-118288000.0,,,53948000.0,,,,,-8812000.0,,,186751000.0,,,,,,,192924000.0,,,,898522000.0,,,664544000.0,,147398000.0,273246000.0,,30720000.0,976121000.0,42407000.0,-84406000.0,,,1224936000.0,,,42407000.0,,,,,,,21853000.0,,,,,,,,,4615000.0,,0.0,,,,,,,,,,96869000.0,96869000.0,1275000.0,528683000.0,,,219532000.0,,,22104000.0,,31588000.0,-484344000.0,-45573000.0,-33882000.0,397882000.0,262047000.0,,,,0.0,,50529000.0,,,1113709000.0,,,354291000.0,,624692000.0,,,102911000.0,,3727000.0,,,,,-141757000.0,,0.5025,,,536000.0,,-11778000.0,,195705000.0,,12335000.0,,,,,,,,,,,,,,96869000.0,,,,1188352000.0,2164473000.0,,,0.0,,,,4700000.0,,32603000.0,53948000.0,,,,8025000.0,53948000.0,,,649000.0,,,,,,,,,,,,,,
1159574400,198580000.0,,1034416000.0,0.5425,,244804000.0,194696000.0,-6855000.0,,-2997000.0,,1602877000.0,,,,,,911862000.0,,,,,,,,-29043000.0,,-35645000.0,,,20843000.0,,,,,-10111000.0,,,228353000.0,,,,,,,199372000.0,,,,1002668000.0,,,661527000.0,,192109000.0,372889000.0,,30966000.0,1014739000.0,46224000.0,0.0,,,1172573000.0,,,46224000.0,,,,,,,14705000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,118723000.0,118723000.0,974000.0,557726000.0,,,219572000.0,,,138712000.0,,32087000.0,-484344000.0,-136172000.0,-35645000.0,401557000.0,259970000.0,,,,33846000.0,,73386000.0,,,1118533000.0,,,403199000.0,,667058000.0,,,113575000.0,,3851000.0,,,,,-33105000.0,,0.595,,,537000.0,,103067000.0,,53948000.0,,12478000.0,,,,,,,,,,,,,,118723000.0,,,,1194064000.0,2208803000.0,,,0.0,,,,0.0,,29773000.0,20843000.0,,,,7445000.0,20843000.0,,,30772000.0,,,,,,,,,,,,,,
1167523200,175274000.0,-247411000.0,1014485000.0,,,229146000.0,147942000.0,-41229000.0,,8253000.0,,1729389000.0,140365000.0,,,170878000.0,,839800000.0,396707000.0,,29373000.0,-128618000.0,32104000.0,,211548000.0,-23383000.0,1036197000.0,-44195000.0,,,29373000.0,,,30925000.0,0.0,-14303000.0,-478000.0,396707000.0,202793000.0,-87051000.0,,614995000.0,,-592686000.0,,,,-115269000.0,1014485000.0,1093271000.0,28503000.0,,614995000.0,276334000.0,168391000.0,399490000.0,,30966000.0,1036197000.0,53872000.0,311000.0,,,1231108000.0,1093271000.0,-37545000.0,53872000.0,358192000.0,65518000.0,234848000.0,187862000.0,2408795000.0,396707000.0,15167000.0,2247017000.0,,80686000.0,1210820000.0,15167000.0,,,170878000.0,0.0,,0.0,,8862000.0,,256803000.0,14075000.0,,1231108000.0,-217413000.0,,105066000.0,105066000.0,1615000.0,569317000.0,,-66240000.0,,114812000.0,2.11,108104000.0,-14075000.0,30925000.0,-592686000.0,-55379000.0,-44506000.0,358192000.0,256803000.0,408376000.0,,,30497000.0,,63325000.0,30966000.0,537000.0,1136703000.0,,,408376000.0,399490000.0,610654000.0,,1136703000.0,140365000.0,12226000.0,-3492000.0,569317000.0,404952000.0,,,8530000.0,829992000.0,,773926000.0,,537000.0,,63598000.0,,20843000.0,0.0,12226000.0,,30497000.0,,29373000.0,3238787000.0,1.885,311000.0,-36145000.0,,631555000.0,,-223684000.0,,105066000.0,,29373000.0,,1210820000.0,2247017000.0,4545000.0,,0.0,,659114000.0,,0.0,,27519000.0,29373000.0,,,1729389000.0,8498000.0,29373000.0,,147942000.0,80686000.0,,,,,,,,,,,,,,
