,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyBasicAverageShares,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDebt,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,annualGrossProfit,quarterlyPretaxIncome,quarterlyNetPPE,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,annualInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,annualFreeCashFlow,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualChangeInInventory,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingPretaxIncome,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualInvestingCashFlow,quarterlyInventory,annualRetainedEarnings,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualBasicEPS,trailingStockBasedCompensation,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,annualDilutedAverageShares,quarterlyEndCashPosition,annualEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,annualOtherIncomeExpense,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualAccountsPayable,annualEbitda,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
599529600,,,,,,,,,,,,,,,,,,164209895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612600000.0,,,,,,,,,,,,,612600000.0,,,,,,0.15341,,,,,,,,,,,612600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164209895.0,,25200000.0,,,,,,,,,,,,,,,,,,,,,,0.15341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,,,,,,,164283358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654000000.0,,,,,,,,,,,,,654000000.0,,,,,,0.16675,,,,,,,,,,,654000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164283358.0,,27300000.0,,,,,,,,,,,,,,,,,,,,,,0.16675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,20000000.0,,,1088200000.0,,44100000.0,,53100000.0,,34800000.0,,,102800000.0,,15900000.0,,,,-558700000.0,,,1299800000.0,,840500000.0,,,149800000.0,,,9100000.0,,,214500000.0,,,-153400000.0,,,,,44100000.0,2199000000.0,67800000.0,,,120700000.0,,100000.0,-1636900000.0,321200000.0,,741100000.0,,735000000.0,,640900000.0,,,834300000.0,,-110400000.0,-1636900000.0,,,,1082000000.0,47800000.0,,-14500000.0,,,,1299800000.0,-143400000.0,95800000.0,485000000.0,,1088200000.0,657900000.0,,,,102800000.0,,-558700000.0,494500000.0,-41000000.0,170600000.0,494500000.0,163960573.0,214500000.0,,,,102800000.0,,1922500000.0,,,1922500000.0,,,,,,,54700000.0,,840500000.0,5600000.0,,,,597000000.0,1900000.0,-153800000.0,640900000.0,735000000.0,,,26900000.0,0.62698,,,,95800000.0,,2520200000.0,,47800000.0,,,,26200000.0,,,163960573.0,,0.0,,485000000.0,741100000.0,,,,,225400000.0,,-1600000.0,,58400000.0,,138900000.0,597000000.0,29100000.0,,,29100000.0,120700000.0,149800000.0,321200000.0,,54700000.0,,,,58400000.0,834300000.0,,29100000.0,29100000.0,-6100000.0,1082000000.0,0.62698,34800000.0,,,,,,,,,,,,,,,,,,,,,,
623116800,,,-16300000.0,,,50200000.0,,,,,,,,,,,,167059327.0,,,,,,854000000.0,,29100000.0,135400000.0,154400000.0,,,,100900000.0,,-6800000.0,,,,,76600000.0,,,,,15600000.0,,,,,77800000.0,,39000000.0,744200000.0,,748100000.0,300000.0,,,,,100000.0,,53500000.0,,,-3800000.0,,,0.14007,,,,-32000000.0,1320900000.0,,,469200000.0,,1110300000.0,610600000.0,,12700000.0,-26600000.0,,10800000.0,-576700000.0,,,,518500000.0,,210000000.0,,,,,,,,,1950200000.0,,456200000.0,,,,-6000000.0,59200000.0,,,,,,,627000000.0,,,664900000.0,,167059327.0,23400000.0,23400000.0,,,,,,800000.0,,,49300000.0,,,23400000.0,,,-28800000.0,,0.0,,,,,0.14007,-10300000.0,,,,,,,,24300000.0,,,23100000.0,,15400000.0,23100000.0,123800000.0,,,100000.0,,-13900000.0,,,,839900000.0,,,,,1096200000.0,,95700000.0,,,,,,,,,,,,,,,,,,,,,,
631065600,,,-12700000.0,,,50700000.0,,,,,,,,,,,,165494176.0,,,,,,882200000.0,,0.0,112300000.0,150800000.0,,,,94600000.0,,72300000.0,,,,,70200000.0,,,,,16300000.0,,,,,80600000.0,,41700000.0,724800000.0,,762900000.0,300000.0,,,,,-4700000.0,,56200000.0,,,800000.0,,,0.17342,,,,-44400000.0,1298000000.0,,,442000000.0,,1091900000.0,594600000.0,,7600000.0,-27600000.0,,-51800000.0,-573200000.0,,,,486400000.0,,203000000.0,,,,,,,,,1921600000.0,,443800000.0,,,,2400000.0,62300000.0,,,,,,,597400000.0,,,662600000.0,,165494176.0,28700000.0,25400000.0,,,,,,1200000.0,,,48700000.0,,,28700000.0,,,45900000.0,,0.0,,,,,0.17342,-10200000.0,,,,,,,,24400000.0,,,25300000.0,,15700000.0,25300000.0,126700000.0,,,-200000.0,,-20000000.0,,,,829700000.0,,,,,1039400000.0,,104900000.0,,,,,,,,,,,,,,,,,,,,,,
638841600,,,-4300000.0,,,53400000.0,,,,,,,,,,,,164917541.0,,,,,,910400000.0,,0.0,122600000.0,157700000.0,,,,94100000.0,,-3300000.0,,,,,70600000.0,,,,,19700000.0,,,,,87100000.0,,49400000.0,738200000.0,,781400000.0,500000.0,,,,,200000.0,,63600000.0,,,-400000.0,,,0.18009,,,,-4000000.0,1334800000.0,,,471400000.0,,1123800000.0,636500000.0,,50900000.0,-33300000.0,,-19000000.0,-596600000.0,,,,475700000.0,,217300000.0,,,,,,,,,1970300000.0,,478800000.0,,,,-1800000.0,62700000.0,,,,,,,588500000.0,,,672900000.0,,164917541.0,29700000.0,29700000.0,,,,,,500000.0,,,50100000.0,,,29700000.0,,,-35500000.0,,0.0,,,,,0.18009,-11300000.0,,,,,,,,23500000.0,,,23500000.0,,14700000.0,23500000.0,131500000.0,,,-5900000.0,,17600000.0,,,,846500000.0,,,,,1059900000.0,,108300000.0,,,,,,,,,,,,,,,,,,,,,,
646704000,28900000.0,,-8800000.0,1129200000.0,,39000000.0,,62100000.0,,48400000.0,,,115200000.0,,12800000.0,,,,-606100000.0,,282800000.0,1358800000.0,,938400000.0,,0.0,147200000.0,170700000.0,,-7100000.0,,99000000.0,197200000.0,-16000000.0,,-125700000.0,,,73700000.0,,39000000.0,1829600000.0,72800000.0,22200000.0,,94000000.0,,-6100000.0,97000000.0,623000000.0,55500000.0,752700000.0,,804500000.0,600000.0,686500000.0,,,867000000.0,1500000.0,-101700000.0,71700000.0,,,16200000.0,1057800000.0,53400000.0,,2100000.0,,,-21300000.0,1358800000.0,-42100000.0,380300000.0,438400000.0,,1129200000.0,649100000.0,,56600000.0,-38200000.0,110400000.0,-9600000.0,-606100000.0,511700000.0,-42000000.0,183200000.0,511700000.0,162937399.0,197200000.0,,,,115200000.0,,1996200000.0,,,1996200000.0,,478400000.0,,,,-1700000.0,54300000.0,,938400000.0,-2900000.0,,,,619400000.0,1700000.0,-67100000.0,686500000.0,804500000.0,,33300000.0,33300000.0,0.70702,,,,97500000.0,300000.0,2452600000.0,,53400000.0,,,33300000.0,-69600000.0,,-48700000.0,162937399.0,0.0,0.0,,438400000.0,752700000.0,,-10200000.0,,,242700000.0,,2800000.0,,65900000.0,25300000.0,127800000.0,619400000.0,21800000.0,,16300000.0,21800000.0,94000000.0,147200000.0,340200000.0,-100000.0,54300000.0,18400000.0,,,65900000.0,867000000.0,,21800000.0,21800000.0,46200000.0,1057800000.0,0.70702,48400000.0,,,,,,,,,,,,,,,,,,,,,,
654652800,,,16600000.0,,,43200000.0,,,-7100000.0,,,,,,,,,162873109.0,,,,,,963500000.0,,21800000.0,130300000.0,152300000.0,,,,97700000.0,,-1600000.0,,,,,71200000.0,,,,,16400000.0,,,,,81100000.0,,40300000.0,763700000.0,,817200000.0,500000.0,,,,,,,54600000.0,,,-500000.0,,,0.14674,,,,21400000.0,1403200000.0,,,421100000.0,,1134600000.0,615600000.0,,72300000.0,-24900000.0,,-44100000.0,-639500000.0,,,,515700000.0,,217800000.0,,,,,,,,,2011400000.0,,463300000.0,,,,3800000.0,56900000.0,,,,,,,626800000.0,,,684400000.0,,162873109.0,23900000.0,23900000.0,,,,,,900000.0,,,54200000.0,,,23900000.0,,,-25900000.0,,0.0,,,,,0.14674,-11200000.0,,,,,,,,26500000.0,,,25600000.0,,15100000.0,25600000.0,73000000.0,,,0.0,,47400000.0,,,,876800000.0,,,,,1047900000.0,,113100000.0,,,,,,,,,,,,,,,,,,,,,,
662601600,,,6700000.0,,,42400000.0,,,-13200000.0,,,,,,,,,159087123.0,,,,,,970700000.0,,0.0,114100000.0,148800000.0,,,,101700000.0,,100000.0,,,,,74800000.0,,,,,13800000.0,,,,,74000000.0,,32900000.0,770900000.0,,825100000.0,400000.0,,,,,,,47100000.0,,,-1200000.0,,,0.12006,,,,11200000.0,1438200000.0,,,387500000.0,,1100100000.0,616800000.0,,56100000.0,-27200000.0,,-26600000.0,-667300000.0,,,,518000000.0,,206000000.0,,,,,,,,,1985900000.0,,468000000.0,,,,3600000.0,56600000.0,,,,,,,627700000.0,,,681100000.0,,159087123.0,19100000.0,19100000.0,,,,,,1100000.0,,,53100000.0,,,19100000.0,,,-26600000.0,,0.0,,,,,0.12006,-11200000.0,,,,,,,,26900000.0,,,29200000.0,,15300000.0,29200000.0,67400000.0,,,100000.0,,28900000.0,,,,885800000.0,,,,,1015200000.0,,114900000.0,,,,,,,,,,,,,,,,,,,,,,
670377600,,,14500000.0,,,31100000.0,,,-2700000.0,,,,,,,,,159151194.0,,,,,,971600000.0,,0.0,118300000.0,140200000.0,,,,97700000.0,,-1400000.0,,,,,71500000.0,,,,,14100000.0,,,,,68700000.0,,27900000.0,772800000.0,,827900000.0,700000.0,,,,,100000.0,,42500000.0,,,8700000.0,,,0.08671,,,,8400000.0,1456000000.0,,,378800000.0,,1084200000.0,603700000.0,,57700000.0,-29900000.0,,-26100000.0,-683200000.0,,,,516200000.0,,209300000.0,,,,,,,,,1973000000.0,,463500000.0,,,,200000.0,56200000.0,,,,,,,622600000.0,,,663400000.0,,159151194.0,13800000.0,13800000.0,,,,,,500000.0,,,50200000.0,,,13800000.0,,,-31000000.0,,0.0,,,,,0.08671,-11000000.0,,,,,,,,26200000.0,,,29400000.0,,15200000.0,29400000.0,51200000.0,,,-200000.0,,27800000.0,,,,888800000.0,,,,,1001400000.0,,116000000.0,,,,,,,,,,,,,,,,,,,,,,
678240000,21800000.0,,34400000.0,1019000000.0,,31500000.0,,59400000.0,0.0,48100000.0,,,59200000.0,,4200000.0,,,,-674000000.0,,303900000.0,1431900000.0,,943500000.0,,0.0,130800000.0,126100000.0,,17100000.0,,110900000.0,186200000.0,-2100000.0,,-112000000.0,,,86500000.0,,31500000.0,1873400000.0,44300000.0,-100000.0,,41100000.0,,0.0,39600000.0,567400000.0,2300000.0,757900000.0,,820300000.0,300000.0,608200000.0,,,871400000.0,5900000.0,92900000.0,15200000.0,,,-2800000.0,946900000.0,49400000.0,,158700000.0,,,51900000.0,1431900000.0,72200000.0,407900000.0,358100000.0,,1019000000.0,604700000.0,,84600000.0,-30000000.0,59200000.0,-41700000.0,-674000000.0,476600000.0,-43400000.0,103500000.0,476600000.0,161373859.0,186200000.0,,,,59200000.0,,1890400000.0,,,1890400000.0,,478600000.0,,,,9500000.0,62800000.0,,943500000.0,6100000.0,,,,588800000.0,1900000.0,-114100000.0,608200000.0,820300000.0,,2400000.0,2400000.0,0.36685,,,,104000000.0,800000.0,2440800000.0,,49400000.0,,,2400000.0,-138500000.0,,-30600000.0,161373859.0,0.0,0.0,,358100000.0,757900000.0,,-10000000.0,,,159500000.0,,3300000.0,,65400000.0,24400000.0,270700000.0,588800000.0,38800000.0,,13900000.0,38800000.0,41100000.0,130800000.0,263500000.0,100000.0,62800000.0,54600000.0,-23000000.0,,65400000.0,871400000.0,,38800000.0,38800000.0,-5000000.0,946900000.0,0.36685,48100000.0,,,,,,,,,,,,,,,,,,,,,,
686188800,,,23700000.0,,,35900000.0,,,,,,,,,,,,164917541.0,,,,,,944800000.0,,38800000.0,99700000.0,134700000.0,,,,95100000.0,,-3500000.0,,,,,68200000.0,,,,,11500000.0,,,,,66500000.0,,28000000.0,748400000.0,,825600000.0,200000.0,,,,,-500000.0,,39600000.0,,,-2300000.0,,,0.10005,,,,5800000.0,1444900000.0,,,326900000.0,,996700000.0,573700000.0,,46800000.0,-18500000.0,,-15600000.0,-696500000.0,,,,474300000.0,,185400000.0,,,,,,,,,1859600000.0,,439000000.0,,,,11800000.0,65000000.0,,,,,,,587900000.0,,,584300000.0,,164917541.0,16500000.0,16500000.0,,,,,,2200000.0,,,48600000.0,,,16500000.0,,,-19800000.0,,0.0,,,,,0.10005,-11100000.0,,,,,,,,26900000.0,,,50600000.0,,13800000.0,50600000.0,41800000.0,,,0.0,,28300000.0,,,,862900000.0,,,,,914800000.0,,114500000.0,,,,,,,,,,,,,,,,,,,,,,
694137600,,,8800000.0,,,39300000.0,,,,,,,,,,,,152231577.0,,,,,,962000000.0,,0.0,103900000.0,128500000.0,,,,96700000.0,,1000000.0,,,,,69800000.0,,,,,7600000.0,,,,,58700000.0,,20800000.0,751900000.0,,827800000.0,600000.0,,,,,2400000.0,,31800000.0,,,-4700000.0,,,0.08671,,,,5800000.0,1479300000.0,,,329800000.0,,1001600000.0,571500000.0,,42900000.0,-23700000.0,,-23300000.0,-727400000.0,,,,467100000.0,,179100000.0,,,,,,,,,1866200000.0,,443000000.0,,,,-200000.0,60000000.0,,,,,,,574400000.0,,,584900000.0,,152231577.0,13200000.0,13200000.0,,,,,,2000000.0,,,47300000.0,,,13200000.0,,,-20200000.0,,0.0,,,,,0.08671,-11100000.0,,,,,,,,26900000.0,,,50500000.0,,12900000.0,50500000.0,46800000.0,,,0.0,,19200000.0,,,,864600000.0,,,,,904200000.0,,112700000.0,,,,,,,,,,,,,,,,,,,,,,
702000000,,,17900000.0,,,36500000.0,,,,,,,,,,,,170914543.0,,,,,,970700000.0,,0.0,108800000.0,139900000.0,,,,98200000.0,,-400000.0,,,,,71300000.0,,,,,12500000.0,,,,,68700000.0,,29600000.0,744400000.0,,833800000.0,3000000.0,,,,,-1500000.0,,41700000.0,,,1300000.0,,,0.10005,,,,15400000.0,1488900000.0,,,329900000.0,,1010700000.0,606100000.0,,62800000.0,-20000000.0,,-31700000.0,-744500000.0,,,,459600000.0,,194000000.0,,,,,,,,,1866300000.0,,466200000.0,,,,10400000.0,59100000.0,,,,,,,565700000.0,,,565400000.0,,170914543.0,17100000.0,17100000.0,,,,,,1300000.0,,,47000000.0,,,17100000.0,,,-20200000.0,,0.0,,,,,0.10005,-11100000.0,,,,,,,,27000000.0,,,60900000.0,,13300000.0,60900000.0,27100000.0,,,0.0,,42800000.0,,,,855600000.0,,,,,895600000.0,,111200000.0,,,,,,,,,,,,,,,,,,,,,,
709862400,38800000.0,,19000000.0,1055800000.0,,45600000.0,,52200000.0,,48700000.0,,,11200000.0,,-16600000.0,,,,-766600000.0,,282900000.0,1519100000.0,,934000000.0,,0.0,132400000.0,153800000.0,,61200000.0,,99700000.0,192900000.0,1300000.0,,-94100000.0,,,73500000.0,,45600000.0,1818800000.0,41900000.0,10300000.0,,33400000.0,,-100000.0,80300000.0,557000000.0,27000000.0,752500000.0,,787100000.0,1600000.0,553000000.0,,,865100000.0,3800000.0,74400000.0,54100000.0,,,-10900000.0,986900000.0,20800000.0,,141100000.0,,,47400000.0,1519100000.0,69400000.0,389900000.0,358700000.0,,1055800000.0,624500000.0,,82700000.0,-31900000.0,63500000.0,-15200000.0,-766600000.0,447000000.0,-44400000.0,105400000.0,447000000.0,167916042.0,192900000.0,,,,11200000.0,,1920900000.0,,,1920900000.0,,470700000.0,,,,39200000.0,160400000.0,,934000000.0,4200000.0,,,,628200000.0,5400000.0,-89200000.0,553000000.0,787100000.0,,-35600000.0,16700000.0,0.0667,,,,107000000.0,-15100000.0,2375800000.0,,20800000.0,,,-35600000.0,-85800000.0,,-29000000.0,167916042.0,0.0,0.0,,358700000.0,752500000.0,,-11100000.0,,,167100000.0,,-9600000.0,,63900000.0,26200000.0,235200000.0,628200000.0,100100000.0,,12200000.0,100100000.0,33400000.0,132400000.0,274100000.0,-100000.0,160400000.0,50800000.0,,,63900000.0,865100000.0,,100100000.0,100100000.0,-1600000.0,986900000.0,0.0667,48700000.0,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,47100000.0,,,,,,,,,,,,159920040.0,,,,,,965800000.0,,100100000.0,110200000.0,143200000.0,,,,106200000.0,,200000.0,,,,,77500000.0,,,,,10200000.0,,,,,65700000.0,,26200000.0,760100000.0,,791500000.0,3800000.0,,,,,-3800000.0,,37000000.0,,,,,,0.10005,,,,-5300000.0,1526700000.0,,,346700000.0,,1078000000.0,608200000.0,,34400000.0,-19200000.0,,-8600000.0,-766600000.0,,,,449300000.0,,197600000.0,,,,,,,,,1953500000.0,,465000000.0,,,,8300000.0,171100000.0,,,,,,,641000000.0,,,558000000.0,,159920040.0,16000000.0,16000000.0,,,,,,700000.0,,,20600000.0,,,16000000.0,,,-19000000.0,,0.0,,,,,0.10005,-11600000.0,,,,,,,,28700000.0,,,108400000.0,,11400000.0,108400000.0,38900000.0,,,0.0,,15200000.0,,,,875500000.0,,,,,987700000.0,,115400000.0,,,,,,,,,,,,,,,,,,,,,,
725760000,,,,,,43700000.0,,,,,,,,,,,,169530619.0,,,,,,925100000.0,,0.0,122400000.0,140000000.0,,,,105200000.0,,-1500000.0,,,,,75000000.0,,,,,9400000.0,,,,,65000000.0,,24100000.0,726000000.0,,794600000.0,-3300000.0,,,,,3800000.0,,34800000.0,,,,,,0.08671,,,,20900000.0,1531100000.0,,,343100000.0,,1038900000.0,588700000.0,,64800000.0,-23900000.0,,-11400000.0,-805100000.0,,,,427600000.0,,176000000.0,,,,,,,,,1877800000.0,,448700000.0,,,,25800000.0,164500000.0,,,,,,,609600000.0,,,536900000.0,,169530619.0,14700000.0,14700000.0,,,,,,1100000.0,,,17500000.0,,,14700000.0,,,-23900000.0,,0.0,,,,,0.08671,-11600000.0,,,,,,,,30200000.0,,,134200000.0,,11800000.0,134200000.0,44700000.0,,,-100000.0,,40900000.0,,,,838900000.0,,,,,952700000.0,,112900000.0,,,,,,,,,,,,,,,,,,,,,,
733536000,,,22400000.0,,,38900000.0,,,,,,,,,,,,159563076.0,,,,,,920100000.0,,0.0,118800000.0,156200000.0,,,,121100000.0,,-6100000.0,,,,,79400000.0,,,,,10500000.0,,,,,76800000.0,,25400000.0,720400000.0,,797900000.0,1200000.0,,,,,,,35100000.0,,,-600000.0,,,0.09338,,,,19000000.0,1538700000.0,,,368400000.0,,1054700000.0,607200000.0,,61300000.0,-17900000.0,,-13500000.0,-818300000.0,,,,422700000.0,,202400000.0,,,,,,,,,1893000000.0,,451000000.0,,,,25100000.0,165800000.0,,,,,,,604500000.0,,,512900000.0,,159563076.0,14900000.0,14900000.0,,,,,,1900000.0,,,16000000.0,,,14900000.0,,,-22500000.0,,0.0,,,,,0.09338,-11700000.0,,,,,,,,24400000.0,,,159200000.0,,11600000.0,159200000.0,47200000.0,,,200000.0,,43400000.0,,,,838300000.0,,,,,972900000.0,,117900000.0,,,,,,,,,,,,,,,,,,,,,,
741398400,100100000.0,,13000000.0,1056400000.0,,42400000.0,,47100000.0,,108200000.0,,,65100000.0,,-14500000.0,,,,-883300000.0,,333600000.0,1619400000.0,,932900000.0,,0.0,125100000.0,172400000.0,,59900000.0,,128700000.0,256600000.0,-32500000.0,,-91500000.0,,,97800000.0,,42400000.0,1890800000.0,43000000.0,12800000.0,,86600000.0,,100000.0,74600000.0,598500000.0,32300000.0,736100000.0,,806000000.0,2900000.0,499700000.0,,,907200000.0,1000000.0,47100000.0,43700000.0,,,-7700000.0,1030700000.0,17300000.0,,137900000.0,,,12500000.0,1619400000.0,39700000.0,447800000.0,468300000.0,,1056400000.0,685200000.0,,68900000.0,-30500000.0,65100000.0,-4700000.0,-883300000.0,378500000.0,-46100000.0,108100000.0,378500000.0,165425762.0,256600000.0,,,,65100000.0,,1963600000.0,,,1963600000.0,,512800000.0,,,,700000.0,166600000.0,,932900000.0,900000.0,,,,562400000.0,4600000.0,-128000000.0,499700000.0,806000000.0,,19500000.0,19500000.0,0.39353,,,,114200000.0,800000.0,2489300000.0,,17300000.0,,,19500000.0,-38200000.0,,-62600000.0,165425762.0,0.0,0.0,,468300000.0,736100000.0,,-11200000.0,,,150700000.0,,4400000.0,,62900000.0,30900000.0,229400000.0,562400000.0,160000000.0,,12300000.0,160000000.0,86600000.0,125100000.0,264900000.0,0.0,166600000.0,38400000.0,,,62900000.0,907200000.0,,160000000.0,160000000.0,-39900000.0,1030700000.0,0.39353,108200000.0,,,,,,,,,,,,,,,,,,,,,,
749347200,,,6800000.0,,,43500000.0,,,,,,,,,,,,160919540.0,,,,,,939300000.0,,160000000.0,126900000.0,141700000.0,,,,102800000.0,,1600000.0,,,,,74400000.0,,,,,13200000.0,,,,,67300000.0,,29300000.0,731200000.0,,810400000.0,700000.0,,,,,,,38900000.0,,,-3600000.0,,,0.10005,,,,18400000.0,1635700000.0,,,476000000.0,,1078600000.0,607400000.0,,54900000.0,-20400000.0,,-3300000.0,-904500000.0,,,,377300000.0,,250300000.0,,,,,,,,,1983200000.0,,465700000.0,,,,32500000.0,174300000.0,,,,,,,567900000.0,,,495200000.0,,160919540.0,16100000.0,16100000.0,,,,,,1900000.0,,,16300000.0,,,16100000.0,,,-18800000.0,,0.0,,,,,0.10005,-11700000.0,,,,,,,,28400000.0,,,192500000.0,,11600000.0,192500000.0,98800000.0,,,-100000.0,,34500000.0,,,,904600000.0,,,,,1043900000.0,,173400000.0,,,,,,,,,,,,,,,,,,,,,,
757296000,,,-3500000.0,,,48200000.0,,,,,,,,,,,,164917541.0,,,,,,936600000.0,,0.0,110300000.0,135600000.0,,,,103600000.0,,-26200000.0,,,,,75100000.0,,,,,8900000.0,,,,,60700000.0,,23000000.0,723000000.0,,808600000.0,900000.0,,,,,,,32000000.0,,,-12800000.0,,,0.06003,,,,-13700000.0,1598400000.0,,,424900000.0,,902600000.0,592200000.0,,15600000.0,-21200000.0,,-131800000.0,-875400000.0,,,,269300000.0,,231200000.0,,,,,,,,,1818400000.0,,456600000.0,,,,-162700000.0,172800000.0,,,,,,,456900000.0,,,497400000.0,,164917541.0,9900000.0,14100000.0,,,,,,1200000.0,,,14800000.0,,,9900000.0,,,-45600000.0,,0.0,,,,,0.06003,-11600000.0,,,,,,,,28700000.0,,,29800000.0,,10200000.0,29800000.0,83400000.0,,,100000.0,,-5600000.0,,,,915800000.0,,,,,881800000.0,,192800000.0,,,,,,,,,,,,,,,,,,,,,,
